person_id,candidate,election_cycle,chamber,district,issue,documented,sponsored_bills_pre,validation_priority,best_cmo,priority_score,search_query,archive_query,recommended_sources,review_status,inference_rule
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,house,5,school_choice,False,0,standard,29.729306552658905,238.7293065526589,"""Henry A. White"" Alabama 2014 school choice charter voucher private school campaign","""Henry A. White"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LARRY-MEANS,Larry Means,2014,senate,10,school_choice,False,0,standard,29.13324637426904,238.13324637426905,"""Larry Means"" Alabama 2014 school choice charter voucher private school campaign","""Larry Means"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,senate,1,abortion,False,0,standard,27.9658213674507,237.9658213674507,"""Tammy Irons"" Alabama 2010 abortion reproductive campaign","""Tammy Irons"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,senate,1,guns,False,0,standard,27.9658213674507,237.9658213674507,"""Tammy Irons"" Alabama 2010 guns firearm campaign","""Tammy Irons"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,senate,22,abortion,False,0,standard,27.95594433082924,237.95594433082925,"""Marc Keahey"" Alabama 2010 abortion reproductive campaign","""Marc Keahey"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,house,5,labor_unions,False,0,standard,29.729306552658905,237.7293065526589,"""Henry A. White"" Alabama 2014 labor union AEA collective bargaining campaign","""Henry A. White"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,abortion,False,0,standard,27.492379331342505,237.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 abortion reproductive campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,guns,False,0,standard,27.492379331342505,237.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 guns firearm campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LARRY-MEANS,Larry Means,2014,senate,10,labor_unions,False,0,standard,29.13324637426904,237.13324637426905,"""Larry Means"" Alabama 2014 labor union AEA collective bargaining campaign","""Larry Means"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,house,5,healthcare_medicaid,False,0,standard,29.729306552658905,236.7293065526589,"""Henry A. White"" Alabama 2014 Medicaid health care campaign","""Henry A. White"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,senate,22,public_education,False,6,standard,27.95594433082924,235.95594433082925,"""Marc Keahey"" Alabama 2010 public education schools teachers campaign","""Marc Keahey"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,labor_unions,False,0,standard,27.492379331342505,235.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 labor union AEA collective bargaining campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,taxes_budget,False,0,standard,27.492379331342505,234.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 tax budget spending campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,abortion,False,0,standard,23.220259733713803,233.22025973371382,"""David Beddingfield"" Alabama 2014 abortion reproductive campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,guns,False,0,standard,23.220259733713803,233.22025973371382,"""David Beddingfield"" Alabama 2014 guns firearm campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-HENRY-A-WHITE,Henry A. White,2014,house,5,ethics_government,False,0,standard,29.729306552658905,232.7293065526589,"""Henry A. White"" Alabama 2014 ethics corruption government reform campaign","""Henry A. White"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,abortion,False,0,standard,22.719643209401934,232.71964320940194,"""Drama Breland"" Alabama 2010 abortion reproductive campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,guns,False,0,standard,22.719643209401934,232.71964320940194,"""Drama Breland"" Alabama 2010 guns firearm campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,school_choice,False,0,standard,23.220259733713803,232.22025973371382,"""David Beddingfield"" Alabama 2014 school choice charter voucher private school campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,school_choice,False,0,standard,22.719643209401934,231.71964320940194,"""Drama Breland"" Alabama 2010 school choice charter voucher private school campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,abortion,False,0,standard,21.631200749515003,231.63120074951502,"""Randall White"" Alabama 2010 abortion reproductive campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,guns,False,0,standard,21.631200749515003,231.63120074951502,"""Randall White"" Alabama 2010 guns firearm campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,labor_unions,False,0,standard,22.719643209401934,230.71964320940194,"""Drama Breland"" Alabama 2010 labor union AEA collective bargaining campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,school_choice,False,0,standard,21.631200749515003,230.63120074951502,"""Randall White"" Alabama 2010 school choice charter voucher private school campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,criminal_justice,False,0,standard,27.492379331342505,230.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 crime prison sentencing police campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-ANDREW-ANDY-BETTERTON,"Andrew ""Andy"" Betterton",2014,house,2,ethics_government,False,0,standard,27.492379331342505,230.4923793313425,"""Andrew ""Andy"" Betterton"" Alabama 2014 ethics corruption government reform campaign","""Andrew ""Andy"" Betterton"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,healthcare_medicaid,False,0,standard,23.220259733713803,230.22025973371382,"""David Beddingfield"" Alabama 2014 Medicaid health care campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,taxes_budget,False,0,standard,23.220259733713803,230.22025973371382,"""David Beddingfield"" Alabama 2014 tax budget spending campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,healthcare_medicaid,False,0,standard,22.719643209401934,229.71964320940194,"""Drama Breland"" Alabama 2010 Medicaid health care campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,taxes_budget,False,0,standard,22.719643209401934,229.71964320940194,"""Drama Breland"" Alabama 2010 tax budget spending campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,labor_unions,False,0,standard,21.631200749515003,229.63120074951502,"""Randall White"" Alabama 2010 labor union AEA collective bargaining campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,healthcare_medicaid,False,0,standard,21.631200749515003,228.63120074951502,"""Randall White"" Alabama 2010 Medicaid health care campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,taxes_budget,False,0,standard,21.631200749515003,228.63120074951502,"""Randall White"" Alabama 2010 tax budget spending campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,business_economic_development,False,0,standard,23.220259733713803,226.22025973371382,"""David Beddingfield"" Alabama 2014 jobs business economic development campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,criminal_justice,False,0,standard,23.220259733713803,226.22025973371382,"""David Beddingfield"" Alabama 2014 crime prison sentencing police campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BEDDINGFIELD,David Beddingfield,2014,house,24,ethics_government,False,0,standard,23.220259733713803,226.22025973371382,"""David Beddingfield"" Alabama 2014 ethics corruption government reform campaign","""David Beddingfield"" 2014 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,criminal_justice,False,0,standard,22.719643209401934,225.71964320940194,"""Drama Breland"" Alabama 2010 crime prison sentencing police campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-DRAMA-BRELAND,Drama Breland,2010,house,8,ethics_government,False,0,standard,22.719643209401934,225.71964320940194,"""Drama Breland"" Alabama 2010 ethics corruption government reform campaign","""Drama Breland"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,house,12,abortion,False,0,standard,15.60316659430908,225.60316659430907,"""James C. Fields Jr."" Alabama 2010 abortion reproductive campaign","""James C. Fields Jr."" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,house,12,guns,False,0,standard,15.60316659430908,225.60316659430907,"""James C. Fields Jr."" Alabama 2010 guns firearm campaign","""James C. Fields Jr."" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,abortion,False,0,standard,15.46300589679028,225.4630058967903,"""Greg Varner"" Alabama 2010 abortion reproductive campaign","""Greg Varner"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,guns,False,0,standard,15.46300589679028,225.4630058967903,"""Greg Varner"" Alabama 2010 guns firearm campaign","""Greg Varner"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,senate,28,public_education,False,9,standard,17.174310704986432,225.17431070498642,"""Billy Beasley"" Alabama 2010 public education schools teachers campaign","""Billy Beasley"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,house,20,abortion,False,0,standard,15.120380750211098,225.1203807502111,"""Linda Meigs"" Alabama 2018 abortion reproductive campaign","""Linda Meigs"" 2018 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,house,20,guns,False,0,standard,15.120380750211098,225.1203807502111,"""Linda Meigs"" Alabama 2018 guns firearm campaign","""Linda Meigs"" 2018 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,senate,2,guns,False,0,standard,15.04537943600424,225.04537943600423,"""Kim Caudle Lewis"" Alabama 2022 guns firearm campaign","""Kim Caudle Lewis"" 2022 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,senate,33,business_economic_development,False,1,standard,16.744298484529196,224.7442984845292,"""Vivian Davis Figures"" Alabama 2010 jobs business economic development campaign","""Vivian Davis Figures"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,criminal_justice,False,0,standard,21.631200749515003,224.63120074951502,"""Randall White"" Alabama 2010 crime prison sentencing police campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,ethics_government,False,0,standard,21.631200749515003,224.63120074951502,"""Randall White"" Alabama 2010 ethics corruption government reform campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-RANDALL-WHITE,Randall White,2010,house,26,public_education,False,0,standard,21.631200749515003,224.63120074951502,"""Randall White"" Alabama 2010 public education schools teachers campaign","""Randall White"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,house,12,school_choice,False,0,standard,15.60316659430908,224.60316659430907,"""James C. Fields Jr."" Alabama 2010 school choice charter voucher private school campaign","""James C. Fields Jr."" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,school_choice,False,0,standard,15.46300589679028,224.4630058967903,"""Greg Varner"" Alabama 2010 school choice charter voucher private school campaign","""Greg Varner"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,house,20,school_choice,False,0,standard,15.120380750211098,224.1203807502111,"""Linda Meigs"" Alabama 2018 school choice charter voucher private school campaign","""Linda Meigs"" 2018 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,senate,2,school_choice,False,0,standard,15.04537943600424,224.04537943600423,"""Kim Caudle Lewis"" Alabama 2022 school choice charter voucher private school campaign","""Kim Caudle Lewis"" 2022 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-JAMES-C-FIELDS-JR,James C. Fields Jr.,2010,house,12,labor_unions,False,0,standard,15.60316659430908,223.60316659430907,"""James C. Fields Jr."" Alabama 2010 labor union AEA collective bargaining campaign","""James C. Fields Jr."" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,labor_unions,False,0,standard,15.46300589679028,223.4630058967903,"""Greg Varner"" Alabama 2010 labor union AEA collective bargaining campaign","""Greg Varner"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-LINDA-MEIGS,Linda Meigs,2018,house,20,labor_unions,False,0,standard,15.120380750211098,223.1203807502111,"""Linda Meigs"" Alabama 2018 labor union AEA collective bargaining campaign","""Linda Meigs"" 2018 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,senate,2,labor_unions,False,0,standard,15.04537943600424,223.04537943600423,"""Kim Caudle Lewis"" Alabama 2022 labor union AEA collective bargaining campaign","""Kim Caudle Lewis"" 2022 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-GREG-VARNER,Greg Varner,2010,senate,13,healthcare_medicaid,False,0,standard,15.46300589679028,222.4630058967903,"""Greg Varner"" Alabama 2010 Medicaid health care campaign","""Greg Varner"" 2010 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
ALPERSON-KIM-CAUDLE-LEWIS,Kim Caudle Lewis,2022,senate,2,taxes_budget,False,0,standard,15.04537943600424,222.04537943600423,"""Kim Caudle Lewis"" Alabama 2022 tax budget spending campaign","""Kim Caudle Lewis"" 2022 Alabama",contemporaneous local newspapers; VoteSmart questionnaire; endorsements; campaign mail/video; archived campaign website,open_no_position_found,Unknown remains unknown; do not infer stance from party or sponsorship topic.
