candidate_issues,session_year,chamber,bill_number,bill_id,roll_call_id,vote_date,vote_description,title,legiscan_subjects,primary_sponsor,sponsor_party,sponsor_district,yea,nay,dem_yea_share,rep_yea_share,party_gap,focal_candidates_voting,focal_candidate_votes,bill_url,bill_state_link,anchor_priority_score,reviewed_issue,substantive_final_passage,yea_policy_direction,ideological_valence,summary_sufficient_for_coding,human_confidence,human_review_note
culture_lgbtq,2025,senate,SB79,1956049,1483089,2025-02-06,SBIR: Passed by House of Origin,"Sex-based terms, defined; vital statistics, report sex as male or female at birth required, legislative policy regarding sex and gender identity established",Government Administration,April Weaver,R,SD-014,22,7,0.0,1.0,1.0,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/SB79/2025,https://alison.legislature.state.al.us/bill-search,10.8,,,,,,,
culture_lgbtq,2025,house,HB244,1965457,1551403,2025-04-17,HBIR: Passed by House of Origin,"Public K-12 education, discussions of gender identity prohibited in grades preK-12, employees prohibited from displaying flags or insignia relating to sexual orientation or gender identity, employees prohibited from referring to student by pronouns inconsistent with student's biological sex",Education,Mack Butler,R,HD-028,73,9,0.1818181818181818,1.0,0.8181818181818181,1,Nathaniel Ledbetter: Yea,https://legiscan.com/AL/bill/HB244/2025,https://alison.legislature.state.al.us/bill-search,8.581818181818182,,,,,,,
economic_development,2023,house,SB1,1685332,1300210,2023-04-11,Read a Third Time and Pass,"Relating to correctional incentive time; to amend Section 14-9-41, as last amended by Act 2022-322, 2022 Regular Session, Code of Alabama 1975, to reduce the amount of correctional incentive time a prisoner receives; to require a prisoner to remain in a certain classification for a longer period of time before moving up to a higher classification; to provide for additional circumstances in which a prisoner may be required to forfeit his or her correctional incentive time; and to require the Department of Corrections to provide annual reports to the Legislature, the Governor, and the Attorney General regarding correctional incentive time.",,April Weaver,R,SD-014,79,24,0.1153846153846153,0.987012987012987,0.8716283716283716,5,Barbara Bigsby Boyd: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB1/2023,https://alison.legislature.state.al.us/bill-search,10.716283716283716,,,,,,,
economic_development,2011,house,SB477,328471,87065,2011-06-02,Motion to Read a Third Time and Pass,"Economic development, tariff tax credits of capital investment costs for qualifying projects, job creation a qualifying factor, Tariff Credit Act (2011-21034)",Economic Development,George Keahey,D,SD-022,73,22,0.3125,1.0,0.6875,6,Barbara Bigsby Boyd: Yea | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/SB477/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB477,9.275,,,,,,,
economic_development,2012,house,HB159,389557,155386,2012-02-16,Motion to Read a Third Time and Pass,"Economic Development, incentive program authorized for projects that provide economic development and job creation, const. amend.",Constitutional Amendments,Barry Mask,R,HD-031,65,22,0.24,0.9516129032258064,0.7116129032258065,5,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Craig Ford: Yea | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB159/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB159,9.116129032258065,,,,,,,
economic_development,2016,house,HB169,843403,535684,2016-04-20,Motion to Read a Third Time and Pass,"Economic development, tax abatement by a municipality or municipal public authority, abatement of county taxes, corresponding municipal tax required to be abated and at same rate, Sec. 40-9B-5 am'd.",Taxation,Bob Fincher,R,HD-037,56,38,0.16,0.7536231884057971,0.5936231884057971,7,Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea,https://legiscan.com/AL/bill/HB169/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB169,8.736231884057972,,,,,,,
economic_development,2012,house,HB154,388870,152482,2012-02-09,Motion to Read a Third Time and Pass,"Data processing centers and warehousing and storage facilities locating in Alabama, certain ad valorem tax and construction related transaction tax abatements authorized, requirements, Data Processing Center Economic Incentive Enhancement Act, Secs. 40-9B-3, 40-9B-4, 40-18-190, 40-18-193 am'd.",Taxation,Mike Millican,R,HD-017,72,18,0.3703703703703703,0.984126984126984,0.6137566137566137,5,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Nay | Craig Ford: Yea,https://legiscan.com/AL/bill/HB154/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB154,8.137566137566138,,,,,,,
environment_energy,2023,house,SB261,1759637,1336165,2023-05-31,Read a Third Time and Pass,"Relating to public contracts; to prohibit governmental entities from entering into certain contracts with companies that boycott businesses because the business engages in certain sectors or does not meet certain environmental or corporate governance standards or does not facilitate certain activities; to provide that no company in the state shall be required by a governmental entity, nor penalized by a governmental entity for declining to engage in economic boycotts or other actions that further social, political, or ideological interests; to require the Attorney General to take actions to prevent federal laws or actions from penalizing, inflicting harm on, limiting commercial relations with, or changing or limiting the activities of companies or residents of the state based on the furtherance of economic boycott criteria; and to authorize the Attorney General to investigate and enforce this act; and to provide definitions.",,Dan Roberts,R,SD-015,74,27,0.0384615384615384,0.9733333333333334,0.934871794871795,5,Barbara Bigsby Boyd: Nay | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search,11.34871794871795,,,,,,,
environment_energy,2012,house,HB608,417545,183986,2012-04-11,Motion to Read a Third Time and Pass,"Tires, environmental fees on scrap tires, fees previously paid to ADEM redistributed to State General Fund, Sec. 22-40A-15 am'd",General Fund,Jim Barton,R,HD-104,64,33,0.1666666666666666,0.8805970149253731,0.7139303482587065,5,Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB608/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB608,9.139303482587065,,,,,,,
environment_energy,2016,house,SB106,835138,539157,2016-04-27,Motion to Read a Third Time and Pass,"Conservation and Natural Resources Department, wild animal or birds or bird eggs, permits and fees to collect for scientific or educational purposes, law to apply to wild invertebrate or vertebrate species, fines, Sec. 9-11-231 am'd.",Conservation and Natural Resources Department,Greg Albritton,R,SD-022,84,5,1.0,0.9193548387096774,0.0806451612903226,9,Barbara Bigsby Boyd: Yea | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Yea | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea | Anthony Daniels: Yea,https://legiscan.com/AL/bill/SB106/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB106,4.4064516129032265,,,,,,,
environment_energy,2018,house,HB416,1090743,733845,2018-02-20,Motion to Read a Third Time and Pass,"Water Resources Act, coordination of plans relating to water allocation required, restrictions of use under certain conditions, award of conservation credits to certain consumers, Alabama Water Security and Conservation Act, Secs. 9-10B-31, 9-10B-32 added; Secs. 9-10B-2, 9-10B-3, 9-10B-20, 9-10B-22, 9-10B-23, 9-10B-24 am'd.",Water and Waterways,Patricia Todd,D,HD-054,78,7,0.85,0.9384615384615383,0.0884615384615384,8,Barbara Bigsby Boyd: Yea | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea | Anthony Daniels: Yea,https://legiscan.com/AL/bill/HB416/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB416&WIN_TYPE=SELECTED_STATUS,4.084615384615384,,,,,,,
environment_energy,2016,house,SB103,835147,541985,2016-05-04,Motion to Read a Third Time and Pass,"Hunting and fishing, waterfowl stamps, fee raised, periodic adjustment by Conservation and Natural Resources, Sec. 9-11-433 am'd.",Hunters and Hunting,Thomas Whatley,R,SD-027,72,27,0.6551724137931034,0.7571428571428571,0.1019704433497536,7,Barbara Bigsby Boyd: Nay | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea,https://legiscan.com/AL/bill/SB103/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB103,3.8197044334975363,,,,,,,
ethics_government,2011,house,SB136,292397,87114,2011-06-02,Motion to Read a Third Time and Pass,"Elections, campaign finance disclosure reports, electronic filing, frequency increased, Section 527 organization filing requirements, filing of large contributions required, Secretary of State to establish and maintain electronic database, Sec. 17-5-8 am'd. (2011-21174)",Elections,Arthur Orr,R,SD-003,79,14,0.5333333333333333,1.0,0.4666666666666667,5,Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/SB136/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB136,6.666666666666667,,,,,,,
ethics_government,2011,senate,HB58,291944,90957,2011-06-09,Motion to Read a Third Time and Pass,"Public officials or spouses of public officials, names and compensation of those who are employed by or have contracts with a municipality, a county, or the state, public disclosure required, filing with Ethics Commission, Sec. 36-25-5.1 added",Public Officers and Employees,Phil Williams,R,HD-006,27,4,0.5555555555555556,1.0,0.4444444444444444,3,Tammy Irons: Yea | Marc Keahey: Yea | Vivian Davis Figures: Yea,https://legiscan.com/AL/bill/HB58/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB58,5.644444444444445,,,,,,,
ethics_government,2018,house,SB267,1077997,731215,2018-03-28,Motion to Read a Third Time and Pass,"Ethics Commission, enforcement provisions revised, Secs. 36-25-1, 36-25-4, 36-25-27 am'd.",Ethics Commission,Robert Ward,R,SD-014,57,18,0.5714285714285714,0.8032786885245902,0.2318501170960187,6,Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Nathaniel Ledbetter: Yea | Anthony Daniels: Nay,https://legiscan.com/AL/bill/SB267/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB267&WIN_TYPE=SELECTED_STATUS,4.718501170960187,,,,,,,
ethics_government,2018,house,HB346,1078859,722179,2018-03-13,Motion to Read a Third Time and Pass,"Campaign finance reports, electronic filing required without exceptions, Sec. 17-5-8 am'd.",Campaign Finances,Corey Harbison,R,HD-012,94,3,0.9,1.0,0.0999999999999999,8,Barbara Bigsby Boyd: Yea | Alan Harper: Yea | Richard Lindsey: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Yea | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Yea | Anthony Daniels: Yea,https://legiscan.com/AL/bill/HB346/2018,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB346&WIN_TYPE=SELECTED_STATUS,4.199999999999999,,,,,,,
ethics_government,2011,senate,HB62,291727,77267,2011-05-05,Motion to Read a Third Time and Pass,"Ethics Commission, annual appropriation to be certain percentage of General Fund Appropriations Act, reduction only by approval of House and Senate",Ethics Commission,Dan Williams,R,HD-005,25,3,0.75,0.9473684210526316,0.1973684210526315,4,Tammy Irons: Yea | Billy Beasley: Yea | Vivian Davis Figures: Nay | Jerry Fielding: Yea,https://legiscan.com/AL/bill/HB62/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB62,3.573684210526315,,,,,,,
gambling,2013,senate,SB7,435576,270611,2013-04-24,Motion to Read a Third Time and Pass,"Public Benefits, purchase of alcoholic beverages, tobacco products, and lottery tickets with benefit funds prohibited, use of public funds in retail stores selling primarily alcoholic beverages, casinos and certain adult-oriented entertainment establishments prohibited, penalties for violations",Public Benefits,Arthur Orr,R,SD-003,25,7,0.3,1.0,0.7,4,Tammy Irons: Yea | Billy Beasley: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Yea,https://legiscan.com/AL/bill/SB7/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB7,8.6,,,,,,,
gambling,2014,house,SB116,587758,350873,2014-04-02,Motion to Read a Third Time and Pass,"Public assistance benefits, purchase of alcoholic beverages, tobacco products, and lottery tickets with, prohibited, use of benefit funds in certain establishments prohibited, penalties for violations, Human Resources Department required to perform monthly matches to determine eligibility regarding incarceration or whether recipient is deceased",Public Assistance,Arthur Orr,R,SD-003,80,22,0.3888888888888889,1.0,0.6111111111111112,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/SB116/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB116,8.511111111111113,,,,,,,
gambling,2019,senate,SB220,1248054,852080,2019-04-25,Motion to Read a Third Time and Pass,"Alabama Lottery estab., distrib. of proceeds provided, constitutional amendment",Constitutional Amendments,Greg Albritton,R,SD-022,21,12,0.2857142857142857,0.7307692307692307,0.445054945054945,3,"Billy Beasley: Nay | Vivian Davis Figures: Nay | David ""Coach"" Burkette: Nay",https://legiscan.com/AL/bill/SB220/2019,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB220&WIN_TYPE=SELECTED_STATUS,5.65054945054945,,,,,,,
gambling,2026,senate,SB133,2073705,1645238,2026-02-25,SBIR: Passed by House of Origin,"Greene County; county racing commission, further provided; simulcast racing, pari-mutuel wagering, further provided",Greene County,Bobby Singleton,D,SD-024,18,2,1.0,0.8333333333333334,0.1666666666666666,2,Billy Beasley: Yea | Vivian Davis Figures: Yea,https://legiscan.com/AL/bill/SB133/2026,https://alison.legislature.state.al.us/bill-search,2.466666666666666,,,,,,,
guns,2017,house,HB36,906447,619155,2017-04-04,Motion to Read a Third Time and Pass,"Churches, security program established, authorizing designated members to carry firearms, Alabama Peace Officers' Training Commission to administer training, Alabama Church Protection Act",Churches,Lynn Greer,R,HD-002,63,33,0.0689655172413793,0.9104477611940298,0.8414822439526505,9,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Nay | Johnny Mack Morrow: Nay | Craig Ford: Nay | Napoleon Bracy Jr.: Yea | Nathaniel Ledbetter: Yea | Barbara A. Drummond: Nay | Anthony Daniels: Nay,https://legiscan.com/AL/bill/HB36/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB36&WIN_TYPE=SELECTED_STATUS,12.014822439526505,,,,,,,
guns,2016,senate,SB14,798114,527897,2016-04-05,Motion to Read a Third Time and Pass,"Firearms, possession of does not constitute disorderly conduct, possession of in a vehicle or on certain property authorized under certain conditions, exception, Secs. 13A-11-7, 13A-11-73, 13A-11-74, 13A-11-75 am'd.",Firearms,Gerald Allen,R,SD-021,27,6,0.0,1.0,1.0,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/SB14/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB14,10.8,,,,,,,
guns,2017,senate,SB24,928653,626676,2017-04-18,Motion to Read a Third Time and Pass,"Firearms, possession and carrying of, certain requirements for, repealed or deleted, Secs. 9-11-304, 13A-11-50, 13A-11-51, 13A-11-52, 13A-11-59, 13A-11-71, 13A-11-73, 13A-11-74, repealed; Sec. 13A-11-61.2 am'd.",Firearms,Gerald Allen,R,SD-021,26,8,0.0,1.0,1.0,2,Billy Beasley: Nay | Vivian Davis Figures: Nay,https://legiscan.com/AL/bill/SB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SB24&WIN_TYPE=SELECTED_STATUS,10.8,,,,,,,
guns,2013,house,SB286,520754,275159,2013-05-02,Motion to Read a Third Time and Pass,"Firearms, preemption of, municipalities to regulate under limited conditions, possession of a pistol further provided for, possession of in motor vehicles under certain conditions, pistol permits, further provided for, revocation and appeal of denials, business license tax for gun shows, further provided for, use of force to protect business property or self authorized, Sec. 11-45-1.1 repealed; Secs. 11-80-11, 13A-3-23, 13A-11-7, 13A-11-52, 13A-11-70, 13A-11-73, 13A-11-75, 13A-11-85, 40-12-143 am'd.",Weapons,Scott Beason,R,SD-017,74,27,0.2857142857142857,0.9696969696969696,0.683982683982684,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/SB286/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB286,9.23982683982684,,,,,,,
guns,2013,house,HB8,437071,273827,2013-04-30,Motion to Read a Third Time and Pass,"Firearms, right to bear arms, strict scrutiny standard required for certain denials of right, const. amend.",Constitutional Amendments,Mike Jones,R,HD-092,76,22,0.3225806451612903,0.9850746268656716,0.6624939817043813,6,Barbara Bigsby Boyd: Nay | Alan Harper: Yea | Richard Lindsey: Yea | Johnny Mack Morrow: Yea | Craig Ford: Yea | Napoleon Bracy Jr.: Nay,https://legiscan.com/AL/bill/HB8/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB8,9.024939817043814,,,,,,,
healthcare_medicaid,2011,senate,SB419,300106,85995,2011-05-24,Motion to Read a Third Time and Pass,"Public Education Employees' Health Insurance Plan (PEEHIP), employees retiring after December 31, 2011, subject to sliding scale premium calculation based on years of service and difference between age of employee at retirement and Medicare entitlement age, limit on employer contribution based on other health insurance of spouse, false information basis for disqualification of coverage, employer contribution for non-Medicare retiree not to exceed contribution for active employee, Secs. 16-25A-1, 16-25A-8.1, 16-25A-17.1, 16-25A-20, 16-25A-22 am'd. (2011-20825)",Public Education Employees' Health Insurance Program,Del Marsh,R,SD-012,21,12,0.0,1.0,1.0,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/SB419/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB419,12.0,,,,,,,
healthcare_medicaid,2011,senate,SB309,299382,84439,2011-05-25,Motion to Read a Third Time and Pass,"State Employees' Health Insurance Plan, employees retiring after December 31, 2011, required to have at least 10 years creditable service for retiree coverage, premiums subject to sliding scale calculation, based on years of service and difference between the age of the employee at retirement and the Medicare entitlement age, false information basis for disqualification of coverage, employer contribution for non-Medicare retiree not to exceed contribution for active employee, Secs. 36-29-1, 36-29-7, 36-29-8, 36-29-10, 36-29-19.4, 36-29-19.7 am'd. (2011-20786)",State Employees' Health Insurance Plan,Del Marsh,R,SD-012,20,13,0.0,0.9523809523809524,0.9523809523809524,5,Tammy Irons: Nay | Billy Beasley: Nay | Marc Keahey: Nay | Vivian Davis Figures: Nay | Jerry Fielding: Nay,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309,11.523809523809524,,,,,,,
