cycle,chamber,district,party,votes,candidate,canonical_source,person_id,canonical_candidate_id,incumbent,winner,candidate_code,expected_cmo_total_oof,cmo_total_oof,expected_cmo_total_cycle_holdout,cmo_total_cycle_holdout,expected_cmo_total_district_grouped,cmo_total_district_grouped,expected_cmo_total_final,cmo_total_final,cmo_total_stability_low,cmo_total_stability_high,expected_cmo_resource_adjusted_oof,cmo_resource_adjusted_oof,expected_cmo_resource_adjusted_cycle_holdout,cmo_resource_adjusted_cycle_holdout,expected_cmo_resource_adjusted_district_grouped,cmo_resource_adjusted_district_grouped,expected_cmo_resource_adjusted_final,cmo_resource_adjusted_final,cmo_resource_adjusted_stability_low,cmo_resource_adjusted_stability_high,expected_cmo_fundraising_adjusted_oof,cmo_fundraising_adjusted_oof,expected_cmo_fundraising_adjusted_cycle_holdout,cmo_fundraising_adjusted_cycle_holdout,expected_cmo_fundraising_adjusted_district_grouped,cmo_fundraising_adjusted_district_grouped,expected_cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_final,cmo_fundraising_adjusted_stability_low,cmo_fundraising_adjusted_stability_high,raw_overperformance_x,candidate_cmo_total_oof,candidate_cmo_total_cycle_holdout,candidate_cmo_total_district_grouped,candidate_cmo_total_final,candidate_cmo_resource_adjusted_oof,candidate_cmo_resource_adjusted_cycle_holdout,candidate_cmo_resource_adjusted_district_grouped,candidate_cmo_resource_adjusted_final,candidate_cmo_fundraising_adjusted_oof,candidate_cmo_fundraising_adjusted_cycle_holdout,candidate_cmo_fundraising_adjusted_district_grouped,candidate_cmo_fundraising_adjusted_final,candidate_cmo_total_stability_low,candidate_cmo_total_stability_high,candidate_cmo_resource_adjusted_stability_low,candidate_cmo_resource_adjusted_stability_high,candidate_cmo_fundraising_adjusted_stability_low,candidate_cmo_fundraising_adjusted_stability_high,candidate_cmo_specification_range,candidate_cmo_sign_consistent,candidate_war_oof,candidate_war_final,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,war_eligible,dem_incumbent,rep_incumbent,core_index_margin,core_index_offices,core_index_complete,statewide_index_margin,raw_overperformance_y,nonwhite_share,white_college_share,log_spending_ratio_d_to_r,finance_complete,log_fundraising_ratio_d_to_r,ftm_finance_complete,pres_2012_dem_votes,pres_2012_rep_votes,pres_2012_two_party_votes,pres_2012_dem_margin,pres_2012_fallback_share,pres_2012_source_complete,pres_2016_dem_votes,pres_2016_rep_votes,pres_2016_two_party_votes,pres_2016_dem_margin,pres_2016_fallback_share,pres_2016_source_complete,pres_swing_2012_2016,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_fallback_share,pres_2020_source_complete,pres_swing_2016_2020,cmo_geography_low,cmo_geography_high,cmo_geography_mean,cmo_geography_range,robust_cmo_median,cmo_method_range,robust_positive,district_context,abortion_position,economic_ideology,guns_position,labor_position,social_ideology,available_issue_dimensions,issue_ideology_mean
2014,house,85,D,5777.0,Dexter Grimsley,alabama_sos,ALPERSON-DEXTER-GRIMSLEY,AL-2014-house-85-D-DEXTER-GRIMSLEY,1,1,AL-2014-house-85-D-DEXTER-GRIMSLEY,46.02498619794703,0.4654293696005638,20.53061050580348,25.95980506174412,44.46618114222112,2.024234425326476,45.86596616766976,0.6244493998778395,-46.108065031739045,47.03892377094017,42.71021511695163,3.780200450595963,18.4574428365916,28.032972730956,40.49910652960816,5.991309037939431,42.55238752066108,3.938028046886515,-39.4455677847905,47.00596868598242,47.07295306007127,-0.5825374925236773,24.470734074634024,22.01968149291357,44.838229977711485,1.6521855898361082,46.76467760316119,-0.2742620356135958,-48.214103235532576,47.04902825048522,46.49041556754759,0.4654293696005638,25.95980506174412,2.024234425326476,0.6244493998778395,3.780200450595963,28.032972730956,5.991309037939431,3.938028046886515,-0.5825374925236773,22.01968149291357,1.6521855898361082,-0.2742620356135958,-46.108065031739045,47.03892377094017,-39.4455677847905,47.00596868598242,-48.214103235532576,47.04902825048522,4.36273794311964,True,0.4654293696005638,0.6244493998778395,5777.0,3405.0,9182.0,25.833151818775868,True,True,False,-20.65726374877172,2,True,-20.65726374877172,46.49041556754759,0.5545602965185545,0.1631564916022394,-3.855258772712139,True,0.9849845754873828,True,6106.116094025427,12847.629422828835,18953.745516854266,-35.5682380709852,0.3268687373525351,True,,,,,,,,,,,,,,,0.4654293696005638,4.530810890471628,3.7041688041055423,4.065381520871064,2.024234425326476,25.49437569214356,True,majority_nonwhite,,,,,,,
2018,house,85,D,7315.0,Dexter Grimsley,alabama_sos,ALPERSON-DEXTER-GRIMSLEY,AL-2018-house-85-D-DEXTER-GRIMSLEY,1,1,AL-2018-house-85-D-DEXTER-GRIMSLEY,24.541975886322025,-0.1392640356824372,31.154718279503705,-6.752006428864117,22.798990120018008,1.6037217306215794,23.27963676355517,1.1230750870844126,-46.712758437022046,46.43423036565717,24.932701679365987,-0.5299898287264,30.077441716472624,-5.6747298658330365,22.340068315728008,2.0626435349115795,23.327179257766247,1.0755325928733406,-43.75575806411286,42.69577840666006,23.459650833417,0.9430610172225932,33.62648916375532,-9.223777313115727,23.216080730864896,1.1866311197746915,23.7183412780711,0.6843705725684863,-46.6885047257863,48.574626760231496,24.402711850639587,-0.1392640356824372,-6.752006428864117,1.6037217306215794,1.1230750870844126,-0.5299898287264,-5.6747298658330365,2.0626435349115795,1.0755325928733406,0.9430610172225932,-9.223777313115727,1.1866311197746915,0.6843705725684863,-46.712758437022046,46.43423036565717,-43.75575806411286,42.69577840666006,-46.6885047257863,48.574626760231496,1.4730508459489933,True,-0.1392640356824372,1.1230750870844126,7315.0,6266.0,13581.0,7.724026213091819,True,True,False,-16.67868563754777,2,True,-16.67868563754777,24.402711850639587,0.5070722600483197,0.2164997615641392,,False,0.7118410578580352,True,8919.920436848131,14296.087859212155,23216.00829606029,-23.157156707582462,0.4859954319517747,True,6075.150696739007,9327.30238331928,15402.453080058289,-21.1145047459412,0.2336957131631694,True,2.042651961641265,,,,,,,,-0.1392640356824408,2.160778077056758,1.695124644707691,2.300042112739199,-0.1392640356824372,8.355728159485697,False,majority_nonwhite,,,,,,,
2022,house,85,D,5668.0,Dexter Grimsley,alabama_sos,ALPERSON-DEXTER-GRIMSLEY,AL-2022-house-85-D-DEXTER-GRIMSLEY,1,0,AL-2022-house-85-D-DEXTER-GRIMSLEY,30.268953906747704,-2.3002502382142467,35.50383068124533,-7.535127012711875,30.11088385149849,-2.142180182965035,30.138747704980304,-2.1700440364468463,-48.873744639553856,44.27324416312536,29.411282819016364,-1.4425791504829064,33.014188295793915,-5.045484627260457,29.64083143861624,-1.6721277700827812,29.57798731555613,-1.6092836470226717,-44.66834738586937,41.78318908490356,28.075144927210538,-0.1064412586770799,31.937864706670908,-3.96916103813745,27.98413783428179,-0.0154341657483314,28.067903964839022,-0.0992002963055647,-47.73800700168598,47.52512448433182,27.968703668533458,-2.3002502382142467,-7.535127012711875,-2.142180182965035,-2.1700440364468463,-1.4425791504829064,-5.045484627260457,-1.6721277700827812,-1.6092836470226717,-0.1064412586770799,-3.96916103813745,-0.0154341657483314,-0.0992002963055647,-48.873744639553856,44.27324416312536,-44.66834738586937,41.78318908490356,-47.73800700168598,47.52512448433182,2.1938089795371667,True,-2.3002502382142467,-2.1700440364468463,5668.0,6665.0,12333.0,-8.08400227033163,True,True,False,-36.05270593886509,2,True,-36.05270593886509,27.968703668533458,0.5001076658053403,0.2441696312609407,0.0,True,,False,,,,,,,6938.892052787063,12390.274070425392,19329.166123212453,-28.20288253972709,0.4466766044478504,True,,7309.376427026436,11823.045494671283,19132.42192169772,-23.591728669364024,0.3476097530468888,True,4.611153870363065,-2.300250238214254,-0.3458212363237862,-0.7430494783138748,1.9544290018904675,-2.3002502382142467,5.39294682974684,False,majority_nonwhite,,,,,,,
2010,house,1,D,7083.0,GREG BURDINE,alabama_sos,ALPERSON-GREG-BURDINE,AL-2010-house-1-D-GREG-BURDINE,0,1,AL-2010-house-1-D-GREG-BURDINE,4.1449141422249545,12.799671611603568,-42.158708504303945,59.10329425813247,1.3725001843140987,15.572085569514424,3.2727461077111126,13.67183964611741,-33.773822789736045,59.37316601294317,4.45415534048947,12.490430413339054,-38.2133828181611,55.15796857198963,1.6471625274771051,15.297423226351418,3.4974212140130048,13.447164539815518,-30.73533782204741,55.71619864872552,3.885382215093258,13.059203538735265,-40.199004118833535,57.14358987266206,1.7710154157462634,15.17357033808226,3.1188073154760723,13.825778438352453,-34.57236220427363,60.69076928174417,16.944585753828523,12.799671611603568,59.10329425813247,15.572085569514424,13.67183964611741,12.490430413339054,55.15796857198963,15.297423226351418,13.447164539815518,13.059203538735265,57.14358987266206,15.17357033808226,13.825778438352453,-33.773822789736045,59.37316601294317,-30.73533782204741,55.71619864872552,-34.57236220427363,60.69076928174417,0.5687731253962109,True,12.799671611603568,13.67183964611741,7083.0,6877.0,13960.0,1.475644699140401,True,False,False,-15.468941054688122,2,True,-15.468941054688122,16.944585753828523,,,,False,-0.4019734970546991,True,,,,,,,,,,,,,,,,,,,,,12.799671611603582,12.953875455204091,12.909606421552184,0.1542038436005093,15.572085569514424,46.30362264652891,True,mixed_or_demographics_missing,,,,,,,
2014,house,1,D,4652.0,Greg Burdine,alabama_sos,ALPERSON-GREG-BURDINE,AL-2014-house-1-D-GREG-BURDINE,1,0,AL-2014-house-1-D-GREG-BURDINE,23.91968527365365,-3.3907055893279896,-5.8530331648393386,26.382012849165,18.80695104441258,1.7220286399130806,19.44333490332708,1.0856447809985816,-49.9641999906676,43.18278881201162,20.28516146101968,0.2438182233059862,-7.418003148335883,27.94698283266154,16.01728965797604,4.511690026349619,16.46822298399664,4.060756700329019,-42.98195001208048,43.46958645869245,28.121222727249403,-7.592243042923744,4.26883621317072,16.26014347115494,24.43334157248668,-3.90436188816102,23.0163129974333,-2.4873333131076407,-55.22380878593265,40.03932270008515,20.52897968432566,-3.3907055893279896,26.382012849165,1.7220286399130806,1.0856447809985816,0.2438182233059862,27.94698283266154,4.511690026349619,4.060756700329019,-7.592243042923744,16.26014347115494,-3.90436188816102,-2.4873333131076407,-49.9641999906676,43.18278881201162,-42.98195001208048,43.46958645869245,-55.22380878593265,40.03932270008515,7.836061266229731,False,-3.3907055893279896,1.0856447809985816,4652.0,4933.0,9585.0,-2.9316640584246216,True,True,False,-23.46064374275028,2,True,-23.46064374275028,20.52897968432566,0.1932156192646035,0.2043314126763361,-3.682275193917249,True,1.202550834658677,True,6372.374720900883,12181.102093647864,18553.476814548747,-31.30802614953579,0.3016261055869912,True,,,,,,,,,,,,,,,-5.851265857730777,-3.390705589327993,-5.336639987069957,2.460560268402784,1.7220286399130806,29.77271843849299,False,majority_white_lower_college,,,,,,,
2010,house,5,D,5402.0,HENRY A. WHITE,alabama_sos,ALPERSON-HENRY-A-WHITE,AL-2010-house-5-D-HENRY-A-WHITE,1,0,AL-2010-house-5-D-HENRY-A-WHITE,18.96387433493586,-4.410210802999908,-25.125356342135493,39.67901987407144,19.03560610201374,-4.4819425700777895,19.626504419978616,-5.0728408880426645,-50.98370520433952,42.1632835983397,18.92268498137038,-4.369021449434429,-21.98543429700908,36.53909782894503,18.904229273827827,-4.350565741891876,19.42177461503775,-4.8681110831018,-47.59478968482089,38.85674678595203,14.74168045466669,-0.1880169227307391,-27.73924938099361,42.29291291292956,14.72514504043282,-0.1714815084968695,16.04439265685729,-1.490729124921339,-47.81958266573964,47.44354882027816,14.553663531935952,-4.410210802999908,39.67901987407144,-4.4819425700777895,-5.0728408880426645,-4.369021449434429,36.53909782894503,-4.350565741891876,-4.8681110831018,-0.1880169227307391,42.29291291292956,-0.1714815084968695,-1.490729124921339,-50.98370520433952,42.1632835983397,-47.59478968482089,38.85674678595203,-47.81958266573964,47.44354882027816,4.2221938802691685,True,-4.410210802999908,-5.0728408880426645,5402.0,8807.0,14209.0,-23.96368498838764,True,True,False,-38.5173485203236,2,True,-38.5173485203236,14.553663531935952,,,,False,-0.6468623111001544,True,,,,,,,,,,,,,,,,,,,,,-4.410210802999895,-4.276740820886069,-4.30601885865981,0.1334699821138265,-4.410210802999908,44.160962444149234,False,mixed_or_demographics_missing,,,,,,,
2014,house,5,D,5520.0,Henry A. White,alabama_sos,ALPERSON-HENRY-A-WHITE,AL-2014-house-5-D-HENRY-A-WHITE,0,0,AL-2014-house-5-D-HENRY-A-WHITE,3.602277270003213,29.729306552658905,-20.40588553113459,53.73746935379671,3.185759871136992,30.145823951525127,4.766910261794635,28.564673560867483,-16.844187848680704,76.30280095399851,2.452817158231825,30.87876666443029,-21.254038411382208,54.58562223404432,2.209575531811627,31.12200829085049,3.8221544072680658,29.50942941539405,-12.347001570956166,74.10453489981676,5.41771181334488,27.91387200931724,-14.618796478119016,47.950380300781134,4.805064870701212,28.526518951960902,6.507562731862521,26.8240210907996,-19.71769373369166,75.54543775232614,33.33158382266212,29.729306552658905,53.73746935379671,30.145823951525127,28.564673560867483,30.87876666443029,54.58562223404432,31.12200829085049,29.50942941539405,27.91387200931724,47.950380300781134,28.526518951960902,26.8240210907996,-16.844187848680704,76.30280095399851,-12.347001570956166,74.10453489981676,-19.71769373369166,75.54543775232614,2.9648946551130564,True,29.729306552658905,28.564673560867483,5520.0,7132.0,12652.0,-12.74106860575403,True,False,True,-46.07265242841615,2,True,-46.07265242841615,33.33158382266212,0.2309144211075861,0.2322466228963851,-2.2497147049836848,True,-0.5518626340164811,True,5746.266760890049,14799.463470319635,20545.730231209687,-44.0636405109489,0.3306626368613138,True,,,,,,,,,,,,,,,29.72930655265891,32.08219571398673,31.59464865975944,2.352889161327816,30.145823951525127,24.008162801137807,True,majority_white_lower_college,,-1.0,,,,1.0,-1.0
2010,house,12,D,7667.0,"JAMES C. FIELDS, JR.",alabama_sos,ALPERSON-JAMES-C-FIELDS-JR,AL-2010-house-12-D-JAMES-C-FIELDS-JR,1,0,AL-2010-house-12-D-JAMES-C-FIELDS-JR,18.579047260576687,15.60316659430908,-25.125356342135493,59.30757019702126,19.421963574906663,14.760250279979104,19.626504419978616,14.55570943490715,-30.97032780703053,62.17666099564869,18.493397141582506,15.68881671330326,-21.98543429700908,56.167648151894845,19.202813873901427,14.97939998098434,19.42177461503775,14.760439239848017,-27.5369515220832,58.91458494868972,24.605374104759512,9.576839750126254,-19.083423217386112,53.26563707227188,24.143314897180005,10.03889895770576,24.96677756543628,9.215436289449489,-38.054725992882645,57.20840549313515,34.18221385488577,15.60316659430908,59.30757019702126,14.760250279979104,14.55570943490715,15.68881671330326,56.167648151894845,14.97939998098434,14.760439239848017,9.576839750126254,53.26563707227188,10.03889895770576,9.215436289449489,-30.97032780703053,62.17666099564869,-27.5369515220832,58.91458494868972,-38.054725992882645,57.20840549313515,6.111976963177007,True,15.60316659430908,14.55570943490715,7667.0,9062.0,16729.0,-8.33881283997848,True,True,False,-42.52102669486425,2,True,-42.52102669486425,34.18221385488577,,,,False,1.78322551517545,True,,,,,,,,,,,,,,,,,,,,,15.603166594309084,15.788038587806806,15.750211941296982,0.1848719934977225,15.60316659430908,44.54731991704216,True,mixed_or_demographics_missing,,-1.0,,,,1.0,-1.0
2022,house,12,D,2030.0,"James C. Fields, Jr.",alabama_sos,ALPERSON-JAMES-C-FIELDS-JR,AL-2022-house-12-D-JAMES-C-FIELDS-JR,0,0,AL-2022-house-12-D-JAMES-C-FIELDS-JR,1.92946684321158,12.042137747654712,10.606576484590184,3.3650281062761067,5.169676489546156,8.801928101320136,4.125620365787684,9.845984225078608,-34.531356653684895,58.61563214899432,0.4130906637361677,13.558513927130123,7.099378393369076,6.872226197497216,3.684790832121757,10.286813758744536,2.8156786166572343,11.155925974209058,-29.667254308256336,56.78428216251659,7.961380498795035,6.010224092071257,14.727496997807677,-0.7558924069413848,10.964294651127409,3.007309939738885,9.047933496810414,4.923671094055878,-41.62134165093765,53.64178983508016,13.971604590866292,12.042137747654712,3.3650281062761067,8.801928101320136,9.845984225078608,13.558513927130123,6.872226197497216,10.286813758744536,11.155925974209058,6.010224092071257,-0.7558924069413848,3.007309939738885,4.923671094055878,-34.531356653684895,58.61563214899432,-29.667254308256336,56.78428216251659,-41.62134165093765,53.64178983508016,7.548289835058868,True,12.042137747654712,9.845984225078608,2030.0,11958.0,13988.0,-70.97512153274235,True,False,True,-84.94672612360864,2,True,-84.94672612360864,13.971604590866292,0.0835931038870156,0.2117703810902074,-3.140972668837545,True,,False,,,,,,,1505.699118596056,13194.05083813613,14699.749956732188,-79.51394924365394,0.3026884497240873,True,,1971.734069875532,16450.552697638403,18422.28676751393,-78.5940356399998,0.1138352918419652,True,0.9199136036541375,11.60604759011275,12.042137747654705,11.707621688275854,0.4360901575419547,8.801928101320136,8.677109641378605,True,majority_white_lower_college,,,,,,,
2010,house,27,D,7225.0,JEFF McLAUGHLIN,alabama_sos,ALPERSON-JEFF-MCLAUGHLIN,AL-2010-house-27-D-JEFF-MCLAUGHLIN,1,0,AL-2010-house-27-D-JEFF-MCLAUGHLIN,20.8477429879308,16.835914301678343,-25.125356342135493,62.80901363174464,19.32929423976021,18.354363049848928,19.626504419978616,18.05715286963052,-29.737580099661265,63.40940870301795,20.419347806837,17.264309482772138,-21.98543429700908,59.669091586618215,19.123911168813848,18.55974612079529,19.42177461503775,18.261882674571385,-25.961458752614323,60.4900777181586,18.209480324239657,19.47417696536948,-29.676938310247017,67.36059559985615,16.376844887553723,21.306812402055414,17.059021238887905,20.624636050721232,-28.15738877763942,67.10574270837839,37.68365728960914,16.835914301678343,62.80901363174464,18.354363049848928,18.05715286963052,17.264309482772138,59.669091586618215,18.55974612079529,18.261882674571385,19.47417696536948,67.36059559985615,21.306812402055414,20.624636050721232,-29.737580099661265,63.40940870301795,-25.961458752614323,60.4900777181586,-28.15738877763942,67.10574270837839,2.638262663691137,True,16.835914301678343,18.05715286963052,7225.0,8238.0,15463.0,-6.551122033240639,True,True,False,-44.234779322849775,2,True,-44.234779322849775,37.68365728960914,,,,False,,False,,,,,,,,,,,,,,,,,,,,,16.835914301678333,17.22148164936585,17.140862625046104,0.3855673476875161,18.354363049848928,45.9730993300663,True,mixed_or_demographics_missing,,,,,,,
2014,house,27,D,4573.0,Jeff McLaughlin,alabama_sos,ALPERSON-JEFF-MCLAUGHLIN,AL-2014-house-27-D-JEFF-MCLAUGHLIN,0,0,AL-2014-house-27-D-JEFF-MCLAUGHLIN,4.848182687868977,37.692109000464725,-19.854204507951373,62.39449619628508,5.134041877931148,37.40624981040256,8.727503155091984,33.812788533241715,-8.881385400874883,84.26560340180433,6.007075384422396,36.53321630391131,-19.325393981946736,61.86568567028044,6.313220955664153,36.227070732669546,10.339194927459122,32.20109676087458,-6.692551931475151,79.75898453929777,4.938798144362138,37.60149354397157,-12.072418244789256,54.61270993312296,6.683279363102511,35.8570123252312,9.709230202604424,32.83106148572928,-10.030072199037336,85.23305928698046,42.5402916883337,37.692109000464725,62.39449619628508,37.40624981040256,33.812788533241715,36.53321630391131,61.86568567028044,36.227070732669546,32.20109676087458,37.60149354397157,54.61270993312296,35.8570123252312,32.83106148572928,-8.881385400874883,84.26560340180433,-6.692551931475151,79.75898453929777,-10.030072199037336,85.23305928698046,1.1588926965534156,True,37.692109000464725,33.812788533241715,4573.0,6392.0,10965.0,-16.589147286821706,True,False,False,-59.12943897515541,2,True,-59.12943897515541,42.5402916883337,0.0683775592525565,0.1858523436986391,0.0,True,,False,308.07177028349054,1304.475515754846,1612.5472860383366,-61.790668348045386,0.1806431273644388,True,,,,,,,,,,,,,,,35.29411564316436,37.692109000464725,36.51100790714323,2.397993357300365,37.692109000464725,24.98824638588253,True,majority_white_lower_college,,,,,,,
2014,house,89,D,5436.0,Joel Lee Williams,alabama_sos,ALPERSON-JOEL-LEE-WILLIAMS,AL-2014-house-89-D-JOEL-LEE-WILLIAMS,0,0,AL-2014-house-89-D-JOEL-LEE-WILLIAMS,4.041888530514772,7.831168274683277,-16.321720401534407,28.194777206732454,5.78799986751447,6.085056937683579,5.832973485489818,6.040083319708231,-38.74232612665633,54.40466267602289,1.627288001794054,10.245768803403994,-17.647986527801354,29.521043332999405,3.39919008297182,8.47386672222623,3.949181411830298,7.923875393367751,-32.97999943198246,53.47153703879046,-3.432065913144836,15.305122718342885,-19.65288295334962,31.525939758547672,-1.6380066776424878,13.511063482840536,-1.4059930720905705,13.27904987728862,-32.32644302466601,62.936688461351785,11.873056805198049,7.831168274683277,28.194777206732454,6.085056937683579,6.040083319708231,10.245768803403994,29.521043332999405,8.47386672222623,7.923875393367751,15.305122718342885,31.525939758547672,13.511063482840536,13.27904987728862,-38.74232612665633,54.40466267602289,-32.97999943198246,53.47153703879046,-32.32644302466601,62.936688461351785,7.473954443659608,True,7.831168274683277,6.040083319708231,5436.0,5519.0,10955.0,-0.7576449109995436,True,False,True,-12.63070171619759,2,True,-12.63070171619759,11.873056805198049,0.4028312620339577,0.2838867071284065,-2.509023084663389,True,-2.7246220640930514,True,7228.25088057949,10922.975920877196,18151.226801456687,-20.35523593370115,0.0456691766413578,True,,,,,,,,,,,,,,,7.831168274683277,9.880278211691078,9.46291246256723,2.0491099370078008,7.831168274683277,22.109720269048875,True,mixed_or_demographics_missing,,,,,,,
2018,house,89,D,5348.0,Joel Lee Williams,alabama_sos,ALPERSON-JOEL-LEE-WILLIAMS,AL-2018-house-89-D-JOEL-LEE-WILLIAMS,0,0,AL-2018-house-89-D-JOEL-LEE-WILLIAMS,3.757723562867822,0.3430655275791618,10.593624007475292,-6.492834917028308,3.66663606656998,0.4341530238770037,3.994771324417025,0.106017766029959,-46.230428873760445,46.91655992891877,2.00490751659164,2.095881573855344,8.79959240292525,-4.698803312478265,1.956751535825278,2.144037554621706,2.611858520542703,1.488930569904281,-41.12988666153112,45.321649809241805,2.749190250745708,1.3515988397012766,14.861657200944688,-10.760868110497704,3.1266679311489787,0.9741211592980052,3.1277954185951664,0.9729936718518176,-46.27996690330762,48.983164582710174,4.100789090446984,0.3430655275791618,-6.492834917028308,0.4341530238770037,0.106017766029959,2.095881573855344,-4.698803312478265,2.144037554621706,1.488930569904281,1.3515988397012766,-10.760868110497704,0.9741211592980052,0.9729936718518176,-46.230428873760445,46.91655992891877,-41.12988666153112,45.321649809241805,-46.27996690330762,48.983164582710174,1.752816046276182,True,0.3430655275791618,0.106017766029959,5348.0,7804.0,13152.0,-18.67396593673966,True,False,False,-22.774755027186643,2,True,-22.774755027186643,4.100789090446984,0.3944205632072989,0.277722453283346,-1.2115375578885033,True,,False,6910.12873069828,10611.640020723076,17521.768751421354,-21.12521482584076,0.183127924435764,True,5745.237106127867,10210.136293325791,15955.37339945366,-27.98367092650312,0.0476044603108617,True,-6.858456100662362,,,,,,,,0.343065527579161,1.8322996570408376,1.5281846235515606,1.4892341294616769,0.3430655275791618,6.926987940905312,False,mixed_or_demographics_missing,,,,,,,
2010,house,7,D,6911.0,JOHN 'Jody' LETSON,alabama_sos,ALPERSON-JOHN-JODY-LETSON,AL-2010-house-7-D-JOHN-JODY-LETSON,1,0,AL-2010-house-7-D-JOHN-JODY-LETSON,20.90688016353804,-7.59056207044936,-25.125356342135493,38.441674435224165,18.503639789490936,-5.187321696402263,19.626504419978616,-6.310186326889943,-54.16405647178897,38.98293233089025,20.606037157488625,-7.289719064399952,-21.98543429700908,35.301752390097754,18.275468966599803,-4.959150873511129,19.42177461503775,-6.105456521949078,-50.515487299786415,35.93604917098651,17.954627432761882,-4.638309339673208,-29.676938310247017,42.99325640333569,14.187968552491604,-0.8716504594029306,17.059021238887905,-3.742703145799231,-52.269875082682105,42.99325640333569,13.316318093088674,-7.59056207044936,38.441674435224165,-5.187321696402263,-6.310186326889943,-7.289719064399952,35.301752390097754,-4.959150873511129,-6.105456521949078,-4.638309339673208,42.99325640333569,-0.8716504594029306,-3.742703145799231,-54.16405647178897,38.98293233089025,-50.515487299786415,35.93604917098651,-52.269875082682105,42.99325640333569,2.952252730776152,True,-7.59056207044936,-6.310186326889943,6911.0,7096.0,14007.0,-1.320768187334904,True,True,False,-14.637086280423578,2,True,-14.637086280423578,13.316318093088674,,,,False,,False,,,,,,,,,,,,,,,,,,,,,-7.590562070449364,-7.215451989241561,-7.291364909620737,0.3751100812078025,-5.187321696402263,46.03223650567352,False,mixed_or_demographics_missing,,,,,,,
2014,house,7,D,5553.0,John (Jody) Letson,alabama_sos,ALPERSON-JOHN-JODY-LETSON,AL-2014-house-7-D-JOHN-JODY-LETSON,0,0,AL-2014-house-7-D-JOHN-JODY-LETSON,-8.451497290482948,37.152067339362816,-33.04893970627981,61.74950975515968,-8.273776546294465,36.97434659517434,-6.265302402000589,34.96587245088046,-9.421427061976791,83.72556174070243,-9.088938836035837,37.789508884915705,-33.61388403086918,62.314454079749055,-8.992690433306592,37.69326048218646,-6.842822791540747,35.543392840420616,-5.436259350470756,81.01527712030216,-4.804947076165154,33.505517125045024,-23.817044512689336,52.5176145615692,-6.33751608044673,35.0380861293266,-3.13092779200942,31.83149784088929,-14.126048617963876,81.13708286805392,28.70057004887987,37.152067339362816,61.74950975515968,36.97434659517434,34.96587245088046,37.789508884915705,62.314454079749055,37.69326048218646,35.543392840420616,33.505517125045024,52.5176145615692,35.0380861293266,31.83149784088929,-9.421427061976791,83.72556174070243,-5.436259350470756,81.01527712030216,-14.126048617963876,81.13708286805392,4.2839917598706805,True,37.152067339362816,34.96587245088046,5553.0,6072.0,11625.0,-4.464516129032258,True,False,True,-33.16508617791213,2,True,-33.16508617791213,28.70057004887987,0.1505414521569323,0.1148548026805659,-1.685439694178181,True,,False,5416.551952295376,11119.84504165986,16536.396993955233,-34.489333386524784,0.4589195753662993,True,,,,,,,,,,,,,,,35.66629567989031,37.152067339362816,35.97872943888919,1.4857716594725048,37.152067339362816,24.77516315998534,True,majority_white_lower_college,,-1.0,,-1.0,,2.0,-1.0
2014,house,18,D,6700.0,Johnny MacK Morrow,alabama_sos,ALPERSON-JOHNNY-MACK-MORROW,AL-2014-house-18-D-JOHNNY-MACK-MORROW,1,1,AL-2014-house-18-D-JOHNNY-MACK-MORROW,16.624558438571327,27.68915461454625,-6.72824960090322,51.0419626540208,17.177162437702812,27.13655061541477,20.04672558347594,24.26698746964164,-18.884339786793355,74.26264901588587,16.673054803931432,27.64065824918615,-3.961344096704631,48.27505714982221,17.865235038920098,26.448478014197484,21.489116911815927,22.82459614130165,-15.585109986200312,70.86642648457261,28.5966225033328,15.717090549784784,10.194708384827525,34.11900466829006,29.34534021417185,14.968372838945731,31.05949381803617,13.254219235081411,-31.91447519322412,63.34865629279368,44.31371305311758,27.68915461454625,51.0419626540208,27.13655061541477,24.26698746964164,27.64065824918615,48.27505714982221,26.448478014197484,22.82459614130165,15.717090549784784,34.11900466829006,14.968372838945731,13.254219235081411,-18.884339786793355,74.26264901588587,-15.585109986200312,70.86642648457261,-31.91447519322412,63.34865629279368,11.972064064761469,True,27.68915461454625,24.26698746964164,6700.0,4559.0,11259.0,19.0158983923972,True,True,False,-25.29781466072039,2,True,-25.29781466072039,44.31371305311758,0.1899286016148046,0.1326818339835451,,False,3.1806782228562267,True,5205.3440876019695,10660.019769236422,15865.36385683839,-34.38103109928578,0.5377022409384221,True,,,,,,,,,,,,,,,27.68915461454626,28.188691382190648,28.0670231869152,0.4995367676443862,27.68915461454625,23.90541203860603,True,majority_white_lower_college,,-1.0,1.0,,,2.0,0.0
