person_id,candidate,election_cycle,issue,issue_label,reviewed_vote_records,yea_votes,nay_votes,distinct_roll_calls,distinct_bills,observed_pattern,first_vote_date,last_vote_date,source_urls
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,gambling,Gambling,2,1,1,2,2,"In this reviewed sample, the candidate supported 1 motion and opposed 1. The mixed tally should be read proposal by proposal because the motions need not measure one ideological axis.",2019-04-25,2026-02-25,https://legiscan.com/AL/bill/SB220/2019 | https://legiscan.com/AL/bill/SB133/2026
ALPERSON-DAVID-COACH-BURKETTE,"David ""Coach"" Burkette",2018,gambling,Gambling,1,0,1,1,1,The candidate opposed all 1 reviewed motion in this issue sample.,2019-04-25,2019-04-25,https://legiscan.com/AL/bill/SB220/2019
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,ethics_government,Ethics and government,2,2,0,2,2,The candidate supported all 2 reviewed motions in this issue sample.,2011-05-05,2011-06-09,https://legiscan.com/AL/bill/HB58/2011 | https://legiscan.com/AL/bill/HB62/2011
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,ethics_government,Ethics and government,1,1,0,1,1,The candidate supported all 1 reviewed motion in this issue sample.,2011-06-09,2011-06-09,https://legiscan.com/AL/bill/HB58/2011
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,ethics_government,Ethics and government,2,1,1,2,2,"In this reviewed sample, the candidate supported 1 motion and opposed 1. The mixed tally should be read proposal by proposal because the motions need not measure one ideological axis.",2011-05-05,2011-06-09,https://legiscan.com/AL/bill/HB58/2011 | https://legiscan.com/AL/bill/HB62/2011
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,ethics_government,Ethics and government,2,2,0,2,2,The candidate supported all 2 reviewed motions in this issue sample.,2018-03-13,2018-03-28,https://legiscan.com/AL/bill/SB267/2018 | https://legiscan.com/AL/bill/HB346/2018
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,ethics_government,Ethics and government,2,1,1,2,2,"In this reviewed sample, the candidate supported 1 motion and opposed 1. The mixed tally should be read proposal by proposal because the motions need not measure one ideological axis.",2018-03-13,2018-03-28,https://legiscan.com/AL/bill/SB267/2018 | https://legiscan.com/AL/bill/HB346/2018
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,ethics_government,Ethics and government,1,1,0,1,1,The candidate supported all 1 reviewed motion in this issue sample.,2011-05-05,2011-05-05,https://legiscan.com/AL/bill/HB62/2011
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,ethics_government,Ethics and government,1,1,0,1,1,The candidate supported all 1 reviewed motion in this issue sample.,2011-05-05,2011-05-05,https://legiscan.com/AL/bill/HB62/2011
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,ethics_government,Ethics and government,1,1,0,1,1,The candidate supported all 1 reviewed motion in this issue sample.,2018-03-13,2018-03-13,https://legiscan.com/AL/bill/HB346/2018
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,ethics_government,Ethics and government,1,1,0,1,1,The candidate supported all 1 reviewed motion in this issue sample.,2018-03-13,2018-03-13,https://legiscan.com/AL/bill/HB346/2018
