canonical_candidate_id,person_id,year,chamber,district_candidate,canonical_party,canonical_name,incumbent,winner,prior_winner_i,expected_prior_officeholder,resolved_name,identity_status,identity_match_method,member_source_id,member_display_name,first_session,last_session,legislative_sessions,legislative_ideology_available,coverage_status,score_member_source_id,identity_member_source_id,votes_used,possible_votes,legislative_evidence_rows,legislative_issue_axes,effective_window_member_id,member_source_id_window,raw_yea_nay_votes,raw_rollcalls,scoring_eligible_votes,scoring_eligible_rollcalls,mapped_issue_votes,mapped_issue_rollcalls,legiscan_identity_resolved,pre_election_identity_resolved,gap_reason
AL-2014-house-58-D-OLIVER-ROBINSON,ALPERSON-OLIVER-ROBINSON,2014,house,58,D,Oliver Robinson,1,1,True,True,Oliver Robinson,resolved,exact_name_same_chamber_district,LEGISCAN-3375,Oliver Robinson,2010.0,2016.0,7,True,scored_pre_election_legislative_behavior,LEGISCAN-3375,LEGISCAN-3375,690.0,871.0,36,11,LEGISCAN-3375,LEGISCAN-3375,2818,2818,690,690,33,33,True,True,score_and_issue_evidence_available
AL-2002-house-74-D-OTT-RUTH-MITCHELL,ALPERSON-OTT-RUTH-MITCHELL,2002,house,74,D,"Ott, Ruth Mitchell",0,0,False,False,"Ott, Ruth Mitchell",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-house-65-R-OVERTON,ALPERSON-OVERTON,1998,house,65,R,Overton,0,0,False,False,Overton,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-45-R-OWEN-DRAKE,ALPERSON-OWEN-DRAKE,2006,house,45,R,OWEN DRAKE,0,1,False,False,Owen Drake,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2010-house-45-R-OWEN-DRAKE,ALPERSON-OWEN-DRAKE,2010,house,45,R,OWEN DRAKE,1,1,True,True,OWEN DRAKE,resolved,officeholder_same_chamber_district_party_surname,LEGISCAN-3419,Dickie Drake,2010.0,2022.0,13,True,scored_pre_election_legislative_behavior,LEGISCAN-3419,LEGISCAN-3419,44.0,643.0,3,3,LEGISCAN-3419,LEGISCAN-3419,321,321,44,44,3,3,True,True,score_and_issue_evidence_available
AL-1994-senate-14-D-OWENS,ALPERSON-OWENS,1994,senate,14,D,Owens,0,0,False,False,Owens,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-102-D-PACE,ALPERSON-PACE,1998,house,102,D,Pace,0,0,False,False,Sandra Pace,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-29-D-PAGE,ALPERSON-PAGE,1994,house,29,D,Page,0,1,False,False,John G. Jack Page III,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3398,John Page,2010.0,2010.0,1,False,archive_unavailable_1994,,LEGISCAN-3398,,,0,0,LEGISCAN-3398,,0,0,0,0,0,0,True,True,archive_unavailable_1994
AL-1998-house-29-D-PAGE,ALPERSON-PAGE,1998,house,29,D,Page,0,1,True,True,"John G. 'Jack' Page, III",resolved,first_initial_surname_same_chamber_district,LEGISCAN-3398,John Page,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3398,,,0,0,LEGISCAN-3398,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2002-house-29-D-PAGE-JACK,ALPERSON-PAGE-JACK,2002,house,29,D,"Page, Jack",0,1,False,False,Jack Page III,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3398,John Page,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3398,,,0,0,LEGISCAN-3398,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-1998-senate-29-D-PALMER,ALPERSON-PALMER,1998,senate,29,D,Palmer,0,0,False,False,Mac Palmer,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-house-40-D-PAMELA-JEAN-HOWARD,ALPERSON-PAMELA-JEAN-HOWARD,2018,house,40,D,Pamela Jean Howard,0,0,False,False,Pamela Jean Howard,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-4-R-PAPUCCI,ALPERSON-PAPUCCI,1994,house,4,R,Papucci,0,1,False,False,Nelson Papucci,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-4-R-PAPUCCI,ALPERSON-PAPUCCI,1998,house,4,R,Papucci,0,0,True,True,Nelson Papucci,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L095,,212.0,471.0,7,6,AL1996L095,AL1996L095,725,725,212,212,7,7,False,True,score_and_issue_evidence_available
AL-1994-house-9-D-PARKER,ALPERSON-PARKER,1994,house,9,D,Parker,0,1,False,False,Parker,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-63-D-PARKER,ALPERSON-PARKER,1994,house,63,D,Parker,0,1,False,False,Parker,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-63-R-PARKER,ALPERSON-PARKER,1998,house,63,R,Parker,0,1,True,True,Tim Parker,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,expected_officeholder_identity_unresolved
AL-2018-house-4-R-PARKER-DUNCAN-MOORE,ALPERSON-PARKER-DUNCAN-MOORE,2018,house,4,R,Parker Duncan Moore,0,1,False,False,Parker Duncan Moore,resolved,first_initial_surname_same_chamber_district,LEGISCAN-21304,Parker Moore,2019.0,2026.0,8,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-21304,,,0,0,LEGISCAN-21304,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2006-senate-7-D-PARKER-GRIFFITH,ALPERSON-PARKER-GRIFFITH,2006,senate,7,D,PARKER GRIFFITH,0,1,False,False,PARKER GRIFFITH,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-house-42-R-PARNELL,ALPERSON-PARNELL,1998,house,42,R,Parnell,0,0,False,False,James Parnell,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-senate-22-D-PAT-LINDSEY,ALPERSON-PAT-LINDSEY,2006,senate,22,D,PAT LINDSEY,0,0,False,False,PAT LINDSEY,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-15-R-PAT-MOORE,ALPERSON-PAT-MOORE,2006,house,15,R,PAT MOORE,0,1,False,False,PAT MOORE,resolved,exact_name_same_chamber_district,LEGISCAN-3413,Pat Moore,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3413,,,0,0,LEGISCAN-3413,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2006-house-45-D-PAT-SEWELL,ALPERSON-PAT-SEWELL,2006,house,45,D,PAT SEWELL,0,0,False,False,PAT SEWELL,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-house-54-D-PATRICIA-A-TODD,ALPERSON-PATRICIA-A-TODD,2014,house,54,D,Patricia A. Todd,1,1,False,True,Patricia A. Todd,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3401,Patricia Todd,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3401,LEGISCAN-3401,563.0,871.0,22,11,LEGISCAN-3401,LEGISCAN-3401,2240,2240,563,563,20,20,True,True,score_and_issue_evidence_available
AL-2006-house-54-D-PATRICIA-TODD,ALPERSON-PATRICIA-TODD,2006,house,54,D,PATRICIA TODD,0,1,False,False,PATRICIA TODD,resolved,exact_name_same_chamber_district,LEGISCAN-3401,Patricia Todd,2010.0,2018.0,9,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3401,,,0,0,LEGISCAN-3401,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-54-D-PATRICIA-TODD,ALPERSON-PATRICIA-TODD,2010,house,54,D,PATRICIA TODD,1,1,True,True,PATRICIA TODD,resolved,exact_name_same_chamber_district,LEGISCAN-3401,Patricia Todd,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3401,LEGISCAN-3401,42.0,643.0,3,3,LEGISCAN-3401,LEGISCAN-3401,281,281,42,42,3,3,True,True,score_and_issue_evidence_available
AL-2002-house-38-D-PATTERSON-ARTHUR-FRANK-JR,ALPERSON-PATTERSON-ARTHUR-FRANK-JR,2002,house,38,D,"Patterson, Arthur Frank, Jr.",0,0,False,False,"Patterson, Arthur Frank, Jr.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-81-R-PATTERSON-BENJIE,ALPERSON-PATTERSON-BENJIE,2002,house,81,R,"Patterson, Benjie",0,0,False,False,"Patterson, Benjie",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-26-R-PATTERSON-JEFFREY,ALPERSON-PATTERSON-JEFFREY,2002,house,26,R,"Patterson, Jeffrey",0,0,False,False,"Patterson, Jeffrey",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2010-house-88-R-PAUL-BECKMAN,ALPERSON-PAUL-BECKMAN,2010,house,88,R,PAUL BECKMAN,0,1,False,False,PAUL BECKMAN,resolved,exact_name_same_chamber_district,LEGISCAN-12526,Paul Beckman,2010.0,2018.0,9,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12526,,,0,0,LEGISCAN-12526,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-88-R-PAUL-BECKMAN,ALPERSON-PAUL-BECKMAN,2014,house,88,R,Paul Beckman,1,1,True,True,Paul Beckman,resolved,exact_name_same_chamber_district,LEGISCAN-12526,Paul Beckman,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-12526,LEGISCAN-12526,810.0,871.0,44,12,LEGISCAN-12526,LEGISCAN-12526,3215,3215,810,810,41,41,True,True,score_and_issue_evidence_available
AL-2010-senate-4-R-PAUL-BUSSMAN,ALPERSON-PAUL-BUSSMAN,2010,senate,4,R,PAUL BUSSMAN,0,1,False,False,PAUL BUSSMAN,resolved,exact_name_same_chamber_district,LEGISCAN-12496,Paul Bussman,2010.0,2018.0,9,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12496,,,0,0,LEGISCAN-12496,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-senate-4-R-PAUL-BUSSMAN,ALPERSON-PAUL-BUSSMAN,2014,senate,4,R,Paul Bussman,1,1,True,True,Paul Bussman,resolved,exact_name_same_chamber_district,LEGISCAN-12496,Paul Bussman,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-12496,LEGISCAN-12496,971.0,1050.0,37,15,LEGISCAN-12496,LEGISCAN-12496,2868,2868,971,971,33,33,True,True,score_and_issue_evidence_available
AL-2006-house-46-R-PAUL-DEMARCO,ALPERSON-PAUL-DEMARCO,2006,house,46,R,PAUL DEMARCO,0,1,False,False,PAUL DEMARCO,resolved,exact_name_same_chamber_district,LEGISCAN-3417,Paul DeMarco,2010.0,2014.0,5,True,scored_pre_election_legislative_behavior,AL2005L043,LEGISCAN-3417,233.0,1082.0,15,8,AL2005L043,AL2005L043,1182,1182,233,233,15,15,True,True,score_and_issue_evidence_available
AL-2010-house-46-R-PAUL-DEMARCO,ALPERSON-PAUL-DEMARCO,2010,house,46,R,PAUL DEMARCO,1,1,True,True,PAUL DEMARCO,resolved,exact_name_same_chamber_district,LEGISCAN-3417,Paul DeMarco,2010.0,2014.0,5,True,scored_pre_election_legislative_behavior,LEGISCAN-3417,LEGISCAN-3417,45.0,643.0,3,3,LEGISCAN-3417,LEGISCAN-3417,336,336,45,45,3,3,True,True,score_and_issue_evidence_available
AL-2010-senate-7-R-PAUL-L-SANFORD,ALPERSON-PAUL-L-SANFORD,2010,senate,7,R,PAUL L. SANFORD,1,1,False,True,Paul Sanford,resolved,exact_name_same_chamber_district,LEGISCAN-3467,Paul Sanford,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3467,LEGISCAN-3467,39.0,548.0,1,1,LEGISCAN-3467,LEGISCAN-3467,286,286,39,39,1,1,True,True,score_and_issue_evidence_available
AL-2014-senate-7-R-PAUL-L-SANFORD,ALPERSON-PAUL-L-SANFORD,2014,senate,7,R,Paul L. Sanford,1,1,True,True,Paul L. Sanford,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3467,Paul Sanford,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3467,LEGISCAN-3467,838.0,1050.0,29,14,LEGISCAN-3467,LEGISCAN-3467,2236,2236,838,838,25,25,True,True,score_and_issue_evidence_available
AL-2010-house-86-R-PAUL-LEE,ALPERSON-PAUL-LEE,2010,house,86,R,PAUL LEE,0,1,False,False,PAUL LEE,resolved,exact_name_same_chamber_district,LEGISCAN-12490,Paul Lee,2010.0,2026.0,17,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12490,,,0,0,LEGISCAN-12490,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-86-R-PAUL-W-LEE,ALPERSON-PAUL-W-LEE,2014,house,86,R,Paul W. Lee,1,1,False,True,Paul W. Lee,resolved,first_initial_surname_same_chamber_district,LEGISCAN-12490,Paul Lee,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-12490,LEGISCAN-12490,827.0,871.0,45,12,LEGISCAN-12490,LEGISCAN-12490,3420,3420,827,827,42,42,True,True,score_and_issue_evidence_available
AL-2018-house-86-R-PAUL-W-LEE,ALPERSON-PAUL-W-LEE,2018,house,86,R,Paul W. Lee,1,1,True,True,Paul W. Lee,resolved,first_initial_surname_same_chamber_district,LEGISCAN-12490,Paul Lee,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-12490,LEGISCAN-12490,812.0,876.0,38,14,LEGISCAN-12490,LEGISCAN-12490,3176,3176,812,812,38,38,True,True,score_and_issue_evidence_available
AL-1994-house-44-D-PAYNE,ALPERSON-PAYNE,1994,house,44,D,Payne,0,1,False,False,Payne,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-44-R-PAYNE-ARTHUR,ALPERSON-PAYNE-ARTHUR,2002,house,44,R,"Payne, Arthur",0,1,False,False,"Payne, Arthur",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L100,,1366.0,1477.0,44,12,AL1996L100,AL1996L100,5170,5170,1366,1366,41,41,False,True,score_and_issue_evidence_available
AL-1994-house-54-R-PEARSON,ALPERSON-PEARSON,1994,house,54,R,Pearson,0,0,False,False,Pearson,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2006-house-82-D-PEBBLIN-W-WARREN,ALPERSON-PEBBLIN-W-WARREN,2006,house,82,D,PEBBLIN W. WARREN,0,1,False,False,PEBBLIN W. WARREN,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3370,Pebblin Warren,2010.0,2026.0,17,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3370,,,0,0,LEGISCAN-3370,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-82-D-PEBBLIN-W-WARREN,ALPERSON-PEBBLIN-W-WARREN,2010,house,82,D,PEBBLIN W. WARREN,1,1,True,True,PEBBLIN W. WARREN,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3370,Pebblin Warren,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3370,LEGISCAN-3370,39.0,643.0,3,3,LEGISCAN-3370,LEGISCAN-3370,324,324,39,39,3,3,True,True,score_and_issue_evidence_available
AL-2014-house-82-D-PEBBLIN-W-WARREN,ALPERSON-PEBBLIN-W-WARREN,2014,house,82,D,Pebblin W. Warren,1,1,True,True,Pebblin W. Warren,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3370,Pebblin Warren,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3370,LEGISCAN-3370,626.0,871.0,35,11,LEGISCAN-3370,LEGISCAN-3370,2693,2693,626,626,32,32,True,True,score_and_issue_evidence_available
AL-2018-house-82-D-PEBBLIN-WALKER-WARREN,ALPERSON-PEBBLIN-WALKER-WARREN,2018,house,82,D,Pebblin Walker Warren,1,1,False,True,Pebblin Walker Warren,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3370,Pebblin Warren,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3370,LEGISCAN-3370,661.0,876.0,35,13,LEGISCAN-3370,LEGISCAN-3370,2403,2403,661,661,34,34,True,True,score_and_issue_evidence_available
AL-2006-senate-27-R-PEGGY-MARTIN,ALPERSON-PEGGY-MARTIN,2006,senate,27,R,PEGGY MARTIN,0,0,False,False,PEGGY MARTIN,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-senate-28-D-PENN-MYRON-C,ALPERSON-PENN-MYRON-C,2002,senate,28,D,"Penn, Myron C.",0,1,False,False,"Penn, Myron C.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-94-D-PENRY,ALPERSON-PENRY,1994,house,94,D,Penry,0,1,False,False,Penry,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-54-D-PERDUE,ALPERSON-PERDUE,1994,house,54,D,Perdue,0,1,False,False,George Perdue,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-54-D-PERDUE,ALPERSON-PERDUE,1998,house,54,D,Perdue,0,1,True,True,George Perdue,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L106,,232.0,471.0,4,3,AL1996L106,AL1996L106,731,731,232,232,4,4,False,True,score_and_issue_evidence_available
AL-2002-house-54-D-PERDUE-GEORGE,ALPERSON-PERDUE-GEORGE,2002,house,54,D,"Perdue, George",0,1,False,False,"Perdue, George",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L106,,1031.0,1477.0,42,12,AL1996L106,AL1996L106,4905,4905,1031,1031,40,40,False,True,score_and_issue_evidence_available
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,2006,house,37,R,PETE WARD,0,0,False,False,PETE WARD,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-51-D-PETELOS,ALPERSON-PETELOS,1994,house,51,D,Petelos,0,1,False,False,Petelos,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-senate-7-R-PETERS-ELBERT,ALPERSON-PETERS-ELBERT,2002,senate,7,R,"Peters, Elbert",0,0,False,False,"Peters, Elbert",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-2-D-PETTUS-MARY,ALPERSON-PETTUS-MARY,2002,house,2,D,"Pettus, Mary",0,0,False,False,"Pettus, Mary",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1998-house-95-D-PFEIFER,ALPERSON-PFEIFER,1998,house,95,D,Pfeifer,0,0,False,False,"William Pfeifer, Jr.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,2006,senate,21,D,PHIL POOLE,0,1,False,False,PHIL POOLE,resolved,exact_name_same_chamber_district,LEGISCAN-3487,Phil Poole,2010.0,2010.0,1,True,scored_pre_election_legislative_behavior,AL1996U005,LEGISCAN-3487,403.0,652.0,28,7,AL1996U005,AL1996U005,3314,3314,403,403,28,28,True,True,score_and_issue_evidence_available
AL-2010-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,2010,senate,21,D,PHIL POOLE,1,0,True,True,PHIL POOLE,resolved,exact_name_same_chamber_district,LEGISCAN-3487,Phil Poole,2010.0,2010.0,1,True,scored_pre_election_legislative_behavior,LEGISCAN-3487,LEGISCAN-3487,35.0,548.0,2,1,LEGISCAN-3487,LEGISCAN-3487,252,252,35,35,2,2,True,True,score_and_issue_evidence_available
AL-2014-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,2014,senate,21,D,Phil Poole,0,0,False,False,Phil Poole,resolved,exact_name_same_chamber_district,LEGISCAN-3487,Phil Poole,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3487,,,0,0,LEGISCAN-3487,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-6-R-PHIL-WILLIAMS,ALPERSON-PHIL-WILLIAMS,2010,house,6,R,PHIL WILLIAMS,0,1,False,False,PHIL WILLIAMS,resolved,exact_name_same_chamber_district,LEGISCAN-3437,Phil Williams,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3437,LEGISCAN-3437,44.0,643.0,3,3,LEGISCAN-3437,LEGISCAN-3437,326,326,44,44,3,3,True,True,score_and_issue_evidence_available
AL-2010-senate-10-R-PHIL-WILLIAMS,ALPERSON-PHIL-WILLIAMS,2010,senate,10,R,PHIL WILLIAMS,0,1,False,False,PHIL WILLIAMS,resolved,first_initial_surname_same_chamber_district,LEGISCAN-12498,Phillip Williams,2010.0,2018.0,9,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12498,,,0,0,LEGISCAN-12498,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-6-R-PHIL-WILLIAMS,ALPERSON-PHIL-WILLIAMS,2014,house,6,R,Phil Williams,1,1,True,True,Phil Williams,resolved,exact_name_same_chamber_district,LEGISCAN-3437,Phil Williams,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3437,LEGISCAN-3437,743.0,871.0,44,12,LEGISCAN-3437,LEGISCAN-3437,2778,2778,743,743,41,41,True,True,score_and_issue_evidence_available
AL-2014-senate-10-R-PHIL-WILLIAMS,ALPERSON-PHIL-WILLIAMS,2014,senate,10,R,Phil Williams,1,1,False,True,Phil Williams,resolved,first_initial_surname_same_chamber_district,LEGISCAN-12498,Phillip Williams,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-12498,LEGISCAN-12498,938.0,1050.0,34,14,LEGISCAN-12498,LEGISCAN-12498,2805,2805,938,938,30,30,True,True,score_and_issue_evidence_available
AL-2014-house-52-R-PHILLIP-BAHAKEL,ALPERSON-PHILLIP-BAHAKEL,2014,house,52,R,Phillip Bahakel,0,0,False,False,Phillip Bahakel,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-house-1-R-PHILLIP-PETTUS,ALPERSON-PHILLIP-PETTUS,2014,house,1,R,Phillip Pettus,0,1,False,False,Phillip Pettus,resolved,exact_name_same_chamber_district,LEGISCAN-17026,Phillip Pettus,2015.0,2026.0,12,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-17026,,,0,0,LEGISCAN-17026,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-1-R-PHILLIP-PETTUS,ALPERSON-PHILLIP-PETTUS,2018,house,1,R,Phillip Pettus,1,1,True,True,Phillip Pettus,resolved,exact_name_same_chamber_district,LEGISCAN-17026,Phillip Pettus,2015.0,2026.0,12,True,scored_pre_election_legislative_behavior,LEGISCAN-17026,LEGISCAN-17026,818.0,876.0,38,13,LEGISCAN-17026,LEGISCAN-17026,2672,2672,818,818,37,37,True,True,score_and_issue_evidence_available
AL-1994-house-1-R-PHILLIPS,ALPERSON-PHILLIPS,1994,house,1,R,Phillips,0,0,False,False,Duane Phillips,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-79-R-PIERCE,ALPERSON-PIERCE,1994,house,79,R,Pierce,0,0,False,False,Betty Pierce,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-23-D-POBINSON,ALPERSON-POBINSON,1994,house,23,D,Pobinson,0,1,False,False,Pobinson,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-senate-27-R-PONDER,ALPERSON-PONDER,1994,senate,27,R,Ponder,0,0,False,False,Ponder,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-senate-21-D-POOLE,ALPERSON-POOLE,1994,senate,21,D,Poole,0,1,False,False,Poole,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3487,Phil Poole,2010.0,2010.0,1,False,archive_unavailable_1994,,LEGISCAN-3487,,,0,0,LEGISCAN-3487,,0,0,0,0,0,0,True,True,archive_unavailable_1994
AL-1998-senate-21-D-POOLE,ALPERSON-POOLE,1998,senate,21,D,Poole,0,1,True,True,Phil Poole,resolved,exact_name_same_chamber_district,LEGISCAN-3487,Phil Poole,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3487,,,0,0,LEGISCAN-3487,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2002-senate-21-D-POOLE-PHIL,ALPERSON-POOLE-PHIL,2002,senate,21,D,"Poole, Phil",0,1,False,False,"Poole, Phil",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996U005,,260.0,403.0,18,9,AL1996U005,AL1996U005,2067,2067,260,260,17,17,False,True,score_and_issue_evidence_available
