ontology_version,evidence_id,canonical_candidate_id,person_id,candidate_name,election_cycle,evidence_date,temporal_status,source_type,source_provider,source_record_id,source_url,item_id,policy_family,policy_key,primitive_axis,policy_pole,candidate_stance,position_value,response_mode,family,family_direction,family_contribution,constituency_tags_json,confidence,adjudication_authority,evidence_weight,source_text,raw_answer,source_canonical_candidate_id,temporal_model_eligible
3.0.0,DF37F02B5C819C0919F1,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,7509CB9C0C3E9A00,fiscal_tax_budget,spending_environment,environmental_protection,strengthen,maintain,0.0,ordinal,environment_resources,1.0,0.0,[],medium,legacy_deterministic_migrated,1.0,c) Environment,Maintain Status,,True
3.0.0,E656EEEC5AA28A3D5038,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,67A7B7C158E0AD3E,fiscal_tax_budget,spending_healthcare,healthcare_access,expand,oppose,-0.5,ordinal,material_support,1.0,-0.5,[],medium,legacy_deterministic_migrated,1.0,d) Health care,Slightly Decrease,,True
3.0.0,39CF3BF40851969A0783,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,40D73D1ED24F16DB,fiscal_tax_budget,spending_law_enforcement,criminal_punishment,punitive,support,0.5,ordinal,order_justice,1.0,0.5,[],medium,legacy_deterministic_migrated,1.0,e) Law enforcement,Slightly Increase,,True
3.0.0,F6EE6627D8EC277E9958,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,F0B23302549839D1,fiscal_tax_budget,spending_welfare,welfare_generosity,expand,oppose,-0.5,ordinal,material_support,1.0,-0.5,[],medium,legacy_deterministic_migrated,1.0,g) Welfare,Slightly Decrease,,True
3.0.0,C28ABA540D817BAB2FD6,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,B8D5D04FC2A393FA,fiscal_tax_budget,tax_alcohol,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,a) Alcohol taxes,Maintain Status,,True
3.0.0,C66676DBCC60472FEFF1,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,C60357EC0D7D53EB,fiscal_tax_budget,tax_cigarette,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,b) Cigarette taxes,Maintain Status,,True
3.0.0,FDF34FD0A514496C0702,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,BDCFC548C7200E72,fiscal_tax_budget,tax_corporate,tax_burden,increase,support,0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,c) Corporate taxes,Slightly Increase,,True
3.0.0,BD06D7ADDA32AD53D431,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,937C451E2BC3AC0B,fiscal_tax_budget,tax_gasoline,tax_burden,increase,maintain,0.0,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,d) Gasoline taxes,Maintain Status,,True
3.0.0,3496590AC0B551CCB489,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,EF131BE177026308,fiscal_tax_budget,tax_property,tax_burden,increase,support,0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,e) Property taxes,Slightly Increase,,True
3.0.0,1083AA2BEEABA301AEF8,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,ECAFB759C9FB5EBD,fiscal_tax_budget,tax_sales,tax_burden,increase,oppose,-0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,f) Sales taxes,Slightly Decrease,,True
3.0.0,362CF912405CE34781CB,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,8788530EF33FA201,fiscal_tax_budget,tax_sales_grocery,tax_burden,increase,oppose,-0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,g) Sales taxes (grocery),Slightly Decrease,,True
3.0.0,1262D6806E27C7E4F82E,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,29C389789970F6B5,fiscal_tax_budget,tax_income_low_family,tax_burden,increase,maintain,0.0,ordinal,,,,"[""low_income""]",medium,legacy_deterministic_migrated,1.0,h) Income taxes (low-income families),Maintain Status,,True
3.0.0,C0F94A56A42FFC34AB69,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,03E2B253AB3BD791,fiscal_tax_budget,tax_income_middle_family,tax_burden,increase,maintain,0.0,ordinal,,,,"[""middle_income""]",medium,legacy_deterministic_migrated,1.0,i) Income taxes (middle-income families),Maintain Status,,True
3.0.0,A13A50061C00FB3447E2,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,ED05DDE2385A00C1,fiscal_tax_budget,tax_income_high_family,tax_burden,increase,maintain,0.0,ordinal,,,,"[""high_income""]",medium,legacy_deterministic_migrated,1.0,j) Income taxes (high-income families),Maintain Status,,True
3.0.0,4295DEA0374F6E6DDCC5,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,6510C74E2CD518B7,fiscal_tax_budget,economic_government_service_privatization,public_private_provision,private_provision,support,1.0,binary,market_government_direction,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,g) Privatizing certain government services,Yes,,True
3.0.0,14C6607CD62395F38E94,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,06A9E00FEA2B1A86,criminal_justice,crime_death_penalty,criminal_punishment,punitive,support,1.0,binary,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,a) Do you support capital punishment for certain crimes?,Yes,,True
3.0.0,44CD0F4158AB29A4D8A6,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,20B97966AFD19415,economy_business,economic_reduce_regulation,market_governance,market_autonomy,support,1.0,binary,market_government_direction,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,a) Do you support reducing government regulations on the private sector?,Yes,,True
3.0.0,FBE57741FFA9E7496002,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,12C08C7E5F27DF92,economy_business,economic_job_training,market_governance,intervention,oppose,-1.0,binary,market_government_direction,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,b) Do you support increased state funding for job-training programs that re-train displaced workers?,No,,True
3.0.0,A000DA4EEBB328FD42F8,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,67C299EE222C12C1,economy_business,economic_homeowner_assistance,market_governance,intervention,oppose,-1.0,binary,market_government_direction,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Do you support providing direct financial assistance to homeowners facing foreclosure?,No,,True
3.0.0,4E4B3E268808329BE6C5,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,4E652D98062823F3,education,education_charter_schools,education_market_choice,expand,oppose,-1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,d) Do you support state funding for charter schools?,No,,True
3.0.0,C9F9C8F9AA76D4036668,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,DB257DFE3801AA52,education,immigration_instate_tuition,immigration_access,expand,oppose,-1.0,binary,immigration_inclusion,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Should illegal immigrants who graduate from Alabama high schools be eligible for in-state tuition at public universities?,No,,True
3.0.0,88E49D320A566A5FB15A,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,6F75A5772AEE3180,environment_energy_resources,environment_alternative_energy_funding,renewable_energy_support,expand,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,a) Do you support state funding for the development of alternative energy?,Yes,,True
3.0.0,65597C45BDE80BEFFD90,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,C0C442F6A1B3869D,environment_energy_resources,environment_open_space_funding,conservation_preservation,preserve,oppose,-1.0,binary,environment_resources,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,e) Do you support state funding for open space preservation?,No,,True
3.0.0,216191C9B1096E045AB7,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,EB3CFB0BC7680890,environment_energy_resources,environment_climate_regulation,environmental_protection,strengthen,oppose,-1.0,binary,environment_resources,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Do you support enacting environmental regulations aimed at reducing the effects of climate change?,No,,True
3.0.0,CD6092CF7A83B50A8003,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,4CB6CC12DBB49DDA,guns,guns_restrictions,gun_access,restrict,oppose,-1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,a) Do you support restrictions on the purchase and possession of guns?,No,,True
3.0.0,8A3BDDB0F116F7A82C84,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,66415E62A7028CA2,guns,guns_background_checks,gun_purchase_regulation,strengthen,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,b) Do you support requiring background checks on gun sales between private citizens at gun shows?,Yes,,True
3.0.0,CA21636DCD161E0B78DD,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,61AD443C936575BD,guns,guns_concealed_carry,gun_access,expand,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,c) Do you support allowing individuals to carry concealed guns?,Yes,,True
3.0.0,28110B1AB503A4490DF3,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,09DE1D3C542B88DD,guns,guns_license,gun_purchase_regulation,strengthen,support,1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,d) Do you support requiring a license for gun possession?,Yes,,True
3.0.0,4E932161BAB7FE0A5B54,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,E9D35554B8D77D7A,healthcare,health_assisted_suicide,healthcare_access,expand,oppose,-1.0,binary,material_support,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Do you support legalizing physician-assisted suicide in Alabama?,No,,True
3.0.0,C091C8EBB2F7D5B71A74,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,19EFC6932161248A,healthcare,health_medical_marijuana,healthcare_access,expand,oppose,-1.0,binary,material_support,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,g) Do you support allowing doctors to prescribe marijuana to their patients for medicinal purposes?,No,,True
3.0.0,8F2039E45259D4E4BA9E,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,0F42C13FE5FE8323,social_civil_family,social_same_sex_marriage,marriage_equality,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,b) Should Alabama allow same-sex couples to form civil unions?,No,,True
3.0.0,4FB8EB4A4481E64B6CDC,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,09DC3A4D2C98C539,social_civil_family,social_stem_cell_research,civil_social_liberty,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,c) Do you support state funding for stem cell research?,No,,True
3.0.0,FE2AB0C7F2C5B0A5C2F0,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,3D620A1D8D342B57,social_civil_family,social_stem_cell_research,civil_social_liberty,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,d) Do you support state funding for embryonic stem cell research?,No,,True
3.0.0,04910CA886CF40E90DB0,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,C9C6EE45AAFA4D95,social_civil_family,social_sexual_orientation_inclusion,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Do you support the inclusion of sexual orientation in Alabama's anti-discrimination laws?,No,,True
3.0.0,4EE41CA570275D875510,,,Daniel Boman,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121513,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121513/daniel-boman,12B712AD027853F0,social_civil_family,social_gender_identity_inclusion,anti_discrimination,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,g) Do you support the inclusion of gender identity in Alabama's anti-discrimination laws?,No,,True
3.0.0,71F9A51CAB2716293B35,,,Barry Moore,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121792,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121792/barry-moore,3C61C72B24B439B8,abortion_reproductive,abortion_general_pro_life,abortion_access,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,Do you generally support pro-choice or pro-life legislation?,Pro-life,,True
3.0.0,DCA6BE92D2C767F8F623,,,Barry Moore,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121792,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121792/barry-moore,73D1DEBE23E24797,environment_energy_resources,environment_renewable_energy,renewable_energy_support,expand,oppose,-1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,"Do you support government funding for the development of renewable energy (e.g. solar, wind, geo-thermal)?",No,,True
3.0.0,BA56BBDC598CC6729698,,,Barry Moore,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121792,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121792/barry-moore,EE68E6B3A43BDAE5,environment_energy_resources,environment_emissions_regulation,environmental_protection,strengthen,oppose,-1.0,binary,environment_resources,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,Do you support the federal regulation of greenhouse gas emissions?,No,,True
3.0.0,47818EEA93C22A018345,,,Barry Moore,,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,121792,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121792/barry-moore,B82FBB7EF483C53D,guns,guns_general_control,gun_access,restrict,oppose,-1.0,binary,,,,[],medium,legacy_deterministic_migrated,1.0,Do you generally support gun-control legislation?,No,,True
3.0.0,BDE6FB29FFDAFDAAF4BD,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,75ACE8173BE5512A,abortion_reproductive,abortion_general_pro_life,abortion_access,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,a) Do you consider yourself pro-choice or pro-life?,Pro-life,,True
3.0.0,B991BC526D24A3D66EEE,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,56601BFCEA203FE3,abortion_reproductive,abortion_first_trimester_legality,abortion_access,expand,oppose,-1.0,binary,social_liberty_equality,1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,b) Should abortion be legal only within the first trimester of pregnancy?,No,,True
3.0.0,36560B7220BA581D6ED9,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,67B4CCDEE34034EA,abortion_reproductive,abortion_rape_incest_exception,abortion_access,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,c) Should abortion be legal when the pregnancy resulted from incest or rape?,Yes,,True
3.0.0,7292E5D953AA68DE4CB1,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,271EA6E02860D57D,abortion_reproductive,abortion_life_exception,abortion_access,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,d) Should abortion be legal when the life of the woman is endangered?,Yes,,True
3.0.0,EA8FCAB1EECB9E62C0FD,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,FB0A30DF6C7744B1,abortion_reproductive,abortion_parental_notification,abortion_access,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,e) Do you support requiring parental notification before an abortion is performed on a minor?,Yes,,True
3.0.0,2599D88CD37F78AC5542,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,3A02E761BA91B93A,abortion_reproductive,abortion_parental_consent,abortion_access,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,f) Do you support requiring parental consent before an abortion is performed on a minor?,Yes,,True
3.0.0,988A2726E6512A6F6FC0,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,004E90DDD29352C8,abortion_reproductive,social_comprehensive_sex_education,civil_social_liberty,expand,support,1.0,binary,social_liberty_equality,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,"g) Do you support sexual education programs that include information on abstinence, contraceptives, and HIV/STD prevention methods?",Yes,,True
3.0.0,BF41EA948781996B0CFA,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,465B54457B6CCC8B,abortion_reproductive,social_abstinence_education,civil_social_liberty,restrict,support,1.0,binary,social_liberty_equality,-1.0,-1.0,[],medium,legacy_deterministic_migrated,1.0,h) Do you support abstinence-only sexual education programs?,Yes,,True
3.0.0,04DAE22C8129760C56E2,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,9BC8FF1AAF385F40,fiscal_tax_budget,spending_higher_education,education_public_funding,expand,support,0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,a) Education (higher),Slightly Increase,,True
3.0.0,302E931AB2C44C266AAB,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,96C9E907C230F39D,fiscal_tax_budget,spending_k12_education,education_public_funding,expand,support,0.5,ordinal,,,,[],medium,legacy_deterministic_migrated,1.0,b) Education (K-12),Slightly Increase,,True
3.0.0,7E3638DBE0C01F26E07B,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,BF66AE7FCC9101DC,fiscal_tax_budget,spending_environment,environmental_protection,strengthen,maintain,0.0,ordinal,environment_resources,1.0,0.0,[],medium,legacy_deterministic_migrated,1.0,c) Environment,Maintain Status,,True
3.0.0,8AFEC15B1248C95AF50E,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,39166E6748365EBE,fiscal_tax_budget,spending_healthcare,healthcare_access,expand,maintain,0.0,ordinal,material_support,1.0,0.0,[],medium,legacy_deterministic_migrated,1.0,d) Health care,Maintain Status,,True
3.0.0,C3FFFFBBBF189FF44ADE,,,Jay King,2010.0,,same_cycle_candidate_statement,candidate_questionnaire,Vote Smart,128136,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,96714DDCB7975C78,fiscal_tax_budget,spending_law_enforcement,criminal_punishment,punitive,support,1.0,ordinal,order_justice,1.0,1.0,[],medium,legacy_deterministic_migrated,1.0,e) Law enforcement,Greatly Increase,,True
