canonical_candidate_id,election_cycle,family,evidence_weight,evidence_records,distinct_issues,source_type_count,person_id,candidate_name,family_valence,family_score_available,model_family_valence
AL-2014-house-77-D-JOHN-KNIGHT,2014.0,labor_capital,1.2,1,1,1,ALPERSON-JOHN-KNIGHT,John Knight,1.0,False,
AL-2014-house-77-D-JOHN-KNIGHT,2014.0,market_government_direction,15.05,15,2,3,ALPERSON-JOHN-KNIGHT,John Knight,0.43561461794019934,True,0.43561461794019934
AL-2014-house-77-D-JOHN-KNIGHT,2014.0,material_support,1.0,1,1,1,ALPERSON-JOHN-KNIGHT,John Knight,1.0,False,
AL-2014-house-77-D-JOHN-KNIGHT,2014.0,order_justice,13.0,13,1,1,ALPERSON-JOHN-KNIGHT,John Knight,0.6923076923076923,False,
AL-2014-house-77-D-JOHN-KNIGHT,2014.0,social_liberty_equality,5.0,5,3,1,ALPERSON-JOHN-KNIGHT,John Knight,0.6,True,0.6
AL-2014-house-77-R-DAVID-GRIMES,2014.0,market_government_direction,0.65,1,1,1,ALPERSON-DAVID-GRIMES,David Grimes,-1.0,False,
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,environment_resources,3.0,3,2,1,ALPERSON-ALVIN-HOLMES,Alvin Holmes,0.3333333333333333,True,0.3333333333333333
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,immigration_inclusion,7.0,7,1,1,ALPERSON-ALVIN-HOLMES,Alvin Holmes,-0.7142857142857143,False,
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,institutional_reform,8.0,8,1,1,ALPERSON-ALVIN-HOLMES,Alvin Holmes,0.5,False,
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,market_government_direction,12.65,13,2,2,ALPERSON-ALVIN-HOLMES,Alvin Holmes,0.4886956521739131,True,0.4886956521739131
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,material_support,2.0,2,1,1,ALPERSON-ALVIN-HOLMES,Alvin Holmes,1.0,False,
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,order_justice,13.0,13,1,1,ALPERSON-ALVIN-HOLMES,Alvin Holmes,0.6923076923076923,False,
AL-2014-house-78-D-ALVIN-HOLMES,2014.0,social_liberty_equality,8.75,9,4,2,ALPERSON-ALVIN-HOLMES,Alvin Holmes,0.5428571428571428,True,0.5428571428571428
AL-2014-house-78-R-TIJUANNA-ADETUNJI,2014.0,social_liberty_equality,0.75,1,1,1,ALPERSON-TIJUANNA-ADETUNJI,Tijuanna Adetunji,-1.0,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,environment_resources,6.6,6,2,2,ALPERSON-MIKE-HUBBARD,Mike Hubbard,0.6969696969696969,True,0.6969696969696969
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,immigration_inclusion,10.2,10,1,2,ALPERSON-MIKE-HUBBARD,Mike Hubbard,-1.0,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,institutional_reform,14.0,13,1,2,ALPERSON-MIKE-HUBBARD,Mike Hubbard,0.34285714285714286,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,labor_capital,3.5999999999999996,3,1,1,ALPERSON-MIKE-HUBBARD,Mike Hubbard,-0.33333333333333337,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,market_government_direction,20.9,21,2,4,ALPERSON-MIKE-HUBBARD,Mike Hubbard,0.07177033492822966,True,0.07177033492822966
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,material_support,2.0,2,1,1,ALPERSON-MIKE-HUBBARD,Mike Hubbard,1.0,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,order_justice,19.4,19,1,2,ALPERSON-MIKE-HUBBARD,Mike Hubbard,0.8969072164948454,False,
AL-2014-house-79-R-MIKE-HUBBARD,2014.0,social_liberty_equality,8.0,8,3,1,ALPERSON-MIKE-HUBBARD,Mike Hubbard,-0.25,True,-0.25
AL-2014-house-8-R-TERRI-COLLINS,2014.0,environment_resources,10.2,9,2,2,ALPERSON-TERRI-COLLINS,Terri Collins,0.5686274509803921,True,0.5686274509803921
AL-2014-house-8-R-TERRI-COLLINS,2014.0,immigration_inclusion,9.2,9,1,2,ALPERSON-TERRI-COLLINS,Terri Collins,-1.0,False,
AL-2014-house-8-R-TERRI-COLLINS,2014.0,institutional_reform,10.4,10,1,2,ALPERSON-TERRI-COLLINS,Terri Collins,0.5769230769230769,False,
AL-2014-house-8-R-TERRI-COLLINS,2014.0,labor_capital,3.5999999999999996,3,1,1,ALPERSON-TERRI-COLLINS,Terri Collins,0.33333333333333337,False,
AL-2014-house-8-R-TERRI-COLLINS,2014.0,market_government_direction,32.45,30,2,3,ALPERSON-TERRI-COLLINS,Terri Collins,0.060092449922958396,True,0.060092449922958396
AL-2014-house-8-R-TERRI-COLLINS,2014.0,material_support,5.6,5,2,2,ALPERSON-TERRI-COLLINS,Terri Collins,0.5714285714285715,True,0.5714285714285715
AL-2014-house-8-R-TERRI-COLLINS,2014.0,order_justice,39.8,36,1,2,ALPERSON-TERRI-COLLINS,Terri Collins,0.949748743718593,False,
AL-2014-house-8-R-TERRI-COLLINS,2014.0,social_liberty_equality,28.4,25,3,2,ALPERSON-TERRI-COLLINS,Terri Collins,-0.5211267605633803,True,-0.5211267605633803
AL-2014-house-80-R-LESLEY-VANCE,2014.0,environment_resources,5.6,5,2,2,ALPERSON-LESLEY-VANCE,Lesley Vance,1.0,True,1.0
AL-2014-house-80-R-LESLEY-VANCE,2014.0,immigration_inclusion,9.0,9,1,1,ALPERSON-LESLEY-VANCE,Lesley Vance,-1.0,False,
AL-2014-house-80-R-LESLEY-VANCE,2014.0,institutional_reform,6.2,6,1,2,ALPERSON-LESLEY-VANCE,Lesley Vance,0.6129032258064515,False,
AL-2014-house-80-R-LESLEY-VANCE,2014.0,labor_capital,1.2,1,1,1,ALPERSON-LESLEY-VANCE,Lesley Vance,1.0,False,
AL-2014-house-80-R-LESLEY-VANCE,2014.0,market_government_direction,21.1,21,2,4,ALPERSON-LESLEY-VANCE,Lesley Vance,0.30805687203791465,True,0.30805687203791465
AL-2014-house-80-R-LESLEY-VANCE,2014.0,material_support,3.2,3,2,2,ALPERSON-LESLEY-VANCE,Lesley Vance,1.0,True,1.0
AL-2014-house-80-R-LESLEY-VANCE,2014.0,order_justice,18.4,18,1,2,ALPERSON-LESLEY-VANCE,Lesley Vance,0.8913043478260869,False,
AL-2014-house-80-R-LESLEY-VANCE,2014.0,social_liberty_equality,7.2,7,3,2,ALPERSON-LESLEY-VANCE,Lesley Vance,-0.11111111111111112,True,-0.11111111111111112
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,environment_resources,4.4,4,2,2,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,0.5454545454545454,True,0.5454545454545454
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,immigration_inclusion,7.0,7,1,1,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,-1.0,False,
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,institutional_reform,11.6,11,1,2,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,0.41379310344827586,False,
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,market_government_direction,30.5,29,2,4,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,0.07540983606557376,True,0.07540983606557376
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,material_support,6.8,6,2,2,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,0.6470588235294118,True,0.6470588235294118
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,order_justice,31.4,29,1,2,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,0.9363057324840764,False,
AL-2014-house-81-R-MARK-M-TUGGLE,2014.0,social_liberty_equality,17.6,16,3,2,ALPERSON-MARK-M-TUGGLE,Mark M. Tuggle,-0.5227272727272726,True,-0.5227272727272726
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,environment_resources,5.4,5,2,2,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,0.6296296296296295,True,0.6296296296296295
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,immigration_inclusion,5.0,5,1,1,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,-1.0,False,
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,institutional_reform,7.0,7,1,1,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,0.7142857142857143,False,
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,labor_capital,4.8,4,1,1,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,1.0,False,
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,market_government_direction,17.45,17,2,3,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,0.3386246418338109,True,0.3386246418338109
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,material_support,6.8,6,2,2,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,1.0,True,1.0
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,order_justice,15.4,15,1,2,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,0.7402597402597403,False,
AL-2014-house-82-D-PEBBLIN-W-WARREN,2014.0,social_liberty_equality,14.2,13,3,2,ALPERSON-PEBBLIN-W-WARREN,Pebblin W. Warren,0.09859154929577464,True,0.09859154929577464
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,environment_resources,2.0,2,2,1,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",1.0,True,1.0
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,institutional_reform,2.0,2,1,1,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",1.0,False,
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,market_government_direction,6.2,6,2,2,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",1.0,True,1.0
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,material_support,1.0,1,1,1,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",1.0,False,
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,order_justice,8.0,8,1,1,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",0.75,False,
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,2014.0,social_liberty_equality,2.2,2,2,2,ALPERSON-GEORGE-TOOTIE-BANDY,"George ""Tootie"" Bandy",1.0,True,1.0
AL-2014-house-83-R-GARY-HEAD,2014.0,environment_resources,4.0,4,3,1,ALPERSON-GARY-HEAD,Gary Head,-0.5,True,-0.5
AL-2014-house-83-R-GARY-HEAD,2014.0,immigration_inclusion,2.0,2,1,1,ALPERSON-GARY-HEAD,Gary Head,-1.0,False,
AL-2014-house-83-R-GARY-HEAD,2014.0,institutional_reform,4.0,4,2,1,ALPERSON-GARY-HEAD,Gary Head,0.5,True,0.5
AL-2014-house-83-R-GARY-HEAD,2014.0,labor_capital,3.0,3,1,1,ALPERSON-GARY-HEAD,Gary Head,0.3333333333333333,False,
AL-2014-house-83-R-GARY-HEAD,2014.0,market_government_direction,5.0,5,1,1,ALPERSON-GARY-HEAD,Gary Head,-0.2,False,
AL-2014-house-83-R-GARY-HEAD,2014.0,material_support,3.0,3,2,1,ALPERSON-GARY-HEAD,Gary Head,-0.6666666666666666,True,-0.6666666666666666
AL-2014-house-83-R-GARY-HEAD,2014.0,order_justice,3.0,3,1,1,ALPERSON-GARY-HEAD,Gary Head,1.0,False,
AL-2014-house-83-R-GARY-HEAD,2014.0,social_liberty_equality,12.0,12,3,1,ALPERSON-GARY-HEAD,Gary Head,-0.8333333333333334,True,-0.8333333333333334
AL-2014-house-84-D-BERRY-FORTE,2014.0,environment_resources,4.2,4,2,2,ALPERSON-BERRY-FORTE,Berry Forte,0.5238095238095238,True,0.5238095238095238
AL-2014-house-84-D-BERRY-FORTE,2014.0,immigration_inclusion,9.0,9,1,1,ALPERSON-BERRY-FORTE,Berry Forte,-0.7777777777777778,False,
AL-2014-house-84-D-BERRY-FORTE,2014.0,institutional_reform,7.0,7,1,1,ALPERSON-BERRY-FORTE,Berry Forte,0.7142857142857143,False,
AL-2014-house-84-D-BERRY-FORTE,2014.0,labor_capital,2.4,2,1,1,ALPERSON-BERRY-FORTE,Berry Forte,1.0,False,
AL-2014-house-84-D-BERRY-FORTE,2014.0,market_government_direction,15.05,15,2,3,ALPERSON-BERRY-FORTE,Berry Forte,0.42524916943521596,True,0.42524916943521596
AL-2014-house-84-D-BERRY-FORTE,2014.0,material_support,3.2,3,1,2,ALPERSON-BERRY-FORTE,Berry Forte,1.0,False,
AL-2014-house-84-D-BERRY-FORTE,2014.0,order_justice,14.0,14,1,1,ALPERSON-BERRY-FORTE,Berry Forte,0.7142857142857143,False,
AL-2014-house-84-D-BERRY-FORTE,2014.0,social_liberty_equality,7.6,7,3,2,ALPERSON-BERRY-FORTE,Berry Forte,0.4210526315789474,True,0.4210526315789474
AL-2014-house-84-R-JERRY-A-MCGILVRAY,2014.0,labor_capital,0.75,1,1,1,ALPERSON-JERRY-A-MCGILVRAY,Jerry A. McGilvray,-1.0,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,environment_resources,5.4,5,2,2,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.6296296296296295,True,0.6296296296296295
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,immigration_inclusion,8.0,8,1,1,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,-0.75,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,institutional_reform,8.4,8,1,2,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.7619047619047619,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,labor_capital,4.8,4,1,1,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.5,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,market_government_direction,27.2,26,2,4,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.26363970588235297,True,0.26363970588235297
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,material_support,2.95,3,1,3,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,1.0,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,order_justice,19.8,19,1,2,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.797979797979798,False,
AL-2014-house-85-D-DEXTER-GRIMSLEY,2014.0,social_liberty_equality,13.0,12,3,2,ALPERSON-DEXTER-GRIMSLEY,Dexter Grimsley,0.5076923076923077,True,0.5076923076923077
AL-2014-house-86-R-PAUL-W-LEE,2014.0,environment_resources,10.2,9,2,2,ALPERSON-PAUL-W-LEE,Paul W. Lee,0.5686274509803921,True,0.5686274509803921
AL-2014-house-86-R-PAUL-W-LEE,2014.0,immigration_inclusion,9.0,9,1,1,ALPERSON-PAUL-W-LEE,Paul W. Lee,-1.0,False,
AL-2014-house-86-R-PAUL-W-LEE,2014.0,institutional_reform,9.2,9,1,2,ALPERSON-PAUL-W-LEE,Paul W. Lee,0.5217391304347826,False,
AL-2014-house-86-R-PAUL-W-LEE,2014.0,labor_capital,1.2,1,1,1,ALPERSON-PAUL-W-LEE,Paul W. Lee,1.0,False,
AL-2014-house-86-R-PAUL-W-LEE,2014.0,market_government_direction,25.25,24,2,3,ALPERSON-PAUL-W-LEE,Paul W. Lee,0.17227722772277226,True,0.17227722772277226
AL-2014-house-86-R-PAUL-W-LEE,2014.0,material_support,4.4,4,1,2,ALPERSON-PAUL-W-LEE,Paul W. Lee,1.0,False,
AL-2014-house-86-R-PAUL-W-LEE,2014.0,order_justice,26.8,25,1,2,ALPERSON-PAUL-W-LEE,Paul W. Lee,0.9253731343283582,False,
AL-2014-house-86-R-PAUL-W-LEE,2014.0,social_liberty_equality,14.0,13,3,2,ALPERSON-PAUL-W-LEE,Paul W. Lee,-0.5428571428571428,True,-0.5428571428571428
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,environment_resources,7.8,7,2,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,0.4358974358974359,True,0.4358974358974359
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,immigration_inclusion,10.2,10,1,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,-1.0,False,
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,institutional_reform,9.2,9,1,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,0.782608695652174,False,
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,labor_capital,1.2,1,1,1,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,1.0,False,
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,market_government_direction,26.45,25,2,3,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,0.0283553875236295,True,0.0283553875236295
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,material_support,4.4,4,2,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,-0.09090909090909088,True,-0.09090909090909088
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,order_justice,24.2,23,1,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,0.8347107438016529,False,
AL-2014-house-87-R-DONNIE-CHESTEEN,2014.0,social_liberty_equality,11.8,11,3,2,ALPERSON-DONNIE-CHESTEEN,Donnie Chesteen,-0.2542372881355932,True,-0.2542372881355932
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,environment_resources,5.4,5,2,2,ALPERSON-PAUL-BECKMAN,Paul Beckman,0.6296296296296295,True,0.6296296296296295
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,immigration_inclusion,8.0,8,1,1,ALPERSON-PAUL-BECKMAN,Paul Beckman,-1.0,False,
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,institutional_reform,11.6,11,1,2,ALPERSON-PAUL-BECKMAN,Paul Beckman,0.6206896551724138,False,
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,labor_capital,3.5999999999999996,3,1,1,ALPERSON-PAUL-BECKMAN,Paul Beckman,-0.33333333333333337,False,
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,market_government_direction,28.1,27,2,4,ALPERSON-PAUL-BECKMAN,Paul Beckman,0.1387900355871886,True,0.1387900355871886
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,material_support,5.6,5,2,2,ALPERSON-PAUL-BECKMAN,Paul Beckman,0.5714285714285715,True,0.5714285714285715
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,order_justice,24.6,23,1,2,ALPERSON-PAUL-BECKMAN,Paul Beckman,0.9186991869918699,False,
AL-2014-house-88-R-PAUL-BECKMAN,2014.0,social_liberty_equality,12.8,12,3,2,ALPERSON-PAUL-BECKMAN,Paul Beckman,-0.15625,True,-0.15625
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,environment_resources,5.4,5,2,2,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,0.6296296296296295,True,0.6296296296296295
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,immigration_inclusion,8.0,8,1,1,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,-1.0,False,
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,institutional_reform,4.0,4,1,1,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,0.5,False,
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,market_government_direction,21.1,21,2,4,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,0.21327014218009477,True,0.21327014218009477
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,material_support,3.2,3,1,2,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,1.0,False,
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,order_justice,25.4,24,1,2,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,0.9212598425196851,False,
AL-2014-house-89-R-ALAN-C-BOOTHE,2014.0,social_liberty_equality,18.8,17,3,2,ALPERSON-ALAN-C-BOOTHE,Alan C. Boothe,-0.1702127659574468,True,-0.1702127659574468
AL-2014-house-9-R-ED-HENRY,2014.0,environment_resources,6.6,6,2,2,ALPERSON-ED-HENRY,Ed Henry,-0.030303030303030297,True,-0.030303030303030297
AL-2014-house-9-R-ED-HENRY,2014.0,immigration_inclusion,9.2,9,1,2,ALPERSON-ED-HENRY,Ed Henry,-1.0,False,
AL-2014-house-9-R-ED-HENRY,2014.0,institutional_reform,12.8,12,1,2,ALPERSON-ED-HENRY,Ed Henry,0.65625,False,
AL-2014-house-9-R-ED-HENRY,2014.0,labor_capital,4.8,4,1,1,ALPERSON-ED-HENRY,Ed Henry,-0.5,False,
AL-2014-house-9-R-ED-HENRY,2014.0,market_government_direction,28.3,27,2,4,ALPERSON-ED-HENRY,Ed Henry,0.045936395759717315,True,0.045936395759717315
AL-2014-house-9-R-ED-HENRY,2014.0,material_support,5.8,5,2,2,ALPERSON-ED-HENRY,Ed Henry,0.5862068965517241,True,0.5862068965517241
AL-2014-house-9-R-ED-HENRY,2014.0,order_justice,34.0,31,2,2,ALPERSON-ED-HENRY,Ed Henry,0.9411764705882353,True,0.9411764705882353
AL-2014-house-9-R-ED-HENRY,2014.0,social_liberty_equality,21.2,19,3,2,ALPERSON-ED-HENRY,Ed Henry,-0.5849056603773585,True,-0.5849056603773585
AL-2014-house-90-D-WALTON-HICKMAN,2014.0,institutional_reform,0.9,1,1,1,ALPERSON-WALTON-HICKMAN,Walton Hickman,1.0,False,
AL-2014-house-90-R-CHRIS-SELLS,2014.0,institutional_reform,0.9,1,1,1,ALPERSON-CHRIS-SELLS,Chris Sells,1.0,False,
AL-2014-house-91-R-BARRY-MOORE,2014.0,environment_resources,11.4,10,2,2,ALPERSON-BARRY-MOORE,Barry Moore,0.6140350877192983,True,0.6140350877192983
AL-2014-house-91-R-BARRY-MOORE,2014.0,immigration_inclusion,10.2,10,1,2,ALPERSON-BARRY-MOORE,Barry Moore,-1.0,False,
AL-2014-house-91-R-BARRY-MOORE,2014.0,institutional_reform,10.4,10,1,2,ALPERSON-BARRY-MOORE,Barry Moore,0.8076923076923077,False,
AL-2014-house-91-R-BARRY-MOORE,2014.0,labor_capital,3.5999999999999996,3,1,1,ALPERSON-BARRY-MOORE,Barry Moore,-1.0,False,
AL-2014-house-91-R-BARRY-MOORE,2014.0,market_government_direction,27.849999999999998,26,2,3,ALPERSON-BARRY-MOORE,Barry Moore,0.16337522441651706,True,0.16337522441651706
AL-2014-house-91-R-BARRY-MOORE,2014.0,material_support,5.6,5,2,2,ALPERSON-BARRY-MOORE,Barry Moore,-0.2857142857142857,True,-0.2857142857142857
AL-2014-house-91-R-BARRY-MOORE,2014.0,order_justice,27.8,26,1,2,ALPERSON-BARRY-MOORE,Barry Moore,0.9280575539568345,False,
AL-2014-house-91-R-BARRY-MOORE,2014.0,social_liberty_equality,15.2,14,3,2,ALPERSON-BARRY-MOORE,Barry Moore,-0.13157894736842105,True,-0.13157894736842105
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,environment_resources,8.0,7,2,2,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.75,True,0.75
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,immigration_inclusion,9.0,9,1,1,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",-1.0,False,
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,institutional_reform,8.0,8,1,1,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.75,False,
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,labor_capital,2.4,2,1,1,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.0,False,
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,market_government_direction,21.85,21,2,3,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.15331807780320367,True,0.15331807780320367
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,material_support,4.4,4,2,2,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.0,True,0.0
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,order_justice,30.2,28,1,2,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",0.8543046357615894,False,
AL-2014-house-92-R-MIKE-JONES-JR,2014.0,social_liberty_equality,12.8,12,3,2,ALPERSON-MIKE-JONES-JR,"Mike Jones, Jr.",-0.5,True,-0.5
AL-2014-house-93-D-JENNIFER-MARSDEN,2014.0,material_support,0.9,1,1,1,ALPERSON-JENNIFER-MARSDEN,Jennifer Marsden,1.0,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,environment_resources,7.8,7,2,2,ALPERSON-STEVE-CLOUSE,Steve Clouse,0.12820512820512822,True,0.12820512820512822
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,immigration_inclusion,8.0,8,1,1,ALPERSON-STEVE-CLOUSE,Steve Clouse,-1.0,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,institutional_reform,9.2,9,1,2,ALPERSON-STEVE-CLOUSE,Steve Clouse,0.5217391304347826,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,labor_capital,1.2,1,1,1,ALPERSON-STEVE-CLOUSE,Steve Clouse,1.0,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,market_government_direction,25.25,24,2,3,ALPERSON-STEVE-CLOUSE,Steve Clouse,0.5366336633663367,True,0.5366336633663367
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,material_support,5.3,5,1,3,ALPERSON-STEVE-CLOUSE,Steve Clouse,0.5471698113207547,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,order_justice,26.6,25,1,2,ALPERSON-STEVE-CLOUSE,Steve Clouse,0.924812030075188,False,
AL-2014-house-93-R-STEVE-CLOUSE,2014.0,social_liberty_equality,10.4,10,3,2,ALPERSON-STEVE-CLOUSE,Steve Clouse,-0.3846153846153846,True,-0.3846153846153846
AL-2014-house-94-R-T-JOE-FAUST,2014.0,environment_resources,9.0,8,2,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,0.5111111111111111,True,0.5111111111111111
AL-2014-house-94-R-T-JOE-FAUST,2014.0,immigration_inclusion,8.0,8,1,1,ALPERSON-T-JOE-FAUST,T. Joe Faust,-1.0,False,
AL-2014-house-94-R-T-JOE-FAUST,2014.0,institutional_reform,11.6,11,1,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,0.6206896551724138,False,
AL-2014-house-94-R-T-JOE-FAUST,2014.0,labor_capital,2.4,2,1,1,ALPERSON-T-JOE-FAUST,T. Joe Faust,1.0,False,
AL-2014-house-94-R-T-JOE-FAUST,2014.0,market_government_direction,41.4,37,2,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,0.4685990338164251,True,0.4685990338164251
AL-2014-house-94-R-T-JOE-FAUST,2014.0,material_support,2.2,2,2,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,-0.09090909090909088,True,-0.09090909090909088
AL-2014-house-94-R-T-JOE-FAUST,2014.0,order_justice,30.2,28,1,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,0.8543046357615894,False,
AL-2014-house-94-R-T-JOE-FAUST,2014.0,social_liberty_equality,15.4,14,3,2,ALPERSON-T-JOE-FAUST,T. Joe Faust,-0.14285714285714288,True,-0.14285714285714288
AL-2014-house-95-R-STEVE-MCMILLAN,2014.0,environment_resources,11.4,10,2,2,ALPERSON-STEVE-MCMILLAN,Steve McMillan,0.6140350877192983,True,0.6140350877192983
