votesmart_candidate_id,candidate,endorsement_year,organization,interest_group_id,source_type,source_url,candidate_page_url
121489,Dexter Grimsley,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121489/dexter-grimsley
121491,Merritt Carothers,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121491/merritt-carothers
121491,Merritt Carothers,2010,Alabama State Employees Association,1454,interest_group_endorsement,https://votesmart.org/interest-group/1454/alabama-state-employees-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121491/merritt-carothers
121494,David Darby,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121494/david-darby
121499,Dan Williams,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121499/dan-williams
121499,Dan Williams,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121499/dan-williams
121499,Dan Williams,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121499/dan-williams
121499,Dan Williams,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121499/dan-williams
121501,Ken Johnson,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121501/ken-johnson
121501,Ken Johnson,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121501/ken-johnson
121502,Terri Collins,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121502,Terri Collins,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121502,Terri Collins,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121502,Terri Collins,2022,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121502,Terri Collins,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121502,Terri Collins,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121502/terri-collins
121505,Ed Henry,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121505/ed-henry
121505,Ed Henry,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121505/ed-henry
121505,Ed Henry,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121505/ed-henry
121505,Ed Henry,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121505/ed-henry
121507,Mac Buttram,2014,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121507/mac-buttram
121507,Mac Buttram,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121507/mac-buttram
121511,Richard Baughn,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121511/richard-baughn
121511,Richard Baughn,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121511/richard-baughn
121512,Allen Farley,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121512/allen-farley
121512,Allen Farley,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121512/allen-farley
121512,Allen Farley,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121512/allen-farley
121512,Allen Farley,2018,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121512/allen-farley
121512,Allen Farley,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121512/allen-farley
121517,Kerry Rich,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121517,Kerry Rich,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121517,Kerry Rich,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121517,Kerry Rich,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121517,Kerry Rich,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121517,Kerry Rich,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121517/kerry-rich
121529,Bob Fincher,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121529/bob-fincher
121529,Bob Fincher,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121529/bob-fincher
121529,Bob Fincher,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121529/bob-fincher
121529,Bob Fincher,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121529/bob-fincher
121530,Tim Sprayberry,2018,Conservative Christians of Alabama,2201,interest_group_endorsement,https://votesmart.org/interest-group/2201/conservative-christians-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121530/tim-sprayberry
121532,Kurt Wallace,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121532/kurt-wallace
121532,Kurt Wallace,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121532/kurt-wallace
121534,April Weaver,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121534/april-weaver
121537,Bill Poole III,2018,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,"United Automobile, Aerospace and Agricultural Implement Workers of America (UAW)",1268,interest_group_endorsement,https://votesmart.org/interest-group/1268/united-automobile-aerospace-and-agricultural-implement-workers-of-america-uaw,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121537,Bill Poole III,2018,United Mine Workers of America,2334,interest_group_endorsement,https://votesmart.org/interest-group/2334/united-mine-workers-of-america,https://j.futurefacts.votesmart.io/candidate/evaluations/121537/bill-poole-iii
121543,Mark Tuggle,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121543/mark-tuggle
121543,Mark Tuggle,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121543/mark-tuggle
121545,Jody Singleton,2010,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121545/jody-singleton
121546,Bobby Lewis,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121546/bobby-lewis
121549,Donnie Chesteen,2026,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121549/donnie-chesteen
121550,Paul Beckman,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121550/paul-beckman
121550,Paul Beckman,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121550/paul-beckman
121551,"Mike Jones, Jr.",2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121551/mike-jones-jr
121551,"Mike Jones, Jr.",2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121551/mike-jones-jr
121551,"Mike Jones, Jr.",2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121551/mike-jones-jr
121557,Paul Bussman,2018,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121557/paul-bussman
121557,Paul Bussman,2018,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121557/paul-bussman
121557,Paul Bussman,2018,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121557/paul-bussman
121557,Paul Bussman,2018,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121557/paul-bussman
121557,Paul Bussman,2018,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121557/paul-bussman
121561,Greg Reed,2022,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121561,Greg Reed,2022,United Mine Workers of America,2334,interest_group_endorsement,https://votesmart.org/interest-group/2334/united-mine-workers-of-america,https://j.futurefacts.votesmart.io/candidate/evaluations/121561/greg-reed
121565,Clay Scofield,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121565/clay-scofield
121565,Clay Scofield,2022,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121565/clay-scofield
121565,Clay Scofield,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121565/clay-scofield
121565,Clay Scofield,2022,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121565/clay-scofield
121565,Clay Scofield,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121565/clay-scofield
121570,Cam Ward,2020,Alabama Retail Association,2593,interest_group_endorsement,https://votesmart.org/interest-group/2593/alabama-retail-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121570/cam-ward
121571,Slade Blackwell,2014,Business Council of Alabama,2586,interest_group_endorsement,https://votesmart.org/interest-group/2586/business-council-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121571/slade-blackwell
121571,Slade Blackwell,2014,National Federation of Independent Business - Alabama,608,interest_group_endorsement,https://votesmart.org/interest-group/608/national-federation-of-independent-business-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121571/slade-blackwell
121573,Tom Whatley,2022,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121573/tom-whatley
121573,Tom Whatley,2022,Alabama Grocers Association,2587,interest_group_endorsement,https://votesmart.org/interest-group/2587/alabama-grocers-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121573/tom-whatley
121573,Tom Whatley,2022,National Rifle Association (NRA),1034,interest_group_endorsement,https://votesmart.org/interest-group/1034/national-rifle-association-nra,https://j.futurefacts.votesmart.io/candidate/evaluations/121573/tom-whatley
121577,Bryan Taylor,2024,Alabama Association of Realtors,2718,interest_group_endorsement,https://votesmart.org/interest-group/2718/alabama-association-of-realtors,https://j.futurefacts.votesmart.io/candidate/evaluations/121577/bryan-taylor
121577,Bryan Taylor,2024,Alabama Forestry Association,2294,interest_group_endorsement,https://votesmart.org/interest-group/2294/alabama-forestry-association,https://j.futurefacts.votesmart.io/candidate/evaluations/121577/bryan-taylor
121577,Bryan Taylor,2024,Eagle Forum,1513,interest_group_endorsement,https://votesmart.org/interest-group/1513/eagle-forum,https://j.futurefacts.votesmart.io/candidate/evaluations/121577/bryan-taylor
121577,Bryan Taylor,2024,Veterans For America First,3323,interest_group_endorsement,https://votesmart.org/interest-group/3323/veterans-for-america-first,https://j.futurefacts.votesmart.io/candidate/evaluations/121577/bryan-taylor
121581,Brett Wadsworth,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121581/brett-wadsworth
121583,Tim Mitchell,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121583/tim-mitchell
121584,Jerry Fielding,2014,Alabama Farmers Federation,2202,interest_group_endorsement,https://votesmart.org/interest-group/2202/alabama-farmers-federation,https://j.futurefacts.votesmart.io/candidate/evaluations/121584/jerry-fielding
121584,Jerry Fielding,2014,Conservative Christians of Alabama,2201,interest_group_endorsement,https://votesmart.org/interest-group/2201/conservative-christians-of-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121584/jerry-fielding
121584,Jerry Fielding,2014,National Rifle Association Political Victory Fund (NRA-PVF) - Alabama,1557,interest_group_endorsement,https://votesmart.org/interest-group/1557/national-rifle-association-political-victory-fund-nra-pvf-alabama,https://j.futurefacts.votesmart.io/candidate/evaluations/121584/jerry-fielding
121585,"William Wyatt, Jr.",2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121585/william-wyatt-jr
121587,Gregory Varner,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121587/gregory-varner
121588,T.E. Hudson,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121588/te-hudson
121595,Scott Buzbee,2010,Alabama AFL-CIO,1968,interest_group_endorsement,https://votesmart.org/interest-group/1968/alabama-afl-cio,https://j.futurefacts.votesmart.io/candidate/evaluations/121595/scott-buzbee
