bill_id,session_id,session_year,session_name,bill_number,title,description,status,status_date,url,state_link,source_archive,source_member,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,terminal_statuses,issue_codes,classification_sources,text_documents,documents_present,document_types,taxonomy_warning,review_priority,frontier_review_status,frontier_decision,frontier_axes,frontier_poles,frontier_confidence,frontier_rationale
587758,1038,2014,Regular Session 2014,SB116,"Public assistance benefits, purchase of alcoholic beverages, tobacco products, and lottery tickets with, prohibited, use of benefit funds in certain establishments prohibited, penalties for violations, Human Resources Department required to perform monthly matches to determine eligibility regarding incarceration or whether recipient is deceased","Public assistance benefits, purchase of alcoholic beverages, tobacco products, and lottery tickets with, prohibited, use of benefit funds in certain establishments prohibited, penalties for violations, Human Resources Department required to perform monthly matches to determine eligibility regarding incarceration or whether recipient is deceased",4,2014-04-03,https://legiscan.com/AL/bill/SB116/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB116,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB116.json,5,2,welfare_conditionality,strengthen_conditions,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,gambling_cultural|social_services,human_anchor_review|none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,welfare_conditionality;recipient_purchase_autonomy;eligibility_surveillance;punitive_law_and_order,strengthen;restrict;expand;punitive,high,"Restricts purchases and establishments, adds penalties, and mandates monthly incarceration and death matches. This expands welfare conditionality and surveillance."
588446,1038,2014,Regular Session 2014,SB164,"Voter identification, penalties for crime of falsifying or fraudulently making an application for Alabama photo voter ID card reduced, Sec. 17-9-30 am'd.","Voter identification, penalties for crime of falsifying or fraudulently making an application for Alabama photo voter ID card reduced, Sec. 17-9-30 am'd.",2,2014-02-20,https://legiscan.com/AL/bill/SB164/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB164,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB164.json,1,1,criminal_punishment,rehabilitative,prior_v3_audit,v3_direction_accepted,voting_elections,none,1,1,Introduced,,3,reviewed,multi_axis,criminal_punishment;election_integrity_controls,reduce_voter_id_fraud_penalty;retain,high,Reduces penalties for falsifying a state voter-ID application. This is a narrow reduction in election-related criminal punishment.
564690,1038,2014,Regular Session 2014,SB22,"Health insurance, licensing of physicians, dentists, chiropractors, and optometrists, not to be conditioned on participation in health insurance plans","Health insurance, licensing of physicians, dentists, chiropractors, and optometrists, not to be conditioned on participation in health insurance plans",4,2014-03-20,https://legiscan.com/AL/bill/SB22/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB22,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB22.json,4,4,healthcare_access,expand,prior_v3_audit,v3_direction_accepted,healthcare,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,map,medical_provider_market_autonomy,expand_against_insurer_coercion,high,"Prohibits conditioning professional licenses on insurance-plan participation. This protects provider autonomy, not patient coverage directly."
612599,1038,2014,Regular Session 2014,SB303,"Food stamps and welfare, Temporary Assistance for Needy Families (TANF), persons with felony drug conviction, federal law provisions making ineligible, provision for persons to be eligible under certain conditions","Food stamps and welfare, Temporary Assistance for Needy Families (TANF), persons with felony drug conviction, federal law provisions making ineligible, provision for persons to be eligible under certain conditions",2,2014-02-27,https://legiscan.com/AL/bill/SB303/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB303,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB303.json,3,1,welfare_conditionality,strengthen_conditions,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,social_services,none,2,2,Engrossed|Introduced,,3,reviewed,map,public_assistance_access,expand_conditional_drug_felony_eligibility,high,Allows people with felony drug convictions to qualify for food and TANF benefits under conditions. This relaxes the federal categorical ban.
619794,1038,2014,Regular Session 2014,SB354,"Disorderly conduct, definition revised, carrying a pistol in a vehicle without a pistol permit, authorized, discretion of sheriff in concealed pistol licensing eliminated under certain conditions, certain provisions of concealed pistol licensing revised, Secs. 13A-11-7, 13A-11-73, 13A-11-74, 13A-11-75 am'd.","Disorderly conduct, definition revised, carrying a pistol in a vehicle without a pistol permit, authorized, discretion of sheriff in concealed pistol licensing eliminated under certain conditions, certain provisions of concealed pistol licensing revised, Secs. 13A-11-7, 13A-11-73, 13A-11-74, 13A-11-75 am'd.",2,2014-03-19,https://legiscan.com/AL/bill/SB354/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB354,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB354.json,6,6,gun_access,expand,prior_v3_audit,v3_direction_accepted,guns,none,2,2,Engrossed|Introduced,,3,reviewed,map,gun_access,expand_vehicle_and_shall_issue_carry,high,Allows vehicle carry without a permit and reduces sheriff discretion in concealed licensing. This directly expands gun access.
620117,1038,2014,Regular Session 2014,SB366,"Oil and Gas Board, oil and gas wells, drainage or production units, regulation of horizontal wells in oil reservoirs and offshore wells in gas reservoirs, Secs. 9-17-1, 9-17-12 am'd.","Oil and Gas Board, oil and gas wells, drainage or production units, regulation of horizontal wells in oil reservoirs and offshore wells in gas reservoirs, Secs. 9-17-1, 9-17-12 am'd.",4,2014-03-20,https://legiscan.com/AL/bill/SB366/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB366,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB366.json,2,2,environmental_protection,weaken,prior_v3_audit,v3_direction_accepted,environment_energy,none,2,2,Enrolled|Introduced,,3,reviewed,map,fossil_fuel_extraction_regulation,expand_horizontal_and_offshore_rules,high,Extends or clarifies Oil and Gas Board regulation of horizontal and offshore production units. The inherited weakening label was unsupported; this expands structured regulation.
571185,1038,2014,Regular Session 2014,SB38,"Schools, nonpublic, including private and church schools, State Department of Education prohibited from regulating or licensing, public colleges and universities prohibted from denying admittance to students based on attendance at nonpublic schools, department may not deny certification to a person because of employment by a nonpublic school, Secs. 16-1-11, 16-28-1, 16-28-7, 16-46-1 to 16-46-10, inclusive, am'd.","Schools, nonpublic, including private and church schools, State Department of Education prohibited from regulating or licensing, public colleges and universities prohibted from denying admittance to students based on attendance at nonpublic schools, department may not deny certification to a person because of employment by a nonpublic school, Secs. 16-1-11, 16-28-1, 16-28-7, 16-46-1 to 16-46-10, inclusive, am'd.",4,2014-03-19,https://legiscan.com/AL/bill/SB38/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB38,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB38.json,11,8,market_governance,market_autonomy,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,public_education,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,private_school_autonomy;education_market_choice;state_education_regulation,expand;expand;restrict,high,Bars state licensing of private and church schools and protects their students and employees from public-system discrimination. This strongly expands nonpublic education autonomy.
633121,1038,2014,Regular Session 2014,SB428,"Virtual Public Schools Act, local boards of education may provide alternative choice for education via the Internet","Virtual Public Schools Act, local boards of education may provide alternative choice for education via the Internet",2,2014-03-18,https://legiscan.com/AL/bill/SB428/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB428,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB428.json,1,1,education_market_choice,expand,prior_v3_audit,v3_direction_accepted,public_education,none,1,1,Introduced,,3,reviewed,map,education_market_choice,expand_virtual_public_schools,high,Allows local boards to offer Internet-based virtual public schools. This expands delivery choice within public education.
636603,1038,2014,Regular Session 2014,SB459,"Medicaid, Regional Care Organizations, membership and eligibility of board of directors revised, appointment of executive committee, creation of provider standards committee, establishment of minimum reimbursement rates by the Medicaid Agency, review of provider contract terms, rulemaking authority of the Medicaid Agency, Secs. 22-6-151, 22-6-153, 22-6-155, 22-6-158, 22-6-163, 22-6-164 am'd.","Medicaid, Regional Care Organizations, membership and eligibility of board of directors revised, appointment of executive committee, creation of provider standards committee, establishment of minimum reimbursement rates by the Medicaid Agency, review of provider contract terms, rulemaking authority of the Medicaid Agency, Secs. 22-6-151, 22-6-153, 22-6-155, 22-6-158, 22-6-163, 22-6-164 am'd.",4,2014-04-02,https://legiscan.com/AL/bill/SB459/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB459,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB459.json,4,2,healthcare_access,expand,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,healthcare,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,mixed_no_scalar_direction,medicaid_delivery_system;provider_reimbursement_floor;managed_care_governance;provider_contract_regulation,mixed,high,"Revises regional Medicaid governance, provider standards, minimum rates, contract review, and agency rules. This is managed-care restructuring with provider protections, not a simple access expansion."
575038,1038,2014,Regular Session 2014,SB63,"Human Resources Department, public assistance, drug testing for applicants and recipients required upon reasonable suspicion, ineligibility under certain conditions, department to implement, rulemaking authority","Human Resources Department, public assistance, drug testing for applicants and recipients required upon reasonable suspicion, ineligibility under certain conditions, department to implement, rulemaking authority",4,2014-04-03,https://legiscan.com/AL/bill/SB63/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB63,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB63.json,7,2,welfare_conditionality,strengthen_conditions,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,social_services,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,welfare_conditionality;public_assistance_access;drug_testing_privacy,strengthen_reasonable_suspicion_testing;restrict;restrict,high,Requires suspicion-based applicant and recipient drug tests with ineligibility. This conditions and restricts public assistance.
745780,1159,2015,Regular Session 2015,HB160,"Consumer, regulate the lending of money, provide criminal penalties","Consumer, regulate the lending of money, provide criminal penalties",2,2015-04-23,https://legiscan.com/AL/bill/HB160/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB160,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB160.json,3,3,criminal_punishment,punitive,prior_v3_audit,v3_direction_accepted,criminal_justice,none,2,2,Engrossed|Introduced,,3,reviewed,multi_axis,consumer_lawsuit_lending_regulation;criminal_punishment,expand;punitive,high,"Regulates consumer lawsuit lending with criminal penalties. This is financial consumer-protection regulation, not generic punitive ideology."
728940,1159,2015,Regular Session 2015,HB18,"Death penalty, execution by electrocution required under certain conditions, Sec. 15-18-82.1 am'd.","Death penalty, execution by electrocution required under certain conditions, Sec. 15-18-82.1 am'd.",2,2015-03-11,https://legiscan.com/AL/bill/HB18/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB18,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB18.json,3,2,criminal_punishment,punitive,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,criminal_justice,human_anchor_review|none,2,2,Engrossed|Introduced,,3,reviewed,map,death_penalty_governance,require_electrocution_conditions,high,Requires electrocution under specified execution conditions. This preserves or mandates an additional execution method and is strongly pro-capital-punishment.
682326,1159,2015,Regular Session 2015,HB2,"Crime of theft of valor, created, criminal penalties, limitation period tolled, Alabama Stolen Valor Act of 2015, Sec. 13A-8-10.5 added","Crime of theft of valor, created, criminal penalties, limitation period tolled, Alabama Stolen Valor Act of 2015, Sec. 13A-8-10.5 added",4,2015-04-16,https://legiscan.com/AL/bill/HB2/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB2,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB2.json,5,5,criminal_punishment,punitive,prior_v3_audit,v3_direction_accepted,criminal_justice,none,2,2,Enrolled|Introduced,,3,reviewed,multi_axis,military_symbolic_protection;criminal_punishment,expand;punitive,high,Creates a stolen-valor crime and tolls its limitations period. This protects military honor through criminal law.
767393,1159,2015,Regular Session 2015,HB420,"Corrections Institute Finance Authority, authorized to issue additional bonds, Secs. 14-2-12, 14-2-19 am'd.","Corrections Institute Finance Authority, authorized to issue additional bonds, Secs. 14-2-12, 14-2-19 am'd.",4,2015-05-26,https://legiscan.com/AL/bill/HB420/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB420,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB420.json,3,3,incarceration,expand,prior_v3_audit,v3_direction_accepted,criminal_justice,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,incarceration_capacity;public_debt_finance,expand;expand,high,Authorizes additional correctional-facility bonds. This expands prison capital financing and potential capacity.
733734,1159,2015,Regular Session 2015,HB47,"Firearms, pistols, sale of or delivery to minor, record-keeping and administrative requirements, certain provisions eliminated, Secs. 13A-11-57, 13A-11-61.2, 13A-11-72, 13A-11-76, 13A-11-79, 22-52-10.8, 40-12-143 am'd.","Firearms, pistols, sale of or delivery to minor, record-keeping and administrative requirements, certain provisions eliminated, Secs. 13A-11-57, 13A-11-61.2, 13A-11-72, 13A-11-76, 13A-11-79, 22-52-10.8, 40-12-143 am'd.",4,2015-06-04,https://legiscan.com/AL/bill/HB47/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB47,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB47.json,6,6,gun_purchase_regulation,weaken,prior_v3_audit,v3_direction_accepted,guns,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,map,gun_purchase_regulation,weaken_minor_sale_records_and_administration,high,Eliminates specified recordkeeping and administrative provisions governing pistol transfer to minors. This weakens purchase regulation.
741820,1159,2015,Regular Session 2015,HB57,"Economic development, incentives under the Alabama Jobs Act further provided for, loans in targeted counties by the State Industrial Development Authority authorized, Alabama Veterans and Targeted Counties Act, Secs. 40-18-376.1, 40-18-376.2 , 41-10-45.1 to 41-10-45.6, inclusive, added","Economic development, incentives under the Alabama Jobs Act further provided for, loans in targeted counties by the State Industrial Development Authority authorized, Alabama Veterans and Targeted Counties Act, Secs. 40-18-376.1, 40-18-376.2 , 41-10-45.1 to 41-10-45.6, inclusive, added",4,2015-04-09,https://legiscan.com/AL/bill/HB57/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB57,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB57.json,7,7,market_governance,intervention,prior_v3_audit,v3_direction_accepted,business_regulation,none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,tax_targeted_development_incentive;public_development_lending;veteran_and_rural_economic_support,expand;expand;expand,high,Expands Jobs Act incentives and state-authority loans for veterans and targeted counties. This is active industrial and regional subsidy policy.
743531,1159,2015,Regular Session 2015,SB137,"Lobbying, prohibiting certain public officials from serving as a lobbyist for a two-year period, Secs. 36-25-13, 36-25-23 am'd.","Lobbying, prohibiting certain public officials from serving as a lobbyist for a two-year period, Secs. 36-25-13, 36-25-23 am'd.",2,2015-04-30,https://legiscan.com/AL/bill/SB137/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB137,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB137.json,2,2,institutional_populism,popular_control,prior_v3_audit,v3_direction_accepted,ethics_government,none,2,2,Engrossed|Introduced,,3,reviewed,map,government_revolving_door_restrictions,strengthen,high,"Extends or strengthens the prohibition on specified public officials becoming lobbyists for two years, restricting the government-to-lobbying revolving door."
764966,1159,2015,Regular Session 2015,SB305,"Jackson Co., firearms, sheriff authorize to sell abandoned or stolen firearms to highest bidder under certain conditions, Sec. 45-36-231.02 am'd.","Jackson Co., firearms, sheriff authorize to sell abandoned or stolen firearms to highest bidder under certain conditions, Sec. 45-36-231.02 am'd.",4,2015-04-23,https://legiscan.com/AL/bill/SB305/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB305,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB305.json,2,2,gun_access,expand,prior_v3_audit,v3_direction_accepted,guns,none,2,2,Enrolled|Introduced,,3,reviewed,local_non_generalizable,law_enforcement_firearm_disposal,authorize_auction,high,"Allows Jackson County's sheriff to auction recovered firearms. This is local asset disposition, not general gun access."
788531,1173,2015,First Special Session 2015,SB41,"Corrections Department, appropriation in 2014-2015 General Fund budget, earmarking for Wetumpka Women's Facility deleted, Act 2014-284, 2014 Reg. Sess., am'd.","Corrections Department, appropriation in 2014-2015 General Fund budget, earmarking for Wetumpka Women's Facility deleted, Act 2014-284, 2014 Reg. Sess., am'd.",4,2015-08-11,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/SB41.json,4,1,criminal_punishment,punitive,codex_terminal_rule|prior_v3_audit,excluded_fiscal_baseline_insufficient|procedural_or_amendment_excluded|v3_direction_accepted,criminal_justice|taxes_budget,human_anchor_review|none,1,1,Introduced,,3,reviewed,multi_axis,correctional_budget_flexibility;legislative_fiscal_oversight;women_prisoner_protection,expand_executive;restrict;weaken_earmark,high,Removes a facility-specific Tutwiler funding earmark during a budget crisis. A yes vote favors administrative flexibility and anti-earmark budgeting but weakens legislative guarantees for a vulnerable women's prison; it is only marginally conservative on social justice and conservative on fiscal control.
738810,1159,2015,Regular Session 2015,SB45,"Charter schools, public charter schools authorized, Alabama Public Charter School Commission created, application, accountability, operation, funding, School Choice and Student Opportunity Act","Charter schools, public charter schools authorized, Alabama Public Charter School Commission created, application, accountability, operation, funding, School Choice and Student Opportunity Act",4,2015-03-19,https://legiscan.com/AL/bill/SB45/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB45,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB45.json,25,3,education_market_choice,expand,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,school_choice,deterministic_high_precision_rule|human_anchor_review|none,3,3,Engrossed|Enrolled|Introduced,,3,reviewed,multi_axis,education_market_choice;charter_school_access;charter_school_accountability,expand;expand;establish,high,"Authorizes public charter schools and a statewide commission with application, funding, and accountability rules. This is a major charter-choice expansion."
842861,1172,2016,Regular Session 2016,HB174,"Employment, Alabama Uniform Minimum Wage and Right to Work Act, prohibit local governmental entities from requiring minimum wage or other benefits","Employment, Alabama Uniform Minimum Wage and Right to Work Act, prohibit local governmental entities from requiring minimum wage or other benefits",4,2016-02-25,https://legiscan.com/AL/bill/HB174/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB174,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB174.json,5,3,labor_rights,restrict,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,labor_unions,human_anchor_review|none,2,2,Enrolled|Introduced,,3,reviewed,multi_axis,local_minimum_wage_authority;local_employment_benefit_authority;state_preemption,restrict;restrict;expand,high,"Preempts local governments from setting minimum wages or employment benefits, restricting local labor standards and expanding state preemption."
845468,1172,2016,Regular Session 2016,HB183,"Sonogram, specific information regarding unborn child, required notice, penalty for violation, Ultrasound Access Act","Sonogram, specific information regarding unborn child, required notice, penalty for violation, Ultrasound Access Act",1,2016-02-11,https://legiscan.com/AL/bill/HB183/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB183,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB183.json,2,1,abortion_access,restrict,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,abortion,human_anchor_review|none,1,1,Introduced,,3,reviewed,multi_axis,abortion_access;mandatory_ultrasound_information;criminal_punishment,restrict;require;punitive,high,Requires specified sonogram information and penalties. This adds a mandatory abortion-care condition.
849131,1172,2016,Regular Session 2016,HB238,"Children, criminal penalties for distrib. of harmful material to minor by school employee, out of court statements by minors allowed under certain conditions, certain individuals with certain credentials auth. to work in child care facilities, criminal penaties for sexual abuse by foster parents, Sec. 38-7-20 added; Secs. 13A-12-200.5, 15-25-31, 26-14-3, 38-7-2 am'd.","Children, criminal penalties for distrib. of harmful material to minor by school employee, out of court statements by minors allowed under certain conditions, certain individuals with certain credentials auth. to work in child care facilities, criminal penaties for sexual abuse by foster parents, Sec. 38-7-20 added; Secs. 13A-12-200.5, 15-25-31, 26-14-3, 38-7-2 am'd.",4,2016-05-04,https://legiscan.com/AL/bill/HB238/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB238,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB238.json,3,3,criminal_punishment,punitive,prior_v3_audit,v3_direction_accepted,criminal_justice,none,1,1,Introduced,,3,reviewed,mixed_no_scalar_direction,child_sexual_safety;school_employee_speech;childcare_workforce_access;criminal_punishment,mixed,high,Omnibus child-protection legislation expands penalties and evidentiary rules while changing childcare-worker eligibility. It cannot be represented as one punitive scalar.
833379,1172,2016,Regular Session 2016,HB37,"Right to work public, policy declared, membership in or payment of dues to labor union may not be required for employment, const. amend.","Right to work public, policy declared, membership in or payment of dues to labor union may not be required for employment, const. amend.",4,2016-03-17,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB37.json,10,4,labor_rights,restrict,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,labor_unions,human_anchor_review|none,2,2,Engrossed|Introduced,,3,reviewed,map,collective_bargaining_and_union_security,restrict,high,Constitutionalizes right-to-work policy by barring employment requirements to join or pay dues to a union.
864861,1172,2016,Regular Session 2016,HB410,"Muscle, Shoals, warrant recall fee in municipal court cases, deposit of proceeds into Corrections Fund","Muscle, Shoals, warrant recall fee in municipal court cases, deposit of proceeds into Corrections Fund",4,2016-04-21,https://legiscan.com/AL/bill/HB410/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB410,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB410.json,2,2,due_process,weaken,prior_v3_audit,v3_direction_accepted,criminal_justice,none,1,1,Introduced,,3,reviewed,local_non_generalizable,court_user_fees;municipal_corrections_funding,increase;expand,high,"Authorizes Muscle Shoals warrant-recall fees. This is local justice finance, not general due process."
836412,1172,2016,Regular Session 2016,HB98,"Firearms, pistol permits, retired military, lifetime permit provided at no cost, power of sheriff to revoke","Firearms, pistol permits, retired military, lifetime permit provided at no cost, power of sheriff to revoke",4,2016-05-04,https://legiscan.com/AL/bill/HB98/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB98,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HB98.json,10,10,gun_access,expand,prior_v3_audit,v3_direction_accepted,guns,none,1,1,Introduced,,3,reviewed,mixed_no_scalar_direction,gun_access;gun_permit_revocation,expand_free_lifetime_veteran_permit;retain_sheriff_power,high,Creates free lifetime permits for retired military while retaining or revising sheriff revocation power. It expands access for a favored group with a regulatory safeguard.
798114,1172,2016,Regular Session 2016,SB14,"Firearms, possession of does not constitute disorderly conduct, possession of in a vehicle or on certain property authorized under certain conditions, exception, Secs. 13A-11-7, 13A-11-73, 13A-11-74, 13A-11-75 am'd.","Firearms, possession of does not constitute disorderly conduct, possession of in a vehicle or on certain property authorized under certain conditions, exception, Secs. 13A-11-7, 13A-11-73, 13A-11-74, 13A-11-75 am'd.",2,2016-04-05,https://legiscan.com/AL/bill/SB14/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB14,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SB14.json,3,1,gun_access,expand,codex_terminal_rule|prior_v3_audit,excluded_motion_relationship_insufficient|procedural_or_amendment_excluded|v3_direction_accepted,guns,human_anchor_review|none,1,1,Introduced,,3,reviewed,map,gun_access,expand_vehicle_and_property_possession,high,Provides that possession alone is not disorderly conduct and broadens vehicle and property possession. This expands gun rights.
845755,1172,2016,Regular Session 2016,SB205,"Abortion, Department of Public Health may not issue or renew licenses of clinics located near schools","Abortion, Department of Public Health may not issue or renew licenses of clinics located near schools",4,2016-05-04,https://legiscan.com/AL/bill/SB205/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB205,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SB205.json,5,5,abortion_access,restrict,prior_v3_audit,v3_direction_accepted,abortion,none,1,1,Introduced,,3,reviewed,map,abortion_access,restrict_clinic_siting_near_schools,high,Bars licensure of abortion clinics near schools. This restricts clinic availability through location rules.
