canonical_candidate_id,cmo,person_id,canonical_name,year,chamber,primitive_axis,weighted_valence,absolute_evidence_weight,evidence_records,issue_valence
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,gun_access,0.5850000000000001,0.65,1,0.9000000000000001
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,market_governance,-0.507,0.65,1,-0.78
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,religion_state,2.0,2.0,2,1.0
AL-1998-house-2-D-HAMILTON,28.8169480974968,ALPERSON-HAMILTON,Hamilton,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,gun_access,0.65,0.65,1,1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,market_governance,-1.078,1.65,2,-0.6533333333333334
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,religion_state,-1.0,1.0,1,-1.0
AL-1998-house-3-D-BLACK,26.078414229671573,ALPERSON-BLACK,Black,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,gun_access,0.9359999999999999,1.3,2,0.72
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,market_governance,0.3499999999999999,1.65,2,0.2121212121212121
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,religion_state,1.0,1.0,1,1.0
AL-1998-house-5-D-CARTER,36.2220125990595,ALPERSON-CARTER,Carter,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,gun_access,0.65,0.65,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,market_governance,-1.65,1.65,2,-1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,religion_state,1.0,1.0,1,1.0
AL-1998-house-8-D-DUKES,36.281064574846944,ALPERSON-DUKES,Dukes,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-9-D-GRANTLAND,2.7725368805216952,ALPERSON-GRANTLAND,Grantland,1998,house,gun_access,0.39,0.65,1,0.6
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,market_governance,-1.0,1.0,1,-1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,religion_state,1.0,1.0,1,1.0
AL-1998-house-10-D-SMITH,7.615442459640501,ALPERSON-SMITH,Smith,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,abortion_access,1.0,3.0,3,0.3333333333333333
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,anti_discrimination,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,childcare_support,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,civil_social_liberty,2.9999999999999996,7.0,7,0.4285714285714285
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,criminal_punishment,4.5,9.0,9,0.5
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,education_accountability,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,education_public_funding,1.5,2.0,2,0.75
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,environmental_protection,-2.5,6.0,6,-0.4166666666666667
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,gun_access,0.0,2.0,2,0.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,healthcare_access,3.0,3.0,3,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,labor_capital_alignment,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,market_governance,3.0,5.0,5,0.6
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,marriage_equality,-1.0,1.0,1,-1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,public_spending,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,religion_state,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,resource_management,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,tax_burden,-1.0,9.0,9,-0.1111111111111111
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,voting_access,1.0,1.0,1,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,welfare_conditionality,3.0,3.0,3,1.0
AL-1998-house-11-D-WHITE,9.897856863244211,ALPERSON-WHITE,White,1998,house,welfare_generosity,2.0,3.0,3,0.6666666666666666
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,abortion_access,0.0,4.0,4,0.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,anti_discrimination,-1.0,1.0,1,-1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,childcare_support,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,civil_social_liberty,-1.0,5.0,5,-0.2
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,criminal_punishment,8.35,10.85,11,0.7695852534562212
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,deficit_discipline,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,education_accountability,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,education_public_funding,3.0,3.0,3,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,environmental_protection,-4.0,7.0,7,-0.5714285714285714
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,gun_access,0.6499999999999999,2.65,3,0.2452830188679245
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,healthcare_access,3.0,3.0,3,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,labor_capital_alignment,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,market_governance,1.701,6.65,7,0.2557894736842105
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,marriage_equality,-1.0,1.0,1,-1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,public_spending,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,religion_state,2.0,2.0,2,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,resource_management,1.0,1.0,1,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,tax_burden,-0.7499999999999999,10.75,11,-0.0697674418604651
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,voting_access,-1.0,1.0,1,-1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,welfare_conditionality,2.0,2.0,2,1.0
AL-1998-house-12-D-MORRISON,42.05643323739498,ALPERSON-MORRISON,Morrison,1998,house,welfare_generosity,1.0,2.0,2,0.5
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,abortion_access,-1.0,5.0,5,-0.2
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,anti_discrimination,-4.0,4.0,4,-1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,childcare_support,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,civil_social_liberty,2.0,8.0,8,0.25
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,criminal_punishment,10.0,12.0,12,0.8333333333333334
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,deficit_discipline,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,education_accountability,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,education_market_choice,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,education_public_funding,1.5,3.0,3,0.5
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,environmental_protection,-2.0,5.0,5,-0.4
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,gun_access,-1.3499999999999999,2.65,3,-0.5094339622641509
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,healthcare_access,3.5,4.0,4,0.875
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,labor_capital_alignment,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,land_use_property_rights,-1.0,1.0,1,-1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,market_governance,1.35,4.65,5,0.2903225806451613
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,marriage_equality,-1.0,1.0,1,-1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,religion_state,2.0,2.0,2,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,tax_burden,2.5,10.0,10,0.25
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,welfare_conditionality,2.0,2.0,2,1.0
AL-1998-house-13-D-HOGAN,0.6528145941134387,ALPERSON-HOGAN,Hogan,1998,house,welfare_generosity,3.5,4.0,4,0.875
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,criminal_punishment,2.0,2.0,2,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,gun_access,1.3,1.3,2,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,market_governance,-1.364,1.65,2,-0.8266666666666668
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,religion_state,2.0,2.0,2,1.0
AL-1998-house-14-D-GUIN,12.279106654149691,ALPERSON-GUIN,Guin,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-16-D-THIGPEN,8.629507868339488,ALPERSON-THIGPEN,Thigpen,1998,house,gun_access,0.0,0.65,1,0.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,civil_social_liberty,-1.0,1.0,1,-1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,criminal_punishment,1.0,1.0,1,1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,education_public_funding,1.0,1.0,1,1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,gun_access,1.105,1.3,2,0.85
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,healthcare_access,1.0,1.0,1,1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,market_governance,-1.65,1.65,2,-1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,religion_state,1.0,1.0,1,1.0
AL-1998-house-17-D-MILLICAN,42.11370434594326,ALPERSON-MILLICAN,Millican,1998,house,tax_burden,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,abortion_access,0.0,4.0,4,0.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,anti_discrimination,1.0,3.0,3,0.3333333333333333
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,childcare_support,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,civil_social_liberty,0.0,6.0,6,0.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,criminal_punishment,11.0,13.0,13,0.8461538461538461
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,deficit_discipline,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,education_accountability,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,education_public_funding,2.0,3.0,3,0.6666666666666666
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,environmental_protection,-4.0,7.0,7,-0.5714285714285714
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,gun_access,-1.0,3.0,3,-0.3333333333333333
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,healthcare_access,0.4999999999999998,3.0,3,0.1666666666666666
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,labor_capital_alignment,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,land_use_property_rights,-1.0,1.0,1,-1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,market_governance,1.7399999999999998,6.65,7,0.2616541353383458
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,marriage_equality,-1.0,1.0,1,-1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,public_employee_compensation,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,public_spending,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,religion_state,2.0,2.0,2,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,resource_management,1.0,1.0,1,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,tax_burden,-0.5,10.0,10,-0.05
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,voting_access,-1.0,1.0,1,-1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,welfare_conditionality,2.0,2.0,2,1.0
AL-1998-house-18-D-MORROW,2.2610798433045414,ALPERSON-MORROW,Morrow,1998,house,welfare_generosity,2.0,4.0,4,0.5
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,abortion_access,1.0,3.0,3,0.3333333333333333
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,anti_discrimination,-3.0,3.0,3,-1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,childcare_support,1.0,1.0,1,1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,civil_social_liberty,4.0,8.0,8,0.5
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,criminal_punishment,4.0,7.0,7,0.5714285714285714
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,deficit_discipline,-1.0,1.0,1,-1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,education_accountability,1.0,1.0,1,1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,education_public_funding,1.0,2.0,2,0.5
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,environmental_protection,0.4999999999999998,3.0,3,0.1666666666666666
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,gun_access,0.0,2.65,3,0.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,healthcare_access,1.5,2.0,2,0.75
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,labor_capital_alignment,1.0,1.0,1,1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,market_governance,3.0,5.0,5,0.6
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,marriage_equality,-1.0,1.0,1,-1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,public_spending,1.0,1.0,1,1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,resource_management,1.0,1.0,1,1.0
AL-1998-house-21-D-JONES,24.03571242044777,ALPERSON-JONES,Jones,1998,house,tax_burden,-1.0,9.0,9,-0.1111111111111111
