bill_id,bill_number,session_id,session_name,people_id,name,party,role,district,sponsor_type_id,sponsor_order,committee_sponsor,session_year,issue_code,issue_codes,yea_direction,classification_status,classification_reason,action_type,action_weight,sponsor_position
416099,HB4,157,First Special Session 2010,3457,Lawrence McAdory,D,Rep,HD-056,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,12549,Dexter Grimsley,D,Rep,HD-085,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3389,Mary Moore,D,Rep,HD-059,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3382,Thomas Jackson,D,Rep,HD-068,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3357,Laura Hall,D,Rep,HD-019,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3358,Artis McCampbell,D,Rep,HD-071,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3360,Barbara Boyd,D,Rep,HD-032,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3368,Demetrius Newton,D,Rep,HD-053,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3370,Pebblin Warren,D,Rep,HD-082,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3372,Thad McClammy,D,Rep,HD-076,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3375,Oliver Robinson,D,Rep,HD-058,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,3381,Alan Harper,R,Rep,HD-061,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416099,HB4,157,First Special Session 2010,12550,Juandalynn Givan,D,Rep,HD-060,0,0,0,2010,,,,unclassified,no ideological topic detected,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3354,John Knight,D,Rep,HD-077,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3391,Merika Coleman-Evans,D,Rep,HD-057,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3402,Johnny Morrow,D,Rep,HD-018,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3421,Joseph Hubbard,D,Rep,HD-073,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3454,John Rogers,D,Rep,HD-052,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3455,Elaine Beech,D,Rep,HD-065,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3456,Roderick Scott,D,Rep,HD-055,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3457,Lawrence McAdory,D,Rep,HD-056,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,12549,Dexter Grimsley,D,Rep,HD-085,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3389,Mary Moore,D,Rep,HD-059,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3382,Thomas Jackson,D,Rep,HD-068,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3357,Laura Hall,D,Rep,HD-019,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3358,Artis McCampbell,D,Rep,HD-071,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3360,Barbara Boyd,D,Rep,HD-032,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3368,Demetrius Newton,D,Rep,HD-053,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3370,Pebblin Warren,D,Rep,HD-082,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3372,Thad McClammy,D,Rep,HD-076,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3375,Oliver Robinson,D,Rep,HD-058,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,3381,Alan Harper,R,Rep,HD-061,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416092,HB5,157,First Special Session 2010,12550,Juandalynn Givan,D,Rep,HD-060,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3354,John Knight,D,Rep,HD-077,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3391,Merika Coleman-Evans,D,Rep,HD-057,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3406,Craig Ford,D,Rep,HD-028,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3421,Joseph Hubbard,D,Rep,HD-073,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3454,John Rogers,D,Rep,HD-052,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3455,Elaine Beech,D,Rep,HD-065,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3456,Roderick Scott,D,Rep,HD-055,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3457,Lawrence McAdory,D,Rep,HD-056,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,12549,Dexter Grimsley,D,Rep,HD-085,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3389,Mary Moore,D,Rep,HD-059,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3382,Thomas Jackson,D,Rep,HD-068,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3357,Laura Hall,D,Rep,HD-019,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3358,Artis McCampbell,D,Rep,HD-071,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3360,Barbara Boyd,D,Rep,HD-032,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3368,Demetrius Newton,D,Rep,HD-053,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3370,Pebblin Warren,D,Rep,HD-082,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3372,Thad McClammy,D,Rep,HD-076,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3375,Oliver Robinson,D,Rep,HD-058,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,3381,Alan Harper,R,Rep,HD-061,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416089,HB6,157,First Special Session 2010,12550,Juandalynn Givan,D,Rep,HD-060,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3354,John Knight,D,Rep,HD-077,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3391,Merika Coleman-Evans,D,Rep,HD-057,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3406,Craig Ford,D,Rep,HD-028,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3421,Joseph Hubbard,D,Rep,HD-073,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3454,John Rogers,D,Rep,HD-052,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3455,Elaine Beech,D,Rep,HD-065,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3456,Roderick Scott,D,Rep,HD-055,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3457,Lawrence McAdory,D,Rep,HD-056,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,12549,Dexter Grimsley,D,Rep,HD-085,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3389,Mary Moore,D,Rep,HD-059,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3382,Thomas Jackson,D,Rep,HD-068,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3357,Laura Hall,D,Rep,HD-019,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3358,Artis McCampbell,D,Rep,HD-071,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3360,Barbara Boyd,D,Rep,HD-032,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3370,Pebblin Warren,D,Rep,HD-082,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3372,Thad McClammy,D,Rep,HD-076,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3375,Oliver Robinson,D,Rep,HD-058,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3380,Marcel Black,D,Rep,HD-003,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,3381,Alan Harper,R,Rep,HD-061,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416076,HB7,157,First Special Session 2010,12550,Juandalynn Givan,D,Rep,HD-060,0,0,0,2010,voting_elections,voting_elections,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416074,HB8,157,First Special Session 2010,3448,Richard Laird,D,Rep,HD-037,0,0,0,2010,taxes_budget,taxes_budget,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12548,Allen Farley,R,Rep,HD-015,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12502,Ed Henry,R,Rep,HD-009,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12501,Barry Moore,R,Rep,HD-091,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12500,April Weaver,R,Rep,HD-049,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12490,Paul Lee,R,Rep,HD-086,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12489,Dan Williams,R,Rep,HD-005,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12488,Lynn Greer,R,Rep,HD-002,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12487,William Roberts,R,Rep,HD-013,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12486,Terri Collins,R,Rep,HD-008,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12485,Kerry Rich,R,Rep,HD-026,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3459,K.L. Brown,R,Rep,HD-040,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3453,Mary McClurkin,R,Rep,HD-043,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12503,Mike Hubbard,R,Rep,HD-079,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12504,Wes Long,R,Rep,HD-027,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12545,Mark Tuggle,R,Rep,HD-081,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12526,Paul Beckman,R,Rep,HD-088,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12523,Daniel Boman,R,Rep,HD-016,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12520,Wayne Johnson,R,Rep,HD-022,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12513,Jim Patterson,R,Rep,HD-021,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12512,Ken Johnson,R,Rep,HD-007,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12509,Donnie Chesteen,R,Rep,SD-029,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12508,Kurt Wallace,R,Rep,HD-042,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12507,Mac Buttram,R,Rep,HD-012,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12506,Becky Nordgren,R,Rep,HD-029,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,12505,Richard Baughn,R,Rep,HD-014,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3450,Alan Boothe,R,Rep,HD-089,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3445,Allen Treadaway,R,Rep,HD-051,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3424,Joe Faust,R,Rep,HD-094,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3423,Harry Shiver,R,Rep,HD-064,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3419,Dickie Drake,R,Rep,HD-045,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3418,Jack Williams,R,Rep,HD-047,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3416,Mike Ball,R,Rep,HD-010,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3415,Victor Gaston,R,Rep,HD-100,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3414,Jay Love,R,Rep,HD-074,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3412,Gregory Canfield,R,Rep,HD-048,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3411,Mac McCutcheon,R,Rep,HD-025,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3410,Mike Hill,R,Rep,HD-041,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3408,Randy Davis,R,Rep,HD-096,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3425,Chad Fincher,R,Rep,HD-102,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3426,Alan Baker,R,Rep,HD-066,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3443,Blaine Galliher,R,Rep,HD-030,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3439,Gregory Wren,R,Rep,HD-075,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3438,Micky Hammon,R,Rep,HD-004,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3437,Phil Williams,R,Rep,HD-006,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
416067,HB9,157,First Special Session 2010,3435,Howard Sanderford,R,Rep,HD-020,0,0,0,2010,voting_elections,voting_elections|ethics_government,,topic_only,topic detected but direction not safely inferable,primary_sponsor,1.0,
