bill_id,bill_number,session_id,session_name,subject_id,subject_name
415924,HJR49,157,First Special Session 2010,2906,"Resolutions, Legislative"
415918,HJR50,157,First Special Session 2010,2923,"Resolutions, Condolence"
415516,SJR2,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415511,SJR3,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415501,SJR4,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415496,SJR5,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415490,SJR6,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415483,SJR7,157,First Special Session 2010,2923,"Resolutions, Condolence"
415480,SJR8,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415469,SJR9,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415464,SJR10,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415456,SJR11,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415451,SJR12,157,First Special Session 2010,2923,"Resolutions, Condolence"
415444,SJR13,157,First Special Session 2010,2925,"Resolutions, Designation"
415437,SJR16,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
415433,SJR17,157,First Special Session 2010,2906,"Resolutions, Legislative"
415425,SJR20,157,First Special Session 2010,2906,"Resolutions, Legislative"
415417,SJR21,157,First Special Session 2010,2924,"Resolutions, Congratulatory"
96241,HB1,29,Regular Session 2010,2646,Constitutional Amendments
96242,HB2,29,Regular Session 2010,2647,Crimes and Offenses
96243,HB3,29,Regular Session 2010,2646,Constitutional Amendments
96244,HB4,29,Regular Session 2010,2646,Constitutional Amendments
96245,HB5,29,Regular Session 2010,2648,Colleges and Universities
96246,HB6,29,Regular Session 2010,2649,"Property, Real and Personal"
96247,HB7,29,Regular Session 2010,2650,Taxation
96248,HB8,29,Regular Session 2010,2651,Legislature
96249,HB9,29,Regular Session 2010,2647,Crimes and Offenses
96250,HB10,29,Regular Session 2010,2646,Constitutional Amendments
96251,HB11,29,Regular Session 2010,2652,Trains
96252,HB12,29,Regular Session 2010,2651,Legislature
96253,HB13,29,Regular Session 2010,2646,Constitutional Amendments
96254,HB14,29,Regular Session 2010,2650,Taxation
96255,HB15,29,Regular Session 2010,2650,Taxation
96256,HB16,29,Regular Session 2010,2646,Constitutional Amendments
96257,HB17,29,Regular Session 2010,2646,Constitutional Amendments
96258,HB18,29,Regular Session 2010,2653,Child Abuse
96259,HB19,29,Regular Session 2010,2651,Legislature
96260,HB20,29,Regular Session 2010,2654,Arbitration
96261,HB21,29,Regular Session 2010,2655,Workers' Compensation
96262,HB22,29,Regular Session 2010,2649,"Property, Real and Personal"
96263,HB23,29,Regular Session 2010,2656,Education
96264,HB24,29,Regular Session 2010,2650,Taxation
96265,HB25,29,Regular Session 2010,2657,Homestead Exemption
96266,HB26,29,Regular Session 2010,2658,Ethics
96267,HB27,29,Regular Session 2010,2659,Collective Bargaining
96268,HB28,29,Regular Session 2010,2646,Constitutional Amendments
96269,HB29,29,Regular Session 2010,2660,Environment
96270,HB30,29,Regular Session 2010,2661,Elections
96271,HB31,29,Regular Session 2010,2662,Water and Waterways
96272,HB32,29,Regular Session 2010,2663,Family Law
96273,HB33,29,Regular Session 2010,2661,Elections
96274,HB34,29,Regular Session 2010,2664,Banks and Banking
96275,HB35,29,Regular Session 2010,2665,Motor Vehicles
96276,HB36,29,Regular Session 2010,2666,Environmental Management Department
96277,HB37,29,Regular Session 2010,2656,Education
96278,HB38,29,Regular Session 2010,2647,Crimes and Offenses
96279,HB39,29,Regular Session 2010,2667,Abortion
96280,HB40,29,Regular Session 2010,2646,Constitutional Amendments
96281,HB41,29,Regular Session 2010,2668,Health Care Providers
96282,HB42,29,Regular Session 2010,2646,Constitutional Amendments
96283,HB43,29,Regular Session 2010,2656,Education
96284,HB44,29,Regular Session 2010,2669,Tennessee Valley Authority
96285,HB45,29,Regular Session 2010,2648,Colleges and Universities
96286,HB46,29,Regular Session 2010,2661,Elections
96287,HB47,29,Regular Session 2010,2646,Constitutional Amendments
96288,HB48,29,Regular Session 2010,2670,Firearms
96289,HB49,29,Regular Session 2010,2671,Montgomery County
96290,HB50,29,Regular Session 2010,2672,Liability Insurance
96291,HB51,29,Regular Session 2010,2647,Crimes and Offenses
96292,HB52,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96293,HB53,29,Regular Session 2010,2674,Jefferson County
96294,HB54,29,Regular Session 2010,2675,Ethics Commission
96295,HB55,29,Regular Session 2010,2675,Ethics Commission
96296,HB56,29,Regular Session 2010,2676,Judicial Circuits
96297,HB57,29,Regular Session 2010,2676,Judicial Circuits
96298,HB58,29,Regular Session 2010,2676,Judicial Circuits
96299,HB59,29,Regular Session 2010,2650,Taxation
96300,HB60,29,Regular Session 2010,2676,Judicial Circuits
96301,HB61,29,Regular Session 2010,2677,Wrongful Deaths
96302,HB62,29,Regular Session 2010,2665,Motor Vehicles
96303,HB63,29,Regular Session 2010,2646,Constitutional Amendments
96304,HB64,29,Regular Session 2010,2678,Aircraft
96305,HB65,29,Regular Session 2010,2665,Motor Vehicles
96306,HB66,29,Regular Session 2010,2679,State Agencies
96307,HB67,29,Regular Session 2010,2680,Teachers' Retirement System
96308,HB68,29,Regular Session 2010,2650,Taxation
96309,HB69,29,Regular Session 2010,2681,Auburn University
96310,HB70,29,Regular Session 2010,2682,Transportation Commission
96311,HB71,29,Regular Session 2010,2683,Transportation Department
96312,HB72,29,Regular Session 2010,2646,Constitutional Amendments
96313,HB73,29,Regular Session 2010,2650,Taxation
96314,HB74,29,Regular Session 2010,2684,Veterans
96315,HB75,29,Regular Session 2010,20877,Surface Mining Commission
96316,HB76,29,Regular Session 2010,2686,Appropriations
96317,HB77,29,Regular Session 2010,2687,Public Officers and Employees
96318,HB78,29,Regular Session 2010,2665,Motor Vehicles
96319,HB79,29,Regular Session 2010,2656,Education
96320,HB80,29,Regular Session 2010,2688,Energy
96321,HB81,29,Regular Session 2010,2647,Crimes and Offenses
96322,HB82,29,Regular Session 2010,2649,"Property, Real and Personal"
96323,HB83,29,Regular Session 2010,2650,Taxation
96324,HB84,29,Regular Session 2010,2650,Taxation
96325,HB85,29,Regular Session 2010,2661,Elections
96326,HB86,29,Regular Session 2010,2689,Law Enforcement
96327,HB87,29,Regular Session 2010,2647,Crimes and Offenses
96328,HB88,29,Regular Session 2010,2650,Taxation
96329,HB89,29,Regular Session 2010,2650,Taxation
96330,HB90,29,Regular Session 2010,2650,Taxation
96331,HB91,29,Regular Session 2010,2690,Mobile County
96332,HB92,29,Regular Session 2010,2691,Dead Bodies
96333,HB93,29,Regular Session 2010,2646,Constitutional Amendments
96334,HB94,29,Regular Session 2010,2650,Taxation
96335,HB95,29,Regular Session 2010,2690,Mobile County
96336,HB96,29,Regular Session 2010,2665,Motor Vehicles
96337,HB97,29,Regular Session 2010,2692,Municipalities
96338,HB98,29,Regular Session 2010,2650,Taxation
96339,HB99,29,Regular Session 2010,2693,Education Trust Fund
96340,HB100,29,Regular Session 2010,2694,Schools
96341,HB101,29,Regular Session 2010,2695,Medical Savings Accounts
96342,HB102,29,Regular Session 2010,2647,Crimes and Offenses
96343,HB103,29,Regular Session 2010,2647,Crimes and Offenses
96344,HB104,29,Regular Session 2010,2657,Homestead Exemption
96345,HB105,29,Regular Session 2010,2656,Education
96346,HB106,29,Regular Session 2010,2696,Birth Certificates
96347,HB107,29,Regular Session 2010,2697,Madison County
96348,HB108,29,Regular Session 2010,2647,Crimes and Offenses
96349,HB109,29,Regular Session 2010,2698,Economic Development
96350,HB110,29,Regular Session 2010,2697,Madison County
96351,HB111,29,Regular Session 2010,2649,"Property, Real and Personal"
96352,HB112,29,Regular Session 2010,2699,Hospitals
96353,HB113,29,Regular Session 2010,2660,Environment
96354,HB114,29,Regular Session 2010,2700,Guardians
96355,HB115,29,Regular Session 2010,2701,Limited Partnerships
96356,HB116,29,Regular Session 2010,2646,Constitutional Amendments
96357,HB117,29,Regular Session 2010,2702,Competitive Bids
96358,HB118,29,Regular Session 2010,2658,Ethics
96359,HB119,29,Regular Session 2010,2650,Taxation
96360,HB120,29,Regular Session 2010,2661,Elections
96361,HB121,29,Regular Session 2010,2703,Agriculture and Industries Department
96362,HB122,29,Regular Session 2010,2704,Prepaid Affordable College Tuition (PACT) Program
96363,HB123,29,Regular Session 2010,2704,Prepaid Affordable College Tuition (PACT) Program
96364,HB124,29,Regular Session 2010,2704,Prepaid Affordable College Tuition (PACT) Program
96365,HB125,29,Regular Session 2010,2650,Taxation
96366,HB126,29,Regular Session 2010,2688,Energy
96367,HB127,29,Regular Session 2010,2665,Motor Vehicles
96368,HB128,29,Regular Session 2010,2705,Legislative Committees
96369,HB129,29,Regular Session 2010,2661,Elections
96370,HB130,29,Regular Session 2010,2706,Alabama Development Office
96371,HB131,29,Regular Session 2010,2707,Homeland Security Department
96372,HB132,29,Regular Session 2010,2708,Licenses and Licensing
96373,HB133,29,Regular Session 2010,2709,Insurance
96374,HB134,29,Regular Session 2010,2647,Crimes and Offenses
96375,HB135,29,Regular Session 2010,2647,Crimes and Offenses
96376,HB136,29,Regular Session 2010,2650,Taxation
96377,HB137,29,Regular Session 2010,2650,Taxation
96378,HB138,29,Regular Session 2010,2661,Elections
96379,HB139,29,Regular Session 2010,2665,Motor Vehicles
96380,HB140,29,Regular Session 2010,2710,Electronic Monitoring Devices
96381,HB141,29,Regular Session 2010,2661,Elections
96382,HB142,29,Regular Session 2010,2661,Elections
96383,HB143,29,Regular Session 2010,2711,Civil Air Patrol
96384,HB144,29,Regular Session 2010,2665,Motor Vehicles
96385,HB145,29,Regular Session 2010,2661,Elections
96386,HB146,29,Regular Session 2010,2679,State Agencies
96387,HB147,29,Regular Session 2010,2697,Madison County
96388,HB148,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96389,HB149,29,Regular Session 2010,2665,Motor Vehicles
96390,HB150,29,Regular Session 2010,2665,Motor Vehicles
96391,HB151,29,Regular Session 2010,2650,Taxation
96392,HB152,29,Regular Session 2010,2647,Crimes and Offenses
96393,HB153,29,Regular Session 2010,2675,Ethics Commission
96394,HB154,29,Regular Session 2010,2712,Bingo
96395,HB155,29,Regular Session 2010,2658,Ethics
96396,HB156,29,Regular Session 2010,2713,"Architects, State Board for Registration of"
96397,HB157,29,Regular Session 2010,2714,Boundaries
96398,HB158,29,Regular Session 2010,2715,Senior Services Department
96399,HB159,29,Regular Session 2010,2716,Telecommunications
96400,HB160,29,Regular Session 2010,2717,State Health Planning and Development Agency
96401,HB161,29,Regular Session 2010,2661,Elections
96402,HB162,29,Regular Session 2010,2657,Homestead Exemption
96403,HB163,29,Regular Session 2010,2650,Taxation
96404,HB164,29,Regular Session 2010,2718,Chambers County
96405,HB165,29,Regular Session 2010,20876,Trademarks
96406,HB166,29,Regular Session 2010,2690,Mobile County
96407,HB167,29,Regular Session 2010,2720,Electronic Security Board of Licensure
96408,HB168,29,Regular Session 2010,2665,Motor Vehicles
96409,HB169,29,Regular Session 2010,2721,Services for Alabama Families Study Commission
96410,HB170,29,Regular Session 2010,2650,Taxation
96411,HB171,29,Regular Session 2010,2722,Health
96412,HB172,29,Regular Session 2010,2690,Mobile County
96413,HB173,29,Regular Session 2010,2723,Health Care
96414,HB174,29,Regular Session 2010,2650,Taxation
96415,HB175,29,Regular Session 2010,2724,Forestry Commission
96416,HB176,29,Regular Session 2010,2725,Dale County
96417,HB177,29,Regular Session 2010,2726,Law Enforcement Officers
96418,HB178,29,Regular Session 2010,2687,Public Officers and Employees
96419,HB179,29,Regular Session 2010,2665,Motor Vehicles
96420,HB180,29,Regular Session 2010,2727,"Water, Sewer, and Fire Protection Authorities"
96421,HB181,29,Regular Session 2010,2650,Taxation
96422,HB182,29,Regular Session 2010,2675,Ethics Commission
96423,HB183,29,Regular Session 2010,2663,Family Law
96424,HB184,29,Regular Session 2010,2650,Taxation
96425,HB185,29,Regular Session 2010,2728,Abandoned Property
96426,HB186,29,Regular Session 2010,2663,Family Law
96427,HB187,29,Regular Session 2010,2729,One-Call Notification System
96428,HB188,29,Regular Session 2010,2884,Emergency Telephone Service
96429,HB189,29,Regular Session 2010,2656,Education
96430,HB190,29,Regular Session 2010,2692,Municipalities
96431,HB191,29,Regular Session 2010,2731,Coffee County
96432,HB192,29,Regular Session 2010,2732,Blount County
96433,HB193,29,Regular Session 2010,2665,Motor Vehicles
96434,HB194,29,Regular Session 2010,2647,Crimes and Offenses
96435,HB195,29,Regular Session 2010,2660,Environment
96436,HB196,29,Regular Session 2010,2733,Corrections Department
96437,HB197,29,Regular Session 2010,2661,Elections
96438,HB198,29,Regular Session 2010,2734,Secretary of State
96439,HB199,29,Regular Session 2010,2679,State Agencies
96440,HB200,29,Regular Session 2010,2735,Campaign Contributions
96441,HB201,29,Regular Session 2010,2646,Constitutional Amendments
96442,HB202,29,Regular Session 2010,2736,Housing Authorities
96443,HB203,29,Regular Session 2010,2702,Competitive Bids
96444,HB204,29,Regular Session 2010,2737,Social Security Number
96445,HB205,29,Regular Session 2010,2665,Motor Vehicles
96446,HB206,29,Regular Session 2010,2650,Taxation
96447,HB207,29,Regular Session 2010,2738,Marijuana
96448,HB208,29,Regular Session 2010,2739,Crime Victims Compensation Commission
96449,HB209,29,Regular Session 2010,2646,Constitutional Amendments
96450,HB210,29,Regular Session 2010,2647,Crimes and Offenses
96451,HB211,29,Regular Session 2010,2647,Crimes and Offenses
96452,HB212,29,Regular Session 2010,2740,Business and Commerce
96453,HB213,29,Regular Session 2010,2663,Family Law
96454,HB214,29,Regular Session 2010,2741,Criminal Law and Procedure
96455,HB215,29,Regular Session 2010,2646,Constitutional Amendments
96456,HB216,29,Regular Session 2010,2692,Municipalities
96457,HB217,29,Regular Session 2010,2656,Education
96458,HB218,29,Regular Session 2010,2708,Licenses and Licensing
96459,HB219,29,Regular Session 2010,2742,Insurance Department
96460,HB220,29,Regular Session 2010,2709,Insurance
96461,HB221,29,Regular Session 2010,2708,Licenses and Licensing
96462,HB222,29,Regular Session 2010,2733,Corrections Department
96463,HB223,29,Regular Session 2010,2743,"Highways, Roads, and Bridges"
96464,HB224,29,Regular Session 2010,2744,Tuscaloosa County
96465,HB225,29,Regular Session 2010,2670,Firearms
96466,HB226,29,Regular Session 2010,2744,Tuscaloosa County
96467,HB227,29,Regular Session 2010,2661,Elections
96468,HB228,29,Regular Session 2010,2704,Prepaid Affordable College Tuition (PACT) Program
96469,HB229,29,Regular Session 2010,2745,Legislative Building Authority
96470,HB230,29,Regular Session 2010,2648,Colleges and Universities
96471,HB231,29,Regular Session 2010,2686,Appropriations
96472,HB232,29,Regular Session 2010,2746,Pardons and Paroles Board
96473,HB233,29,Regular Session 2010,2646,Constitutional Amendments
96474,HB234,29,Regular Session 2010,2747,Gaming Commission
96475,HB235,29,Regular Session 2010,2748,Gambling
96476,HB236,29,Regular Session 2010,2647,Crimes and Offenses
96477,HB237,29,Regular Session 2010,2646,Constitutional Amendments
96478,HB238,29,Regular Session 2010,2749,Etowah County
96479,HB239,29,Regular Session 2010,2749,Etowah County
96480,HB240,29,Regular Session 2010,2656,Education
96481,HB241,29,Regular Session 2010,2750,All Kids Insurance Program
96482,HB242,29,Regular Session 2010,2646,Constitutional Amendments
96483,HB243,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96484,HB244,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96485,HB245,29,Regular Session 2010,2656,Education
96486,HB246,29,Regular Session 2010,2650,Taxation
96487,HB247,29,Regular Session 2010,2751,Controlled Substances
96488,HB248,29,Regular Session 2010,2709,Insurance
96489,HB249,29,Regular Session 2010,2709,Insurance
96490,HB250,29,Regular Session 2010,2709,Insurance
96491,HB251,29,Regular Session 2010,2752,State Docks
96492,HB252,29,Regular Session 2010,2753,Morgan County
96493,HB253,29,Regular Session 2010,2754,Pardons and Paroles
96494,HB254,29,Regular Session 2010,2755,"Boilers and Pressure Vessels, Board of"
96495,HB255,29,Regular Session 2010,2690,Mobile County
96496,HB256,29,Regular Session 2010,2650,Taxation
96497,HB257,29,Regular Session 2010,2756,Interagency Council for the Prevention of Elder Abuse
96498,HB258,29,Regular Session 2010,2757,Attorney General
96499,HB259,29,Regular Session 2010,2647,Crimes and Offenses
96500,HB260,29,Regular Session 2010,2650,Taxation
96501,HB261,29,Regular Session 2010,2758,"Cosmetology, Board of"
96502,HB262,29,Regular Session 2010,2665,Motor Vehicles
96503,HB263,29,Regular Session 2010,2647,Crimes and Offenses
96504,HB264,29,Regular Session 2010,2688,Energy
96505,HB265,29,Regular Session 2010,2665,Motor Vehicles
96506,HB266,29,Regular Session 2010,2759,Child Custody
96507,HB267,29,Regular Session 2010,2760,Attorneys
96508,HB268,29,Regular Session 2010,2647,Crimes and Offenses
96509,HB269,29,Regular Session 2010,2650,Taxation
96510,HB270,29,Regular Session 2010,2647,Crimes and Offenses
96511,HB271,29,Regular Session 2010,2686,Appropriations
96512,HB272,29,Regular Session 2010,2686,Appropriations
96513,HB273,29,Regular Session 2010,2686,Appropriations
96514,HB274,29,Regular Session 2010,2693,Education Trust Fund
96515,HB275,29,Regular Session 2010,2680,Teachers' Retirement System
96516,HB276,29,Regular Session 2010,2761,Appropriations--Education Appropriations Act
96517,HB277,29,Regular Session 2010,2762,Children First Trust Fund
96518,HB278,29,Regular Session 2010,2675,Ethics Commission
96519,HB279,29,Regular Session 2010,2763,Industrial Relations
96520,HB280,29,Regular Session 2010,2764,Death Penalty
96521,HB281,29,Regular Session 2010,2686,Appropriations
96522,HB282,29,Regular Session 2010,2765,Teacher Recruitment Incentives
96523,HB283,29,Regular Session 2010,2766,Library Boards
96524,HB284,29,Regular Session 2010,2702,Competitive Bids
96525,HB285,29,Regular Session 2010,2650,Taxation
96526,HB286,29,Regular Session 2010,2656,Education
96527,HB287,29,Regular Session 2010,2767,Mortgages
96528,HB288,29,Regular Session 2010,2768,"Veterinary Medical Examiners, State Board of"
96529,HB289,29,Regular Session 2010,2769,Employees' Retirement System
96530,HB290,29,Regular Session 2010,2686,Appropriations
96531,HB291,29,Regular Session 2010,2686,Appropriations
96532,HB292,29,Regular Session 2010,2770,Elevator Safety Review Board
96533,HB293,29,Regular Session 2010,2686,Appropriations
96534,HB294,29,Regular Session 2010,2762,Children First Trust Fund
96535,HB295,29,Regular Session 2010,2741,Criminal Law and Procedure
96536,HB296,29,Regular Session 2010,2646,Constitutional Amendments
96537,HB297,29,Regular Session 2010,2771,Alcoholic Beverage Control Board
96538,HB298,29,Regular Session 2010,2772,Secondary Metals Recyclers
96539,HB299,29,Regular Session 2010,2773,Civil Procedure
96540,HB300,29,Regular Session 2010,2646,Constitutional Amendments
96541,HB301,29,Regular Session 2010,2774,Forestry
96542,HB302,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96543,HB303,29,Regular Session 2010,2775,Fertilizers
96544,HB304,29,Regular Session 2010,2722,Health
96545,HB305,29,Regular Session 2010,2683,Transportation Department
96546,HB306,29,Regular Session 2010,2665,Motor Vehicles
96547,HB307,29,Regular Session 2010,2665,Motor Vehicles
96548,HB308,29,Regular Session 2010,2684,Veterans
96549,HB309,29,Regular Session 2010,2776,Alabama High School Athletic Association
96550,HB310,29,Regular Session 2010,2683,Transportation Department
96551,HB311,29,Regular Session 2010,2649,"Property, Real and Personal"
96552,HB312,29,Regular Session 2010,2777,Coroners
96553,HB313,29,Regular Session 2010,2778,"Prosthetists and Orthotists, State Board of"
96554,HB314,29,Regular Session 2010,2779,Housing Finance Authority
96555,HB315,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96556,HB316,29,Regular Session 2010,2780,Unborn Child
96557,HB317,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96558,HB318,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96559,HB319,29,Regular Session 2010,2692,Municipalities
96560,HB320,29,Regular Session 2010,2661,Elections
96561,HB321,29,Regular Session 2010,2661,Elections
96562,HB322,29,Regular Session 2010,2665,Motor Vehicles
96563,HB323,29,Regular Session 2010,2722,Health
96564,HB324,29,Regular Session 2010,2781,Private Investigation Board
96565,HB325,29,Regular Session 2010,2741,Criminal Law and Procedure
96566,HB326,29,Regular Session 2010,2690,Mobile County
96567,HB327,29,Regular Session 2010,2684,Veterans
96568,HB328,29,Regular Session 2010,2782,Emergency Management
96569,HB329,29,Regular Session 2010,2783,State Property
96570,HB330,29,Regular Session 2010,2673,Conservation and Natural Resources Department
96571,HB331,29,Regular Session 2010,2661,Elections
96572,HB332,29,Regular Session 2010,2661,Elections
96573,HB333,29,Regular Session 2010,2661,Elections
96574,HB334,29,Regular Session 2010,2784,Women
96575,HB335,29,Regular Session 2010,2665,Motor Vehicles
96576,HB336,29,Regular Session 2010,2785,State Symbols
96577,HB337,29,Regular Session 2010,2650,Taxation
96578,HB338,29,Regular Session 2010,2679,State Agencies
96579,HB339,29,Regular Session 2010,2665,Motor Vehicles
96580,HB340,29,Regular Session 2010,2749,Etowah County
96581,HB341,29,Regular Session 2010,2749,Etowah County
96582,HB342,29,Regular Session 2010,2647,Crimes and Offenses
96583,HB343,29,Regular Session 2010,2674,Jefferson County
96584,HB344,29,Regular Session 2010,2709,Insurance
96585,HB345,29,Regular Session 2010,2650,Taxation
96586,HB346,29,Regular Session 2010,2786,Emergency Medical Services
96587,HB347,29,Regular Session 2010,2665,Motor Vehicles
96588,HB348,29,Regular Session 2010,2787,Drug Courts
96589,HB349,29,Regular Session 2010,2788,Transportation
96590,HB350,29,Regular Session 2010,2692,Municipalities
96591,HB351,29,Regular Session 2010,2647,Crimes and Offenses
96592,HB352,29,Regular Session 2010,2769,Employees' Retirement System
96593,HB353,29,Regular Session 2010,2650,Taxation
96594,HB354,29,Regular Session 2010,2680,Teachers' Retirement System
