review_reason,rollcall_id,session,asset,local_path,page,bill_type,bill_number,context
printed_member_count_mismatch,SJRC-3363C637A4C6BA4C,2009_RegularSession,2009RegularSession_Day26,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day26.pdf,119,HB,746.0,"ate amendment to the following House Bill: HB430 Relating to Randolph County; providing for the as- sessment and collection of a solicitor’s fee payable to the Solicitor’s Fund in all criminal cases in an amount equal to the fees and court costs payable to the Fair Trial Tax Fund in criminal cases; and pro- viding for the disbursement of the fund. GREG PAPPAS, Clerk. <<<PAGE 118>>> 2778 JOURNAL OF THE SENATE 26th Day - May 5, 2009 REPORT OF COMMITTEE ON RULES Mr. President: Your Standing Committee on Rules begs leave to report that said committee, in session, has compared the following enrolled Sen- ate Joint Resolution with the original Senate Joint Resolution, and finds same correctly enrolled, to wit: SJR116 RENAMING THE MULTIPURPOSE ACADEMIC AND PHYSICAL EDUCATION COMPLEX AT ALABAMA STATE UNIVERSITY THE JOE L. REED ACADOME. LOWELL BARRON, Chairperson. SIGNING OF RESOLUTIONS The Presiding Officer of the Senate, in the presence of the Senate, after the reading thereof at length had been dispensed with by a two-thirds vote of a quorum of the Senate present, and immediately after its title had been publicly read at length by the Secretary of the Senate, signed the foregoing Senate Joint Resolution, the title of which is set out in the foregoing report from the Committee on Rules. PETITION At 4:18 P.M., the Standing Committee on Rules filed the fol- lowing Petition, to wit: PETITION TO CLOSE DEBATE We, the undersigned members of the Senate Rules Commit- tee, petition the Senate, pursuant to Senate Rule 20, that debate on the pending measure, HB746, shall cease at 4:55 P.M., on May 5, 2009. LOWELL BARRON ROGER BEDFORD RODGER SMITHERMAN TED LITTLE TOM BUTLER HINTON MITCHEM QUINTON ROSS ZEB LITTLE Which was adopted. <<<PAGE 119>>> REGULAR SESSION 2779 26th Day - May 5, 2009"
printed_member_count_mismatch,SJRC-46BFC7CBF29900B3,2009_RegularSession,2009RegularSession_Day27,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day27.pdf,80,SB,408.0,", Coleman, Denton, Dixon, Erwin, Figures, French, Glover, Holley, Little (T), Marsh, Means, Mitchell, Mitchem, Orr, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -27 Nays: - 0 Abstaining: Senator Brooks - 1 BILLS ON THIRD READING RESUMED THE BILL: HB683 To amend Section 40-28-2, Code of Alabama 1975, relating to the distribution of in-lieu-of-taxes payments made by the Tennessee Valley Authority, to provide for the redistribution of the payments; and to reallocate certain liquor tax revenues. was taken up. Senator Orr offered the following amendment to the Bill, HB683, to wit: AMENDMENT TO HB683 On page 4, line 10, after the period, insert the following lan- guage: “Notwithstanding the foregoing, the distributions to Lime- stone County, to Madison County, to Marshall County, and to Mor- gan County provided in this subsection shall be allocated by subsequently enacted local law.” Which was adopted. Yeas 27 Nays 0 Abstaining 1 <<<PAGE 80>>> REGULAR SESSION 2871 27th Day - May 6, 2009 Yeas: Senators: Bedford, Benefield, Bishop, Butler, Coleman, Denton, Dixon, Erwin, Figures, French, Glover, Holley, Little (T), Marsh, Means, Mitchell, Mitchem, Orr, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -27 Nays: - 0 Abstaining: Senator Brooks -1 And said Bill, HB683, as thus amended, was read a third time at length and passed. Yeas 27 Nays 0 Abstaining 1 Yeas: Senators: Bedford, Benefield, Bishop, Butler, Coleman, Denton, Dixon, Erwin, Figures, French, Glover, Holley, Little (T), Marsh, Means, Mitchell, Mitchem, Orr, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -27 Nays: - 0 Abstaining: Senator Brooks - 1 BUDGET ISOLATION RESOLUTION Senator Bedford, B.I.R., SB408, adopted."
printed_member_count_mismatch,SJRC-DAF86268F230B191,2009_RegularSession,2009RegularSession_Day28,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day28.pdf,164,HB,216.0,"6 On page 2, line 5, after “student.” insert the following: Additionally, it is the intent of the Legislature that the filing of a complaint of harassment be in writing and submitted by the af- fected student, or the parent or guardian of the affected student, and not by an education employee on behalf of an affected student or his or her parent or guardian. On page 2, line 9, after “A” insert the following: “continuous” On page 4, line 5, after “student” insert the following: “, or parent or guardian of the student,” On page 6, line 4, delete “or oral” On page 6, line 6, after “student.” insert the following: “The complaint form may be served in person or by mail on the principal, or his or her designee, or his or her office.” On page 6, line 8, after “student.” insert the following: “It is the sole responsibility of the affected student, or the par- ent or guardian of the affected student, to report incidences of harass- ment to the principal, or his or her designee.” On page 9, line 13, after the period insert the following: “Each local policy or model policy adopted by a local board or the department, respectively, shall be consistent with this act.” Which was adopted. Yeas 26 Nays 0 Yeas: Senators: Barron, Beason, Bedford, Benefield, Brooks, Butler, Coleman, Den- ton, Dixon, Erwin, Figures, French, Glover, Holley, Little (T), <<<PAGE 164>>> 3120 JOURNAL OF THE SENATE 28th Day - May 7, 2009 Little (Z), Means, Mitchell, Mitchem, Orr, Pittman, Poole, Sanders, Smith, Smitherman, and Waggoner -26 Nays: - 0 The Standing Committee on Education then reported the fol- lowing amendment No. 2 to the Bill, HB216, as amended, to wit: AMENDMENT NO. 2 TO HB216, AS AMENDED On page 9, delete lines 19-23, inclusive, and renumber the subsequent section accordingly. Which was adopted."
printed_member_count_mismatch,SJRC-CFBDE585F28F16FA,2009_RegularSession,2009RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day29.pdf,140,HB,344.0," pay fees and submit continuing educational experienc- es; to renew lapsed licenses on an annual basis; and to make certain records of complaint and investigation files confidential and unavail- able by court subpoenas or for civil proceedings with certain excep- tions. was read a third time at length and passed. Yeas 28 Nays 2 Yeas: Senators: Barron, Bedford, Benefield, Bishop, Butler, Coleman, Denton, Dix- on, Figures, French, Holley, Little (T), Little (Z), Marsh, Means, Mitchell, Mitchem, Orr, Penn, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -28 Nays: Senators: Brooks and Glover - 2 THE BILL: HB344 To amend Section 34-3-3, Code of Alabama 1975, relating to application fees for the state bar, to increase those fees and distribute the fees to the Secretary of the Board of Bar Commissioners. was taken up. <<<PAGE 140>>> REGULAR SESSION 3291 29th Day - May 14, 2009 Senator Little (Z) offered the following amendment to the Bill, HB344, to wit: AMENDMENT TO HB344 On page 1, lines 11 and 20, after the word “Commissioners” insert the following language: “and to the Alabama Lawyer Assistance Foundation” On page 2, line 21, after the period insert the following lan- guage: “Twenty-five dollars ($25) of each fee generated pursuant to this section shall be distributed by the secretary to the Alabama Law- yer Assistance Foundation.” Which was adopted. Yeas 29 Nays 1 Yeas: Senators: Barron, Bedford, Benefield, Bishop, Brooks, Butler, Coleman, Den- ton, Dixon, Figures, French, Holley, Little (T), Little (Z), Marsh, Means, Mitchell, Mitchem, Orr, Penn, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -29 Nay: Senator Glover - 1 And said Bill, HB344, as thus amended, was read a third time at length and passed."
printed_member_count_mismatch,SJRC-512F7982C0CA3086,2009_RegularSession,2009RegularSession_Day30,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day30.pdf,132,SB,430.0,"sistant, and a bailiff or law clerk for the judge. Section 2. (a) Circuit Judgeship Number 7 shall be filled at the general election held in November 2010, provided the judgeship has been precleared under Section 5 of the Voting Rights Act of 1965, 42 U.S.C. §1973c and the Madison County Commission has adopted a resolution pursuant to Section 1. (b) The first judge elected to Circuit Judgeship Number 7 shall serve for a six-year term, holding office from the first Monday following the second Tuesday in January after the general election at which that judge is elected. (c) The judge elected to Circuit Judgeship Number 7 shall have and shall exercise all the jurisdiction, power, rights, and author- ity and shall possess all of the qualifications, perform all of the duties, and shall be subject to all of the responsibilities and duties of the of- fice to which other circuit judges are subject. Section 3. The annual compensation of the circuit judges elected pursuant to this act shall be in accordance with Chapter 10A of Title 12, Code of Alabama 1975, including, but not limited to, the provision that no circuit judge first elected or appointed to office after October 1, 2001, shall be provided a salary supplement or expense al- lowance. Section 4. This act shall become effective immediately fol- lowing its passage and approval by the Governor, or its otherwise be- coming law. CONFERENCE COMMITTEE REPORT On motion of Senator Barron, the Senate concurred in and adopted the foregoing Report of the Committee on Conference ap- pointed to reconcile the differences of the two Houses on the House amendment to the Bill: SB430 To provide for an additional circuit judgeship in the Twenty-third Judicial Circuit comprised of Madison County; and to provide for the election of the judge."
review_measure_mismatch,SJRC-BF473A2C24400C1D,1998_RegularSession,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,24,,,"was read a third time at length and passed, and ordered sent forthwith to House. Yeas 23 Nays 0 Yeas: Senators: Armistead, Bailey, Biddle, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hale, Hill, Langford, Lindsey, Little, McClain, Mitchell, Myers, Poole, Roberts, Sanders, Smith, Steele, Waggoner, and Windom -23 Nays: - 0 BUDGET I"
review_measure_mismatch,SJRC-1CBFDC93EA159413,1998_RegularSession,1998RegularSession_Day07,data\raw\alabama_legislature\senate_journals\1998_RegularSession\1998RegularSession_Day07.pdf,25,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Adams, Amari, Armistead, Bailey, Bedford, Biddle, Davidson, Dial, Dixon, Escott-Russell, Figures, Freeman, Ghee, Hill, Langford, Lindsey, Little, McClain, Poole, Roberts, Sanders, Smith, Steele, and Windom -24 Nays: - "
review_measure_mismatch,SJRC-961AD516A20B03AC,1999_RegularSession,1999RegularSession_Day17,data\raw\alabama_legislature\senate_journals\1999_RegularSession\1999RegularSession_Day17.pdf,117,,,"was read a third time at length and passed. Yeas 30 Nays 0 Abstaining 1 Yeas: Senators: Armistead, Barron, Biddle, Butler, Callahan, Clay, Denton, Dial, Enfinger, Escott-Russell, Figures, Holley, Langford, Lee, Lindsey, Lipscomb, Little (T), Marsh, McClain, Means, Mitchell, Mitchem, Poole, Preuitt, Roberts, Sanders, Smith, Smitherman, S"
review_measure_mismatch,SJRC-CD18CEB9506CFE5F,2001_RegularSession,2001RegularSession_Day25PartA,data\raw\alabama_legislature\senate_journals\2001_RegularSession\2001RegularSession_Day25PartA.pdf,66,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 30 Nays 0 Yeas: Senators: Armistead, Barron, Bedford, Biddle, Butler, Callahan, Clay, Denton, Dial, Dixon, Enfinger, Escott-Russell, Figures, Holley, Lindsey, Little (T), Little (Z), Marsh, McClain, Means, Mitchell, Myers, Poole, Preuitt, Roberts, "
review_measure_mismatch,SJRC-185FB79A3279F45C,2002_RegularSession,2002RegularSession_Day18,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day18.pdf,54,,,"was read a third time at length and passed. <<<PAGE 55>>> 876 JOURNAL OF THE SENATE, REGULAR SESSION 2002 18th Day - February 28, 2002 Yeas 26 Nays 0 Abstaining 1 Yeas: Senators: Armistead, Barron, Bedford, Biddle, Butler, Callahan, Clay, Dial, Escott-Russell, French, Holley, Lee, Lindsey, Lipscomb, Little (T), Little (Z), McClain, Mitch"
