session_year,chamber,member_name,member_name_norm,journal_surname_norm,name_hint,match_status,candidate_count,shor_u_id,shor_name,party,district,np_score
1998,house,Mitchell,MITCHELL,MITCHELL,,unique_active_surname,1,AL1996L027,"Mitchell, Joseph",D,103.0,-0.367
1998,house,Maull,MAULL,MAULL,,unique_active_surname,1,AL1996L076,"Maull, Edward",D,67.0,-0.146
1998,house,Haney,HANEY,HANEY,,unique_active_surname,1,AL1996L031,"Haney, James",R,10.0,0.902
1998,house,Robinson,ROBINSON,ROBINSON,,unique_active_surname,1,AL1996L001,"Robinson, John",D,23.0,-0.169
1998,house,<<<PAGE 8>>> Jorgensen,PAGE 8 JORGENSEN,PAGE 8 JORGENSEN,,unmatched,0,,,,,
1998,house,Hinshaw,HINSHAW,HINSHAW,,unique_active_surname,1,AL1996L056,"Hinshaw, Randy",D,21.0,-0.113
1998,house,Bandy,BANDY,BANDY,,unique_active_surname,1,AL1996L029,"Bandy, George",D,83.0,-0.73
1998,house,Hall <<<PAGE 61>>> (L),HALL PAGE 61 L,HALL PAGE 61,L,unmatched,0,,,,,
1998,house,<<<PAGE 67>>> McMillan,PAGE 67 MCMILLAN,PAGE 67 MCMILLAN,,unmatched,0,,,,,
1998,house,<<<PAGE 87>>> McAdory,PAGE 87 MCADORY,PAGE 87 MCADORY,,unmatched,0,,,,,
1998,house,<<<PAGE 37>>> Sanderford,PAGE 37 SANDERFORD,PAGE 37 SANDERFORD,,unmatched,0,,,,,
1998,house,<<<PAGE 43>>> Perdue,PAGE 43 PERDUE,PAGE 43 PERDUE,,unmatched,0,,,,,
1998,house,<<<PAGE 55>>> Houston,PAGE 55 HOUSTON,PAGE 55 HOUSTON,,unmatched,0,,,,,
1998,house,<<<PAGE 59>>> Rogers (M),PAGE 59 ROGERS M,PAGE 59 ROGERS,M,unmatched,0,,,,,
1998,house,<<<PAGE 67>>> Newton (C),PAGE 67 NEWTON C,PAGE 67 NEWTON,C,unmatched,0,,,,,
1998,house,<<<PAGE 83>>> Dukes,PAGE 83 DUKES,PAGE 83 DUKES,,unmatched,0,,,,,
1998,house,Papucci,PAPUCCI,PAPUCCI,,unique_active_surname,1,AL1996L095,Papucci,R,4.0,0.622
1998,house,<<<PAGE 27>>> Papucci,PAGE 27 PAPUCCI,PAGE 27 PAPUCCI,,unmatched,0,,,,,
1998,house,<<<PAGE 67>>> Morrison,PAGE 67 MORRISON,PAGE 67 MORRISON,,unmatched,0,,,,,
1998,house,<<<PAGE 53>>> Sanderson,PAGE 53 SANDERSON,PAGE 53 SANDERSON,,unmatched,0,,,,,
1998,house,<<<PAGE 55>>> Dolbare,PAGE 55 DOLBARE,PAGE 55 DOLBARE,,unmatched,0,,,,,
1998,house,<<<PAGE 39>>> Newton (C),PAGE 39 NEWTON C,PAGE 39 NEWTON,C,unmatched,0,,,,,
1998,house,<<<PAGE 43>>> McDaniel,PAGE 43 MCDANIEL,PAGE 43 MCDANIEL,,unmatched,0,,,,,
1998,house,<<<PAGE 41>>> Newton (D),PAGE 41 NEWTON D,PAGE 41 NEWTON,D,unmatched,0,,,,,
1998,house,<<<PAGE 57>>> SPEAKER,PAGE 57 SPEAKER,PAGE 57 SPEAKER,,unmatched,0,,,,,
1998,house,<<<PAGE 67>>> Johnson (R),PAGE 67 JOHNSON R,PAGE 67 JOHNSON,R,unmatched,0,,,,,
1998,house,<<<PAGE 23>>> Lindsey,PAGE 23 LINDSEY,PAGE 23 LINDSEY,,unmatched,0,,,,,
1998,house,<<<PAGE 9>>> Hall (A),PAGE 9 HALL A,PAGE 9 HALL,A,unmatched,0,,,,,
1998,house,<<<PAGE 15>>> Sanderford,PAGE 15 SANDERFORD,PAGE 15 SANDERFORD,,unmatched,0,,,,,
1998,house,<<<PAGE 23>>> Graham,PAGE 23 GRAHAM,PAGE 23 GRAHAM,,unmatched,0,,,,,
1998,house,<<<PAGE 43>>> Morrison,PAGE 43 MORRISON,PAGE 43 MORRISON,,unmatched,0,,,,,
1998,house,<<<PAGE 51>>> Morrow,PAGE 51 MORROW,PAGE 51 MORROW,,unmatched,0,,,,,
1998,house,<<<PAGE 79>>> Kennedy,PAGE 79 KENNEDY,PAGE 79 KENNEDY,,unmatched,0,,,,,
1998,house,<<<PAGE 5>>> Penry,PAGE 5 PENRY,PAGE 5 PENRY,,unmatched,0,,,,,
1998,house,<<<PAGE 9>>> Holmes,PAGE 9 HOLMES,PAGE 9 HOLMES,,unmatched,0,,,,,
1998,house,<<<PAGE 17>>> Jackson,PAGE 17 JACKSON,PAGE 17 JACKSON,,unmatched,0,,,,,
1998,house,<<<PAGE 87>>> Hammett,PAGE 87 HAMMETT,PAGE 87 HAMMETT,,unmatched,0,,,,,
1998,house,<<<PAGE 97>>> Fuller,PAGE 97 FULLER,PAGE 97 FULLER,,unmatched,0,,,,,
1998,house,<<<PAGE 111>>> McMillan,PAGE 111 MCMILLAN,PAGE 111 MCMILLAN,,unmatched,0,,,,,
1998,house,<<<PAGE 19>>> Knight (A),PAGE 19 KNIGHT A,PAGE 19 KNIGHT,A,unmatched,0,,,,,
1998,house,<<<PAGE 25>>> Jorgensen,PAGE 25 JORGENSEN,PAGE 25 JORGENSEN,,unmatched,0,,,,,
1998,house,<<<PAGE 35>>> Smith,PAGE 35 SMITH,PAGE 35 SMITH,,unmatched,0,,,,,
1998,house,<<<PAGE 45>>> Seibenhener,PAGE 45 SEIBENHENER,PAGE 45 SEIBENHENER,,unmatched,0,,,,,
1998,house,<<<PAGE 55>>> Rogers (J),PAGE 55 ROGERS J,PAGE 55 ROGERS,J,unmatched,0,,,,,
1998,house,<<<PAGE 65>>> Dean,PAGE 65 DEAN,PAGE 65 DEAN,,unmatched,0,,,,,
1998,house,<<<PAGE 23>>> Rogers (M),PAGE 23 ROGERS M,PAGE 23 ROGERS,M,unmatched,0,,,,,
1998,house,<<<PAGE 27>>> Hinshaw,PAGE 27 HINSHAW,PAGE 27 HINSHAW,,unmatched,0,,,,,
1998,house,<<<PAGE 29>>> Hall (L),PAGE 29 HALL L,PAGE 29 HALL,L,unmatched,0,,,,,
1998,house,<<<PAGE 35>>> Hooper,PAGE 35 HOOPER,PAGE 35 HOOPER,,unmatched,0,,,,,
1998,house,<<<PAGE 5>>> Murphree,PAGE 5 MURPHREE,PAGE 5 MURPHREE,,unmatched,0,,,,,
1998,house,<<<PAGE 9>>> Spratt,PAGE 9 SPRATT,PAGE 9 SPRATT,,unmatched,0,,,,,
1998,house,<<<PAGE 17>>> Johnson (E),PAGE 17 JOHNSON E,PAGE 17 JOHNSON,E,unmatched,0,,,,,
1998,house,<<<PAGE 25>>> Perdue,PAGE 25 PERDUE,PAGE 25 PERDUE,,unmatched,0,,,,,
1998,house,<<<PAGE 31>>> Thomas (D),PAGE 31 THOMAS D,PAGE 31 THOMAS,D,unmatched,0,,,,,
1998,house,<<<PAGE 69>>> McDaniel,PAGE 69 MCDANIEL,PAGE 69 MCDANIEL,,unmatched,0,,,,,
1998,house,<<<PAGE 101>>> Johnson (R),PAGE 101 JOHNSON R,PAGE 101 JOHNSON,R,unmatched,0,,,,,
1998,house,<<<PAGE 111>>> Holmes,PAGE 111 HOLMES,PAGE 111 HOLMES,,unmatched,0,,,,,
1998,house,<<<PAGE 31>>> Sanderson,PAGE 31 SANDERSON,PAGE 31 SANDERSON,,unmatched,0,,,,,
1998,house,<<<PAGE 33>>> Galliher,PAGE 33 GALLIHER,PAGE 33 GALLIHER,,unmatched,0,,,,,
1998,house,<<<PAGE 59>>> Thomas (J),PAGE 59 THOMAS J,PAGE 59 THOMAS,J,unmatched,0,,,,,
1998,house,<<<PAGE 65>>> Seibenhener,PAGE 65 SEIBENHENER,PAGE 65 SEIBENHENER,,unmatched,0,,,,,
1998,house,<<<PAGE 85>>> Page,PAGE 85 PAGE,PAGE 85 PAGE,,unmatched,0,,,,,
1998,house,<<<PAGE 23>>> Melton,PAGE 23 MELTON,PAGE 23 MELTON,,unmatched,0,,,,,
1998,house,<<<PAGE 185>>> Hogan,PAGE 185 HOGAN,PAGE 185 HOGAN,,unmatched,0,,,,,
1998,house,<<<PAGE 219>>> Minnifield,PAGE 219 MINNIFIELD,PAGE 219 MINNIFIELD,,unmatched,0,,,,,
1998,house,<<<PAGE 233>>> Parker (T),PAGE 233 PARKER T,PAGE 233 PARKER,T,unmatched,0,,,,,
1998,house,<<<PAGE 69>>> Newton (D),PAGE 69 NEWTON D,PAGE 69 NEWTON,D,unmatched,0,,,,,
1998,house,<<<PAGE 119>>> Hall (L),PAGE 119 HALL L,PAGE 119 HALL,L,unmatched,0,,,,,
1998,house,<<<PAGE 137>>> McKee,PAGE 137 MCKEE,PAGE 137 MCKEE,,unmatched,0,,,,,
1998,house,<<<PAGE 139>>> Papucci,PAGE 139 PAPUCCI,PAGE 139 PAPUCCI,,unmatched,0,,,,,
1998,house,<<<PAGE 7>>> Hayden,PAGE 7 HAYDEN,PAGE 7 HAYDEN,,unmatched,0,,,,,
1998,house,Hall(L),HALL L,HALL,L,surname_plus_initial,2,AL1996L023,"Hall, Laura",D,19.0,-0.611
1998,house,<<<PAGE 109>>> Thomas (D),PAGE 109 THOMAS D,PAGE 109 THOMAS,D,unmatched,0,,,,,
1998,house,<<<PAGE 111>>> Penry,PAGE 111 PENRY,PAGE 111 PENRY,,unmatched,0,,,,,
1998,house,<<<PAGE 107>>> Knight (A),PAGE 107 KNIGHT A,PAGE 107 KNIGHT,A,unmatched,0,,,,,
1998,house,<<<PAGE 107>>> Gaines,PAGE 107 GAINES,PAGE 107 GAINES,,unmatched,0,,,,,
1998,house,<<<PAGE 13>>> Thomas (D),PAGE 13 THOMAS D,PAGE 13 THOMAS,D,unmatched,0,,,,,
1998,house,Humphryes,HUMPHRYES,HUMPHRYES,,unique_active_surname,1,AL1998L072,"Humphryes, Bobby",R,51.0,1.163
1998,house,<<<PAGE 111>>> Johnson (R),PAGE 111 JOHNSON R,PAGE 111 JOHNSON,R,unmatched,0,,,,,
1998,house,<<<PAGE 125>>> Murphree,PAGE 125 MURPHREE,PAGE 125 MURPHREE,,unmatched,0,,,,,
1998,house,<<<PAGE 135>>> Hayden,PAGE 135 HAYDEN,PAGE 135 HAYDEN,,unmatched,0,,,,,
1998,house,<<<PAGE 53>>> Minnifield,PAGE 53 MINNIFIELD,PAGE 53 MINNIFIELD,,unmatched,0,,,,,
1998,house,<<<PAGE 87>>> Sanderford,PAGE 87 SANDERFORD,PAGE 87 SANDERFORD,,unmatched,0,,,,,
1998,house,<<<PAGE 105>>> Hall (L),PAGE 105 HALL L,PAGE 105 HALL,L,unmatched,0,,,,,
1998,house,<<<PAGE 123>>> Seibenhener,PAGE 123 SEIBENHENER,PAGE 123 SEIBENHENER,,unmatched,0,,,,,
1998,house,<<<PAGE 257>>> Moore,PAGE 257 MOORE,PAGE 257 MOORE,,unmatched,0,,,,,
1998,house,<<<PAGE 109>>> Parker (P),PAGE 109 PARKER P,PAGE 109 PARKER,P,unmatched,0,,,,,
1998,house,<<<PAGE 111>>> Hall (L),PAGE 111 HALL L,PAGE 111 HALL,L,unmatched,0,,,,,
1998,house,<<<PAGE 113>>> Flowers,PAGE 113 FLOWERS,PAGE 113 FLOWERS,,unmatched,0,,,,,
1998,house,<<<PAGE 131>>> Dukes,PAGE 131 DUKES,PAGE 131 DUKES,,unmatched,0,,,,,
1998,house,<<<PAGE 251>>> Penry,PAGE 251 PENRY,PAGE 251 PENRY,,unmatched,0,,,,,
1998,house,<<<PAGE 269>>> McClammy,PAGE 269 MCCLAMMY,PAGE 269 MCCLAMMY,,unmatched,0,,,,,
1998,house,<<<PAGE 273>>> Ford (J),PAGE 273 FORD J,PAGE 273 FORD,J,unmatched,0,,,,,
1998,house,<<<PAGE 275>>> Johnson (R),PAGE 275 JOHNSON R,PAGE 275 JOHNSON,R,unmatched,0,,,,,
1998,house,<<<PAGE 277>>> Jackson,PAGE 277 JACKSON,PAGE 277 JACKSON,,unmatched,0,,,,,
1998,house,<<<PAGE 279>>> Maull,PAGE 279 MAULL,PAGE 279 MAULL,,unmatched,0,,,,,
1998,house,<<<PAGE 289>>> Lindsey,PAGE 289 LINDSEY,PAGE 289 LINDSEY,,unmatched,0,,,,,
1998,house,<<<PAGE 325>>> Fuller,PAGE 325 FULLER,PAGE 325 FULLER,,unmatched,0,,,,,
1998,house,<<<PAGE 327>>> Penry,PAGE 327 PENRY,PAGE 327 PENRY,,unmatched,0,,,,,
1998,house,<<<PAGE 329>>> Hammett,PAGE 329 HAMMETT,PAGE 329 HAMMETT,,unmatched,0,,,,,
1998,house,<<<PAGE 343>>> Dolbare,PAGE 343 DOLBARE,PAGE 343 DOLBARE,,unmatched,0,,,,,
1998,house,<<<PAGE 345>>> Thomas (D),PAGE 345 THOMAS D,PAGE 345 THOMAS,D,unmatched,0,,,,,
1998,house,<<<PAGE 353>>> Morton,PAGE 353 MORTON,PAGE 353 MORTON,,unmatched,0,,,,,
1998,house,<<<PAGE 359>>> Newton (C),PAGE 359 NEWTON C,PAGE 359 NEWTON,C,unmatched,0,,,,,
1998,house,<<<PAGE 369>>> Guin,PAGE 369 GUIN,PAGE 369 GUIN,,unmatched,0,,,,,
1998,house,<<<PAGE 459>>> Sanderford,PAGE 459 SANDERFORD,PAGE 459 SANDERFORD,,unmatched,0,,,,,
1998,house,<<<PAGE 465>>> Thomas (D),PAGE 465 THOMAS D,PAGE 465 THOMAS,D,unmatched,0,,,,,
1998,house,<<<PAGE 487>>> Rogers (J),PAGE 487 ROGERS J,PAGE 487 ROGERS,J,unmatched,0,,,,,
1998,house,<<<PAGE 493>>> Knight (A),PAGE 493 KNIGHT A,PAGE 493 KNIGHT,A,unmatched,0,,,,,
1998,house,<<<PAGE 513>>> Parker (P),PAGE 513 PARKER P,PAGE 513 PARKER,P,unmatched,0,,,,,
1998,house,<<<PAGE 515>>> Dukes,PAGE 515 DUKES,PAGE 515 DUKES,,unmatched,0,,,,,
1998,house,<<<PAGE 555>>> Knight (J),PAGE 555 KNIGHT J,PAGE 555 KNIGHT,J,unmatched,0,,,,,
1998,house,<<<PAGE 561>>> Jorgensen,PAGE 561 JORGENSEN,PAGE 561 JORGENSEN,,unmatched,0,,,,,
1998,house,<<<PAGE 567>>> Hawk,PAGE 567 HAWK,PAGE 567 HAWK,,unmatched,0,,,,,
1999,house,Beason,BEASON,BEASON,,unique_active_surname,1,AL1999L040,"Beason, Scott",R,50.0,1.441
1999,house,Carns,CARNS,CARNS,,unique_active_surname,1,AL1996L012,"Carns, Jim",R,46.0,1.05
1999,house,Clouse,CLOUSE,CLOUSE,,unique_active_surname,1,AL1996L098,"Clouse, Steve",R,93.0,0.798
1999,house,Crigler,CRIGLER,CRIGLER,,unique_active_surname,1,AL1996L022,"Crigler, Richard Jr.",R,105.0,0.782
1999,house,Curry,CURRY,CURRY,,unique_active_surname,1,AL1996L062,"Curry, Johnny L",R,15.0,0.863
1999,house,Gaines,GAINES,GAINES,,unique_active_surname,1,AL1996L050,"Gaines, Mark",R,47.0,1.242
1999,house,Gaston,GASTON,GASTON,,unique_active_surname,1,AL1996L067,"Gaston, Victor",R,100.0,0.835
1999,house,Haney,HANEY,HANEY,,unique_active_surname,1,AL1996L031,"Haney, James",R,10.0,0.902
1999,house,Hubbard,HUBBARD,HUBBARD,,unique_active_surname,1,AL1999L047,"Hubbard, Mike",R,79.0,1.0
1999,house,Humphryes,HUMPHRYES,HUMPHRYES,,unique_active_surname,1,AL1998L072,"Humphryes, Bobby",R,51.0,1.163
1999,house,McClurkin,MCCLURKIN,MCCLURKIN,,unique_active_surname,1,AL1999L095,"McClurkin, Mary Sue",R,40.0,0.934
1999,house,McKee,MCKEE,MCKEE,,unique_active_surname,1,AL1996L083,"McKee, Bob",R,74.0,1.286
1999,house,Morton,MORTON,MORTON,,unique_active_surname,1,AL1996L006,"Morton, Albert",R,45.0,0.779
1999,house,Payne,PAYNE,PAYNE,,unique_active_surname,1,AL1996L100,"Payne, Arthur",R,44.0,0.827
1999,house,Pringle,PRINGLE,PRINGLE,,unique_active_surname,1,AL1996L011,"Pringle, Chris",R,101.0,0.862
