session_year,people_id,name,party,role,district_legiscan,year,years_before_election,person_id,canonical_candidate_id,canonical_name,canonical_party,chamber,district_candidate,match_status,source_archive
2010,12501,Barry Moore,R,Rep,HD-091,2010.0,0.0,ALPERSON-BARRY-MOORE,AL-2010-house-91-R-BARRY-MOORE,BARRY MOORE,R,house,91.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12501,Barry Moore,R,Rep,HD-091,2014.0,4.0,ALPERSON-BARRY-MOORE,AL-2014-house-91-R-BARRY-MOORE,Barry Moore,R,house,91.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12502,Ed Henry,R,Rep,HD-009,2010.0,0.0,ALPERSON-ED-HENRY,AL-2010-house-9-R-ED-HENRY,ED HENRY,R,house,9.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12502,Ed Henry,R,Rep,HD-009,2014.0,4.0,ALPERSON-ED-HENRY,AL-2014-house-9-R-ED-HENRY,Ed Henry,R,house,9.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12503,Mike Hubbard,R,Rep,HD-079,2010.0,0.0,ALPERSON-MIKE-HUBBARD,AL-2010-house-79-R-MIKE-HUBBARD,MIKE HUBBARD,R,house,79.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12503,Mike Hubbard,R,Rep,HD-079,2014.0,4.0,ALPERSON-MIKE-HUBBARD,AL-2014-house-79-R-MIKE-HUBBARD,Mike Hubbard,R,house,79.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12504,Wes Long,R,Rep,HD-027,2010.0,0.0,ALPERSON-WES-LONG,AL-2010-house-27-R-WES-LONG,WES LONG,R,house,27.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12505,Richard Baughn,R,Rep,HD-014,2010.0,0.0,ALPERSON-RICHARD-BAUGHN,AL-2010-house-14-R-RICHARD-BAUGHN,RICHARD BAUGHN,R,house,14.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12506,Becky Nordgren,R,Rep,HD-029,2010.0,0.0,ALPERSON-BECKY-NORDGREN,AL-2010-house-29-R-BECKY-NORDGREN,BECKY NORDGREN,R,house,29.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12506,Becky Nordgren,R,Rep,HD-029,2014.0,4.0,ALPERSON-BECKY-NORDGREN,AL-2014-house-29-R-BECKY-NORDGREN,Becky Nordgren,R,house,29.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12506,Becky Nordgren,R,Rep,HD-029,2018.0,8.0,ALPERSON-BECKY-NORDGREN,AL-2018-house-29-R-BECKY-NORDGREN,Becky Nordgren                        ,R,house,29.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12507,Mac Buttram,R,Rep,HD-012,2010.0,0.0,ALPERSON-MAC-BUTTRAM,AL-2010-house-12-R-MAC-BUTTRAM,MAC BUTTRAM,R,house,12.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12508,Kurt Wallace,R,Rep,HD-042,2010.0,0.0,ALPERSON-KURT-WALLACE,AL-2010-house-42-R-KURT-WALLACE,KURT WALLACE,R,house,42.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12509,Donnie Chesteen,R,Rep,SD-029,2010.0,0.0,ALPERSON-DONNIE-CHESTEEN,AL-2010-house-87-R-DONNIE-CHESTEEN,DONNIE CHESTEEN,R,house,87.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12509,Donnie Chesteen,R,Rep,SD-029,2014.0,4.0,ALPERSON-DONNIE-CHESTEEN,AL-2014-house-87-R-DONNIE-CHESTEEN,Donnie Chesteen,R,house,87.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12509,Donnie Chesteen,R,Rep,SD-029,2018.0,8.0,ALPERSON-DONNIE-CHESTEEN,AL-2018-senate-29-R-DONNIE-CHESTEEN,Donnie Chesteen                       ,R,senate,29.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12511,John Merrill,R,Rep,HD-062,2010.0,0.0,ALPERSON-JOHN-MERRILL,AL-2010-house-62-R-JOHN-MERRILL,JOHN MERRILL,R,house,62.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12512,Ken Johnson,R,Rep,HD-007,2010.0,0.0,ALPERSON-KEN-JOHNSON,AL-2010-house-7-R-KEN-JOHNSON,KEN JOHNSON,R,house,7.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12512,Ken Johnson,R,Rep,HD-007,2014.0,4.0,ALPERSON-KEN-JOHNSON,AL-2014-house-7-R-KEN-JOHNSON,Ken Johnson,R,house,7.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12513,Jim Patterson,R,Rep,HD-021,2010.0,0.0,ALPERSON-JIM-PATTERSON,AL-2010-house-21-R-JIM-PATTERSON,JIM PATTERSON,R,house,21.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12513,Jim Patterson,R,Rep,HD-021,2014.0,4.0,ALPERSON-JIM-PATTERSON,AL-2014-house-21-R-JIM-PATTERSON,Jim Patterson,R,house,21.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12515,Gerald Dial,R,Sen,SD-013,2010.0,0.0,ALPERSON-GERALD-DIAL,AL-2010-senate-13-R-GERALD-DIAL,GERALD DIAL,R,senate,13.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12515,Gerald Dial,R,Sen,SD-013,2014.0,4.0,ALPERSON-GERALD-DIAL,AL-2014-senate-13-R-GERALD-DIAL,Gerald Dial,R,senate,13.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12516,Bryan Taylor,R,Sen,SD-030,2010.0,0.0,ALPERSON-BRYAN-TAYLOR,AL-2010-senate-30-R-BRYAN-TAYLOR,BRYAN TAYLOR,R,senate,30.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12517,Jerry Fielding,D,Sen,SD-011,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12520,Wayne Johnson,R,Rep,HD-022,2010.0,0.0,ALPERSON-WAYNE-JOHNSON,AL-2010-house-22-R-WAYNE-JOHNSON,WAYNE JOHNSON,R,house,22.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12521,Thomas Whatley,R,Sen,SD-027,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12523,Daniel Boman,R,Rep,HD-016,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12525,Mike Jones,R,Rep,HD-092,2010.0,0.0,ALPERSON-MIKE-JONES-JR,AL-2010-house-92-R-MIKE-JONES-JR,"MIKE JONES, JR.",R,house,92.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12525,Mike Jones,R,Rep,HD-092,2014.0,4.0,ALPERSON-MIKE-JONES-JR,AL-2014-house-92-R-MIKE-JONES-JR,"Mike Jones, Jr.",R,house,92.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12525,Mike Jones,R,Rep,HD-092,2018.0,8.0,ALPERSON-MIKE-JONES-JR,AL-2018-house-92-R-MIKE-JONES-JR,"Mike Jones, Jr.                       ",R,house,92.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12526,Paul Beckman,R,Rep,HD-088,2010.0,0.0,ALPERSON-PAUL-BECKMAN,AL-2010-house-88-R-PAUL-BECKMAN,PAUL BECKMAN,R,house,88.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12526,Paul Beckman,R,Rep,HD-088,2014.0,4.0,ALPERSON-PAUL-BECKMAN,AL-2014-house-88-R-PAUL-BECKMAN,Paul Beckman,R,house,88.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12530,William Poole,R,Rep,HD-063,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12541,Slade Blackwell,R,Sen,SD-015,2010.0,0.0,ALPERSON-SLADE-BLACKWELL,AL-2010-senate-15-R-SLADE-BLACKWELL,SLADE BLACKWELL,R,senate,15.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12541,Slade Blackwell,R,Sen,SD-015,2014.0,4.0,ALPERSON-SLADE-BLACKWELL,AL-2014-senate-15-R-SLADE-BLACKWELL,Slade Blackwell,R,senate,15.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12542,Napoleon Bracy,D,Rep,HD-098,2010.0,0.0,ALPERSON-NAPOLEON-BRACY-JR,AL-2010-house-98-D-NAPOLEON-BRACY-JR,"NAPOLEON BRACY, JR.",D,house,98.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12542,Napoleon Bracy,D,Rep,HD-098,2014.0,4.0,ALPERSON-NAPOLEON-BRACY-JR,AL-2014-house-98-D-NAPOLEON-BRACY-JR,"Napoleon Bracy, Jr.",D,house,98.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12542,Napoleon Bracy,D,Rep,HD-098,2018.0,8.0,ALPERSON-NAPOLEON-BRACY-JR,AL-2018-house-98-D-NAPOLEON-BRACY-JR,"Napoleon Bracy, Jr.                   ",D,house,98.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12543,Berry Forte,D,Rep,HD-084,2010.0,0.0,ALPERSON-BERRY-FORTE,AL-2010-house-84-D-BERRY-FORTE,BERRY FORTE,D,house,84.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12543,Berry Forte,D,Rep,HD-084,2014.0,4.0,ALPERSON-BERRY-FORTE,AL-2014-house-84-D-BERRY-FORTE,Berry Forte,D,house,84.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12543,Berry Forte,D,Rep,HD-084,2018.0,8.0,ALPERSON-BERRY-FORTE,AL-2018-house-84-D-BERRY-FORTE,Berry Forte                           ,D,house,84.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12544,David Colston,D,Rep,HD-069,2010.0,0.0,ALPERSON-DAVID-COLSTON,AL-2010-house-69-D-DAVID-COLSTON,DAVID COLSTON,D,house,69.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12545,Mark Tuggle,R,Rep,HD-081,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12546,Darrio Melton,D,Rep,HD-067,2010.0,0.0,ALPERSON-DARRIO-MELTON,AL-2010-house-67-D-DARRIO-MELTON,DARRIO MELTON,D,house,67.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12546,Darrio Melton,D,Rep,HD-067,2014.0,4.0,ALPERSON-DARRIO-MELTON,AL-2014-house-67-D-DARRIO-MELTON,Darrio Melton,D,house,67.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12547,Greg Burdine,D,Rep,HD-001,2010.0,0.0,ALPERSON-GREG-BURDINE,AL-2010-house-1-D-GREG-BURDINE,GREG BURDINE,D,house,1.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12547,Greg Burdine,D,Rep,HD-001,2014.0,4.0,ALPERSON-GREG-BURDINE,AL-2014-house-1-D-GREG-BURDINE,Greg Burdine,D,house,1.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12548,Allen Farley,R,Rep,HD-015,2010.0,0.0,ALPERSON-ALLEN-FARLEY,AL-2010-house-15-R-ALLEN-FARLEY,ALLEN FARLEY,R,house,15.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12548,Allen Farley,R,Rep,HD-015,2014.0,4.0,ALPERSON-ALLEN-FARLEY,AL-2014-house-15-R-ALLEN-FARLEY,Allen Farley,R,house,15.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12548,Allen Farley,R,Rep,HD-015,2018.0,8.0,ALPERSON-ALLEN-FARLEY,AL-2018-house-15-R-ALLEN-FARLEY,Allen Farley                          ,R,house,15.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12549,Dexter Grimsley,D,Rep,HD-085,2010.0,0.0,ALPERSON-DEXTER-GRIMSLEY,AL-2010-house-85-D-DEXTER-GRIMSLEY,DEXTER GRIMSLEY,D,house,85.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12549,Dexter Grimsley,D,Rep,HD-085,2014.0,4.0,ALPERSON-DEXTER-GRIMSLEY,AL-2014-house-85-D-DEXTER-GRIMSLEY,Dexter Grimsley,D,house,85.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12549,Dexter Grimsley,D,Rep,HD-085,2018.0,8.0,ALPERSON-DEXTER-GRIMSLEY,AL-2018-house-85-D-DEXTER-GRIMSLEY,Dexter Grimsley                       ,D,house,85.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,12550,Juandalynn Givan,D,Rep,HD-060,2018.0,8.0,ALPERSON-JUANDALYNN-GIVAN,AL-2018-house-60-D-JUANDALYNN-GIVAN,Juandalynn Givan                      ,D,house,60.0,exact_name_candidate,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip
2010,3354,John Knight,D,Rep,HD-077,2010.0,0.0,ALPERSON-JOHN-KNIGHT,AL-2010-house-77-D-JOHN-KNIGHT,JOHN KNIGHT,D,house,77.0,exact_name_candidate,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3354,John Knight,D,Rep,HD-077,2014.0,4.0,ALPERSON-JOHN-KNIGHT,AL-2014-house-77-D-JOHN-KNIGHT,John Knight,D,house,77.0,exact_name_candidate,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3356,Tammy Irons,D,Rep,SD-001,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3357,Laura Hall,D,Rep,HD-019,2010.0,0.0,ALPERSON-LAURA-HALL,AL-2010-house-19-D-LAURA-HALL,LAURA HALL,D,house,19.0,exact_name_candidate,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3357,Laura Hall,D,Rep,HD-019,2014.0,4.0,ALPERSON-LAURA-HALL,AL-2014-house-19-D-LAURA-HALL,Laura Hall,D,house,19.0,exact_name_candidate,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3357,Laura Hall,D,Rep,HD-019,2018.0,8.0,ALPERSON-LAURA-HALL,AL-2018-house-19-D-LAURA-HALL,Laura Hall                            ,D,house,19.0,exact_name_candidate,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3358,Artis McCampbell,D,Rep,HD-071,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3360,Barbara Boyd,D,Rep,HD-032,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
2010,3361,Joseph Mitchell,D,Rep,HD-103,,,,,,,,,unmatched_or_out_of_window,AL_2010-2010_Regular_Session_JSON_20100422_909c3d86ace6b72ac6ab79c8a9445aad.zip
