roll_call_id,bill_id,session_year,vote_date,chamber,vote_description,yea,nay,not_voting,absent,total,passed,url,state_link,source_archive,source_member
174392,415570,2012,2012-03-18,house,McClendon motion to Concur In and Adopt,92,7,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174392.json
174453,415642,2012,2012-03-19,senate,Motion to Adopt,23,0,8,4,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174453.json
174454,415642,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,29,3,1,2,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174454.json
174455,415642,2012,2012-03-18,house,Motion to Adopt,95,0,0,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174455.json
174456,415642,2012,2012-03-18,house,Bridges motion to Table,31,51,5,18,105,0,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174456.json
174457,415642,2012,2012-03-18,house,Motion to Adopt Newton (D) amendment,55,29,6,15,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174457.json
174458,415642,2012,2012-03-18,house,Motion to Adopt,74,15,2,14,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174458.json
174459,415642,2012,2012-03-18,house,Motion to Adopt,68,9,5,23,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174459.json
174460,415642,2012,2012-03-18,house,Motion to Read a Third Time and Pass,66,25,6,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174460.json
174461,415642,2012,2012-03-19,senate,Marsh motion to Non Concur and Appoint Conference Committee,31,0,0,4,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174461.json
174462,415642,2012,2012-03-18,house,Barton motion to Accede,95,1,2,7,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174462.json
174463,415642,2012,2012-03-19,senate,Marsh motion to Concur In and Adopt,29,0,2,4,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174463.json
174464,415642,2012,2012-03-18,house,Bridges motion to Concur In and Adopt,72,20,5,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174464.json
174483,415652,2012,2012-03-19,senate,Bedford Amendment to Bedford Amendment,11,23,0,1,35,0,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174483.json
174484,415652,2012,2012-03-19,senate,Marsh motion to Table,22,12,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174484.json
174485,415652,2012,2012-03-19,senate,Motion to Adopt,22,12,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174485.json
174486,415652,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,22,12,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174486.json
174487,415652,2012,2012-03-18,house,Greer motion to Table,52,43,0,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174487.json
174488,415652,2012,2012-03-18,house,Greer motion to Table Ethics Amendment #2,54,42,0,9,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174488.json
174489,415652,2012,2012-03-18,house,Greer motion to Table,51,44,0,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174489.json
174490,415652,2012,2012-03-18,house,Motion to Adopt Rogers substitute,84,14,1,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174490.json
174491,415652,2012,2012-03-18,house,Greer motion to Table,53,44,0,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174491.json
174492,415652,2012,2012-03-18,house,Mask motion to Previous Question,51,43,1,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174492.json
174493,415652,2012,2012-03-18,house,Greer motion to Table,55,44,1,5,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174493.json
174494,415652,2012,2012-03-18,house,Coleman motion to Adjourn,39,58,0,8,105,0,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174494.json
174495,415652,2012,2012-03-18,house,Williams (J) Motion to Adjourn at 11:59 p.m. and return at 12:01 a.m.,60,39,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174495.json
174496,415652,2012,2012-03-18,house,Motion to Adopt,96,1,0,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174496.json
174497,415652,2012,2012-03-18,house,Canfield motion to Table,55,40,0,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174497.json
174498,415652,2012,2012-03-18,house,Canfield motion to Table,58,42,0,5,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174498.json
174499,415652,2012,2012-03-18,house,Canfield motion to Table,59,35,0,11,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174499.json
174500,415652,2012,2012-03-18,house,Canfield motion to Table,56,40,0,9,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174500.json
174501,415652,2012,2012-03-18,house,Canfield motion to Table,58,40,0,7,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174501.json
174502,415652,2012,2012-03-18,house,Greer motion to Table,59,38,0,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174502.json
174503,415652,2012,2012-03-18,house,Canfield motion to Table,60,37,0,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174503.json
174504,415652,2012,2012-03-18,house,Canfield motion to Table,60,40,0,5,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174504.json
174505,415652,2012,2012-03-18,house,Canfield motion to Table,58,41,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174505.json
174506,415652,2012,2012-03-18,house,Greer motion to Table,62,39,0,4,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174506.json
174507,415652,2012,2012-03-18,house,Motion to Read a Third Time and Pass,52,49,0,4,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174507.json
174508,415652,2012,2012-03-19,senate,Marsh substitute motion to Concur In and Adopt,22,12,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174508.json
174512,415659,2012,2012-03-19,senate,Motion to Adopt,34,0,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174512.json
174513,415659,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,35,0,0,0,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174513.json
174514,415659,2012,2012-03-18,house,Motion to Adopt,98,0,0,7,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174514.json
174515,415659,2012,2012-03-18,house,Motion to Adopt,99,0,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174515.json
174516,415659,2012,2012-03-18,house,Canfield motion to Table,59,36,0,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174516.json
174517,415659,2012,2012-03-18,house,Motion to Read a Third Time and Pass,99,0,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174517.json
174518,415659,2012,2012-03-19,senate,Marsh motion to Non Concur and Appoint Conference Committee,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174518.json
174519,415659,2012,2012-03-18,house,Canfield motion to Accede,94,0,1,10,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174519.json
174520,415659,2012,2012-03-19,senate,Marsh motion to Concur In and Adopt,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174520.json
174521,415659,2012,2012-03-18,house,Canfield motion to Concur In and Adopt,99,0,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/174521.json
175012,416053,2012,2012-03-18,house,Motion to Adopt,97,0,0,8,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175012.json
175013,416053,2012,2012-03-18,house,Motion to Read a Third Time and Pass,104,0,0,1,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175013.json
175014,416053,2012,2012-03-18,house,Cosponsors Added,75,0,0,30,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175014.json
175015,416053,2012,2012-03-19,senate,Motion to Adopt,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175015.json
175016,416053,2012,2012-03-19,senate,Motion to Adopt,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175016.json
175017,416053,2012,2012-03-19,senate,Motion to Adopt,33,0,0,2,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175017.json
175018,416053,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,34,0,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175018.json
175019,416053,2012,2012-03-18,house,DeMarco motion to Concur In and Adopt,102,0,0,3,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175019.json
175022,416058,2012,2012-03-18,house,Motion to Read a Third Time and Pass,104,0,0,1,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175022.json
175023,416058,2012,2012-03-18,house,Cosponsors Added,85,0,0,20,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175023.json
175024,416058,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175024.json
175029,416067,2012,2012-03-18,house,Motion to Adopt,98,0,0,7,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175029.json
175030,416067,2012,2012-03-18,house,Motion to Adopt,99,0,3,3,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175030.json
175031,416067,2012,2012-03-18,house,Motion to Adopt,102,0,0,3,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175031.json
175032,416067,2012,2012-03-18,house,McCutcheon motion to Table,64,16,0,25,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175032.json
175033,416067,2012,2012-03-18,house,Motion to Adopt,88,0,0,17,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175033.json
175034,416067,2012,2012-03-18,house,McCutcheon motion to Table,61,33,0,11,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175034.json
175035,416067,2012,2012-03-18,house,Motion to Adopt,101,0,0,4,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175035.json
175036,416067,2012,2012-03-18,house,McCutcheon motion to Table,43,49,0,13,105,0,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175036.json
175037,416067,2012,2012-03-18,house,McCutcheon motion to Table,57,39,0,9,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175037.json
175038,416067,2012,2012-03-18,house,Motion to Adopt,99,0,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175038.json
175039,416067,2012,2012-03-18,house,Motion to Adopt,91,5,0,9,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175039.json
175040,416067,2012,2012-03-18,house,Motion to Adopt,102,0,0,3,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175040.json
175041,416067,2012,2012-03-18,house,Motion to Adopt,99,0,0,6,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175041.json
175042,416067,2012,2012-03-18,house,Motion to Read a Third Time and Pass,104,0,0,1,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175042.json
175043,416067,2012,2012-03-18,house,Cosponsors Added,89,0,0,16,105,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175043.json
175044,416067,2012,2012-03-19,senate,Orr motion to Table,20,12,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175044.json
175045,416067,2012,2012-03-19,senate,Motion to Adopt,31,0,0,4,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175045.json
175046,416067,2012,2012-03-19,senate,Motion to Adopt,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175046.json
175047,416067,2012,2012-03-19,senate,Motion to Adopt,32,0,0,3,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175047.json
175048,416067,2012,2012-03-19,senate,Motion to Adopt,33,0,0,2,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175048.json
175049,416067,2012,2012-03-19,senate,Motion to Adopt,33,0,0,2,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175049.json
175050,416067,2012,2012-03-19,senate,Motion to Adopt,33,0,0,2,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175050.json
175051,416067,2012,2012-03-19,senate,Motion to Read a Third Time and Pass,34,0,0,1,35,1,,,AL_2010-2010_1st_Special_Session_JSON_20101216_62cd9d8f4a03c2adb5b406df6305d5e3.zip,AL/2010-2010_1st_Special_Session/vote/175051.json
