roll_call_id,bill_id,session_year,vote_date,chamber,vote_description,yea,nay,not_voting,absent,total,passed,url,state_link,source_archive,source_member,source_file_id,bill_number,bill_type,title,description,cycle,recorded_yea_nay,minority_count,minority_share,eligible_ideal_point,reported_total_matches
44244,292048,2011,2011-03-08,senate,Motion to Adopt,23,12,0,0,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44244.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,35,12,0.34285714285714286,True,1
44245,292048,2011,2011-03-08,senate,Motion to Read a Third Time and Pass,23,12,0,0,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44245.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,35,12,0.34285714285714286,True,1
44246,292048,2011,2011-03-10,house,Mask motion to Table,55,33,0,16,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44246.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,88,33,0.375,True,1
44247,292048,2011,2011-03-10,house,Mask motion to Table,56,35,0,13,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44247.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,91,35,0.38461538461538464,True,1
44248,292048,2011,2011-03-10,house,Mask motion to Table,59,33,0,12,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44248.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,92,33,0.358695652173913,True,1
44249,292048,2011,2011-03-10,house,Mask motion to Table,39,52,0,13,104,0,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44249.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,91,39,0.42857142857142855,True,1
44250,292048,2011,2011-03-10,house,Motion to Adopt,48,44,0,12,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44250.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,92,44,0.4782608695652174,True,1
44251,292048,2011,2011-03-10,house,Motion to Adopt,17,69,1,17,104,0,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44251.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,86,17,0.19767441860465115,True,1
44252,292048,2011,2011-03-10,house,Mask motion to Table,56,36,0,12,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44252.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,92,36,0.391304347826087,True,1
44253,292048,2011,2011-03-10,house,Mask motion to Table,55,34,0,15,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44253.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,89,34,0.38202247191011235,True,1
44254,292048,2011,2011-03-10,house,Shiver and Oden to reconsider Shiver Amendment,49,41,0,14,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44254.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,90,41,0.45555555555555555,True,1
44255,292048,2011,2011-03-10,house,Mask motion to Table Shiver amendment,51,42,0,11,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44255.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,93,42,0.45161290322580644,True,1
44256,292048,2011,2011-03-10,house,Motion to Adopt,78,8,3,15,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44256.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,86,8,0.09302325581395349,True,1
44257,292048,2011,2011-03-10,house,Mask motion to Table,57,34,0,13,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44257.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,91,34,0.37362637362637363,True,1
44258,292048,2011,2011-03-10,house,Motion to Read a Third Time and Pass,59,40,0,5,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44258.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,99,40,0.40404040404040403,True,1
44277,293990,2011,2011-03-10,house,Motion to Read a Third Time and Pass,59,0,20,25,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44277.json,SRC-F284B331C85755647924,HB159,HB,"Jefferson Co., county manager, county commission required to hire, employment in non-merit (at-will) position, qualifications, term, benefits, duties, filling vacancies, Act 2009-662, 2009 Reg. Sess.; Act 2009-812, 2009 1st Sp. Sess. am'd.","Jefferson Co., county manager, county commission required to hire, employment in non-merit (at-will) position, qualifications, term, benefits, duties, filling vacancies, Act 2009-662, 2009 Reg. Sess.; Act 2009-812, 2009 1st Sp. Sess. am'd.",2012,59,0,0.0,False,1
44288,294139,2011,2011-03-09,house,Motion to Read a Third Time and Pass,61,0,27,16,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44288.json,SRC-F284B331C85755647924,HB146,HB,"Marengo Co., constable, office abolished","Marengo Co., constable, office abolished",2012,61,0,0.0,False,1
44291,294117,2011,2011-03-10,house,Motion to Read a Third Time and Pass,45,2,24,33,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44291.json,SRC-F284B331C85755647924,HB160,HB,"Jefferson Co., county employees, certain positions to be employees at-will, transfer from classified to unclassified, return of unclassified employee to classified service, compensation, benefits","Jefferson Co., county employees, certain positions to be employees at-will, transfer from classified to unclassified, return of unclassified employee to classified service, compensation, benefits",2012,47,2,0.0425531914893617,True,1
44299,294238,2011,2011-03-09,house,Motion to Read a Third Time and Pass,64,0,25,15,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44299.json,SRC-F284B331C85755647924,HB148,HB,"Hale Co., ad valorem tax, additional authorized, pursuant to Act 92-565, 1992 Reg. Sess., for new county jail, excess amount collected to be used for law enforcement purposes, continuation of tax collection, retroactive effect, const. amend.","Hale Co., ad valorem tax, additional authorized, pursuant to Act 92-565, 1992 Reg. Sess., for new county jail, excess amount collected to be used for law enforcement purposes, continuation of tax collection, retroactive effect, const. amend.",2012,64,0,0.0,False,1
44300,292202,2011,2011-03-09,house,Motion to Read a Third Time and Pass,43,0,33,28,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44300.json,SRC-F284B331C85755647924,HB31,HB,"Marengo Co., judge of probate, special court filing fee authorized","Marengo Co., judge of probate, special court filing fee authorized",2012,43,0,0.0,False,1
44336,296541,2011,2011-03-10,senate,Motion to Adopt,28,1,0,6,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44336.json,SRC-F284B331C85755647924,SB162,SB,"Corrections Department, appropriations from State General Fund in General Appropriations Act for 2010-2011 reduced, supplemental appropriations to Corrections Department from DOC Miscellaneous and Federal Funds (Bonus), Estimated, and from State General Fund to Medicaid Agency, Senior Services Department, Human Resources Department, Mental Health Department, Health Department, Rehabilitation Services Department, Youth Services Department, Pardons and Paroles Board, Ethics Commission, State Auditor, Military Department, Departmental Emergency Fund for fiscal year ending September 30, 2011, Act 2010-553, 2010 Reg. Sess. am'd.","Corrections Department, appropriations from State General Fund in General Appropriations Act for 2010-2011 reduced, supplemental appropriations to Corrections Department from DOC Miscellaneous and Federal Funds (Bonus), Estimated, and from State General Fund to Medicaid Agency, Senior Services Department, Human Resources Department, Mental Health Department, Health Department, Rehabilitation Services Department, Youth Services Department, Pardons and Paroles Board, Ethics Commission, State Auditor, Military Department, Departmental Emergency Fund for fiscal year ending September 30, 2011, Act 2010-553, 2010 Reg. Sess. am'd.",2012,29,1,0.034482758620689655,False,1
44337,296541,2011,2011-03-10,senate,Motion to Adopt,28,1,0,6,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44337.json,SRC-F284B331C85755647924,SB162,SB,"Corrections Department, appropriations from State General Fund in General Appropriations Act for 2010-2011 reduced, supplemental appropriations to Corrections Department from DOC Miscellaneous and Federal Funds (Bonus), Estimated, and from State General Fund to Medicaid Agency, Senior Services Department, Human Resources Department, Mental Health Department, Health Department, Rehabilitation Services Department, Youth Services Department, Pardons and Paroles Board, Ethics Commission, State Auditor, Military Department, Departmental Emergency Fund for fiscal year ending September 30, 2011, Act 2010-553, 2010 Reg. Sess. am'd.","Corrections Department, appropriations from State General Fund in General Appropriations Act for 2010-2011 reduced, supplemental appropriations to Corrections Department from DOC Miscellaneous and Federal Funds (Bonus), Estimated, and from State General Fund to Medicaid Agency, Senior Services Department, Human Resources Department, Mental Health Department, Health Department, Rehabilitation Services Department, Youth Services Department, Pardons and Paroles Board, Ethics Commission, State Auditor, Military Department, Departmental Emergency Fund for fiscal year ending September 30, 2011, Act 2010-553, 2010 Reg. Sess. am'd.",2012,29,1,0.034482758620689655,False,1
44353,296648,2011,2011-03-08,senate,Beason motion to Adopt,22,10,0,3,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44353.json,SRC-F284B331C85755647924,SR30,SR,"Senate, Special Order Calendar","Senate, Special Order Calendar",2012,32,10,0.3125,False,1
44372,292146,2011,2011-03-09,house,Motion to Read a Third Time and Pass,55,0,20,29,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44372.json,SRC-F284B331C85755647924,HB1,HB,"Greene Co., sheriff may operate jail store, distrib. for law enforcement purposes, audit, prior actions ratified and confirmed","Greene Co., sheriff may operate jail store, distrib. for law enforcement purposes, audit, prior actions ratified and confirmed",2012,55,0,0.0,False,1
44434,291618,2011,2011-03-09,house,Motion to Read a Third Time and Pass,45,0,36,23,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44434.json,SRC-F284B331C85755647924,HB30,HB,"Marengo Co., probate court, property instruments, additional recording fee, use for probate office","Marengo Co., probate court, property instruments, additional recording fee, use for probate office",2012,45,0,0.0,False,1
44477,297492,2011,2011-03-09,senate,Beason motion to Adopt,32,0,0,3,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44477.json,SRC-F284B331C85755647924,SR31,SR,"Senate, Special Order Calendar","Senate, Special Order Calendar",2012,32,0,0.0,False,1
44487,292236,2011,2011-03-08,house,Motion to Read a Third Time and Pass,41,0,23,40,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44487.json,SRC-F284B331C85755647924,HB73,HB,"Ozark, alcoholic beverages, sale of draft or keg beer or malt beverages, authorized, referendum, Act 2008-423, 2008 Reg. Sess. repealed","Ozark, alcoholic beverages, sale of draft or keg beer or malt beverages, authorized, referendum, Act 2008-423, 2008 Reg. Sess. repealed",2012,41,0,0.0,False,1
44517,292286,2011,2011-03-09,senate,Motion to Read a Third Time and Pass,31,0,0,4,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44517.json,SRC-F284B331C85755647924,SB48,SB,"Probate court, estates, trusts, and guardianships or conservatorships, transfer to circuit court, procedures to transfer back to probate court from circuit court under certain circumstances, Secs. 12-11-41.1, 12-11-41.2, 26-2-2.1 added","Probate court, estates, trusts, and guardianships or conservatorships, transfer to circuit court, procedures to transfer back to probate court from circuit court under certain circumstances, Secs. 12-11-41.1, 12-11-41.2, 26-2-2.1 added",2012,31,0,0.0,False,1
44526,292354,2011,2011-03-09,senate,Motion to Read a Third Time and Pass,31,0,0,4,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44526.json,SRC-F284B331C85755647924,SB54,SB,"Notaries public, distinction between county and at large removed, Secs. 36-20-70 to 36-20-75, inclusive, added; Secs. 36-20-1 to 36-20-11, inclusive, 36-20-30 to 36-20-32, inclusive, repealed","Notaries public, distinction between county and at large removed, Secs. 36-20-70 to 36-20-75, inclusive, added; Secs. 36-20-1 to 36-20-11, inclusive, 36-20-30 to 36-20-32, inclusive, repealed",2012,31,0,0.0,False,1
44538,298059,2011,2011-03-10,senate,Motion to Adopt,30,0,0,5,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/44538.json,SRC-F284B331C85755647924,SR41,SR,"Senate, Special Order Calendar","Senate, Special Order Calendar",2012,30,0,0.0,False,1
51419,292048,2011,2011-03-08,senate,Petition to Close Debate,23,12,0,0,35,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/51419.json,SRC-F284B331C85755647924,SB72,SB,"Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.","Retirement, Deferred Retirement Option Plan, new participation prohibited, limits on interest paid on DROP accounts, Secs. 16-25-150, 36-27-170 am'd.",2012,35,12,0.34285714285714286,True,1
54969,291525,2011,2011-03-22,house,Motion to Read a Third Time and Pass,83,12,0,9,104,1,,,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/vote/54969.json,SRC-F284B331C85755647924,HB61,HB,"Income tax, qualifying employers and qualifying employees authorized tax deductions for 100 percent of amounts paid for health insurance premiums, Sec. 40-18-15.3 am'd.","Income tax, qualifying employers and qualifying employees authorized tax deductions for 100 percent of amounts paid for health insurance premiums, Sec. 40-18-15.3 am'd.",2012,95,12,0.12631578947368421,True,1
