county_norm,precinct,office,district,dem_allocated,rep_allocated,allocation_method,match_method
SUMTER,EPES COMMUNITY CENTER,State House,72.0,31.661375661375658,4.0740740740740735,direct_precinct_activity,exact
SUMTER,EPES COMMUNITY CENTER,State Senate,24.0,272.0,35.0,direct_precinct_activity,exact
SUMTER,GAINESVILLE COMMUNITY CENTER,State House,71.0,334.0,30.0,direct_precinct_activity,exact
SUMTER,GAINESVILLE COMMUNITY CENTER,State Senate,24.0,334.0,30.0,direct_precinct_activity,exact
SUMTER,GEIGER TOWN HALL,State House,71.0,161.0,23.0,direct_precinct_activity,exact
SUMTER,GEIGER TOWN HALL,State Senate,24.0,161.0,23.0,direct_precinct_activity,exact
SUMTER,PANOLA TRAILER,State House,71.0,231.0,32.0,direct_precinct_activity,exact
SUMTER,PANOLA TRAILER,State Senate,24.0,231.0,32.0,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State House,32.0,136.31233595800526,274.9448818897638,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State House,33.0,37.00787401574803,74.64566929133858,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State House,35.0,61.67979002624672,124.40944881889763,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State Senate,11.0,10.485564304461942,21.149606299212596,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State Senate,12.0,90.66929133858267,182.88188976377953,direct_precinct_activity,exact
TALLADEGA,EASTABOGA COMMUNITY CENTER,State Senate,17.0,133.84514435695536,269.9685039370078,direct_precinct_activity,exact
TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,State House,32.0,305.26223776223776,537.4475524475524,direct_precinct_activity,exact
TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,State House,33.0,450.50279720279724,793.1594405594406,direct_precinct_activity,exact
TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,State House,36.0,163.23496503496503,287.39300699300696,direct_precinct_activity,exact
TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,State Senate,11.0,282.7692307692308,497.84615384615387,direct_precinct_activity,exact
TALLADEGA,LINCOLN OLD HIGH SCHOOL GYM,State Senate,17.0,636.2307692307692,1120.1538461538462,direct_precinct_activity,exact
TALLADEGA,ANTIOCH BAPTIST CHURCH,State House,35.0,629.0,1745.0,direct_precinct_activity,exact
TALLADEGA,ANTIOCH BAPTIST CHURCH,State Senate,12.0,629.0,1745.0,direct_precinct_activity,exact
TALLADEGA,IRONATON VOL. FIRE DEPARTMENT,State House,35.0,133.0,512.0,direct_precinct_activity,exact
TALLADEGA,IRONATON VOL. FIRE DEPARTMENT,State Senate,11.0,44.23094688221709,170.27251732101615,direct_precinct_activity,exact
TALLADEGA,IRONATON VOL. FIRE DEPARTMENT,State Senate,12.0,88.76905311778292,341.72748267898385,direct_precinct_activity,exact
TALLADEGA,BRECON RECREATION CENTER,State House,32.0,497.26275510204084,406.45280612244903,direct_precinct_activity,exact
TALLADEGA,BRECON RECREATION CENTER,State House,35.0,296.7372448979592,242.54719387755102,direct_precinct_activity,exact
TALLADEGA,BRECON RECREATION CENTER,State Senate,11.0,794.0,649.0,direct_precinct_activity,exact
TALLADEGA,SPRING STREET COMM. CENTER,State House,32.0,3.2462949894142556,9.292872265349331,direct_precinct_activity,exact
TALLADEGA,SPRING STREET COMM. CENTER,State House,35.0,571.7537050105857,1636.7071277346506,direct_precinct_activity,exact
TALLADEGA,SPRING STREET COMM. CENTER,State Senate,11.0,560.7974594213126,1605.3436838390967,direct_precinct_activity,exact
TALLADEGA,SPRING STREET COMM. CENTER,State Senate,15.0,14.202540578687369,40.656316160903316,direct_precinct_activity,exact
TALLADEGA,BEMISTON RECREATION CENTER,State House,35.0,64.0,280.0,direct_precinct_activity,exact
TALLADEGA,BEMISTON RECREATION CENTER,State Senate,11.0,64.0,280.0,direct_precinct_activity,exact
TALLADEGA,B. N. MABRA CENTER,State House,32.0,2335.3616692426585,289.887171561051,direct_precinct_activity,exact
TALLADEGA,B. N. MABRA CENTER,State House,35.0,105.63833075734158,13.112828438948995,direct_precinct_activity,exact
TALLADEGA,B. N. MABRA CENTER,State Senate,11.0,143.3663060278207,17.79598145285935,direct_precinct_activity,exact
TALLADEGA,B. N. MABRA CENTER,State Senate,15.0,2297.6336939721796,285.20401854714066,direct_precinct_activity,exact
TALLADEGA,KINGSTON BAPTIST CHURCH,State House,32.0,251.0,79.0,direct_precinct_activity,exact
TALLADEGA,KINGSTON BAPTIST CHURCH,State Senate,15.0,251.0,79.0,direct_precinct_activity,exact
TALLADEGA,TALLADEGA CO. CENTRAL HS,State House,32.0,269.0,82.0,direct_precinct_activity,exact
TALLADEGA,TALLADEGA CO. CENTRAL HS,State Senate,15.0,269.0,82.0,direct_precinct_activity,exact
TALLADEGA,BETHEL BAPTIST CHURCH,State House,32.0,534.5192307692307,129.46153846153845,direct_precinct_activity,exact
TALLADEGA,BETHEL BAPTIST CHURCH,State House,33.0,10.480769230769232,2.5384615384615388,direct_precinct_activity,exact
TALLADEGA,BETHEL BAPTIST CHURCH,State Senate,15.0,545.0,132.0,direct_precinct_activity,exact
TALLADEGA,WINTERBORO VOL. FIRE,State House,32.0,280.1202614379085,288.51503267973857,direct_precinct_activity,fuzzy
TALLADEGA,WINTERBORO VOL. FIRE,State House,33.0,352.22222222222223,362.77777777777777,direct_precinct_activity,fuzzy
TALLADEGA,WINTERBORO VOL. FIRE,State House,35.0,1.657516339869281,1.70718954248366,direct_precinct_activity,fuzzy
TALLADEGA,WINTERBORO VOL. FIRE,State Senate,11.0,45.58169934640522,46.94771241830065,direct_precinct_activity,fuzzy
TALLADEGA,WINTERBORO VOL. FIRE,State Senate,15.0,588.4183006535948,606.0522875816994,direct_precinct_activity,fuzzy
TALLADEGA,BERNEYS STATION VFD,State House,32.0,169.50442477876106,56.269911504424776,direct_precinct_activity,exact
TALLADEGA,BERNEYS STATION VFD,State House,33.0,17.27433628318584,5.734513274336283,direct_precinct_activity,exact
TALLADEGA,BERNEYS STATION VFD,State House,35.0,57.2212389380531,18.995575221238937,direct_precinct_activity,exact
TALLADEGA,BERNEYS STATION VFD,State Senate,15.0,244.0,81.0,direct_precinct_activity,exact
TALLADEGA,LAY LAKE VOL. FIRE DEPARTMENT,State House,33.0,43.0,500.0,direct_precinct_activity,exact
TALLADEGA,LAY LAKE VOL. FIRE DEPARTMENT,State Senate,11.0,43.0,500.0,direct_precinct_activity,exact
TALLADEGA,ST. ANDREWS METHODIST CHURCH,State House,33.0,173.0,507.0,direct_precinct_activity,exact
TALLADEGA,ST. ANDREWS METHODIST CHURCH,State Senate,11.0,173.0,507.0,direct_precinct_activity,exact
TALLADEGA,J. CRAIG SMITH COMM. CTR,State House,33.0,2379.0,3271.0,direct_precinct_activity,exact
TALLADEGA,J. CRAIG SMITH COMM. CTR,State Senate,11.0,2379.0,3271.0,direct_precinct_activity,exact
TALLADEGA,R. S. LIMBAUGH COMM. CTR,State House,32.0,128.78828229027962,175.9693741677763,direct_precinct_activity,exact
TALLADEGA,R. S. LIMBAUGH COMM. CTR,State House,33.0,911.2117177097203,1245.0306258322237,direct_precinct_activity,exact
TALLADEGA,R. S. LIMBAUGH COMM. CTR,State Senate,11.0,22.157123834886818,30.274300932090547,direct_precinct_activity,exact
TALLADEGA,R. S. LIMBAUGH COMM. CTR,State Senate,15.0,1017.8428761651131,1390.7256990679093,direct_precinct_activity,exact
TALLADEGA,BON AIR CITY HALL,State House,32.0,152.4193548387097,150.24193548387098,direct_precinct_activity,exact
TALLADEGA,BON AIR CITY HALL,State House,33.0,57.58064516129032,56.758064516129025,direct_precinct_activity,exact
TALLADEGA,BON AIR CITY HALL,State Senate,15.0,210.0,207.0,direct_precinct_activity,exact
TALLADEGA,OAK GROVE CITY HALL,State House,32.0,78.43273231622746,150.42995839112345,direct_precinct_activity,exact
TALLADEGA,OAK GROVE CITY HALL,State House,33.0,311.5672676837725,597.5700416088765,direct_precinct_activity,exact
TALLADEGA,OAK GROVE CITY HALL,State Senate,11.0,140.6380027739251,269.7364771151179,direct_precinct_activity,exact
TALLADEGA,OAK GROVE CITY HALL,State Senate,15.0,249.36199722607492,478.26352288488215,direct_precinct_activity,exact
TALLADEGA,SYCAMORE NUTRITION CENTER,State House,33.0,137.45454545454547,223.15151515151516,direct_precinct_activity,exact
TALLADEGA,SYCAMORE NUTRITION CENTER,State House,35.0,24.545454545454547,39.84848484848485,direct_precinct_activity,exact
TALLADEGA,SYCAMORE NUTRITION CENTER,State Senate,11.0,162.0,263.0,direct_precinct_activity,exact
TALLADEGA,WALDO CITY HALL,State House,32.0,6.579831932773109,20.42016806722689,direct_precinct_activity,exact
TALLADEGA,WALDO CITY HALL,State House,35.0,80.4201680672269,249.57983193277312,direct_precinct_activity,exact
TALLADEGA,WALDO CITY HALL,State Senate,11.0,52.63865546218487,163.3613445378151,direct_precinct_activity,exact
TALLADEGA,WALDO CITY HALL,State Senate,12.0,34.36134453781512,106.63865546218487,direct_precinct_activity,exact
TALLADEGA,FAYETTEVILLE FIRE DEPARTMENT,State House,33.0,157.0,501.0,direct_precinct_activity,fuzzy
TALLADEGA,FAYETTEVILLE FIRE DEPARTMENT,State Senate,11.0,157.0,501.0,direct_precinct_activity,fuzzy
TALLADEGA,COUNTY LINE VOL FIRE DEPT.,State House,33.0,56.0,314.0,direct_precinct_activity,exact
TALLADEGA,COUNTY LINE VOL FIRE DEPT.,State Senate,11.0,56.0,314.0,direct_precinct_activity,exact
TALLADEGA,STEMLEY VOL. FIRE DEPARTMENT,State House,32.0,145.07840440165063,261.28198074277856,direct_precinct_activity,exact
TALLADEGA,STEMLEY VOL. FIRE DEPARTMENT,State House,33.0,266.92159559834937,480.71801925722144,direct_precinct_activity,exact
TALLADEGA,STEMLEY VOL. FIRE DEPARTMENT,State Senate,11.0,412.0,742.0,direct_precinct_activity,exact
TALLADEGA,RENFROE VOL. FIRE DEPARTMENT,State House,32.0,91.85035211267606,214.0792253521127,direct_precinct_activity,exact
TALLADEGA,RENFROE VOL. FIRE DEPARTMENT,State House,33.0,165.14964788732394,384.9207746478873,direct_precinct_activity,exact
TALLADEGA,RENFROE VOL. FIRE DEPARTMENT,State Senate,11.0,257.0,599.0,direct_precinct_activity,exact
TALLADEGA,MUNFORD OLD HIGH SCHOOL GYM,State House,32.0,96.05113636363636,198.4659090909091,direct_precinct_activity,exact
TALLADEGA,MUNFORD OLD HIGH SCHOOL GYM,State House,35.0,386.9488636363636,799.5340909090909,direct_precinct_activity,exact
TALLADEGA,MUNFORD OLD HIGH SCHOOL GYM,State Senate,12.0,483.0,998.0,direct_precinct_activity,exact
TALLAPOOSA,COOPER COMMUNITY CENTER,State House,81.0,1398.0,870.0,direct_precinct_activity,exact
TALLAPOOSA,COOPER COMMUNITY CENTER,State House,82.0,0.0,0.0,direct_precinct_activity,exact
TALLAPOOSA,COOPER COMMUNITY CENTER,State Senate,27.0,80.59748427672956,50.15723270440252,direct_precinct_activity,exact
TALLAPOOSA,COOPER COMMUNITY CENTER,State Senate,30.0,1317.4025157232704,819.8427672955976,direct_precinct_activity,exact
TALLAPOOSA,MONCRIEF,State House,81.0,29.0,182.0,direct_precinct_activity,exact
TALLAPOOSA,MONCRIEF,State Senate,30.0,29.0,182.0,direct_precinct_activity,exact
TALLAPOOSA,OURTOWN V.F.D.,State House,81.0,98.0,565.0,direct_precinct_activity,exact
TALLAPOOSA,OURTOWN V.F.D.,State Senate,27.0,98.0,565.0,direct_precinct_activity,exact
TALLAPOOSA,ALEX CITY NATIONAL GUARD,State House,81.0,387.0,1251.0,direct_precinct_activity,exact
TALLAPOOSA,ALEX CITY NATIONAL GUARD,State Senate,27.0,313.3360655737705,1012.8770491803278,direct_precinct_activity,exact
TALLAPOOSA,ALEX CITY NATIONAL GUARD,State Senate,30.0,73.6639344262295,238.12295081967213,direct_precinct_activity,exact
TALLAPOOSA,ALEX CITY FIRE LAKE HILL,State House,81.0,153.0,680.0,direct_precinct_activity,exact
TALLAPOOSA,ALEX CITY FIRE LAKE HILL,State Senate,27.0,153.0,680.0,direct_precinct_activity,exact
TALLAPOOSA,HILLABEE BAPTIST CHURCH,State House,81.0,57.0,580.0,direct_precinct_activity,exact
TALLAPOOSA,HILLABEE BAPTIST CHURCH,State Senate,27.0,48.70422535211268,495.5868544600939,direct_precinct_activity,exact
TALLAPOOSA,HILLABEE BAPTIST CHURCH,State Senate,30.0,8.295774647887324,84.4131455399061,direct_precinct_activity,exact
TALLAPOOSA,HACKNEYVILLE COMMUNITY CENTER,State House,81.0,61.0,575.0,direct_precinct_activity,fuzzy
TALLAPOOSA,HACKNEYVILLE COMMUNITY CENTER,State Senate,27.0,61.0,575.0,direct_precinct_activity,fuzzy
TALLAPOOSA,NEW SITE TOWN HALL,State House,81.0,96.0,499.0,direct_precinct_activity,exact
TALLAPOOSA,NEW SITE TOWN HALL,State Senate,27.0,96.0,499.0,direct_precinct_activity,exact
TALLAPOOSA,EAGLE CREEK VOTING HOUSE,State House,81.0,42.0,182.0,direct_precinct_activity,exact
TALLAPOOSA,EAGLE CREEK VOTING HOUSE,State Senate,27.0,42.0,182.0,direct_precinct_activity,exact
TALLAPOOSA,DADEVILLE RECREATION CENTER,State House,81.0,377.62629757785464,340.5467128027681,direct_precinct_activity,exact
TALLAPOOSA,DADEVILLE RECREATION CENTER,State House,82.0,396.3737024221453,357.4532871972318,direct_precinct_activity,exact
TALLAPOOSA,DADEVILLE RECREATION CENTER,State Senate,27.0,774.0,698.0,direct_precinct_activity,exact
TALLAPOOSA,MANOY VOTING HOUSE,State House,81.0,116.0,701.0,direct_precinct_activity,exact
TALLAPOOSA,MANOY VOTING HOUSE,State Senate,27.0,116.0,701.0,direct_precinct_activity,exact
TALLAPOOSA,NEW PACES PT. V.F.D.,State House,81.0,177.0,850.0,direct_precinct_activity,exact
TALLAPOOSA,NEW PACES PT. V.F.D.,State Senate,27.0,177.0,850.0,direct_precinct_activity,exact
TALLAPOOSA,UNION COMMUNITY BUILDING,State House,81.0,61.0,508.0,direct_precinct_activity,exact
TALLAPOOSA,UNION COMMUNITY BUILDING,State Senate,27.0,61.0,508.0,direct_precinct_activity,exact
TALLAPOOSA,SARDIS COMMUNITY BUILDING,State House,81.0,95.0,167.0,direct_precinct_activity,exact
TALLAPOOSA,SARDIS COMMUNITY BUILDING,State Senate,27.0,95.0,167.0,direct_precinct_activity,exact
TALLAPOOSA,REELTOWN FIRE DEPARTMENT,State House,81.0,147.0,804.0,direct_precinct_activity,exact
TALLAPOOSA,REELTOWN FIRE DEPARTMENT,State Senate,27.0,147.0,804.0,direct_precinct_activity,exact
TALLAPOOSA,TALLASSEE CITY HALL,State House,81.0,111.0,498.0,direct_precinct_activity,exact
TALLAPOOSA,TALLASSEE CITY HALL,State Senate,27.0,111.0,498.0,direct_precinct_activity,exact
TALLAPOOSA,WALL STREET COMMUNITY CENTER,State House,81.0,0.0,0.0,direct_precinct_activity,exact
TALLAPOOSA,WALL STREET COMMUNITY CENTER,State House,82.0,415.0,237.0,direct_precinct_activity,exact
TALLAPOOSA,WALL STREET COMMUNITY CENTER,State Senate,27.0,415.0,237.0,direct_precinct_activity,exact
TALLAPOOSA,MT. LOVELY BAPTIST CHURCH,State House,82.0,761.0,85.0,direct_precinct_activity,exact
TALLAPOOSA,MT. LOVELY BAPTIST CHURCH,State Senate,27.0,761.0,85.0,direct_precinct_activity,exact
TALLAPOOSA,BUTTSTON VOLUNTEER FIRE,State House,81.0,25.0,95.0,direct_precinct_activity,exact
TALLAPOOSA,BUTTSTON VOLUNTEER FIRE,State Senate,27.0,25.0,95.0,direct_precinct_activity,exact
TALLAPOOSA,DAVISTON COMMUNITY CENTER,State House,81.0,74.0,172.0,direct_precinct_activity,exact
TALLAPOOSA,DAVISTON COMMUNITY CENTER,State Senate,27.0,74.0,172.0,direct_precinct_activity,exact
TALLAPOOSA,JACKSONS GAP V.F.D.,State House,81.0,247.0,810.0,direct_precinct_activity,exact
TALLAPOOSA,JACKSONS GAP V.F.D.,State Senate,27.0,247.0,810.0,direct_precinct_activity,exact
TUSCALOOSA,WHITSON CHURCH OF CHRIST,State House,16.0,4.0,33.0,direct_precinct_activity,exact
TUSCALOOSA,WHITSON CHURCH OF CHRIST,State Senate,5.0,4.0,33.0,direct_precinct_activity,exact
TUSCALOOSA,WINDHAM SPRINGS BAPTIST,State House,16.0,16.0,144.0,direct_precinct_activity,exact
TUSCALOOSA,WINDHAM SPRINGS BAPTIST,State Senate,5.0,16.0,144.0,direct_precinct_activity,exact
TUSCALOOSA,SHERIFFS FIRING RANGE,State House,16.0,18.0,184.0,direct_precinct_activity,fuzzy
TUSCALOOSA,SHERIFFS FIRING RANGE,State Senate,5.0,18.0,184.0,direct_precinct_activity,fuzzy
TUSCALOOSA,MAYFIELD FIRE,State House,61.0,14.0,95.0,direct_precinct_activity,exact
TUSCALOOSA,MAYFIELD FIRE,State Senate,5.0,14.0,95.0,direct_precinct_activity,exact
TUSCALOOSA,MONTGOMERY FIRE DEPT.,State House,61.0,80.0,611.0,direct_precinct_activity,exact
TUSCALOOSA,MONTGOMERY FIRE DEPT.,State Senate,5.0,80.0,611.0,direct_precinct_activity,exact
TUSCALOOSA,SAMANTHA VFD,State House,16.0,86.86968085106383,561.2367021276596,direct_precinct_activity,exact
TUSCALOOSA,SAMANTHA VFD,State House,61.0,2.13031914893617,13.763297872340425,direct_precinct_activity,exact
TUSCALOOSA,SAMANTHA VFD,State Senate,5.0,89.0,575.0,direct_precinct_activity,exact
TUSCALOOSA,COUNTY ROAD CAMP 3,State House,16.0,36.01145038167939,110.95419847328243,direct_precinct_activity,exact
TUSCALOOSA,COUNTY ROAD CAMP 3,State House,61.0,74.9885496183206,231.04580152671755,direct_precinct_activity,exact
TUSCALOOSA,COUNTY ROAD CAMP 3,State Senate,5.0,111.0,342.0,direct_precinct_activity,exact
TUSCALOOSA,STATION 2 CARROLLS CREEK,State House,16.0,139.0,736.0,direct_precinct_activity,exact
TUSCALOOSA,STATION 2 CARROLLS CREEK,State Senate,5.0,139.0,736.0,direct_precinct_activity,exact
TUSCALOOSA,YELLOW CREEK FIRE DEPT.,State House,63.0,66.0,438.0,direct_precinct_activity,exact
TUSCALOOSA,YELLOW CREEK FIRE DEPT.,State Senate,5.0,66.0,438.0,direct_precinct_activity,exact
TUSCALOOSA,TANNEHILL VLY BAPTIST,State House,16.0,0.5880980163360561,4.1831971995332555,direct_precinct_activity,fuzzy
TUSCALOOSA,TANNEHILL VLY BAPTIST,State House,62.0,167.41190198366394,1190.8168028004668,direct_precinct_activity,fuzzy
TUSCALOOSA,TANNEHILL VLY BAPTIST,State Senate,21.0,168.0,1195.0,direct_precinct_activity,fuzzy
TUSCALOOSA,ABERNANT BAPTIST CHURCH,State House,16.0,42.618384401114206,289.80501392757657,direct_precinct_activity,exact
TUSCALOOSA,ABERNANT BAPTIST CHURCH,State House,62.0,42.381615598885794,288.19498607242343,direct_precinct_activity,exact
TUSCALOOSA,ABERNANT BAPTIST CHURCH,State Senate,21.0,85.0,578.0,direct_precinct_activity,exact
TUSCALOOSA,G G HARDIN COMMUNITY CENTER,State House,16.0,7.729433272394882,43.76599634369287,direct_precinct_activity,exact
TUSCALOOSA,G G HARDIN COMMUNITY CENTER,State House,62.0,143.27056672760511,811.2340036563071,direct_precinct_activity,exact
TUSCALOOSA,G G HARDIN COMMUNITY CENTER,State Senate,5.0,18.219378427787934,103.16270566727606,direct_precinct_activity,exact
TUSCALOOSA,G G HARDIN COMMUNITY CENTER,State Senate,21.0,132.78062157221206,751.837294332724,direct_precinct_activity,exact
TUSCALOOSA,MARY PHELPS CENTER,State House,63.0,632.0,2315.0,direct_precinct_activity,exact
TUSCALOOSA,MARY PHELPS CENTER,State Senate,21.0,632.0,2315.0,direct_precinct_activity,exact
TUSCALOOSA,CARROLLS CREEK BAPTIST,State House,61.0,38.44515306122449,272.1313775510204,direct_precinct_activity,exact
TUSCALOOSA,CARROLLS CREEK BAPTIST,State House,63.0,267.55484693877554,1893.8686224489797,direct_precinct_activity,exact
TUSCALOOSA,CARROLLS CREEK BAPTIST,State Senate,5.0,306.0,2166.0,direct_precinct_activity,exact
TUSCALOOSA,CHAPEL HILL BAPTIST,State House,61.0,344.0,1278.0,direct_precinct_activity,exact
TUSCALOOSA,CHAPEL HILL BAPTIST,State Senate,5.0,339.2171122994652,1260.2310160427808,direct_precinct_activity,exact
TUSCALOOSA,CHAPEL HILL BAPTIST,State Senate,21.0,4.78288770053476,17.768983957219252,direct_precinct_activity,exact
TUSCALOOSA,ECHOLA VFD,State House,61.0,20.0,211.0,direct_precinct_activity,exact
TUSCALOOSA,ECHOLA VFD,State Senate,5.0,6.5,68.575,direct_precinct_activity,exact
TUSCALOOSA,ECHOLA VFD,State Senate,21.0,13.5,142.425,direct_precinct_activity,exact
TUSCALOOSA,MOUNT OLIVE VFD,State House,61.0,143.0,822.0,direct_precinct_activity,fuzzy
TUSCALOOSA,MOUNT OLIVE VFD,State Senate,21.0,143.0,822.0,direct_precinct_activity,fuzzy
TUSCALOOSA,FLATWOODS BAPTIST,State House,61.0,656.0,1229.0,direct_precinct_activity,exact
TUSCALOOSA,FLATWOODS BAPTIST,State Senate,21.0,656.0,1229.0,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT CITY HALL,State House,61.0,902.0,2136.0,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT CITY HALL,State Senate,5.0,237.51724137931032,562.4576802507837,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT CITY HALL,State Senate,21.0,664.4827586206897,1573.5423197492162,direct_precinct_activity,exact
TUSCALOOSA,VESTAVIA HILLS ELEMENTARY,State House,61.0,590.0,1476.0,direct_precinct_activity,exact
TUSCALOOSA,VESTAVIA HILLS ELEMENTARY,State Senate,21.0,590.0,1476.0,direct_precinct_activity,exact
TUSCALOOSA,TUSCALOOSA ACADEMY,State House,63.0,930.0,2661.0,direct_precinct_activity,exact
TUSCALOOSA,TUSCALOOSA ACADEMY,State Senate,21.0,930.0,2661.0,direct_precinct_activity,exact
TUSCALOOSA,HOLT ELEMENTARY,State House,62.0,145.1819322459222,46.8444165621079,direct_precinct_activity,exact
TUSCALOOSA,HOLT ELEMENTARY,State House,70.0,1072.8180677540777,346.15558343789206,direct_precinct_activity,exact
TUSCALOOSA,HOLT ELEMENTARY,State Senate,21.0,123.78670012547052,39.94102885821832,direct_precinct_activity,exact
TUSCALOOSA,HOLT ELEMENTARY,State Senate,24.0,1094.2132998745294,353.0589711417817,direct_precinct_activity,exact
TUSCALOOSA,PETERSON COMMUNITY CHURCH,State House,62.0,110.0,436.0,direct_precinct_activity,exact
TUSCALOOSA,PETERSON COMMUNITY CHURCH,State Senate,21.0,110.0,436.0,direct_precinct_activity,exact
TUSCALOOSA,JAYCEE PARK BOYS CLUB,State House,62.0,2.4951816160118607,1.2424017790956263,direct_precinct_activity,exact
TUSCALOOSA,JAYCEE PARK BOYS CLUB,State House,63.0,469.09414381022975,233.57153446997773,direct_precinct_activity,exact
TUSCALOOSA,JAYCEE PARK BOYS CLUB,State House,70.0,1211.4106745737583,603.1860637509266,direct_precinct_activity,exact
TUSCALOOSA,JAYCEE PARK BOYS CLUB,State Senate,21.0,763.5255744996293,380.1749444032617,direct_precinct_activity,exact
TUSCALOOSA,JAYCEE PARK BOYS CLUB,State Senate,24.0,919.4744255003707,457.8250555967383,direct_precinct_activity,exact
TUSCALOOSA,U OF A STUDENT REC/CTR.,State House,63.0,817.0,1395.0,direct_precinct_activity,exact
TUSCALOOSA,U OF A STUDENT REC/CTR.,State Senate,21.0,817.0,1395.0,direct_precinct_activity,exact
TUSCALOOSA,TUSCALOOSA COURTHOUSE ANNEX,State House,63.0,480.0,696.0,direct_precinct_activity,exact
TUSCALOOSA,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21.0,480.0,696.0,direct_precinct_activity,exact
TUSCALOOSA,SPRAYBERRY REG ED CENTER,State House,63.0,77.11864406779661,25.627118644067796,direct_precinct_activity,exact
TUSCALOOSA,SPRAYBERRY REG ED CENTER,State House,71.0,572.8813559322034,190.3728813559322,direct_precinct_activity,exact
TUSCALOOSA,SPRAYBERRY REG ED CENTER,State Senate,21.0,77.11864406779661,25.627118644067796,direct_precinct_activity,exact
TUSCALOOSA,SPRAYBERRY REG ED CENTER,State Senate,24.0,572.8813559322034,190.3728813559322,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT COMMUNITY CENTER,State House,61.0,88.46560846560845,85.82010582010581,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT COMMUNITY CENTER,State House,71.0,747.5343915343915,725.1798941798942,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT COMMUNITY CENTER,State Senate,21.0,8.846560846560847,8.582010582010582,direct_precinct_activity,exact
TUSCALOOSA,NORTHPORT COMMUNITY CENTER,State Senate,24.0,827.1534391534392,802.4179894179895,direct_precinct_activity,exact
TUSCALOOSA,COKER FIRE DEPT.,State House,61.0,82.0,549.0,direct_precinct_activity,exact
TUSCALOOSA,COKER FIRE DEPT.,State Senate,21.0,82.0,549.0,direct_precinct_activity,exact
TUSCALOOSA,BUHL VFD STATION,State House,61.0,32.0,329.0,direct_precinct_activity,exact
