cycle,county_key,precinct_key,dem_candidate,rep_candidate,dem_votes,rep_votes,source_file
1996,BALDWIN,FOLEY CIVIC CENTER #1,Bill Clinton,Bob Dole,435.0,833.0,1996 Compiled Results.xls
1996,BALDWIN,FOLEY CIVIC CENTER #2,Bill Clinton,Bob Dole,341.0,615.0,1996 Compiled Results.xls
1996,BALDWIN,MIFLIN COMMUNITY CENTER,Bill Clinton,Bob Dole,62.0,126.0,1996 Compiled Results.xls
1996,BALDWIN,ORANGE BEACH MUNICIPAL COMPLEX,Bill Clinton,Bob Dole,424.0,1190.0,1996 Compiled Results.xls
1996,BALDWIN,GULF SHORES ACTIVITY CENTER #1,Bill Clinton,Bob Dole,357.0,962.0,1996 Compiled Results.xls
1996,BALDWIN,GULF SHORES ACTIVITY CENTER #2,Bill Clinton,Bob Dole,413.0,1298.0,1996 Compiled Results.xls
1996,BALDWIN,BELFOREST COMMUNITY CENTER,Bill Clinton,Bob Dole,86.0,295.0,1996 Compiled Results.xls
1996,BALDWIN,FAIRHOPE CITY HALL #1,Bill Clinton,Bob Dole,282.0,826.0,1996 Compiled Results.xls
1996,BALDWIN,FAIRHOPE CITY HALL #2,Bill Clinton,Bob Dole,420.0,1290.0,1996 Compiled Results.xls
1996,BALDWIN,FAIRHOPE CITY HALL #3,Bill Clinton,Bob Dole,335.0,1041.0,1996 Compiled Results.xls
1996,BALDWIN,FAIRHOPE CITY HALL #4,Bill Clinton,Bob Dole,312.0,896.0,1996 Compiled Results.xls
1996,BALDWIN,BARNWELL COMMUNITY HALL,Bill Clinton,Bob Dole,333.0,937.0,1996 Compiled Results.xls
1996,BALDWIN,SPANISH FORT OLD SCHOOL,Bill Clinton,Bob Dole,343.0,1339.0,1996 Compiled Results.xls
1996,BALDWIN,SPANISH FORT FIRE HOUSE,Bill Clinton,Bob Dole,155.0,513.0,1996 Compiled Results.xls
1996,BALDWIN,ST. PAUL EPISCOPAL - DAPHNE,Bill Clinton,Bob Dole,363.0,1171.0,1996 Compiled Results.xls
1996,BALDWIN,EASTERN SHORE CHRISTIAN CTR.,Bill Clinton,Bob Dole,454.0,1482.0,1996 Compiled Results.xls
1996,BALDWIN,DAPHNE NICHOLSON CTR. 1,Bill Clinton,Bob Dole,220.0,717.0,1996 Compiled Results.xls
1996,BALDWIN,DAPHNE NICHOLSON CTR. 2,Bill Clinton,Bob Dole,221.0,699.0,1996 Compiled Results.xls
1996,BALDWIN,ABSENTEE VOTERS,Bill Clinton,Bob Dole,413.0,1125.0,1996 Compiled Results.xls
1996,BARBOUR,ABSENTEE,Bill Clinton,Bob Dole,218.0,173.0,1996 Compiled Results.xls
1996,BARBOUR,WOODHAM STORE,Bill Clinton,Bob Dole,38.0,39.0,1996 Compiled Results.xls
1996,BARBOUR,HARTZOG'S STORE,Bill Clinton,Bob Dole,66.0,27.0,1996 Compiled Results.xls
1996,BARBOUR,ELAMVILLE,Bill Clinton,Bob Dole,31.0,54.0,1996 Compiled Results.xls
1996,BARBOUR,CLIO A*Z,Bill Clinton,Bob Dole,136.0,153.0,1996 Compiled Results.xls
1996,BARBOUR,CLIO CITY HALL,Bill Clinton,Bob Dole,117.0,61.0,1996 Compiled Results.xls
1996,BARBOUR,COGGIN'S STORE,Bill Clinton,Bob Dole,25.0,44.0,1996 Compiled Results.xls
1996,BARBOUR,BAKERHILL VOL F/D,Bill Clinton,Bob Dole,156.0,86.0,1996 Compiled Results.xls
1996,BARBOUR,RICHARD'S CABINET,Bill Clinton,Bob Dole,118.0,94.0,1996 Compiled Results.xls
1996,BARBOUR,NEW ARMORY W1,Bill Clinton,Bob Dole,149.0,133.0,1996 Compiled Results.xls
1996,BARBOUR,NEW ARMORY W2,Bill Clinton,Bob Dole,231.0,229.0,1996 Compiled Results.xls
1996,BARBOUR,NEW ARMORY W10,Bill Clinton,Bob Dole,57.0,101.0,1996 Compiled Results.xls
1996,BARBOUR,SANFORD GYM 3,Bill Clinton,Bob Dole,396.0,492.0,1996 Compiled Results.xls
1996,BARBOUR,OLD ARMORY W4,Bill Clinton,Bob Dole,475.0,107.0,1996 Compiled Results.xls
1996,BARBOUR,OLD ARMORY  W5,Bill Clinton,Bob Dole,75.0,166.0,1996 Compiled Results.xls
1996,BARBOUR,MC COO SCH. W4,Bill Clinton,Bob Dole,318.0,47.0,1996 Compiled Results.xls
1996,BARBOUR,BEVILL  CTR. W6,Bill Clinton,Bob Dole,75.0,138.0,1996 Compiled Results.xls
1996,BARBOUR,BEVILL CTR. W7,Bill Clinton,Bob Dole,90.0,101.0,1996 Compiled Results.xls
1996,BARBOUR,MCCOO SCH. W8,Bill Clinton,Bob Dole,277.0,265.0,1996 Compiled Results.xls
1996,BARBOUR,GRUBBS GRCRY W8,Bill Clinton,Bob Dole,171.0,243.0,1996 Compiled Results.xls
1996,BARBOUR,BEVILL  CTR. W6,Bill Clinton,Bob Dole,63.0,103.0,1996 Compiled Results.xls
1996,BARBOUR,COWIKEE VOL F/D,Bill Clinton,Bob Dole,73.0,17.0,1996 Compiled Results.xls
1996,BARBOUR,SPRHL VOL F/D,Bill Clinton,Bob Dole,213.0,39.0,1996 Compiled Results.xls
1996,BARBOUR,CLAYTON CRTHSE.,Bill Clinton,Bob Dole,251.0,198.0,1996 Compiled Results.xls
1996,BARBOUR,CLAYTON C/H IN,Bill Clinton,Bob Dole,165.0,48.0,1996 Compiled Results.xls
1996,BARBOUR,C/H-CLAYTON,Bill Clinton,Bob Dole,152.0,67.0,1996 Compiled Results.xls
1996,BARBOUR,GREENS'S C'ROADS,Bill Clinton,Bob Dole,70.0,48.0,1996 Compiled Results.xls
1996,BARBOUR,MT. ANDREWS,Bill Clinton,Bob Dole,145.0,15.0,1996 Compiled Results.xls
1996,BARBOUR,LOUISVILLE C/H,Bill Clinton,Bob Dole,164.0,138.0,1996 Compiled Results.xls
1996,BARBOUR,LOUISVILLE C/H OUT,Bill Clinton,Bob Dole,95.0,13.0,1996 Compiled Results.xls
1996,BARBOUR,LOUISVILLE C/H OUT,Bill Clinton,Bob Dole,6.0,2.0,1996 Compiled Results.xls
1996,BARBOUR,JOHNNY BOYD'S STORE,Bill Clinton,Bob Dole,60.0,37.0,1996 Compiled Results.xls
1996,BARBOUR,BLUE SPRINGS C/HALL,Bill Clinton,Bob Dole,22.0,57.0,1996 Compiled Results.xls
1996,BARBOUR,BLUE SPRINGS C/HALL,Bill Clinton,Bob Dole,55.0,67.0,1996 Compiled Results.xls
1996,BARBOUR,JUNIOR TURNER'S,Bill Clinton,Bob Dole,34.0,25.0,1996 Compiled Results.xls
1996,BIBB,GREENPOND,Bill Clinton,Bob Dole,281.0,515.0,1996 Compiled Results.xls
1996,BIBB,CEDAR GROVE,Bill Clinton,Bob Dole,137.0,125.0,1996 Compiled Results.xls
1996,BIBB,PONDVILLE,Bill Clinton,Bob Dole,32.0,112.0,1996 Compiled Results.xls
1996,BIBB,HARRISBURG,Bill Clinton,Bob Dole,153.0,106.0,1996 Compiled Results.xls
1996,BIBB,CENTREVILLE,Bill Clinton,Bob Dole,182.0,391.0,1996 Compiled Results.xls
1996,BIBB,FURNACE,Bill Clinton,Bob Dole,192.0,268.0,1996 Compiled Results.xls
1996,BIBB,RANDOLPH,Bill Clinton,Bob Dole,157.0,156.0,1996 Compiled Results.xls
1996,BIBB,TABERNACLE,Bill Clinton,Bob Dole,40.0,66.0,1996 Compiled Results.xls
1996,BIBB,BRENT-NORTH,Bill Clinton,Bob Dole,328.0,454.0,1996 Compiled Results.xls
1996,BIBB,WEST BLOCKTON-EAST,Bill Clinton,Bob Dole,313.0,236.0,1996 Compiled Results.xls
1996,BIBB,WEST BLOCKTON-WEST,Bill Clinton,Bob Dole,286.0,238.0,1996 Compiled Results.xls
1996,BIBB,EOLINE,Bill Clinton,Bob Dole,83.0,112.0,1996 Compiled Results.xls
1996,BIBB,BRENT-SOUTH,Bill Clinton,Bob Dole,356.0,143.0,1996 Compiled Results.xls
1996,BIBB,CENTREVILLE-CENTRAL,Bill Clinton,Bob Dole,153.0,45.0,1996 Compiled Results.xls
1996,BIBB,ABSENTEE,Bill Clinton,Bob Dole,82.0,70.0,1996 Compiled Results.xls
1996,BLOUNT,MT. HIGH,Bill Clinton,Bob Dole,118.0,264.0,1996 Compiled Results.xls
1996,BLOUNT,MT. HIGH,Bill Clinton,Bob Dole,132.0,258.0,1996 Compiled Results.xls
1996,BLOUNT,SMOKE RISE,Bill Clinton,Bob Dole,111.0,359.0,1996 Compiled Results.xls
1996,BLOUNT,SMOKE RISE,Bill Clinton,Bob Dole,61.0,275.0,1996 Compiled Results.xls
1996,BLOUNT,BLOUNT SPRINGS,Bill Clinton,Bob Dole,44.0,143.0,1996 Compiled Results.xls
1996,BLOUNT,HAYDEN,Bill Clinton,Bob Dole,111.0,228.0,1996 Compiled Results.xls
1996,BLOUNT,HAYDEN,Bill Clinton,Bob Dole,121.0,243.0,1996 Compiled Results.xls
1996,BLOUNT,HAYDEN,Bill Clinton,Bob Dole,100.0,195.0,1996 Compiled Results.xls
1996,BLOUNT,BANGOR,Bill Clinton,Bob Dole,84.0,159.0,1996 Compiled Results.xls
1996,BLOUNT,NECTAR,Bill Clinton,Bob Dole,92.0,161.0,1996 Compiled Results.xls
1996,BLOUNT,NECTAR,Bill Clinton,Bob Dole,112.0,163.0,1996 Compiled Results.xls
1996,BLOUNT,BLOUNTSVILLE,Bill Clinton,Bob Dole,120.0,152.0,1996 Compiled Results.xls
1996,BLOUNT,BLOUNTSVILLE,Bill Clinton,Bob Dole,157.0,115.0,1996 Compiled Results.xls
1996,BLOUNT,BLOUNTSVILLE,Bill Clinton,Bob Dole,140.0,161.0,1996 Compiled Results.xls
1996,BLOUNT,BLOUNTSVILLE,Bill Clinton,Bob Dole,146.0,138.0,1996 Compiled Results.xls
1996,BLOUNT,SUMMIT,Bill Clinton,Bob Dole,137.0,109.0,1996 Compiled Results.xls
1996,BLOUNT,ROYAL,Bill Clinton,Bob Dole,114.0,140.0,1996 Compiled Results.xls
1996,BLOUNT,BROOKSVILLE,Bill Clinton,Bob Dole,128.0,140.0,1996 Compiled Results.xls
1996,BLOUNT,SNEAD,Bill Clinton,Bob Dole,85.0,128.0,1996 Compiled Results.xls
1996,BLOUNT,SNEAD,Bill Clinton,Bob Dole,99.0,153.0,1996 Compiled Results.xls
1996,BLOUNT,SNEAD,Bill Clinton,Bob Dole,66.0,155.0,1996 Compiled Results.xls
1996,BLOUNT,SUSAN MOORE,Bill Clinton,Bob Dole,104.0,188.0,1996 Compiled Results.xls
1996,BLOUNT,SUSAN MOORE,Bill Clinton,Bob Dole,111.0,206.0,1996 Compiled Results.xls
1996,BLOUNT,MURPHREE VALLEY,Bill Clinton,Bob Dole,85.0,164.0,1996 Compiled Results.xls
1996,BLOUNT,ST. MOUNTAIN,Bill Clinton,Bob Dole,71.0,253.0,1996 Compiled Results.xls
1996,BLOUNT,ST. MOUNTAIN,Bill Clinton,Bob Dole,88.0,207.0,1996 Compiled Results.xls
1996,BLOUNT,ST. MOUNTAIN,Bill Clinton,Bob Dole,64.0,218.0,1996 Compiled Results.xls
1996,BLOUNT,HOLLY SPRINGS,Bill Clinton,Bob Dole,39.0,121.0,1996 Compiled Results.xls
1996,BLOUNT,CLEVELAND,Bill Clinton,Bob Dole,147.0,167.0,1996 Compiled Results.xls
1996,BLOUNT,CLEVELAND,Bill Clinton,Bob Dole,139.0,188.0,1996 Compiled Results.xls
1996,BLOUNT,LOCUST FORKS,Bill Clinton,Bob Dole,145.0,213.0,1996 Compiled Results.xls
1996,BLOUNT,LOCUST FORKS,Bill Clinton,Bob Dole,129.0,218.0,1996 Compiled Results.xls
1996,BLOUNT,DALLAS-SELFVILLE,Bill Clinton,Bob Dole,81.0,156.0,1996 Compiled Results.xls
1996,BLOUNT,DALLAS-SELFVILLE,Bill Clinton,Bob Dole,123.0,178.0,1996 Compiled Results.xls
1996,BLOUNT,DALLAS-SELFVILLE,Bill Clinton,Bob Dole,86.0,185.0,1996 Compiled Results.xls
1996,BLOUNT,REMLAP,Bill Clinton,Bob Dole,76.0,245.0,1996 Compiled Results.xls
1996,BLOUNT,REMLAP,Bill Clinton,Bob Dole,49.0,248.0,1996 Compiled Results.xls
1996,BLOUNT,PINE MOUNTAIN,Bill Clinton,Bob Dole,50.0,191.0,1996 Compiled Results.xls
1996,BLOUNT,ALLGOOD,Bill Clinton,Bob Dole,94.0,257.0,1996 Compiled Results.xls
1996,BLOUNT,ONEONTA,Bill Clinton,Bob Dole,168.0,212.0,1996 Compiled Results.xls
1996,BLOUNT,ONEONTA,Bill Clinton,Bob Dole,145.0,211.0,1996 Compiled Results.xls
1996,BLOUNT,ONEONTA,Bill Clinton,Bob Dole,156.0,206.0,1996 Compiled Results.xls
1996,BLOUNT,ONEONTA,Bill Clinton,Bob Dole,146.0,247.0,1996 Compiled Results.xls
1996,BLOUNT,ONEONTA,Bill Clinton,Bob Dole,98.0,160.0,1996 Compiled Results.xls
1996,BLOUNT,ROSA,Bill Clinton,Bob Dole,178.0,240.0,1996 Compiled Results.xls
1996,BLOUNT,ROCK SPRINGS,Bill Clinton,Bob Dole,118.0,169.0,1996 Compiled Results.xls
1996,BLOUNT,ABSENTEES,Bill Clinton,Bob Dole,93.0,169.0,1996 Compiled Results.xls
1996,BULLOCK,ABSENTEE,Bill Clinton,Bob Dole,156.0,49.0,1996 Compiled Results.xls
1996,BULLOCK,MIDWAY                 MACHINE 1,Bill Clinton,Bob Dole,168.0,25.0,1996 Compiled Results.xls
1996,BULLOCK,MIDWAY                 MACHINE 2,Bill Clinton,Bob Dole,173.0,6.0,1996 Compiled Results.xls
1996,BULLOCK,MIDWAY                 MACHINE3,Bill Clinton,Bob Dole,102.0,7.0,1996 Compiled Results.xls
1996,BULLOCK,THREE NOTCH           MACHINE 1,Bill Clinton,Bob Dole,93.0,25.0,1996 Compiled Results.xls
1996,BULLOCK,GURREYTON              MACHINE 1,Bill Clinton,Bob Dole,56.0,2.0,1996 Compiled Results.xls
1996,BULLOCK,PEACHBURG              MACHINE 1,Bill Clinton,Bob Dole,79.0,27.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 6,Bill Clinton,Bob Dole,107.0,63.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 2,Bill Clinton,Bob Dole,105.0,34.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 3,Bill Clinton,Bob Dole,194.0,47.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 4,Bill Clinton,Bob Dole,104.0,57.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 5,Bill Clinton,Bob Dole,200.0,43.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 1,Bill Clinton,Bob Dole,157.0,57.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 7,Bill Clinton,Bob Dole,122.0,35.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 8,Bill Clinton,Bob Dole,58.0,48.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 9,Bill Clinton,Bob Dole,176.0,50.0,1996 Compiled Results.xls
1996,BULLOCK,ARMORY                  MACHINE 10,Bill Clinton,Bob Dole,147.0,45.0,1996 Compiled Results.xls
1996,BULLOCK,ABERFOIL                  MACHINE1,Bill Clinton,Bob Dole,106.0,49.0,1996 Compiled Results.xls
1996,BULLOCK,SARDIS                     MACHINE 1,Bill Clinton,Bob Dole,110.0,25.0,1996 Compiled Results.xls
1996,BULLOCK,INDIAN CREEK           MACHINE 1,Bill Clinton,Bob Dole,105.0,20.0,1996 Compiled Results.xls
1996,BULLOCK,PEROTE                     MACHINE 1,Bill Clinton,Bob Dole,62.0,63.0,1996 Compiled Results.xls
1996,BULLOCK,CORINTH                   MACHINE1,Bill Clinton,Bob Dole,41.0,13.0,1996 Compiled Results.xls
1996,BULLOCK,INVERNESS                MACHINE 1,Bill Clinton,Bob Dole,44.0,38.0,1996 Compiled Results.xls
1996,BULLOCK,FITZ PATRICK             MACHINE 1,Bill Clinton,Bob Dole,95.0,126.0,1996 Compiled Results.xls
1996,BULLOCK,THOMPSON              MACHINE 1,Bill Clinton,Bob Dole,56.0,42.0,1996 Compiled Results.xls
1996,BULLOCK,CORNERSTONE            MACHINE 1,Bill Clinton,Bob Dole,184.0,36.0,1996 Compiled Results.xls
1996,BULLOCK,PASTOAK                   MACHINE 1,Bill Clinton,Bob Dole,78.0,122.0,1996 Compiled Results.xls
1996,BUTLER,PROVIDENCE-VOTING HOUSE,Bill Clinton,Bob Dole,176.0,149.0,1996 Compiled Results.xls
1996,BUTLER,INDUSTRY,Bill Clinton,Bob Dole,39.0,86.0,1996 Compiled Results.xls
1996,BUTLER,STEINERS STORE,Bill Clinton,Bob Dole,53.0,84.0,1996 Compiled Results.xls
1996,BUTLER,MIDWAY-VOTING HOUSE,Bill Clinton,Bob Dole,101.0,106.0,1996 Compiled Results.xls
1996,BUTLER,HARRISON-VOTING HOUSE,Bill Clinton,Bob Dole,60.0,104.0,1996 Compiled Results.xls
1996,BUTLER,SEARCY-VOL. FIRE DEPT.,Bill Clinton,Bob Dole,36.0,108.0,1996 Compiled Results.xls
1996,BUTLER,MANNINGHAM-VOTING HOUSE,Bill Clinton,Bob Dole,107.0,57.0,1996 Compiled Results.xls
1996,BUTLER,MONTEREY-OLD SCHOOL,Bill Clinton,Bob Dole,25.0,13.0,1996 Compiled Results.xls
1996,BUTLER,FOREST HOME-VOTING HSE,Bill Clinton,Bob Dole,87.0,68.0,1996 Compiled Results.xls
1996,BUTLER,NEW ARMORY #1,Bill Clinton,Bob Dole,501.0,339.0,1996 Compiled Results.xls
1996,BUTLER,NEW ARMORY #2,Bill Clinton,Bob Dole,73.0,58.0,1996 Compiled Results.xls
1996,BUTLER,OLD ARMORY #1,Bill Clinton,Bob Dole,213.0,412.0,1996 Compiled Results.xls
1996,BUTLER,OLD ARMORY #2,Bill Clinton,Bob Dole,139.0,322.0,1996 Compiled Results.xls
1996,BUTLER,CENTRAL VOL. FIRE DEPT.,Bill Clinton,Bob Dole,211.0,136.0,1996 Compiled Results.xls
1996,BUTLER,DUNBAR COMM CTR #1,Bill Clinton,Bob Dole,538.0,144.0,1996 Compiled Results.xls
1996,BUTLER,DUNBAR COMM CTR #2,Bill Clinton,Bob Dole,25.0,7.0,1996 Compiled Results.xls
1996,BUTLER,GARLAND-VOTING HOUSE,Bill Clinton,Bob Dole,77.0,59.0,1996 Compiled Results.xls
1996,BUTLER,G ANA ARMORY #1,Bill Clinton,Bob Dole,257.0,128.0,1996 Compiled Results.xls
1996,BUTLER,G ANA ARMORY #2,Bill Clinton,Bob Dole,261.0,123.0,1996 Compiled Results.xls
1996,BUTLER,CHAPMAN POST OFFICE,Bill Clinton,Bob Dole,75.0,90.0,1996 Compiled Results.xls
1996,BUTLER,OLD HOUSE-FRIENDSHIP,Bill Clinton,Bob Dole,49.0,76.0,1996 Compiled Results.xls
1996,BUTLER,ROCKY CREEK-VOTING HSE.,Bill Clinton,Bob Dole,66.0,122.0,1996 Compiled Results.xls
1996,BUTLER,CENTER HILL-VOTING HOUSE,Bill Clinton,Bob Dole,84.0,16.0,1996 Compiled Results.xls
1996,BUTLER,BOLLING VOTING HOUSE,Bill Clinton,Bob Dole,41.0,50.0,1996 Compiled Results.xls
1996,BUTLER,MCCLAINS-VOTING HOUSE,Bill Clinton,Bob Dole,102.0,197.0,1996 Compiled Results.xls
1996,BUTLER,MCKENZIE CITY HALL,Bill Clinton,Bob Dole,175.0,154.0,1996 Compiled Results.xls
1996,BUTLER,ABSENTEE VOTERS,Bill Clinton,Bob Dole,257.0,144.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE GLENWOOD MEADOWS,Bill Clinton,Bob Dole,184.0,165.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE GLENWOOD MEADOWS,Bill Clinton,Bob Dole,189.0,125.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE NATIONAL GUARD ARMORY,Bill Clinton,Bob Dole,167.0,158.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE NATIONAL GUARD ARMORY,Bill Clinton,Bob Dole,152.0,180.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE WESTSIDE BAPTIST CHURCH,Bill Clinton,Bob Dole,137.0,107.0,1996 Compiled Results.xls
1996,CALHOUN,JACKSONVILLE WESTSIDE BAPTIST CHURCH,Bill Clinton,Bob Dole,136.0,113.0,1996 Compiled Results.xls
