district,pres_2020_dem_votes,pres_2020_rep_votes,pres_2020_two_party_votes,pres_2020_dem_margin,pres_2020_allocation_method,chamber,cycle
28,7703.865179779408,11174.170462187472,18878.035641966882,-18.38276687375984,normalized_area_intersection,house,2022
29,3370.5863816306182,20734.66984924842,24105.25623087904,-72.03442809860806,normalized_area_intersection,house,2022
30,3075.3008456269727,19933.53910674144,23008.839952368413,-73.268527644216,normalized_area_intersection,house,2022
31,4846.33206650852,16632.232678841094,21478.564745349613,-54.872849988192876,normalized_area_intersection,house,2022
32,9715.822744033305,7575.668263384768,17291.491007418073,12.376922728817359,normalized_area_intersection,house,2022
33,7447.021062288068,13794.522894736148,21241.543957024216,-29.88248803990103,normalized_area_intersection,house,2022
34,2059.794196282752,19373.431308559077,21433.22550484183,-80.77942868825376,normalized_area_intersection,house,2022
35,4665.779259426218,15633.589883307086,20299.369142733303,-54.03030284715566,normalized_area_intersection,house,2022
36,6179.822714839154,17545.86229335954,23725.685008198692,-47.90605444939826,normalized_area_intersection,house,2022
37,7655.689951585935,17036.62321275382,24692.313164339757,-37.99131008396443,normalized_area_intersection,house,2022
38,6730.612529261571,14536.27780534513,21266.8903346067,-36.703369196302916,normalized_area_intersection,house,2022
39,2830.6225612483086,17336.425983836027,20167.048545084333,-71.92824170656083,normalized_area_intersection,house,2022
40,4607.760905466056,17088.398590167337,21696.159495633394,-57.524640189030485,normalized_area_intersection,house,2022
41,6389.704504984918,17973.820210283462,24363.52471526838,-47.54696145438633,normalized_area_intersection,house,2022
42,3677.000000228444,19092.000001563138,22769.00000179158,-67.70169967992342,normalized_area_intersection,house,2022
43,8707.52501943483,19711.710884887212,28419.235904322042,-38.72090686216813,normalized_area_intersection,house,2022
44,8239.16999534965,16988.108536233125,25227.278531582775,-34.680469119688915,normalized_area_intersection,house,2022
45,6717.351354833674,17492.949316462466,24210.30067129614,-44.50831944604636,normalized_area_intersection,house,2022
46,10793.719157508633,15590.14219642258,26383.861353931214,-18.179382367771865,normalized_area_intersection,house,2022
47,9582.661496075614,12112.844645937976,21695.50614201359,-11.662245320760846,normalized_area_intersection,house,2022
48,7910.875055245996,17845.1031456432,25755.978200889196,-38.57057189951432,normalized_area_intersection,house,2022
49,6889.884014783209,19160.20399098334,26050.08800576655,-47.10279663348517,normalized_area_intersection,house,2022
50,4265.189561581419,19480.296503301655,23745.486064883073,-64.07578644693099,normalized_area_intersection,house,2022
51,4560.584220385513,20665.15106058819,25225.735280973702,-63.84181337362011,normalized_area_intersection,house,2022
52,18687.937451041675,2903.1226303004078,21591.060081342082,73.1081047492509,normalized_area_intersection,house,2022
53,13190.178604918512,4237.672815872546,17427.85142079106,51.36895864492977,normalized_area_intersection,house,2022
54,16252.991718379517,3518.089637865481,19771.081356245,64.41176307481797,normalized_area_intersection,house,2022
55,17534.37293470349,2244.637483888876,19779.010418592366,77.30283329262109,normalized_area_intersection,house,2022
56,14483.576839795118,5049.076670681299,19532.65351047642,48.301169956522216,normalized_area_intersection,house,2022
57,14775.82143856337,7819.009859689215,22594.831298252582,30.78939376463578,normalized_area_intersection,house,2022
58,14108.168844214606,3885.4273067228405,17993.596150937447,56.813220946715376,normalized_area_intersection,house,2022
59,17368.452343684403,3253.265895461981,20621.718239146383,68.44815880292381,normalized_area_intersection,house,2022
60,16315.514047890814,5514.704434235789,21830.218482126606,49.476415559002035,normalized_area_intersection,house,2022
61,5866.844317527468,14849.870944853303,20716.71526238077,-43.36124966508567,normalized_area_intersection,house,2022
62,6340.163530917113,14696.087633977606,21036.25116489472,-39.72154561933,normalized_area_intersection,house,2022
63,5972.678038991785,7805.082726326357,13777.760765318142,-13.299727862506984,normalized_area_intersection,house,2022
64,4721.905765502676,17763.74059629185,22485.646361794526,-58.00071130242722,normalized_area_intersection,house,2022
65,8081.409211468928,17575.248319004626,25656.657530473552,-37.00341362182289,normalized_area_intersection,house,2022
66,5758.700917401714,17283.006712721577,23041.707630123292,-50.01498144284108,normalized_area_intersection,house,2022
67,14948.000000000091,6813.999999999973,21762.000000000065,37.377079312563616,normalized_area_intersection,house,2022
68,14756.447728120682,13030.597197856672,27787.044925977352,6.210989815079469,normalized_area_intersection,house,2022
69,15116.337775442793,10677.914470818416,25794.25224626121,17.207024503948205,normalized_area_intersection,house,2022
70,11174.049700505459,4182.358689083789,15356.408389589247,45.52946778988784,normalized_area_intersection,house,2022
71,13814.026226571625,8903.634943142044,22717.66116971367,21.61486275698103,normalized_area_intersection,house,2022
72,14744.657675905924,9921.003574414182,24665.661250320107,19.556151576634264,normalized_area_intersection,house,2022
73,7227.94287037881,13688.266243442062,20916.20911382087,-30.88668380540546,normalized_area_intersection,house,2022
74,12852.99999999874,7929.999999999322,20782.99999999806,23.687629312418206,normalized_area_intersection,house,2022
75,7431.366304991881,14990.063494095131,22421.42979908701,-33.71193209726097,normalized_area_intersection,house,2022
76,14840.641667602837,4344.669134868079,19185.310802470914,54.70837893010814,normalized_area_intersection,house,2022
77,13677.449602801647,4453.79858693042,18131.24818973207,50.871572212522494,normalized_area_intersection,house,2022
78,13479.001243934154,5762.5402080021295,19241.541451936282,40.10313339607994,normalized_area_intersection,house,2022
79,8265.207890738875,9719.533848793184,17984.74173953206,-8.086443381377958,normalized_area_intersection,house,2022
80,6254.7951311313,12566.283295679548,18821.078426810847,-33.53414730771994,normalized_area_intersection,house,2022
81,6609.210635678964,16190.693722036884,22799.904357715848,-42.0242249091514,normalized_area_intersection,house,2022
82,10893.882823866106,5812.758443785296,16706.6412676514,30.413799510493163,normalized_area_intersection,house,2022
83,10519.188447695546,7576.555966114622,18095.744413810167,16.261461337479926,normalized_area_intersection,house,2022
84,11956.412590167758,9230.27370597881,21186.686296146567,12.86722636132474,normalized_area_intersection,house,2022
85,7967.284766372539,10801.579175955458,18768.863942327996,-15.10104403917037,normalized_area_intersection,house,2022
86,4738.4804825904375,16096.181830568366,20834.662313158806,-54.51348899859349,normalized_area_intersection,house,2022
87,3216.5195174097275,19468.81816943146,22685.337686841187,-71.64230427766128,normalized_area_intersection,house,2022
88,6195.40970832451,14629.746768564715,20825.156476889224,-40.50071397830905,normalized_area_intersection,house,2022
89,6570.330484219569,11437.402288713261,18007.73277293283,-27.02767675345182,normalized_area_intersection,house,2022
90,7773.4137151986815,15918.638539217196,23692.052254415878,-34.37956634803705,normalized_area_intersection,house,2022
91,4793.999999999871,13801.99999999977,18595.999999999643,-48.440524844052874,normalized_area_intersection,house,2022
92,3368.000000000022,17703.00000000002,21071.00000000004,-68.03189217407797,normalized_area_intersection,house,2022
93,5431.384749407896,14614.01853533185,20045.403284739747,-45.80917457976288,normalized_area_intersection,house,2022
94,5899.876121917546,18093.090434008085,23992.966555925632,-50.81995293774598,normalized_area_intersection,house,2022
95,4465.965532358267,18697.105929876812,23163.07146223508,-61.43891763543062,normalized_area_intersection,house,2022
96,6640.969597366472,15963.345236737134,22604.314834103607,-41.241575813241624,normalized_area_intersection,house,2022
97,12260.83518306692,6337.50419482172,18598.33937788864,31.8487090051028,normalized_area_intersection,house,2022
98,13143.425989963924,9892.138155588791,23035.564145552715,14.114209722981029,normalized_area_intersection,house,2022
99,13228.473933539259,6754.096405231484,19982.570338770744,32.40012380062041,normalized_area_intersection,house,2022
100,5957.072145154349,15145.034895584962,21102.107040739313,-43.5404992150429,normalized_area_intersection,house,2022
101,6963.493513890113,12251.9683419278,19215.461855817914,-27.521976144624823,normalized_area_intersection,house,2022
102,4417.8822052827845,17045.78680249429,21463.669007777076,-58.833858240340696,normalized_area_intersection,house,2022
103,11722.928934419453,6034.003905882835,17756.93284030229,32.03776845753825,normalized_area_intersection,house,2022
104,8034.333214340204,13423.146534016636,21457.47974835684,-25.11391544055445,normalized_area_intersection,house,2022
105,4650.701748240554,16860.04799433689,21510.74974257744,-56.75927799917492,normalized_area_intersection,house,2022
1,17612.50011494581,53920.48545940456,71532.98557435037,-50.75698302389566,normalized_area_intersection,senate,2022
2,35587.78370519821,35610.20499741215,71197.98870261037,-0.03149146854075672,normalized_area_intersection,senate,2022
3,19999.362502339747,46142.225180149835,66141.58768248958,-39.525604984428256,normalized_area_intersection,senate,2022
4,6915.000095599118,59280.00069085208,66195.0007864512,-79.10718328138616,normalized_area_intersection,senate,2022
5,9713.726499750375,57282.73574035842,66996.4622401088,-71.0022703439554,normalized_area_intersection,senate,2022
6,16896.38110601868,47094.81928704931,63991.20039306799,-47.191548205902926,normalized_area_intersection,senate,2022
7,34508.0634029777,41751.41841213212,76259.48181510982,-9.498300849612182,normalized_area_intersection,senate,2022
8,15409.763962610004,52907.046144328975,68316.81010693898,-54.887343426929625,normalized_area_intersection,senate,2022
9,13265.00301383617,48575.447948983434,61840.4509628196,-57.09926817379938,normalized_area_intersection,senate,2022
10,14371.666573506845,52743.29199973074,67114.95857323759,-57.172985340297544,normalized_area_intersection,senate,2022
11,17325.958245887367,49692.44666346477,67018.40490935213,-48.29492504537481,normalized_area_intersection,senate,2022
12,20292.405278571023,45469.105759412676,65761.5110379837,-38.284857028756,normalized_area_intersection,senate,2022
13,19829.281096036448,48948.154449441805,68777.43554547825,-42.33782943848038,normalized_area_intersection,senate,2022
14,18544.02596688663,46241.12505695736,64785.151023843995,-42.752233578766976,normalized_area_intersection,senate,2022
15,21657.510533665907,52087.579440578054,73745.08997424397,-41.26385759043765,normalized_area_intersection,senate,2022
16,27894.311981824427,44115.917667788395,72010.22964961283,-22.526807322924828,normalized_area_intersection,senate,2022
17,11406.05462584855,58807.04074909984,70213.09537494839,-67.51017864989852,normalized_area_intersection,senate,2022
18,49744.60471033138,11039.315328776453,60783.920039107834,63.676856242000014,normalized_area_intersection,senate,2022
19,41841.17552860868,22647.960076433756,64489.13560504244,29.761936289116882,normalized_area_intersection,senate,2022
20,47648.10089637931,13573.081708230133,61221.182604609436,55.65887122471825,normalized_area_intersection,senate,2022
21,20694.268032113592,35352.22765400138,56046.49568611497,-26.15321340334783,normalized_area_intersection,senate,2022
22,15019.002292779678,48633.65093540877,63652.65322818844,-52.809501156415145,normalized_area_intersection,senate,2022
23,42251.0000461082,32903.00005289152,75154.00009899972,12.438459670679729,normalized_area_intersection,senate,2022
24,40927.903206512354,25153.29537727595,66081.1985837883,23.87155222258089,normalized_area_intersection,senate,2022
25,24197.721749430453,45413.789384723765,69611.51113415422,-30.477815076311206,normalized_area_intersection,senate,2022
26,47930.2782504437,13838.21061478947,61768.48886523317,55.19330043841041,normalized_area_intersection,senate,2022
27,23569.68996313755,36357.956132753396,59927.646095890945,-21.339510230642446,normalized_area_intersection,senate,2022
28,32610.818664741437,25456.72205304964,58067.54071779108,12.320302398306804,normalized_area_intersection,senate,2022
29,13860.935938915423,49249.026989939564,63109.96292885499,-56.073699632683635,normalized_area_intersection,senate,2022
30,17789.64024678139,43440.395970187565,61230.036216968954,-41.892439247484006,normalized_area_intersection,senate,2022
31,14101.064061084613,43855.973010060065,57957.037071144674,-51.33959645392166,normalized_area_intersection,senate,2022
32,17468.677112911697,53764.77917498586,71233.45628789756,-50.95372870211382,normalized_area_intersection,senate,2022
33,41596.47452530316,16246.33481103848,57842.80933634164,43.82591372223967,normalized_area_intersection,senate,2022
34,19399.47679941098,41076.30249615876,60475.77929556974,-35.84381375360921,normalized_area_intersection,senate,2022
35,17744.36926950339,42498.93258215098,60243.30185165437,-41.09098032774542,normalized_area_intersection,senate,2022
