source_row_id,target_match_norm,match_method,match_score,score_margin
83,NEW ARMORY,exact,100.0,100.0
84,OLD ARMORY,exact,100.0,100.0
85,REBECCA COMER SCHOOL,exact,100.0,100.0
86,,unmatched,88.88888888888889,3.3888888888888857
87,,unmatched,84.84848484848484,31.410984848484844
88,WOODHAM S STORE,exact,100.0,100.0
89,,county_level_ballot,0.0,0.0
90,BRENT NORTH,exact,100.0,100.0
91,BRENT SOUTH,exact,100.0,100.0
92,CEDAR GROVE,exact,100.0,100.0
93,,unmatched,90.9090909090909,9.090909090909093
94,CENTERVILLE CENTRAL,fuzzy,94.73684210526316,12.918660287081352
95,EOLINE,exact,100.0,100.0
96,FURNACE,exact,100.0,100.0
97,GREENPOND,fuzzy,94.73684210526316,47.11779448621555
98,HARRISBURG,exact,100.0,100.0
99,PONDVILLE,exact,100.0,100.0
100,RANDOLPH,exact,100.0,100.0
101,TABERNACLE,exact,100.0,100.0
102,WEST BLOCTON EAST,fuzzy,97.14285714285714,5.714285714285708
103,,county_level_ballot,0.0,0.0
104,ALLGOOD,exact,100.0,100.0
105,BLOUNT SPRINGS,exact,100.0,100.0
106,,unmatched,95.0,0.0
107,BROOKSVILLE,exact,100.0,100.0
108,,unmatched,95.0,0.0
109,,unmatched,95.0,0.0
110,,unmatched,90.0,0.0
111,HOLLY SPRINGS,exact,100.0,100.0
112,,unmatched,95.0,0.0
113,,unmatched,95.0,0.0
114,MURPHREE VALLEY,exact,100.0,100.0
115,,unmatched,90.0,0.0
116,,unmatched,90.0,0.0
117,PINEMOUNTAIN,fuzzy,96.0,18.58064516129032
118,,unmatched,90.0,0.0
119,ROSA,exact,100.0,100.0
120,ROYAL,exact,100.0,100.0
121,,unmatched,95.0,0.0
122,,unmatched,90.0,0.0
123,,unmatched,95.0,0.0
124,SUGAR CREEK BANGOR,exact,100.0,100.0
125,,unmatched,90.0,0.0
126,,unmatched,95.0,0.0
127,,unmatched,77.14285714285715,37.14285714285715
128,,county_level_ballot,0.0,0.0
129,,unmatched,90.0,45.0
130,,unmatched,90.0,24.545454545454533
131,,unmatched,90.0,54.0
132,,unmatched,60.00000000000001,16.52173913043479
133,,unmatched,60.00000000000001,0.0
134,,unmatched,90.0,43.84615384615385
135,,unmatched,90.0,40.0
136,,unmatched,90.0,40.909090909090914
137,,unmatched,90.0,45.0
138,,unmatched,90.0,36.0
139,,unmatched,90.0,42.0
140,,unmatched,90.0,45.0
141,,unmatched,90.0,51.42857142857142
142,,unmatched,90.0,40.909090909090914
143,BOLLING,exact,100.0,100.0
144,BUTLER SPRINGS,exact,100.0,100.0
145,CENTER HILL,exact,100.0,100.0
146,,unmatched,90.0,0.0
147,,unmatched,90.0,0.0
148,DEAN S STORE,fuzzy,95.65217391304348,26.421404682274257
149,DOCK,exact,100.0,100.0
150,FOREST HOME,exact,100.0,100.0
151,,unmatched,90.0,42.38095238095239
152,GARLAND,exact,100.0,100.0
153,,unmatched,95.0,0.0
154,,unmatched,86.36363636363636,0.8636363636363598
155,,unmatched,85.5,0.0
156,,unmatched,85.5,0.0
157,,unmatched,85.5,0.0
158,,unmatched,90.0,32.85714285714286
159,INDIAN CREEK,exact,100.0,100.0
160,INDUSTRY,exact,100.0,100.0
161,LIBERTY,exact,100.0,100.0
162,MANNINGHAM,exact,100.0,100.0
163,,unmatched,90.0,0.0
164,MCLAINS,exact,100.0,100.0
165,MIDWAY,exact,100.0,100.0
166,,unmatched,85.71428571428572,25.714285714285715
167,OAKEY STREAK,exact,100.0,100.0
168,PROVIDENCE,exact,100.0,100.0
169,,unmatched,90.0,24.545454545454533
170,ROCKY CREEK,exact,100.0,100.0
171,SARDIS,exact,100.0,100.0
172,SPRING HILL,exact,100.0,100.0
173,STEINER S STORE,fuzzy,96.55172413793103,27.320954907161806
174,,county_level_ballot,0.0,0.0
175,,unmatched,81.35593220338984,30.508474576271198
176,ALINE CANTER RESIDENCE,exact,100.0,100.0
177,ANNISTON CARVER CENTER,exact,100.0,100.0
178,ANNISTON CITY AUDITORIUM,exact,100.0,100.0
179,ANNISTON F AND WILMER FIRE SAINT,fuzzy,93.93939393939394,8.439393939393938
180,ANNISTON FIRST PRESBYTERIAN,fuzzy,95.0,9.5
181,,unmatched,91.17647058823529,5.67647058823529
182,ANNISTON LENLOCK FIRE SAINT,fuzzy,92.85714285714286,7.357142857142861
183,ANNISTON MENTAL HEALTH CENTER,exact,100.0,100.0
184,,unmatched,79.45454545454545,0.051560379918583976
185,ANNISTON NATIONAL GUARD ARMORY,exact,100.0,100.0
186,ANNISTON THANKFUL BAPTIST CHURCH,exact,100.0,100.0
187,ASBERRY BAPTIST CHURCH,exact,100.0,100.0
188,,unmatched,79.16666666666666,30.91269841269841
189,BYNUM SCHOOL,exact,100.0,100.0
190,CEDAR SPRINGS SCHOOL,exact,100.0,100.0
191,CHOCCOLOCCO HARMONY CHURCH,exact,100.0,100.0
192,,unmatched,63.33333333333332,16.90476190476189
193,DEARMANVILLE SCHOOL,exact,100.0,100.0
194,EULATON CIVIC CENTER,exact,100.0,100.0
195,FOUR MILE METHODIST CHURCH,exact,100.0,100.0
196,FRIENDSHIP BAPTIST CHURCH,exact,100.0,100.0
197,HOBSON CITY CITY HALL,fuzzy,95.0,9.5
198,,unmatched,91.52542372881356,44.88906009244993
199,JACKSONVILLE FAITH TEMPLE CHURCH,fuzzy,95.0,30.849056603773576
200,JACKSONVILLE RECREATIONAL CT,fuzzy,93.33333333333333,7.833333333333329
201,JACKSONVILLE ROEBUCK MANOR,exact,100.0,100.0
202,JACKSONVILLE WESTSIDE BAOT CHURCH,fuzzy,92.7536231884058,7.253623188405797
203,,unmatched,62.5,12.5
204,LLOYD S CHAPEL BAPTIST CHURCH,exact,100.0,100.0
205,,unmatched,85.5,28.141509433962263
206,OXFORD CHEAHA CIVIC CENTER,exact,100.0,100.0
207,OXFORD CITY HALL,exact,100.0,100.0
208,OXFORD FIRE STATION,exact,100.0,100.0
209,OXFORD LAKE PARK CIVIC CENTER,exact,100.0,100.0
210,OXFORD MIDDLE SCHOOL,exact,100.0,100.0
211,PIEDMONT CITY HALL,exact,100.0,100.0
212,PIEDMONT COMMUNITY BUILDING,exact,100.0,100.0
213,PIEDMONT NATIONAL GUARD ARMORY,exact,100.0,100.0
214,PIEDMONT RECREATION BUILDING,exact,100.0,100.0
215,READ S MILL READ S STORE,exact,100.0,100.0
216,SAKS SCHOOL,fuzzy,95.0,9.5
217,WEAVER FIRST METHODIST CHURCH,fuzzy,95.0,9.5
218,,unmatched,86.20689655172413,13.825944170771749
219,WELBORN HIGH SCHOOL,exact,100.0,100.0
220,WELLINGTON MOUNT VIEW BAPTIST,fuzzy,95.0,9.5
221,WHITE PLAINS HIGH SCHOOL,exact,100.0,100.0
222,,county_level_ballot,0.0,0.0
223,BUFFALO,exact,100.0,100.0
224,,unmatched,57.14285714285714,10.989010989010985
225,CUSSETA,exact,100.0,100.0
226,FAIRFAX,exact,100.0,100.0
227,FIVE POINTS,exact,100.0,100.0
228,FREDONIA,exact,100.0,100.0
229,HUGULEY,exact,100.0,100.0
230,LAFAYETTE,exact,100.0,100.0
231,LAKE VIEW,fuzzy,94.11764705882352,35.29411764705881
232,LANETT,exact,100.0,100.0
233,LANGDALE,exact,100.0,100.0
234,MILL TOWN,fuzzy,94.11764705882352,41.33986928104574
235,MOUNT OLIVE,exact,100.0,100.0
236,PENTON,exact,100.0,100.0
237,RESCUE,exact,100.0,100.0
238,,unmatched,60.0,15.0
239,RIVERVIEW,exact,100.0,100.0
240,SHAWMUT,exact,100.0,100.0
241,SPARKLING SPRINGS,exact,100.0,100.0
242,STANDING ROCK,exact,100.0,100.0
243,STROUD,exact,100.0,100.0
244,STURKIE,exact,100.0,100.0
245,UNION HILL,exact,100.0,100.0
246,WAVERLY,exact,100.0,100.0
247,,county_level_ballot,0.0,0.0
248,BALLPLAY,fuzzy,94.11764705882352,42.6890756302521
249,BLANCHE,exact,100.0,100.0
250,BROOMTOWN,exact,100.0,100.0
251,CEDAR BLUFF,exact,100.0,100.0
252,,unmatched,90.0,34.61538461538461
253,ELLISVILLE,exact,100.0,100.0
254,FARRIL,fuzzy,92.3076923076923,43.21678321678322
255,GAYLESVILLE,exact,100.0,100.0
256,,unmatched,90.0,18.0
257,,unmatched,79.16666666666666,1.3888888888888715
258,JACK MAY STORE,exact,100.0,100.0
259,JAMESTOWN,exact,100.0,100.0
260,KEY,exact,100.0,100.0
261,LEESBURG,exact,100.0,100.0
262,ALEXIS LINDSEY STORE,fuzzy,95.0,34.99999999999999
263,LITTLE RIVER,exact,100.0,100.0
264,MCCORD S CROSSROADS,exact,100.0,100.0
265,MENTONE,exact,100.0,100.0
266,MOUNT SPRINGS,exact,100.0,100.0
267,OAK BOWERY,exact,100.0,100.0
268,PLEASANT VALLEY,exact,100.0,100.0
269,ROCK RUN,exact,100.0,100.0
270,ROCK RUN STATION,exact,100.0,100.0
271,SAND ROCK,exact,100.0,100.0
272,SLACKLAND,exact,100.0,100.0
273,SPRING GARDEN,exact,100.0,100.0
274,TECUMSEH,exact,100.0,100.0
275,TUCKERS CHAPEL,fuzzy,96.55172413793103,32.266009852216754
276,WATERLOO,exact,100.0,100.0
277,WATSON CHAPEL,exact,100.0,100.0
278,,unmatched,90.0,4.5
279,,county_level_ballot,0.0,0.0
280,,unmatched,90.0,42.5
281,CLANTON FACILITY BUILDING,exact,100.0,100.0
282,,unmatched,90.0,45.0
283,,unmatched,54.0,7.363636363636367
284,,unmatched,90.0,42.0
285,,unmatched,90.0,39.705882352941174
286,,unmatched,90.0,29.999999999999993
287,,unmatched,90.0,40.909090909090914
288,JEMISON TOWN HALL,exact,100.0,100.0
289,,unmatched,56.25,7.159090909090914
290,,unmatched,51.42857142857142,12.857142857142847
291,,unmatched,85.5,40.04545454545454
292,,unmatched,42.75,0.397058823529413
293,,unmatched,90.0,36.0
294,,unmatched,90.0,38.57142857142858
295,,unmatched,52.5,9.07142857142857
296,,unmatched,85.5,35.5
297,,unmatched,42.42424242424242,3.449883449883444
298,,unmatched,55.38461538461539,0.0
299,,unmatched,73.07692307692307,0.0
300,,unmatched,87.6923076923077,8.525641025641036
301,,unmatched,72.0,9.818181818181813
302,,unmatched,77.14285714285715,0.0
303,THORSBY TOWN HALL,exact,100.0,100.0
304,,unmatched,90.0,40.909090909090914
305,,unmatched,90.0,45.0
306,,unmatched,77.72727272727272,32.72727272727272
307,,unmatched,54.0,11.25
308,ARARAT,exact,100.0,100.0
309,BARRYTOWN,exact,100.0,100.0
310,BLADON SPRINGS,exact,100.0,100.0
311,,unmatched,75.0,0.0
312,,unmatched,90.0,0.0
313,,unmatched,90.0,0.0
314,CHAPPELL HILL,exact,100.0,100.0
315,COUNTY HWY 32 AND 9,fuzzy,95.0,45.0
316,CROMWELL,exact,100.0,100.0
317,CROSS ROADS,fuzzy,95.23809523809523,49.783549783549766
318,,unmatched,90.0,45.0
319,,unmatched,75.0,0.0
320,HALSELL,exact,100.0,100.0
321,HURRICANE,exact,100.0,100.0
322,ISNEY,exact,100.0,100.0
323,LAVACA,exact,100.0,100.0
324,,unmatched,90.0,0.0
325,LUSK,exact,100.0,100.0
326,,unmatched,83.33333333333334,33.33333333333334
327,MOUNT STERLING,exact,100.0,100.0
328,PELHAM,exact,100.0,100.0
329,,unmatched,95.0,0.0
330,PLEASANT VALLEY,exact,100.0,100.0
331,,unmatched,90.0,40.0
332,RIDERWOOD,exact,100.0,100.0
333,ROCK SPRINGS,exact,100.0,100.0
334,,unmatched,72.0,0.0
335,SOUWILPA,exact,100.0,100.0
336,TOOMEY,exact,100.0,100.0
337,,unmatched,90.0,0.0
338,WOMACK HILL,exact,100.0,100.0
339,,unmatched,90.0,0.0
340,,county_level_ballot,0.0,0.0
341,,unmatched,90.0,0.0
342,,unmatched,84.70588235294117,24.705882352941167
343,BASHI,exact,100.0,100.0
344,CAMPBELL MORVIN,exact,100.0,100.0
345,CARLTON,exact,100.0,100.0
346,CHANCE,exact,100.0,100.0
347,COFFEEVILLE W BEND CENTERPOINT,fuzzy,93.75,44.659090909090914
348,,unmatched,64.28571428571429,8.035714285714292
349,GAINESTOWN CHOCTAW BLUFF,fuzzy,95.0,43.699999999999996
350,GOSPORT,exact,100.0,100.0
351,,unmatched,85.5,14.911764705882362
352,,unmatched,90.0,0.0
353,,unmatched,90.0,38.699999999999996
354,MCVAY PARKERTOWN JACKSON,exact,100.0,100.0
355,,unmatched,90.0,24.545454545454533
356,,unmatched,85.71428571428572,36.85714285714287
357,,unmatched,90.0,38.57142857142858
358,TALLAHATTA SPRINGS,exact,100.0,100.0
359,,unmatched,90.0,7.857142857142861
360,WALKER SPRINGS,exact,100.0,100.0
361,WINN ZIMCO,exact,100.0,100.0
362,,unmatched,90.0,38.57142857142858
363,,county_level_ballot,0.0,0.0
364,,unmatched,68.75,2.0833333333333286
365,,unmatched,85.5,0.0
366,,unmatched,85.5,0.0
367,,unmatched,85.5,0.0
368,,unmatched,85.5,0.0
369,,unmatched,85.5,0.0
370,,unmatched,85.5,0.0
371,DELTA COMMUNITY CENTER,exact,100.0,100.0
372,,unmatched,85.5,0.0
373,,unmatched,85.5,0.0
374,HOLLINS COMMUNITY CENTER,exact,100.0,100.0
375,,unmatched,85.5,0.0
376,,unmatched,85.5,0.0
377,,unmatched,85.5,0.0
378,,unmatched,85.5,0.0
379,,unmatched,85.5,0.0
380,,unmatched,85.5,31.84146341463414
381,,unmatched,85.5,25.499999999999993
382,,unmatched,55.323529411764696,1.9901960784313673
383,,unmatched,48.857142857142854,3.857142857142854
384,,unmatched,49.090909090909086,0.2337662337662323
385,,unmatched,85.5,0.0
386,,unmatched,53.589743589743584,3.589743589743577
387,ABLE,exact,100.0,100.0
388,,county_level_ballot,0.0,0.0
389,BEASON MILL,fuzzy,95.0,25.434782608695656
390,BELLS MILL,fuzzy,95.23809523809523,22.510822510822493
391,,unmatched,90.0,23.33333333333333
392,BORDEN SPRING,fuzzy,96.2962962962963,54.757834757834765
393,,unmatched,57.14285714285714,12.142857142857139
394,CHULA FINNEE,fuzzy,95.65217391304348,45.652173913043484
395,EDWARDSVILLE,exact,100.0,100.0
396,FRUITHURST,exact,100.0,100.0
397,HEFLIN,exact,100.0,100.0
398,HIGHTOWER,exact,100.0,100.0
399,HOPEWELL,exact,100.0,100.0
400,,unmatched,88.88888888888889,41.26984126984127
401,OAK LEVEL,exact,100.0,100.0
402,PLAIN VIEW,exact,100.0,100.0
403,RANBURNE,exact,100.0,100.0
404,,county_level_ballot,0.0,0.0
405,ARMY RESERVE CENTER ELBA,exact,100.0,100.0
406,ARMY RESERVE CENTER ENTERPRISE,exact,100.0,100.0
407,BASIN,exact,100.0,100.0
408,BLUFF SPRINGS,exact,100.0,100.0
409,CHESTNUT GROVE,exact,100.0,100.0
410,CIVIC CENTER,exact,100.0,100.0
411,,unmatched,91.66666666666666,19.666666666666657
412,DAMASCUS,exact,100.0,100.0
413,DANLEY S CROSS ROADS,fuzzy,97.43589743589743,43.43589743589743
414,EANON,exact,100.0,100.0
415,FAIRVIEW,exact,100.0,100.0
416,,unmatched,85.5,0.0
417,FRESCO,exact,100.0,100.0
418,GOODMAN,exact,100.0,100.0
419,HOLLY S STORE,fuzzy,96.2962962962963,22.22222222222223
420,INO,exact,100.0,100.0
421,KINSTON,exact,100.0,100.0
422,LEE COMMUNITY,exact,100.0,100.0
423,MATTHEW S STORE,exact,100.0,100.0
424,,unmatched,85.5,0.0
425,,unmatched,54.4090909090909,11.209090909090897
426,NATIONAL GUARD ARMORY ELBA,exact,100.0,100.0
427,NATIONAL GUARD ARMORY N B,exact,100.0,100.0
428,NEWBIA,exact,100.0,100.0
429,PERRY S STORE,exact,100.0,100.0
430,PINE LEVEL,exact,100.0,100.0
431,,unmatched,90.0,0.0
432,,unmatched,90.0,0.2777777777777857
433,VICTORIA,exact,100.0,100.0
434,WISES MILL,fuzzy,95.23809523809523,9.738095238095227
435,,unmatched,90.0,4.5
436,ZION CHAPEL,exact,100.0,100.0
437,,county_level_ballot,0.0,0.0
438,BARTON FIRE DEPARTMENT,exact,100.0,100.0
439,,unmatched,45.0,0.5319148936170208
440,CHEROKEE SOUTH SIDE COMMUNITY BUILDING,fuzzy,95.89041095890411,47.24176231025546
441,COLBERT HEIGHTS SCHOOL,exact,100.0,100.0
442,COLONIAL BANK,exact,100.0,100.0
443,,unmatched,45.0,1.7999999999999972
444,HARRIS STORE,exact,100.0,100.0
445,HATTON SCHOOL,exact,100.0,100.0
446,HWY 247 FIRE DEPARTMENT,fuzzy,92.0,12.465116279069761
447,LAGRANGE FIRE DEPARTMENT,exact,100.0,100.0
448,LEIGHTON CIVIC CENTER,exact,100.0,100.0
449,LEIGHTON FIRE STATION,exact,100.0,100.0
450,LISTERHILL CREDIT UNION,exact,100.0,100.0
451,,unmatched,76.92307692307692,22.37762237762238
452,MUSCLE SHOALS FIRE STATION,exact,100.0,100.0
453,MUSCLE SHOALS HOWELL AND GRAVES,exact,100.0,100.0
454,MUSCLE SHOALS SOUTH GATE MALL,exact,100.0,100.0
455,MUSCLE SHOALS WEBSTER SCHOOL,exact,100.0,100.0
456,NEW BETHEL FIRE DEPARTMENT,exact,100.0,100.0
457,ROCK CREEK BOOTH MYNOT,exact,100.0,100.0
458,,unmatched,89.55223880597015,4.052238805970148
459,,unmatched,72.0,2.2325581395348877
460,,unmatched,85.5,0.0
461,SHEFFIELD MICHAEL CENTER,exact,100.0,100.0
462,SHEFF RECREATION CENTER,fuzzy,92.0,16.0
463,,unmatched,77.94871794871794,8.383500557413598
464,SHEFFIELD VILLAGE SCHOOL,exact,100.0,100.0
465,SPRING VALLEY FIRE DEPARTMENT,exact,100.0,100.0
466,,unmatched,48.0,0.5
467,TROUSDALE STORE,fuzzy,96.55172413793103,35.01326259946949
468,,unmatched,64.28571428571428,8.73015873015872
469,,unmatched,63.33333333333333,7.471264367816083
470,TUSCUMBIA DEMONSTRATION BUILDING,exact,100.0,100.0
471,TUSCUMBIA UTILITIES BUILDING,exact,100.0,100.0
472,,county_level_ballot,0.0,0.0
473,,unmatched,0.0,0.0
474,,unmatched,0.0,0.0
475,,unmatched,0.0,0.0
476,,unmatched,0.0,0.0
477,,unmatched,0.0,0.0
478,,unmatched,0.0,0.0
479,,unmatched,0.0,0.0
480,,unmatched,0.0,0.0
481,,unmatched,0.0,0.0
482,,unmatched,0.0,0.0
483,,unmatched,0.0,0.0
484,,unmatched,0.0,0.0
485,,unmatched,0.0,0.0
486,,unmatched,0.0,0.0
487,,unmatched,0.0,0.0
488,,unmatched,0.0,0.0
489,,unmatched,0.0,0.0
490,,unmatched,0.0,0.0
491,,unmatched,0.0,0.0
492,,unmatched,0.0,0.0
493,,unmatched,0.0,0.0
494,,unmatched,0.0,0.0
495,,unmatched,0.0,0.0
496,,unmatched,0.0,0.0
497,,unmatched,0.0,0.0
498,,unmatched,0.0,0.0
499,,unmatched,0.0,0.0
500,,unmatched,0.0,0.0
501,,unmatched,0.0,0.0
502,,unmatched,40.0,0.0
503,,unmatched,0.0,0.0
504,,unmatched,0.0,0.0
505,,unmatched,0.0,0.0
506,,unmatched,0.0,0.0
507,,unmatched,0.0,0.0
508,,unmatched,0.0,0.0
509,,county_level_ballot,0.0,0.0
510,COTTAGE GROVE,exact,100.0,100.0
511,EQUALITY,exact,100.0,100.0
512,GOODWATER,exact,100.0,100.0
513,KELLYTON,exact,100.0,100.0
514,MARBLE VALLEY,exact,100.0,100.0
515,RAY,exact,100.0,100.0
516,RICHVILLE,exact,100.0,100.0
517,ROCKFORD,exact,100.0,100.0
518,STEWARTVILLE,exact,100.0,100.0
519,WEOGUFKA,exact,100.0,100.0
520,,county_level_ballot,0.0,0.0
521,,unmatched,95.0,0.0
522,,unmatched,83.33333333333334,38.33333333333334
523,BEULAH,exact,100.0,100.0
524,BLUE SPRINGS,exact,100.0,100.0
525,BOLE S MILL,fuzzy,95.23809523809523,32.080200501253124
526,BROOKS,exact,100.0,100.0
527,,unmatched,87.5,36.07142857142858
528,CARTER SCHOOL,exact,100.0,100.0
529,CEDAR GROVE,exact,100.0,100.0
530,FAIRFIELD,exact,100.0,100.0
531,,unmatched,95.0,0.0
532,FRIENDSHIP,exact,100.0,100.0
533,,unmatched,90.0,0.0
534,,unmatched,90.0,36.0
535,,unmatched,80.0,26.666666666666664
536,HEATH,exact,100.0,100.0
537,,unmatched,63.33333333333332,16.69696969696969
538,LIBERTYVILLE,exact,100.0,100.0
539,LOANGO,exact,100.0,100.0
540,,unmatched,95.0,0.0
541,,unmatched,85.5,32.88461538461539
542,MCADAM S STORE,fuzzy,96.2962962962963,24.296296296296305
543,OAKEY RIDGE,exact,100.0,100.0
544,,unmatched,90.0,0.0
545,,unmatched,54.0,2.5714285714285765
546,,unmatched,95.0,0.0
547,RIVER FALLS,exact,100.0,100.0
548,,unmatched,65.45454545454547,13.28063241106721
549,ROSE HILL,exact,100.0,100.0
550,SANFORD,exact,100.0,100.0
551,SHADY BEND,exact,100.0,100.0
552,STANLEY,exact,100.0,100.0
553,STRAUGHN,exact,100.0,100.0
554,VALLEY GROVE,exact,100.0,100.0
555,WIGGINS STORE,exact,100.0,100.0
556,,unmatched,58.33333333333333,7.033333333333324
557,,county_level_ballot,0.0,0.0
558,,unmatched,95.0,0.0
559,BUSH S STORE,exact,100.0,100.0
560,CHAPEL HILL,exact,100.0,100.0
561,DANIELVILLE,fuzzy,95.65217391304348,38.509316770186345
562,DOZIER,exact,100.0,100.0
563,GLENWOOD,exact,100.0,100.0
564,,unmatched,57.89473684210527,0.0
565,,unmatched,95.0,0.0
566,HONORAVILLE 1,fuzzy,95.0,11.666666666666657
567,LILLER SHOWS STORE,exact,100.0,100.0
568,,unmatched,90.0,0.0
569,PANOLA,exact,100.0,100.0
570,PATSBURG,exact,100.0,100.0
571,,unmatched,95.0,0.0
572,PLEASANT HOME,exact,100.0,100.0
573,,unmatched,95.0,0.0
574,VIDETTE,exact,100.0,100.0
575,WEEDVILLE,exact,100.0,100.0
576,,county_level_ballot,0.0,0.0
577,,unmatched,90.0,34.61538461538461
578,,unmatched,90.0,36.0
579,,unmatched,78.26086956521739,24.82336956521739
580,,unmatched,90.0,25.714285714285708
581,BATTLEGROUND F D,fuzzy,95.0,43.699999999999996
582,,unmatched,90.0,35.45454545454546
583,,unmatched,90.0,18.0
584,BETHSADIA F D,fuzzy,95.0,47.0
585,,unmatched,78.78787878787878,28.493761140819956
586,,unmatched,90.0,29.999999999999993
587,,unmatched,90.0,38.57142857142858
588,,unmatched,90.0,33.99999999999999
589,,unmatched,90.0,4.5
590,COLD SPRINGS F D,fuzzy,95.0,42.05882352941176
591,COURTHOUSE,exact,100.0,100.0
592,CRANE HILL F D,fuzzy,95.0,9.5
593,CULLMAN C H,fuzzy,95.0,9.5
594,,unmatched,85.5,7.239130434782609
595,,unmatched,85.5,11.611111111111114
