chamber,district,pres_2024_dem_votes,pres_2024_rep_votes,pres_2024_two_party_votes,pres_2024_dem_margin,pres_2024_fallback_share,pres_2024_source_complete,cycle
house,39,2479.606208586669,18493.638637814794,20973.244846401463,-76.35457720780755,0.0,True,2026
house,40,3934.482349301813,17257.962760668357,21192.44510997017,-62.86900988644486,0.0,True,2026
house,41,6812.871450696095,18846.71913208795,25659.590582784047,-46.89805023415222,0.0,True,2026
house,42,3263.0,20053.0,23316.0,-72.01063647280837,0.0,True,2026
house,43,7558.480466614166,19113.886578414742,26672.367045028906,-43.323511903883414,0.0,True,2026
house,44,9122.622923434112,15951.388012321533,25074.010935755643,-27.234434516216847,0.0,True,2026
house,45,6946.150244837187,17771.453415945445,24717.60366078263,-43.79592504059715,0.0,True,2026
house,46,10194.682738608559,14837.101359380944,25031.784097989505,-18.546095646235834,0.0,True,2026
house,47,8652.48291262484,11944.489350747912,20596.97226337275,-15.982962913326787,0.0,True,2026
house,48,8069.544181428654,16533.784089303263,24603.328270731916,-34.40282475092468,0.0,True,2026
house,49,5568.831996814753,16576.306133985876,22145.13813080063,-49.70605318492615,0.0,True,2026
house,50,4885.29806179472,19778.04052669153,24663.33858848625,-60.38413011873943,0.0,True,2026
house,51,4948.869930253398,19610.06323441076,24558.93316466416,-59.6980056334538,0.0,True,2026
house,52,14507.946512231423,2765.0149485491397,17272.961460780563,67.9844715125742,0.0,True,2026
house,53,10132.742659885156,4048.058467951627,14180.801127836783,42.90790158525917,0.0,True,2026
house,54,13815.284001249525,3500.8967883912487,17316.180789640774,59.56502382458812,0.0,True,2026
house,55,14498.771441069188,2187.9572617080194,16686.728702777207,73.77607917429768,0.0,True,2026
house,56,12971.986509274873,4856.846543001687,17828.83305227656,45.5169440561729,0.0,True,2026
house,57,13337.810670942144,6775.3800986421975,20113.19076958434,32.627496290761655,0.0,True,2026
house,58,13060.895778104003,3530.868707724115,16591.764485828116,57.43829764772744,0.0,True,2026
house,59,13196.092940573604,2710.4608070984686,15906.553747672073,65.92020056518975,0.0,True,2026
house,60,14021.759231002541,4767.417903409427,18789.17713441197,49.25357433904857,0.0,True,2026
house,61,5573.221751499654,15744.902415319908,21318.12416681956,-47.71376967421877,0.0,True,2026
house,62,5902.568241351094,14332.561572982793,20235.129814333886,-41.660189032541695,0.0,True,2026
house,63,5423.355463598402,7679.200244552767,13102.555708151169,-17.216830297855495,0.0,True,2026
house,64,4045.2175677839127,18807.74878669639,22852.9663544803,-64.5978775355712,0.0,True,2026
house,65,6799.8761421006975,17463.983178964325,24263.85932106502,-43.950580555853406,0.0,True,2026
house,66,4596.422143849524,17420.777065298706,22017.19920914823,-58.246985911453315,0.0,True,2026
house,67,12552.0,6401.0,18953.0,32.45396507149264,0.0,True,2026
house,68,12418.92157601301,12316.98261078365,24735.90418679666,0.4121093147012252,0.0,True,2026
house,69,12676.934767037894,10734.253628238788,23411.18839527668,8.298088529290768,0.0,True,2026
house,70,9768.124732756203,4288.463403400239,14056.588136156442,38.98286893148093,0.0,True,2026
house,71,10978.558118950838,8707.010457363529,19685.568576314367,11.539151906033487,0.0,True,2026
house,72,12223.797038694831,9768.399356513724,21992.196395208557,11.164858834727688,0.0,True,2026
house,73,7773.310385378264,14107.921428373229,21881.231813751492,-28.949974557711652,0.0,True,2026
house,74,11985.0,6526.0,18511.0,29.49057317270812,0.0,True,2026
house,75,8842.0,15717.0,24559.0,-27.99381082291624,0.0,True,2026
house,76,12833.858085705104,3974.535182673993,16808.393268379095,52.70773215247035,0.0,True,2026
house,77,11081.778761061947,3978.221238938053,15060.0,47.16837664092891,0.0,True,2026
house,78,11772.36315323295,5107.243578387954,16879.6067316209,39.4862254839095,0.0,True,2026
house,79,7138.837472752394,11482.845618248037,18621.683091000432,-23.32768807345365,0.0,True,2026
house,80,6230.5876185096,12781.025198428435,19011.612816938035,-34.45492837978925,0.0,True,2026
house,81,5931.938639125152,16918.205751316324,22850.144390441477,-48.0796397802496,0.0,True,2026
house,82,9978.296337769889,5231.284875776908,15209.581213546797,31.210665141555214,0.0,True,2026
house,83,10000.11397080109,9468.361921439777,19468.475892240866,2.731349142606704,0.0,True,2026
house,84,10197.051470229797,9125.1002926656,19322.151762895395,5.547783656386966,0.0,True,2026
house,85,6629.613408460527,11384.382426872446,18013.99583533297,-26.394860206894407,0.0,True,2026
house,86,4230.7143315939265,16117.406137291686,20348.120468885612,-58.416657321612306,0.0,True,2026
house,87,3110.582820834884,19639.517145790393,22750.099966625276,-72.65433712029264,0.0,True,2026
house,88,6648.8076755342345,14965.071958133449,21613.879633667682,-38.47649946955876,0.0,True,2026
house,89,5675.249155245587,11553.579072016628,17228.828227262216,-34.11915099060193,0.0,True,2026
house,90,6443.161769116993,15789.569888713546,22232.73165783054,-42.03895528197352,0.0,True,2026
house,91,4380.964743589744,14301.255494505494,18682.220238095237,-53.1001702393333,0.0,True,2026
house,92,2878.0,17817.0,20695.0,-72.18651848272529,0.0,True,2026
house,93,4742.8402838650745,14392.11521802885,19134.955501893925,-50.42747516820051,0.0,True,2026
house,94,6345.348222976992,21284.075182353063,27629.423405330053,-54.068182097836356,0.0,True,2026
house,95,5011.511786142936,22727.73831513896,27739.250101281894,-63.86699879885115,0.0,True,2026
house,96,7094.92242309616,18927.43771581159,26022.36013890775,-45.47056927024792,0.0,True,2026
house,97,10934.500362364457,6240.983651238561,17175.484013603018,27.32683811069674,0.0,True,2026
house,98,11236.38821987673,10282.854548793988,21519.242768670716,4.431074463600389,0.0,True,2026
house,99,12314.400089438857,6847.52145111973,19161.921540558586,28.52990827014817,0.0,True,2026
house,100,6422.374738862972,15328.872896280462,21751.247635143434,-40.94706798807845,0.0,True,2026
house,101,6561.627073544088,12036.400893861777,18598.027967405866,-29.43738889904108,0.0,True,2026
house,102,3701.533976050161,17946.089962286496,21647.623938336656,-65.80193755588148,0.0,True,2026
house,103,9716.137594810092,5330.093529850011,15046.231124660102,29.150449894203412,0.0,True,2026
house,104,7943.680268141625,13091.838549651955,21035.518817793578,-24.47364539046022,0.0,True,2026
house,105,4009.2388870037325,17038.812351543944,21048.051238547676,-61.903942160106865,0.0,True,2026
senate,1,15704.942039288408,55210.48208121172,70915.42412050013,-55.707965554567004,0.0,True,2026
senate,2,36944.48499556213,37240.503222785796,74184.98821834792,-0.39902712709530397,0.0,True,2026
senate,3,20244.883384263023,47808.76782812434,68053.65121238737,-40.50316765200108,0.0,True,2026
senate,4,6120.0,61140.0,67260.0,-81.80196253345227,0.0,True,2026
senate,5,8393.95000113846,56553.51837876687,64947.46837990533,-74.15157138369526,0.0,True,2026
senate,6,14878.91079885974,50133.55741170966,65012.4682105694,-54.22751601840953,0.0,True,2026
senate,7,32247.539018783707,41199.82709482337,73447.36611360707,-12.188712202684604,0.0,True,2026
senate,8,15988.676623203748,54831.13384992866,70819.81047313241,-54.8468810735676,0.0,True,2026
senate,9,12838.191292480382,51012.12166899018,63850.31296147056,-59.786598696149284,0.0,True,2026
senate,10,12508.684969302107,53921.993862795774,66430.67883209788,-62.34063782211968,0.0,True,2026
senate,11,16024.670918231692,48912.111711591744,64936.782629823436,-50.645319126506706,0.0,True,2026
senate,12,17506.739104244403,45266.28255206155,62773.02165630595,-44.222092095240924,0.0,True,2026
senate,13,17529.9071361809,51009.773211858104,68539.68034803901,-48.84742080159861,0.0,True,2026
senate,14,17776.29837136958,46140.48175007669,63916.78012144627,-44.376740074849224,0.0,True,2026
senate,15,21946.43935958763,50610.7835641114,72557.22292369904,-39.505845248056296,0.0,True,2026
senate,16,25830.356689245127,43587.45016760199,69417.80685684712,-25.580026627714428,0.0,True,2026
senate,17,12468.52624919815,58542.490620085584,71011.01686928373,-64.88283987778948,0.0,True,2026
senate,18,40937.08642615878,10756.370458887235,51693.45688504601,58.38401566833941,0.0,True,2026
senate,19,38021.98896525258,20349.155438564772,58371.14440381735,30.27666102351086,0.0,True,2026
senate,20,41175.863624819205,11812.127506956016,52987.99113177522,55.41583194735361,0.0,True,2026
senate,21,18110.07732088304,34799.42520083098,52909.50252171402,-31.54319561613463,0.0,True,2026
senate,22,12312.254738409742,49914.076910712116,62226.33164912186,-60.42750902355822,0.0,True,2026
senate,23,35224.0,31577.0,66801.0,5.459499109294771,0.0,True,2026
senate,24,34686.076934539924,24475.100178762557,59161.17711330248,17.25959024821603,0.0,True,2026
senate,25,24771.2524578335,45253.846937855145,70025.09939568865,-29.25036116590322,0.0,True,2026
senate,26,40134.7475421665,12470.153062144855,52604.900604311355,52.58938646821496,0.0,True,2026
senate,27,21569.56486399816,39074.16598289317,60643.73084689133,-28.86465076347182,0.0,True,2026
senate,28,28336.361491004045,26295.752315634465,54632.11380663851,3.735182538592566,0.0,True,2026
senate,29,12605.132998656625,49343.88071770714,61949.01371636377,-59.30481458068155,0.0,True,2026
senate,30,16637.482269976266,44481.7006578653,61119.18292784157,-45.55724905675265,0.0,True,2026
senate,31,12433.164153772186,44831.04256537493,57264.20671914712,-56.576141132101014,0.0,True,2026
senate,32,18520.54656241317,63225.83546008151,81746.38202249468,-54.68778897806938,0.0,True,2026
senate,33,36357.0670715805,17441.332922308764,53798.39999388927,35.16040282131122,0.0,True,2026
senate,34,18185.926216931242,40908.55354846981,59094.479765401054,-38.45135353038903,0.0,True,2026
senate,35,17440.205410665345,42485.20115842781,59925.40656909315,-41.793618402715275,0.0,True,2026
