state,election_year,election_date,official_url,retrieved_at,local_path,media_type,size_bytes,sha256,duplicate_of,coverage
AR,2000,,https://www.sos.arkansas.gov/uploads/elections/2000spec12.zip,2026-08-22T05:47:58+00:00,data/raw/southern_sos_elections/AR/2000/2000spec12.zip,application/zip,2958,de9497cfe3873e0fd85dfd0ed8a91eae03d5ae27524f7adf2cfac7183be61301,,precinct
AR,2000,,https://www.sos.arkansas.gov/uploads/elections/2000spec27.zip,2026-08-22T05:47:58+00:00,data/raw/southern_sos_elections/AR/2000/2000spec27.zip,application/zip,2876,c3f05dfc2e194b161e40cdc280b85e358fe6a8e226bf39b6a373dbb4ed1d8c46,,precinct
AR,1998,,https://www.sos.arkansas.gov/uploads/elections/Gen98Ver5.zip,2026-08-22T05:47:58+00:00,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,application/zip,536721,042122238b735e15e2e202daa8c35d548841e7126ab0983208c9679640156248,data/raw/southern_sos_elections/AR/archive_pages/1998_Gen98Ver5.zip.html,precinct
AR,1996,,https://www.sos.arkansas.gov/uploads/elections/webtot.xls,2026-08-22T05:47:58+00:00,data/raw/southern_sos_elections/AR/1996/webtot.xls,application/vnd.ms-excel,280576,875a2d0eb379cfced08a5cb2e376c1618749fc53be17e23ac38a6a22c795d4cd,,county
AR,1996,,https://www.sos.arkansas.gov/uploads/elections/precinct.xls,2026-08-22T05:47:59+00:00,data/raw/southern_sos_elections/AR/1996/precinct.xls,application/vnd.ms-excel,1682432,cc34766d89d119ba44356013401bebf75d5ec561599a37503fc6bb4243bda2f7,,precinct
FL,,,https://dos.fl.gov/elections/data-statistics/elections-data/precinct-level-election-results,2026-08-22T05:47:59+00:00,data/raw/southern_sos_elections/FL/archive_pages/index_e9e4c6ca5d44.html,text/html,31144,e9e4c6ca5d441e4e3ab631270e2552940a49a002cbea3651345956265083d5d0,,archive_page
FL,2016,,https://files.floridados.gov/media/697202/precinctlevelelectionresults2016pri.zip,2026-08-22T05:47:59+00:00,data/raw/southern_sos_elections/FL/archive_pages/2016_precinctlevelelectionresults2016pri.zip.html,application/x-zip-compressed,2830241,1b67a49e40fd301d7f61ca25064d4ec55fd836aa1c40a90a6cc7237abb1893c7,,election_page
FL,2016,,https://files.floridados.gov/media/696297/precinctlevelelectionresults2016ppp.zip,2026-08-22T05:47:59+00:00,data/raw/southern_sos_elections/FL/archive_pages/2016_precinctlevelelectionresults2016ppp.zip.html,application/x-zip-compressed,703703,64561270ab50099791d410efcd7f7457eea9e7eb8da7077a7d9f9d08e300e960,,election_page
FL,2014,,https://files.floridados.gov/media/697200/precinctlevelelectionresults2014pri.zip,2026-08-22T05:47:59+00:00,data/raw/southern_sos_elections/FL/archive_pages/2014_precinctlevelelectionresults2014pri.zip.html,application/x-zip-compressed,1648685,ba19facfb366d2163b390f809aabde46eb91de615ca204a2abbab53fb674b859,,election_page
FL,2012,,https://files.floridados.gov/media/697203/precinctlevelelectionresults2012pri.zip,2026-08-22T05:48:00+00:00,data/raw/southern_sos_elections/FL/archive_pages/2012_precinctlevelelectionresults2012pri.zip.html,application/x-zip-compressed,2707604,94d399f8033122025922732df265f033908e22db40a224da42e4000b63c90085,,election_page
FL,2016,,https://files.floridados.gov/media/697454/precinctlevelelectionresults2016gen.zip,2026-08-22T05:48:00+00:00,data/raw/southern_sos_elections/FL/2016/precinctlevelelectionresults2016gen.zip,application/x-zip-compressed,4952971,0d9b6ee46f9c5b4399b8909a3df91d8cc270c0b8daaf0589e515c69160d35657,,precinct
FL,2014,,https://files.floridados.gov/media/697201/precinctlevelelectionresults2014gen.zip,2026-08-22T05:48:00+00:00,data/raw/southern_sos_elections/FL/2014/precinctlevelelectionresults2014gen.zip,application/x-zip-compressed,2597272,a3c01f97d0b67df2a4939f400d7faeb5c0aa2b6afc00bebd4356a660223df2c8,,precinct
FL,2012,,https://files.floridados.gov/media/697204/precinctlevelelectionresults2012gen.zip,2026-08-22T05:48:00+00:00,data/raw/southern_sos_elections/FL/2012/precinctlevelelectionresults2012gen.zip,application/x-zip-compressed,5085954,97a7c28ef2b5cbfed449b32c43f0abd29b4914728ac32daf2a73ae8597456ca0,,precinct
KY,,,https://elect.ky.gov/results/Pages/default.aspx,2026-08-22T05:48:01+00:00,data/raw/southern_sos_elections/KY/archive_pages/index_aa54be9af3d5.html,text/html,106410,aa54be9af3d53d2d8855a341035dc86f91b25b91d5302034be0ac44b68ef9b54,,archive_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/default.aspx,2026-08-22T05:48:01+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_default.aspx_ac4f10a8530e.html,text/html,48501,ac4f10a8530e140a1016a0393a1c49eba2677516d4b52eeac9b8e90ba2f29e6a,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2010primaryandgeneralelectionresults.aspx,2026-08-22T05:48:01+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2010primaryandgeneralelectionresults.aspx_2c451af57977.html,text/html,59753,2c451af579775037d3ee65b2e3ca0298400d41b7529202d905d755b28d6ed330,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2011primaryandgeneralelectionresults.aspx,2026-08-22T05:48:01+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2011primaryandgeneralelectionresults.aspx_f2e5df5d46e2.html,text/html,59866,f2e5df5d46e22ce1fba15412ff8aafed19fce8ad8f03dfc0dd6812d86297896e,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2012primaryandgeneralelectionresults.aspx,2026-08-22T05:48:02+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2012primaryandgeneralelectionresults.aspx_9c663b9e8e08.html,text/html,59590,9c663b9e8e08d44ebb641bbcae897f2250d517cb7ebcd3862e9e7795830ae8c8,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2014PrimaryandGeneralElectionResults.aspx,2026-08-22T05:48:02+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2014PrimaryandGeneralElectionResults.aspx_2f29c45d96cd.html,text/html,59456,2f29c45d96cdb812a0df84b9d58d347abadcd1af9bb3cf372404cae1ce2b22e0,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2015primaryandgeneralelectionresults.aspx,2026-08-22T05:48:02+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2015primaryandgeneralelectionresults.aspx_0c31a521fc5d.html,text/html,59000,0c31a521fc5d318de33b898e915be082f9cf52a253d89bbc26cf90360c03b0e6,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2016primaryandgeneralelectionresults.aspx,2026-08-22T05:48:02+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2016primaryandgeneralelectionresults.aspx_4c85e14d9fd3.html,text/html,58751,4c85e14d9fd3e562886ab6e34325b5f785b1d662e298a1d5fbf2bbb68dcc2ce1,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2018primaryandgeneralelectionresults.aspx,2026-08-22T05:48:02+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2018primaryandgeneralelectionresults.aspx_ae09cca94040.html,text/html,58335,ae09cca94040314008ce5b705f810274e2e21a63d90821a8622a8e24d602767e,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2019-Primary-and-General-Election-Results.aspx,2026-08-22T05:48:03+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2019-Primary-and-General-Election-Results.aspx_3cb90e9e8d6f.html,text/html,58298,3cb90e9e8d6f23c135d5fee57143f10920fa9f8397115796009f2bff23c8d8d2,,election_page
KY,2010,,https://elect.ky.gov/results/2010-2019/Pages/2019recap-sheets.aspx,2026-08-22T05:48:03+00:00,data/raw/southern_sos_elections/KY/archive_pages/2010_2019recap-sheets.aspx_fdb0919c1b84.html,text/html,74472,fdb0919c1b843d28d12b38687281bd6f6b1147d6a4e1744b4e4f27033763fa8a,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/default.aspx,2026-08-22T05:48:03+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_default.aspx_62b98a4fcc0d.html,text/html,49381,62b98a4fcc0d0b7648352c0ce5e9218851d745169e6da75deee32570b9b5c586,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2000primaryandgeneralelectionresults.aspx,2026-08-22T05:48:03+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2000primaryandgeneralelectionresults.aspx_ea3a5fc94f5b.html,text/html,95727,ea3a5fc94f5ba4567ea500bddbaf4879c033811162e7312a2ddb527bb160bf32,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2001primaryandgeneralelectionresults.aspx,2026-08-22T05:48:03+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2001primaryandgeneralelectionresults.aspx_69e8d00a0aef.html,text/html,48534,69e8d00a0aefdc5088d9ed3d240f88e804a1d69f24152aa71dd2a2352141501c,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2002primaryandgeneralelectionresults.aspx,2026-08-22T05:48:04+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2002primaryandgeneralelectionresults.aspx_e9df2b1e5ea5.html,text/html,99547,e9df2b1e5ea57152f54b3ea95a49c6830bd7304de9f97198c3f2da51e5e91258,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2003primaryandgeneralelectionresults.aspx,2026-08-22T05:48:04+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2003primaryandgeneralelectionresults.aspx_56566cb9e579.html,text/html,98824,56566cb9e57921e14c61edd14d102aafe59503c9f836bba48d377c84197726c6,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2004primaryandgeneralelectionresults.aspx,2026-08-22T05:48:04+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2004primaryandgeneralelectionresults.aspx_ae9000a51dd3.html,text/html,99622,ae9000a51dd3cb470e4ac3a8c244a4a8b5515e6769ad461a5ce6aa978cf51a96,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2005primaryandgeneralelectionresults.aspx,2026-08-22T05:48:04+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2005primaryandgeneralelectionresults.aspx_3601980a2258.html,text/html,48527,3601980a225817cd9dbf95eafce3fd2c47267e6bdceceb1c6555e38409bcdf5c,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2006primaryandgeneralelectionresults.aspx,2026-08-22T05:48:05+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2006primaryandgeneralelectionresults.aspx_19f618a1f3d8.html,text/html,97462,19f618a1f3d84fb988a97a4fe5a70cfd352686a184abe5291ea6597ad9d1c8ff,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2007primaryandgeneralelectionresults.aspx,2026-08-22T05:48:05+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2007primaryandgeneralelectionresults.aspx_48f17b52f948.html,text/html,98363,48f17b52f94869d07a40a45c2dcb26cb10fcd8644f21568c169966e077f0531d,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2008primaryandgeneralelectionresults.aspx,2026-08-22T05:48:05+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2008primaryandgeneralelectionresults.aspx_7eb9fb3bb5ea.html,text/html,100915,7eb9fb3bb5ea38b3d5548aadcdef391e6adae9179246181765400059440662d8,,election_page
KY,2000,,https://elect.ky.gov/results/2000-2009/Pages/2009primaryandgeneralelectionresults.aspx,2026-08-22T05:48:05+00:00,data/raw/southern_sos_elections/KY/archive_pages/2000_2009primaryandgeneralelectionresults.aspx_e90b892cd221.html,text/html,48529,e90b892cd221f93b583e2b1ce5d4e431ff2ce5153bbc0dbe4c7620f3e7f3821a,,election_page
KY,1994,,https://elect.ky.gov/results/1990-1999/Pages/1994.aspx,2026-08-22T05:48:05+00:00,data/raw/southern_sos_elections/KY/archive_pages/1994_1994.aspx_1fdf69c49dd2.html,text/html,47116,1fdf69c49dd29015531c3bcf184c1e49a75d574337341a84cc9a490372aa5190,,election_page
KY,1996,,https://elect.ky.gov/results/1990-1999/Pages/1996.aspx,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/archive_pages/1996_1996.aspx_2b28cb115acd.html,text/html,47954,2b28cb115acddc6d40b342af34da25fd61df7acf9b68cd0d1f573f2257ec171d,,election_page
KY,1998,,https://elect.ky.gov/results/1990-1999/Pages/1998.aspx,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/archive_pages/1998_1998.aspx_dacb0849cc33.html,text/html,48893,dacb0849cc33ff53dc6e4a9e6c0d6246d6ee9d8b5e200d62018419a7b94abc26,,election_page
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statcongdistgen10.txt,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/2010/statcongdistgen10.txt,text/plain,2581,e521e0bd2af5dfa9710d053cee73331bd61632d166a55531250b8ca837b6f0e5,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statsendistgen10.txt,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/2010/statsendistgen10.txt,text/plain,11693,99f69abc70ec85b46c6e91e24463c2c870fc7fe45e83709adabdd30bc9a5fd9d,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/stathousedistgen10.txt,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/2010/stathousedistgen10.txt,text/plain,29918,2d80341c6f94be22e40742da7529af26e936acf48a8a8a903a8780347e420449,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statcntyreggen10.txt,2026-08-22T05:48:06+00:00,data/raw/southern_sos_elections/KY/2010/statcntyreggen10.txt,text/plain,18902,bb093374aacd9a978e432c98148f0b2b1f43348fd69a6f30ff72748d57f56f69,,county
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statprctreggen10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/statprctreggen10.txt,text/plain,822934,76cc76c9ffecf8a57f1e935dcfb51df6f3ddeb89c8585c4be05478a86e4ebf89,,precinct
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statcongdistpri10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/statcongdistpri10.txt,text/plain,2582,057dcad06336220fdda2780f5de8147afb30fb852606ce95890f0716dad358d1,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statsendistpri10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/statsendistpri10.txt,text/plain,11694,161cd68f85cfed5b80003fe85e09f3b41a17b7cfd1374bab1903d02c452d0b35,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/stathousedistpri10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/stathousedistpri10.txt,text/plain,29918,9fb0fd07886adc97c02145c874d451d05b96bee33d543018b2bc61234ea07b58,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statcntyregpri10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/statcntyregpri10.txt,text/plain,18902,60a7feb610aaa318eabff580baca8e9691e4dcbfb8e413702cdc2079a47a5012,,county
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2010/statprctregpri10.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/statprctregpri10.txt,text/plain,822526,3d16b988cd53ea627f01e51ee60afcea993dd9880487753e7267561c39202db2,,precinct
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/gen11cong.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/gen11cong.txt,text/plain,2578,5fe806c77f4f76120e043358dad6244862a98f894f55bfa2a80390ba9451d696,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/gen11sen.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/gen11sen.txt,text/plain,14414,bce7ae0bd6fd74f2114ba53eaf73380efa49ec0c992a5582b6fda5d0cc3d1def,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/gen11hous.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/gen11hous.txt,text/plain,30091,693b1f8ae70696bf665983a08f88f090bcaee0119083a5e5e47e8c7c626d1d84,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/gen11cnty.txt,2026-08-22T05:48:07+00:00,data/raw/southern_sos_elections/KY/2010/gen11cnty.txt,text/plain,18908,c79d18e8b6d2ec60095718cc03c20dc5d6c1ac78f7ec1d0c9e3571d06c3adfa0,,county
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/gen11prct.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2010/gen11prct.txt,text/plain,823372,809394e66dfc132fa8cb83f385ce8ce164892f3772c62081815d5545b1a0454b,,precinct
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/pri11cong.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2010/pri11cong.txt,text/plain,2582,ca752d1495531620c7580351bf23ed0c2ccf0bf522869cc25dd66330340f04e3,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/pri11sen.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2010/pri11sen.txt,text/plain,11694,e3a318f5fd31af295938e54a8ab494290c09c1b6d52b4ad1694bcf097304ba57,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/MAY11house.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2010/MAY11house.txt,text/plain,30095,479e394f75e627c3291902c8f4445cff26ae70677da5d632cfae21b0f6dd8ef1,,district
KY,2010,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2011/pri11prnct.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2010/pri11prnct.txt,text/plain,823068,466679eca513a222de90fd76d2c4e81486b110aba29735337af83c0524d3d9a0,,precinct
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statcongg.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2012/statcongg.txt,text/plain,2582,3c49f173a4ad2864ac7ca4c9ed9385c27809fd6e7c3a816a05eabbeeab420e25,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statseng.txt,2026-08-22T05:48:08+00:00,data/raw/southern_sos_elections/KY/2012/statseng.txt,text/plain,11694,8812b0b2c7e34a15106534065bae0d5a6b9e794898dbc93396a8601c1710b4b6,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/stathouseg.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/stathouseg.txt,text/plain,29918,47f5551c24eb36314214b9d14ef274ae20e79fefdab8aff74397b099af43864e,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statcntyg.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statcntyg.txt,text/plain,18902,cbe8fdc483bf290956727be8b555c5d95f0e5ab49240dcacfba76c44e5ac09d0,,county
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statprctg.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statprctg.txt,text/plain,831774,4c7cda049b146ae87e5ac50925c333398881fe67c64e31355dcb79ac451d04e0,,precinct
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statcong.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statcong.txt,text/plain,2582,06115eca3a2f85d62de1cc8ea7fdfafa61381ce42afa604d2874c642fc7c2fc6,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statsen.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statsen.txt,text/plain,11694,93ba8fb280cc41d99c04e7baf85a8eccdee6c7e220ccd033f0bc4018adc58dc0,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/stathouse.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/stathouse.txt,text/plain,29918,208d69fa0be5eb910b0cb4816610fa471a48b009062d589b16b17dcde9d5b9a1,,district
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statcnty.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statcnty.txt,text/plain,18902,65444c6dd1cd4cea77400c7b9270cacf69e3897ed05f478c5991e6443456e14b,,county
KY,2012,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2012/statprct.txt,2026-08-22T05:48:09+00:00,data/raw/southern_sos_elections/KY/2012/statprct.txt,text/plain,832045,9afc5013d9939991146fe59baeb0a07d4acc7815c725c41cc71373c8876d0566,,precinct
KY,2014,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2014/statcong.txt,2026-08-22T05:48:10+00:00,data/raw/southern_sos_elections/KY/2014/statcong.txt,text/plain,2582,e76788eccc78b01449ba4416b88529b76800756fd0f190d4ecba954eb7e51e2b,,district
KY,2014,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2014/statsen.txt,2026-08-22T05:48:10+00:00,data/raw/southern_sos_elections/KY/2014/statsen.txt,text/plain,11693,61b5cc8b83a6fc4f11f1b46ee955d54dbe8dcf55eec309264fb8cffed0ee83e8,,district
KY,2014,,https://elect.ky.gov/SiteCollectionDocuments/Election%20Results/2010-2019/2014/stathouse.txt,2026-08-22T05:48:10+00:00,data/raw/southern_sos_elections/KY/2014/stathouse.txt,text/plain,30054,1fc1d719808c2b6ba4e1d4f9e118e1b73b4bb6f0fcd55ef427061bc3d6cccc08,,district
