source_file_id,provider,source_url,retrieved_at,sha256,media_type,size_bytes,license_or_terms,state_code,cycle,geography_vintage,authoritative_scope,ingest_status,acquisition_method,data_kind,local_path,request_parameters,query_scope,record_count,response_limit,notes
finance:fl:contributions:2020:c37b57a81e:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:25+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JR",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JR.tsv,"{""CanFName"":"""",""CanLName"":""JR"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JR,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:ffd41f4bc2:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:26+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JS",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JS.tsv,"{""CanFName"":"""",""CanLName"":""JS"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JS,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:1e0ca76a9a:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:26+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JT",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JT.tsv,"{""CanFName"":"""",""CanLName"":""JT"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JT,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:96afc6c795:48da12f3a78f,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:29+00:00,48da12f3a78fbb012366718b3a45001325892f9ed8d497dbe46432f639380ea7,text/tab-separated-values,875786,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JU",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JU.tsv,"{""CanFName"":"""",""CanLName"":""JU"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JU,8022,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:d811a2b1aa:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:29+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JV",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JV.tsv,"{""CanFName"":"""",""CanLName"":""JV"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JV,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:cdd7b826d3:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:30+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JW",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JW.tsv,"{""CanFName"":"""",""CanLName"":""JW"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JW,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:1b29aaf64c:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:30+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JX",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JX.tsv,"{""CanFName"":"""",""CanLName"":""JX"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JX,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:ccc91aefcf:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:31+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JY",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JY.tsv,"{""CanFName"":"""",""CanLName"":""JY"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JY,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:76c6a8b060:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:31+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning JZ",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/JZ.tsv,"{""CanFName"":"""",""CanLName"":""JZ"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=JZ,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:d69b7074dc:05877a5cb6e2,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:33+00:00,05877a5cb6e2907430941ce1b423016d3f09fa0cbee222a00b4cfa5a741d3192,text/tab-separated-values,859357,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning K",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/K.tsv,"{""CanFName"":"""",""CanLName"":""K"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=K,7825,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:b18e87acf5:12bd0934dd62,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:35+00:00,12bd0934dd62fbf27238189a8d771f6e82823f35a8d9e8ab0a337224d57491e8,text/tab-separated-values,751296,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning L",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/L.tsv,"{""CanFName"":"""",""CanLName"":""L"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=L,6265,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:15ac208a6a:6e492807de0e,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:38+00:00,6e492807de0e51f5816ca161a28808c6eaaca52c1d6d6fa9d942a47a807e99d6,text/tab-separated-values,1205965,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning M",acquired_truncated,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/M.tsv,"{""CanFName"":"""",""CanLName"":""M"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=M,9999,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:61d02c4cc3:5a1e6a0b17af,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:40+00:00,5a1e6a0b17afa173e42725a75a5ee310a51cd866bd33fdb66c1649c610659e93,text/tab-separated-values,665277,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MA",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MA.tsv,"{""CanFName"":"""",""CanLName"":""MA"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MA,5580,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:b30e79908f:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:40+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MB",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MB.tsv,"{""CanFName"":"""",""CanLName"":""MB"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MB,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:71a34e57dc:9e42450a9ea6,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:41+00:00,9e42450a9ea67125d3f0c6e0f77e595b319b3bd38c1dcc1b0d5d3362cea5020a,text/tab-separated-values,254401,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MC",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MC.tsv,"{""CanFName"":"""",""CanLName"":""MC"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MC,2053,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:ad62c5ce2d:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:42+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MD",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MD.tsv,"{""CanFName"":"""",""CanLName"":""MD"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MD,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:857d69e649:5d3015ff7256,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:43+00:00,5d3015ff72563f7b9747cb2e7f9a3d02b442a678254f6af310cd82a745fa5bf4,text/tab-separated-values,160579,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning ME",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/ME.tsv,"{""CanFName"":"""",""CanLName"":""ME"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=ME,1338,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:d124ec8454:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:43+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MF",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MF.tsv,"{""CanFName"":"""",""CanLName"":""MF"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MF,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:b41fddd093:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:43+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MG",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MG.tsv,"{""CanFName"":"""",""CanLName"":""MG"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MG,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:54e2b793ca:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:44+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MH",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MH.tsv,"{""CanFName"":"""",""CanLName"":""MH"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MH,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:2700b83bae:df11579dcc7d,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:44+00:00,df11579dcc7d7e8e79867d5fe1ed5f95ac850ceb595df3ee84516fbe99e9d4fb,text/tab-separated-values,6555,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MI",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MI.tsv,"{""CanFName"":"""",""CanLName"":""MI"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MI,55,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
finance:fl:contributions:2020:2cc36b69e3:0f351d4fde57,Florida Department of State Division of Elections,https://dos.elections.myflorida.com/cgi-bin/contrib.exe,2026-08-30T18:56:44+00:00,0f351d4fde57fba90b7b081216aff94b1f31dca6d03009983a974d86416a6245,text/tab-separated-values,100,official public records; reuse terms not stated on download page,FL,2020,not_applicable,"reported contributions for Florida STR candidates assigned to the 2020 general-election record, candidate surname beginning MJ",acquired_unparsed,official_partitioned_form_export,contributions,data/raw/finance/southern/FL/contributions/2020/STR/MJ.tsv,"{""CanFName"":"""",""CanLName"":""MJ"",""CanNameSrch"":""2"",""ComName"":"""",""ComNameSrch"":""2"",""Submit"":""Submit"",""ccity"":"""",""cdatefrom"":"""",""cdateto"":"""",""cdistrict"":"""",""cdollar_maximum"":"""",""cdollar_minimum"":"""",""cfname"":"""",""cgroup"":"""",""clname"":"""",""coccupation"":"""",""committee"":""All"",""csort1"":""NAM"",""csort2"":""CAN"",""cstate"":"""",""czipcode"":"""",""election"":""20201103-GEN"",""namesearch"":""2"",""office"":""STR"",""party"":""All"",""queryformat"":""2"",""rowlimit"":""9999"",""search_on"":""1""}",year=2020;office=STR;surname_prefix=MJ,0,9999,Raw tab-delimited form export; candidate query partition retained verbatim.
