historical_war_run_id,feature,term_family,std_historical_pooled_1994_2014,std_historical_1994_2006,std_historical_2010_2014,coefficient_modern_backcast,coefficient_historical_pooled_1994_2014,coefficient_historical_1994_2006,coefficient_historical_2010_2014,era_drift,pooled_vs_modern_drift,abs_era_drift,era_comparable
AL-HIST-WAR-V1-76814789B2F7641E4255,state_code_OK,structural,0.0,0.0,0.0,-1.7676940119158973,0.0,0.0,0.0,0.0,1.7676940119158973,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,state_code_SC,structural,0.0,0.0,0.0,-0.14438769151664638,0.0,0.0,0.0,0.0,0.14438769151664638,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,state_code_TN,structural,0.0,0.0,0.0,-1.2692369416590252,0.0,0.0,0.0,0.0,1.2692369416590252,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,state_code_TX,structural,0.0,0.0,0.0,1.7850989947030353,0.0,0.0,0.0,0.0,-1.7850989947030353,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,state_code_VA,structural,0.0,0.0,0.0,-1.1679743775302152,0.0,0.0,0.0,0.0,1.1679743775302152,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,chamber_lower,structural,0.4627718558373975,0.4627311759305991,0.4628719110561483,-0.12342398528662829,-0.03284767709822313,0.07780738655178492,0.4309395229538527,0.35313213640206775,0.09057630818840516,0.35313213640206775,True
AL-HIST-WAR-V1-76814789B2F7641E4255,chamber_upper,structural,0.4627718558373975,0.4627311759305991,0.4628719110561483,0.12342398528662853,0.032847677098223046,-0.07780738655178468,-0.43093952295385257,-0.35313213640206786,-0.09057630818840548,0.35313213640206786,True
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_federal_composite,structural,0.3878637738920035,0.37620149633188743,0.4132198606098906,-0.29285407186350254,-0.28811851976744624,0.5952398963539179,-0.8481927595786827,-1.4434326559326007,0.004735552096056306,1.4434326559326007,True
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_generic_ballot,structural,0.0,0.0,0.0,-1.1679743775302187,0.0,0.0,0.0,0.0,1.1679743775302187,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_governor,structural,0.0,0.0,0.0,-0.5885895782713801,0.0,0.0,0.0,0.0,0.5885895782713801,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_president,structural,0.0,0.0,0.0,3.317287575187297,0.0,0.0,0.0,0.0,-3.317287575187297,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_state_composite,structural,0.3878637738920035,0.37620149633188743,0.4132198606098906,-3.2519517331055554,0.2881185197674633,-0.5952398963539234,0.8481927595786823,1.4434326559326056,3.5400702528730186,1.4434326559326056,True
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_statewide_other,structural,0.0,0.0,0.0,-4.226679191543135,0.0,0.0,0.0,0.0,4.226679191543135,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_us_house,structural,0.0,0.0,0.0,5.785224594289277,0.0,0.0,0.0,0.0,-5.785224594289277,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,baseline_office_family_us_senate,structural,0.0,0.0,0.0,-4.998456576695812,0.0,0.0,0.0,0.0,4.998456576695812,0.0,False
AL-HIST-WAR-V1-76814789B2F7641E4255,prior_pres_margin,lag,24.141220156281967,21.710463531278254,27.44521007842144,0.07112544716871452,-0.09344840659426669,-0.10562183490832601,-0.04718967486773882,0.05843216004058719,-0.16457385376298123,0.05843216004058719,True
AL-HIST-WAR-V1-76814789B2F7641E4255,lag_current_ticket_change,lag,21.12373890232631,22.433069812293105,17.483561085780355,-0.10533700353829452,-0.2786377879584649,-0.25137311700746007,-0.13419791515705942,0.11717520185040065,-0.17330078442017038,0.11717520185040065,True
AL-HIST-WAR-V1-76814789B2F7641E4255,lag_change_x_years,lag,325.41189025855147,382.6747903683858,77.34159849564175,0.004795562633023233,0.0072572264751989924,0.008081863944787626,0.0546732430865069,0.04659137914171928,0.002461663842175759,0.04659137914171928,True
