graph_node,cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,path_length_to_seed,match_method,confidence,verification_status
2006|WINSTON|DOUBLE SPRINGS COMM CENTER .1,2006,WINSTON,DOUBLE SPRINGS COMM CENTER .1,VTD2010-133-1,Double Springs Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MADISON|0610 BIG COVE FIRE STATION,1998,MADISON,0610 BIG COVE FIRE STATION,VTD2000-089-57,Big Cove Fire Station,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MADISON|BIG COVE FIRE STATION,2002,MADISON,BIG COVE FIRE STATION,VTD2000-089-57,Big Cove Fire Station,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MADISON|BIG COVE FIRE STATION,1994,MADISON,BIG COVE FIRE STATION,VTD2000-089-57,Big Cove Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MONTGOMERY|2G HAYNEVILLE RD. COMM.,1998,MONTGOMERY,2G HAYNEVILLE RD. COMM.,VTD2000-101-2-G,Hayneville Road Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MONTGOMERY|HAYNEVILLE RD. COMM. CTR.,2002,MONTGOMERY,HAYNEVILLE RD. COMM. CTR.,VTD2000-101-2-G,Hayneville Road Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MONTGOMERY|HAYNEVILLE RD. COMM,1994,MONTGMRY,HAYNEVILLE RD. COMM,VTD2000-101-2-G,Hayneville Road Community Center,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BALDWIN|JOSEPHINE FIRE HOUSE,2006,BALDWIN,JOSEPHINE FIRE HOUSE,VTD2010-003-0340,Josephine Fire House,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BALDWIN|JOSEPHINE FIRE HOUSE,2008,BALDWIN,JOSEPHINE FIRE HOUSE,VTD2010-003-0340,Josephine Fire House,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHEROKEE|17-1 OAK BOWERY,1998,CHEROKEE,17-1 OAK BOWERY,VTD2000-019-17,Oak Bowery,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHEROKEE|OAK BOWERY,1994,CHEROKEE,OAK BOWERY,VTD2000-019-17,Oak Bowery,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HOUSTON|BAY SPRINGS,2008,HOUSTON,BAY SPRINGS,VTD2010-069-0020,Bay Springs,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|HOUSTON|BAY SPRINGS,2006,HOUSTON,BAY SPRINGS,VTD2010-069-0020,Bay Springs,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|HOUSTON|BAY SPRINGS,2010,HOUSTON,BAY SPRINGS,VTD2010-069-0020,Bay Springs,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|DALLAS|SUMMERFIELD VOL FIRE,2008,DALLAS,SUMMERFIELD VOL FIRE,VTD2010-047-0201,Summerfield VFD,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|DALLAS|SUMMERFIELD VOLUNTEER FIRE,2006,DALLAS,SUMMERFIELD VOLUNTEER FIRE,VTD2010-047-0201,Summerfield VFD,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|DALLAS|SUMMERFIELD VFD,2010,DALLAS,SUMMERFIELD VFD,VTD2010-047-0201,Summerfield VFD,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5709 MIDFIELD COMM CEN,2006,JEFFERSON,5709 MIDFIELD COMM CEN,VTD2010-073-5709,Midfield Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5709 MIDFIELD COMM CEN,2010,JEFFERSON,5709 MIDFIELD COMM CEN,VTD2010-073-5709,Midfield Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5709 MIDFIELD COMM CEN,2008,JEFFERSON,5709 MIDFIELD COMM CEN,VTD2010-073-5709,Midfield Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5510 C_ J_ DONALD SCHOOL,2008,JEFFERSON,5510 C_ J_ DONALD SCHOOL,VTD2010-073-5510,C.J. Donald Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5510 C. J. DONALD SCHOOL,2010,JEFFERSON,5510 C. J. DONALD SCHOOL,VTD2010-073-5510,C.J. Donald Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5510 C_ J_ DONALD SCHOOL,2006,JEFFERSON,5510 C_ J_ DONALD SCHOOL,VTD2010-073-5510,C.J. Donald Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0354 FORESTDALE SQUARE,1998,JEFFERSON,0354 FORESTDALE SQUARE,VTD2000-073-6001,Forestdale Square,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|JEFFERSON|FORESTDALE SQUARE,1994,JEFFERSN,FORESTDALE SQUARE,VTD2000-073-6001,Forestdale Square,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0355 FORESTDALE SQUARE,1998,JEFFERSON,0355 FORESTDALE SQUARE,VTD2000-073-6001,Forestdale Square,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|4503 IRONDALE SR BLD,2006,JEFFERSON,4503 IRONDALE SR BLD,VTD2010-073-4503,Irondale Senior Citizens Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|4503 IRONDALE SR CT,2008,JEFFERSON,4503 IRONDALE SR CT,VTD2010-073-4503,Irondale Senior Citizens Building,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|4503 IRONDALE SR CT,2006,JEFFERSON,4503 IRONDALE SR CT,VTD2010-073-4503,Irondale Senior Citizens Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|4503 IRONDALE SR BLD,2010,JEFFERSON,4503 IRONDALE SR BLD,VTD2010-073-4503,Irondale Senior Citizens Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|4503 IRONDALE SR BLD,2008,JEFFERSON,4503 IRONDALE SR BLD,VTD2010-073-4503,Irondale Senior Citizens Building,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|HALE|0160 MT. HERMAN,1998,HALE,0160 MT. HERMAN,VTD2000-065-10,Mount Herman,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|HALE|MT_ HERMAN,2002,HALE,MT_ HERMAN,VTD2000-065-10,Mount Herman,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CULLMAN|GOLD RIDGE COMMUNITY CTR,2010,CULLMAN,GOLD RIDGE COMMUNITY CTR,VTD2010-043-0190,Gold Ridge Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CULLMAN|GOLD RIDGE COMM. CENTER,2008,CULLMAN,GOLD RIDGE COMM. CENTER,VTD2010-043-0190,Gold Ridge Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CULLMAN|GOLD RIDGE COMMUNITY CENTER,2006,CULLMAN,GOLD RIDGE COMMUNITY CENTER,VTD2010-043-0190,Gold Ridge Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BALDWIN|0150 PINE GROVE SCHOOL,1998,BALDWIN,0150 PINE GROVE SCHOOL,VTD2000-003-16,Pine Grove School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BALDWIN|PINE GROVE SCHOOL,1994,BALDWIN,PINE GROVE SCHOOL,VTD2000-003-16,Pine Grove School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BALDWIN|PINE GROVE SCHOOL,2002,BALDWIN,PINE GROVE SCHOOL,VTD2000-003-16,Pine Grove School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PIKE|0010 ENON CO. VOTING BLDG.,1998,PIKE,0010 ENON CO. VOTING BLDG.,VTD2000-109-10,Former Dixie Dandy,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PIKE|ENON,1994,PIKE,ENON,VTD2000-109-10,Former Dixie Dandy,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|PIKE|PIKE COUNTY COURTHOUSE,2006,PIKE,PIKE COUNTY COURTHOUSE,VTD2010-109-0210,Pike County Courthouse,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|PIKE|PIKE COUNTY COURTHOUSE,2008,PIKE,PIKE COUNTY COURTHOUSE,VTD2010-109-0210,Pike County Courthouse,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|PIKE|PIKE COUNTY COURTHOUSE,2010,PIKE,PIKE COUNTY COURTHOUSE,VTD2010-109-0210,Pike County Courthouse,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5512 CHARLES BROWN,2008,JEFFERSON,5512 CHARLES BROWN,VTD2010-073-5512,Charles A. Brown Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5512 CHARLES BROWN,2006,JEFFERSON,5512 CHARLES BROWN,VTD2010-073-5512,Charles A. Brown Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5512 CHARLES BROWN,2010,JEFFERSON,5512 CHARLES BROWN,VTD2010-073-5512,Charles A. Brown Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|ESCAMBIA|CANOE CIVIC CLUB,2010,ESCAMBIA,CANOE CIVIC CLUB,VTD2010-053-0270,Canoe- Civic Club,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ESCAMBIA|CANOE CIVIC CLUB BUILDING,2008,ESCAMBIA,CANOE CIVIC CLUB BUILDING,VTD2010-053-0270,Canoe- Civic Club,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ESCAMBIA|0310-CANOE CIVIC CLUB BLDG.,2006,ESCAMBIA,0310-CANOE CIVIC CLUB BLDG.,VTD2010-053-0270,Canoe- Civic Club,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|LEE HIGH SCHOOL,2008,MADISON,LEE HIGH SCHOOL,VTD2010-089-4,Lee High School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|LEE HIGH SCHOOL,2006,MADISON,LEE HIGH SCHOOL,VTD2010-089-4,Lee High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONROE|ANTIOCH BAPTIST CHURCH #3,2008,MONROE,ANTIOCH BAPTIST CHURCH #3,VTD2010-099-6A,Antioch Bapt. Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MONROE|ANTIOCH BAPTIST CHURCH 3,2010,MONROE,ANTIOCH BAPTIST CHURCH 3,VTD2010-099-6A,Antioch Bapt. Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CHAMBERS|LAFAYETTE,2010,CHAMBERS,LAFAYETTE,VTD2010-017-8,LaFayette,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CHAMBERS|LAFAYETTE,2008,CHAMBERS,LAFAYETTE,VTD2010-017-8,LaFayette,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CHAMBERS|LAFAYETTE,2006,CHAMBERS,LAFAYETTE,VTD2010-017-8,LaFayette,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHEROKEE|ROCK RUN STATION,1994,CHEROKEE,ROCK RUN STATION,VTD2000-019-3,Rock Run Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHEROKEE|3-1 ROCK RUN STATION,1998,CHEROKEE,3-1 ROCK RUN STATION,VTD2000-019-3,Rock Run Station,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|HILLCREST BAPT CHURCH #1,2008,MOBILE,HILLCREST BAPT CHURCH #1,VTD2010-097-55,Hillcrest Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MOBILE|HILLCREST BAPT CHURCH,2010,MOBILE,HILLCREST BAPT CHURCH,VTD2010-097-55,Hillcrest Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|HILLCREST BAPT CHURCH #2,2008,MOBILE,HILLCREST BAPT CHURCH #2,VTD2010-097-55,Hillcrest Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MARENGO|0470 DIXONS MILLS VOL FIRE STATION,1998,MARENGO,0470 DIXONS MILLS VOL FIRE STATION,VTD2000-091-4-8,Dixon Mills Vol Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MARENGO|DIXONS MILLS VOLUNTEER FIRE,2002,MARENGO,DIXONS MILLS VOLUNTEER FIRE,VTD2000-091-4-8,Dixon Mills Vol Fire Station,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|DALLAS|BYRD SCHOOL,2002,DALLAS,BYRD SCHOOL,VTD2000-047-D53N,Byrd School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|DALLAS|BYRD SCHOOL,1994,DALLAS,BYRD SCHOOL,VTD2000-047-D53N,Byrd School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|DALLAS|0330 BYRD SCHOOL,1998,DALLAS,0330 BYRD SCHOOL,VTD2000-047-D53N,Byrd School,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MORGAN|AQUADOME REC. CENTER,2008,MORGAN,AQUADOME REC. CENTER,VTD2010-103-3-3,Aquadome Rec Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MORGAN|AQUADOME REC. CENTER,2010,MORGAN,AQUADOME REC. CENTER,VTD2010-103-3-3,Aquadome Rec Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MORGAN|AQUADOME REC_ CENTER,2006,MORGAN,AQUADOME REC_ CENTER,VTD2010-103-3-3,Aquadome Rec Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|GENEVA|GILMORE,2002,GENEVA,GILMORE,VTD2000-061-14,Gilmore,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|GENEVA|0290 GILMORE,1998,GENEVA,0290 GILMORE,VTD2000-061-14,Gilmore,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CRENSHAW|PATSBURG DEPOT BLDG.,2010,CRENSHAW,PATSBURG DEPOT BLDG.,VTD2010-041-5,Patsburg Depot Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CRENSHAW|PATSBURG DEPOT BUILDING,2006,CRENSHAW,PATSBURG DEPOT BUILDING,VTD2010-041-5,Patsburg Depot Building,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CRENSHAW|PATSBURG DEPOT BUILDING,2008,CRENSHAW,PATSBURG DEPOT BUILDING,VTD2010-041-5,Patsburg Depot Building,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BALDWIN|TENSAW-COMMUNITY CENTER,1994,BALDWIN,TENSAW-COMMUNITY CENTER,VTD2000-003-2,Tensaw Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BALDWIN|0020 TENSAW COMMUNITY CENTER,1998,BALDWIN,0020 TENSAW COMMUNITY CENTER,VTD2000-003-2,Tensaw Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BALDWIN|TENSAW COMMUNITY CENTER,2002,BALDWIN,TENSAW COMMUNITY CENTER,VTD2000-003-2,Tensaw Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|COLLEGE HEIGHTS BAPTIST CHURCH,2002,ETOWAH,COLLEGE HEIGHTS BAPTIST CHURCH,VTD2000-055-1-14,College Heights Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0240 COLLEGE HEIGHTS BAPTIST CHURCH,1998,ETOWAH,0240 COLLEGE HEIGHTS BAPTIST CHURCH,VTD2000-055-1-14,College Heights Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|COLLEGE HEIGHTS BAPTIST,1994,ETOWAH,COLLEGE HEIGHTS BAPTIST,VTD2000-055-1-14,College Heights Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|6011 MORNINGSTAR BAPTIST,2006,JEFFERSON,6011 MORNINGSTAR BAPTIST,VTD2010-073-6011,Morningstar Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|6011 MORNINGSTAR BAPTIST,2008,JEFFERSON,6011 MORNINGSTAR BAPTIST,VTD2010-073-6011,Morningstar Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|6011 MORNINGSTAR BAPTIST,2010,JEFFERSON,6011 MORNINGSTAR BAPTIST,VTD2010-073-6011,Morningstar Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5104 WARRIOR CITY HALL,2006,JEFFERSON,5104 WARRIOR CITY HALL,VTD2010-073-5104,Warrior City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5104 WARRIOR CITY HALL,2010,JEFFERSON,5104 WARRIOR CITY HALL,VTD2010-073-5104,Warrior City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5104 WARRIOR CITY HALL,2008,JEFFERSON,5104 WARRIOR CITY HALL,VTD2010-073-5104,Warrior City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MOBILE|CRANFORD BURNS SCHOOL .1,2006,MOBILE,CRANFORD BURNS SCHOOL .1,VTD2010-097-80,Cranford Burns School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MOBILE|CRANFORD BURNS SCHOOL .2,2006,MOBILE,CRANFORD BURNS SCHOOL .2,VTD2010-097-80,Cranford Burns School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|CRANFORD BURNS SCHOOL #2,2008,MOBILE,CRANFORD BURNS SCHOOL #2,VTD2010-097-80,Cranford Burns School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|CRANFORD BURNS SCHOOL #1,2008,MOBILE,CRANFORD BURNS SCHOOL #1,VTD2010-097-80,Cranford Burns School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|TALLAPOOSA|0290 CHURCHHILL VOTING HOUSE,1998,TALLAPOOSA,0290 CHURCHHILL VOTING HOUSE,VTD2000-123-13,Churchhill Voting House,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|TALLAPOOSA|CHURCHHILL VOTING HOUSE,2002,TALLAPOOSA,CHURCHHILL VOTING HOUSE,VTD2000-123-13,Churchhill Voting House,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|TALLAPOOSA|CHURCHHILL VOTING HOUSE,1994,TALPOOSA,CHURCHHILL VOTING HOUSE,VTD2000-123-13,Churchhill Voting House,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MACON|WOODLAND,1994,MACON,WOODLAND,VTD2000-087-4-09,Woodland Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MACON|0220 WOODLAND COMM. CENTER,1998,MACON,0220 WOODLAND COMM. CENTER,VTD2000-087-4-09,Woodland Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MACON|WOODLAND COMMUNITY CENTER,2002,MACON,WOODLAND COMMUNITY CENTER,VTD2000-087-4-09,Woodland Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|FAIRVIEW/ZION,1994,PICKENS,FAIRVIEW/ZION,VTD2000-107-3200,Fairview-Zion Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|3200 FAIRVIEW/ZION,1998,PICKENS,3200 FAIRVIEW/ZION,VTD2000-107-3200,Fairview-Zion Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|FAIRVIEW/ZION,2002,PICKENS,FAIRVIEW/ZION,VTD2000-107-3200,Fairview-Zion Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAWRENCE|MOULTON CITY HALL,1994,LAWRENCE,MOULTON CITY HALL,VTD2000-079-24-1,Moulton City Hall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAWRENCE|0520 MOULTON CITY HALL,1998,LAWRENCE,0520 MOULTON CITY HALL,VTD2000-079-24-1,Moulton City Hall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|LAWRENCE|MOULTON - CITY HALL  24-1,2002,LAWRENCE,MOULTON - CITY HALL  24-1,VTD2000-079-24-1,Moulton City Hall,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ELMORE|ASBURY KENT COMMUNITY CENTER,2008,ELMORE,ASBURY KENT COMMUNITY CENTER,VTD2010-051-0041,Asbury-Kent Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ELMORE|ASBURY KENT COMMUNITY CENTER,2006,ELMORE,ASBURY KENT COMMUNITY CENTER,VTD2010-051-0041,Asbury-Kent Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|ELMORE|ASBURY KENT COMM.CTR.,2010,ELMORE,ASBURY KENT COMM.CTR.,VTD2010-051-0041,Asbury-Kent Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5208 SHADY GROVE BAPTIST,2010,JEFFERSON,5208 SHADY GROVE BAPTIST,VTD2010-073-5208,Shady Grove Baptist Church-Sand Ridge,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5208 SHADY GROVE BAPTIST,2008,JEFFERSON,5208 SHADY GROVE BAPTIST,VTD2010-073-5208,Shady Grove Baptist Church-Sand Ridge,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5208 SHADY GROVE BAPTIST,2006,JEFFERSON,5208 SHADY GROVE BAPTIST,VTD2010-073-5208,Shady Grove Baptist Church-Sand Ridge,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|DODGE SCHOOL #2,2008,MOBILE,DODGE SCHOOL #2,VTD2010-097-79,Dodge School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|DODGE SCHOOL #1,2008,MOBILE,DODGE SCHOOL #1,VTD2010-097-79,Dodge School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MOBILE|DODGE SCHOOL .1,2006,MOBILE,DODGE SCHOOL .1,VTD2010-097-79,Dodge School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MOBILE|DODGE SCHOOL,2010,MOBILE,DODGE SCHOOL,VTD2010-097-79,Dodge School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MOBILE|DODGE SCHOOL .2,2006,MOBILE,DODGE SCHOOL .2,VTD2010-097-79,Dodge School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|GORDO 3,1994,PICKENS,GORDO 3,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|GORDO 5,1994,PICKENS,GORDO 5,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|5100 GORDO - 5,1998,PICKENS,5100 GORDO - 5,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|GORDO - 3,2002,PICKENS,GORDO - 3,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|GORDO 5,2002,PICKENS,GORDO 5,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|3400 GORDO - 3,1998,PICKENS,3400 GORDO - 3,VTD2000-107-5100,Gordo Army Reserve Bldg,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HOUSTON|DOUG TEW COMMUNITY CENTER #2,2008,HOUSTON,DOUG TEW COMMUNITY CENTER #2,VTD2010-069-0303,Doug Tew Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
