year,chamber,district,canonical_party,canonical_votes,canonical_name,canonical_source,person_id,canonical_candidate_id,incumbent,winner,votesmart_candidate_id,match_method,pct_dimensions_scored,pct_policies_scored,pct_response_items_scored,abortion_position,criminal_justice_position,economic_ideology,education_position,environment_position,government_reform_position,guns_position,healthcare_position,labor_position,social_ideology,immigration_position,pct_available,pct_composite_ideology,cycle,raw_overperformance,legislative_dem_margin,core_index_margin,war_eligible,candidate_margin_overperformance,ideology_v3_issue_count,ideology_v3_scored_issue_count,ideology_v3_evidence_records,ideology_v3_source_type_count,ideology_v3_max_conflict_ratio,ideology_v3_environment_resources,ideology_v3_institutional_reform,ideology_v3_labor_capital,ideology_v3_market_government_direction,ideology_v3_material_support,ideology_v3_order_justice,ideology_v3_social_liberty_equality,ideology_v3_available,ideology_v3_scored_family_count,ideology_v3_model_eligible,cycle_race,contest_status,core_index_margin_race,prior_presidential_year,prior_pres_dem_margin,nonwhite_share,white_college_share,ideal_point,chamber_percentile,distance_from_caucus_median,party_loyalty_rate,cross_party_voting_rate,votes_used,issue__abortion_access,issue__anti_discrimination,issue__business_subsidy,issue__childcare_support,issue__civil_social_liberty,issue__criminal_punishment,issue__education_access,issue__education_accountability,issue__education_market_choice,issue__education_public_funding,issue__environmental_protection,issue__government_ethics_transparency,issue__gun_access,issue__gun_purchase_regulation,issue__healthcare_access,issue__labor_capital_alignment,issue__labor_rights,issue__market_governance,issue__marriage_equality,issue__public_employee_compensation,issue__public_spending,issue__racial_civil_rights,issue__religion_state,issue__renewable_energy_support,issue__tax_burden,issue__voting_access,issue__welfare_conditionality,issue__welfare_generosity,cluster_id,cluster_distance,ideology_map_x,ideology_map_y,expected_cmo_total_oof,candidate_cmo_total_oof,candidate_cmo_resource_adjusted_oof,candidate_cmo_fundraising_adjusted_oof,high_raw_overperformance,unopposed_democrat,republican_top_ticket_district,republican_presidential_district,cluster_label,selection_group
2002,house,89,D,7708.0,"Boothe, Alan",alabama_sos,ALPERSON-BOOTHE-ALAN,AL-2002-house-89-D-BOOTHE-ALAN,0,1,16046.0,same_race_party,,,,,,,,,,,,,,,False,,2002,113.9954252202018,100.0,-13.995425220201795,False,113.9954252202018,12.0,10.0,37.0,1.0,1.0,,,,,,,-0.75,True,1,False,2002,unopposed_democrat,-13.995425220201795,2000.0,-22.63998135648261,0.3638381268707684,0.2269146195678223,,,,,,,-1.0,,1.0,,-1.0,1.0,,,,0.0,,,-1.0,,1.0,,,,,1.0,,1.0,1.0,,-0.25,1.0,,,2,3.7959404196982995,1.0591869252096864,0.25582783962556704,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2010,house,65,D,11747.0,ELAINE BEECH,alabama_sos,ALPERSON-ELAINE-BEECH,AL-2010-house-65-D-ELAINE-BEECH,0,1,119435.0,same_race_party,,,,,,,,,,,,,,,False,,2010,113.66177825507113,100.0,-13.661778255071116,False,113.66177825507113,3.0,2.0,4.0,2.0,0.65,,,,,,,,True,0,False,2010,unopposed_democrat,-13.661778255071116,,,0.3061661506707946,0.1312556991900445,-0.9847374637123752,10.679611650485436,-0.124903894686869,0.9423076923076924,0.0952380952380952,52.0,,,,,,1.0,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,2,5.37809615263622,1.4989680488809443,-2.036516735065393,,,,,False,True,True,False,Crossover/traditionalist bloc,unopposed_gop_lean
2010,house,18,D,8343.0,JOHNNY MACK MORROW,alabama_sos,ALPERSON-JOHNNY-MACK-MORROW,AL-2010-house-18-D-JOHNNY-MACK-MORROW,1,1,5688.0,same_race_party,,,,,,,,,,,,,,,False,,2010,113.28453291648582,100.0,-13.284532916485816,False,113.28453291648582,7.0,5.0,21.0,1.0,1.0,,,,,,,,True,0,False,2010,unopposed_democrat,-13.284532916485816,,,0.1544646538690612,0.127758554402153,-0.4792458518243564,49.51456310679612,0.3805877172011497,0.8936170212765957,0.2777777777777778,47.0,,,,,,0.7777777777777778,,,,,,1.0,1.0,,0.0,,,0.12,,1.0,,,,,-0.6,,,,2,4.504304838531066,1.6733791526547894,-1.3043530981009759,,,,,False,True,True,False,Crossover/traditionalist bloc,unopposed_gop_lean
2002,senate,13,D,31924.0,"Dial, Gerald",alabama_sos,ALPERSON-DIAL-GERALD,AL-2002-senate-13-D-DIAL-GERALD,0,1,5598.0,same_race_party,,,,,,,,,,,,,,,False,,2002,113.28015189448008,100.0,-13.280151894480085,False,113.28015189448008,8.0,7.0,12.0,1.0,1.0,,,,,,,,True,0,False,2002,unopposed_democrat,-13.280151894480085,2000.0,-17.65394011944943,0.2340703221281896,0.1173259790495638,,,,,,,,,,,,1.0,,,1.0,,,,0.0,,1.0,,,-1.0,,1.0,,,1.0,,-1.0,,,,2,3.2747119106757814,1.6788750635197487,-0.2533622976114486,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2002,house,90,D,9575.0,"Newton, Charles",alabama_sos,ALPERSON-NEWTON-CHARLES,AL-2002-house-90-D-NEWTON-CHARLES,0,1,5691.0,same_race_party,,,,,,,,,,,,,,,False,,2002,112.06535052515557,100.0,-12.06535052515556,False,112.06535052515557,13.0,12.0,37.0,1.0,0.8333333333333334,,,,,,,-0.6666666666666666,True,1,False,2002,unopposed_democrat,-12.06535052515556,2000.0,-11.15330193582416,0.3808936825642506,0.128839994260607,,,,,,,-1.0,,1.0,,-1.0,1.0,,,,-1.0,,,-1.0,,1.0,,,-0.8200000000000001,,1.0,,1.0,1.0,,0.0909090909090909,1.0,,,2,4.0597932022247765,1.6976132008239053,-0.25542923217578434,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2006,house,16,D,5976.0,"WILLIAM E. THIGPEN, SR.",alabama_sos,ALPERSON-WILLIAM-E-THIGPEN-SR,AL-2006-house-16-D-WILLIAM-E-THIGPEN-SR,0,1,15966.0,same_race_party,9.0,54.0,56.0,-0.3333333333333333,0.5,0.1578947368421052,-0.375,0.0,,1.0,-0.375,-1.0,0.3333333333333333,,True,-0.0102339181286549,2006,111.14639457021782,100.0,-11.146394570217828,False,111.14639457021782,18.0,13.0,51.0,2.0,0.5,,,,,0.5,,-0.2,True,2,True,2006,unopposed_democrat,-11.146394570217828,2004.0,-48.87591734594048,0.1351096461305541,0.1207136207933899,,,,,,,0.3333333333333333,-1.0,,,0.3333333333333333,0.5,,1.0,,0.5,0.0,,1.0,,0.375,1.0,,0.3333333333333333,-1.0,,,,1.0,1.0,-0.1,,1.0,0.6666666666666666,1,4.366101344724025,-0.7726498738153984,-2.370135029025965,,,,,False,True,True,True,Mainstream/progressive bloc,unopposed_gop_lean
2010,house,28,D,8208.0,CRAIG FORD,alabama_sos,ALPERSON-CRAIG-FORD,AL-2010-house-28-D-CRAIG-FORD,1,1,53381.0,same_race_party,,,,,,,,,,,,,,,False,,2010,111.08734199930431,100.0,-11.087341999304329,False,111.08734199930431,7.0,5.0,28.0,1.0,0.6,,,,,,,,True,0,False,2010,unopposed_democrat,-11.087341999304329,,,0.2294237450581047,0.1468257501558187,-0.6646725568244829,41.74757281553398,0.1951610122010232,0.9318181818181818,0.1176470588235294,44.0,,,,,,0.8461538461538461,,,,,,1.0,1.0,,1.0,,,-0.14,,1.0,,,,,-0.25,,,,2,2.9430816536645787,1.2413094824219368,1.989599511765585,,,,,False,True,True,False,Crossover/traditionalist bloc,unopposed_gop_lean
2010,house,89,D,7911.0,ALAN C. BOOTHE,alabama_sos,ALPERSON-ALAN-C-BOOTHE,AL-2010-house-89-D-ALAN-C-BOOTHE,1,1,16046.0,same_race_party,,,,,,,,,,,,,,,False,,2010,110.1109752490196,100.0,-10.110975249019596,False,110.1109752490196,7.0,5.0,32.0,1.0,0.8333333333333334,,,,,,,,True,0,False,2010,unopposed_democrat,-10.110975249019596,,,0.3976270642937309,0.2813470858705107,-0.2873889561617149,55.33980582524271,-1.2275802374261895,0.75,0.6111111111111112,44.0,,,,,,0.8461538461538461,,,,,,1.0,1.0,,1.0,,,0.12,,1.0,,,,,0.0909090909090909,,,,2,6.819867437003052,3.428493923522214,3.591939128861957,,,,,False,True,True,False,Crossover/traditionalist bloc,unopposed_gop_lean
2010,house,3,D,9076.0,MARCEL BLACK,alabama_sos,ALPERSON-MARCEL-BLACK,AL-2010-house-3-D-MARCEL-BLACK,1,1,5625.0,same_race_party,,,,,,,,,,,,,,,False,,2010,107.1640559804411,100.0,-7.164055980441099,False,107.1640559804411,7.0,5.0,27.0,1.0,1.0,,,,,,,,True,0,False,2010,unopposed_democrat,-7.164055980441099,,,0.2375103734439834,0.1788681543346818,-0.9725588911961276,14.563106796116504,-0.1127253221706215,1.0,0.0,42.0,,,,,,0.8181818181818182,,,,,,1.0,1.0,,1.0,,,0.12,,1.0,,,,,0.0,,,,1,3.4548499385478877,-0.9232572196747846,1.5377373686143812,,,,,False,True,True,False,Mainstream/progressive bloc,unopposed_gop_lean
2002,house,80,D,6018.0,"Vance, Lesley",alabama_sos,ALPERSON-VANCE-LESLEY,AL-2002-house-80-D-VANCE-LESLEY,0,1,5718.0,same_race_party,,,,,,,,,,,,,,,False,,2002,106.65331690687772,100.0,-6.653316906877715,False,106.65331690687772,13.0,10.0,38.0,1.0,1.0,,,,,,,-0.75,True,1,False,2002,unopposed_democrat,-6.653316906877715,2000.0,-7.192363092527051,0.2390442236642019,0.1427770944412915,,,,,,,-1.0,,1.0,,-1.0,1.0,,,,0.0,,,-0.0799999999999999,,1.0,,,-1.0,,1.0,,1.0,1.0,,-0.1111111111111111,1.0,,,2,2.633053380804441,2.9614351040336917,0.8321051299706995,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2006,house,90,D,6538.0,CHARLES NEWTON,alabama_sos,ALPERSON-CHARLES-NEWTON,AL-2006-house-90-D-CHARLES-NEWTON,0,1,5691.0,same_race_party,,,,,,,,,,,,,,,False,,2006,106.31025767360104,100.0,-6.310257673601038,False,106.31025767360104,9.0,8.0,39.0,2.0,0.65,,,,,,,-1.0,True,1,False,2006,unopposed_democrat,-6.310257673601038,2004.0,-45.729982391000526,0.3808936825642506,0.128839994260607,,,,,,,-1.0,,1.0,,-1.0,0.6923076923076923,,,,,,,-1.0,,1.0,,,0.2,,1.0,,,,,0.6666666666666666,,,,2,2.2523838147828013,1.4972598414652154,0.8212068943904676,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2006,senate,10,D,26449.0,LARRY MEANS,alabama_sos,ALPERSON-LARRY-MEANS,AL-2006-senate-10-D-LARRY-MEANS,0,1,15978.0,same_race_party,,,,,,,,,,,,,,,False,,2006,105.89659491221946,100.0,-5.896594912219451,False,105.89659491221946,9.0,6.0,17.0,2.0,0.65,,,,,,,-0.2982456140350877,True,1,False,2006,unopposed_democrat,-5.896594912219451,2004.0,-28.075543123272023,0.1621519422511059,0.1358222792714784,,,,,,,,,,,-1.0,1.0,,,,,,,-1.0,,0.3333333333333333,,,-0.4,-1.0,1.0,,1.0,,,0.3333333333333333,,,,2,5.023599330851205,3.4115172614529947,-0.937150254602363,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2002,house,61,D,9193.0,"Layson, Allen",alabama_sos,ALPERSON-LAYSON-ALLEN,AL-2002-house-61-D-LAYSON-ALLEN,0,1,5674.0,same_race_party,,,,,,,,,,,,,,,False,,2002,105.61447941003382,100.0,-5.614479410033817,False,105.61447941003382,13.0,10.0,35.0,1.0,1.0,,,,,,,-0.7142857142857143,True,1,False,2002,unopposed_democrat,-5.614479410033817,2000.0,-6.685221358571137,0.3519170308277818,0.1855647257458593,,,,,,,-1.0,,1.0,,-1.0,0.75,,,,0.0,,,0.0,,1.0,,,-1.0,,1.0,,1.0,1.0,,-0.1428571428571428,1.0,,,2,2.737032650179617,2.5559152951088873,0.8164795263544119,,,,,False,True,True,True,Crossover/traditionalist bloc,unopposed_gop_lean
2022,senate,28,D,21252.0,GSU28DBEA,official_consolidated_candidate_results,ALPERSON-GSU28DBEA,AL-2022-senate-28-D-GSU28DBEA,0,1,15872.0,same_race_party,,,,,,,,,,,,,,,False,,2022,101.9802955874168,100.0,-1.9802955874168104,False,101.9802955874168,4.0,2.0,4.0,1.0,0.0,,,,,,,,True,0,False,2022,unopposed_democrat,-1.9802955874168104,,,0.6129003619476883,0.2098082334302806,,,,,,,,,,,,,,,,,,,0.34,,,,1.0,-0.4,,,,,,,,,,,1,6.573764916314313,-0.13420812337892382,0.0976419447351034,,,,,False,True,True,False,Mainstream/progressive bloc,unopposed_gop_lean
