office,district,D,R,two_party_votes,office_margin,cycle,chamber,scenario
Secretary of State,68.0,9023.220653830112,9323.837002999293,18347.057656829405,-1.6384989614794214,2018,house,prefer_direct
Secretary of State,69.0,11037.045231919568,6357.675989082755,17394.721221002324,26.901087883989536,2018,house,prefer_direct
Secretary of State,70.0,8071.383156056404,5494.379874161572,13565.763030217975,18.996375479613732,2018,house,prefer_direct
Secretary of State,71.0,12026.59687416702,7555.666875506294,19582.263749673315,22.831527834647382,2018,house,prefer_direct
Secretary of State,72.0,11279.964157825658,6209.40719170243,17489.37134952809,28.992219701825046,2018,house,prefer_direct
Secretary of State,73.0,6113.566689914331,12703.465208396185,18817.031898310517,-35.02092441621214,2018,house,prefer_direct
Secretary of State,74.0,9561.839356377262,5439.373227809952,15001.212584187215,27.48088599792795,2018,house,prefer_direct
Secretary of State,75.0,9357.97140463157,8467.460370530436,17825.431775162004,4.99573331705756,2018,house,prefer_direct
Secretary of State,76.0,9229.185338539619,5250.138783336391,14479.324121876009,27.480885997927953,2018,house,prefer_direct
Secretary of State,77.0,9615.123439642897,5469.684552355495,15084.807991998392,27.48088599792795,2018,house,prefer_direct
Secretary of State,78.0,8524.816460948488,4849.449640539148,13374.266101487636,27.48088599792795,2018,house,prefer_direct
Secretary of State,79.0,7688.795923725133,9596.986818654588,17285.78274237972,-11.039077161667228,2018,house,prefer_direct
Secretary of State,80.0,2501.4077522704447,4471.555278397701,6972.963030668146,-28.25409395492633,2018,house,prefer_direct
Secretary of State,81.0,4468.671902559121,12618.744337502769,17087.416240061888,-47.69634168468134,2018,house,prefer_direct
Secretary of State,82.0,9590.98867756524,5661.980932962403,15252.969610527642,25.758969203551185,2018,house,prefer_direct
Secretary of State,83.0,8360.139129813415,6640.965787312799,15001.104917126213,11.460311437045538,2018,house,prefer_direct
Secretary of State,84.0,9054.64295490259,6852.351925383979,15906.99488028657,13.844796242739076,2018,house,prefer_direct
Secretary of State,85.0,5911.199820316744,8683.5281803272,14594.728000643943,-18.995409574526747,2018,house,prefer_direct
Secretary of State,86.0,3291.465626839093,10707.47196288013,13998.937589719224,-52.97549395096474,2018,house,prefer_direct
Secretary of State,87.0,2242.2292810412237,12743.327710164196,14985.55699120542,-70.074795586749,2018,house,prefer_direct
Secretary of State,88.0,5280.350379923568,12844.466909298722,18124.81728922229,-41.73347741206234,2018,house,prefer_direct
Secretary of State,89.0,4842.089121677613,8103.689911021349,12945.779032698962,-25.19431840374732,2018,house,prefer_direct
Secretary of State,90.0,6324.980672800028,9871.98535866652,16196.966031466547,-21.899191978149315,2018,house,prefer_direct
Secretary of State,91.0,3565.197551121496,10847.452319158649,14412.649870280144,-50.52682770746865,2018,house,prefer_direct
Secretary of State,92.0,2585.4855309846284,11832.833500755278,14418.319031739906,-64.13610317134689,2018,house,prefer_direct
Secretary of State,93.0,3999.016150125327,11054.982235607127,15053.998385732455,-46.87104319188149,2018,house,prefer_direct
Secretary of State,94.0,5658.824102865463,17317.69804912114,22976.522151986603,-50.742553068448714,2018,house,prefer_direct
Secretary of State,95.0,3593.581627941411,13522.114407328052,17115.696035269462,-58.00834952272703,2018,house,prefer_direct
Secretary of State,96.0,5995.776098906043,15424.94852236444,21420.724621270485,-44.018923683353634,2018,house,prefer_direct
Secretary of State,97.0,8801.918453814123,4541.833951898714,13343.752405712838,31.925686061827307,2018,house,prefer_direct
Secretary of State,98.0,8764.327745589699,5704.08167771919,14468.409423308889,21.151226636843663,2018,house,prefer_direct
Secretary of State,99.0,11657.392751560194,4654.301386799969,16311.694138360162,42.93294924094411,2018,house,prefer_direct
Secretary of State,100.0,5839.046653074905,10878.578180103514,16717.62483317842,-30.145021062004975,2018,house,prefer_direct
Secretary of State,101.0,6872.904232017503,10240.752162596644,17113.656394614147,-19.6793008631343,2018,house,prefer_direct
Secretary of State,102.0,4829.344022946379,11874.277157026667,16703.621179973044,-42.17608300723961,2018,house,prefer_direct
Secretary of State,103.0,5396.58147171699,2922.848825406777,8319.430297123767,29.734399567785832,2018,house,prefer_direct
Secretary of State,104.0,4069.6945374271127,7900.599969773587,11970.294507200699,-32.003435087098346,2018,house,prefer_direct
Secretary of State,105.0,3910.1902473997084,9700.98057191017,13611.170819309878,-42.54439534544074,2018,house,prefer_direct
State Auditor,1.0,5302.020248795216,8105.98649398572,13408.006742780935,-20.91262556009826,2018,house,prefer_direct
State Auditor,2.0,4522.654078399078,12845.13967130938,17367.793749708457,-47.919072006771195,2018,house,prefer_direct
State Auditor,3.0,7495.826413922108,10211.347856021448,17707.174269943556,-15.335713088387626,2018,house,prefer_direct
State Auditor,4.0,5970.622088292961,15135.831922343295,21106.454010636255,-43.4237310987041,2018,house,prefer_direct
State Auditor,5.0,4834.608415597918,11425.413696291303,16260.022111889222,-40.53380269313553,2018,house,prefer_direct
State Auditor,6.0,6481.157131273731,9157.416034818561,15638.573166092292,-17.113191050878747,2018,house,prefer_direct
State Auditor,7.0,3273.928655400001,10739.48330702901,14013.41196242901,-53.27435368092161,2018,house,prefer_direct
State Auditor,8.0,4084.831654511942,6929.728222944054,11014.559877455997,-25.82850881091393,2018,house,prefer_direct
State Auditor,9.0,3081.160018782505,13384.676636189577,16465.83665497208,-62.57511739797192,2018,house,prefer_direct
State Auditor,10.0,9919.51855566561,11744.73397720657,21664.252532872182,-8.425009904087274,2018,house,prefer_direct
State Auditor,11.0,2341.501670362753,15069.234098505218,17410.73576886797,-73.10278323160153,2018,house,prefer_direct
State Auditor,12.0,2072.0396316075266,12803.687848792892,14875.72748040042,-72.14200603852748,2018,house,prefer_direct
State Auditor,13.0,2932.3481377912535,12748.707757962062,15681.055895753316,-62.600118802135235,2018,house,prefer_direct
State Auditor,14.0,2683.979156237845,12945.03309469295,15629.012250930795,-65.65388633465305,2018,house,prefer_direct
State Auditor,15.0,7803.558526555711,10981.124153159952,18784.68267971566,-16.915726929129782,2018,house,prefer_direct
State Auditor,16.0,3820.8766986896653,13487.130890866172,17308.007589555837,-55.848451314577716,2018,house,prefer_direct
State Auditor,17.0,2039.5099589180427,12374.730841398508,14414.240800316551,-71.70145847885027,2018,house,prefer_direct
State Auditor,18.0,3677.7734360585846,9360.499206975088,13038.272643033673,-43.58495888604365,2018,house,prefer_direct
State Auditor,19.0,10356.152453913035,5338.578881154633,15694.731335067667,31.969795886517286,2018,house,prefer_direct
State Auditor,20.0,6569.70208672791,11662.760824542333,18232.462911270242,-27.9340139760613,2018,house,prefer_direct
State Auditor,21.0,9012.522899453776,12882.74070544261,21895.263604896383,-17.676050290270755,2018,house,prefer_direct
State Auditor,22.0,5250.706394141661,13821.478533326965,19072.184927468625,-44.93859603280844,2018,house,prefer_direct
State Auditor,23.0,3024.8273319486952,10360.255443703112,13385.082775651808,-54.80300895186064,2018,house,prefer_direct
State Auditor,24.0,2489.6945173723607,10888.453664395041,13378.148181767403,-62.77968395109456,2018,house,prefer_direct
State Auditor,25.0,9626.578279653959,12986.931606196726,22613.509885850683,-14.859937017761876,2018,house,prefer_direct
State Auditor,26.0,1528.9097998193752,7143.475739803049,8672.385539622424,-64.74073268919867,2018,house,prefer_direct
State Auditor,27.0,2932.570141190352,13881.573399584242,16814.143540774596,-65.11781722240187,2018,house,prefer_direct
State Auditor,28.0,5339.044376278056,6627.230354670048,11966.274730948104,-10.765137917654403,2018,house,prefer_direct
State Auditor,29.0,3212.753798018555,11951.159396877094,15163.91319489565,-57.6263230113978,2018,house,prefer_direct
State Auditor,30.0,3363.8221044806455,14549.305272042819,17913.127376523466,-62.442938814925256,2018,house,prefer_direct
State Auditor,31.0,4030.350972513562,13036.726863372409,17067.07783588597,-52.77046239234729,2018,house,prefer_direct
State Auditor,32.0,4239.599333214063,7802.755083631338,12042.354416845401,-29.588530839392728,2018,house,prefer_direct
State Auditor,33.0,6272.143918662369,10237.758842271993,16509.90276093436,-24.019614052440325,2018,house,prefer_direct
State Auditor,34.0,1758.6494252407585,12248.63223160015,14007.281656840909,-74.88949721544485,2018,house,prefer_direct
State Auditor,35.0,4930.4658702401775,10392.061073657509,15322.526943897687,-35.64421993457452,2018,house,prefer_direct
State Auditor,36.0,3907.0496241636383,9822.125031557953,13729.174655721592,-43.08398396643038,2018,house,prefer_direct
State Auditor,37.0,4726.126195456746,10446.477369361983,15172.603564818728,-37.70184299265041,2018,house,prefer_direct
State Auditor,38.0,6675.2374301292075,12512.179820456959,19187.417250586164,-30.42067785412566,2018,house,prefer_direct
State Auditor,39.0,2615.136363220891,11514.573210450704,14129.709573671595,-62.9838624837163,2018,house,prefer_direct
State Auditor,40.0,4818.905780609923,9936.557741688923,14755.463522298845,-34.68309859154929,2018,house,prefer_direct
State Auditor,41.0,5142.629538171179,14157.08390962065,19299.71344779183,-46.70771095039681,2018,house,prefer_direct
State Auditor,42.0,3042.3798768186725,11609.055078705447,14651.43495552412,-58.46987157156799,2018,house,prefer_direct
State Auditor,43.0,5995.811520207831,14247.389552237579,20243.20107244541,-40.7622193866444,2018,house,prefer_direct
State Auditor,44.0,7530.266157465122,11619.041582720904,19149.307740186025,-21.352079567217096,2018,house,prefer_direct
State Auditor,45.0,6975.182479368854,13725.736767849128,20700.919247217982,-32.60992523019232,2018,house,prefer_direct
State Auditor,46.0,8157.477415682527,10565.620670030139,18723.098085712667,-12.86188451998354,2018,house,prefer_direct
State Auditor,47.0,8881.364619384012,9396.54685394341,18277.911473327422,-2.8186055902020977,2018,house,prefer_direct
State Auditor,48.0,6935.843621737238,11515.71141743082,18451.55503916806,-24.82103966831881,2018,house,prefer_direct
State Auditor,49.0,3031.3350676358573,7621.91542179614,10653.250489431997,-43.09088910200816,2018,house,prefer_direct
State Auditor,50.0,3240.318361215793,13537.503313817942,16777.821675033734,-61.37378947068493,2018,house,prefer_direct
State Auditor,51.0,6391.40062578313,16425.718363426255,22817.118989209383,-43.977146029647876,2018,house,prefer_direct
State Auditor,52.0,8882.502193647244,2649.346262193346,11531.84845584059,54.05166357607623,2018,house,prefer_direct
State Auditor,53.0,8512.443139523912,3133.5517561657875,11645.994895689699,46.18661979105716,2018,house,prefer_direct
State Auditor,54.0,12360.138975444805,4273.078925603281,16633.217901048087,48.61993691149771,2018,house,prefer_direct
State Auditor,55.0,10427.364411630131,2291.1648294083134,12718.529241038445,63.97122991209565,2018,house,prefer_direct
State Auditor,56.0,13876.000191373974,5685.61237967288,19561.612571046855,41.86969648823169,2018,house,prefer_direct
State Auditor,57.0,12175.622421834492,6758.226275706057,18933.84869754055,28.6122289908873,2018,house,prefer_direct
State Auditor,58.0,12461.722684192639,4222.992369686242,16684.71505387888,49.37890930652152,2018,house,prefer_direct
State Auditor,59.0,11542.73044779612,3037.0793713990784,14579.8098191952,58.33855984320755,2018,house,prefer_direct
State Auditor,60.0,13169.91823109794,5008.547688326616,18178.465919424554,44.895815625731714,2018,house,prefer_direct
State Auditor,61.0,6324.125241435479,10576.007769177537,16900.133010613015,-25.158870199849567,2018,house,prefer_direct
State Auditor,62.0,6031.52960500541,10276.520706097419,16308.05031110283,-26.030034370214924,2018,house,prefer_direct
State Auditor,63.0,6319.576346874868,8691.547898808627,15011.124245683495,-15.801425083906212,2018,house,prefer_direct
State Auditor,64.0,4364.914118188719,12632.624668292632,16997.538786481353,-48.64063352912875,2018,house,prefer_direct
State Auditor,65.0,7184.452289167064,11236.225321609563,18420.677610776627,-21.99578711519328,2018,house,prefer_direct
State Auditor,66.0,4141.721932066878,9410.236013362543,13551.957945429422,-38.87640518448141,2018,house,prefer_direct
State Auditor,67.0,10567.058394245603,4399.629518256418,14966.68791250202,41.207706822278226,2018,house,prefer_direct
State Auditor,68.0,9033.775216314518,9342.74718957294,18376.52240588746,-1.681340824091034,2018,house,prefer_direct
State Auditor,69.0,11178.853657002852,6166.332066514375,17345.18572351723,28.89863314459827,2018,house,prefer_direct
State Auditor,70.0,8209.887180766154,5274.151780026648,13484.038960792803,21.771929087980755,2018,house,prefer_direct
State Auditor,71.0,12166.755549739102,7361.144247541207,19527.899797280308,24.608951049959725,2018,house,prefer_direct
State Auditor,72.0,11296.801115612554,6115.552645026657,17412.353760639213,29.75616359402344,2018,house,prefer_direct
State Auditor,73.0,6210.184685458708,12494.349433828149,18704.53411928686,-33.59701293971087,2018,house,prefer_direct
State Auditor,74.0,9748.5356272439,5153.131843077648,14901.667470321549,30.838185010627488,2018,house,prefer_direct
State Auditor,75.0,9557.803997440971,8174.647872345272,17732.451869786244,7.800140303509943,2018,house,prefer_direct
State Auditor,76.0,9409.386492483207,4973.855665330154,14383.242157813362,30.838185010627484,2018,house,prefer_direct
State Auditor,77.0,9802.860089799697,5181.848065550285,14984.708155349981,30.838185010627477,2018,house,prefer_direct
State Auditor,78.0,8691.26471256235,4594.2523738392865,13285.517086401636,30.838185010627488,2018,house,prefer_direct
State Auditor,79.0,7708.649668700374,9461.092475220172,17169.742143920546,-10.206576149079224,2018,house,prefer_direct
State Auditor,80.0,2494.3871380343717,4474.692673598562,6969.079811632933,-28.41559558922862,2018,house,prefer_direct
State Auditor,81.0,4480.910717460924,12558.346419023228,17039.257136484153,-47.404858303752235,2018,house,prefer_direct
State Auditor,82.0,9643.603436082749,5611.767757106954,15255.371193189703,26.428958220142718,2018,house,prefer_direct
State Auditor,83.0,8334.89281819274,6635.065683769451,14969.958501962192,11.354922154263045,2018,house,prefer_direct
State Auditor,84.0,9057.238092019668,6822.581180406536,15879.819272426204,14.07230695309865,2018,house,prefer_direct
State Auditor,85.0,5911.907273615321,8641.293616672365,14553.200890287686,-18.754543166366542,2018,house,prefer_direct
State Auditor,86.0,3314.1836164111332,10668.43874979074,13982.622366201873,-52.59567869869646,2018,house,prefer_direct
State Auditor,87.0,2273.1927628669964,12694.429595462,14967.622358328996,-69.62519886664514,2018,house,prefer_direct
State Auditor,88.0,5546.213033248507,12512.448079554173,18058.661112802678,-38.575589866775665,2018,house,prefer_direct
State Auditor,89.0,4924.539038911398,7988.106359054942,12912.64539796634,-23.72532680736386,2018,house,prefer_direct
State Auditor,90.0,6413.485102692978,9718.838750272276,16132.323852965255,-20.489011240446594,2018,house,prefer_direct
State Auditor,91.0,3584.7370344287815,10804.793145405918,14389.530179834699,-50.17575988057782,2018,house,prefer_direct
State Auditor,92.0,2637.6569194124813,11742.244327450606,14379.901246863086,-63.31467269307049,2018,house,prefer_direct
State Auditor,93.0,4033.177308195151,11012.731679019955,15045.908987215105,-46.38838621684812,2018,house,prefer_direct
State Auditor,94.0,5965.863045209282,16935.339313073466,22901.202358282746,-47.89912816039032,2018,house,prefer_direct
State Auditor,95.0,3705.0971097466195,13367.001489459451,17072.09859920607,-56.59470816412784,2018,house,prefer_direct
State Auditor,96.0,6282.151094847084,15092.076683301255,21374.22777814834,-41.21751522392253,2018,house,prefer_direct
State Auditor,97.0,8921.696171232192,4404.7315713607195,13326.42774259291,33.894789264753186,2018,house,prefer_direct
State Auditor,98.0,8785.980528565702,5683.699316318239,14469.67984488394,21.439874589515124,2018,house,prefer_direct
State Auditor,99.0,11666.71209412293,4633.625993992313,16300.338088115242,43.14687255019893,2018,house,prefer_direct
State Auditor,100.0,5961.230091214214,10754.172446696994,16715.402537911206,-28.67380755331613,2018,house,prefer_direct
State Auditor,101.0,7136.177562420078,9911.598460367753,17047.77602278783,-16.28025200611364,2018,house,prefer_direct
State Auditor,102.0,4852.92923275572,11848.990013939763,16701.919246695485,-41.88776557860697,2018,house,prefer_direct
State Auditor,103.0,5449.606350025433,2875.4439842720694,8325.050334297503,30.920682306848548,2018,house,prefer_direct
State Auditor,104.0,4162.957664538511,7797.564462019283,11960.522126557795,-30.388362305775036,2018,house,prefer_direct
State Auditor,105.0,3963.023290316988,9640.461105113089,13603.484395430078,-41.73517350233713,2018,house,prefer_direct
State Treasurer,1.0,,,8805.034595111396,,2018,house,prefer_direct
State Treasurer,2.0,,,13250.558472811941,,2018,house,prefer_direct
State Treasurer,3.0,,,10721.897257576591,,2018,house,prefer_direct
State Treasurer,4.0,,,15879.612991949662,,2018,house,prefer_direct
State Treasurer,5.0,,,11970.838037835501,,2018,house,prefer_direct
State Treasurer,6.0,,,9998.898165653094,,2018,house,prefer_direct
State Treasurer,7.0,,,10869.3941011284,,2018,house,prefer_direct
State Treasurer,8.0,,,7328.552256611591,,2018,house,prefer_direct
State Treasurer,9.0,,,13737.875721997552,,2018,house,prefer_direct
State Treasurer,10.0,,,13310.119213153812,,2018,house,prefer_direct
State Treasurer,11.0,,,15273.644464635938,,2018,house,prefer_direct
State Treasurer,12.0,,,13019.095298067863,,2018,house,prefer_direct
State Treasurer,13.0,,,13220.023745185337,,2018,house,prefer_direct
State Treasurer,14.0,,,13339.941232798596,,2018,house,prefer_direct
State Treasurer,15.0,,,12178.122008721431,,2018,house,prefer_direct
State Treasurer,16.0,,,13765.916465874998,,2018,house,prefer_direct
State Treasurer,17.0,,,12299.595842692257,,2018,house,prefer_direct
State Treasurer,18.0,,,9427.552701009587,,2018,house,prefer_direct
State Treasurer,19.0,,,6374.811818333502,,2018,house,prefer_direct
State Treasurer,20.0,,,12613.695258930005,,2018,house,prefer_direct
State Treasurer,21.0,,,13940.394690893178,,2018,house,prefer_direct
State Treasurer,22.0,,,14436.802175804462,,2018,house,prefer_direct
State Treasurer,23.0,,,10561.851591239354,,2018,house,prefer_direct
State Treasurer,24.0,,,11028.745461400962,,2018,house,prefer_direct
State Treasurer,25.0,,,14427.813722831861,,2018,house,prefer_direct
State Treasurer,26.0,,,7269.325523723109,,2018,house,prefer_direct
State Treasurer,27.0,,,14183.91867054717,,2018,house,prefer_direct
State Treasurer,28.0,,,7007.934900382566,,2018,house,prefer_direct
State Treasurer,29.0,,,12198.366680930674,,2018,house,prefer_direct
State Treasurer,30.0,,,14776.120752151297,,2018,house,prefer_direct
State Treasurer,31.0,,,13496.541486992366,,2018,house,prefer_direct
State Treasurer,32.0,,,8151.799976570501,,2018,house,prefer_direct
State Treasurer,33.0,,,10539.407167305015,,2018,house,prefer_direct
State Treasurer,34.0,,,12426.49918447956,,2018,house,prefer_direct
State Treasurer,35.0,,,10723.316520226525,,2018,house,prefer_direct
State Treasurer,36.0,,,10237.342404770196,,2018,house,prefer_direct
State Treasurer,37.0,,,10575.240090864074,,2018,house,prefer_direct
State Treasurer,38.0,,,13302.166645504694,,2018,house,prefer_direct
State Treasurer,39.0,,,11589.64852880901,,2018,house,prefer_direct
State Treasurer,40.0,,,10442.721446913029,,2018,house,prefer_direct
State Treasurer,41.0,,,15009.039720273031,,2018,house,prefer_direct
State Treasurer,42.0,,,11877.624692837384,,2018,house,prefer_direct
State Treasurer,43.0,,,15280.88289452051,,2018,house,prefer_direct
State Treasurer,44.0,,,12759.333053507231,,2018,house,prefer_direct
State Treasurer,45.0,,,14801.140303941485,,2018,house,prefer_direct
State Treasurer,46.0,,,12063.562806417975,,2018,house,prefer_direct
State Treasurer,47.0,,,11047.884681281806,,2018,house,prefer_direct
State Treasurer,48.0,,,12814.376755326937,,2018,house,prefer_direct
State Treasurer,49.0,,,8023.117365912036,,2018,house,prefer_direct
State Treasurer,50.0,,,13982.018252418047,,2018,house,prefer_direct
State Treasurer,51.0,,,17341.479869028168,,2018,house,prefer_direct
State Treasurer,52.0,,,3694.8889918099158,,2018,house,prefer_direct
State Treasurer,53.0,,,3982.8986133871554,,2018,house,prefer_direct
State Treasurer,54.0,,,5947.5572103511795,,2018,house,prefer_direct
State Treasurer,55.0,,,3526.430986700856,,2018,house,prefer_direct
State Treasurer,56.0,,,7112.208460602747,,2018,house,prefer_direct
State Treasurer,57.0,,,7866.152656358515,,2018,house,prefer_direct
State Treasurer,58.0,,,5681.166288288716,,2018,house,prefer_direct
State Treasurer,59.0,,,4151.929530646286,,2018,house,prefer_direct
State Treasurer,60.0,,,6481.543797207258,,2018,house,prefer_direct
State Treasurer,61.0,,,11097.90126486801,,2018,house,prefer_direct
State Treasurer,62.0,,,10919.737927771026,,2018,house,prefer_direct
State Treasurer,63.0,,,9537.248928727218,,2018,house,prefer_direct
State Treasurer,64.0,,,13159.013665599721,,2018,house,prefer_direct
State Treasurer,65.0,,,11217.747823450427,,2018,house,prefer_direct
State Treasurer,66.0,,,9683.295413390651,,2018,house,prefer_direct
State Treasurer,67.0,,,4716.114400720794,,2018,house,prefer_direct
State Treasurer,68.0,,,9386.227808716361,,2018,house,prefer_direct
State Treasurer,69.0,,,6733.752063423455,,2018,house,prefer_direct
State Treasurer,70.0,,,5941.120182779501,,2018,house,prefer_direct
State Treasurer,71.0,,,7887.5035059992215,,2018,house,prefer_direct
State Treasurer,72.0,,,6295.784258617489,,2018,house,prefer_direct
State Treasurer,73.0,,,13587.997839851067,,2018,house,prefer_direct
State Treasurer,74.0,,,6151.730653319007,,2018,house,prefer_direct
State Treasurer,75.0,,,9163.482657401004,,2018,house,prefer_direct
State Treasurer,76.0,,,5937.713470828201,,2018,house,prefer_direct
State Treasurer,77.0,,,6186.011644260419,,2018,house,prefer_direct
State Treasurer,78.0,,,5484.548817666431,,2018,house,prefer_direct
State Treasurer,79.0,,,10767.475960485584,,2018,house,prefer_direct
State Treasurer,80.0,,,4793.64567129444,,2018,house,prefer_direct
State Treasurer,81.0,,,12715.231067272842,,2018,house,prefer_direct
State Treasurer,82.0,,,6310.7741796024475,,2018,house,prefer_direct
State Treasurer,83.0,,,7341.810759001818,,2018,house,prefer_direct
State Treasurer,84.0,,,7045.990284372201,,2018,house,prefer_direct
State Treasurer,85.0,,,8866.187442533841,,2018,house,prefer_direct
State Treasurer,86.0,,,11044.245707464308,,2018,house,prefer_direct
State Treasurer,87.0,,,12924.454056088403,,2018,house,prefer_direct
State Treasurer,88.0,,,13310.502281475488,,2018,house,prefer_direct
State Treasurer,89.0,,,8320.486991820211,,2018,house,prefer_direct
State Treasurer,90.0,,,9949.10863269503,,2018,house,prefer_direct
State Treasurer,91.0,,,11187.877798267145,,2018,house,prefer_direct
State Treasurer,92.0,,,11787.371665553228,,2018,house,prefer_direct
State Treasurer,93.0,,,11500.625802093238,,2018,house,prefer_direct
State Treasurer,94.0,,,18026.29320900058,,2018,house,prefer_direct
State Treasurer,95.0,,,14090.937285878143,,2018,house,prefer_direct
State Treasurer,96.0,,,16188.248593729037,,2018,house,prefer_direct
State Treasurer,97.0,,,5022.382573101584,,2018,house,prefer_direct
State Treasurer,98.0,,,6130.6976081996345,,2018,house,prefer_direct
State Treasurer,99.0,,,5281.931553073554,,2018,house,prefer_direct
State Treasurer,100.0,,,11362.523321390941,,2018,house,prefer_direct
State Treasurer,101.0,,,10857.698476995232,,2018,house,prefer_direct
State Treasurer,102.0,,,12270.575781893202,,2018,house,prefer_direct
State Treasurer,103.0,,,3300.7510040149928,,2018,house,prefer_direct
State Treasurer,104.0,,,8238.350487903728,,2018,house,prefer_direct
State Treasurer,105.0,,,9989.515274173253,,2018,house,prefer_direct
Attorney General,1.0,16558.616116459896,32773.81046597799,49332.42658243789,-32.86924133444234,2018,senate,prefer_direct
Attorney General,2.0,26211.05938175616,29807.576609269527,56018.63599102569,-6.420215636970412,2018,senate,prefer_direct
Attorney General,3.0,17543.44265542145,35675.897729466706,53219.34038488816,-34.071175897539,2018,senate,prefer_direct
Attorney General,4.0,8567.026073731895,36612.3434992583,45179.369572990196,-62.07549527714719,2018,senate,prefer_direct
Attorney General,5.0,11769.96193591249,34911.70140243802,46681.66333835051,-49.57351090682716,2018,senate,prefer_direct
Attorney General,6.0,17585.01145400861,27075.64679265943,44660.65824666804,-21.25054961400816,2018,senate,prefer_direct
Attorney General,7.0,25574.332401641514,28603.721525959612,54178.053927601126,-5.59154289367114,2018,senate,prefer_direct
Attorney General,8.0,12421.932020013599,35593.717182102286,48015.649202115885,-48.25881883747931,2018,senate,prefer_direct
Attorney General,9.0,7585.389463264582,33261.72345401479,40847.11291727937,-62.859605384468836,2018,senate,prefer_direct
Attorney General,10.0,12895.458077309799,32243.340702156183,45138.798779465986,-42.86308707365934,2018,senate,prefer_direct
Attorney General,11.0,14534.475255712277,35251.43007411018,49785.90532982246,-41.61208816260725,2018,senate,prefer_direct
Attorney General,12.0,14632.679758224182,27275.812857595174,41908.492615819356,-30.168427233287176,2018,senate,prefer_direct
Attorney General,13.0,14485.666827021843,30740.342419828492,45226.009246850335,-35.94099029186103,2018,senate,prefer_direct
Attorney General,14.0,14419.971865576841,32122.374166124453,46542.346031701294,-38.03504509310728,2018,senate,prefer_direct
Attorney General,15.0,19510.486835052507,37605.367155960936,57115.85399101344,-31.681011587002555,2018,senate,prefer_direct
Attorney General,16.0,24525.109662367002,33508.34398214982,58033.45364451682,-15.479406713943828,2018,senate,prefer_direct
Attorney General,17.0,14943.46087539518,43315.45879191722,58258.919667312395,-48.699835284520134,2018,senate,prefer_direct
Attorney General,18.0,36951.20066881368,13308.56850555602,50259.76917436971,47.04086897262229,2018,senate,prefer_direct
Attorney General,19.0,32705.540650725095,14639.42517017182,47344.96582089692,38.158471903636546,2018,senate,prefer_direct
Attorney General,20.0,37043.56916838609,13069.657475661394,50113.226644047485,47.839489288946744,2018,senate,prefer_direct
Attorney General,21.0,18959.56419415909,31879.16301197376,50838.727206132855,-25.41290769422751,2018,senate,prefer_direct
Attorney General,22.0,17003.164201133997,31073.630399398986,48076.79460053299,-29.266647901915245,2018,senate,prefer_direct
Attorney General,23.0,32167.68828304705,18888.638029256384,51056.326312303434,26.0086285342287,2018,senate,prefer_direct
Attorney General,24.0,33252.949166097875,18839.29081755931,52092.239983657186,27.669492333331295,2018,senate,prefer_direct
Attorney General,25.0,27235.990198492225,22050.205154430096,49286.195352922325,10.52177999727595,2018,senate,prefer_direct
Attorney General,26.0,27790.550748185226,14290.282414808216,42080.83316299344,32.08175152113994,2018,senate,prefer_direct
Attorney General,27.0,20417.21682245049,28719.285165894944,49136.50198834544,-16.895928703703007,2018,senate,prefer_direct
Attorney General,28.0,24981.40433200516,18378.009270468057,43359.413602473214,15.229438114819077,2018,senate,prefer_direct
Attorney General,29.0,11066.573267095648,33188.07060105776,44254.64386815341,-49.98683844314294,2018,senate,prefer_direct
Attorney General,30.0,15902.680805685972,34803.791863801795,50706.47266948777,-37.27553912360664,2018,senate,prefer_direct
Attorney General,31.0,12374.364948590252,30209.022573433034,42583.38752202329,-41.881725862272106,2018,senate,prefer_direct
Attorney General,32.0,16522.46188626232,45165.35073553931,61687.812621801626,-46.432005986145235,2018,senate,prefer_direct
Attorney General,33.0,30757.159740782623,10066.715708439082,40823.875449221705,50.68221427943338,2018,senate,prefer_direct
Attorney General,34.0,17464.125296423463,32791.02439895045,50255.14969537391,-30.49816624849863,2018,senate,prefer_direct
Attorney General,35.0,15984.714962793916,25559.259892610462,41543.974855404376,-23.046771434705438,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,1.0,,,34488.02541488974,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,2.0,,,33074.76469853872,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,3.0,,,37958.45365912708,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,4.0,,,37918.514221215155,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,5.0,,,37321.83442891834,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,6.0,,,28825.34657258523,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,7.0,,,31405.05793156462,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,8.0,,,36423.82481182879,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,9.0,,,32995.41552916307,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,10.0,,,33420.0214501173,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,11.0,,,37180.2327780544,,2018,senate,prefer_direct
Commissioner of Agriculture and Industries,12.0,,,28964.224134767,,2018,senate,prefer_direct
