result_id,source_file_id,year,chamber,district,county,candidate_name,normalized_name,party,votes,source_sheet
HLR-46E9E5D1573A38206F96,SRC-4CF437BDF3C43EB4AEB0,1986,senate,3,Lawrence,Ray Campbell,RAY CAMPBELL,D,5993.0,Sen.86gen.
HLR-72B6FE4AA5568BCAA2FF,SRC-4CF437BDF3C43EB4AEB0,1986,senate,3,Morgan,Ray Campbell,RAY CAMPBELL,D,19418.0,Sen.86gen.
HLR-F59E7DD719603E17B785,SRC-4CF437BDF3C43EB4AEB0,1986,senate,10,Etowah,Bill Drinkard,WILLIAM DRINKARD,D,21558.0,Sen.86gen.
HLR-EE4D0F003C6314C4F5B2,SRC-4CF437BDF3C43EB4AEB0,1986,senate,10,St. Clair,Bill Drinkard,WILLIAM DRINKARD,D,676.0,Sen.86gen.
HLR-97A29EB7F9E2D63B488A,SRC-4CF437BDF3C43EB4AEB0,1986,senate,4,Don Hale (R),Bill Drinkard,WILLIAM DRINKARD,D,21558.0,Sen.86gen.
HLR-40EE196DC7CCFB486A16,SRC-4CF437BDF3C43EB4AEB0,1986,senate,4,13302,Bill Drinkard,WILLIAM DRINKARD,D,676.0,Sen.86gen.
HLR-E6537A3AB9B9B3F22AA8,SRC-4CF437BDF3C43EB4AEB0,1986,senate,4,7988,Bill Drinkard,WILLIAM DRINKARD,D,22234.0,Sen.86gen.
HLR-E2DA5B74EBE3208212F3,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Coosa,Jim Preuitt,JAMES PREUITT,D,2335.0,Sen.86gen.
HLR-55EEDE0C22EA50DF7025,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Coosa,Curtis Lambert,CURTIS LAMBERT,R,1367.0,Sen.86gen.
HLR-801A7B51FA4A607EC791,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Elmore,Jim Preuitt,JAMES PREUITT,D,4801.0,Sen.86gen.
HLR-6F8A5A19EEBEBAE837DB,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Elmore,Curtis Lambert,CURTIS LAMBERT,R,3144.0,Sen.86gen.
HLR-2AAA0979676A8E9EEC2E,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Talladega,Jim Preuitt,JAMES PREUITT,D,11458.0,Sen.86gen.
HLR-5C6FF469ED41B61BDBB0,SRC-4CF437BDF3C43EB4AEB0,1986,senate,11,Talladega,Curtis Lambert,CURTIS LAMBERT,R,6229.0,Sen.86gen.
HLR-9A1CE6E89E116E25AE5F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Pickens,Charles Bishop,CHARLES BISHOP,D,4683.0,Sen.86gen.
HLR-4513E9EE69C652DE5057,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Pickens,Charles Stalfort,CHARLES STALFORT,R,1254.0,Sen.86gen.
HLR-78C5A1B9881A34D0899B,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Tuscaloosa,Charles Bishop,CHARLES BISHOP,D,3820.0,Sen.86gen.
HLR-8D644394257568BC0272,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Tuscaloosa,Charles Stalfort,CHARLES STALFORT,R,2915.0,Sen.86gen.
HLR-62B56640CD13BE6D4F30,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Walker,Charles Bishop,CHARLES BISHOP,D,12508.0,Sen.86gen.
HLR-5BB51CBEC09158D865ED,SRC-4CF437BDF3C43EB4AEB0,1986,senate,5,Walker,Charles Stalfort,CHARLES STALFORT,R,5553.0,Sen.86gen.
HLR-0065D22C550284AC8373,SRC-4CF437BDF3C43EB4AEB0,1986,senate,12,Calhoun,Donald Holmes,DONALD HOLMES,D,20030.0,Sen.86gen.
HLR-944A9FE9AEC06C067546,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Fayette,Herb Hollingsworth,HERB HOLLINGSWORTH,R,1953.0,Sen.86gen.
HLR-0127FD13DBB047AB876A,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Fayette,Rober Bedford,ROBER BEDFORD,D,4257.0,Sen.86gen.
HLR-DE27591F956FD8F7F504,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Franklin,Herb Hollingsworth,HERB HOLLINGSWORTH,R,1953.0,Sen.86gen.
HLR-5B5F731B8D9557FD5346,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Franklin,Rober Bedford,ROBER BEDFORD,D,5544.0,Sen.86gen.
HLR-6538B90333071DB3D501,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Lamar,Herb Hollingsworth,HERB HOLLINGSWORTH,R,1042.0,Sen.86gen.
HLR-F2D45EB2834E8B83581F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Lamar,Rober Bedford,ROBER BEDFORD,D,3073.0,Sen.86gen.
HLR-F0F0F1316FE4DBF5C4B4,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Marion,Herb Hollingsworth,HERB HOLLINGSWORTH,R,2543.0,Sen.86gen.
HLR-75E61BB0316F32217452,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Marion,Rober Bedford,ROBER BEDFORD,D,6546.0,Sen.86gen.
HLR-4705CA591CBE5AC855CC,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Winston,Herb Hollingsworth,HERB HOLLINGSWORTH,R,3548.0,Sen.86gen.
HLR-28EA05660100E789275B,SRC-4CF437BDF3C43EB4AEB0,1986,senate,6,Winston,Rober Bedford,ROBER BEDFORD,D,4980.0,Sen.86gen.
HLR-F94BDCFBA068BCD84D86,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Chambers,Gerald Dial,GERALD DIAL,D,5780.0,Sen.86gen.
HLR-4E1F9B2F6D10F4932AB3,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Chambers,"Ryan deGraffenried, Jr.",RYAN DEGRAFFENRIED,D,22446.0,Sen.86gen.
HLR-F62C53CFE6CF4B1132D2,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Cherokee,Gerald Dial,GERALD DIAL,D,4489.0,Sen.86gen.
HLR-82A5FA3CB9454AE455BC,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Cherokee,"Ryan deGraffenried, Jr.",RYAN DEGRAFFENRIED,D,655.0,Sen.86gen.
HLR-FC4CD2CEE66D30118876,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Clay,Gerald Dial,GERALD DIAL,D,2756.0,Sen.86gen.
HLR-5B827CE7548A7EA292E2,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Clay,"Ryan deGraffenried, Jr.",RYAN DEGRAFFENRIED,D,23101.0,Sen.86gen.
HLR-F8B88656B4F03F5E8203,SRC-4CF437BDF3C43EB4AEB0,1986,senate,13,Cleburne,Gerald Dial,GERALD DIAL,D,1924.0,Sen.86gen.
HLR-6CBFE6029FC2FBE375A4,SRC-4CF437BDF3C43EB4AEB0,1986,senate,21,Tuscaloosa,"Ryan deGraffenried, Jr.",RYAN DEGRAFFENRIED,D,22446.0,Sen.86gen.
HLR-E6FFA4E9C18AB07DF847,SRC-4CF437BDF3C43EB4AEB0,1986,senate,21,Hale,"Ryan deGraffenried, Jr.",RYAN DEGRAFFENRIED,D,655.0,Sen.86gen.
HLR-4224288979D9B9037206,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Choctaw,Rick Manley,RICK MANLEY,D,1329.0,Sen.86gen.
HLR-710800BF938FBA42A6AF,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Clarke,Rick Manley,RICK MANLEY,D,4428.0,Sen.86gen.
HLR-A4CDAD138ECB9C201A1C,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Conechu,Rick Manley,RICK MANLEY,D,2858.0,Sen.86gen.
HLR-292F42F434DBE7B70A38,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Marengo,Rick Manley,RICK MANLEY,D,5653.0,Sen.86gen.
HLR-E5992EC30EB4874EB70D,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Monroe,Rick Manley,RICK MANLEY,D,3981.0,Sen.86gen.
HLR-45C25D696F97761BBD3A,SRC-4CF437BDF3C43EB4AEB0,1986,senate,22,Washington,Rick Manley,RICK MANLEY,D,4433.0,Sen.86gen.
HLR-1AA95F7654F34AA71BFC,SRC-4CF437BDF3C43EB4AEB0,1986,senate,14,Bibb,Frank Butch Ellis,FRANK BUTCH ELLIS,D,1628.0,Sen.86gen.
HLR-15875250BDD8C588AAD9,SRC-4CF437BDF3C43EB4AEB0,1986,senate,14,St. Clair,Frank Butch Ellis,FRANK BUTCH ELLIS,D,6947.0,Sen.86gen.
HLR-85DB726A16C2E33D1447,SRC-4CF437BDF3C43EB4AEB0,1986,senate,14,Shelby,Frank Butch Ellis,FRANK BUTCH ELLIS,D,15839.0,Sen.86gen.
HLR-BDE3D7C175F2E431ECF7,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Choctaw,Hank Sanders,HANK SANDERS,D,2323.0,Sen.86gen.
HLR-425A39AB14408F6F0AA1,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Dallas,Hank Sanders,HANK SANDERS,D,443.0,Sen.86gen.
HLR-1CD64DCB5AB892351AD4,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Greene,Hank Sanders,HANK SANDERS,D,3549.0,Sen.86gen.
HLR-C67FE6C944E9E2A79C07,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Hale,Hank Sanders,HANK SANDERS,D,2928.0,Sen.86gen.
HLR-354648F6ABD9E48C5879,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Lowndes,Hank Sanders,HANK SANDERS,D,3543.0,Sen.86gen.
HLR-A231C39E7AA062FFED15,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Perry,Hank Sanders,HANK SANDERS,D,3481.0,Sen.86gen.
HLR-D3E9E01D9DC1387BD45B,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Sumter,Hank Sanders,HANK SANDERS,D,4502.0,Sen.86gen.
HLR-B9B663EDC23717F1941F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,23,Wilcox,Hank Sanders,HANK SANDERS,D,3916.0,Sen.86gen.
HLR-FC3FD4BF67A5370B1CE9,SRC-4CF437BDF3C43EB4AEB0,1986,senate,15,"Charlie Jones, Sr. (R)",Hank Sanders,HANK SANDERS,D,2323.0,Sen.86gen.
HLR-545101D97838B253EC64,SRC-4CF437BDF3C43EB4AEB0,1986,senate,15,17297,Hank Sanders,HANK SANDERS,D,443.0,Sen.86gen.
HLR-AE9BD6EAC5BEF20762DF,SRC-4CF437BDF3C43EB4AEB0,1986,senate,16,Jefferson,"William Cabaniss, Jr.",WILLIAM CABANISS,R,41834.0,Sen.86gen.
HLR-88FF9029478D15D6A7E7,SRC-4CF437BDF3C43EB4AEB0,1986,senate,16,Jefferson,Robert Hood,ROBERT HOOD,D,6959.0,Sen.86gen.
HLR-14F1A81BD0A61F139278,SRC-4CF437BDF3C43EB4AEB0,1986,senate,17,Jefferson,Mac Parsons,MAC PARSONS,D,24119.0,Sen.86gen.
HLR-43AEC86098489EDF798A,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Autauga,Earl Goodwin,EARL GOODWIN,D,3528.0,Sen.86gen.
HLR-AC0CC0EC6F29F042971B,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Autauga,Cordy Taylor,CORDY TAYLOR,R,6557.0,Sen.86gen.
HLR-590509E361DB1FA58B9F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Bibb,Earl Goodwin,EARL GOODWIN,D,2466.0,Sen.86gen.
HLR-00990FEA3589DE32C247,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Bibb,Cordy Taylor,CORDY TAYLOR,R,1055.0,Sen.86gen.
HLR-E67F08D0543A1032685C,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Chilton,Earl Goodwin,EARL GOODWIN,D,6032.0,Sen.86gen.
HLR-18BB8263A098C24DD98E,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Chilton,Cordy Taylor,CORDY TAYLOR,R,4804.0,Sen.86gen.
HLR-3E0629D5C7D77F181A90,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Dallas,Earl Goodwin,EARL GOODWIN,D,8093.0,Sen.86gen.
HLR-855EA0D4569EA9F07531,SRC-4CF437BDF3C43EB4AEB0,1986,senate,24,Dallas,Cordy Taylor,CORDY TAYLOR,R,3442.0,Sen.86gen.
HLR-74D54E8E767C98F4DBA4,SRC-4CF437BDF3C43EB4AEB0,1986,senate,18,"Erskine Brown, Jr. (R)",Earl Goodwin,EARL GOODWIN,D,3528.0,Sen.86gen.
HLR-5D59F3B8608675A5D9F6,SRC-4CF437BDF3C43EB4AEB0,1986,senate,18,4762,Earl Goodwin,EARL GOODWIN,D,2466.0,Sen.86gen.
HLR-1876A4C100EFC21F0C97,SRC-4CF437BDF3C43EB4AEB0,1986,senate,19,Jefferson,Jim Bennett,JAMES BENNETT,D,27507.0,Sen.86gen.
HLR-B67F83743A8AB56C2385,SRC-4CF437BDF3C43EB4AEB0,1986,senate,20,Jefferson,Earl Hilliard,EARL HILLIARD,D,27032.0,Sen.86gen.
HLR-1EC398C3A42D34286EAE,SRC-4CF437BDF3C43EB4AEB0,1986,senate,20,Jefferson,Larry Dixon,LARRY DIXON,R,33459.0,Sen.86gen.
HLR-4E0BC94B3F19D7AE45D0,SRC-4CF437BDF3C43EB4AEB0,1986,senate,25,Montgomery,Larry Dixon,LARRY DIXON,R,33459.0,Sen.86gen.
HLR-C32BE34F0E7937F2901C,SRC-4CF437BDF3C43EB4AEB0,1986,senate,25,Montgomery,Jas. Chernau,JAS CHERNAU,D,10494.0,Sen.86gen.
HLR-10676BE2D0E171D7E487,SRC-4CF437BDF3C43EB4AEB0,1986,senate,26,Elmore,Charles Langford,CHARLES LANGFORD,D,3012.0,Sen.86gen.
HLR-92D741C75B678F7F98A0,SRC-4CF437BDF3C43EB4AEB0,1986,senate,26,Elmore,Perry Hand,PERRY HAND,R,17693.0,Sen.86gen.
HLR-E1874839B47102CB2D59,SRC-4CF437BDF3C43EB4AEB0,1986,senate,26,Montgomery,Charles Langford,CHARLES LANGFORD,D,20260.0,Sen.86gen.
HLR-0C59C15552548512543B,SRC-4CF437BDF3C43EB4AEB0,1986,senate,26,Montgomery,Perry Hand,PERRY HAND,R,6196.0,Sen.86gen.
HLR-4F73938D52DAF44CD0F5,SRC-4CF437BDF3C43EB4AEB0,1986,senate,32,Baldwin,Perry Hand,PERRY HAND,R,17693.0,Sen.86gen.
HLR-2712CCF0100671F15720,SRC-4CF437BDF3C43EB4AEB0,1986,senate,32,Baldwin,Robert I. Gulledge,ROBERT I GULLEDGE,D,10867.0,Sen.86gen.
HLR-6C9F061E5AE90EA9F2D7,SRC-4CF437BDF3C43EB4AEB0,1986,senate,32,Mobile,Perry Hand,PERRY HAND,R,6196.0,Sen.86gen.
HLR-F39E4C587058E395FB28,SRC-4CF437BDF3C43EB4AEB0,1986,senate,32,Mobile,Robert I. Gulledge,ROBERT I GULLEDGE,D,3651.0,Sen.86gen.
HLR-5932EC5FB205C6B8AA84,SRC-4CF437BDF3C43EB4AEB0,1986,senate,27,Lee,John Rice,JOHN RICE,D,10827.0,Sen.86gen.
HLR-7B7E70B8C80094B007FA,SRC-4CF437BDF3C43EB4AEB0,1986,senate,27,Lee,Michael Figures,MICHAEL FIGURES,D,18808.0,Sen.86gen.
HLR-B38C97EB6DD2633386A8,SRC-4CF437BDF3C43EB4AEB0,1986,senate,27,Tallapoosa,John Rice,JOHN RICE,D,5518.0,Sen.86gen.
HLR-5AF2F406A682B6E6ACBD,SRC-4CF437BDF3C43EB4AEB0,1986,senate,33,Mobile,Michael Figures,MICHAEL FIGURES,D,18808.0,Sen.86gen.
HLR-B6A618EAB0941FD7F215,SRC-4CF437BDF3C43EB4AEB0,1986,senate,34,Mobile,J. Thomas Sandusky,J THOMAS SANDUSKY,D,11705.0,Sen.86gen.
HLR-B27A31EC75C94C5BBE2A,SRC-4CF437BDF3C43EB4AEB0,1986,senate,34,Mobile,Ann Bedsole,ANN BEDSOLE,R,24379.0,Sen.86gen.
HLR-341D6854814FAB9FC07F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,35,Mobile,Bill Menton,WILLIAM MENTON,D,15284.0,Sen.86gen.
HLR-01745A8844531F25F54D,SRC-4CF437BDF3C43EB4AEB0,1986,senate,29,Geneva,Chip Bailey,CHIP BAILEY,D,3394.0,Sen.86gen.
HLR-3DA95772227B47AABA86,SRC-4CF437BDF3C43EB4AEB0,1986,senate,29,Henry,Chip Bailey,CHIP BAILEY,D,2428.0,Sen.86gen.
HLR-DEB419F2C531CE9105AF,SRC-4CF437BDF3C43EB4AEB0,1986,senate,29,Houston,Chip Bailey,CHIP BAILEY,D,17151.0,Sen.86gen.
HLR-FBA0838664DBCF4E40F0,SRC-4CF437BDF3C43EB4AEB0,1986,senate,30,Butler,J. Foy Covington,J FOY COVINGTON,D,3874.0,Sen.86gen.
HLR-987D2A2910DD285117C6,SRC-4CF437BDF3C43EB4AEB0,1986,senate,30,Crenshaw,J. Foy Covington,J FOY COVINGTON,D,2306.0,Sen.86gen.
HLR-FD9EE8EAB9B0697A747F,SRC-4CF437BDF3C43EB4AEB0,1986,senate,30,Dale,J. Foy Covington,J FOY COVINGTON,D,5094.0,Sen.86gen.
HLR-200A5D51ED6863124FB1,SRC-4CF437BDF3C43EB4AEB0,1986,senate,30,Pike,J. Foy Covington,J FOY COVINGTON,D,4504.0,Sen.86gen.
HLR-430B2C2BDCAD66968DE2,SRC-4CF437BDF3C43EB4AEB0,1986,senate,31,Coffee,E.C.Crum Foshee,EC CRUM FOSHEE,D,5549.0,Sen.86gen.
HLR-02D4CA2F9FD20580B668,SRC-4CF437BDF3C43EB4AEB0,1986,senate,31,Covington,E.C.Crum Foshee,EC CRUM FOSHEE,D,5487.0,Sen.86gen.
HLR-CD538A5CB9BDC616BBF9,SRC-4CF437BDF3C43EB4AEB0,1986,senate,31,Escambia,E.C.Crum Foshee,EC CRUM FOSHEE,D,3832.0,Sen.86gen.
HLR-5A3E9E2951E294CE9AC8,SRC-4CF437BDF3C43EB4AEB0,1986,house,1,Lauderdale,"Nelson Starkey, Jr.",NELSON STARKEY,D,7764.0,Hse.86gen.
HLR-D57D8F0E7E21496701C0,SRC-4CF437BDF3C43EB4AEB0,1986,house,1,Lauderdale,Ken McFall,KEN MCFALL,R,3208.0,Hse.86gen.
HLR-11FF4A63D008B6FDB06B,SRC-4CF437BDF3C43EB4AEB0,1986,house,1,Lauderdale,Paul Parker,PAUL PARKER,D,8603.0,Hse.86gen.
HLR-4488C20CDC602DC280B3,SRC-4CF437BDF3C43EB4AEB0,1986,house,9,Morgan,Paul Parker,PAUL PARKER,D,8603.0,Hse.86gen.
HLR-14D38B62BC46BC05A629,SRC-4CF437BDF3C43EB4AEB0,1986,house,2,Colbert,Tom Coburn,THOMAS COBURN,D,7279.0,Hse.86gen.
HLR-8A539B0BE1B2BFAA57D3,SRC-4CF437BDF3C43EB4AEB0,1986,house,2,Colbert,Morris Brooks,MORRIS BROOKS,R,8661.0,Hse.86gen.
HLR-3F32D44965F86F057F23,SRC-4CF437BDF3C43EB4AEB0,1986,house,10,Madison,Morris Brooks,MORRIS BROOKS,R,8661.0,Hse.86gen.
HLR-7F3BD843BC28A877051D,SRC-4CF437BDF3C43EB4AEB0,1986,house,10,Madison,David Driscoll,DAVID DRISCOLL,D,3366.0,Hse.86gen.
HLR-0217B0B6F059F63CFD09,SRC-4CF437BDF3C43EB4AEB0,1986,house,3,Colbert,Joe Goodwin,JOE GOODWIN,D,4618.0,Hse.86gen.
HLR-8C56B0E21B3A49E6C4AE,SRC-4CF437BDF3C43EB4AEB0,1986,house,3,Colbert,Troy Woodall,TROY WOODALL,R,3497.0,Hse.86gen.
HLR-A9F01390E867DE965F4C,SRC-4CF437BDF3C43EB4AEB0,1986,house,3,Lauderdale,Joe Goodwin,JOE GOODWIN,D,2367.0,Hse.86gen.
HLR-1ED14213E613061A7F77,SRC-4CF437BDF3C43EB4AEB0,1986,house,3,Lauderdale,Troy Woodall,TROY WOODALL,R,1275.0,Hse.86gen.
HLR-B1CF10C740A0A243DCE9,SRC-4CF437BDF3C43EB4AEB0,1986,house,11,Cullman,Troy Woodall,TROY WOODALL,R,3497.0,Hse.86gen.
HLR-653F970A475960257BB2,SRC-4CF437BDF3C43EB4AEB0,1986,house,11,Cullman,Tom Drake,THOMAS DRAKE,D,5172.0,Hse.86gen.
HLR-706EB77AB0B50EE6138D,SRC-4CF437BDF3C43EB4AEB0,1986,house,11,Morgan,Troy Woodall,TROY WOODALL,R,1275.0,Hse.86gen.
HLR-8C2A4C4159D60E87C254,SRC-4CF437BDF3C43EB4AEB0,1986,house,11,Morgan,Tom Drake,THOMAS DRAKE,D,2169.0,Hse.86gen.
HLR-0F5FDF21278C5FE3447C,SRC-4CF437BDF3C43EB4AEB0,1986,house,4,Lauderdale,Lewis Bartmess,LEWIS BARTMESS,R,1485.0,Hse.86gen.
HLR-A3C239BF39D56495A425,SRC-4CF437BDF3C43EB4AEB0,1986,house,4,Lauderdale,James H. Hamilton,JAMES H HAMILTON,D,5196.0,Hse.86gen.
HLR-4A39CB28291DF02E7A56,SRC-4CF437BDF3C43EB4AEB0,1986,house,4,Lauderdale,W.C. Bill Bowling,WC BILL BOWLING,D,8857.0,Hse.86gen.
HLR-08B367598EC756268C5C,SRC-4CF437BDF3C43EB4AEB0,1986,house,4,Limestone,Lewis Bartmess,LEWIS BARTMESS,R,459.0,Hse.86gen.
HLR-09BEDA9F1F3C955B6DBA,SRC-4CF437BDF3C43EB4AEB0,1986,house,4,Limestone,James H. Hamilton,JAMES H HAMILTON,D,1522.0,Hse.86gen.
HLR-80936637CC0E3CF77246,SRC-4CF437BDF3C43EB4AEB0,1986,house,12,Cullman,W.C. Bill Bowling,WC BILL BOWLING,D,8857.0,Hse.86gen.
HLR-F63E32DEA6A1A28C349F,SRC-4CF437BDF3C43EB4AEB0,1986,house,12,Cullman,Glen L. Baker,GLEN L BAKER,R,6664.0,Hse.86gen.
HLR-0AB0A1BDE617ABC331E9,SRC-4CF437BDF3C43EB4AEB0,1986,house,13,Walker,Thomas Hogan,THOMAS HOGAN,D,7286.0,Hse.86gen.
HLR-C6ECDAB481C4750FDDAE,SRC-4CF437BDF3C43EB4AEB0,1986,house,13,Walker,Dennis Campbell,DENNIS CAMPBELL,R,3190.0,Hse.86gen.
HLR-4E6706DC29C77FB08DE8,SRC-4CF437BDF3C43EB4AEB0,1986,house,14,Tuscaloosa,Ed Frazier,EDWARD FRAZIER,D,1205.0,Hse.86gen.
HLR-BD97CEFDF53860896F2E,SRC-4CF437BDF3C43EB4AEB0,1986,house,14,Tuscaloosa,Peggy Dunn,PEGGY DUNN,R,815.0,Hse.86gen.
HLR-0E7ADBBE9B004BE66265,SRC-4CF437BDF3C43EB4AEB0,1986,house,14,Walker,Ed Frazier,EDWARD FRAZIER,D,5184.0,Hse.86gen.
HLR-9647E50B4E91CBB86051,SRC-4CF437BDF3C43EB4AEB0,1986,house,14,Walker,Peggy Dunn,PEGGY DUNN,R,2740.0,Hse.86gen.
HLR-7E6155E1D6CE330C64AF,SRC-4CF437BDF3C43EB4AEB0,1986,house,6,Madison,Tom Butler,THOMAS BUTLER,D,7268.0,Hse.86gen.
HLR-DD9B1B57B170C39E6CBF,SRC-4CF437BDF3C43EB4AEB0,1986,house,7,Lawrence,Ernest Dillard,ERNEST DILLARD,D,6060.0,Hse.86gen.
HLR-B74927F36FD58C82B004,SRC-4CF437BDF3C43EB4AEB0,1986,house,7,Lawrence,Allen Layson,ALLEN LAYSON,D,5224.0,Hse.86gen.
HLR-25110482F14778E71A4C,SRC-4CF437BDF3C43EB4AEB0,1986,house,7,Morgan,Ernest Dillard,ERNEST DILLARD,D,885.0,Hse.86gen.
HLR-D105B3F09A2FF2837941,SRC-4CF437BDF3C43EB4AEB0,1986,house,7,Morgan,Allen Layson,ALLEN LAYSON,D,2952.0,Hse.86gen.
HLR-D7B95C45C34B32AF167B,SRC-4CF437BDF3C43EB4AEB0,1986,house,15,Pickens,Allen Layson,ALLEN LAYSON,D,5224.0,Hse.86gen.
HLR-2CE95D2A44D53C7B4132,SRC-4CF437BDF3C43EB4AEB0,1986,house,15,Pickens,Ernest Chappell,ERNEST CHAPPELL,R,1032.0,Hse.86gen.
HLR-26560C56C50BD2899500,SRC-4CF437BDF3C43EB4AEB0,1986,house,15,Tuscaloosa,Allen Layson,ALLEN LAYSON,D,2952.0,Hse.86gen.
HLR-C5BBE4E4AF2E2BFB1282,SRC-4CF437BDF3C43EB4AEB0,1986,house,15,Tuscaloosa,Ernest Chappell,ERNEST CHAPPELL,R,1626.0,Hse.86gen.
HLR-0907EF6816C8F057766A,SRC-4CF437BDF3C43EB4AEB0,1986,house,8,Morgan,Herman Marks,HERMAN MARKS,D,9052.0,Hse.86gen.
