cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,core_index_margin,core_index_offices,baseline_allocation_method,core_index_complete,contested_two_party,raw_overperformance,score_status
1994,senate,21,25548.0,0.0,25548.0,100.0,-2.0400018313346866,2,legislative_activity_split_provisional,True,False,102.04000183133469,provisional_raw_baseline_not_fitted_cmo
1994,senate,22,20039.0,12502.0,32541.0,23.16155004455917,-0.40982354979325475,2,legislative_activity_split_provisional,True,True,23.571373594352426,provisional_raw_baseline_not_fitted_cmo
1994,senate,23,16678.0,2201.0,18879.0,76.68308702791461,23.447608272847038,2,legislative_activity_split_provisional,True,True,53.235478755067575,provisional_raw_baseline_not_fitted_cmo
1994,senate,24,23933.0,0.0,23933.0,100.0,41.62181679006102,2,legislative_activity_split_provisional,True,False,58.37818320993898,provisional_raw_baseline_not_fitted_cmo
1994,senate,25,29440.0,4578.0,34018.0,73.08483743900288,-48.999800106750556,2,legislative_activity_split_provisional,True,True,122.08463754575344,provisional_raw_baseline_not_fitted_cmo
1994,senate,26,18025.0,0.0,18025.0,100.0,41.60472714568159,2,legislative_activity_split_provisional,True,False,58.39527285431841,provisional_raw_baseline_not_fitted_cmo
1994,senate,27,19908.0,10942.0,30850.0,29.063209076175042,-19.190581922068954,2,legislative_activity_split_provisional,True,True,48.253790998244,provisional_raw_baseline_not_fitted_cmo
1994,senate,28,17991.0,5583.0,23574.0,52.634258080936625,28.024349272814383,2,legislative_activity_split_provisional,True,True,24.609908808122242,provisional_raw_baseline_not_fitted_cmo
1994,senate,29,18654.0,0.0,18654.0,100.0,-20.84054980438235,2,legislative_activity_split_provisional,True,False,120.84054980438235,provisional_raw_baseline_not_fitted_cmo
1994,senate,30,22914.0,0.0,22914.0,100.0,-24.25086194080116,2,legislative_activity_split_provisional,True,False,124.25086194080116,provisional_raw_baseline_not_fitted_cmo
1994,senate,31,29700.0,0.0,29700.0,100.0,-23.76325516176106,2,legislative_activity_split_provisional,True,False,123.76325516176107,provisional_raw_baseline_not_fitted_cmo
1994,senate,32,11453.0,25770.0,37223.0,-38.46277838970529,-33.81713409722584,2,legislative_activity_split_provisional,True,True,-4.645644292479453,provisional_raw_baseline_not_fitted_cmo
1994,senate,33,16356.0,0.0,16356.0,100.0,41.466712832518425,2,legislative_activity_split_provisional,True,False,58.533287167481575,provisional_raw_baseline_not_fitted_cmo
1994,senate,34,7326.0,26449.0,33775.0,-56.61880088823094,-40.410688243459944,2,legislative_activity_split_provisional,True,True,-16.208112644771,provisional_raw_baseline_not_fitted_cmo
1994,senate,35,14727.0,10922.0,25649.0,14.834886350345043,-9.30074416502887,2,legislative_activity_split_provisional,True,True,24.13563051537391,provisional_raw_baseline_not_fitted_cmo
