state,cycle,chamber,district,party,candidate,provider_candidate,committee_id,total_fundraising,cash_contributions,other_receipts,in_kind_contributions,loans_received,expenditures,ending_cash,report_count,period_start,period_end,finance_observation_status,aggregation_status,source_name,source_measure,source_path,source_reported_total,data_run_id,generated_at_utc,build_code_sha256,build_config_id
FL,2018,senate,23,R,"gruters, joe",Joe Gruters,,,,,,,,,0.0,2017-01-01,2018-12-31,unknown_missing_transaction_detail,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern_summaries/FL/2018_senate_candidate_contribution_summary_20181106-s01.html,409575.39,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2018,senate,25,D,"levy, robert",Robert Levy,,,,,,,,,0.0,2017-01-01,2018-12-31,unknown_missing_transaction_detail,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern_summaries/FL/2018_senate_candidate_contribution_summary_20181106-s01.html,289522.31,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2018,senate,25,R,"harrell, gayle",Gayle Harrell,,,,,,,,,0.0,2017-01-01,2018-12-31,unknown_missing_transaction_detail,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern_summaries/FL/2018_senate_candidate_contribution_summary_20181106-s01.html,549091.16,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,house,23,D,"delarosa, cynthia",Cynthia Dela Rosa,,,,,,,,,237.0,2019-01-01,2020-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2020/STR/D.tsv;data/raw/finance/southern_summaries/FL/2020_house_candidate_contribution_summary.html,12751.68,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,house,25,D,"zutter, sarah",Sarah Zutter,,,,,,,,,176.0,2019-01-01,2020-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2020/STR/Z.tsv;data/raw/finance/southern_summaries/FL/2020_house_candidate_contribution_summary.html,6932.33,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,house,117,D,"chambliss, kevin",Kevin Chambliss,,,,,,,,,162.0,2019-01-01,2020-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2020/STR/CH.tsv;data/raw/finance/southern_summaries/FL/2020_house_candidate_contribution_summary.html,58289.83,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,senate,20,D,KATHY LEWIS,,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,senate,20,R,DANNY BURGESS,,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,senate,21,R,"boyd, jim",,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2020,senate,23,D,"norman, katherine",Katherine Norman,,,,,,,,,261.0,2019-01-01,2020-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2020/STS/N.tsv;data/raw/finance/southern_summaries/FL/2020_senate_candidate_contribution_summary.html,9292.66,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2022,house,23,R,"massullo, ralph, jr",Ralph E. Massullo Jr,,,,,7035.05,1500000.0,,,291.0,2021-01-01,2022-12-31,review_net_negative_cycle_receipts,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2022/STR/M.tsv;data/raw/finance/southern_summaries/FL/2022_house_candidate_contribution_summary.html,226674.48,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2022,house,73,D,"reich, derek",Derek Reich,,,,,,,,,442.0,2021-01-01,2022-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2022/STR/R.tsv;data/raw/finance/southern_summaries/FL/2022_house_candidate_contribution_summary.html,90088.0,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2022,house,117,D,"chambliss, kevin",Kevin Chambliss,,,,,,,,,81.0,2021-01-01,2022-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2022/STR/C.tsv;data/raw/finance/southern_summaries/FL/2022_house_candidate_contribution_summary.html,56042.04,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2022,senate,27,D,"proia, christopher",Christopher Proia,,,,,,,,,19.0,2021-01-01,2022-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2022/STS/P.tsv;data/raw/finance/southern_summaries/FL/2022_senate_candidate_contribution_summary.html,2026.62,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,house,8,R,GRACE GLASS,Grace Glass,,,,,,,,,53.0,2023-01-01,2024-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2024/STR/G.tsv;data/raw/finance/southern_summaries/FL/2024_house_candidate_contribution_summary.html,7895.95,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,house,34,D,JOSEPH ALEJANDRO MARTINEZ,Joseph Alejandro Martinez,,,,,,,,,0.0,2023-01-01,2024-12-31,unknown_missing_transaction_detail,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern_summaries/FL/2024_house_candidate_contribution_summary.html,100.0,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,house,83,D,DANIKA FORNEAR,,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,house,114,D,MATTHEW JOHN BORNSTEIN,,,,,,,,,,,,,unknown_summary_adapter_not_available,not_acquired,none,unknown,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,house,116,D,NICOLAS RAMOS,Nicolas Ramos,,,,,,,,,3.0,2023-01-01,2024-12-31,review_unrecognized_contribution_type,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern/FL/contributions/2024/STR/R.tsv;data/raw/finance/southern_summaries/FL/2024_house_candidate_contribution_summary.html,1900.0,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
FL,2024,senate,39,D,CHARLES A LEWIS I,Charles A. Lewis I,,,,,,,,,0.0,2023-01-01,2024-12-31,unknown_missing_transaction_detail,official_transaction_detail_retained_for_type_or_amount_review,Florida Division of Elections contribution detail and candidate summaries,cash_check_money_order_interest_and_refunds_excluding_carryover_in_kind_and_loans,data/raw/finance/southern_summaries/FL/2024_senate_candidate_contribution_summary.html,2521.0,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2016,senate,54,R,"BETHEL, CHARLIE J (CHARLIE)",,,,,,,,,,,2015-01-01,2016-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2018,house,18,D,PAT RHUDY,,,,,,,,,,,2017-01-01,2018-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2018,house,153,R,TRACY TAYLOR,,,,,,,,,,,2017-01-01,2018-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2020,house,12,D,JONATHAN GILREATH-HARVEY,,,,,,,,,,,2019-01-01,2020-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2020,house,18,D,PAT RHUDY,,,,,,,,,,,2019-01-01,2020-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2020,house,33,D,KERRY DORNELL HAMM,,,,,,,,,,,2019-01-01,2020-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2020,house,150,R,MATT HATCHETT,,,,,,,,,,,2019-01-01,2020-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2020,senate,16,D,CINQUEZ JESTER,,,,,,,,,,,2019-01-01,2020-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,18,D,"RHUDY, PATRICIA L (PAT)",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,36,D,"RYNER, JAMES F",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,95,R,"DAWSTON, DEXTER",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,103,D,"ANAYA, ERNIE",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,114,D,"ADAMS, MALCOLM",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,house,116,R,"BENNINGTON, BRUCE",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,senate,19,D,"MOORE, MICHAEL (BUCKLE)",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2022,senate,37,D,"PARKER, VANESSA",,,,,,,,,,,2021-01-01,2022-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,house,21,D,MITCHELL SIMMONS,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,house,70,D,DIANE BOULAI,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,house,150,R,CARY MOORE,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,house,166,D,GAY FORTSON,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,senate,23,D,SHAYNA BOSTON,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
GA,2024,senate,53,D,BART ALEXANDER BRYANT,,,,,,,,,,,2023-01-01,2024-12-31,unknown_candidate_transaction_identity_unresolved,reciprocal_provider_identity_then_legacy_through_2021_plus_recordsearch_from_2022;name_score=0.00;margin=0.00,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,,,southern-finance-summary-2026-09-01-1e29df4df11b,2026-09-01T04:55:42+00:00,1e29df4df11b665769579af897ad88edeebc3e5e2caf021315ecebacd079c09e,candidate_cycle_calendar_window_v1
