county,precinct,office,district,party,candidate,votes
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. Senate,,NON,Write-ins,13
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. Senate,,REP,Jeff Sessions,449
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. Senate,,,Over Votes,0
Tuscaloosa,STATION 2 CARROLLS CREEK,U.S. Senate,,,Under Votes,84
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Attorney General,,DEM,Joe Hubbard,1507
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Attorney General,,NON,Write-ins,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Attorney General,,REP,Luther Strange,43
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Attorney General,,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Attorney General,,,Under Votes,7
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Governor,,DEM,Parker Griffith,1477
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Governor,,NON,Write-ins,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Governor,,REP,Robert Bentley,75
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Governor,,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,Governor,,,Under Votes,5
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,63,NON,Write-ins,1
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,63,REP,Bill Poole,2
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,63,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,63,,Under Votes,3
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,70,DEM,Christopher John England,245
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,70,NON,Write-ins,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,70,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,70,,Under Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,71,DEM,Artis (A.J.) McCampbell,1268
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,71,NON,Write-ins,3
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,71,,Over Votes,1
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State House,71,,Under Votes,34
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,21,DEM,Phil Poole,29
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,21,NON,Write-ins,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,21,REP,Gerald Allen,4
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,21,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,21,,Under Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,24,DEM,Bobby Singleton,1493
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,24,NON,Write-ins,1
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,24,,Over Votes,1
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Senate,24,,Under Votes,29
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Treasurer,,NON,Write-ins,38
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Treasurer,,REP,Young Boozer,113
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Treasurer,,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,State Treasurer,,,Under Votes,1406
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. House,7,DEM,Terri A. Sewell,1520
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. House,7,NON,Write-ins,9
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. House,7,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. House,7,,Under Votes,28
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. Senate,,NON,Write-ins,47
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. Senate,,REP,Jeff Sessions,123
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. Senate,,,Over Votes,0
Tuscaloosa,STILLMAN COLLEGE HAYS CENTER,U.S. Senate,,,Under Votes,1387
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Attorney General,,DEM,Joe Hubbard,152
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Attorney General,,NON,Write-ins,2
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Attorney General,,REP,Luther Strange,699
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Attorney General,,,Over Votes,1
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Attorney General,,,Under Votes,3
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Governor,,DEM,Parker Griffith,125
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Governor,,NON,Write-ins,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Governor,,REP,Robert Bentley,732
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Governor,,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,Governor,,,Under Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,16,DEM,Daniel H. Boman,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,16,NON,Write-ins,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,16,REP,Kyle South,2
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,16,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,16,,Under Votes,1
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,62,NON,Write-ins,6
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,62,REP,Rich Wingo,750
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,62,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State House,62,,Under Votes,98
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Senate,21,DEM,Phil Poole,170
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Senate,21,NON,Write-ins,1
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Senate,21,REP,Gerald Allen,683
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Senate,21,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Senate,21,,Under Votes,3
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Treasurer,,NON,Write-ins,5
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Treasurer,,REP,Young Boozer,740
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Treasurer,,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,State Treasurer,,,Under Votes,112
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. House,7,DEM,Terri A. Sewell,208
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. House,7,NON,Write-ins,51
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. House,7,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. House,7,,Under Votes,598
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. Senate,,NON,Write-ins,10
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. Senate,,REP,Jeff Sessions,760
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. Senate,,,Over Votes,0
Tuscaloosa,TANNEHILL VALLEY BAPTIST,U.S. Senate,,,Under Votes,87
Tuscaloosa,TUSCALOOSA ACADEMY,Attorney General,,DEM,Joe Hubbard,661
Tuscaloosa,TUSCALOOSA ACADEMY,Attorney General,,NON,Write-ins,2
Tuscaloosa,TUSCALOOSA ACADEMY,Attorney General,,REP,Luther Strange,1578
Tuscaloosa,TUSCALOOSA ACADEMY,Attorney General,,,Over Votes,2
Tuscaloosa,TUSCALOOSA ACADEMY,Attorney General,,,Under Votes,42
Tuscaloosa,TUSCALOOSA ACADEMY,Governor,,DEM,Parker Griffith,539
Tuscaloosa,TUSCALOOSA ACADEMY,Governor,,NON,Write-ins,2
Tuscaloosa,TUSCALOOSA ACADEMY,Governor,,REP,Robert Bentley,1731
Tuscaloosa,TUSCALOOSA ACADEMY,Governor,,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,Governor,,,Under Votes,13
Tuscaloosa,TUSCALOOSA ACADEMY,State House,63,NON,Write-ins,22
Tuscaloosa,TUSCALOOSA ACADEMY,State House,63,REP,Bill Poole,1768
Tuscaloosa,TUSCALOOSA ACADEMY,State House,63,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,State House,63,,Under Votes,495
Tuscaloosa,TUSCALOOSA ACADEMY,State Senate,21,DEM,Phil Poole,749
Tuscaloosa,TUSCALOOSA ACADEMY,State Senate,21,NON,Write-ins,3
Tuscaloosa,TUSCALOOSA ACADEMY,State Senate,21,REP,Gerald Allen,1495
Tuscaloosa,TUSCALOOSA ACADEMY,State Senate,21,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,State Senate,21,,Under Votes,38
Tuscaloosa,TUSCALOOSA ACADEMY,State Treasurer,,NON,Write-ins,16
Tuscaloosa,TUSCALOOSA ACADEMY,State Treasurer,,REP,Young Boozer,1720
Tuscaloosa,TUSCALOOSA ACADEMY,State Treasurer,,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,State Treasurer,,,Under Votes,549
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. House,4,NON,Write-ins,25
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. House,4,REP,Robert Aderholt,1747
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. House,4,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. House,4,,Under Votes,513
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. Senate,,NON,Write-ins,40
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. Senate,,REP,Jeff Sessions,1796
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. Senate,,,Over Votes,0
Tuscaloosa,TUSCALOOSA ACADEMY,U.S. Senate,,,Under Votes,449
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Attorney General,,DEM,Joe Hubbard,267
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Attorney General,,NON,Write-ins,1
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Attorney General,,REP,Luther Strange,195
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Attorney General,,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Attorney General,,,Under Votes,8
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Governor,,DEM,Parker Griffith,250
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Governor,,NON,Write-ins,1
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Governor,,REP,Robert Bentley,218
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Governor,,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,Governor,,,Under Votes,2
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State House,63,NON,Write-ins,15
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State House,63,REP,Bill Poole,260
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State House,63,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State House,63,,Under Votes,196
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21,DEM,Phil Poole,282
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21,NON,Write-ins,3
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21,REP,Gerald Allen,178
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Senate,21,,Under Votes,8
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Treasurer,,NON,Write-ins,17
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Treasurer,,REP,Young Boozer,248
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Treasurer,,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,State Treasurer,,,Under Votes,206
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. House,7,DEM,Terri A. Sewell,301
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. House,7,NON,Write-ins,14
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. House,7,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. House,7,,Under Votes,156
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. Senate,,NON,Write-ins,32
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. Senate,,REP,Jeff Sessions,248
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. Senate,,,Over Votes,0
Tuscaloosa,TUSCALOOSA COURTHOUSE ANNEX,U.S. Senate,,,Under Votes,191
Tuscaloosa,U OF A STUDENT REC CENTER,Attorney General,,DEM,Joe Hubbard,203
Tuscaloosa,U OF A STUDENT REC CENTER,Attorney General,,NON,Write-ins,1
Tuscaloosa,U OF A STUDENT REC CENTER,Attorney General,,REP,Luther Strange,215
Tuscaloosa,U OF A STUDENT REC CENTER,Attorney General,,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,Attorney General,,,Under Votes,5
Tuscaloosa,U OF A STUDENT REC CENTER,Governor,,DEM,Parker Griffith,177
Tuscaloosa,U OF A STUDENT REC CENTER,Governor,,NON,Write-ins,4
Tuscaloosa,U OF A STUDENT REC CENTER,Governor,,REP,Robert Bentley,241
Tuscaloosa,U OF A STUDENT REC CENTER,Governor,,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,Governor,,,Under Votes,2
Tuscaloosa,U OF A STUDENT REC CENTER,State House,63,NON,Write-ins,19
Tuscaloosa,U OF A STUDENT REC CENTER,State House,63,REP,Bill Poole,282
Tuscaloosa,U OF A STUDENT REC CENTER,State House,63,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,State House,63,,Under Votes,123
Tuscaloosa,U OF A STUDENT REC CENTER,State Senate,21,DEM,Phil Poole,209
Tuscaloosa,U OF A STUDENT REC CENTER,State Senate,21,NON,Write-ins,1
Tuscaloosa,U OF A STUDENT REC CENTER,State Senate,21,REP,Gerald Allen,206
Tuscaloosa,U OF A STUDENT REC CENTER,State Senate,21,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,State Senate,21,,Under Votes,8
Tuscaloosa,U OF A STUDENT REC CENTER,State Treasurer,,NON,Write-ins,13
Tuscaloosa,U OF A STUDENT REC CENTER,State Treasurer,,REP,Young Boozer,278
Tuscaloosa,U OF A STUDENT REC CENTER,State Treasurer,,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,State Treasurer,,,Under Votes,133
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. House,7,DEM,Terri A. Sewell,248
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. House,7,NON,Write-ins,19
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. House,7,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. House,7,,Under Votes,157
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. Senate,,NON,Write-ins,29
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. Senate,,REP,Jeff Sessions,282
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. Senate,,,Over Votes,0
Tuscaloosa,U OF A STUDENT REC CENTER,U.S. Senate,,,Under Votes,113
Tuscaloosa,UNITY BAPTIST,Attorney General,,DEM,Joe Hubbard,208
Tuscaloosa,UNITY BAPTIST,Attorney General,,NON,Write-ins,0
Tuscaloosa,UNITY BAPTIST,Attorney General,,REP,Luther Strange,53
Tuscaloosa,UNITY BAPTIST,Attorney General,,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,Attorney General,,,Under Votes,4
Tuscaloosa,UNITY BAPTIST,Governor,,DEM,Parker Griffith,206
Tuscaloosa,UNITY BAPTIST,Governor,,NON,Write-ins,0
Tuscaloosa,UNITY BAPTIST,Governor,,REP,Robert Bentley,58
Tuscaloosa,UNITY BAPTIST,Governor,,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,Governor,,,Under Votes,1
Tuscaloosa,UNITY BAPTIST,State House,71,DEM,Artis (A.J.) McCampbell,219
Tuscaloosa,UNITY BAPTIST,State House,71,NON,Write-ins,1
Tuscaloosa,UNITY BAPTIST,State House,71,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,State House,71,,Under Votes,45
Tuscaloosa,UNITY BAPTIST,State Senate,24,DEM,Bobby Singleton,220
Tuscaloosa,UNITY BAPTIST,State Senate,24,NON,Write-ins,1
Tuscaloosa,UNITY BAPTIST,State Senate,24,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,State Senate,24,,Under Votes,44
Tuscaloosa,UNITY BAPTIST,State Treasurer,,NON,Write-ins,4
Tuscaloosa,UNITY BAPTIST,State Treasurer,,REP,Young Boozer,64
Tuscaloosa,UNITY BAPTIST,State Treasurer,,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,State Treasurer,,,Under Votes,197
Tuscaloosa,UNITY BAPTIST,U.S. House,7,DEM,Terri A. Sewell,221
Tuscaloosa,UNITY BAPTIST,U.S. House,7,NON,Write-ins,3
Tuscaloosa,UNITY BAPTIST,U.S. House,7,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,U.S. House,7,,Under Votes,41
Tuscaloosa,UNITY BAPTIST,U.S. Senate,,NON,Write-ins,4
Tuscaloosa,UNITY BAPTIST,U.S. Senate,,REP,Jeff Sessions,69
Tuscaloosa,UNITY BAPTIST,U.S. Senate,,,Over Votes,0
Tuscaloosa,UNITY BAPTIST,U.S. Senate,,,Under Votes,192
Tuscaloosa,UNIVERSITY MALL,Attorney General,,DEM,Joe Hubbard,388
Tuscaloosa,UNIVERSITY MALL,Attorney General,,NON,Write-ins,3
Tuscaloosa,UNIVERSITY MALL,Attorney General,,REP,Luther Strange,406
Tuscaloosa,UNIVERSITY MALL,Attorney General,,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,Attorney General,,,Under Votes,19
Tuscaloosa,UNIVERSITY MALL,Governor,,DEM,Parker Griffith,344
Tuscaloosa,UNIVERSITY MALL,Governor,,NON,Write-ins,6
Tuscaloosa,UNIVERSITY MALL,Governor,,REP,Robert Bentley,456
Tuscaloosa,UNIVERSITY MALL,Governor,,,Over Votes,1
Tuscaloosa,UNIVERSITY MALL,Governor,,,Under Votes,9
Tuscaloosa,UNIVERSITY MALL,State House,63,NON,Write-ins,20
Tuscaloosa,UNIVERSITY MALL,State House,63,REP,Bill Poole,362
Tuscaloosa,UNIVERSITY MALL,State House,63,,Over Votes,1
Tuscaloosa,UNIVERSITY MALL,State House,63,,Under Votes,242
Tuscaloosa,UNIVERSITY MALL,State House,70,DEM,Christopher John England,86
Tuscaloosa,UNIVERSITY MALL,State House,70,NON,Write-ins,1
Tuscaloosa,UNIVERSITY MALL,State House,70,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,State House,70,,Under Votes,104
Tuscaloosa,UNIVERSITY MALL,State Senate,21,DEM,Phil Poole,309
Tuscaloosa,UNIVERSITY MALL,State Senate,21,NON,Write-ins,5
Tuscaloosa,UNIVERSITY MALL,State Senate,21,REP,Gerald Allen,281
Tuscaloosa,UNIVERSITY MALL,State Senate,21,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,State Senate,21,,Under Votes,7
Tuscaloosa,UNIVERSITY MALL,State Senate,24,DEM,Bobby Singleton,96
Tuscaloosa,UNIVERSITY MALL,State Senate,24,NON,Write-ins,2
Tuscaloosa,UNIVERSITY MALL,State Senate,24,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,State Senate,24,,Under Votes,116
Tuscaloosa,UNIVERSITY MALL,State Treasurer,,NON,Write-ins,21
Tuscaloosa,UNIVERSITY MALL,State Treasurer,,REP,Young Boozer,484
Tuscaloosa,UNIVERSITY MALL,State Treasurer,,,Over Votes,1
Tuscaloosa,UNIVERSITY MALL,State Treasurer,,,Under Votes,310
Tuscaloosa,UNIVERSITY MALL,U.S. House,7,DEM,Terri A. Sewell,432
Tuscaloosa,UNIVERSITY MALL,U.S. House,7,NON,Write-ins,25
Tuscaloosa,UNIVERSITY MALL,U.S. House,7,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,U.S. House,7,,Under Votes,359
Tuscaloosa,UNIVERSITY MALL,U.S. Senate,,NON,Write-ins,40
Tuscaloosa,UNIVERSITY MALL,U.S. Senate,,REP,Jeff Sessions,505
Tuscaloosa,UNIVERSITY MALL,U.S. Senate,,,Over Votes,0
Tuscaloosa,UNIVERSITY MALL,U.S. Senate,,,Under Votes,271
Tuscaloosa,VANCE COMMUNITY CENTER,Attorney General,,DEM,Joe Hubbard,165
Tuscaloosa,VANCE COMMUNITY CENTER,Attorney General,,NON,Write-ins,0
Tuscaloosa,VANCE COMMUNITY CENTER,Attorney General,,REP,Luther Strange,400
Tuscaloosa,VANCE COMMUNITY CENTER,Attorney General,,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,Attorney General,,,Under Votes,12
Tuscaloosa,VANCE COMMUNITY CENTER,Governor,,DEM,Parker Griffith,131
Tuscaloosa,VANCE COMMUNITY CENTER,Governor,,NON,Write-ins,1
Tuscaloosa,VANCE COMMUNITY CENTER,Governor,,REP,Robert Bentley,441
Tuscaloosa,VANCE COMMUNITY CENTER,Governor,,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,Governor,,,Under Votes,4
Tuscaloosa,VANCE COMMUNITY CENTER,State House,62,NON,Write-ins,8
Tuscaloosa,VANCE COMMUNITY CENTER,State House,62,REP,Rich Wingo,441
Tuscaloosa,VANCE COMMUNITY CENTER,State House,62,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,State House,62,,Under Votes,128
Tuscaloosa,VANCE COMMUNITY CENTER,State Senate,21,DEM,Phil Poole,196
Tuscaloosa,VANCE COMMUNITY CENTER,State Senate,21,NON,Write-ins,2
Tuscaloosa,VANCE COMMUNITY CENTER,State Senate,21,REP,Gerald Allen,368
Tuscaloosa,VANCE COMMUNITY CENTER,State Senate,21,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,State Senate,21,,Under Votes,11
Tuscaloosa,VANCE COMMUNITY CENTER,State Treasurer,,NON,Write-ins,7
Tuscaloosa,VANCE COMMUNITY CENTER,State Treasurer,,REP,Young Boozer,434
Tuscaloosa,VANCE COMMUNITY CENTER,State Treasurer,,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,State Treasurer,,,Under Votes,136
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. House,7,DEM,Terri A. Sewell,229
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. House,7,NON,Write-ins,29
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. House,7,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. House,7,,Under Votes,319
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. Senate,,NON,Write-ins,8
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. Senate,,REP,Jeff Sessions,464
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. Senate,,,Over Votes,0
Tuscaloosa,VANCE COMMUNITY CENTER,U.S. Senate,,,Under Votes,105
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Attorney General,,DEM,Joe Hubbard,331
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Attorney General,,NON,Write-ins,1
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Attorney General,,REP,Luther Strange,729
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Attorney General,,,Over Votes,1
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Attorney General,,,Under Votes,26
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Governor,,DEM,Parker Griffith,293
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Governor,,NON,Write-ins,4
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Governor,,REP,Robert Bentley,785
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Governor,,,Over Votes,1
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,Governor,,,Under Votes,5
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State House,61,NON,Write-ins,22
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State House,61,REP,Alan Harper,835
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State House,61,,Over Votes,0
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State House,61,,Under Votes,231
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Senate,21,DEM,Phil Poole,381
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Senate,21,NON,Write-ins,4
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Senate,21,REP,Gerald Allen,692
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Senate,21,,Over Votes,1
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Senate,21,,Under Votes,10
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Treasurer,,NON,Write-ins,13
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Treasurer,,REP,Young Boozer,809
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Treasurer,,,Over Votes,0
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,State Treasurer,,,Under Votes,266
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. House,4,NON,Write-ins,19
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. House,4,REP,Robert Aderholt,833
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. House,4,,Over Votes,0
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. House,4,,Under Votes,236
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. Senate,,NON,Write-ins,25
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. Senate,,REP,Jeff Sessions,851
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. Senate,,,Over Votes,0
Tuscaloosa,VESTAVIA HILLS ELEMENTARY,U.S. Senate,,,Under Votes,212
Tuscaloosa,WHITSON CHURCH OF CHRIST,Attorney General,,DEM,Joe Hubbard,6
Tuscaloosa,WHITSON CHURCH OF CHRIST,Attorney General,,NON,Write-ins,0
Tuscaloosa,WHITSON CHURCH OF CHRIST,Attorney General,,REP,Luther Strange,15
Tuscaloosa,WHITSON CHURCH OF CHRIST,Attorney General,,,Over Votes,0
Tuscaloosa,WHITSON CHURCH OF CHRIST,Attorney General,,,Under Votes,0
Tuscaloosa,WHITSON CHURCH OF CHRIST,Governor,,DEM,Parker Griffith,4
Tuscaloosa,WHITSON CHURCH OF CHRIST,Governor,,NON,Write-ins,0
Tuscaloosa,WHITSON CHURCH OF CHRIST,Governor,,REP,Robert Bentley,17
Tuscaloosa,WHITSON CHURCH OF CHRIST,Governor,,,Over Votes,0
Tuscaloosa,WHITSON CHURCH OF CHRIST,Governor,,,Under Votes,0
