state,year,county,precinct,office,district,candidate,party,votes,source_file,source_sheet,source_row,duplicate_source_rows
AR,1998,NEWTON,GROVE,USS,,CHARLEY E HEFFLEY,OTH,14,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,GROVE,USS,,"SEN. FAY BOOZMAN, MD",REP,100,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,HASTY,GOV,,BILL BRISTOW,DEM,26,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,HASTY,GOV,,GOVERNOR MIKE HUCKABEE,REP,84,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,HASTY,GOV,,KEITH CARLE,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,HASTY,SLDU,26.0,RANDY BRYANT,REP,57,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,HASTY,SLDU,26.0,SENATOR JON S FITCH,DEM,56,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,HASTY,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,82,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,HASTY,USH,3.0,JUSTICE RALPH FORBES,OTH,20,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,HASTY,USS,,BLANCHE LAMBERT LINCOLN,DEM,32,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,HASTY,USS,,CHARLEY E HEFFLEY,OTH,9,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,HASTY,USS,,"SEN. FAY BOOZMAN, MD",REP,68,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",GOV,,BILL BRISTOW,DEM,35,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",GOV,,GOVERNOR MIKE HUCKABEE,REP,100,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",GOV,,KEITH CARLE,OTH,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",SLDL,24.0,DOUG MCDOUGALL,REP,52,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",SLDL,24.0,MIKE HATHORN,DEM,83,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",SLDU,26.0,RANDY BRYANT,REP,56,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",SLDU,26.0,SENATOR JON S FITCH,DEM,80,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,107,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",USH,3.0,JUSTICE RALPH FORBES,OTH,25,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",USS,,BLANCHE LAMBERT LINCOLN,DEM,55,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",USS,,CHARLEY E HEFFLEY,OTH,13,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,"HICKORY GROVE, WALNUT, LINCOLN",USS,,"SEN. FAY BOOZMAN, MD",REP,64,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,HUDSON,GOV,,BILL BRISTOW,DEM,49,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,HUDSON,GOV,,GOVERNOR MIKE HUCKABEE,REP,84,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,HUDSON,GOV,,KEITH CARLE,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,HUDSON,SLDU,26.0,RANDY BRYANT,REP,28,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,HUDSON,SLDU,26.0,SENATOR JON S FITCH,DEM,104,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,HUDSON,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,90,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,HUDSON,USH,3.0,JUSTICE RALPH FORBES,OTH,25,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,HUDSON,USS,,BLANCHE LAMBERT LINCOLN,DEM,68,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,HUDSON,USS,,CHARLEY E HEFFLEY,OTH,11,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,HUDSON,USS,,"SEN. FAY BOOZMAN, MD",REP,55,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,JACKSON,GOV,,BILL BRISTOW,DEM,187,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,JACKSON,GOV,,GOVERNOR MIKE HUCKABEE,REP,326,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,JACKSON,GOV,,KEITH CARLE,OTH,14,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,JACKSON,SLDU,26.0,RANDY BRYANT,REP,199,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,JACKSON,SLDU,26.0,SENATOR JON S FITCH,DEM,333,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,JACKSON,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,353,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,JACKSON,USH,3.0,JUSTICE RALPH FORBES,OTH,147,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,JACKSON,USS,,BLANCHE LAMBERT LINCOLN,DEM,241,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,JACKSON,USS,,CHARLEY E HEFFLEY,OTH,45,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,JACKSON,USS,,"SEN. FAY BOOZMAN, MD",REP,242,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,JEFFERSON,GOV,,BILL BRISTOW,DEM,38,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,JEFFERSON,GOV,,GOVERNOR MIKE HUCKABEE,REP,57,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,JEFFERSON,GOV,,KEITH CARLE,OTH,5,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,JEFFERSON,SLDL,24.0,DOUG MCDOUGALL,REP,35,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,JEFFERSON,SLDL,24.0,MIKE HATHORN,DEM,63,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,JEFFERSON,SLDU,26.0,RANDY BRYANT,REP,34,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,JEFFERSON,SLDU,26.0,SENATOR JON S FITCH,DEM,61,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,JEFFERSON,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,56,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,JEFFERSON,USH,3.0,JUSTICE RALPH FORBES,OTH,26,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,JEFFERSON,USS,,BLANCHE LAMBERT LINCOLN,DEM,51,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,JEFFERSON,USS,,CHARLEY E HEFFLEY,OTH,10,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,JEFFERSON,USS,,"SEN. FAY BOOZMAN, MD",REP,37,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,KENTUCKY,GOV,,BILL BRISTOW,DEM,42,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,KENTUCKY,GOV,,GOVERNOR MIKE HUCKABEE,REP,8,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,KENTUCKY,GOV,,KEITH CARLE,OTH,2,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,KENTUCKY,SLDL,24.0,DOUG MCDOUGALL,REP,8,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,KENTUCKY,SLDL,24.0,MIKE HATHORN,DEM,40,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,KENTUCKY,SLDU,26.0,RANDY BRYANT,REP,5,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,KENTUCKY,SLDU,26.0,SENATOR JON S FITCH,DEM,44,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,KENTUCKY,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,16,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,KENTUCKY,USH,3.0,JUSTICE RALPH FORBES,OTH,25,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,KENTUCKY,USS,,BLANCHE LAMBERT LINCOLN,DEM,44,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,KENTUCKY,USS,,CHARLEY E HEFFLEY,OTH,0,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,KENTUCKY,USS,,"SEN. FAY BOOZMAN, MD",REP,6,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,LOW GAP,GOV,,BILL BRISTOW,DEM,45,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,LOW GAP,GOV,,GOVERNOR MIKE HUCKABEE,REP,74,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,LOW GAP,GOV,,KEITH CARLE,OTH,2,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,LOW GAP,SLDU,26.0,RANDY BRYANT,REP,42,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,LOW GAP,SLDU,26.0,SENATOR JON S FITCH,DEM,72,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,LOW GAP,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,77,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,LOW GAP,USH,3.0,JUSTICE RALPH FORBES,OTH,28,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,LOW GAP,USS,,BLANCHE LAMBERT LINCOLN,DEM,50,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,LOW GAP,USS,,CHARLEY E HEFFLEY,OTH,16,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,LOW GAP,USS,,"SEN. FAY BOOZMAN, MD",REP,49,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,MURRAY,GOV,,BILL BRISTOW,DEM,19,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,MURRAY,GOV,,GOVERNOR MIKE HUCKABEE,REP,12,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,MURRAY,GOV,,KEITH CARLE,OTH,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,MURRAY,SLDL,24.0,DOUG MCDOUGALL,REP,8,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,MURRAY,SLDL,24.0,MIKE HATHORN,DEM,27,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,MURRAY,SLDU,26.0,RANDY BRYANT,REP,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,MURRAY,SLDU,26.0,SENATOR JON S FITCH,DEM,32,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,MURRAY,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,13,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,MURRAY,USH,3.0,JUSTICE RALPH FORBES,OTH,16,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,MURRAY,USS,,BLANCHE LAMBERT LINCOLN,DEM,21,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,MURRAY,USS,,CHARLEY E HEFFLEY,OTH,7,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,MURRAY,USS,,"SEN. FAY BOOZMAN, MD",REP,8,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",GOV,,BILL BRISTOW,DEM,102,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",GOV,,GOVERNOR MIKE HUCKABEE,REP,139,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",GOV,,KEITH CARLE,OTH,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",SLDU,26.0,RANDY BRYANT,REP,89,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",SLDU,26.0,SENATOR JON S FITCH,DEM,153,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,146,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",USH,3.0,JUSTICE RALPH FORBES,OTH,55,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",USS,,BLANCHE LAMBERT LINCOLN,DEM,120,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",USS,,CHARLEY E HEFFLEY,OTH,6,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,"OSAGE-PONCA, PLUMLEE, VAN BUREN",USS,,"SEN. FAY BOOZMAN, MD",REP,105,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,PLEASANT HILL,GOV,,BILL BRISTOW,DEM,50,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,PLEASANT HILL,GOV,,GOVERNOR MIKE HUCKABEE,REP,154,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,PLEASANT HILL,GOV,,KEITH CARLE,OTH,5,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,PLEASANT HILL,SLDL,24.0,DOUG MCDOUGALL,REP,106,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,PLEASANT HILL,SLDL,24.0,MIKE HATHORN,DEM,107,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,PLEASANT HILL,SLDU,26.0,RANDY BRYANT,REP,97,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,PLEASANT HILL,SLDU,26.0,SENATOR JON S FITCH,DEM,107,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,PLEASANT HILL,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,156,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,PLEASANT HILL,USH,3.0,JUSTICE RALPH FORBES,OTH,38,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,PLEASANT HILL,USS,,BLANCHE LAMBERT LINCOLN,DEM,67,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,PLEASANT HILL,USS,,CHARLEY E HEFFLEY,OTH,35,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,PLEASANT HILL,USS,,"SEN. FAY BOOZMAN, MD",REP,103,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,PRAIRIE,GOV,,BILL BRISTOW,DEM,11,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,PRAIRIE,GOV,,GOVERNOR MIKE HUCKABEE,REP,20,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,PRAIRIE,GOV,,KEITH CARLE,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,PRAIRIE,SLDU,26.0,RANDY BRYANT,REP,11,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,PRAIRIE,SLDU,26.0,SENATOR JON S FITCH,DEM,21,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,PRAIRIE,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,21,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,PRAIRIE,USH,3.0,JUSTICE RALPH FORBES,OTH,8,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,PRAIRIE,USS,,BLANCHE LAMBERT LINCOLN,DEM,16,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,PRAIRIE,USS,,CHARLEY E HEFFLEY,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,PRAIRIE,USS,,"SEN. FAY BOOZMAN, MD",REP,15,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,"RICHLAND, JONES",GOV,,BILL BRISTOW,DEM,12,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,"RICHLAND, JONES",GOV,,GOVERNOR MIKE HUCKABEE,REP,130,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,"RICHLAND, JONES",GOV,,KEITH CARLE,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,"RICHLAND, JONES",SLDL,24.0,DOUG MCDOUGALL,REP,60,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,"RICHLAND, JONES",SLDL,24.0,MIKE HATHORN,DEM,79,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,"RICHLAND, JONES",SLDU,26.0,RANDY BRYANT,REP,77,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,"RICHLAND, JONES",SLDU,26.0,SENATOR JON S FITCH,DEM,57,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,"RICHLAND, JONES",USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,112,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,"RICHLAND, JONES",USH,3.0,JUSTICE RALPH FORBES,OTH,24,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,"RICHLAND, JONES",USS,,BLANCHE LAMBERT LINCOLN,DEM,39,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,"RICHLAND, JONES",USS,,CHARLEY E HEFFLEY,OTH,47,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,"RICHLAND, JONES",USS,,"SEN. FAY BOOZMAN, MD",REP,55,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,UNION,GOV,,BILL BRISTOW,DEM,3,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,UNION,GOV,,GOVERNOR MIKE HUCKABEE,REP,20,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,UNION,GOV,,KEITH CARLE,OTH,0,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,UNION,SLDL,24.0,DOUG MCDOUGALL,REP,14,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,48,1
AR,1998,NEWTON,UNION,SLDL,24.0,MIKE HATHORN,DEM,9,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,47,1
AR,1998,NEWTON,UNION,SLDU,26.0,RANDY BRYANT,REP,17,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,UNION,SLDU,26.0,SENATOR JON S FITCH,DEM,6,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,UNION,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,19,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,UNION,USH,3.0,JUSTICE RALPH FORBES,OTH,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,UNION,USS,,BLANCHE LAMBERT LINCOLN,DEM,4,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,UNION,USS,,CHARLEY E HEFFLEY,OTH,1,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,UNION,USS,,"SEN. FAY BOOZMAN, MD",REP,18,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,NEWTON,WHITE,GOV,,BILL BRISTOW,DEM,50,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,14,1
AR,1998,NEWTON,WHITE,GOV,,GOVERNOR MIKE HUCKABEE,REP,166,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,16,1
AR,1998,NEWTON,WHITE,GOV,,KEITH CARLE,OTH,3,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,15,1
AR,1998,NEWTON,WHITE,SLDU,26.0,RANDY BRYANT,REP,111,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,41,1
AR,1998,NEWTON,WHITE,SLDU,26.0,SENATOR JON S FITCH,DEM,95,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,40,1
AR,1998,NEWTON,WHITE,USH,3.0,CONGRESSMAN ASA HUTCHINSON,REP,157,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,11,1
AR,1998,NEWTON,WHITE,USH,3.0,JUSTICE RALPH FORBES,OTH,42,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,10,1
AR,1998,NEWTON,WHITE,USS,,BLANCHE LAMBERT LINCOLN,DEM,57,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,5,1
AR,1998,NEWTON,WHITE,USS,,CHARLEY E HEFFLEY,OTH,18,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,6,1
AR,1998,NEWTON,WHITE,USS,,"SEN. FAY BOOZMAN, MD",REP,130,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Newton,7,1
AR,1998,OUACHITA,1,GOV,,BILL BRISTOW,DEM,169,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Ouachita,14,1
AR,1998,OUACHITA,1,GOV,,GOVERNOR MIKE HUCKABEE,REP,294,data/raw/southern_sos_elections/AR/1998/Gen98Ver5.zip,Ouachita,16,1
