historical_war_run_id,cycle,chamber,district,canonical_party,candidate_name,canonical_name,source_candidate_name,canonical_candidate_id,person_id,candidate_effect_id,identity_status,display_name_source,canonical_votes,winner,incumbent,candidate_raw_gap,candidate_structural_expected_gap,candidate_lag_component,candidate_cycle_war,scoring_scope,lag_context_available,backcast_extrapolation_years,modern_backcast_structural_expected_gap,modern_backcast_war,candidate_state_ticket_cmo,candidate_federal_ticket_cmo,candidate_presidential_ticket_cmo,selected_ticket_margin,selected_ticket_source,prior_presidential_margin,contest_tier,score_identification
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,8,D,Dukes,Dukes,Dukes,AL-1994-house-8-D-DUKES,ALPERSON-DUKES,UNRESOLVED-AL-1994-house-8-D-DUKES,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,8391.0,1,0,58.15275011822506,-6.0832951320179545,-3.5061454367125977,64.23604525024301,post2016_southern_model_backcast,True,24,-6.0832951320179545,64.23604525024301,76.0998903137124,58.15275011822506,69.2020959371507,-5.491965982866193,same_cycle_federal,-16.541311801791835,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,8,R,New,New,New,AL-1994-house-8-R-NEW,ALPERSON-NEW,UNRESOLVED-AL-1994-house-8-R-NEW,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,2602.0,0,0,-58.15275011822506,6.0832951320179545,3.5061454367125977,-64.23604525024301,post2016_southern_model_backcast,True,24,-6.0832951320179545,64.23604525024301,-76.0998903137124,-58.15275011822506,-69.2020959371507,-5.491965982866193,same_cycle_federal,-16.541311801791835,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,12,D,Morrison,Morrison,Morrison,AL-1994-house-12-D-MORRISON,ALPERSON-MORRISON,UNRESOLVED-AL-1994-house-12-D-MORRISON,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7159.0,1,0,17.253303499057317,-6.007697055037773,-1.5935452011879505,23.26100055409509,post2016_southern_model_backcast,True,24,-6.007697055037773,23.26100055409509,17.253303499057317,,19.64644253428224,-12.917516863482009,same_cycle_state_fallback,-15.310655898706926,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,12,R,Bowling,Bowling,Bowling,AL-1994-house-12-R-BOWLING,ALPERSON-BOWLING,UNRESOLVED-AL-1994-house-12-R-BOWLING,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,6564.0,0,0,-17.253303499057317,6.007697055037773,1.5935452011879505,-23.26100055409509,post2016_southern_model_backcast,True,24,-6.007697055037773,23.26100055409509,-17.253303499057317,,-19.64644253428224,-12.917516863482009,same_cycle_state_fallback,-15.310655898706926,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,15,D,Sharp,Sharp,Sharp,AL-1994-house-15-D-SHARP,ALPERSON-SHARP,UNRESOLVED-AL-1994-house-15-D-SHARP,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4363.0,0,0,17.686329495109042,15.278653107064816,7.178043209001961,2.4076763880442265,post2016_southern_model_backcast,True,24,15.278653107064816,2.4076763880442265,2.224731012092292,17.686329495109042,-22.44575751385808,-58.175997366622376,same_cycle_federal,-18.043910357655257,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,15,R,Curry,Curry,Curry,AL-1994-house-15-R-CURRY,ALPERSON-CURRY,UNRESOLVED-AL-1994-house-15-R-CURRY,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,10300.0,1,0,-17.686329495109042,-15.278653107064816,-7.178043209001961,-2.4076763880442265,post2016_southern_model_backcast,True,24,15.278653107064816,2.4076763880442265,-2.224731012092292,-17.686329495109042,22.44575751385808,-58.175997366622376,same_cycle_federal,-18.043910357655257,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,17,D,Millican,Millican,Millican,AL-1994-house-17-D-MILLICAN,ALPERSON-MILLICAN,UNRESOLVED-AL-1994-house-17-D-MILLICAN,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,8535.0,1,0,17.808928505477446,-9.950755143795108,-2.8531308209993362,27.759683649272553,post2016_southern_model_backcast,True,24,-9.950755143795108,27.759683649272553,17.808928505477446,,29.59911031277516,6.626120335461465,same_cycle_state_fallback,-5.164061471836247,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,17,R,Harper,Harper,Harper,AL-1994-house-17-R-HARPER,ALPERSON-HARPER,UNRESOLVED-AL-1994-house-17-R-HARPER,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5183.0,0,0,-17.808928505477446,9.950755143795108,2.8531308209993362,-27.759683649272553,post2016_southern_model_backcast,True,24,-9.950755143795108,27.759683649272553,-17.808928505477446,,-29.59911031277516,6.626120335461465,same_cycle_state_fallback,-5.164061471836247,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,19,D,Hall,Hall,Hall,AL-1994-house-19-D-HALL,ALPERSON-HALL,UNRESOLVED-AL-1994-house-19-D-HALL,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7314.0,1,0,20.754133142413814,-11.871272604614504,-4.836115252661525,32.62540574702832,post2016_southern_model_backcast,True,24,-11.871272604614504,32.62540574702832,25.564303041405267,20.754133142413814,51.66770347448042,54.55746800811351,same_cycle_federal,23.6438976760469,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,19,R,Anderson,Anderson,Anderson,AL-1994-house-19-R-ANDERSON,ALPERSON-ANDERSON,UNRESOLVED-AL-1994-house-19-R-ANDERSON,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,1030.0,0,0,-20.754133142413814,11.871272604614504,4.836115252661525,-32.62540574702832,post2016_southern_model_backcast,True,24,-11.871272604614504,32.62540574702832,-25.564303041405267,-20.754133142413814,-51.66770347448042,54.55746800811351,same_cycle_federal,23.6438976760469,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,26,D,Mcdaniel,Mcdaniel,Mcdaniel,AL-1994-house-26-D-MCDANIEL,ALPERSON-MCDANIEL,UNRESOLVED-AL-1994-house-26-D-MCDANIEL,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5881.0,1,0,21.156631856424163,-6.6348607256682826,-0.9085446529271817,27.791492582092445,post2016_southern_model_backcast,True,24,-6.6348607256682826,27.791492582092445,21.156631856424163,,23.333226517154824,-4.145091864382778,same_cycle_state_fallback,-6.321686525113438,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,26,R,Holcomb,Holcomb,Holcomb,AL-1994-house-26-R-HOLCOMB,ALPERSON-HOLCOMB,UNRESOLVED-AL-1994-house-26-R-HOLCOMB,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4171.0,0,0,-21.156631856424163,6.6348607256682826,0.9085446529271817,-27.791492582092445,post2016_southern_model_backcast,True,24,-6.6348607256682826,27.791492582092445,-21.156631856424163,,-23.333226517154824,-4.145091864382778,same_cycle_state_fallback,-6.321686525113438,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,27,D,Murphree,Murphree,Murphree,AL-1994-house-27-D-MURPHREE,ALPERSON-MURPHREE,UNRESOLVED-AL-1994-house-27-D-MURPHREE,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,6807.0,1,0,26.741201986702663,-6.461631906588098,-2.937500376566395,33.20283389329076,post2016_southern_model_backcast,True,24,-6.461631906588098,33.20283389329076,26.741201986702663,,32.545770932990536,-18.289039157100177,same_cycle_state_fallback,-24.093608103388053,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,27,R,Martin,Martin,Martin,AL-1994-house-27-R-MARTIN,ALPERSON-MARTIN,UNRESOLVED-AL-1994-house-27-R-MARTIN,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5746.0,0,0,-26.741201986702663,6.461631906588098,2.937500376566395,-33.20283389329076,post2016_southern_model_backcast,True,24,-6.461631906588098,33.20283389329076,-26.741201986702663,,-32.545770932990536,-18.289039157100177,same_cycle_state_fallback,-24.093608103388053,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,28,D,Ford,Ford,Ford,AL-1994-house-28-D-FORD,ALPERSON-FORD,UNRESOLVED-AL-1994-house-28-D-FORD,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7532.0,1,0,20.51169079076965,-8.31145423954987,-0.4794798762345618,28.823145030319516,post2016_southern_model_backcast,True,24,-8.31145423954987,28.823145030319516,20.51169079076965,,25.61096882178865,13.47390024365177,same_cycle_state_fallback,8.37462221263277,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,28,R,O'Barr,O'Barr,O'Barr,AL-1994-house-28-R-O-BARR,ALPERSON-O-BARR,UNRESOLVED-AL-1994-house-28-R-O-BARR,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,3711.0,0,0,-20.51169079076965,8.31145423954987,0.4794798762345618,-28.823145030319516,post2016_southern_model_backcast,True,24,-8.31145423954987,28.823145030319516,-20.51169079076965,,-25.61096882178865,13.47390024365177,same_cycle_state_fallback,8.37462221263277,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,29,D,Page,Page,Page,AL-1994-house-29-D-PAGE,ALPERSON-PAGE,UNRESOLVED-AL-1994-house-29-D-PAGE,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7064.0,1,0,34.47109144945283,-6.598589443946742,1.2664468287911275,41.06968089339957,post2016_southern_model_backcast,True,24,-6.598589443946742,41.06968089339957,34.47109144945283,,33.46255992845939,13.807665897314592,same_cycle_state_fallback,14.816197418308027,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,29,R,Estes,Estes,Estes,AL-1994-house-29-R-ESTES,ALPERSON-ESTES,UNRESOLVED-AL-1994-house-29-R-ESTES,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,2464.0,0,0,-34.47109144945283,6.598589443946742,-1.2664468287911275,-41.06968089339957,post2016_southern_model_backcast,True,24,-6.598589443946742,41.06968089339957,-34.47109144945283,,-33.46255992845939,13.807665897314592,same_cycle_state_fallback,14.816197418308027,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,30,D,Galliher,Galliher,Galliher,AL-1994-house-30-D-GALLIHER,ALPERSON-GALLIHER,UNRESOLVED-AL-1994-house-30-D-GALLIHER,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,7026.0,1,0,15.83509011048188,-9.921106724053379,-4.63547335069097,25.75619683453526,post2016_southern_model_backcast,True,24,-9.921106724053379,25.75619683453526,15.83509011048188,-6.548374522087871,30.45253940661048,-7.22479485619219,same_cycle_state_fallback,-21.84224415232079,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,30,R,Hodges,Hodges,Hodges,AL-1994-house-30-R-HODGES,ALPERSON-HODGES,UNRESOLVED-AL-1994-house-30-R-HODGES,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5912.0,0,0,-15.83509011048188,9.921106724053379,4.63547335069097,-25.75619683453526,post2016_southern_model_backcast,True,24,-9.921106724053379,25.75619683453526,-15.83509011048188,6.548374522087871,-30.45253940661048,-7.22479485619219,same_cycle_state_fallback,-21.84224415232079,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,32,D,Boyd,Boyd,Boyd,AL-1994-house-32-D-BOYD,ALPERSON-BOYD,UNRESOLVED-AL-1994-house-32-D-BOYD,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4541.0,1,0,-32.12751555993621,-16.124835603318935,-9.17302275941508,-16.00267995661727,post2016_southern_model_backcast,True,24,-16.124835603318935,-16.00267995661727,-14.04379236533864,-32.12751555993621,17.06374477713695,66.04081547146673,same_cycle_federal,16.849555134393572,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,32,R,Montgomery,Montgomery,Montgomery,AL-1994-house-32-R-MONTGOMERY,ALPERSON-MONTGOMERY,UNRESOLVED-AL-1994-house-32-R-MONTGOMERY,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,2241.0,0,0,32.12751555993621,16.124835603318935,9.17302275941508,16.00267995661727,post2016_southern_model_backcast,True,24,-16.124835603318935,-16.00267995661727,14.04379236533864,32.12751555993621,-17.06374477713695,66.04081547146673,same_cycle_federal,16.849555134393572,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,33,D,Johnson,Johnson,Johnson,AL-1994-house-33-D-JOHNSON,ALPERSON-JOHNSON,UNRESOLVED-AL-1994-house-33-D-JOHNSON,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5981.0,1,0,-2.8668417971304656,-6.039751276315789,0.0,3.172909479185323,post2016_southern_model_backcast,False,24,-6.039751276315789,3.172909479185323,34.034442123114594,-2.8668417971304656,,27.445054669448734,same_cycle_federal,,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,33,R,Hattaway,Hattaway,Hattaway,AL-1994-house-33-R-HATTAWAY,ALPERSON-HATTAWAY,UNRESOLVED-AL-1994-house-33-R-HATTAWAY,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,3621.0,0,0,2.8668417971304656,6.039751276315789,-0.0,-3.172909479185323,post2016_southern_model_backcast,False,24,-6.039751276315789,3.172909479185323,-34.034442123114594,2.8668417971304656,,27.445054669448734,same_cycle_federal,,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,35,D,Shaddix,Shaddix,Shaddix,AL-1994-house-35-D-SHADDIX,ALPERSON-SHADDIX,UNRESOLVED-AL-1994-house-35-D-SHADDIX,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4734.0,0,0,-38.67867543450733,-19.29962026618435,-12.811889916993493,-19.379055168322985,post2016_southern_model_backcast,True,24,-19.29962026618435,-19.379055168322985,2.8909488036245654,-38.67867543450733,15.599326262412484,35.045087648247794,same_cycle_federal,-19.232914048672026,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,35,R,Sims,Sims,Sims,AL-1994-house-35-R-SIMS,ALPERSON-SIMS,UNRESOLVED-AL-1994-house-35-R-SIMS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5091.0,1,0,38.67867543450733,19.29962026618435,12.811889916993493,19.379055168322985,post2016_southern_model_backcast,True,24,-19.29962026618435,-19.379055168322985,-2.8909488036245654,38.67867543450733,-15.599326262412484,35.045087648247794,same_cycle_federal,-19.232914048672026,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,36,D,Campbell,Campbell,Campbell,AL-1994-house-36-D-CAMPBELL,ALPERSON-CAMPBELL,UNRESOLVED-AL-1994-house-36-D-CAMPBELL,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4172.0,0,0,-50.07397241215239,-19.439587239088727,-12.834838590752708,-30.634385173063666,post2016_southern_model_backcast,True,24,-19.439587239088727,-30.634385173063666,-2.304578545608996,-50.07397241215239,4.907137107325058,37.509789241241776,same_cycle_federal,-17.471320278235673,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,36,R,Rogers,Rogers,Rogers,AL-1994-house-36-R-ROGERS,ALPERSON-ROGERS,UNRESOLVED-AL-1994-house-36-R-ROGERS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5371.0,1,0,50.07397241215239,19.439587239088727,12.834838590752708,30.634385173063666,post2016_southern_model_backcast,True,24,-19.439587239088727,-30.634385173063666,2.304578545608996,50.07397241215239,-4.907137107325058,37.509789241241776,same_cycle_federal,-17.471320278235673,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,40,D,Martin,Martin,Martin,AL-1994-house-40-D-MARTIN,ALPERSON-MARTIN,UNRESOLVED-AL-1994-house-40-D-MARTIN,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,5174.0,0,0,11.440769100109373,5.529249109369077,2.508218792878713,5.911519990740295,post2016_southern_model_backcast,True,24,5.529249109369077,5.911519990740295,6.029266759812465,11.440769100109373,-6.755504516722724,-36.87133766680246,same_cycle_federal,-18.675064049970366,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,40,R,Knight,Knight,Knight,AL-1994-house-40-R-KNIGHT,ALPERSON-KNIGHT,UNRESOLVED-AL-1994-house-40-R-KNIGHT,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,8703.0,1,0,-11.440769100109373,-5.529249109369077,-2.508218792878713,-5.911519990740295,post2016_southern_model_backcast,True,24,5.529249109369077,5.911519990740295,-6.029266759812465,-11.440769100109373,6.755504516722724,-36.87133766680246,same_cycle_federal,-18.675064049970366,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,42,D,Smith,Smith,Smith,AL-1994-house-42-D-SMITH,ALPERSON-SMITH,UNRESOLVED-AL-1994-house-42-D-SMITH,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,8909.0,1,0,32.58942802956143,-12.682171997004751,-8.880321354496306,45.27160002656618,post2016_southern_model_backcast,True,24,-12.682171997004751,45.27160002656618,49.84592252794546,32.58942802956143,65.03730299672449,3.779774480770724,same_cycle_federal,-28.66810048639233,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,42,R,Bialas,Bialas,Bialas,AL-1994-house-42-R-BIALAS,ALPERSON-BIALAS,UNRESOLVED-AL-1994-house-42-R-BIALAS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,4157.0,0,0,-32.58942802956143,12.682171997004751,8.880321354496306,-45.27160002656618,post2016_southern_model_backcast,True,24,-12.682171997004751,45.27160002656618,-49.84592252794546,-32.58942802956143,-65.03730299672449,3.779774480770724,same_cycle_federal,-28.66810048639233,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,43,D,Romei,Romei,Romei,AL-1994-house-43-D-ROMEI,ALPERSON-ROMEI,UNRESOLVED-AL-1994-house-43-D-ROMEI,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,3731.0,0,0,12.294305308031923,18.11655025312315,9.918818488636232,-5.822244945091228,post2016_southern_model_backcast,True,24,18.11655025312315,-5.822244945091228,-5.8249331604130745,12.294305308031923,-37.65116515064592,-58.5451156516176,same_cycle_federal,-8.599645192939754,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,43,R,Sanderson,Sanderson,Sanderson,AL-1994-house-43-R-SANDERSON,ALPERSON-SANDERSON,UNRESOLVED-AL-1994-house-43-R-SANDERSON,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,10152.0,1,0,-12.294305308031923,-18.11655025312315,-9.918818488636232,5.822244945091228,post2016_southern_model_backcast,True,24,18.11655025312315,-5.822244945091228,5.8249331604130745,-12.294305308031923,37.65116515064592,-58.5451156516176,same_cycle_federal,-8.599645192939754,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,46,D,Jones,Jones,Jones,AL-1994-house-46-D-JONES,ALPERSON-JONES,UNRESOLVED-AL-1994-house-46-D-JONES,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,2681.0,0,0,7.430769173096607,18.385601447090064,5.164537320009082,-10.954832273993457,post2016_southern_model_backcast,True,24,18.385601447090064,-10.954832273993457,-10.51755242886209,7.430769173096607,-30.119721078058543,-76.25091222130268,same_cycle_federal,-38.70042197014753,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,46,R,Carns,Carns,Carns,AL-1994-house-46-R-CARNS,ALPERSON-CARNS,UNRESOLVED-AL-1994-house-46-R-CARNS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,14516.0,1,0,-7.430769173096607,-18.385601447090064,-5.164537320009082,10.954832273993457,post2016_southern_model_backcast,True,24,18.385601447090064,-10.954832273993457,10.51755242886209,-7.430769173096607,30.119721078058543,-76.25091222130268,same_cycle_federal,-38.70042197014753,meaningful,race_differential_party_orientation
AL-HIST-WAR-V1-76814789B2F7641E4255,1994,house,48,D,Gulas,Gulas,Gulas,AL-1994-house-48-D-GULAS,ALPERSON-GULAS,UNRESOLVED-AL-1994-house-48-D-GULAS,surname_only_unresolved_race_specific,canonical_alabama_election_candidate,2750.0,0,0,7.276332702163458,20.082178770686017,7.520899473355534,-12.805846068522559,post2016_southern_model_backcast,True,24,20.082178770686017,-12.805846068522559,-8.128477597519328,7.276332702163458,-38.07888341904818,-74.06176660517693,same_cycle_federal,-28.70655048396529,meaningful,race_differential_party_orientation
