state,year,chamber,district,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,baseline_office,baseline_dem_votes,baseline_rep_votes,baseline_dem_margin,matched_legislative_turnout,source_legislative_turnout,legislative_turnout_join_coverage,allocated_context_votes,statewide_context_votes,minimum_party_context_footprint_share,staging_reconciliation_gate,reconciliation_status,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,coverage_gate,model_eligible_permissive,model_eligible,baseline_allocation_quality,panel_source
AR,1994,house,31,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"johnson, bob",,GOV,2735.6755813953487,1817.089534883721,20.176442734264736,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,0.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,32,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mullenix, ted",,,,,,,,,,,False,missing_one_source,,,,,-1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,33,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"smith, terry","wilkins, tom",,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,35,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wallis, buddy",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,36,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"malone, percy",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,37,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"smith, judy s",,GOV,973.222602739726,785.6010273972603,10.667446816589152,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,38,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"dawson, john h",,GOV,973.222602739726,785.6010273972603,10.667446816589152,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,39,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"purdom, billy j",,GOV,3004.219202898551,2434.826086956522,10.468622443796582,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,40,4508.0,6014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"flippo, pat","hudson, joe",GOV,5627.097826086956,4961.434782608696,6.286641105790198,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,4508.0,6014.0,-14.312868275993157,-20.599509381783356,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,41,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"rorie, roger l",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,42,5380.0,3873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"lynn, becky","mcgahhey, mindy",GOV,3799.593433755716,2821.393181192418,14.774236974816189,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,5380.0,3873.0,16.286609748189775,1.5123727733735866,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,43,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"simon, stephen",,GOV,1391.786044097947,993.808134104102,16.68254867614529,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,0.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,44,4450.0,4149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wren, greg","parks, marvin",GOV,6690.8744259178,5203.360019014188,12.506180316106237,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,4450.0,4149.0,3.5004070240725667,-9.00577329203367,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,45,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"courtway, tom",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,46,3818.0,3501.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"mitchell, larry","curtis, j lance",GOV,3974.963864886096,3592.0149253731342,5.060790443947347,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3818.0,3501.0,4.331192785899713,-0.7295976580476342,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,47,6020.0,2836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kidd, douglas","hunnicutt, gary f",GOV,5635.494893951296,3422.44776119403,24.432116839469657,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,6020.0,2836.0,35.95302619692863,11.520909357458976,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,48,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"lancaster, jim",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,49,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"newman, bobby g",,GOV,973.222602739726,785.6010273972603,10.667446816589152,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,50,3688.0,2639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sheppard, courtney","mathis, tom",GOV,4501.0,2725.0,24.577913091613617,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,material_mismatch,3688.0,2639.0,16.579737632369213,-7.998175459244404,0.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,51,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"stalnaker, e ray",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,52,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wyrick, phill",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,53,3905.0,4074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"moreland, debbie","thomas, ted",GOV,4376.836779849781,3996.785262140621,4.538675328350768,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,material_mismatch,3905.0,4074.0,-2.1180599072565482,-6.656735235607316,0.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,54,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"jones, myra",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,55,5070.0,3398.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"argue, jim, jr","lamb, kevin",GOV,5221.567225829568,4012.903547676685,13.088607975462393,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,5070.0,3398.0,19.744922059518185,6.656314084055792,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,56,3651.0,1233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"booker, michael d","alale, clare m",GOV,4289.055270999352,1442.4039975112019,49.667129087491794,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3651.0,1233.0,49.50859950859951,-0.15852957889228492,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,57,6178.0,2721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ferrell, lisa","phillips, gary l",GOV,6667.128270033794,3438.000403139511,31.955336456692965,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,6178.0,2721.0,38.84706146758063,6.891725010887665,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,58,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"brown, irma h",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,59,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"bennett, m dee",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,60,3963.0,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"vess, stuart","powers, buddy",GOV,4008.3129194270155,3052.341559383484,13.539415686073665,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3963.0,3576.0,5.133306804615997,-8.40610888145767,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,61,5560.0,3140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"dietz, james g","boyd, valtaree",GOV,5314.753342689496,3903.588608537008,15.308227245407533,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,5560.0,3140.0,27.816091954022987,12.507864708615454,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,62,2340.0,1572.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"molinaro, joe","gullahorn, tom l, jr",GOV,2133.1417265545547,1964.6332930104145,4.11219339128163,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,2340.0,1572.0,19.631901840490798,15.519708449209169,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,63,3526.0,3411.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"wood, doug","rackley, david l",GOV,4116.745705779047,3784.880642033911,4.1999589595500275,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3526.0,3411.0,1.6577771370909615,-2.542181822459066,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,64,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilson, michael (mike)",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,65,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"townsend, william h",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,66,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"goodwin, larry",,GOV,795.6829710144928,783.7391304347826,0.7562158696367789,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,67,5832.0,3085.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"miller, john e","hutchins, donald",GOV,5843.0,3503.0,25.037449176118127,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,5832.0,3085.0,30.806324997196366,5.76887582107824,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,68,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"capps, john p",,GOV,4032.8744161909704,3094.2174364296834,13.170266346660593,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,69,5724.0,2684.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"choate, david","bush, jim",GOV,4819.159833938765,4038.359626362221,8.815111398581237,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,material_mismatch,5724.0,2684.0,36.15604186489058,27.340930466309345,1.0,True,True,True,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,70,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"flechter, billi",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,71,3614.0,3144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pappas, pat","francis, betsy",GOV,6260.0,3395.0,29.673744174003108,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3614.0,3144.0,6.954720331459011,-22.719023842544097,0.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,72,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilkins, josetta e",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,73,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"roberts, jacqueline",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,74,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"schexnayder, charlotte",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,75,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"mckissack, jimmie d",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,76,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"owensingram, marian d",,GOV,2306.0,1129.0,34.26491994177584,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,77,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"davis, michael",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,78,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"baker, thomas g (tom)",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,79,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"ray, donald l",,GOV,2032.8501390806555,1588.1534570103006,12.2810339804806,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,0.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,80,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"calhoun, v o (butch) 2",,GOV,1885.8744161909704,1168.2174364296834,23.49821205100561,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,81,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"northcutt, wanda",,GOV,2002.403460605063,964.453044940469,34.98485395988979,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,False,missing_one_source,,,,,1.0,False,True,False,False,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,82,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"jordon, james t",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,83,3767.0,2703.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"murphy, nap b","dintelman, jim l",GOV,4663.0,2530.0,29.65383011260948,329692.0,329694.0,0.9999939337688887,351470.0,698485.0,0.48777346374972,True,exact,3767.0,2703.0,16.4451313755796,-13.20869873702988,1.0,True,True,True,True,sos_legislative_turnout_join_95pct,Arkansas SOS context + Klarner outcome
AR,1994,house,84,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"simmons, richard",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,85,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wooldridge, tim",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,86,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wood, bobby g",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,88,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"cash, claud v",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,89,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"critcher, jack l",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,90,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"luker, james c",,,,,,,,,,,,False,missing_one_source,,,,,0.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
AR,1994,house,91,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"flanagin, pat",,,,,,,,,,,,False,missing_one_source,,,,,1.0,False,False,False,False,partial_unresolved,Arkansas SOS context + Klarner outcome
