state,chamber,district_2022,prior_year,prior_party,prior_candidate,normalized_name,normalized_surname,uncont,exper,candid
AR,lower,92.0,2022,R,"mayberry, julie",JULIE MAYBERRY,MAYBERRY,1,inc,322078
AR,lower,91.0,2022,R,"cozart, bruce",BRUCE COZART,COZART,0,inc,308902
AR,lower,90.0,2022,R,"womack, richard",RICHARD WOMACK,WOMACK,1,inc,308894
AR,lower,89.0,2022,R,"gonzales, justin",JUSTIN GONZALES,GONZALES,1,inc,322066
AR,lower,88.0,2022,R,"watson, danny",DANNY WATSON,WATSON,1,inc,361638
AR,lower,87.0,2022,R,"vaught, deann",DEANN VAUGHT,VAUGHT,0,inc,322039
AR,lower,86.0,2022,R,"maddox, john",JOHN MADDOX,MADDOX,1,inc,361662
AR,lower,85.0,2022,R,"mcgrew, richard",RICHARD MCGREW,MCGREW,1,inc,392900
AR,lower,84.0,2022,R,"warren, les a",LES A WARREN,WARREN,0,inc,361669
AR,lower,83.0,2022,R,"fite, lanny",LANNY FITE,FITE,1,inc,322073
AR,lower,82.0,2022,R,"furman, tony",TONY FURMAN,FURMAN,1,inc,392907
AR,lower,81.0,2022,R,"hawk, r j",R J HAWK,HAWK,0,none,406637
AR,lower,80.0,2022,D,"ennett, denise",DENISE ENNETT,ENNETT,1,inc,392918
AR,lower,79.0,2022,D,"shephard, tara",TARA SHEPHARD,SHEPHARD,1,none,406632
AR,lower,78.0,2022,R,"brooks, keith",KEITH BROOKS,BROOKS,1,inc,392911
AR,lower,77.0,2022,D,"allen, fred",FRED ALLEN,ALLEN,1,inc,271000
AR,lower,76.0,2022,D,"springer, joy c",JOY C SPRINGER,SPRINGER,1,inc,392915
AR,lower,75.0,2022,D,"hudson, ashley",ASHLEY HUDSON,HUDSON,0,inc,392912
AR,lower,74.0,2022,D,"mccullough, tippi",TIPPI MCCULLOUGH,MCCULLOUGH,1,inc,391278
AR,lower,73.0,2022,D,"collins, andrew",ANDREW COLLINS,COLLINS,0,inc,379884
AR,lower,72.0,2022,D,"scott, jamie",JAMIE SCOTT,SCOTT,1,inc,391281
AR,lower,71.0,2022,R,"achor, brandon",BRANDON ACHOR,ACHOR,0,none,406610
AR,lower,70.0,2022,R,"wing, carlton",CARLTON WING,WING,0,inc,361687
AR,lower,69.0,2022,R,"ray, david",DAVID RAY,RAY,0,inc,392924
AR,lower,68.0,2022,R,"evans, brian",BRIAN EVANS,EVANS,1,inc,391283
AR,lower,67.0,2022,R,"brown, karilyn",KARILYN BROWN,BROWN,0,inc,322101
AR,lower,66.0,2022,D,"perry, mark w",MARK W PERRY,PERRY,1,inc,283213
AR,lower,65.0,2022,D,"flowers, vivian",VIVIAN FLOWERS,FLOWERS,1,inc,322061
AR,lower,64.0,2022,D,"ferguson, kenneth b",KENNETH B FERGUSON,FERGUSON,1,inc,322057
AR,lower,63.0,2022,D,"ferguson, deborah",DEBORAH FERGUSON,FERGUSON,1,inc,308945
AR,lower,62.0,2022,R,"mcelroy, mark d",MARK D MCELROY,MCELROY,0,inc,308884
AR,lower,61.0,2022,R,"moore, jeremiah",JEREMIAH MOORE,MOORE,0,none,406582
AR,lower,60.0,2022,R,"lynch, roger d",ROGER D LYNCH,LYNCH,1,inc,361654
AR,lower,59.0,2022,R,"wooten, jim",JIM WOOTEN,WOOTEN,0,inc,391285
AR,lower,58.0,2022,R,"eaves, les",LES EAVES,EAVES,0,inc,322108
AR,lower,57.0,2022,R,"cooper, cameron",CAMERON COOPER,COOPER,1,inc,391284
AR,lower,56.0,2022,D,"magie, steve",STEVE MAGIE,MAGIE,0,inc,295564
AR,lower,55.0,2022,R,"brown, matt",MATT BROWN,BROWN,0,none,406562
AR,lower,54.0,2022,R,"bentley, mary",MARY BENTLEY,BENTLEY,1,inc,308983
AR,lower,53.0,2022,R,"duffield, matt",MATT DUFFIELD,DUFFIELD,1,none,406557
AR,lower,52.0,2022,R,"richmond, marcus e",MARCUS E RICHMOND,RICHMOND,1,inc,322070
AR,lower,51.0,2022,R,"crawford, cindy",CINDY CRAWFORD,CRAWFORD,1,inc,391303
AR,lower,50.0,2022,R,"gramlich, zack",ZACK GRAMLICH,GRAMLICH,0,none,406550
AR,lower,49.0,2022,D,"richardson, jay",JAY RICHARDSON,RICHARDSON,0,inc,391304
AR,lower,48.0,2022,R,"rose, ryan a",RYAN A ROSE,ROSE,1,none,406543
AR,lower,47.0,2022,R,"johnson, lee",LEE JOHNSON,JOHNSON,1,inc,391302
AR,lower,46.0,2022,R,"eubanks, jon s",JON S EUBANKS,EUBANKS,1,inc,295621
AR,lower,45.0,2022,R,"pilkington, aaron",AARON PILKINGTON,PILKINGTON,1,inc,361729
AR,lower,44.0,2022,R,"berry, stan",STAN BERRY,BERRY,1,inc,9312
AR,lower,43.0,2022,R,"beck, rick",RICK BECK,BECK,1,inc,322143
AR,lower,42.0,2022,R,"meeks, stephen",STEPHEN MEEKS,MEEKS,1,inc,295567
AR,lower,41.0,2022,R,"miller, josh",JOSH MILLER,MILLER,1,inc,308972
AR,lower,40.0,2022,R,"pearce, shad",SHAD PEARCE,PEARCE,1,none,406526
AR,lower,39.0,2022,R,"long, wayne",WAYNE LONG,LONG,1,none,9328
AR,lower,38.0,2022,R,"tosh, dwight",DWIGHT TOSH,TOSH,1,inc,322119
AR,lower,37.0,2022,R,"hollowell, steve",STEVE HOLLOWELL,HOLLOWELL,0,inc,361701
AR,lower,36.0,2022,R,"rye, johnny 2",JOHNNY 2 RYE,RYE,1,inc,361707
AR,lower,35.0,2022,D,"nicks, milton, jr",MILTON NICKS,NICKS,1,inc,322113
AR,lower,34.0,2022,R,"carr, joey",JOEY CARR,CARR,0,none,406510
AR,lower,33.0,2022,R,"milligan, mayor j",MAYOR J MILLIGAN,MILLIGAN,1,inc,392941
AR,lower,32.0,2022,R,"ladyman, jack",JACK LADYMAN,LADYMAN,1,inc,322131
AR,lower,31.0,2022,R,"gazaway, jimmy",JIMMY GAZAWAY,GAZAWAY,1,inc,361711
AR,lower,30.0,2022,R,"cavenaugh, frances",FRANCES CAVENAUGH,CAVENAUGH,1,inc,361716
AR,lower,29.0,2022,R,"mcclure, rick",RICK MCCLURE,MCCLURE,0,inc,392905
AR,lower,28.0,2022,R,"schulz, bart",BART SCHULZ,SCHULZ,1,none,406495
AR,lower,27.0,2022,R,"walker, steven",STEVEN WALKER,WALKER,1,none,406493
AR,lower,10.0,2022,R,"mcalindon, mindy",MINDY MCALINDON,MCALINDON,0,none,406449
AR,lower,9.0,2022,R,"hodges, deanna",DEANNA HODGES,HODGES,0,none,406444
AR,lower,8.0,2022,R,"mccollum, austin",AUSTIN MCCOLLUM,MCCOLLUM,1,inc,361763
AR,lower,7.0,2022,R,"mckenzie, brit",BRIT MCKENZIE,MCKENZIE,1,none,406440
AR,lower,6.0,2022,R,"breaux, harlan",HARLAN BREAUX,BREAUX,0,inc,379946
AR,lower,5.0,2022,R,"mcnair, ron",RON MCNAIR,MCNAIR,1,inc,322200
AR,lower,4.0,2022,R,"fortner, jack",JACK FORTNER,FORTNER,1,inc,361768
AR,lower,3.0,2022,R,"painter, stetson",STETSON PAINTER,PAINTER,1,none,406428
AR,lower,2.0,2022,R,"steimel, trey",TREY STEIMEL,STEIMEL,1,none,406426
AR,lower,1.0,2022,R,"wooldridge, jeremy",JEREMY WOOLDRIDGE,WOOLDRIDGE,0,none,406422
AR,lower,26.0,2022,R,"berry, mark h",MARK H BERRY,BERRY,1,inc,392982
AR,lower,25.0,2022,R,"puryear, chad",CHAD PURYEAR,PURYEAR,0,none,406489
AR,lower,24.0,2022,R,"fite, charlene",CHARLENE FITE,FITE,1,inc,308995
AR,lower,23.0,2022,R,"moore, kendra",KENDRA MOORE,MOORE,1,none,406483
AR,lower,22.0,2022,D,"whitaker, david",DAVID WHITAKER,WHITAKER,0,inc,309004
AR,lower,21.0,2022,D,"clowney, nicole",NICOLE CLOWNEY,CLOWNEY,1,inc,391309
AR,lower,20.0,2022,D,"garner, denise",DENISE GARNER,GARNER,1,inc,379929
AR,lower,19.0,2022,R,"unger, steve",STEVE UNGER,UNGER,0,none,406474
AR,lower,18.0,2022,R,"lundstrum, robin",ROBIN LUNDSTRUM,LUNDSTRUM,0,inc,322174
AR,lower,17.0,2022,R,"haak, delia",DELIA HAAK,HAAK,1,inc,392998
AR,lower,16.0,2022,R,"underwood, kendon",KENDON UNDERWOOD,UNDERWOOD,1,inc,392996
AR,lower,15.0,2022,R,"carr, john p",JOHN P CARR,CARR,0,inc,393003
AR,lower,14.0,2022,R,"hodges, grant",GRANT HODGES,HODGES,0,pastinc,322195
AR,lower,13.0,2022,R,"scottrichardson, r",R SCOTTRICHARDSON,SCOTTRICHARDSON,0,none,406458
AR,lower,12.0,2022,R,"hendrenduke, hope",HOPE HENDRENDUKE,HENDRENDUKE,1,none,406455
AR,lower,11.0,2022,R,"burkes, rebecca",REBECCA BURKES,BURKES,0,none,406451
TX,upper,28.0,2022,R,"perry, charles",CHARLES PERRY,PERRY,1,inc,305798
TX,upper,27.0,2022,D,"lamantia, morgan",MORGAN LAMANTIA,LAMANTIA,0,none,419067
TX,upper,26.0,2022,D,"menendez, jose",JOSE MENENDEZ,MENENDEZ,0,inc,221741
TX,upper,25.0,2022,R,"campbell, donna",DONNA CAMPBELL,CAMPBELL,0,inc,319605
TX,upper,24.0,2022,R,"flores, peter p",PETER P FLORES,FLORES,0,none,375953
TX,upper,23.0,2022,D,"west, royce",ROYCE WEST,WEST,1,inc,220383
TX,upper,22.0,2022,R,"birdwell, brian",BRIAN BIRDWELL,BIRDWELL,1,inc,305654
TX,upper,21.0,2022,D,"zaffirini, judith",JUDITH ZAFFIRINI,ZAFFIRINI,0,inc,220307
TX,upper,20.0,2022,D,"hinojosa, juan (chuy)",JUAN CHUY HINOJOSA,HINOJOSA,0,inc,220269
TX,upper,19.0,2022,D,"gutierrez, rolando",ROLANDO GUTIERREZ,GUTIERREZ,0,inc,292195
TX,upper,18.0,2022,R,"kolkhorst, lois w",LOIS W KOLKHORST,KOLKHORST,0,inc,221890
TX,upper,17.0,2022,R,"huffman, joan",JOAN HUFFMAN,HUFFMAN,0,inc,305647
TX,upper,16.0,2022,D,"johnson, nathan",NATHAN JOHNSON,JOHNSON,0,inc,389840
TX,upper,15.0,2022,D,"whitmire, john",JOHN WHITMIRE,WHITMIRE,0,inc,220035
TX,upper,14.0,2022,D,"eckhardt, sarah",SARAH ECKHARDT,ECKHARDT,1,none,419040
AR,lower,5.0,2020,D,"fielding, david",DAVID FIELDING,FIELDING,0,inc,295508
AR,lower,48.0,2020,D,"murdock, reginald",REGINALD MURDOCK,MURDOCK,1,inc,295575
AR,lower,47.0,2020,R,"christiansen, craig",CRAIG CHRISTIANSEN,CHRISTIANSEN,1,inc,379896
AR,lower,39.0,2020,R,"lowery, mark",MARK LOWERY,LOWERY,0,inc,9033
TX,upper,12.0,2020,R,"nelson, jane",JANE NELSON,NELSON,0,inc,219924
TX,upper,11.0,2020,R,"taylor, larry",LARRY TAYLOR,TAYLOR,0,inc,223121
TX,lower,147.0,2020,D,"coleman, garnet f",GARNET F COLEMAN,COLEMAN,1,inc,222425
TX,lower,114.0,2020,D,"turner, john",JOHN TURNER,TURNER,0,inc,280351
TX,lower,133.0,2020,R,"murphy, jim",JIM MURPHY,MURPHY,0,inc,280413
TX,lower,127.0,2020,R,"huberty, dan",DAN HUBERTY,HUBERTY,1,inc,305875
TX,lower,124.0,2020,D,"minjarez, ina",INA MINJAREZ,MINJAREZ,1,inc,376163
TX,lower,122.0,2020,R,"larson, lyle",LYLE LARSON,LARSON,0,inc,305867
TX,lower,118.0,2020,D,"pacheco, leo",LEO PACHECO,PACHECO,0,inc,389751
TX,lower,100.0,2020,D,"crockett, jasmine f",JASMINE F CROCKETT,CROCKETT,1,none,403688
TX,lower,65.0,2020,D,"beckley, michelle",MICHELLE BECKLEY,BECKLEY,0,inc,389653
TX,lower,93.0,2020,R,"krause, matt",MATT KRAUSE,KRAUSE,0,inc,319764
TX,lower,92.0,2020,R,"cason, jeff",JEFF CASON,CASON,0,none,403672
TX,lower,85.0,2020,R,"stephenson, phil",PHIL STEPHENSON,STEPHENSON,0,inc,223396
TX,lower,84.0,2020,R,"frullo, john",JOHN FRULLO,FRULLO,0,inc,305799
TX,lower,50.0,2020,D,"israel, celia",CELIA ISRAEL,ISRAEL,0,inc,333628
TX,lower,79.0,2020,D,"fierro, art",ART FIERRO,FIERRO,1,none,403649
TX,lower,73.0,2020,R,"biedermann, kyle",KYLE BIEDERMANN,BIEDERMANN,0,inc,376079
TX,lower,70.0,2020,R,"sanford, scott",SCOTT SANFORD,SANFORD,0,inc,319732
TX,lower,68.0,2020,R,"springer, drew",DREW SPRINGER,SPRINGER,0,inc,225762
TX,lower,63.0,2020,R,"parker, tan",TAN PARKER,PARKER,0,inc,280265
TX,lower,61.0,2020,R,"king, phil",PHIL KING,KING,0,inc,225626
TX,lower,51.0,2020,D,"rodriguez, eddie",EDDIE RODRIGUEZ,RODRIGUEZ,0,inc,224958
TX,lower,17.0,2020,R,"cyrier, john p",JOHN P CYRIER,CYRIER,0,inc,375988
TX,lower,38.0,2020,D,"lucio, eddie, iii 2",EDDIE 2 LUCIO,LUCIO,1,inc,280214
TX,lower,37.0,2020,D,"dominguez, alex",ALEX DOMINGUEZ,DOMINGUEZ,1,inc,389607
TX,lower,23.0,2020,R,"middleton, mayes",MAYES MIDDLETON,MIDDLETON,0,inc,389586
TX,lower,22.0,2020,D,"deshotel, joseph (joe)",JOSEPH JOE DESHOTEL,DESHOTEL,0,inc,222970
TX,lower,19.0,2020,R,"white, james e",JAMES E WHITE,WHITE,1,inc,305681
TN,upper,4.0,2020,R,"lundberg, jon c",JON C LUNDBERG,LUNDBERG,0,inc,279955
TN,upper,2.0,2020,R,"swann, art",ART SWANN,SWANN,1,inc,305467
TX,lower,13.0,2020,R,"leman, ben",BEN LEMAN,LEMAN,1,inc,389566
TX,lower,10.0,2020,R,"ellzey, jake",JAKE ELLZEY,ELLZEY,1,none,333559
TX,lower,9.0,2020,R,"paddie, chris",CHRIS PADDIE,PADDIE,1,inc,319630
TN,upper,32.0,2020,R,"rose, paul w",PAUL W ROSE,ROSE,0,none,403513
TN,upper,30.0,2020,D,"kyle, sara p",SARA P KYLE,KYLE,1,inc,353190
TN,upper,28.0,2020,R,"hensley, joey",JOEY HENSLEY,HENSLEY,1,inc,217931
TN,upper,26.0,2020,R,"walley, page",PAGE WALLEY,WALLEY,0,pastother,218527
TN,upper,24.0,2020,R,"stevens, john d",JOHN D STEVENS,STEVENS,1,inc,319387
TN,upper,22.0,2020,R,"powers, bill",BILL POWERS,POWERS,0,none,403503
TN,upper,20.0,2020,D,"campbell, heidi",HEIDI CAMPBELL,CAMPBELL,0,none,403500
TN,upper,18.0,2020,R,"haile, ferrell",FERRELL HAILE,HAILE,1,inc,213068
TN,upper,16.0,2020,R,"bowling, janice",JANICE BOWLING,BOWLING,0,inc,319379
TN,upper,14.0,2020,R,"reeves, shane",SHANE REEVES,REEVES,0,none,403495
TN,upper,12.0,2020,R,"yager, ken",KEN YAGER,YAGER,1,inc,291752
TN,upper,10.0,2020,R,"gardenhire, todd",TODD GARDENHIRE,GARDENHIRE,0,inc,319375
TN,upper,8.0,2020,R,"niceley, frank s",FRANK S NICELEY,NICELEY,1,inc,213748
TN,upper,6.0,2020,R,"duncanmassey, becky d",BECKY D DUNCANMASSEY,MASSEY,0,inc,319372
TN,lower,69.0,2020,R,"curcio, michael g",MICHAEL G CURCIO,CURCIO,0,inc,333450
TN,lower,91.0,2020,D,"lamar, london p",LONDON P LAMAR,LAMAR,1,inc,389496
TN,lower,52.0,2020,D,"stewart, michael",MICHAEL STEWART,STEWART,0,inc,291848
TN,lower,79.0,2020,R,"halford, curtis",CURTIS HALFORD,HALFORD,1,inc,291890
TN,lower,75.0,2020,R,"griffey, bruce i",BRUCE I GRIFFEY,GRIFFEY,1,inc,389473
TN,lower,71.0,2020,R,"byrd, david (coach)",DAVID COACH BYRD,BYRD,1,inc,333452
TN,lower,67.0,2020,D,"hodges, jason",JASON HODGES,HODGES,0,inc,389455
TN,lower,63.0,2020,R,"casada, glen",GLEN CASADA,CASADA,0,inc,217444
TN,lower,61.0,2020,R,"ogles, brandon",BRANDON OGLES,OGLES,0,inc,389440
TN,lower,59.0,2020,D,"potts, jason",JASON POTTS,POTTS,1,inc,389438
TN,lower,20.0,2020,R,"ramsey, bob",BOB RAMSEY,RAMSEY,0,inc,291799
TN,lower,41.0,2020,D,"windle, john m",JOHN M WINDLE,WINDLE,1,inc,216031
TN,lower,40.0,2020,R,"weaver, terri l",TERRI L WEAVER,WEAVER,1,inc,280017
TN,lower,35.0,2020,R,"sexton, jerry",JERRY SEXTON,SEXTON,1,inc,333380
TN,lower,32.0,2020,R,"calfee, kent d",KENT D CALFEE,CALFEE,1,inc,319450
TN,lower,29.0,2020,R,"carter, mike",MIKE CARTER,CARTER,1,inc,319444
TN,lower,26.0,2020,R,"smith, robin",ROBIN SMITH,SMITH,0,inc,389375
TN,lower,24.0,2020,R,"hall, mark",MARK HALL,HALL,0,inc,389370
TN,lower,18.0,2020,R,"mannis, eddie",EDDIE MANNIS,MANNIS,0,none,403361
GA,upper,53.0,2020,R,"mullis, jeff e",JEFF E MULLIS,MULLIS,1,inc,38395
GA,upper,49.0,2020,R,"miller, cecil t (butch)",CECIL T BUTCH MILLER,MILLER,1,inc,296932
GA,upper,48.0,2020,D,"au, michelle",MICHELLE AU,AU,0,none,394693
GA,upper,37.0,2020,R,"tippins, lindsey a",LINDSEY A TIPPINS,TIPPINS,0,inc,296914
GA,upper,25.0,2020,R,"jones, burt b (burt) 3",BURT B BURT 3 JONES,JONES,0,inc,310349
GA,upper,14.0,2020,R,"thompson, bruce a",BRUCE A THOMPSON,THOMPSON,0,inc,323541
GA,lower,160.0,2020,R,"tankersley, jan b",JAN B TANKERSLEY,TANKERSLEY,1,inc,297150
GA,upper,7.0,2020,R,"harper, tyler j",TYLER J HARPER,HARPER,1,inc,310325
GA,upper,6.0,2020,D,"jordan, jen",JEN JORDAN,JORDAN,0,inc,381490
GA,upper,3.0,2020,R,"mcneill, sheila",SHEILA MCNEILL,MCNEILL,1,none,394626
GA,upper,2.0,2020,D,"jackson, lester g, iii",LESTER G JACKSON,JACKSON,1,inc,40205
GA,lower,179.0,2020,R,"hogan, don",DON HOGAN,HOGAN,0,inc,363698
GA,lower,169.0,2020,R,"lariccia, dominic f",DOMINIC F LARICCIA,LARICCIA,0,inc,323885
GA,lower,165.0,2020,D,"stephens, mickey v (ron) 2",MICKEY V RON 2 STEPHENS,STEPHENS,1,inc,284693
GA,lower,163.0,2020,D,"mallow, derek j",DEREK J MALLOW,MALLOW,1,none,394599
GA,lower,156.0,2020,R,"morris, gregory (greg)",GREGORY GREG MORRIS,MORRIS,1,inc,39999
GA,lower,154.0,2020,D,"dukes, winfred j",WINFRED J DUKES,DUKES,1,inc,40734
GA,lower,153.0,2020,D,"whitakerhopson, camia",CAMIA WHITAKERHOPSON,WHITAKERHOPSON,1,inc,381447
GA,lower,149.0,2020,R,"pruitt, robert",ROBERT PRUITT,PRUITT,1,none,394582
GA,lower,147.0,2020,R,"clark, heath n",HEATH N CLARK,CLARK,0,inc,323848
GA,lower,145.0,2020,R,"williams, r kyle",R KYLE WILLIAMS,WILLIAMS,0,inc,38453
GA,lower,112.0,2020,R,"belton, dave c (dave)",DAVE C DAVE BELTON,BELTON,1,inc,323798
GA,lower,135.0,2020,D,"smyre, calvin",CALVIN SMYRE,SMYRE,1,inc,39496
GA,lower,129.0,2020,R,"holmes, susan d",SUSAN D HOLMES,HOLMES,0,inc,297109
GA,lower,95.0,2020,D,"moore, beth",BETH MOORE,MOORE,0,inc,381365
GA,lower,125.0,2020,D,"clarknelson, sheila",SHEILA CLARKNELSON,NELSON,1,inc,363636
GA,lower,116.0,2020,R,"england, terry l",TERRY L ENGLAND,ENGLAND,1,inc,261098
GA,lower,114.0,2020,R,"kirby, l thomas (tom)",L THOMAS TOM KIRBY,KIRBY,1,inc,310525
GA,lower,80.0,2020,D,"wilson, matthew",MATTHEW WILSON,WILSON,0,inc,381347
GA,lower,79.0,2020,D,"wilensky, michael s",MICHAEL S WILENSKY,WILENSKY,0,inc,381344
GA,lower,106.0,2020,D,"mitchell, rebecca",REBECCA MITCHELL,MITCHELL,0,none,394519
GA,lower,105.0,2020,D,"mcleod, donna",DONNA MCLEOD,MCLEOD,0,inc,363613
GA,lower,103.0,2020,R,"barr, timothy l",TIMOTHY L BARR,BARR,0,inc,310512
GA,lower,97.0,2020,R,"rich, bonnie",BONNIE RICH,RICH,0,inc,381367
GA,lower,64.0,2020,D,"jackson, derrick l",DERRICK L JACKSON,JACKSON,1,inc,363561
GA,lower,90.0,2020,D,"stephenson, pamela s (pam)",PAMELA S PAM STEPHENSON,STEPHENSON,1,inc,44912
GA,lower,89.0,2020,D,"nguyen, bee",BEE NGUYEN,NGUYEN,1,inc,381357
GA,lower,86.0,2020,D,"lopez, zulma",ZULMA LOPEZ,LOPEZ,1,none,394490
GA,lower,84.0,2020,D,"shannon, renitta",RENITTA SHANNON,SHANNON,1,inc,363587
GA,lower,48.0,2020,D,"robichaux, mary",MARY ROBICHAUX,ROBICHAUX,0,inc,381307
GA,lower,71.0,2020,R,"singleton, philip",PHILIP SINGLETON,SINGLETON,0,none,394471
GA,lower,69.0,2020,R,"nix, randall o (randy)",RANDALL O RANDY NIX,NIX,0,inc,272376
GA,lower,67.0,2020,R,"gravley, micah t (micah)",MICAH T MICAH GRAVLEY,GRAVLEY,0,inc,310469
GA,lower,31.0,2020,R,"benton, thomas h (tommy)",THOMAS H TOMMY BENTON,BENTON,0,inc,260990
GA,lower,62.0,2020,D,"boddie, william k, jr",WILLIAM K BODDIE,BODDIE,1,inc,363559
GA,lower,59.0,2020,D,"dreyer, david",DAVID DREYER,DREYER,1,inc,363555
GA,lower,55.0,2020,D,"metze, marie r",MARIE R METZE,METZE,1,inc,363551
GA,lower,51.0,2020,D,"mclaurin, josh",JOSH MCLAURIN,MCLAURIN,0,inc,381313
GA,lower,50.0,2020,D,"kausche, angelika",ANGELIKA KAUSCHE,KAUSCHE,0,inc,381310
GA,lower,45.0,2020,R,"dollar, matthew k (matt)",MATTHEW K MATT DOLLAR,DOLLAR,0,inc,42898
GA,lower,40.0,2020,D,"allen, erick e",ERICK E ALLEN,ALLEN,0,inc,323693
GA,lower,39.0,2020,D,"thomas, erica r",ERICA R THOMAS,THOMAS,0,inc,323691
GA,lower,35.0,2020,R,"setzler, l edwin (ed)",L EDWIN ED SETZLER,SETZLER,0,inc,260996
GA,lower,34.0,2020,R,"reeves, albert t (bert)",ALBERT T BERT REEVES,REEVES,0,inc,323683
GA,lower,24.0,2020,R,"smallwoodgilligan, sheri",SHERI SMALLWOODGILLIGAN,SMALLWOODGILLIGAN,0,inc,323669
GA,lower,22.0,2020,R,"cantrell, wesley e (wes)",WESLEY E WES CANTRELL,CANTRELL,0,inc,323664
AR,lower,100.0,2020,R,"speaks, nelda",NELDA SPEAKS,SPEAKS,1,inc,322203
GA,lower,3.0,2020,R,"hill, dewayne",DEWAYNE HILL,HILL,1,inc,363490
AR,upper,27.0,2020,R,"garner, trent",TRENT GARNER,GARNER,0,inc,361626
AR,upper,12.0,2020,R,"beckham, charles",CHARLES BECKHAM,BECKHAM,0,none,393021
AR,upper,7.0,2020,R,"eads, lance",LANCE EADS,EADS,1,inc,322177
AR,upper,2.0,2020,R,"hendren, jim",JIM HENDREN,HENDREN,0,inc,6890
AR,lower,96.0,2020,R,"bryant, jill",JILL BRYANT,BRYANT,0,none,393006
AR,lower,93.0,2020,R,"dotson, jim",JIM DOTSON,DOTSON,0,inc,309015
AR,lower,92.0,2020,R,"hendrenmckenzie, gayla",GAYLA HENDRENMCKENZIE,HENDRENMCKENZIE,1,inc,379937
AR,lower,89.0,2020,D,"godfrey, megan",MEGAN GODFREY,GODFREY,0,inc,379932
AR,lower,88.0,2020,R,"penzo, clint",CLINT PENZO,PENZO,0,inc,361753
AR,lower,83.0,2020,R,"slape, keith",KEITH SLAPE,SLAPE,1,inc,391307
AR,lower,81.0,2020,R,"coleman, bruce",BRUCE COLEMAN,COLEMAN,1,inc,361744
AR,lower,79.0,2020,R,"deffenbaugh, gary",GARY DEFFENBAUGH,DEFFENBAUGH,1,inc,295595
AR,lower,77.0,2020,R,"boyd, justin",JUSTIN BOYD,BOYD,1,inc,322162
AR,lower,71.0,2020,R,"cloud, joe",JOE CLOUD,CLOUD,1,inc,379916
AR,lower,70.0,2020,R,"hawks, spencer",SPENCER HAWKS,HAWKS,1,inc,379915
AR,lower,64.0,2020,R,"payton, john",JOHN PAYTON,PAYTON,1,inc,308968
AR,lower,63.0,2020,R,"smith, stu",STU SMITH,SMITH,1,inc,391296
AR,lower,62.0,2020,R,"gray, michelle",MICHELLE GRAY,GRAY,1,inc,322137
AR,lower,61.0,2020,R,"davis, marsh",MARSH DAVIS,DAVIS,1,inc,361719
AR,lower,58.0,2020,R,"smith, brandt",BRANDT SMITH,SMITH,0,inc,322129
AR,lower,56.0,2020,R,"jett, joe",JOE JETT,JETT,1,inc,308951
AR,lower,55.0,2020,D,"hodges, monte",MONTE HODGES,HODGES,0,inc,308950
AR,lower,12.0,2020,R,"tollett, david",DAVID TOLLETT,TOLLETT,1,none,392886
AR,lower,29.0,2020,D,"love, fredrick (fred)",FREDRICK FRED LOVE,LOVE,1,inc,295552
TX,upper,27.0,2020,D,"lucio, eddie, jr 1",EDDIE 1 LUCIO,LUCIO,0,inc,220519
TX,upper,24.0,2020,R,"buckingham, dawn",DAWN BUCKINGHAM,BUCKINGHAM,0,inc,375961
AR,lower,15.0,2020,R,"bragg, ken",KEN BRAGG,BRAGG,1,inc,308890
AR,lower,13.0,2020,R,"hillman, david",DAVID HILLMAN,HILLMAN,1,inc,308887
