state,year,chamber,district,party,candidate,candidate_votes,normalized_name,incumbent,match_method,match_score,runner_up_score,prior_candidate,prior_year,prior_party,prior_district,party_switch
TX,2024,upper,27,D,LAMANTIA,123310,LAMANTIA,True,district_surname_match,1.0,0.3076923076923077,"lamantia, morgan",2022.0,D,27.0,False
TX,2024,upper,6,D,ALVARADO,119280,ALVARADO,True,district_surname_match,1.0,0.0,"alvarado, carol",2022.0,D,6.0,False
TX,2024,lower,73,R,ISAAC,91924,ISAAC,True,district_surname_match,1.0,0.26666666666666666,"isaac, carrie",2022.0,R,73.0,False
TX,2024,lower,19,R,TROXCLAIR,87415,TROXCLAIR,True,district_surname_match,1.0,0.14285714285714285,"troxclair, ellen",2022.0,R,19.0,False
GA,2024,upper,10,D,EMANUEL D JONES,85131,EMANUEL D JONES,True,exact_normalized_name,1.0,0.0,"jones, emanuel d",2022.0,D,10.0,False
GA,2024,upper,50,R,BO HATCHETT,82868,BO HATCHETT,True,exact_normalized_name,1.0,0.0,"hatchett, bo",2022.0,R,50.0,False
GA,2024,upper,21,R,BRANDON BEACH,81481,BRANDON BEACH,True,district_name_match,0.9285714285714286,0.0,"beach, brandon l",2022.0,R,21.0,False
TX,2024,lower,68,R,SPILLER,79552,SPILLER,True,district_surname_match,1.0,0.6666666666666666,"spiller, david",2022.0,R,68.0,False
TN,2024,upper,2,R,TOM HATCHER,78351,TOM HATCHER,False,no_prior_winner_match,0.42857142857142855,0.4,,,,,False
GA,2024,upper,6,R,MATT BRASS,77875,MATT BRASS,True,exact_normalized_name,1.0,0.0,"brass, matt",2022.0,R,28.0,False
GA,2024,upper,27,R,GREG DOLEZAL,76783,GREG DOLEZAL,True,exact_normalized_name,1.0,0.0,"dolezal, greg",2022.0,R,27.0,False
TX,2024,lower,53,R,VIRDELL,76176,VIRDELL,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
TN,2024,upper,8,R,JESSIE SEAL,74602,JESSIE SEAL,False,no_prior_winner_match,0.42857142857142855,0.4,,,,,False
TN,2024,upper,28,R,JOEY HENSLEY,74286,JOEY HENSLEY,True,exact_normalized_name,1.0,0.0,"hensley, joey",2020.0,R,28.0,False
TX,2024,lower,16,R,METCALF,73385,METCALF,True,district_surname_match,1.0,0.0,"metcalf, will",2022.0,R,16.0,False
GA,2024,upper,56,R,JOHN ALBERS,72392,JOHN ALBERS,True,district_name_match,0.9166666666666666,0.0,"albers, john e",2022.0,R,56.0,False
GA,2024,upper,16,R,MARTY HARBIN,71842,MARTY HARBIN,False,no_prior_winner_match,0.75,0.4827586206896552,,,,,False
TX,2024,lower,2,R,MONEY,71222,MONEY,False,no_prior_winner_match,0.6,0.6,,,,,False
GA,2024,upper,53,R,COLTON MOORE,70397,COLTON MOORE,True,exact_normalized_name,1.0,0.0,"moore, colton",2022.0,R,53.0,False
TX,2024,upper,6,R,FIERRO,70013,FIERRO,False,no_prior_winner_match,0.5454545454545454,0.42857142857142855,,,,,False
GA,2024,upper,55,D,RANDAL MANGHAM,69259,RANDAL MANGHAM,False,no_prior_winner_match,0.5517241379310345,0.45714285714285713,,,,,False
TX,2024,lower,62,R,LUTHER,67062,LUTHER,False,no_prior_winner_match,0.6666666666666666,0.5,,,,,False
TN,2024,upper,16,R,JANICE BOWLING,66356,JANICE BOWLING,True,exact_normalized_name,1.0,0.0,"bowling, janice",2020.0,R,16.0,False
GA,2024,upper,37,R,ED SETZLER,65243,ED SETZLER,False,no_prior_winner_match,0.7142857142857143,0.5217391304347826,,,,,False
TX,2024,lower,98,R,CAPRIGLIONE,64833,CAPRIGLIONE,True,district_surname_match,1.0,0.0,"capriglione, giovanni",2022.0,R,98.0,False
GA,2024,upper,46,R,BILL COWSERT,64614,BILL COWSERT,False,no_prior_winner_match,0.7741935483870968,0.48,,,,,False
TN,2024,upper,18,R,FERRELL HAILE,64367,FERRELL HAILE,True,exact_normalized_name,1.0,0.0,"haile, ferrell",2020.0,R,18.0,False
TX,2024,lower,59,R,SLAWSON,64147,SLAWSON,True,district_surname_match,1.0,0.0,"slawson, shelby",2022.0,R,59.0,False
TX,2024,lower,12,R,WHARTON,64105,WHARTON,False,no_prior_winner_match,0.6666666666666666,0.6153846153846154,,,,,False
TX,2024,lower,20,R,WILSON,64086,WILSON,True,district_surname_match,1.0,0.0,"wilson, terry m",2022.0,R,20.0,False
TX,2024,lower,122,R,DORAZIO,64018,DORAZIO,True,district_surname_match,1.0,0.15384615384615385,"dorazio, mark",2022.0,R,122.0,False
TN,2024,upper,20,D,HEIDI CAMPBELL,63353,HEIDI CAMPBELL,True,exact_normalized_name,1.0,0.0,"campbell, heidi",2020.0,D,20.0,False
TX,2024,lower,130,R,OLIVERSON,63270,OLIVERSON,True,district_surname_match,1.0,0.0,"oliverson, tom",2022.0,R,130.0,False
GA,2024,upper,30,R,TIMOTHY J BEARDEN,63158,TIMOTHY J BEARDEN,False,no_prior_winner_match,0.5454545454545454,0.5161290322580645,,,,,False
TN,2024,upper,6,R,BECKY DUNCAN MASSEY,63009,BECKY DUNCAN MASSEY,True,district_name_match,0.9230769230769231,0.0,"duncanmassey, becky d",2020.0,R,6.0,False
GA,2024,upper,29,R,RANDY ROBERTSON,62859,RANDY ROBERTSON,True,exact_normalized_name,1.0,0.0,"robertson, randy",2022.0,R,29.0,False
TX,2024,lower,52,R,HARRIS,62830,HARRIS,True,district_surname_match,1.0,0.0,"harris, caroline",2022.0,R,52.0,False
GA,2024,upper,42,R,BRIAN STRICKLAND,62551,BRIAN STRICKLAND,True,unique_fuzzy_name,0.9411764705882353,0.5517241379310345,"strickland, r brian",2022.0,R,17.0,False
GA,2024,upper,41,D,KIM JACKSON,62311,KIM JACKSON,True,exact_normalized_name,1.0,0.0,"jackson, kim",2022.0,D,41.0,False
GA,2024,upper,47,R,FRANK GINN,62059,FRANK GINN,False,no_prior_winner_match,0.6451612903225806,0.42857142857142855,,,,,False
TX,2024,lower,106,R,PATTERSON,61381,PATTERSON,True,district_surname_match,1.0,0.0,"patterson, jared",2022.0,R,106.0,False
TX,2024,lower,134,D,JOHNSON,61037,JOHNSON,True,district_surname_match,1.0,0.0,"johnson, ann",2022.0,D,134.0,False
TX,2024,lower,8,R,HARRIS,60938,HARRIS,True,district_surname_match,1.0,0.0,"harris, cody",2022.0,R,8.0,False
TX,2024,lower,46,D,COLE,60830,COLE,True,district_surname_match,1.0,0.0,"cole, sheryl",2022.0,D,46.0,False
TX,2024,lower,4,R,BELL,60287,BELL,True,district_surname_match,1.0,0.0,"bell, keith",2022.0,R,4.0,False
TX,2024,lower,65,R,LITTLE,60284,LITTLE,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
TX,2024,lower,108,R,MEYER,60227,MEYER,True,district_surname_match,1.0,0.0,"meyer, morgan",2022.0,R,108.0,False
TX,2024,lower,64,R,HOPPER,59542,HOPPER,False,no_prior_winner_match,0.6666666666666666,0.5454545454545454,,,,,False
TX,2024,lower,7,R,DEAN,59056,DEAN,True,district_surname_match,1.0,0.0,"dean, jay",2022.0,R,7.0,False
TX,2024,lower,47,D,GOODWIN,59013,GOODWIN,True,district_surname_match,1.0,0.0,"goodwin, vikki",2022.0,D,47.0,False
TX,2024,lower,61,R,RICHARDSON,58513,RICHARDSON,False,no_prior_winner_match,0.6666666666666666,0.6666666666666666,,,,,False
TX,2024,lower,71,R,LAMBERT,58413,LAMBERT,True,district_surname_match,1.0,0.0,"lambert, stan",2022.0,R,71.0,False
TX,2024,lower,66,R,SHAHEEN,58294,SHAHEEN,True,district_surname_match,1.0,0.0,"shaheen, matt",2022.0,R,66.0,False
TX,2024,lower,27,D,REYNOLDS,57594,REYNOLDS,True,district_surname_match,1.0,0.0,"reynolds, ronald (ron)",2022.0,D,27.0,False
TX,2024,lower,44,R,SCHOOLCRAFT,57466,SCHOOLCRAFT,False,no_prior_winner_match,0.5,0.4444444444444444,,,,,False
TX,2024,lower,30,R,LOUDERBACK,57176,LOUDERBACK,False,no_prior_winner_match,0.5333333333333333,0.4444444444444444,,,,,False
GA,2024,upper,34,D,KENYA WICKS,56911,KENYA WICKS,False,no_prior_winner_match,0.46153846153846156,0.46153846153846156,,,,,False
TX,2024,lower,28,R,GATES,56890,GATES,True,district_surname_match,1.0,0.0,"gates, gary",2022.0,R,28.0,False
TX,2024,lower,6,R,ALDERS,56497,ALDERS,False,no_prior_winner_match,0.7142857142857143,0.6666666666666666,,,,,False
TX,2024,lower,67,R,LEACH,56107,LEACH,True,district_surname_match,1.0,0.0,"leach, jeff",2022.0,R,67.0,False
TX,2024,lower,89,R,NOBLE,55900,NOBLE,True,district_surname_match,1.0,0.0,"noble, candy",2022.0,R,89.0,False
TX,2024,lower,13,R,ORR,55326,ORR,True,district_surname_match,1.0,0.0,"orr, angelia",2022.0,R,13.0,False
TX,2024,lower,127,R,CUNNINGHAM,55048,CUNNINGHAM,True,district_surname_match,1.0,0.11764705882352941,"cunningham, charles",2022.0,R,127.0,False
TN,2024,upper,10,R,TODD GARDENHIRE,54521,TODD GARDENHIRE,True,exact_normalized_name,1.0,0.0,"gardenhire, todd",2020.0,R,10.0,False
GA,2024,upper,23,R,MAX BURNS,54455,MAX BURNS,True,exact_normalized_name,1.0,0.0,"burns, max",2022.0,R,23.0,False
TX,2024,lower,32,R,HUNTER,54091,HUNTER,True,district_surname_match,1.0,0.0,"hunter, todd a",2022.0,R,32.0,False
TX,2024,lower,132,R,SCHOFIELD,53928,SCHOFIELD,True,district_surname_match,1.0,0.0,"schofield, mike",2022.0,R,132.0,False
TX,2024,lower,23,R,LEO WILSON,53832,LEO WILSON,False,no_prior_winner_match,0.72,0.6666666666666666,,,,,False
TX,2024,lower,69,R,FRANK,53577,FRANK,True,district_surname_match,1.0,0.0,"frank, james b",2022.0,R,69.0,False
TX,2024,lower,93,R,SCHATZLINE,53532,SCHATZLINE,True,district_surname_match,1.0,0.25,"schatzline, nate",2022.0,R,93.0,False
TX,2024,lower,17,R,GERDES,53531,GERDES,True,district_surname_match,1.0,0.3333333333333333,"gerdes, stan",2022.0,R,17.0,False
TX,2024,lower,45,D,ZWIENER,52912,ZWIENER,True,district_surname_match,1.0,0.0,"zwiener, erin",2022.0,D,45.0,False
GA,2024,upper,9,D,NIKKI MERRITT,52451,NIKKI MERRITT,True,exact_normalized_name,1.0,0.0,"merritt, nikki",2022.0,D,9.0,False
TX,2024,lower,129,R,PAUL,52419,PAUL,True,district_surname_match,1.0,0.0,"paul, dennis",2022.0,R,129.0,False
TX,2024,lower,57,R,HAYES,51865,HAYES,True,district_surname_match,1.0,0.0,"hayes, richard",2022.0,R,57.0,False
GA,2024,upper,48,R,SHAWN STILL,51773,SHAWN STILL,True,exact_normalized_name,1.0,0.0,"still, shawn",2022.0,R,48.0,False
TX,2024,lower,97,R,MCQUEENEY,51432,MCQUEENEY,False,no_prior_winner_match,0.42857142857142855,0.42857142857142855,,,,,False
TX,2024,lower,121,R,LAHOOD,51013,LAHOOD,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
TX,2024,lower,82,R,CRADDICK,50546,CRADDICK,True,district_surname_match,1.0,0.0,"craddick, tom",2022.0,R,82.0,False
GA,2024,upper,40,D,SALLY HARRELL,50196,SALLY HARRELL,True,exact_normalized_name,1.0,0.0,"harrell, sally",2022.0,D,40.0,False
TX,2024,lower,29,R,BARRY,49655,BARRY,False,no_prior_winner_match,0.6,0.5714285714285714,,,,,False
TN,2024,upper,14,R,SHANE REEVES,48964,SHANE REEVES,True,exact_normalized_name,1.0,0.0,"reeves, shane",2020.0,R,14.0,False
TX,2024,lower,52,D,BIRKHOLZ,48884,BIRKHOLZ,False,no_prior_winner_match,0.42857142857142855,0.42857142857142855,,,,,False
TX,2024,lower,96,R,COOK,48814,COOK,True,district_surname_match,1.0,0.0,"cook, david",2022.0,R,96.0,False
TX,2024,lower,26,R,MORGAN,48561,MORGAN,False,no_prior_winner_match,0.5714285714285714,0.5454545454545454,,,,,False
GA,2024,upper,37,D,VANESSA ELLA PARKER,48270,VANESSA ELLA PARKER,False,no_prior_winner_match,0.48484848484848486,0.4375,,,,,False
TX,2024,lower,150,R,SWANSON,48000,SWANSON,True,district_surname_match,1.0,0.0,"swanson, valoree",2022.0,R,150.0,False
TX,2024,lower,147,D,JONES,47828,JONES,True,district_surname_match,1.0,0.3333333333333333,"jones, jolanda",2022.0,D,147.0,False
TX,2024,lower,99,R,GEREN,47708,GEREN,True,district_surname_match,1.0,0.0,"geren, charlie",2022.0,R,99.0,False
TX,2024,lower,112,R,BUTTON,47456,BUTTON,False,no_prior_winner_match,0.75,0.6666666666666666,,,,,False
TX,2024,lower,25,R,VASUT,47002,VASUT,True,district_surname_match,1.0,0.0,"vasut, cody t",2022.0,R,25.0,False
TN,2024,upper,20,R,WYATT RAMPY,46997,WYATT RAMPY,False,no_prior_winner_match,0.45454545454545453,0.4,,,,,False
TX,2024,lower,63,R,BUMGARNER,46861,BUMGARNER,True,district_surname_match,1.0,0.5333333333333333,"bumgarner, ben",2022.0,R,63.0,False
GA,2024,upper,7,D,NABILAH ISLAM PARKES,46748,NABILAH ISLAM PARKES,False,no_prior_winner_match,0.7878787878787878,0.47058823529411764,,,,,False
TX,2024,lower,122,D,GEARY,46180,GEARY,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
TX,2024,lower,121,D,SWIFT,46104,SWIFT,False,no_prior_winner_match,0.3333333333333333,0.3333333333333333,,,,,False
GA,2024,upper,56,D,JD JORDAN,45834,JD JORDAN,False,no_prior_winner_match,0.8421052631578947,0.43478260869565216,,,,,False
TN,2024,upper,22,R,BILL POWERS,45571,BILL POWERS,True,exact_normalized_name,1.0,0.0,"powers, bill",2020.0,R,22.0,False
TX,2024,lower,128,R,CAIN,45372,CAIN,True,district_surname_match,1.0,0.0,"cain, briscoe",2022.0,R,128.0,False
TX,2024,lower,136,D,BUCY,45185,BUCY,True,district_surname_match,1.0,0.0,"bucy, john h, iii",2022.0,D,136.0,False
GA,2024,upper,48,D,ASHWIN RAMASWAMI,44863,ASHWIN RAMASWAMI,False,no_prior_winner_match,0.5185185185185185,0.4444444444444444,,,,,False
GA,2024,upper,42,D,KACY D MORGAN,44854,KACY D MORGAN,False,no_prior_winner_match,0.48484848484848486,0.45161290322580644,,,,,False
TX,2024,lower,108,D,GINSBERG,44307,GINSBERG,False,no_prior_winner_match,0.5333333333333333,0.5,,,,,False
TX,2024,lower,43,R,LOZANO,43816,LOZANO,True,district_surname_match,1.0,0.0,"lozano, jm m 1",2022.0,R,43.0,False
TX,2024,lower,94,R,TINDERHOLT,43785,TINDERHOLT,True,district_surname_match,1.0,0.0,"tinderholt, tony",2022.0,R,94.0,False
TX,2024,lower,114,D,BRYANT,43554,BRYANT,True,district_surname_match,1.0,0.3333333333333333,"bryant, john",2022.0,D,114.0,False
TX,2024,lower,20,D,WYMAN,43148,WYMAN,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
TX,2024,lower,146,D,SIMMONS,42840,SIMMONS,False,no_prior_winner_match,0.5,0.5,,,,,False
TX,2024,lower,87,R,FAIRLY,42317,FAIRLY,False,no_prior_winner_match,0.6153846153846154,0.5454545454545454,,,,,False
TX,2024,lower,138,R,HULL,42022,HULL,True,district_surname_match,1.0,0.0,"hull, lacey",2022.0,R,138.0,False
TX,2024,lower,112,D,BISHOP,40645,BISHOP,False,no_prior_winner_match,0.46153846153846156,0.42857142857142855,,,,,False
TX,2024,lower,101,D,TURNER,40337,TURNER,True,district_surname_match,1.0,0.0,"turner, chris",2022.0,D,101.0,False
TX,2024,lower,45,R,MORENO,40312,MORENO,False,no_prior_winner_match,0.5714285714285714,0.5454545454545454,,,,,False
TX,2024,lower,14,R,DYSON,40262,DYSON,False,no_prior_winner_match,0.6153846153846154,0.6,,,,,False
TX,2024,lower,117,D,CORTEZ,40066,CORTEZ,True,district_surname_match,1.0,0.0,"cortez, philip",2022.0,D,117.0,False
TX,2024,lower,106,D,JOHNSTON,39941,JOHNSTON,,ambiguous_fuzzy_surname,0.9333333333333333,0.9333333333333333,,,,,False
TX,2024,lower,76,D,LALANI,39770,LALANI,True,district_surname_match,1.0,0.0,"lalani, suleman",2022.0,D,76.0,False
TX,2024,lower,65,D,DEBURR,39686,DEBURR,False,no_prior_winner_match,0.5,0.5,,,,,False
TX,2024,lower,61,D,ADAMS,39632,ADAMS,False,no_prior_winner_match,0.6,0.6,,,,,False
TX,2024,lower,55,R,HICKLAND,39455,HICKLAND,False,no_prior_winner_match,0.6666666666666666,0.5714285714285714,,,,,False
TX,2024,lower,118,R,LUJAN,39246,LUJAN,True,district_surname_match,1.0,0.0,"lujan, john",2022.0,R,118.0,False
TX,2024,lower,47,R,FIRSING,39065,FIRSING,False,no_prior_winner_match,0.5454545454545454,0.5454545454545454,,,,,False
TX,2024,lower,134,R,DOUGLAS,38480,DOUGLAS,False,no_prior_winner_match,0.5,0.46153846153846156,,,,,False
GA,2024,upper,7,R,J GREGORY HOWARD,38222,J GREGORY HOWARD,False,no_prior_winner_match,0.4666666666666667,0.42857142857142855,,,,,False
TX,2024,lower,70,D,PLESA,38183,PLESA,True,district_surname_match,1.0,0.0,"plesa, mihaela e",2022.0,D,70.0,False
TX,2024,lower,119,D,CAMPOS,38160,CAMPOS,True,district_surname_match,1.0,0.0,"campos, elizabeth (liz)",2022.0,D,119.0,False
TX,2024,lower,116,D,MARTINEZ FISCHER,38044,MARTINEZ FISCHER,False,no_prior_winner_match,0.8333333333333334,0.6206896551724138,,,,,False
TX,2024,lower,132,D,WEST,37846,WEST,False,no_prior_winner_match,0.6,0.5,,,,,False
TX,2024,lower,115,D,GARCIA HERNANDEZ,37692,GARCIA HERNANDEZ,False,no_prior_winner_match,0.7741935483870968,0.5714285714285714,,,,,False
GA,2024,upper,16,D,AMILI BLAKE,37388,AMILI BLAKE,False,no_prior_winner_match,0.46153846153846156,0.45454545454545453,,,,,False
TX,2024,lower,63,D,BECKLEY,37326,BECKLEY,True,unique_exact_surname,1.0,0.0,"beckley, michelle",2020.0,D,65.0,False
TX,2024,lower,97,D,WALKER,37132,WALKER,False,no_prior_winner_match,0.7272727272727273,0.5454545454545454,,,,,False
TX,2024,lower,66,D,CARSTENS,37098,CARSTENS,False,no_prior_winner_match,0.5714285714285714,0.5,,,,,False
GA,2024,upper,47,D,CONOLUS SCOTT,37064,CONOLUS SCOTT,False,no_prior_winner_match,0.4,0.35714285714285715,,,,,False
TX,2024,lower,28,D,ROCHA,37058,ROCHA,False,no_prior_winner_match,0.5714285714285714,0.5454545454545454,,,,,False
TX,2024,lower,67,D,WASHINGTON,37051,WASHINGTON,False,no_prior_winner_match,0.4444444444444444,0.42857142857142855,,,,,False
TX,2024,lower,84,R,TEPPER,37021,TEPPER,True,district_surname_match,1.0,0.16666666666666666,"tepper, carl",2022.0,R,84.0,False
GA,2024,upper,46,D,GARETH FENLEY,36870,GARETH FENLEY,False,no_prior_winner_match,0.4827586206896552,0.48,,,,,False
TX,2024,lower,73,D,DUVAL,36686,DUVAL,False,no_prior_winner_match,0.4,0.4,,,,,False
TX,2024,lower,118,D,CARRANZA,36624,CARRANZA,False,no_prior_winner_match,0.5,0.47058823529411764,,,,,False
TX,2024,lower,89,D,EVANS,36292,EVANS,False,no_prior_winner_match,0.5555555555555556,0.5,,,,,False
TX,2024,lower,96,D,TURNER,36276,TURNER,,ambiguous_exact_surname,,,,,,,False
TX,2024,lower,127,D,LEHR,35932,LEHR,False,no_prior_winner_match,0.5454545454545454,0.5,,,,,False
TN,2024,upper,6,D,DOMONICA BRYAN,35219,DOMONICA BRYAN,False,no_prior_winner_match,0.42857142857142855,0.42857142857142855,,,,,False
GA,2024,upper,9,R,MICHAEL GARGIULO,35036,MICHAEL GARGIULO,False,no_prior_winner_match,0.6666666666666666,0.6451612903225806,,,,,False
TX,2024,lower,94,D,WILKERSON,34937,WILKERSON,False,no_prior_winner_match,0.5333333333333333,0.5333333333333333,,,,,False
TX,2024,lower,70,R,KINARD,34933,KINARD,False,no_prior_winner_match,0.6,0.6,,,,,False
TX,2024,lower,93,D,BOJORQUEZ,34871,BOJORQUEZ,False,no_prior_winner_match,0.5555555555555556,0.5333333333333333,,,,,False
TX,2024,lower,64,D,BREWER,34786,BREWER,False,no_prior_winner_match,0.6666666666666666,0.5,,,,,False
TN,2024,upper,10,D,MISSY CRUTCHFIELD,34536,MISSY CRUTCHFIELD,False,no_prior_winner_match,0.47058823529411764,0.42857142857142855,,,,,False
TX,2024,lower,54,R,BUCKLEY,34526,BUCKLEY,True,district_surname_match,1.0,0.0,"buckley, brad",2022.0,R,54.0,False
GA,2024,upper,21,D,LILLIA MICHELLE LIONEL,34349,LILLIA MICHELLE LIONEL,False,no_prior_winner_match,0.5454545454545454,0.42857142857142855,,,,,False
TX,2024,lower,57,D,JOHNSON,34279,JOHNSON,,ambiguous_exact_surname,,,,,,,False
GA,2024,upper,30,D,WANDA COOPER,33937,WANDA COOPER,False,no_prior_winner_match,0.5185185185185185,0.48,,,,,False
TX,2024,lower,98,D,WHITE,33845,WHITE,False,no_prior_winner_match,0.5,0.5,,,,,False
TX,2024,lower,129,D,PETERSON,33758,PETERSON,False,no_prior_winner_match,0.5,0.46153846153846156,,,,,False
GA,2024,upper,23,D,SHAYNA BOSTON,33603,SHAYNA BOSTON,False,no_prior_winner_match,0.5833333333333334,0.46153846153846156,,,,,False
TX,2024,lower,113,D,BOWERS,33547,BOWERS,True,district_surname_match,1.0,0.0,"andrewsbowers, rhetta",2022.0,D,113.0,False
TX,2024,lower,26,D,LEE,33505,LEE,False,no_prior_winner_match,0.5714285714285714,0.5,,,,,False
GA,2024,upper,29,D,ELLEN T WRIGHT,33500,ELLEN T WRIGHT,False,no_prior_winner_match,0.45714285714285713,0.42857142857142855,,,,,False
GA,2024,lower,8,R,STAN GUNTER,33249,STAN GUNTER,True,exact_normalized_name,1.0,0.0,"gunter, stan",2022.0,R,8.0,False
GA,2024,upper,5,D,SHEIKH RAHMAN,32382,SHEIKH RAHMAN,False,no_prior_winner_match,0.7878787878787878,0.5185185185185185,,,,,False
TX,2024,lower,150,D,JIMENEZ,32181,JIMENEZ,False,no_prior_winner_match,0.5714285714285714,0.5454545454545454,,,,,False
TX,2024,lower,115,R,JUN,31709,JUN,False,no_prior_winner_match,0.5,0.5,,,,,False
TX,2024,lower,138,D,MORALES,31671,MORALES,,ambiguous_exact_surname,,,,,,,False
TX,2024,lower,19,D,HANDLEY,31486,HANDLEY,False,no_prior_winner_match,0.625,0.5714285714285714,,,,,False
TX,2024,lower,80,R,MCLAUGHLIN,31174,MCLAUGHLIN,False,no_prior_winner_match,0.5714285714285714,0.5714285714285714,,,,,False
TX,2024,lower,29,D,BELL,31060,BELL,False,no_prior_winner_match,0.6,0.5454545454545454,,,,,False
TX,2024,lower,44,D,NORMAN,30780,NORMAN,False,no_prior_winner_match,0.6153846153846154,0.6153846153846154,,,,,False
GA,2024,lower,11,R,RICK JASPERSE,30728,RICK JASPERSE,False,no_prior_winner_match,0.7878787878787878,0.5384615384615384,,,,,False
TX,2024,lower,76,R,SIMMONS,30615,SIMMONS,False,no_prior_winner_match,0.5,0.5,,,,,False
TX,2024,lower,37,R,LOPEZ,30590,LOPEZ,True,district_surname_match,1.0,0.0,"lopez, janie",2022.0,R,37.0,False
TX,2024,lower,41,D,GUERRA,30589,GUERRA,True,district_surname_match,1.0,0.0,"guerra, robert (bobby)",2022.0,D,41.0,False
TX,2024,lower,124,D,GARCIA,30345,GARCIA,True,district_surname_match,1.0,0.2857142857142857,"garcia, josey",2022.0,D,124.0,False
TX,2024,lower,25,D,DAGGETT,29999,DAGGETT,False,no_prior_winner_match,0.46153846153846156,0.4,,,,,False
GA,2024,upper,40,R,AMELIA K SIAMOMUA,29937,AMELIA K SIAMOMUA,False,no_prior_winner_match,0.5,0.3870967741935484,,,,,False
TN,2024,lower,21,R,LOWELL RUSSELL,29929,LOWELL RUSSELL,True,exact_normalized_name,1.0,0.0,"russell, lowell",2022.0,R,21.0,False
GA,2024,upper,6,D,JENNY ENDERLIN,29819,JENNY ENDERLIN,False,no_prior_winner_match,0.5384615384615384,0.5333333333333333,,,,,False
TN,2024,lower,25,R,CAMERON SEXTON,29725,CAMERON SEXTON,True,exact_normalized_name,1.0,0.0,"sexton, cameron",2022.0,R,25.0,False
TX,2024,lower,55,D,LEE,29269,LEE,False,no_prior_winner_match,0.5714285714285714,0.5,,,,,False
TN,2024,upper,22,D,KAREN REYNOLDS,29180,KAREN REYNOLDS,False,no_prior_winner_match,0.46153846153846156,0.4444444444444444,,,,,False
TX,2024,lower,117,R,MOSTYN,29021,MOSTYN,False,no_prior_winner_match,0.5714285714285714,0.5,,,,,False
GA,2024,lower,21,R,BRAD THOMAS,28977,BRAD THOMAS,True,exact_normalized_name,1.0,0.0,"thomas, brad",2022.0,R,21.0,False
TX,2024,lower,130,D,ROBINSON,28671,ROBINSON,False,no_prior_winner_match,0.6666666666666666,0.6666666666666666,,,,,False
TN,2024,lower,63,R,JAKE MCCALMON,28667,JAKE MCCALMON,True,exact_normalized_name,1.0,0.0,"mccalmon, jake",2022.0,R,63.0,False
TX,2024,lower,34,R,VILLALOBOS,28553,VILLALOBOS,False,no_prior_winner_match,0.4,0.375,,,,,False
GA,2024,lower,166,R,JESSE L PETREA,28416,JESSE L PETREA,True,exact_normalized_name,1.0,0.0,"petrea, jesse l",2022.0,R,166.0,False
