"path","disposition","action","authority_route","code_reference_detected","manifest_reference_detected","reference_scan_scope","sha256_before","sha256_after","reason"
"data/processed/legislative/bill_text_pilot/2773219.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","05e46003a40d5805ab3490f7d4c4e45622a0df53ba5c36cd7278f353df7933bd","05e46003a40d5805ab3490f7d4c4e45622a0df53ba5c36cd7278f353df7933bd","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2793882.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6f75ace8d5a899638e75913b7bd1bd0487b924110df059577907ae7ae679706d","6f75ace8d5a899638e75913b7bd1bd0487b924110df059577907ae7ae679706d","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2821921.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","40b9c0f7a399085b40fc42eb55540ec045f13c5efde30f35744502c57b3495f4","40b9c0f7a399085b40fc42eb55540ec045f13c5efde30f35744502c57b3495f4","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2930375.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6fdf07bbfa8210ec9214f6c56dd6e1570864d9d83738ce41bb3c15214eea57c5","6fdf07bbfa8210ec9214f6c56dd6e1570864d9d83738ce41bb3c15214eea57c5","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2942965.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","8f826eb01c5c24090fcf9ef330a26a747de5d1a5df6b1bcba385df8d9b2682b9","8f826eb01c5c24090fcf9ef330a26a747de5d1a5df6b1bcba385df8d9b2682b9","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2972820.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","1b7ca3efbd88038a3f43030d03e6d1017e7d815b12330f229f546f80abdbd6d4","1b7ca3efbd88038a3f43030d03e6d1017e7d815b12330f229f546f80abdbd6d4","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2990105.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","aa0e5b03b2d9840f8e132667f65db60d3d796ae670e474a0a6381f90abd08219","aa0e5b03b2d9840f8e132667f65db60d3d796ae670e474a0a6381f90abd08219","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/2990163.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","48ab46e9649eccb2e88c018ac8a404411122498e96b7b2908952866b37ae8af3","48ab46e9649eccb2e88c018ac8a404411122498e96b7b2908952866b37ae8af3","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/3215328.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","d8facb3ddbd3ca3148627a698ee06422be516e30d8e201bc830b976b145f8a8d","d8facb3ddbd3ca3148627a698ee06422be516e30d8e201bc830b976b145f8a8d","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/3215405.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","19f34bee15cacce537867f28788e176e05634f5df5d55f4d58bc5ed5d31ee6e4","19f34bee15cacce537867f28788e176e05634f5df5d55f4d58bc5ed5d31ee6e4","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/3346772.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","0fc76d423e190999f86a1fd5a7fb6ed298f58c99126fb1688dcb9141e9491be2","0fc76d423e190999f86a1fd5a7fb6ed298f58c99126fb1688dcb9141e9491be2","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/3383977.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","2facccca246aedb8633dc3eb14b77278b4dafab5e46a84d7f980403eb972149f","2facccca246aedb8633dc3eb14b77278b4dafab5e46a84d7f980403eb972149f","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/bill_text_pilot/3409313.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","d15f4fbfd22b43bf5846f9f452250173e879992568cb3dfd28385761aa1e457a","d15f4fbfd22b43bf5846f9f452250173e879992568cb3dfd28385761aa1e457a","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/100587.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","29188ca9ef66d6381226d2f4867423c027fa861fe6ccacd2a527f2e8c3b6466b","29188ca9ef66d6381226d2f4867423c027fa861fe6ccacd2a527f2e8c3b6466b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/102541.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/102568.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","89630a228609a0b767c565a283c904c1843bb116e71fa313a0b54ba8aa24f299","89630a228609a0b767c565a283c904c1843bb116e71fa313a0b54ba8aa24f299","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/105030.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","ca01a149f8fdaa1e42cfee8d9754c3e692cc8401a2043ccf77ef0704f5c4fc3e","ca01a149f8fdaa1e42cfee8d9754c3e692cc8401a2043ccf77ef0704f5c4fc3e","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/105741.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","28fd35904da05b69c344dc352c17a414527ccc492c8315dd994b23137efb24fd","28fd35904da05b69c344dc352c17a414527ccc492c8315dd994b23137efb24fd","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/105970.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","02a30cf9172d9e920f9369627a4cbae4212679b5c6c101f96ac0f4ad3cbcc3db","02a30cf9172d9e920f9369627a4cbae4212679b5c6c101f96ac0f4ad3cbcc3db","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/107097.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","97f1c52c489ba7bc46e470bf5f2c27ee27e9e2a8e85368744cfe2e04504bd29b","97f1c52c489ba7bc46e470bf5f2c27ee27e9e2a8e85368744cfe2e04504bd29b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/107098.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","bb76f4aa5c816538afc7e3af8a587f64011f80055c98747586734e9edb20fe80","bb76f4aa5c816538afc7e3af8a587f64011f80055c98747586734e9edb20fe80","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/109504.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","3e23368c4c69a5fae19bec57ce2fe5dedb945a36dfd4e64920ed8f300426368b","3e23368c4c69a5fae19bec57ce2fe5dedb945a36dfd4e64920ed8f300426368b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/110272.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/111451.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","89630a228609a0b767c565a283c904c1843bb116e71fa313a0b54ba8aa24f299","89630a228609a0b767c565a283c904c1843bb116e71fa313a0b54ba8aa24f299","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/112592.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","4890d003bec1137dbf5333f315cac9414a89534f98d8f5cbc9903f74606eed7a","4890d003bec1137dbf5333f315cac9414a89534f98d8f5cbc9903f74606eed7a","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/113266.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","96da31b7f9a43fc513957332fe07f1c9b5ffcc72a06e4a125023cc869640a3ec","96da31b7f9a43fc513957332fe07f1c9b5ffcc72a06e4a125023cc869640a3ec","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/114109.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","4890d003bec1137dbf5333f315cac9414a89534f98d8f5cbc9903f74606eed7a","4890d003bec1137dbf5333f315cac9414a89534f98d8f5cbc9903f74606eed7a","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/115898.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","96da31b7f9a43fc513957332fe07f1c9b5ffcc72a06e4a125023cc869640a3ec","96da31b7f9a43fc513957332fe07f1c9b5ffcc72a06e4a125023cc869640a3ec","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/116599.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","29188ca9ef66d6381226d2f4867423c027fa861fe6ccacd2a527f2e8c3b6466b","29188ca9ef66d6381226d2f4867423c027fa861fe6ccacd2a527f2e8c3b6466b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/117882.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","6365359419622e9afdb2ab7697ad9943412787d2ed042668f624d5deee87039c","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/125584.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","eb34c844628194a5d2a0e17c01bf0e1985318c2b949ca1c8cf0bba2bff26fa3c","eb34c844628194a5d2a0e17c01bf0e1985318c2b949ca1c8cf0bba2bff26fa3c","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/128558.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","8ced39acea234965c80670d0af3b1d6e4946f33854222103940ba0c5f3d91017","8ced39acea234965c80670d0af3b1d6e4946f33854222103940ba0c5f3d91017","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/131138.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","463ea4cb5ee7e6fec1d801f4ee570532ece0682850af70cb41e20e2fc792c30a","463ea4cb5ee7e6fec1d801f4ee570532ece0682850af70cb41e20e2fc792c30a","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/135731.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","d7b81ab6c73a355a786ac6601e744621fc50856d1a8780159451d1407693835a","d7b81ab6c73a355a786ac6601e744621fc50856d1a8780159451d1407693835a","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/136162.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","a78e9b42d29015c287dbb6e2a2cf7503996dcef052037233179cc8146aa91490","a78e9b42d29015c287dbb6e2a2cf7503996dcef052037233179cc8146aa91490","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/137827.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","e7ae30b5a6be04250a2b9862a418f538d2a48ff0e19f289c4bf13cc2284803ae","e7ae30b5a6be04250a2b9862a418f538d2a48ff0e19f289c4bf13cc2284803ae","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/140462.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","9392e45a47a382ea21bf3497ebc59a241ee499ea898c89120edb7bcbb33ee36f","9392e45a47a382ea21bf3497ebc59a241ee499ea898c89120edb7bcbb33ee36f","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/142406.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","42c0185db15759cb41c2b7927d8dbcb7d42b6bf2aa0beb4c50a87b718e14457e","42c0185db15759cb41c2b7927d8dbcb7d42b6bf2aa0beb4c50a87b718e14457e","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/142408.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","f22677c9a666c2c0c3ebe941a847583a4905a236d17837440888e1cbb09826b6","f22677c9a666c2c0c3ebe941a847583a4905a236d17837440888e1cbb09826b6","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/142599.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","6986de7bc14bdbecedf40b46891a628271533e53aad778ddab129f4606408bec","6986de7bc14bdbecedf40b46891a628271533e53aad778ddab129f4606408bec","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/199959.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","bdd0cca00bae58815c48ba115661098f82d5c1e8b9092c5dce982220b27ea144","bdd0cca00bae58815c48ba115661098f82d5c1e8b9092c5dce982220b27ea144","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/203086.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","7e7df77ef68d8050d63508f2845ab3f3286c3bf6e5c541efb2cbe2a99bacd821","7e7df77ef68d8050d63508f2845ab3f3286c3bf6e5c541efb2cbe2a99bacd821","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/205495.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","0aef522dd44dbb37333c432b8ab7c08b61beb1c310e6157dd329a8e29334c37b","0aef522dd44dbb37333c432b8ab7c08b61beb1c310e6157dd329a8e29334c37b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/49016.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","8fcaffb7025123efff07147970d61def07fdb586d470bb42d5933004f4500c61","8fcaffb7025123efff07147970d61def07fdb586d470bb42d5933004f4500c61","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/49103.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","8bf6c2e69e65acbc9a3ebd194bb7d243be88a6e2638535badf9877a261170331","8bf6c2e69e65acbc9a3ebd194bb7d243be88a6e2638535badf9877a261170331","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/49275.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","e1a0d5cf021abf58e1e55170c497712c9967604a3da558b2c57944974705aae5","e1a0d5cf021abf58e1e55170c497712c9967604a3da558b2c57944974705aae5","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/50016.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","fcd72a92cea360a297fc2b7c23053947a8428cc69a36d0f411d9a933fdb39e7d","fcd72a92cea360a297fc2b7c23053947a8428cc69a36d0f411d9a933fdb39e7d","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/50080.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","a329293e11bfc8a16b95d056abe6b9292bfd0e0f4557a15884436e93912cf42d","a329293e11bfc8a16b95d056abe6b9292bfd0e0f4557a15884436e93912cf42d","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/50790.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","27bb72ccc36527b4c7a2d15799f8c26c732030ba4be6151025c46fe71df7e5ce","27bb72ccc36527b4c7a2d15799f8c26c732030ba4be6151025c46fe71df7e5ce","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/50937.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","db2614a6b6dadaa728f1138b6d6d4dffbcd9d1aad17586dcce4e127555728fcb","db2614a6b6dadaa728f1138b6d6d4dffbcd9d1aad17586dcce4e127555728fcb","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/52583.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","8d6c8ce7868ca84432c744c9833b7e05a8246153072467350564ac599eb7ae94","8d6c8ce7868ca84432c744c9833b7e05a8246153072467350564ac599eb7ae94","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/52712.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","ecaaa34cd49aa3299c079b9f8833ee6e0ebd14668f316ccf921769635401e51e","ecaaa34cd49aa3299c079b9f8833ee6e0ebd14668f316ccf921769635401e51e","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/61640.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","c399cce772b2fb7885d02ab00951ebf856d30a4513e3e13e9e1fcc17b35e34d7","c399cce772b2fb7885d02ab00951ebf856d30a4513e3e13e9e1fcc17b35e34d7","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/61645.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","bc07e593296fc871a759ea97969cb351b2ff88dbb12e6d00cc919e3f8fe27cc8","bc07e593296fc871a759ea97969cb351b2ff88dbb12e6d00cc919e3f8fe27cc8","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/61646.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","94b5629c98793f43242ef43454d382a39cd0724c9526691039fa760c242de43b","94b5629c98793f43242ef43454d382a39cd0724c9526691039fa760c242de43b","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/61675.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","c9438031eb7b48000999352127ef4bbac6acc2a380b99eec8f8ced1a18b70313","c9438031eb7b48000999352127ef4bbac6acc2a380b99eec8f8ced1a18b70313","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/61687.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","ed54e49acf11fcaa3c196cd3e2672c2afd95ca3c09e68d9828cd5e05b1cb4246","ed54e49acf11fcaa3c196cd3e2672c2afd95ca3c09e68d9828cd5e05b1cb4246","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/74118.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","5bb91a3be4b0c50bb46086ead8233980570f518a967e14221c0d2668aea263f6","5bb91a3be4b0c50bb46086ead8233980570f518a967e14221c0d2668aea263f6","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/74853.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","003ec0af1f65c496312b1709c4c1153016a4753663c87e461906fb1b7d9fe6c1","003ec0af1f65c496312b1709c4c1153016a4753663c87e461906fb1b7d9fe6c1","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/75160.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","f69b6451af884e974e8978f706acaf551158a6dbce505564410e3b789fedccf6","f69b6451af884e974e8978f706acaf551158a6dbce505564410e3b789fedccf6","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/75214.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","481d75328453cb37d8ce3df40a91264a93d5932878b910455d0f1a811985caa7","481d75328453cb37d8ce3df40a91264a93d5932878b910455d0f1a811985caa7","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/75861.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","39132a033042086e21487080ad18a830dc7d5d2487f2700d6ec52391b79d650e","39132a033042086e21487080ad18a830dc7d5d2487f2700d6ec52391b79d650e","Source/research extraction artifact; hash inventory only; not live agent instructions."
"data/processed/legislative/focal_amendment_text/76059.txt","preserve_source_or_extraction_text","preserved","project_docs/CANONICAL_PIPELINES.md","false","false","hash_inventory_only","9e74a5219056ad51888ac03eeb4feb2587b74b127262238351371833c99cba43","9e74a5219056ad51888ac03eeb4feb2587b74b127262238351371833c99cba43","Source/research extraction artifact; hash inventory only; not live agent instructions."
