specification,base_model,mean_mae,latest_mae,worst_mae,base_mean_mae,base_latest_mae,mean_delta_vs_base,latest_delta_vs_base,max_finance_adjustment,mean_finance_adjustment,max_total_change_vs_public,winner_changes_vs_public,sd2_margin,improves_both_holdouts,prospective_safe
public_80_20_total_ridge__finance_log50__a20__b0.25__cap4,public_80_20_total_ridge,10.773705521146518,9.428237706735462,12.119173335557571,10.804211693332284,9.578188079949948,-0.0305061721857669,-0.14995037321448557,3.940071788035649,0.9628161998251783,3.9400717880356453,0,1.8494344537117313,True,False
public_80_20_total_ridge__finance_log100__a5__b0.25__cap4,public_80_20_total_ridge,10.786429745079534,9.431774717819144,12.141084772339923,10.804211693332284,9.578188079949948,-0.017781948252750368,-0.14641336213080436,4.0,1.005972420836374,4.0,0,1.9140144260474208,True,False
public_80_20_total_ridge__finance_log10__a5__b0.5__cap4,public_80_20_total_ridge,10.801200374465207,9.258577475477502,12.343823273452914,10.804211693332284,9.578188079949948,-0.003011318867077506,-0.31961060447244627,4.0,1.2634594995855741,4.0000000000000036,0,1.7390553576786503,True,False
public_80_20_total_ridge__finance_log100__a20__b0.25__cap4,public_80_20_total_ridge,10.80273360580432,9.453524841804402,12.151942369804239,10.804211693332284,9.578188079949948,-0.0014780875279640782,-0.12466323814554592,3.831212551807914,0.9705803693122953,3.8312125518079156,0,1.920102506424348,True,False
stable_bayesian_blend_25__finance_log50__a100__b0.1__cap2,stable_bayesian_blend_25,10.219337168931197,8.648997087623224,11.789677250239171,10.232885474436689,8.64658795410502,-0.013548305505491243,0.002409133518204598,1.1435691440090596,0.3388918627532298,2.947628615863522,0,0.6418281743981344,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.1__cap4,stable_bayesian_blend_25,10.219337168931197,8.648997087623224,11.789677250239171,10.232885474436689,8.64658795410502,-0.013548305505491243,0.002409133518204598,1.1435691440090596,0.3388918627532298,2.947628615863522,0,0.6418281743981344,False,True
stable_bayesian_blend_25__finance_log10__a20__b0.25__cap1,stable_bayesian_blend_25,10.224299446973076,8.65530355195409,11.793295341992062,10.232885474436689,8.64658795410502,-0.008586027463612922,0.008715597849070278,1.0,0.47059796134434706,2.888293408800081,0,0.7109042759327526,False,True
stable_bayesian_blend_25__finance_log10__a100__b0.1__cap1,stable_bayesian_blend_25,10.224563561279723,8.649848422542375,11.799278700017073,10.232885474436689,8.64658795410502,-0.008321913156965621,0.0032604684373556125,1.0,0.30834743897111233,2.888293408800081,0,0.5818160493133427,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.1__cap2,stable_bayesian_blend_25,10.225636775748443,8.656372567773829,11.794900983723057,10.232885474436689,8.64658795410502,-0.007248698688245625,0.009784613668809783,1.1067369776620013,0.3398920433645893,2.920193872330337,0,0.6584885841347192,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.1__cap4,stable_bayesian_blend_25,10.225636775748443,8.656372567773829,11.794900983723057,10.232885474436689,8.64658795410502,-0.007248698688245625,0.009784613668809783,1.1067369776620013,0.3398920433645893,2.920193872330337,0,0.6584885841347192,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.1__cap1,stable_bayesian_blend_25,10.230650368708815,8.654085083948532,11.807215653469099,10.232885474436689,8.64658795410502,-0.002235105727873332,0.007497129843512695,1.0,0.3298518518997681,2.888293408800081,0,0.6418281743981344,False,True
stable_bayesian_blend_25__finance_log10__a5__b0.5__cap2,stable_bayesian_blend_25,10.234472420475967,8.660504250321555,11.80844059063038,10.232885474436689,8.64658795410502,0.0015869460392785584,0.013916296216535784,2.0,0.9320148999252353,3.888293408800081,0,0.916685774634242,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.1__cap1,stable_bayesian_blend_25,10.235685248650558,8.660550213398663,11.810820283902451,10.232885474436689,8.64658795410502,0.002799774213869455,0.013962259293643697,1.0,0.33407139295497906,2.888293408800081,0,0.6584885841347192,False,True
stable_bayesian_blend_25__finance_log10__a5__b0.5__cap1,stable_bayesian_blend_25,10.236659201960709,8.68048623884648,11.792832165074936,10.232885474436689,8.64658795410502,0.003773727524020387,0.03389828474146128,1.0,0.5828196522002413,2.888293408800081,0,0.916685774634242,False,True
stable_bayesian_blend_25__finance_log100__a20__b0.25__cap2,stable_bayesian_blend_25,10.241100287614112,8.615333165718079,11.866867409510144,10.232885474436689,8.64658795410502,0.008214813177422897,-0.03125478838694029,2.0,0.758663216618993,3.888293408800081,0,1.0034751589173636,False,True
stable_bayesian_blend_25__finance_log10__a20__b0.5__cap1,stable_bayesian_blend_25,10.243141650832376,8.685635099011465,11.800648202653287,10.232885474436689,8.64658795410502,0.010256176395687433,0.03904714490644601,1.0,0.5995369752130778,2.888293408800081,0,1.0000743838497375,False,True
stable_bayesian_blend_25__finance_log50__a5__b0.25__cap1,stable_bayesian_blend_25,10.245708743684062,8.679395279100548,11.812022208267576,10.232885474436689,8.64658795410502,0.012823269247373759,0.032807324995529186,1.0,0.5666422933948776,2.888293408800081,0,0.9275750182247278,False,True
stable_bayesian_blend_25__finance_log50__a20__b0.25__cap1,stable_bayesian_blend_25,10.247382788062284,8.685949535830424,11.808816040294143,10.232885474436689,8.64658795410502,0.014497313625595254,0.03936158172540516,1.0,0.5634486181076007,2.888293408800081,0,0.9406764462942997,False,True
stable_bayesian_blend_25__finance_log10__a20__b0.5__cap2,stable_bayesian_blend_25,10.249280949672977,8.667531918212571,11.831029981133383,10.232885474436689,8.64658795410502,0.016395475236288704,0.02094396410755195,2.0,0.9411959226886941,3.888293408800081,0,1.0000743838497375,False,True
stable_bayesian_blend_25__finance_log10__a100__b0.25__cap2,stable_bayesian_blend_25,10.254435378618988,8.654739125198407,11.854131632039568,10.232885474436689,8.64658795410502,0.021549904182299073,0.008151171093388143,2.0,0.7023933341270888,3.888293408800081,0,0.8219388712597053,False,True
stable_bayesian_blend_25__finance_log100__a20__b0.25__cap1,stable_bayesian_blend_25,10.255694522187039,8.69685170019177,11.814537344182309,10.232885474436689,8.64658795410502,0.022809047750349976,0.05026374608675077,1.0,0.5780714487704004,2.888293408800081,0,1.0034751589173636,False,True
stable_bayesian_blend_25__finance_log10__a100__b0.25__cap1,stable_bayesian_blend_25,10.25635957130721,8.692201113963575,11.820518028650843,10.232885474436689,8.64658795410502,0.02347409687052071,0.045613159858556074,1.0,0.511738900502441,2.888293408800081,0,0.8219388712597053,False,True
stable_bayesian_blend_25__finance_log100__a5__b0.25__cap1,stable_bayesian_blend_25,10.256524068169433,8.692542315700166,11.820505820638699,10.232885474436689,8.64658795410502,0.023638593732744795,0.045954361595146764,1.0,0.5809201045488847,2.888293408800081,0,0.9976058154617242,False,True
stable_bayesian_blend_25__finance_log50__a5__b0.5__cap1,stable_bayesian_blend_25,10.258192470168247,8.717004040310503,11.79938090002599,10.232885474436689,8.64658795410502,0.025306995731558146,0.07041608620548345,1.0,0.7414179639358555,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.25__cap1,stable_bayesian_blend_25,10.264564209978206,8.708071466847759,11.821056953108652,10.232885474436689,8.64658795410502,0.0316787355415169,0.061483512742739777,1.0,0.5751207822166343,2.888293408800081,0,0.9719691839716845,False,True
stable_bayesian_blend_25__finance_log50__a20__b0.5__cap1,stable_bayesian_blend_25,10.26500838035934,8.723009579149354,11.807007181569329,10.232885474436689,8.64658795410502,0.03212290592265177,0.07642162504433436,1.0,0.7406793981353683,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.25__cap1,stable_bayesian_blend_25,10.268264980225783,8.71501885689206,11.821511103559505,10.232885474436689,8.64658795410502,0.03537950578909488,0.06843090278704089,1.0,0.5889659453143163,2.888293408800081,0,1.0136202083131467,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.25__cap2,stable_bayesian_blend_25,10.270823448743325,8.6653307787138,11.876316118772849,10.232885474436689,8.64658795410502,0.03793797430663659,0.01874282460878085,2.0,0.7537915919404811,3.888293408800081,0,0.9719691839716845,False,True
stable_bayesian_blend_25__finance_log100__a5__b0.5__cap1,stable_bayesian_blend_25,10.271698639214298,8.72870617413451,11.814691104294086,10.232885474436689,8.64658795410502,0.03881316477760954,0.08211822002949098,1.0,0.7723790314966658,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log100__a20__b0.5__cap1,stable_bayesian_blend_25,10.274288043375906,8.739916930004329,11.808659156747483,10.232885474436689,8.64658795410502,0.04140256893921723,0.09332897589930944,1.0,0.7704203505955042,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.25__cap2,stable_bayesian_blend_25,10.283934975047144,8.681493602339128,11.88637634775516,10.232885474436689,8.64658795410502,0.05104950061045521,0.034905648234108355,2.0,0.762507554699624,3.888293408800081,0,1.0136202083131467,False,True
stable_bayesian_blend_25__finance_log10__a100__b0.5__cap1,stable_bayesian_blend_25,10.286635663383873,8.750303181273019,11.822968145494727,10.232885474436689,8.64658795410502,0.053750188947184085,0.1037152271679993,1.0,0.6698294270702353,2.888293408800081,0,1.222143574503643,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.5__cap1,stable_bayesian_blend_25,10.299574416345907,8.776180687197087,11.822968145494727,10.232885474436689,8.64658795410502,0.06668894190921826,0.12959273309206765,1.0,0.7637390210074128,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log50__a5__b0.5__cap2,stable_bayesian_blend_25,10.302937147885958,8.72414566840126,11.881728627370656,10.232885474436689,8.64658795410502,0.0700516734492691,0.07755771429624048,2.0,1.1332845867897552,3.888293408800081,0,1.4334158684336877,False,True
stable_bayesian_blend_25__finance_log50__a20__b0.5__cap2,stable_bayesian_blend_25,10.303482760472512,8.728823885965237,11.878141634979789,10.232885474436689,8.64658795410502,0.07059728603582371,0.08223593186021816,2.0,1.1268972362152014,3.888293408800081,0,1.4596187245728318,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.5__cap1,stable_bayesian_blend_25,10.312278930425023,8.80158971535532,11.822968145494727,10.232885474436689,8.64658795410502,0.0793934559883347,0.15500176125030052,1.0,0.7882993727745516,2.888293408800081,0,1.4217341680157678,False,True
stable_bayesian_blend_25__finance_log100__a20__b0.5__cap2,stable_bayesian_blend_25,10.324480395745304,8.750784981182685,11.898175810307924,10.232885474436689,8.64658795410502,0.0915949213086158,0.10419702707766554,2.0,1.1561428975408008,3.888293408800081,0,1.5852161498189594,False,True
stable_bayesian_blend_25__finance_log100__a5__b0.5__cap2,stable_bayesian_blend_25,10.32557945941517,8.742009445704724,11.909149473125614,10.232885474436689,8.64658795410502,0.09269398497848158,0.09542149159970492,2.0,1.1618402090977693,3.888293408800081,0,1.5734774629076806,False,True
stable_bayesian_blend_25__finance_log10__a100__b0.5__cap2,stable_bayesian_blend_25,10.326269636468082,8.73781427382213,11.914724999114034,10.232885474436689,8.64658795410502,0.0933841620313931,0.09122631971711037,2.0,1.023477801004882,3.888293408800081,0,1.222143574503643,False,True
stable_bayesian_blend_25__finance_log50__a100__b0.5__cap2,stable_bayesian_blend_25,10.34630449026194,8.776806132494226,11.915802848029651,10.232885474436689,8.64658795410502,0.11341901582525082,0.13021817838920668,2.0,1.1502415644332686,3.888293408800081,0,1.5222041999276015,False,True
stable_bayesian_blend_25__finance_log100__a100__b0.5__cap2,stable_bayesian_blend_25,10.359829435265656,8.802947721599955,11.916711148931357,10.232885474436689,8.64658795410502,0.1269439608289673,0.1563597674949353,2.0,1.1779318906286327,3.888293408800081,0,1.6055062486105256,False,True
stable_bayesian_cap_1__finance_log100__a5__b0.1__cap1,stable_bayesian_cap_1,10.431008484595637,9.008031999565445,11.853984969625829,10.428644359921243,9.026190005081006,0.0023641246743935085,-0.018158005515561015,1.0,0.3382127563412768,2.0000000000000036,0,0.5970500912853276,False,True
stable_bayesian_cap_1__finance_log10__a20__b0.25__cap1,stable_bayesian_cap_1,10.431705873318029,9.026051196894493,11.837360549741565,10.428644359921243,9.026190005081006,0.003061513396785287,-0.00013880818651301752,1.0,0.46811032435354705,2.0000000000000036,0,0.6513980686128977,False,True
stable_bayesian_cap_1__finance_log50__a100__b0.1__cap2,stable_bayesian_cap_1,10.432088276842206,9.03422925247575,11.829947301208662,10.428644359921243,9.026190005081006,0.0034439169209630194,0.00803924739474482,1.169560650399484,0.34284876568261385,2.1695606503994824,0,0.5865339839767613,False,True
stable_bayesian_cap_1__finance_log50__a100__b0.1__cap4,stable_bayesian_cap_1,10.432088276842206,9.03422925247575,11.829947301208662,10.428644359921243,9.026190005081006,0.0034439169209630194,0.00803924739474482,1.169560650399484,0.34284876568261385,2.1695606503994824,0,0.5865339839767613,False,True
stable_bayesian_cap_1__finance_log100__a20__b0.1__cap1,stable_bayesian_cap_1,10.43402980282059,9.017493324308385,11.850566281332792,10.428644359921243,9.026190005081006,0.00538544289934606,-0.00869668077262098,1.0,0.3376617107381507,2.0000000000000036,0,0.5994664667480404,False,True
stable_bayesian_cap_1__finance_log10__a100__b0.1__cap1,stable_bayesian_cap_1,10.434072116545092,9.030941793451818,11.837202439638364,10.428644359921243,9.026190005081006,0.005427756623848978,0.004751788370812804,1.0,0.30916318190362035,2.0000000000000036,0,0.5252884517985145,False,True
stable_bayesian_cap_1__finance_log50__a20__b0.25__cap2,stable_bayesian_cap_1,10.43841211069839,8.968140833094852,11.908683388301927,10.428644359921243,9.026190005081006,0.0097677507771472,-0.05804917198615378,2.0,0.7503298897660328,3.0000000000000036,0,0.8855940672576618,False,True
stable_bayesian_cap_1__finance_log100__a100__b0.1__cap2,stable_bayesian_cap_1,10.44026297815496,9.044088014607912,11.836437941702009,10.428644359921243,9.026190005081006,0.011618618233717015,0.017898009526906122,1.1321043823651524,0.3439431447442481,2.1321043823651493,0,0.6036496357722771,False,True
stable_bayesian_cap_1__finance_log100__a100__b0.1__cap4,stable_bayesian_cap_1,10.44026297815496,9.044088014607912,11.836437941702009,10.428644359921243,9.026190005081006,0.011618618233717015,0.017898009526906122,1.1321043823651524,0.3439431447442481,2.1321043823651493,0,0.6036496357722771,False,True
stable_bayesian_cap_1__finance_log50__a100__b0.1__cap1,stable_bayesian_cap_1,10.443420774810306,9.039387290825125,11.847454258795485,10.428644359921243,9.026190005081006,0.014776414889063005,0.013197285744119824,1.0,0.33120140986171676,2.0000000000000036,0,0.5865339839767613,False,True
stable_bayesian_cap_1__finance_log10__a5__b0.5__cap1,stable_bayesian_cap_1,10.444879979824673,9.04475437580744,11.845005583841909,10.428644359921243,9.026190005081006,0.01623561990342992,0.01856437072643402,1.0,0.576043304980611,2.0000000000000036,0,0.852100500953137,False,True
stable_bayesian_cap_1__finance_log10__a5__b0.5__cap2,stable_bayesian_cap_1,10.445863430869238,9.01944799758182,11.872278864156655,10.428644359921243,9.026190005081006,0.017219070947994908,-0.006742007499186187,2.0,0.9275244269569388,3.0000000000000036,0,0.852100500953137,False,True
stable_bayesian_cap_1__finance_log100__a100__b0.1__cap1,stable_bayesian_cap_1,10.450591323399832,9.04833216959654,11.852850477203125,10.428644359921243,9.026190005081006,0.021946963478589154,0.02214216451553419,1.0,0.33557495326150494,2.0000000000000036,0,0.6036496357722771,False,True
stable_bayesian_cap_1__finance_log100__a5__b0.25__cap2,stable_bayesian_cap_1,10.455800820125265,8.981265763979927,11.930335876270606,10.428644359921243,9.026190005081006,0.02715646020402218,-0.04492424110107862,2.0,0.7604255078744685,3.0000000000000036,0,0.9440157880704854,False,True
stable_bayesian_cap_1__finance_log10__a20__b0.5__cap1,stable_bayesian_cap_1,10.455978145393548,9.054134105312032,11.857822185475063,10.428644359921243,9.026190005081006,0.027333785472304584,0.02794410023102678,1.0,0.5931800537733244,2.0000000000000036,0,0.9370565104639064,False,True
stable_bayesian_cap_1__finance_log50__a5__b0.25__cap1,stable_bayesian_cap_1,10.46378346091754,9.062271706106849,11.865295215728231,10.428644359921243,9.026190005081006,0.03513910099629669,0.03608170102584296,1.0,0.5669968648065048,2.0000000000000036,0,0.87214872656477,False,True
stable_bayesian_cap_1__finance_log50__a20__b0.25__cap1,stable_bayesian_cap_1,10.468194632337656,9.073984124838606,11.862405139836707,10.428644359921243,9.026190005081006,0.03955027241641318,0.04779411975760084,1.0,0.5637652479160569,2.0000000000000036,0,0.8855940672576618,False,True
stable_bayesian_cap_1__finance_log10__a20__b0.5__cap2,stable_bayesian_cap_1,10.468563751245169,9.03923539185988,11.897892110630458,10.428644359921243,9.026190005081006,0.039919391323925524,0.013045386778873791,2.0,0.9362206487070941,3.0000000000000036,0,0.9370565104639064,False,True
stable_bayesian_cap_1__finance_log100__a20__b0.25__cap2,stable_bayesian_cap_1,10.47155021139963,9.009097189578977,11.934003233220285,10.428644359921243,9.026190005081006,0.04290585147838755,-0.017092815502028458,2.0,0.7590478938666533,3.0000000000000036,0,0.9500567267272673,False,True
