region,term,estimate,std_error,p_value,ci_low,ci_high,r_squared,precincts,p_value_bh
Birmingham educated suburbs,area_x_noncollege,-0.12187211669996868,0.175378100403838,0.4871112731719719,-0.46561319349149116,0.22186896009155382,0.8164945776304412,108,0.6916888349838421
Birmingham educated suburbs,area_x_time,0.030183323168859882,0.02926342028895323,0.3023367585495884,-0.027172980597488447,0.08753962693520821,0.8164945776304412,108,0.4461178459021003
Birmingham educated suburbs,area_x_college_time,-0.05511995246987139,0.046230895123911944,0.2331533321975252,-0.1457325069127388,0.035492601972996016,0.8164945776304412,108,0.582883330493813
Shelby County remainder,area,0.36394743571156213,0.08253227925763902,1.0348586999520751e-05,0.20218416836658964,0.5257107030565347,0.8201094570377525,120,5.1742934997603755e-05
Shelby County remainder,area_x_college,-0.6142751915454129,0.11311376098444412,5.6166006152304706e-08,-0.8359781630749233,-0.3925722200159024,0.8201094570377525,120,1.8722002050768238e-07
Shelby County remainder,area_x_noncollege,-0.3491225187401735,0.08620852606524779,5.1273545951428355e-05,-0.5180912298280592,-0.18015380765228786,0.8201094570377525,120,0.0005127354595142836
Shelby County remainder,area_x_time,-0.011979744086969495,0.016419663577724695,0.46563630332083394,-0.0441622846993099,0.02020279652537091,0.8201094570377525,120,0.5280807996857737
Shelby County remainder,area_x_college_time,0.02654752887824925,0.0361204699410467,0.4623566337858852,-0.04424859220620228,0.09734364996270078,0.8201094570377525,120,0.7705943896431421
Auburn city,area,-0.8824947862554566,0.30997785103927317,0.004413879919415245,-1.490051374292432,-0.2749381982184812,0.8162595872875664,11,0.00882775983883049
Auburn city,area_x_college,1.838505386259698,0.6039264755651195,0.0023325837018300373,0.6548094941520639,3.022201278367332,0.8162595872875664,11,0.003887639503050062
Auburn city,area_x_noncollege,-0.04279670012152834,0.3026579595102149,0.8875516975123546,-0.6360063007615495,0.5504129005184928,0.8162595872875664,11,0.8875516975123545
Auburn city,area_x_time,0.31934836666672406,0.10883330982447847,0.003343129394654878,0.10603507941074625,0.5326616539227018,0.8162595872875664,11,0.03343129394654878
Auburn city,area_x_college_time,-0.6939106432774995,0.21842675765924477,0.0014888026318664632,-1.1220270882896193,-0.26579419826537976,0.8162595872875664,11,0.007444013159332316
Tuscaloosa city,area,0.6289864015610256,0.10334144141824868,1.1541459333869742e-09,0.4264371763812582,0.831535626740793,0.818488706224636,15,1.1541459333869742e-08
Tuscaloosa city,area_x_college,-0.9398526660113113,0.14196834804257644,3.588190578153517e-11,-1.2181106281747611,-0.6615947038478616,0.818488706224636,15,3.588190578153517e-10
Tuscaloosa city,area_x_noncollege,0.03044730126907162,0.13518806874323597,0.8218067248660732,-0.23452131346767088,0.2954159160058141,0.818488706224636,15,0.8875516975123545
Tuscaloosa city,area_x_time,-0.04914108653994766,0.03699805269880725,0.18410960794263698,-0.12165726982960987,0.023375096749714545,0.818488706224636,15,0.36821921588527395
Tuscaloosa city,area_x_college_time,0.016506952758992707,0.07082268737128741,0.8157036619301559,-0.12230551448873063,0.15531942000671606,0.818488706224636,15,0.9935611571165126
Mobile city,area,0.3204763250487083,0.12240835316940024,0.008842297273274432,0.08055595283668385,0.5603966972607328,0.8160808185241611,30,0.014737162122124052
Mobile city,area_x_college,-0.4462221897504246,0.2119074651364743,0.03522687591419703,-0.8615608214179142,-0.03088355808293497,0.8160808185241611,30,0.04403359489274629
Mobile city,area_x_noncollege,-0.33687829604389613,0.14210949130560377,0.01776142449716013,-0.6154128990028795,-0.05834369308491277,0.8160808185241611,30,0.03552284899432026
Mobile city,area_x_time,0.03043769455808163,0.030123081282663316,0.3122824921314702,-0.028603544755938466,0.08947893387210173,0.8160808185241611,30,0.4461178459021003
Mobile city,area_x_college_time,-0.06458785928504035,0.0866879418696576,0.45623446345094176,-0.23449622534956924,0.10532050677948854,0.8160808185241611,30,0.7705943896431421
Black Belt,area,0.1992999812854303,0.11824915240165876,0.09190676081389985,-0.03246835742182086,0.43106831999268147,0.8160678561276843,98,0.10482675134146802
Black Belt,area_x_college,-1.3740334895755801,0.40232443106980104,0.0006372641699691775,-2.16258937447239,-0.5854776046787701,0.8160678561276843,98,0.001274528339938355
Black Belt,area_x_noncollege,-0.07211367696921925,0.12166030947210527,0.5533510679870737,-0.31056788353454556,0.16634052959610707,0.8160678561276843,98,0.6916888349838421
Black Belt,area_x_time,-0.0463014821009812,0.028097878623986813,0.09938058634931897,-0.10137332420399536,0.008770360002032955,0.8160678561276843,98,0.33126862116439654
Black Belt,area_x_college_time,0.4019577646180349,0.1629853133967513,0.013654714631638207,0.08250655036040239,0.7214089788756675,0.8160678561276843,98,0.04551571543879402
