chamber,district,specification,predicted_dem_margin,public_margin,margin_change_vs_public,winner_changed_vs_public
senate,11,stable_bayesian_cap_1,-48.20505537187948,-48.05910770915243,-0.14594766272705328,False
senate,13,stable_bayesian_cap_1,-48.55690207786645,-48.03819977698762,-0.5187023008788287,False
senate,14,stable_bayesian_cap_1,-42.55322693125855,-41.55322693125855,-1.0,False
senate,16,stable_bayesian_cap_1,-23.20548101233912,-22.20548101233912,-1.0,False
senate,22,stable_bayesian_cap_1,-55.92023492844067,-56.92023492844067,1.0,False
senate,23,stable_bayesian_cap_1,10.392740797125253,9.392740797125253,1.0,False
senate,28,stable_bayesian_cap_1,8.768603045891094,7.768603045891093,1.0000000000000009,False
senate,29,stable_bayesian_cap_1,-56.78353118692056,-56.59198046403853,-0.19155072288203456,False
senate,32,stable_bayesian_cap_1,-52.41751877474897,-51.41751877474897,-1.0,False
house,2,stable_bayesian_cap_2,-63.44009663608022,-63.44556506213457,0.005468426054349607,False
house,4,stable_bayesian_cap_2,-32.16823419244301,-30.168234192443013,-1.9999999999999964,False
house,5,stable_bayesian_cap_2,-43.52228427196412,-42.22783247880138,-1.294451793162736,False
house,8,stable_bayesian_cap_2,-28.161979529179465,-27.045765902606977,-1.1162136265724882,False
house,10,stable_bayesian_cap_2,7.179921085962886,5.179921085962886,2.0,False
house,15,stable_bayesian_cap_2,-15.49899760982322,-13.49899760982322,-2.0,False
house,16,stable_bayesian_cap_2,-70.99235177161762,-72.98027779212242,1.9879260205048013,False
house,19,stable_bayesian_cap_2,38.191402249555054,36.191402249555054,2.0,False
house,20,stable_bayesian_cap_2,-24.96397059610957,-22.96397059610957,-2.0,False
house,21,stable_bayesian_cap_2,-18.342279964211833,-16.342279964211833,-2.0,False
house,25,stable_bayesian_cap_2,-4.465418547051442,-2.465418547051442,-2.0,False
house,28,stable_bayesian_cap_2,-25.43281538840841,-24.862708072052687,-0.570107316355724,False
house,32,stable_bayesian_cap_2,3.1459386439603194,3.422618194788681,-0.2766795508283617,False
house,37,stable_bayesian_cap_2,-40.65718226794273,-42.52828814659968,1.871105878656948,False
house,38,stable_bayesian_cap_2,-40.05882655695209,-40.851162777982296,0.7923362210302045,False
house,40,stable_bayesian_cap_2,-59.84053137933207,-59.91772109645968,0.07718971712760947,False
house,41,stable_bayesian_cap_2,-44.797551546512025,-44.01924227829869,-0.7783092682133343,False
house,43,stable_bayesian_cap_2,-41.82294291486019,-39.82294291486019,-2.0,False
house,45,stable_bayesian_cap_2,-43.76377173462995,-41.76377173462995,-2.0,False
house,47,stable_bayesian_cap_2,-14.542237344054575,-12.542237344054575,-2.0,False
house,50,stable_bayesian_cap_2,-54.95122905036837,-56.83020958474616,1.8789805343777886,False
house,63,stable_bayesian_cap_2,-16.482754089763738,-14.482754089763738,-2.0,False
house,68,stable_bayesian_cap_2,6.266248801475497,4.266248801475497,2.0,False
house,69,stable_bayesian_cap_2,15.2672920863345,13.2672920863345,2.0,False
house,70,stable_bayesian_cap_2,44.14172683432893,42.14172683432893,2.0,False
house,74,stable_bayesian_cap_2,34.367640596328734,32.583507459078504,1.7841331372502296,False
house,75,stable_bayesian_cap_2,-27.159556418806183,-25.159556418806183,-2.0,False
house,80,stable_bayesian_cap_2,-31.413211087356657,-31.56460879094611,0.1513977035894527,False
house,82,stable_bayesian_cap_2,37.01674433891714,35.01674433891714,2.0,False
house,85,stable_bayesian_cap_2,-25.117210383433957,-24.32486910931324,-0.7923412741207159,False
house,96,stable_bayesian_cap_2,-41.98409184744119,-41.64407217615401,-0.34001967128718036,False
house,99,stable_bayesian_cap_2,33.82340390394478,31.823403903944776,2.0000000000000036,False
house,101,stable_bayesian_cap_2,-28.52085457872553,-26.52085457872553,-2.0,False
senate,2,stable_bayesian_cap_2,-0.6342603732381109,1.365739626761889,-2.0,True
senate,3,stable_bayesian_cap_2,-39.333568175357854,-37.71958219015087,-1.6139859852069876,False
senate,6,stable_bayesian_cap_2,-51.06759389060824,-51.33435722894423,0.2667633383359913,False
senate,7,stable_bayesian_cap_2,-11.453156895869265,-9.453156895869265,-2.0,False
senate,8,stable_bayesian_cap_2,-52.17211748245911,-51.84573512309653,-0.32638235936257587,False
senate,11,stable_bayesian_cap_2,-48.20505537187948,-48.05910770915243,-0.14594766272705328,False
senate,13,stable_bayesian_cap_2,-48.55690207786645,-48.03819977698762,-0.5187023008788287,False
senate,14,stable_bayesian_cap_2,-43.39396336078534,-41.55322693125855,-1.8407364295267925,False
senate,16,stable_bayesian_cap_2,-24.20548101233912,-22.20548101233912,-2.0,False
senate,22,stable_bayesian_cap_2,-54.92023492844067,-56.92023492844067,2.0,False
senate,23,stable_bayesian_cap_2,11.392740797125253,9.392740797125253,2.0,False
senate,28,stable_bayesian_cap_2,9.768603045891094,7.768603045891093,2.000000000000001,False
senate,29,stable_bayesian_cap_2,-56.78353118692056,-56.59198046403853,-0.19155072288203456,False
senate,32,stable_bayesian_cap_2,-53.3548103048505,-51.41751877474897,-1.9372915301015325,False
