canonical_candidate_id,cycle,chamber,district,party,candidate,total_fundraising,finance_observation_status,source_name,source_measure,aggregation_status,match_score,match_margin
AL-2006-house-66-D-F-P-SKIPPY-WHITE,2006,house,66,D,"F. P. ""SKIPPY"" WHITE",108393.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,96.7741935483871,96.7741935483871
AL-2006-house-66-R-ALAN-BAKER,2006,house,66,R,ALAN BAKER,126517.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-73-D-LARRY-A-GREWELLE,2006,house,73,D,LARRY A. GREWELLE,29640.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-73-R-DAVID-GRIMES,2006,house,73,R,DAVID GRIMES,125052.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-79-D-CAROLYN-ELLIS,2006,house,79,D,CAROLYN ELLIS,517195.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-79-R-MIKE-HUBBARD,2006,house,79,R,MIKE HUBBARD,748446.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,81.4814814814815,59.25925925925928
AL-2006-house-80-D-LESLEY-VANCE,2006,house,80,D,LESLEY VANCE,182967.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-80-R-CINDY-DUNN-IRVIN,2006,house,80,R,CINDY DUNN IRVIN,13419.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,76.47058823529412,76.47058823529412
AL-2006-house-85-D-BAKER,2006,house,85,D,BAKER,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-house-85-R-RALEY,2006,house,85,R,RALEY,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-house-88-D-M-BENJAMIN-ABERNATHY-I,2006,house,88,D,"M. BENJAMIN ABERNATHY, I",,unknown_unmatched,none,unknown,unmatched,,
AL-2006-house-88-R-H-MAC-GIPSON,2006,house,88,R,H. MAC GIPSON,106450.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,65.21739130434783
AL-2006-house-91-D-TERRY-SPICER,2006,house,91,D,TERRY SPICER,238572.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-91-R-RICKY-E-SNELLGROVE,2006,house,91,R,RICKY E. SNELLGROVE,201116.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-92-D-SETH-HAMMETT,2006,house,92,D,SETH HAMMETT,1130671.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-92-R-WILLIAM-E-BLOCKER,2006,house,92,R,WILLIAM E. BLOCKER,15548.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-93-D-JOHN-WILLIAMS,2006,house,93,D,JOHN WILLIAMS,28949.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,92.85714285714286,92.85714285714286
AL-2006-house-93-R-STEVE-CLOUSE,2006,house,93,R,STEVE CLOUSE,128619.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-94-D-GENE-PONDER,2006,house,94,D,GENE PONDER,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-house-94-R-JOE-FAUST,2006,house,94,R,JOE FAUST,67190.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-95-D-FRANK-CAMP,2006,house,95,D,FRANK CAMP,14660.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-95-R-STEVE-MCMILLAN,2006,house,95,R,STEVE MCMILLAN,68850.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-101-D-AMY-BECKERLE-SMITH,2006,house,101,D,AMY BECKERLE SMITH,5286.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-101-R-JAMIE-ISON,2006,house,101,R,JAMIE ISON,150765.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-102-D-GARY-JOHNSON,2006,house,102,D,GARY JOHNSON,43407.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-house-102-R-CHAD-FINCHER,2006,house,102,R,CHAD FINCHER,104551.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,61.90476190476191
AL-2006-senate-2-D-TOM-BUTLER,2006,senate,2,D,TOM BUTLER,405062.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,86.95652173913044,86.95652173913044
AL-2006-senate-2-R-JIM-BURDEN,2006,senate,2,R,JIM BURDEN,11504.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,81.81818181818181,81.81818181818181
AL-2006-senate-3-D-BOBBY-DAY,2006,senate,3,D,BOBBY DAY,462965.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,73.91304347826086
AL-2006-senate-3-R-ARTHUR-ORR,2006,senate,3,R,ARTHUR ORR,752634.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-4-D-ZEB-LITTLE,2006,senate,4,D,ZEB LITTLE,768319.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-4-R-HAROLD-SACHS,2006,senate,4,R,HAROLD SACHS,150703.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-5-D-LARRY-B-CAGLE,2006,senate,5,D,LARRY B. CAGLE,161771.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,68.0
AL-2006-senate-5-R-CHARLES-BISHOP,2006,senate,5,R,CHARLES BISHOP,233074.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,63.63636363636363
AL-2006-senate-7-D-PARKER-GRIFFITH,2006,senate,7,D,PARKER GRIFFITH,802634.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,76.0
AL-2006-senate-7-R-CHERYL-BASWELL-GUTHRIE,2006,senate,7,R,CHERYL BASWELL-GUTHRIE,293776.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-8-D-LOWELL-R-BARRON,2006,senate,8,D,LOWELL R. BARRON,1254794.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-8-R-DON-STOUT,2006,senate,8,R,DON STOUT,277609.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-9-D-HINTON-HITCHEM,2006,senate,9,D,HINTON HITCHEM,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-senate-9-R-BILL-INGRAM,2006,senate,9,R,BILL INGRAM,225554.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,48.0,48.0
AL-2006-senate-11-D-JIM-PREUITT,2006,senate,11,D,JIM PREUITT,897248.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,81.25,59.02777777777778
AL-2006-senate-11-R-JIM-HETHCOX,2006,senate,11,R,JIM HETHCOX,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-senate-13-D-KIM-S-BENEFIELD,2006,senate,13,D,KIM S. BENEFIELD,456013.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,69.23076923076923
AL-2006-senate-13-R-JIM-C-INGRAM,2006,senate,13,R,JIM C. INGRAM,197523.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,84.61538461538461,84.61538461538461
AL-2006-senate-16-D-RUSS-PARKER,2006,senate,16,D,RUSS PARKER,4408.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-16-R-J-T-JABO-WAGGONER,2006,senate,16,R,"J. T. ""JABO"" WAGGONER",318100.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,90.9090909090909,90.9090909090909
AL-2006-senate-18-D-RODGER-M-SMITHERMAN,2006,senate,18,D,RODGER M. SMITHERMAN,452242.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,57.14285714285714
AL-2006-senate-18-R-STANLEY-NANCE,2006,senate,18,R,STANLEY NANCE,,unknown_unmatched,none,unknown,unmatched,,
AL-2006-senate-20-D-LINDA-COLEMAN,2006,senate,20,D,LINDA COLEMAN,201043.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,23.529411764705884
AL-2006-senate-20-R-MEL-GLENN,2006,senate,20,R,MEL GLENN,9432.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-21-D-PHIL-POOLE,2006,senate,21,D,PHIL POOLE,221127.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,2006,senate,21,R,"JOE NATHAN SAXTON, SR.",,unknown_unmatched,none,unknown,unmatched,,
AL-2006-senate-22-D-PAT-LINDSEY,2006,senate,22,D,PAT LINDSEY,693988.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-22-R-JOHN-MCMILLAN,2006,senate,22,R,JOHN MCMILLAN,649928.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-23-D-HANK-SANDERS,2006,senate,23,D,HANK SANDERS,497900.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-23-R-BOB-DUKE,2006,senate,23,R,BOB DUKE,5950.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,42.10526315789473,42.10526315789473
AL-2006-senate-25-D-MIKE-CHAPPELL,2006,senate,25,D,MIKE CHAPPELL,20000.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-25-R-LARRY-DIXON,2006,senate,25,R,LARRY DIXON,389795.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,73.91304347826086
AL-2006-senate-27-D-T-D-TED-LITTLE,2006,senate,27,D,T. D. (TED) LITTLE,274263.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,88.88888888888889,88.88888888888889
AL-2006-senate-27-R-PEGGY-MARTIN,2006,senate,27,R,PEGGY MARTIN,254707.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,75.75757575757575
AL-2006-senate-29-D-RONNIE-HELMS,2006,senate,29,D,RONNIE HELMS,12750.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-29-R-HARRI-ANNE-SMITH,2006,senate,29,R,HARRI ANNE SMITH,245590.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-30-D-WALKING-WENDELL-MITCHELL,2006,senate,30,D,"""WALKING"" WENDELL MITCHELL",514349.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-30-R-JOAN-REYNOLDS,2006,senate,30,R,JOAN REYNOLDS,960314.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-31-D-JIMMY-W-HOLLEY,2006,senate,31,D,JIMMY W. HOLLEY,713709.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,66.66666666666666
AL-2006-senate-31-R-DWIGHT-ADAMS,2006,senate,31,R,DWIGHT ADAMS,83288.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,92.3076923076923,92.3076923076923
AL-2006-senate-33-D-VIVIAN-DAVIS-FIGURES,2006,senate,33,D,VIVIAN DAVIS FIGURES,132500.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,82.35294117647058,82.35294117647058
AL-2006-senate-33-R-JEFFERY-JONES,2006,senate,33,R,JEFFERY JONES,6986.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-35-D-GARY-TANNER,2006,senate,35,D,GARY TANNER,956140.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2006-senate-35-R-BEN-BROOKS,2006,senate,35,R,BEN BROOKS,637859.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,76.0
AL-2010-house-1-D-GREG-BURDINE,2010,house,1,D,GREG BURDINE,129004.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,77.77777777777777
AL-2010-house-1-R-QUINTON-HANSON,2010,house,1,R,QUINTON HANSON,193055.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,76.0
AL-2010-house-2-D-MIKE-CURTIS,2010,house,2,D,MIKE CURTIS,146150.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,80.0,80.0
AL-2010-house-2-R-LYNN-GREER,2010,house,2,R,LYNN GREER,252690.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-4-D-VAUGHN-GOODWIN,2010,house,4,D,VAUGHN GOODWIN,62438.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-4-R-MICKY-HAMMON,2010,house,4,R,MICKY HAMMON,78743.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-5-D-HENRY-A-WHITE,2010,house,5,D,HENRY A. WHITE,64700.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-5-R-DAN-WILLIAMS,2010,house,5,R,DAN WILLIAMS,124202.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,60.0
AL-2010-house-7-D-JOHN-JODY-LETSON,2010,house,7,D,JOHN 'Jody' LETSON,60760.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-7-R-KEN-JOHNSON,2010,house,7,R,KEN JOHNSON,50888.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-8-D-DRAMA-BRELAND,2010,house,8,D,DRAMA BRELAND,134254.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,68.0
AL-2010-house-8-R-TERRI-COLLINS,2010,house,8,R,TERRI COLLINS,208786.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,68.0
AL-2010-house-9-D-KATHY-WHITE-GOODWIN,2010,house,9,D,KATHY WHITE GOODWIN,86523.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,67.56756756756756
AL-2010-house-9-R-ED-HENRY,2010,house,9,R,ED HENRY,151258.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,80.0,38.620689655172406
AL-2010-house-12-D-JAMES-C-FIELDS-JR,2010,house,12,D,"JAMES C. FIELDS, JR.",118980.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-12-R-MAC-BUTTRAM,2010,house,12,R,MAC BUTTRAM,19590.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-13-D-TOMMY-SHERER,2010,house,13,D,TOMMY SHERER,39547.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-13-R-BILL-ROBERTS,2010,house,13,R,BILL ROBERTS,132805.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,85.71428571428572,48.67724867724869
AL-2010-house-14-D-KEN-GUIN,2010,house,14,D,KEN GUIN,270687.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-14-R-RICHARD-BAUGHN,2010,house,14,R,RICHARD BAUGHN,261266.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,50.0
AL-2010-house-16-D-WILLIAM-E-THIGPEN-SR,2010,house,16,D,"WILLIAM E. THIGPEN, SR.",128869.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-16-R-DANIEL-H-BOMAN,2010,house,16,R,DANIEL H. BOMAN,104375.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,92.3076923076923,92.3076923076923
AL-2010-house-21-D-RANDY-HINSHAW,2010,house,21,D,RANDY HINSHAW,242190.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-21-R-JIM-PATTERSON,2010,house,21,R,JIM PATTERSON,135091.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,85.71428571428572,85.71428571428572
AL-2010-house-22-D-BUTCH-TAYLOR,2010,house,22,D,BUTCH TAYLOR,199204.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-22-R-WAYNE-JOHNSON,2010,house,22,R,WAYNE JOHNSON,150433.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-24-D-NATHANIEL-LEDBETTER,2010,house,24,D,NATHANIEL LEDBETTER,132075.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-24-R-TODD-GREESON,2010,house,24,R,TODD GREESON,187984.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-26-D-RANDALL-WHITE,2010,house,26,D,RANDALL WHITE,90386.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-26-R-KERRY-RICH,2010,house,26,R,KERRY RICH,165786.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,63.63636363636363
AL-2010-house-27-D-JEFF-MCLAUGHLIN,2010,house,27,D,JEFF McLAUGHLIN,,unknown_unmatched,none,unknown,unmatched,,
AL-2010-house-27-R-WES-LONG,2010,house,27,R,WES LONG,255516.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,84.21052631578947,56.9377990430622
AL-2010-house-29-D-JOHN-G-JACK-PAGE-III,2010,house,29,D,JOHN G. 'Jack' PAGE III,144971.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-29-R-BECKY-NORDGREN,2010,house,29,R,BECKY NORDGREN,49139.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-30-D-WALLY-BURNS,2010,house,30,D,WALLY BURNS,44460.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-30-R-BLAINE-GALLIHER,2010,house,30,R,BLAINE GALLIHER,253373.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,65.51724137931035
AL-2010-house-32-D-BARBARA-BIGSBY-BOYD,2010,house,32,D,BARBARA BIGSBY BOYD,57525.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-32-R-RON-STRUZIK,2010,house,32,R,RON STRUZIK,,unknown_unmatched,none,unknown,unmatched,,
AL-2010-house-35-D-STEVE-HURST,2010,house,35,D,STEVE HURST,172662.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-35-R-STEVEN-M-DEAN,2010,house,35,R,STEVEN M. DEAN,151108.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,86.95652173913044,60.289855072463766
AL-2010-house-36-D-GARRY-BEARDEN,2010,house,36,D,GARRY BEARDEN,36650.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-36-R-RANDY-WOOD,2010,house,36,R,RANDY WOOD,138450.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-37-D-RICHARD-LAIRD,2010,house,37,D,RICHARD LAIRD,116291.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,61.53846153846154
AL-2010-house-37-R-BOB-FINCHER,2010,house,37,R,BOB FINCHER,28925.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,87.5,87.5
AL-2010-house-38-D-HUEY-P-LONG,2010,house,38,D,HUEY P. LONG,17962.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-38-R-DUWAYNE-BRIDGES,2010,house,38,R,DuWAYNE BRIDGES,185465.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-39-D-RICHARD-LINDSEY,2010,house,39,D,RICHARD LINDSEY,313579.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,93.75,93.75
AL-2010-house-39-R-TIM-SPRAYBERRY,2010,house,39,R,TIM SPRAYBERRY,10193.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,73.6842105263158,73.6842105263158
AL-2010-house-40-D-RICKY-WHALEY,2010,house,40,D,RICKY WHALEY,44312.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-40-R-K-L-KOVEN-BROWN,2010,house,40,R,K.L. (Koven) BROWN,182010.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,89.65517241379311,89.65517241379311
AL-2010-house-42-D-JAMES-M-JIMMY-MARTIN,2010,house,42,D,JAMES M. 'Jimmy' MARTIN,159166.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-42-R-KURT-WALLACE,2010,house,42,R,KURT WALLACE,153042.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-43-D-VIRGINIA-SWEET,2010,house,43,D,VIRGINIA SWEET,64227.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-43-R-MARY-SUE-MCCLURKIN,2010,house,43,R,MARY SUE McCLURKIN,116448.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-45-D-CHARLENE-CANNON,2010,house,45,D,CHARLENE CANNON,35010.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-45-R-OWEN-DRAKE,2010,house,45,R,OWEN DRAKE,136100.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-61-D-ALAN-HARPER,2010,house,61,D,ALAN HARPER,130646.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-61-R-FRANK-CHANDLER,2010,house,61,R,FRANK CHANDLER,7811.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,93.33333333333331,93.33333333333331
AL-2010-house-63-D-SUSAN-PACE-HAMILL,2010,house,63,D,SUSAN PACE HAMILL,266229.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-63-R-BILL-POOLE,2010,house,63,R,BILL POOLE,88184.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,83.87096774193549,67.20430107526883
AL-2010-house-73-D-JOSEPH-LISTER-JOE-HUBBARD,2010,house,73,D,JOSEPH LISTER 'Joe' HUBBARD,247289.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-73-R-DAVID-GRIMES,2010,house,73,R,DAVID GRIMES,213121.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,76.0
AL-2010-house-75-D-GLENN-L-ALLEN,2010,house,75,D,GLENN L. ALLEN,,unknown_unmatched,none,unknown,unmatched,,
AL-2010-house-75-R-GREG-WREN,2010,house,75,R,GREG WREN,85275.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-80-D-LESLEY-VANCE,2010,house,80,D,LESLEY VANCE,256990.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-80-R-MERVIN-DUDLEY,2010,house,80,R,MERVIN DUDLEY,11500.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-81-D-BETTY-CAROL-GRAHAM,2010,house,81,D,BETTY CAROL GRAHAM,288579.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-81-R-MARK-M-TUGGLE,2010,house,81,R,MARK M. TUGGLE,225828.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-84-D-BERRY-FORTE,2010,house,84,D,BERRY FORTE,49691.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,73.33333333333333
AL-2010-house-84-R-JOYCE-L-PERRIN,2010,house,84,R,JOYCE L. PERRIN,4908.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2010-house-85-D-DEXTER-GRIMSLEY,2010,house,85,D,DEXTER GRIMSLEY,91695.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,80.0
AL-2010-house-85-R-JODY-SINGLETON,2010,house,85,R,JODY SINGLETON,155163.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
