model,model_label,is_public_default,chamber,district,predicted_dem_margin
ramp_all_elastic_net,Elastic Net,False,house,63,-38.00731820430331
ramp_all_elastic_net,Elastic Net,False,house,68,25.22185999002677
ramp_all_elastic_net,Elastic Net,False,house,69,35.34584888915931
ramp_all_elastic_net,Elastic Net,False,house,70,50.041367584057475
ramp_all_elastic_net,Elastic Net,False,house,74,35.84653443523939
ramp_all_elastic_net,Elastic Net,False,house,75,-40.773117165437526
ramp_all_elastic_net,Elastic Net,False,house,80,-34.468564837794034
ramp_all_elastic_net,Elastic Net,False,house,82,43.43021834727857
ramp_all_elastic_net,Elastic Net,False,house,85,-27.76052627133035
ramp_all_elastic_net,Elastic Net,False,house,96,-50.12355551238099
ramp_all_elastic_net,Elastic Net,False,house,99,45.44181752499516
ramp_all_elastic_net,Elastic Net,False,house,101,-39.62494930031066
ramp_all_elastic_net,Elastic Net,False,senate,2,-18.56006963898132
ramp_all_elastic_net,Elastic Net,False,senate,3,-46.28810969637894
ramp_all_elastic_net,Elastic Net,False,senate,6,-53.69919976242371
ramp_all_elastic_net,Elastic Net,False,senate,7,-24.357243687564505
ramp_all_elastic_net,Elastic Net,False,senate,8,-56.64414999011371
ramp_all_elastic_net,Elastic Net,False,senate,11,-51.447663385693595
ramp_all_elastic_net,Elastic Net,False,senate,13,-59.37452210953723
ramp_all_elastic_net,Elastic Net,False,senate,14,-50.85286778211595
ramp_all_elastic_net,Elastic Net,False,senate,16,-43.46836987199787
ramp_all_elastic_net,Elastic Net,False,senate,22,-52.76312467908899
ramp_all_elastic_net,Elastic Net,False,senate,23,30.039515712859178
ramp_all_elastic_net,Elastic Net,False,senate,28,27.32572940772222
ramp_all_elastic_net,Elastic Net,False,senate,29,-60.59982372266693
ramp_all_elastic_net,Elastic Net,False,senate,32,-64.02756260710075
