specification,chamber,district,public_margin,ensemble_margin,change,winner_changed
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,96,-41.64407217615401,-41.12350949197922,0.5205626841747915,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,99,31.823403903944776,32.798246062941395,0.9748421589966192,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,house,101,-26.52085457872553,-27.006451709414243,-0.48559713068871346,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,2,1.365739626761889,0.5710217900700199,-0.7947178366918692,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,3,-37.71958219015087,-37.316854719215634,0.40272747093523265,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,6,-51.33435722894423,-50.522652743567214,0.8117044853770139,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,7,-9.453156895869265,-9.977154265883264,-0.5239973700139995,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,8,-51.84573512309653,-51.39018639089108,0.45554873220545034,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,11,-48.05910770915243,-48.09522361108526,-0.03611590193283121,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,13,-48.03819977698762,-48.638219512052665,-0.6000197350650467,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,14,-41.55322693125855,-41.08616019694874,0.46706673430981027,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,16,-22.20548101233912,-23.429631132867755,-1.224150120528634,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,22,-56.92023492844067,-55.89248234194835,1.0277525864923192,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,23,9.392740797125253,10.88525143955436,1.4925106424291066,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,28,7.768603045891093,9.895971551649852,2.127368505758759,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,29,-56.59198046403853,-56.10461051979907,0.487369944239461,False
public_0.9+all_hybrid_stable_composition__elastic_30__1_0.1,senate,32,-51.41751877474897,-51.31991330752731,0.09760546722166197,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,2,-63.44556506213457,-63.51721578124002,-0.07165071910544896,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,4,-30.168234192443013,-30.986036099665537,-0.817801907222524,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,5,-42.22783247880138,-42.61871653027338,-0.3908840514719998,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,8,-27.045765902606977,-27.187325780746153,-0.14155987813917648,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,10,5.179921085962886,7.676796612897406,2.49687552693452,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,15,-13.49899760982322,-14.29198236526454,-0.792984755441319,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,16,-72.98027779212242,-73.02994768788007,-0.04966989575764558,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,19,36.191402249555054,38.799319603760296,2.6079173542052416,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,20,-22.96397059610957,-23.396859411007107,-0.43288881489753805,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,21,-16.342279964211833,-17.020490621330747,-0.6782106571189139,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,25,-2.465418547051442,-3.3418065954509295,-0.8763880483994875,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,28,-24.862708072052687,-25.148002677517432,-0.2852946054647454,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,32,3.422618194788681,4.699062803479799,1.2764446086911176,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,37,-42.52828814659968,-42.55026301193331,-0.021974865333632465,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,38,-40.851162777982296,-41.09023772505509,-0.23907494707279398,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,40,-59.91772109645968,-60.065041982945814,-0.14732088648613484,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,41,-44.01924227829869,-44.277159165771195,-0.2579168874725042,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,43,-39.82294291486019,-40.545256447647496,-0.7223135327873038,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,45,-41.76377173462995,-42.17117087782863,-0.4073991431986812,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,47,-12.542237344054575,-13.462784207159741,-0.9205468631051659,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,50,-56.83020958474616,-56.69570957653272,0.13450000821343622,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,63,-14.482754089763738,-15.34202136931631,-0.8592672795525722,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,68,4.266248801475497,6.9507865342893265,2.68453773281383,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,69,13.2672920863345,16.038538867427338,2.771246781092838,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,70,42.14172683432893,44.781221619027946,2.6394947846990178,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,74,32.583507459078504,33.232077835018124,0.6485703759396202,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,75,-25.159556418806183,-26.084497911461554,-0.9249414926553712,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,80,-31.56460879094611,-31.875334627603543,-0.3107258366574328,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,82,35.01674433891714,37.60575053069393,2.5890061917767895,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,85,-24.32486910931324,-24.130805468822143,0.19406364049109825,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,96,-41.64407217615401,-41.96330340029182,-0.319231224137809,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,99,31.823403903944776,34.50180191672067,2.6783980127758973,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,house,101,-26.52085457872553,-27.35282451518967,-0.8319699364641409,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,2,1.365739626761889,1.1605998465873162,-0.2051397801745729,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,3,-37.71958219015087,-38.153436312370864,-0.43385412221999786,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,6,-51.33435722894423,-51.41469936654005,-0.08034213759582087,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,7,-9.453156895869265,-10.297218209771234,-0.8440613139019693,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,8,-51.84573512309653,-51.97128014126795,-0.12554501817141528,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,11,-48.05910770915243,-48.31357070857489,-0.254462999422465,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,13,-48.03819977698762,-48.41486826015419,-0.37666848316657564,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,14,-41.55322693125855,-41.96114619497447,-0.40791926371591813,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,16,-22.20548101233912,-22.93305861881688,-0.7275776064777588,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,22,-56.92023492844067,-56.799796926143536,0.12043800229713497,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,23,9.392740797125253,11.931072773882558,2.5383319767573056,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,28,7.768603045891093,10.327904148161759,2.5593011022706653,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,29,-56.59198046403853,-56.84982974296206,-0.2578492789235298,False
public_0.9+all_hybrid_composition__extra_trees__1_0.1,senate,32,-51.41751877474897,-51.8615822392483,-0.44406346449932954,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,2,-63.44556506213457,-63.835444388987284,-0.3898793268527143,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,4,-30.168234192443013,-31.385179869786427,-1.2169456773434142,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,5,-42.22783247880138,-42.942548507876815,-0.7147160290754329,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,8,-27.045765902606977,-27.97420553709718,-0.9284396344902035,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,10,5.179921085962886,5.556355129762336,0.37643404379945,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,15,-13.49899760982322,-14.622011436047856,-1.1230138262246356,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,16,-72.98027779212242,-72.87211039903262,0.10816739308980061,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,19,36.191402249555054,36.743274897308574,0.5518726477535196,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,20,-22.96397059610957,-25.31101065433492,-2.3470400582253497,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,21,-16.342279964211833,-17.41879813023663,-1.0765181660247976,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,25,-2.465418547051442,-4.059225197470535,-1.5938066504190926,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,28,-24.862708072052687,-25.324633466571168,-0.4619253945184809,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,32,3.422618194788681,3.053352268537135,-0.3692659262515461,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,37,-42.52828814659968,-42.52468559402733,0.003602552572345985,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,38,-40.851162777982296,-41.01341592329211,-0.16225314530981194,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,40,-59.91772109645968,-60.26852526448798,-0.35080416802829717,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,41,-44.01924227829869,-44.5959042473691,-0.5766619690704076,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,43,-39.82294291486019,-41.434233194648854,-1.611290279788662,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,45,-41.76377173462995,-43.39178864376173,-1.6280169091317802,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,47,-12.542237344054575,-13.66106642084768,-1.118829076793105,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,50,-56.83020958474616,-56.78107608491983,0.04913349982632553,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,63,-14.482754089763738,-16.28750330813959,-1.8047492183758536,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,68,4.266248801475497,5.616479876758458,1.3502310752829612,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,69,13.2672920863345,15.01265393481292,1.7453618484784208,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,70,42.14172683432893,42.3978794729465,0.2561526386175714,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,74,32.583507459078504,32.59200288972269,0.008495430644188673,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,75,-25.159556418806183,-26.355138847447893,-1.1955824286417105,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,80,-31.56460879094611,-31.89791453331495,-0.3333057423688395,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,82,35.01674433891714,35.627940907836674,0.6111965689195316,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,85,-24.32486910931324,-24.87977397336171,-0.5549048640484706,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,96,-41.64407217615401,-42.244128276130866,-0.6000560999768538,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,99,31.823403903944776,32.4849676771271,0.6615637731823263,False
public_0.9+all_hybrid__ridge_5__1_0.1,house,101,-26.52085457872553,-27.578154904044915,-1.0573003253193853,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,2,1.365739626761889,-0.41394558508704105,-1.7796852118489301,True
public_0.9+all_hybrid__ridge_5__1_0.1,senate,3,-37.71958219015087,-38.54477991017718,-0.825197720026317,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,6,-51.33435722894423,-51.653890549034095,-0.31953332008986735,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,7,-9.453156895869265,-10.693836946740825,-1.2406800508715605,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,8,-51.84573512309653,-52.32088354254165,-0.47514841944511943,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,11,-48.05910770915243,-48.48208325885273,-0.42297554970030404,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,13,-48.03819977698762,-49.25535410868001,-1.2171543316923916,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,14,-41.55322693125855,-42.43321476723253,-0.8799878359739779,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,16,-22.20548101233912,-23.70140610737823,-1.4959250950391088,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,22,-56.92023492844067,-56.60712274200387,0.31311218643680405,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,23,9.392740797125253,10.781363736195718,1.3886229390704656,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,28,7.768603045891093,9.051079253895109,1.2824762080040157,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,29,-56.59198046403853,-57.04141337599157,-0.44943291195303914,False
public_0.9+all_hybrid__ridge_5__1_0.1,senate,32,-51.41751877474897,-52.377951822787196,-0.9604330480382259,False
