specification,chamber,district,public_margin,ensemble_margin,change,winner_changed
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,41,-44.01924227829869,-43.38305936273332,0.6361829155653709,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,43,-39.82294291486019,-43.51387775426578,-3.6909348394055854,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,45,-41.76377173462995,-43.91929561183982,-2.1555238772098733,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,47,-12.542237344054575,-15.54181870592138,-2.999581361866804,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,50,-56.83020958474616,-54.30329723848146,2.5269123462646945,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,63,-14.482754089763738,-16.707816802426827,-2.225062712663089,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,68,4.266248801475497,8.3244623116866,4.058213510211104,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,69,13.2672920863345,19.5431560174545,6.27586393112,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,70,42.14172683432893,45.09404095514247,2.95231412081354,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,74,32.583507459078504,33.19277471960282,0.6092672605243195,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,75,-25.159556418806183,-29.182599493559067,-4.023043074752884,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,80,-31.56460879094611,-30.055917938477076,1.5086908524690337,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,82,35.01674433891714,38.54075454517007,3.5240102062529246,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,85,-24.32486910931324,-25.59008195943908,-1.2652128501258382,False
public_0.7+all_hybrid_stable_composition__elastic_30__1_0.3,house,96,-41.64407217615401,-40.08238412362963,1.5616880525243815,False
