cycle,chamber,district,statewide_index_margin,statewide_index_offices,core_index_margin,core_index_offices,core_index_complete,baseline_quality,map_vintage
2018,house,91,-50.14599268008265,5,-49.66915052707193,2,True,complete_core_expanded,2017_remedial
2018,house,92,-62.35682778706564,5,-59.88056297267339,2,True,complete_core_expanded,2017_remedial
2018,house,93,-44.93836537982902,5,-44.1307868587739,2,True,complete_core_expanded,2017_remedial
2018,house,94,-47.16913980058855,5,-44.57193707087651,2,True,complete_core_expanded,2017_remedial
2018,house,95,-54.944112486329416,5,-52.60419922403828,2,True,complete_core_expanded,2017_remedial
2018,house,96,-40.183392595754995,5,-37.59024221487874,2,True,complete_core_expanded,2017_remedial
2018,house,97,38.923569596358554,5,40.951472048763165,2,True,complete_core_expanded,2017_remedial
2018,house,98,24.611099696079812,5,25.151066249743394,2,True,complete_core_expanded,2017_remedial
2018,house,99,46.2046210169006,5,46.81989015856212,2,True,complete_core_expanded,2017_remedial
2018,house,100,-33.38822302877977,5,-30.810475783270824,2,True,complete_core_expanded,2017_remedial
2018,house,101,-19.711438751528682,5,-16.508106779369093,2,True,complete_core_expanded,2017_remedial
2018,house,102,-48.12775806643926,5,-46.59455930798653,2,True,complete_core_expanded,2017_remedial
2018,house,103,41.04678593396351,5,41.722932046647315,2,True,complete_core_expanded,2017_remedial
2018,house,104,-30.43982109480053,5,-27.596830155444508,2,True,complete_core_expanded,2017_remedial
2018,house,105,-50.493334787526656,5,-48.164987579848386,2,True,complete_core_expanded,2017_remedial
2018,senate,1,-37.00802487586712,5,-34.81328810745321,2,True,complete_core_expanded,2017_remedial
2018,senate,2,-8.851159488150442,5,-8.175435317206956,2,True,complete_core_expanded,2017_remedial
2018,senate,3,-35.68728443169832,5,-33.56269587149675,2,True,complete_core_expanded,2017_remedial
2018,senate,4,-67.96539447580578,5,-64.23712892317789,2,True,complete_core_expanded,2017_remedial
2018,senate,5,-60.80797061092983,5,-55.57228395772658,2,True,complete_core_expanded,2017_remedial
2018,senate,6,-27.15648240551817,5,-23.90674250783585,2,True,complete_core_expanded,2017_remedial
2018,senate,7,-6.430259535147227,5,-4.7482775473730845,2,True,complete_core_expanded,2017_remedial
2018,senate,8,-52.51264854062174,5,-50.451564195054175,2,True,complete_core_expanded,2017_remedial
2018,senate,9,-60.951548099633996,5,-59.742380192034155,2,True,complete_core_expanded,2017_remedial
2018,senate,10,-46.41424807867341,5,-43.38457211108797,2,True,complete_core_expanded,2017_remedial
2018,senate,11,-48.79363390394883,5,-46.5323730414148,2,True,complete_core_expanded,2017_remedial
2018,senate,12,-34.13100148045442,5,-32.0708778688827,2,True,complete_core_expanded,2017_remedial
2018,senate,13,-41.23320154933627,5,-40.47802001459564,2,True,complete_core_expanded,2017_remedial
2018,senate,14,-39.62220566681884,5,-37.19569226355858,2,True,complete_core_expanded,2017_remedial
2018,senate,15,-33.617845563307014,5,-29.20567616254833,2,True,complete_core_expanded,2017_remedial
2018,senate,16,-22.92373602049953,5,-18.560574133668325,2,True,complete_core_expanded,2017_remedial
2018,senate,17,-60.8799862352403,5,-58.185536439349434,2,True,complete_core_expanded,2017_remedial
2018,senate,18,52.98922473217003,5,54.71068947203048,2,True,complete_core_expanded,2017_remedial
2018,senate,19,49.160344895542195,5,49.81327751902994,2,True,complete_core_expanded,2017_remedial
2018,senate,20,55.47170910259764,5,56.122254297038786,2,True,complete_core_expanded,2017_remedial
2018,senate,21,-30.519262355921832,5,-25.532210931411356,2,True,complete_core_expanded,2017_remedial
2018,senate,22,-37.39455546852238,5,-35.086059214981695,2,True,complete_core_expanded,2017_remedial
2018,senate,23,23.692895112738395,5,24.165665935741977,2,True,complete_core_expanded,2017_remedial
