finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
OZELLE HUBERT,OZELLE HUBERT,6154.05,41,1,2018,OZELLE HUBERT
PAIGE SMITH,PAIGE SMITH,3897.92,4,1,2018,PAIGE SMITH
PAIGE VICK,PAIGE VICK,17762.13,80,1,2018,PAIGE VICK
PALMA SIMPSON,PALMA SIMPSON,46624.58,85,1,2018,PALMA SIMPSON
PAMELA BLACKMORE JENKINS,PAMELA BLACKMORE-JENKINS,500.16,1,1,2018,PAMELA BLACKMORE JENKINS
PAMELA COUSINS,PAMELA COUSINS,40853.48,134,1,2018,PAMELA COUSINS
PAMELA FORBES,PAMELA FORBES,6900.0,12,1,2018,PAMELA FORBES
PAMELA HIGGINS,PAMELA HIGGINS,2378.97,1,1,2018,PAMELA HIGGINS
PAMELA HOWARD,PAMELA HOWARD,6206.89,55,1,2018,PAMELA HOWARD
PAMELA WILLIAMS,PAMELA WILLIAMS,12034.869999999999,58,1,2018,PAMELA WILLIAMS
PARKER EDMISTON,PARKER EDMISTON,32560.53,63,1,2018,PARKER EDMISTON
PARKER MOORE,PARKER MOORE,121534.58,90,1,2018,PARKER MOORE
PATRICIA JONES,PATRICIA JONES,57083.3,213,1,2018,PATRICIA JONES
PATRICIA STEPHENS,PATRICIA STEPHENS,35195.45,120,1,2018,PATRICIA STEPHENS
PATRICIA TODD,PATRICIA TODD,26791.22,52,1,2018,PATRICIA TODD
PATRICK ARRINGTON,PATRICK ARRINGTON,13147.97,18,1,2018,PATRICK ARRINGTON
PATRICK BALLARD,PATRICK BALLARD,1737.58,15,1,2018,PATRICK BALLARD
PATRICK BROWN,PATRICK BROWN,4076.04,23,1,2018,PATRICK BROWN
PATRICK BURNHAM,PATRICK BURNHAM,17451.04,56,1,2018,PATRICK BURNHAM
PATRICK CRADDOCK,PATRICK CRADDOCK,1381.97,2,1,2018,PATRICK CRADDOCK
PATRICK DAVENPORT,PATRICK DAVENPORT,2121.0,1,1,2018,PATRICK DAVENPORT
PATRICK FRANKLIN,PATRICK FRANKLIN,38625.6,9,1,2018,PATRICK FRANKLIN
PATRICK KENNEDY,PATRICK KENNEDY,78642.22,138,1,2018,PATRICK KENNEDY
PATTI RHODES,PATTI RHODES,0.0,14,1,2018,PATTI RHODES
PAUL BECKMAN,PAUL BECKMAN,39455.72,78,1,2018,PAUL BECKMAN
PAUL BUSSMAN,PAUL BUSSMAN,277501.91,86,1,2018,PAUL BUSSMAN
PAUL DEMARCO,PAUL DEMARCO,2167.0,3,1,2018,PAUL DEMARCO
PAUL LEE,PAUL LEE,20479.38,26,1,2018,PAUL LEE
PAUL MANNING,PAUL MANNING,1826.3,1,1,2018,PAUL MANNING
PAUL SANFORD,PAUL SANFORD,25765.48,94,1,2018,PAUL SANFORD
PAULA MCDOWELL,PAULA MCDOWELL,2398.97,11,1,2018,PAULA MCDOWELL
PAULA THORNTON,PAULA THORNTON,2255.0,5,1,2018,PAULA THORNTON
PEBBLIN WARREN,PEBBLIN WARREN,139674.37,412,1,2018,PEBBLIN WARREN
PETER DAVIS,PETER DAVIS,9025.94,66,1,2018,PETER DAVIS
PEYTON COCHRANE,PEYTON COCHRANE,2629.0,5,1,2018,PEYTON COCHRANE
PEYTON THETFORD,PEYTON THETFORD,82974.95999999999,77,2,2018,PEYTON THETFORD
PHIL SIMS,PHIL SIMS,26087.28,87,1,2018,PHIL SIMS
PHIL VANDIVER,PHIL VANDIVER,425.0,2,1,2018,PHIL VANDIVER
PHIL WILLIAMS,PHIL WILLIAMS,120.0,1,1,2018,PHIL WILLIAMS
PHILIP BOX,PHILIP BOX,4589.84,29,1,2018,PHILIP BOX
PHILIP SANCHEZ,PHILIP SANCHEZ,16763.14,23,1,2018,PHILIP SANCHEZ
PHILIP SEAY,PHILIP SEAY,2398.9700000000003,2,1,2018,PHILIP SEAY
PHILLIP ANDREWS,PHILLIP ANDREWS,13889.95,63,1,2018,PHILLIP ANDREWS
PHILLIP BROWN,PHILLIP BROWN,10442.17,62,1,2018,PHILLIP BROWN
PHILLIP ENSLER,PHILLIP ENSLER,27961.53,90,1,2018,PHILLIP ENSLER
PHILLIP MURPHY,PHILLIP MURPHY,2511.11,3,1,2018,PHILLIP MURPHY
PHILLIP PARKER,PHILLIP PARKER,1188.29,5,1,2018,PHILLIP PARKER
PHILLIP PETTUS,PHILLIP PETTUS,90916.51,187,1,2018,PHILLIP PETTUS
PHILLIP SEGRAVES,PHILLIP SEGRAVES,25846.45,38,1,2018,PHILLIP SEGRAVES
PHILLIP WILLIAMS,PHILLIP WILLIAMS,5872.76,13,1,2018,PHILLIP WILLIAMS
POLAN WILLIS,POLAN WILLIS,87868.65,137,1,2018,POLAN WILLIS
PRENTIS DAVIS,PRENTIS DAVIS,6492.18,32,1,2018,PRENTIS DAVIS
PRINCE CHESTNUT,PRINCE CHESTNUT,30108.06,117,1,2018,PRINCE CHESTNUT
PRISCILLA DUNN,PRISCILLA DUNN,16832.11,29,1,2018,PRISCILLA DUNN
PRONCEY ROBERTSON,PRONCEY ROBERTSON,77240.03,67,1,2018,PRONCEY ROBERTSON
QUANG DO,QUANG DO,3946.0499999999997,32,1,2018,QUANG DO
QUAVELYN COLEMAN,QUAVELYN COLEMAN,9950.0,20,1,2018,QUAVELYN COLEMAN
QUINTON ROSS,QUINTON ROSS,7215.03,52,1,2018,QUINTON ROSS
RALPH BURKE,RALPH BURKE,24947.74,90,1,2018,RALPH BURKE
RALPH HOWARD,RALPH HOWARD,15458.56,27,1,2018,RALPH HOWARD
RALPH WINCHESTER,RALPH WINCHESTER,5709.37,41,1,2018,RALPH WINCHESTER
RALPH YOUNG,RALPH YOUNG,12268.0,66,1,2018,RALPH YOUNG
RAMON SAMANIEGO,RAMON SAMANIEGO,31797.12,50,1,2018,RAMON SAMANIEGO
RANCE WELBORN,RANCE WELBORN,825.0,5,1,2018,RANCE WELBORN
RANDAL CAVNAR,RANDAL CAVNAR,5426.7,24,1,2018,RANDAL CAVNAR
RANDALL DUNHAM,RANDALL DUNHAM,500.0,1,1,2018,RANDALL DUNHAM
RANDALL RANDY ANDERSON,RANDALL  (RANDY) ANDERSON,8272.0,9,1,2018,RANDALL RANDY ANDERSON
RANDALL SHEDD,RANDALL SHEDD,39038.810000000005,86,1,2018,RANDALL SHEDD
RANDY MOELLER,RANDY MOELLER,30710.61,79,1,2018,RANDY MOELLER
RANDY PRICE,RANDY PRICE,464065.25,312,1,2018,RANDY PRICE
RANDY TURNER,RANDY TURNER,7207.9,9,1,2018,RANDY TURNER
RANDY VEST,RANDY VEST,12402.42,21,1,2018,RANDY VEST
RANDY WOOD,RANDY WOOD,46111.24,83,1,2018,RANDY WOOD
RAY MOCK,RAY MOCK,13451.0,23,1,2018,RAY MOCK
RAYFORD MACK,RAYFORD MACK,7269.96,71,1,2018,RAYFORD MACK
RAYMOND CHAMBLISS,RAYMOND CHAMBLISS,5191.15,55,1,2018,RAYMOND CHAMBLISS
RAYMOND JOHNSON,RAYMOND JOHNSON,10320.0,23,1,2018,RAYMOND JOHNSON
RAYMOND MCGOUGH,RAYMOND MCGOUGH,1343.3400000000001,4,1,2018,RAYMOND MCGOUGH
RAYMOND RODGERS,RAYMOND RODGERS,2253.5,24,1,2018,RAYMOND RODGERS
REBECCA BEKI FERGUSON,REBECCA (BEKI) FERGUSON,1227.65,9,1,2018,REBECCA BEKI FERGUSON
REGINA YOUNG,REGINA YOUNG,1034.44,7,1,2018,REGINA YOUNG
RETA WALDREP,RETA WALDREP,0.0,8,1,2018,RETA WALDREP
REX CLECKLER,REX CLECKLER,4877.96,54,1,2018,REX CLECKLER
REX REYNOLDS,REX REYNOLDS,100363.47,122,1,2018,REX REYNOLDS
RHEA FULMER,RHEA FULMER,26.7,1,1,2018,RHEA FULMER
RHETT MARQUES,RHETT MARQUES,107282.48,41,1,2018,RHETT MARQUES
RHONDA OATS,RHONDA OATS,7886.41,64,1,2018,RHONDA OATS
RICH WINGO,RICH WINGO,23790.54,19,1,2018,RICH WINGO
RICHARD ANDERSON,RICHARD ANDERSON,67621.09,114,1,2018,RICHARD ANDERSON
RICHARD BATES,RICHARD BATES,1612.1,39,1,2018,RICHARD BATES
RICHARD BAUGHN,RICHARD BAUGHN,1282.01,14,1,2018,RICHARD BAUGHN
RICHARD BURTON,RICHARD BURTON,650.0,3,1,2018,RICHARD BURTON
RICHARD DEAN,RICHARD DEAN,4581.78,14,1,2018,RICHARD DEAN
RICHARD DICKERSON,RICHARD DICKERSON,17510.0,150,1,2018,RICHARD DICKERSON
RICHARD FARLEY,RICHARD FARLEY,0.0,10,1,2018,RICHARD FARLEY
RICHARD HUGHES,RICHARD HUGHES,350.0,4,1,2018,RICHARD HUGHES
RICHARD LAGRAND,RICHARD LAGRAND,15974.69,130,1,2018,RICHARD LAGRAND
RICHARD LINDSEY,RICHARD LINDSEY,6689.1,33,1,2018,RICHARD LINDSEY
RICHARD MINOR,RICHARD MINOR,249307.62999999998,40,1,2018,RICHARD MINOR
RICHARD PATE,RICHARD PATE,552589.4,201,1,2018,RICHARD PATE
RICHARD STRINGER,RICHARD STRINGER,2640.0,76,1,2018,RICHARD STRINGER
RICHARD WHITING,RICHARD WHITING,2276.29,24,1,2018,RICHARD WHITING
RICKEY FLOWERS,RICKEY FLOWERS,787.01,2,1,2018,RICKEY FLOWERS
RICKY HARCROW,RICKY HARCROW,17825.77,43,1,2018,RICKY HARCROW
RICKY HERRING,RICKY HERRING,13272.22,25,1,2018,RICKY HERRING
RICKY WALKER,RICKY WALKER,320.0,1,1,2018,RICKY WALKER
RICO WASHINGTON,RICO WASHINGTON,2493.79,60,1,2018,RICO WASHINGTON
RILEY YEARGAN,RILEY YEARGAN,-1013.8499999999999,27,1,2018,RILEY YEARGAN
RITCHIE WHORTON,RITCHIE WHORTON,70608.14,14,1,2018,RITCHIE WHORTON
ROB ROBERTSON,ROB ROBERTSON,101947.88,282,1,2018,ROB ROBERTSON
ROBBIE AUTERY,ROBBIE AUTERY,9666.98,15,1,2018,ROBBIE AUTERY
ROBBY BROWN,ROBBY BROWN,2918.66,6,1,2018,ROBBY BROWN
ROBERT AGERTON,ROBERT AGERTON,0.0,2,1,2018,ROBERT AGERTON
ROBERT BARREN,ROBERT BARREN,22721.61,38,1,2018,ROBERT BARREN
ROBERT BASS,ROBERT BASS,2019.27,4,1,2018,ROBERT BASS
ROBERT BERRY,ROBERT BERRY,1731.54,7,1,2018,ROBERT BERRY
ROBERT BOB WHITE,ROBERT (BOB) WHITE,500.0,1,1,2018,ROBERT BOB WHITE
ROBERT BROUSSARD,ROBERT BROUSSARD,500.0,2,1,2018,ROBERT BROUSSARD
ROBERT BRYANT,ROBERT BRYANT,2423.97,7,1,2018,ROBERT BRYANT
ROBERT BYRD,ROBERT BYRD,18036.03,19,1,2018,ROBERT BYRD
ROBERT CAMPBELL,ROBERT CAMPBELL,7250.99,13,1,2018,ROBERT CAMPBELL
ROBERT CLAIRDAY,ROBERT CLAIRDAY,1523.59,2,1,2018,ROBERT CLAIRDAY
ROBERT DEATON,ROBERT DEATON,217.0,2,1,2018,ROBERT DEATON
ROBERT FINCHER,ROBERT FINCHER,19558.32,51,1,2018,ROBERT FINCHER
ROBERT GREEN,ROBERT GREEN,3979.66,16,1,2018,ROBERT GREEN
ROBERT HAM,ROBERT HAM,539.5,11,1,2018,ROBERT HAM
ROBERT HOGGLE,ROBERT HOGGLE,6188.26,11,1,2018,ROBERT HOGGLE
ROBERT INGRAM,ROBERT INGRAM,1839.15,10,1,2018,ROBERT INGRAM
ROBERT MARDIS,ROBERT MARDIS,1033.6100000000001,19,1,2018,ROBERT MARDIS
ROBERT MCKAY,ROBERT MCKAY,59200.0,81,1,2018,ROBERT MCKAY
ROBERT MOUNT,ROBERT MOUNT,4578.62,10,1,2018,ROBERT MOUNT
ROBERT NEWMAN,ROBERT NEWMAN,0.0,16,1,2018,ROBERT NEWMAN
ROBERT PORTERFIELD,ROBERT PORTERFIELD,6026.48,38,1,2018,ROBERT PORTERFIELD
ROBERT PREACHERS,ROBERT PREACHERS,4856.5599999999995,14,1,2018,ROBERT PREACHERS
ROBERT VANCE,ROBERT VANCE,1116656.4,225,2,2018,ROBERT VANCE
ROBERT WARD,ROBERT WARD,180.0,1,1,2018,ROBERT WARD
ROBERT WEBB,ROBERT WEBB,473.0,3,1,2018,ROBERT WEBB
ROBERT WILTERS,ROBERT WILTERS,3032.0,6,1,2018,ROBERT WILTERS
ROBIN LITAKER,ROBIN LITAKER,3708.3199999999997,5,1,2018,ROBIN LITAKER
ROCKY RIDINGS,ROCKY RIDINGS,8490.98,18,1,2018,ROCKY RIDINGS
RODERICK SCOTT,RODERICK SCOTT,82418.34,306,1,2018,RODERICK SCOTT
RODGER SMITHERMAN,RODGER SMITHERMAN,57779.12,210,1,2018,RODGER SMITHERMAN
RODNEY HUNTLEY,RODNEY HUNTLEY,4352.98,19,1,2018,RODNEY HUNTLEY
RODNEY INGLE,RODNEY INGLE,4150.0,31,1,2018,RODNEY INGLE
RODNEY PETTUS,RODNEY PETTUS,526.0,5,1,2018,RODNEY PETTUS
RODNEY WATSON,RODNEY WATSON,1656.0,25,1,2018,RODNEY WATSON
ROGER BEDFORD,ROGER BEDFORD,26682.5,11,1,2018,ROGER BEDFORD
ROGER KNIGHT,ROGER KNIGHT,225.5,3,1,2018,ROGER KNIGHT
ROGER NEWMAN,ROGER NEWMAN,16276.76,46,1,2018,ROGER NEWMAN
ROGER NICHOLS,ROGER NICHOLS,2844.41,18,1,2018,ROGER NICHOLS
ROGER WATTS,ROGER WATTS,2688.0,7,1,2018,ROGER WATTS
ROGER WILLIAMS,ROGER WILLIAMS,10315.56,48,1,2018,ROGER WILLIAMS
ROLANDA HOLLIS,ROLANDA HOLLIS,56173.9,100,1,2018,ROLANDA HOLLIS
ROLONDA WEDGEWORTH,ROLONDA WEDGEWORTH,3257.39,9,1,2018,ROLONDA WEDGEWORTH
ROMAN SHAUL,ROMAN SHAUL,6598.969999999999,5,1,2018,ROMAN SHAUL
RON ABERNATHY,RON ABERNATHY,10085.9,23,1,2018,RONALD ABERNATHY
RONALD CHASTAIN,RONALD CHASTAIN,19525.23,27,1,2018,RONALD CHASTAIN
RONALD JOHNSON,RONALD JOHNSON,93964.28,170,1,2018,RONALD JOHNSON
RONALD KING,RONALD KING,25.0,1,1,2018,RONALD KING
RONALD MILLER,RONALD MILLER,500.0,1,1,2018,RONALD MILLER
RONALD PUCKETT,RONALD PUCKETT,27730.48,53,1,2018,RONALD PUCKETT
RONALD WATSON,RONALD WATSON,7431.49,20,1,2018,RONALD WATSON
RONALD WHITE,RONALD WHITE,100.00000000000011,16,1,2018,RONALD WHITE
RONDA WALKER,RONDA WALKER,289648.91000000003,137,1,2018,RONDA WALKER
RONNIE JOINER,RONNIE JOINER,1400.02,7,1,2018,RONNIE JOINER
RONNIE OPOLKA,RONNIE OPOLKA,10167.35,20,1,2018,RONNIE OPOLKA
RONNIE OSBORN,RONNIE OSBORN,1939.14,4,1,2018,RONNIE OSBORN
RONNIE REED,RONNIE REED,1650.0,1,1,2018,RONNIE REED
RONNY SHUMATE,RONNY SHUMATE,3499.4,18,1,2018,RONNY SHUMATE
ROY MULLINS,ROY MULLINS,11122.41,42,1,2018,ROY MULLINS
ROYCE KILGORE,ROYCE KILGORE,5724.23,13,1,2018,ROYCE KILGORE
RUBY JONES THOMAS,RUBY JONES-THOMAS,0.0,2,1,2018,RUBY JONES THOMAS
RUDOLPH MUNNERLYN,RUDOLPH MUNNERLYN,2974.0,5,1,2018,RUDOLPH MUNNERLYN
RUSSELL BUSH,RUSSELL BUSH,2378.9700000000003,2,1,2018,RUSSELL BUSH
RUSSELL PRICE,RUSSELL PRICE,7840.59,35,1,2018,RUSSELL PRICE
RUSSELL THOMAS,RUSSELL THOMAS,1416.0,1,1,2018,RUSSELL THOMAS
RUSTY JESSUP,RUSTY JESSUP,44873.37,25,1,2018,RUSTY JESSUP
RUTH HALL,RUTH HALL,2398.9700000000003,2,1,2018,RUTH HALL
RYAN MORTON,RYAN MORTON,3554.71,10,1,2018,RYAN MORTON
SADIE BIAS,SADIE BIAS,7212.139999999999,13,1,2018,SADIE BIAS
SAINT THOMAS,SAINT THOMAS,8425.0,21,1,2018,SAINT THOMAS
SAM GIVHAN,SAM GIVHAN,457988.38,133,1,2018,SAMUEL GIVHAN
SAMANTHA HOWARD,SAMANTHA HOWARD,1381.97,1,1,2018,SAMANTHA HOWARD
SAMUEL COCHRAN,SAMUEL COCHRAN,53422.67,41,1,2018,SAMUEL COCHRAN
SAMUEL GREENE,SAMUEL GREENE,7227.81,65,1,2018,SAMUEL GREENE
SAMUEL HARPER,SAMUEL HARPER,2200.0,11,1,2018,SAMUEL HARPER
SAMUEL JONES,SAMUEL JONES,112114.54,239,1,2018,SAMUEL JONES
SAMUEL KING,SAMUEL KING,9019.4,115,1,2018,SAMUEL KING
SAMUEL PIPES,SAMUEL PIPES,10304.449999999999,14,1,2018,SAMUEL PIPES
SANDRA ALDRIDGE,SANDRA ALDRIDGE,6218.24,14,1,2018,SANDRA ALDRIDGE
SANDRA HOLLIMAN,SANDRA HOLLIMAN,200.0,1,1,2018,SANDRA HOLLIMAN
SANDRA LIGON,SANDRA LIGON,1381.97,2,1,2018,SANDRA LIGON
SANDRA LITTLE BROWN,SANDRA LITTLE-BROWN,90552.3,243,1,2018,SANDRA LITTLE BROWN
SANDRA TUCK,SANDRA TUCK,-697.4,10,1,2018,SANDRA TUCK
SARAH CONKLE,SARAH CONKLE,6451.99,49,1,2018,SARAH CONKLE
SARAH STEWART,SARAH STEWART,1113269.54,137,2,2018,SARAH STEWART
SAUL SMITH,SAUL SMITH,6870.88,39,1,2018,SAUL SMITH
SCHMITT MOORE,SCHMITT MOORE,1685.25,3,1,2018,SCHMITT MOORE
SCOTT BEARD,SCOTT BEARD,1826.18,14,1,2018,SCOTT BEARD
SCOTT DAWSON,SCOTT DAWSON,321521.38,199,1,2018,SCOTT DAWSON
SCOTT HASSELL,SCOTT HASSELL,14792.1,75,1,2018,SCOTT HASSELL
SCOTT LLOYD,SCOTT LLOYD,31235.12,53,1,2018,SCOTT LLOYD
SCOTT MARTIN,SCOTT MARTIN,30287.969999999998,64,1,2018,SCOTT MARTIN
SCOTT STADTHAGEN,SCOTT STADTHAGEN,52593.56,66,1,2018,SCOTT STADTHAGEN
SCOTTIE MCBRIDE,SCOTTIE MCBRIDE,0.0,10,1,2018,SCOTTIE MCBRIDE
SEYRAM SELASE,SEYRAM SELASE,7589.92,21,1,2018,SEYRAM SELASE
SHANE STRINGER,SHANE STRINGER,85039.99,89,1,2018,SHANE STRINGER
SHANNA CHAMBLEE,SHANNA CHAMBLEE,230.34,2,1,2018,SHANNA CHAMBLEE
SHANNON HOLLOWAY,SHANNON HOLLOWAY,10539.49,23,1,2018,SHANNON HOLLOWAY
SHANNON OLIVER,SHANNON OLIVER,1205.0,4,1,2018,SHANNON OLIVER
SHARICA LONG,SHARICA LONG,2356.18,8,1,2018,SHARICA LONG
SHARON COOPER,SHARON COOPER,23392.08,25,1,2018,SHARON COOPER
SHARON MICHALIC,SHARON MICHALIC,781.26,1,1,2018,SHARON MICHALIC
SHARON NETHERY,SHARON NETHERY,16100.08,30,1,2018,SHARON NETHERY
SHAUNATHAN BELL,SHAUNATHAN BELL,2720.01,4,1,2018,SHAUNATHAN BELL
SHAY SHELNUTT,SHAY SHELNUTT,172487.8,47,1,2018,SHAY SHELNUTT
SHEILA MOORE,SHEILA MOORE,1100.0,7,1,2018,SHEILA MOORE
SHEILA TYSON,SHEILA TYSON,91255.2,165,1,2018,SHEILA TYSON
SHEILA WEIL,SHEILA WEIL,10770.0,18,1,2018,SHEILA WEIL
SHELLY WATERS,SHELLY WATERS,2446.98,12,1,2018,SHELLY WATERS
SHERE RUCKER,SHERE RUCKER,315.0,5,1,2018,SHERE RUCKER
SHERRI FRIDAY,SHERRI FRIDAY,92221.84,126,1,2018,SHERRI FRIDAY
SHERRY BURNS,SHERRY BURNS,2378.9700000000003,2,1,2018,SHERRY BURNS
SHIRLENE VICKERS,SHIRLENE VICKERS,1381.97,2,1,2018,SHIRLENE VICKERS
SIDNEY JERNIGAN,SIDNEY JERNIGAN,120.0,1,1,2018,SIDNEY JERNIGAN
SKIP NEUWIEN,SKIP NEUWIEN,23643.63,33,1,2018,SKIP NEUWIEN
SLADE BLACKWELL,SLADE BLACKWELL,205019.19,53,1,2018,SLADE BLACKWELL
SONNY STEEN,SONNY STEEN,22031.18,55,1,2018,SONNY STEEN
SONYA STINSON,SONYA STINSON,18041.2,39,1,2018,SONYA STINSON
SPIRO CHERIOGOTIS,SPIRO CHERIOGOTIS,134953.18,38,1,2018,SPIRO CHERIOGOTIS
STANLEY COOKE,STANLEY COOKE,30500.0,38,1,2018,STANLEY COOKE
STANLEY HILL,STANLEY HILL,7350.0,41,1,2018,STANLEY HILL
STANLEY HOWARD,STANLEY HOWARD,21726.16,44,1,2018,STANLEY HOWARD
STELLA TIPTON,STELLA TIPTON,8100.0,31,1,2018,STELLA TIPTON
STEPHANIE CAVE,STEPHANIE CAVE,3581.9700000000003,5,1,2018,STEPHANIE CAVE
STEPHANIE HUNTER,STEPHANIE HUNTER,3885.0,8,1,2018,STEPHANIE HUNTER
STEPHANIE KEMMER,STEPHANIE KEMMER,3587.35,25,1,2018,STEPHANIE KEMMER
STEPHANIE MUHAMMAD,STEPHANIE MUHAMMAD,3614.4300000000003,32,1,2018,STEPHANIE MUHAMMAD
STEPHEN BROWN,STEPHEN BROWN,3299.86,21,1,2018,STEPHEN BROWN
STEPHEN BRYANT,STEPHEN BRYANT,1920.0,12,1,2018,STEPHEN BRYANT
STEPHEN EVANS,STEPHEN EVANS,32409.440000000002,19,1,2018,STEPHEN EVANS
STEPHEN FLEMMING,STEPHEN FLEMMING,22709.5,73,1,2018,STEPHEN FLEMMING
STEPHEN MCMILLAN,STEPHEN MCMILLAN,8233.88,58,1,2018,STEPHEN MCMILLAN
STEPHEN SEXTON,STEPHEN SEXTON,10666.09,14,1,2018,STEPHEN SEXTON
STEPHEN STEVE HURST,STEPHEN (STEVE) HURST,13070.2,48,1,2018,STEPHEN STEVE HURST
STEPHEN WALLACE,STEPHEN WALLACE,262.5,3,1,2018,STEPHEN WALLACE
STEVE CLOUSE,STEVE CLOUSE,29764.78,163,1,2018,STEVE CLOUSE
STEVE FLOWERS,STEVE FLOWERS,12002.0,11,1,2018,STEVE FLOWERS
STEVE LIVINGSTON,STEVE LIVINGSTON,107154.84,100,1,2018,STEVE LIVINGSTON
STEVE MARSHALL,STEVE MARSHALL,3382314.2800000003,454,1,2018,STEVE MARSHALL
STEVE NORMAN,STEVE NORMAN,50.0,1,1,2018,STEVE NORMAN
STEVE SMITH,STEVE SMITH,11047.8,4,1,2018,STEVE SMITH
STEVE WADLINGTON,STEVE WADLINGTON,1810.0,10,1,2018,STEVE WADLINGTON
STEVEN AMMONS,STEVEN AMMONS,44798.159999999996,38,1,2018,STEVEN AMMONS
STEVEN BALDWIN,STEVEN BALDWIN,6130.0,9,1,2018,STEVEN BALDWIN
STEVEN BLAIR,STEVEN BLAIR,1500.0,1,1,2018,STEVEN BLAIR
STEVEN CURTIS,STEVEN CURTIS,24674.27,31,1,2018,STEVEN CURTIS
STEVEN FOSTER,STEVEN FOSTER,2000.0,3,1,2018,STEVEN FOSTER
STEVEN HERMELING,STEVEN HERMELING,1331.79,8,1,2018,STEVEN HERMELING
STEVEN KING,STEVEN KING,2398.9700000000003,2,1,2018,STEVEN KING
STEVEN LOLLEY,STEVEN LOLLEY,15989.119999999999,30,1,2018,STEVEN LOLLEY
STEVEN PERRYMAN,STEVEN PERRYMAN,2698.97,2,1,2018,STEVEN PERRYMAN
STEVEN REED,STEVEN REED,22880.25,28,1,2018,STEVEN REED
STEVEN ROBINSON,STEVEN ROBINSON,5611.69,12,1,2018,STEVEN ROBINSON
STEVEN SHAVER,STEVEN SHAVER,32094.31,21,1,2018,STEVEN SHAVER
STEVEN SPEAKMAN,STEVEN SPEAKMAN,2500.0,1,1,2018,STEVEN SPEAKMAN
SUE COBB,SUE COBB,610040.46,782,1,2018,SUE COBB
SUMMER PADGETT,SUMMER PADGETT,28306.11,62,1,2018,SUMMER PADGETT
SUSAN HARMON,SUSAN HARMON,3887.16,22,1,2018,SUSAN HARMON
SUSAN HAYES,SUSAN HAYES,1500.0,1,1,2018,SUSAN HAYES
SUSAN LEHMAN,SUSAN LEHMAN,4859.52,6,1,2018,SUSAN LEHMAN
SUSAN ODOM,SUSAN ODOM,1100.0,5,1,2018,SUSAN ODOM
SUSAN SMITH,SUSAN SMITH,18582.38,67,1,2018,SUSAN SMITH
SUZANNA COLEMAN,SUZANNA COLEMAN,12219.26,121,1,2018,SUZANNA COLEMAN
SUZANNE BISHOP,SUZANNE BISHOP,276.83000000000004,4,1,2018,SUZANNE BISHOP
TALMADGE EAST,TALMADGE EAST,42597.57,119,1,2018,TALMADGE EAST
TALMAGE CARTER,TALMAGE CARTER,3000.0,4,1,2018,TALMAGE CARTER
TAMARA TAYLOR,TAMARA TAYLOR,60.0,1,1,2018,TAMARA TAYLOR
TAMMY BROWN,TAMMY BROWN,40824.369999999995,36,1,2018,TAMMY BROWN
TANYA GUIN,TANYA GUIN,53270.659999999996,102,1,2018,TANYA GUIN
TARA MOSELEY,TARA MOSELEY,641.73,5,1,2018,TARA MOSELEY
TASHINA MORRIS,TASHINA MORRIS,8782.35,49,1,2018,TASHINA MORRIS
TED CROCKETT,TED CROCKETT,69177.57,38,1,2018,TED CROCKETT
TEDDY FAUST,TEDDY FAUST,105599.59,78,1,2018,TEDDY FAUST
TERA WHIGHAM,TERA WHIGHAM,1450.0,17,1,2018,TERA WHIGHAM
TERANCE DAWSON,TERANCE DAWSON,13904.0,29,1,2018,TERANCE DAWSON
TERESA PULLIAM,TERESA PULLIAM,49926.69,53,1,2018,TERESA PULLIAM
TERRELL MEANS,TERRELL MEANS,500.0,2,1,2018,TERRELL MEANS
TERRENCE JOHNSON,TERRENCE JOHNSON,1540.3899999999999,10,1,2018,TERRENCE JOHNSON
TERRI COLLINS,TERRI COLLINS,104734.3,114,1,2018,TERRI COLLINS
TERRI LOVELL,TERRI LOVELL,2398.97,1,1,2018,TERRI LOVELL
TERRI THOMAS,TERRI THOMAS,121195.53,63,1,2018,TERRI THOMAS
TERRY CAGLE,TERRY CAGLE,3408.15,8,1,2018,TERRY CAGLE
TERRY DEMPSEY,TERRY DEMPSEY,2398.97,1,1,2018,TERRY DEMPSEY
TERRY HENDRIX,TERRY HENDRIX,0.0,2,1,2018,TERRY HENDRIX
TERRY HINTON,TERRY HINTON,0.0,8,1,2018,TERRY HINTON
TERRY HOWELL,TERRY HOWELL,9302.72,16,1,2018,TERRY HOWELL
TERRY MARTIN,TERRY MARTIN,13190.33,35,1,2018,TERRY MARTIN
TERRY MEARS,TERRY MEARS,1856.98,12,1,2018,TERRY MEARS
TERRY MOORE,TERRY MOORE,4324.66,4,1,2018,TERRY MOORE
TERRY PERSELL,TERRY PERSELL,13976.69,37,1,2018,TERRY PERSELL
TERRY ROBERTS,TERRY ROBERTS,3700.0,14,1,2018,TERRY ROBERTS
TERRY STONE,TERRY STONE,4072.6800000000003,21,1,2018,TERRY STONE
THAD MCCLAMMY,THAD MCCLAMMY,57857.45,111,1,2018,THAD MCCLAMMY
THOMAS ACTION JACKSON,THOMAS ACTION JACKSON,14472.63,40,1,2018,THOMAS ACTION JACKSON
THOMAS ANDERTON,THOMAS ANDERTON,92770.84,130,1,2018,THOMAS ANDERTON
