finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
JAMES MCFARLAND,JAMES MCFARLAND,72984.45,53,1,2018,JAMES MCFARLAND
JAMES MITCHELL,JAMES MITCHELL,617116.32,226,3,2018,JAMES MITCHELL
JAMES MONTGOMERY,JAMES MONTGOMERY,973.0,6,1,2018,JAMES MONTGOMERY
JAMES MORGAN,JAMES MORGAN,2482.7599999999998,3,1,2018,JAMES MORGAN
JAMES MOSELEY,JAMES MOSELEY,1704.1399999999999,3,1,2018,JAMES MOSELEY
JAMES ODOM,JAMES ODOM,8138.96,38,1,2018,JAMES ODOM
JAMES PATTERSON,JAMES PATTERSON,120.0,1,1,2018,JAMES PATTERSON
JAMES PENDLEY,JAMES PENDLEY,7257.17,47,1,2018,JAMES PENDLEY
JAMES PETERSON,JAMES PETERSON,2378.97,1,1,2018,JAMES PETERSON
JAMES POOL,JAMES POOL,3445.86,10,1,2018,JAMES POOL
JAMES RICH,JAMES RICH,15427.93,30,1,2018,JAMES RICH
JAMES ROBERTS,JAMES ROBERTS,2398.9700000000003,2,1,2018,JAMES ROBERTS
JAMES RUDD,JAMES RUDD,629.2,14,1,2018,JAMES RUDD
JAMES SANDERFORD,JAMES SANDERFORD,77420.54,91,1,2018,JAMES SANDERFORD
JAMES SHANNON,JAMES SHANNON,1600.2,7,1,2018,JAMES SHANNON
JAMES STEPHENS,JAMES STEPHENS,51613.28,36,1,2018,JAMES STEPHENS
JAMES STUDDARD,JAMES STUDDARD,10086.11,33,1,2018,JAMES STUDDARD
JAMES TOOMEY,JAMES TOOMEY,36326.97,109,1,2018,JAMES TOOMEY
JAMES TURNER,JAMES TURNER,45392.71,107,1,2018,JAMES TURNER
JAMES TYSON,JAMES TYSON,5.684341886080802e-14,14,1,2018,JAMES TYSON
JAMES UNDERWOOD,JAMES UNDERWOOD,56704.92,46,1,2018,JAMES UNDERWOOD
JAMES WAGGONER,JAMES WAGGONER,144557.19,87,1,2018,JAMES WAGGONER
JAMES WILLIAMS,JAMES WILLIAMS,39189.86,198,2,2018,JAMES WILLIAMS
JAMES WILSON,JAMES WILSON,52630.93,29,1,2018,JAMES WILSON
JAMIE KIEL,JAMIE KIEL,132413.55,118,1,2018,JAMIE KIEL
JAMIE SCARBROUGH,JAMIE SCARBROUGH,1381.97,2,1,2018,JAMIE SCARBROUGH
JAMIE VANDIVER,JAMIE VANDIVER,8456.91,58,1,2018,JAMIE VANDIVER
JANET OGLESBY,JANET OGLESBY,3595.0,25,1,2018,JANET OGLESBY
JANINE HUNT HILLIARD,JANINE HUNT-HILLIARD,48462.86,129,1,2018,JANINE HUNT HILLIARD
JANNAH BAILEY,JANNAH BAILEY,24398.48,36,1,2018,JANNAH BAILEY
JANUARY JANA ELLIS,JANUARY (JANA) ELLIS,14781.72,41,1,2018,JANUARY JANA ELLIS
JARED VAUGHN,JARED VAUGHN,7850.0,42,1,2018,JARED VAUGHN
JASON ADKINS,JASON ADKINS,35717.9,53,1,2018,JASON ADKINS
JASON BLACK,JASON BLACK,15396.36,46,1,2018,JASON BLACK
JASON BOOTHE,JASON BOOTHE,1837.2,10,1,2018,JASON BOOTHE
JASON CALHOUN,JASON CALHOUN,12314.39,17,1,2018,JASON CALHOUN
JASON FISHER,JASON FISHER,42404.81,56,1,2018,JASON FISHER
JASON GREENE,JASON GREENE,4889.530000000001,6,1,2018,JASON GREENE
JASON GRIFFIN,JASON GRIFFIN,6087.18,11,1,2018,JASON GRIFFIN
JASON HEPLER,JASON HEPLER,9621.619999999999,49,1,2018,JASON HEPLER
JASON SHELBY,JASON SHELBY,3729.33,44,1,2018,JASON SHELBY
JASON SPEEGLE,JASON SPEEGLE,144.0,1,1,2018,JASON SPEEGLE
JASON TAYLOR,JASON TAYLOR,4.440892098500626e-15,14,1,2018,JASON TAYLOR
JASON WHITE,JASON WHITE,5136.74,45,1,2018,JASON WHITE
JASPCONIA FLORENCE,JASPCONIA FLORENCE,1806.09,8,1,2018,JASPCONIA FLORENCE
JAY CALHOUN,JAY CALHOUN,1386.1599999999999,5,1,2018,JAY CALHOUN
JAY JONES,JAY JONES,2014.0,1,1,2018,JAY JONES
JAY YORK,JAY YORK,2388.98,2,1,2018,JAY YORK
JB KING,JB KING,9235.94,93,1,2018,JB KING
JEFF CLARK,JEFF CLARK,7810.42,47,1,2018,JEFF CLARK
JEFF SHAVER,JEFF SHAVER,15398.95,34,1,2018,JEFF SHAVER
JEFF SORRELLS,JEFF SORRELLS,42097.47,19,1,2018,JEFF SORRELLS
JEFF STILL,JEFF STILL,33037.27,49,1,2018,JEFF STILL
JEFF WILLIAMS,JEFF WILLIAMS,5901.97,14,1,2018,JEFF WILLIAMS
JEFFERY BOYD,JEFFERY BOYD,75774.38,160,1,2018,JEFFERY BOYD
JEFFERY MCCURDY,JEFFERY MCCURDY,16995.89,46,1,2018,JEFFERY MCCURDY
JEFFERY WASHINGTON,JEFFERY WASHINGTON,500.0,1,1,2018,JEFFERY WASHINGTON
JEFFREY AUSTIN,JEFFREY AUSTIN,135501.31,172,1,2018,JEFFREY AUSTIN
JEFFREY BROCK,JEFFREY BROCK,8333.06,55,1,2018,JEFFREY BROCK
JEFFREY CHUNN,JEFFREY CHUNN,600.0,1,1,2018,JEFFREY CHUNN
JEFFREY JONES,JEFFREY JONES,1009.0,3,1,2018,JEFFREY JONES
JEFFREY OVERSTREET,JEFFREY OVERSTREET,10133.08,25,1,2018,JEFFREY OVERSTREET
JEFFREY WHITE,JEFFREY WHITE,2598.9700000000003,4,1,2018,JEFFREY WHITE
JELANI COLEMAN,JELANI COLEMAN,300.0,1,1,2018,JELANI COLEMAN
JENNIFER GRAY,JENNIFER GRAY,31178.93,150,1,2018,JENNIFER GRAY
JENNIFER HOWELL,JENNIFER HOWELL,2396.9700000000003,2,1,2018,JENNIFER HOWELL
JEREMY ARTHUR,JEREMY ARTHUR,58751.24,37,1,2018,JEREMY ARTHUR
JEREMY GRAY,JEREMY GRAY,71193.48,335,1,2018,JEREMY GRAY
JEREMY JACKSON,JEREMY JACKSON,30264.48,62,1,2018,JEREMY JACKSON
JEREMY JEFFCOAT,JEREMY JEFFCOAT,14377.25,126,1,2018,JEREMY JEFFCOAT
JEREMY KILPATRICK,JEREMY KILPATRICK,327.15999999999997,2,1,2018,JEREMY KILPATRICK
JEREMY ODEN,JEREMY ODEN,572672.89,139,1,2018,JEREMY ODEN
JEREMY RANCHER,JEREMY RANCHER,12600.0,26,1,2018,JEREMY RANCHER
JERRY FITCH,JERRY FITCH,0.0,22,1,2018,JERRY FITCH
JERRY JOHNSON,JERRY JOHNSON,14890.26,57,1,2018,JERRY JOHNSON
JERRY MCGILVRAY,JERRY MCGILVRAY,1844.95,12,1,2018,JERRY MCGILVRAY
JERRY THORN,JERRY THORN,100.0,1,1,2018,JERRY THORN
JERRY WILLIAMS,JERRY WILLIAMS,300.0,1,1,2018,JERRY WILLIAMS
JESSE BYRD,JESSE BYRD,3295.48,16,1,2018,JESSE BYRD
JESSICA BARKER,JESSICA BARKER,18600.97,232,1,2018,JESSICA BARKER
JIM BONNER,JIM BONNER,12394.0,19,2,2018,JAMES BONNER
JIM CARNS,JIM CARNS,108978.7,153,1,2018,JAMES CARNS
JIM HILL,JIM HILL,4250.14,13,1,2018,JAMES HILL
JIM MCCLENDON,JIM MCCLENDON,95077.45999999999,109,1,2018,JAMES MCCLENDON
JIM ZEIGLER,JIM ZEIGLER,63333.200000000004,145,2,2018,JAMES ZEIGLER
JIMMIE BENISON,JIMMIE BENISON,6971.37,39,1,2018,JIMMIE BENISON
JIMMIE BROWN,JIMMIE BROWN,521.4699999999999,3,1,2018,JIMMIE BROWN
JIMMIE FRYER,JIMMIE FRYER,490.54999999999995,6,1,2018,JIMMIE FRYER
JIMMIE HARDEE,JIMMIE HARDEE,8106.23,34,1,2018,JIMMIE HARDEE
JIMMY ABBETT,JIMMY ABBETT,1137.0,1,1,2018,JIMMY ABBETT
JIMMY BICE,JIMMY BICE,2563.95,15,1,2018,JIMMY BICE
JIMMY HOLLEY,JIMMY HOLLEY,9564.3,23,1,2018,JIMMY HOLLEY
JIMMY MADISON,JIMMY MADISON,5996.37,16,1,2018,JIMMY MADISON
JIMMY MILLS,JIMMY MILLS,3561.1800000000003,18,1,2018,JIMMY MILLS
JIMMY MOULTON,JIMMY MOULTON,2398.96,3,1,2018,JIMMY MOULTON
JIMMY NUNN,JIMMY NUNN,42414.6,234,1,2018,JIMMY NUNN
JIMMY POOL,JIMMY POOL,8046.09,14,2,2018,JIMMY POOL
JOANNE JANNIK,JOANNE JANNIK,439.98,2,1,2018,JOANNE JANNIK
JOANNE WHETSTONE,JOANNE WHETSTONE,20739.86,163,1,2018,JOANNE WHETSTONE
JOBE STATUM,JOBE STATUM,518.88,1,1,2018,JOBE STATUM
JODI MCDADE,JODI MCDADE,2820.8,13,1,2018,JODI MCDADE
JODY BISHOP,JODY BISHOP,3226.42,10,1,2018,JODY BISHOP
JODY CAMPBELL,JODY CAMPBELL,17742.21,43,1,2018,JODY CAMPBELL
JODY JEFFCOAT,JODY JEFFCOAT,11263.76,7,1,2018,JODY JEFFCOAT
JODY SELLERS,JODY SELLERS,4337.13,18,1,2018,JODY SELLERS
JOE BLANKS,JOE BLANKS,922.81,3,1,2018,JOE BLANKS
JOE BUZZ JORDAN,"JOE ""BUZZ"" JORDAN",45009.880000000005,22,1,2018,JOE BUZZ JORDAN
JOE DAVIS,JOE DAVIS,21899.78,30,1,2018,JOE DAVIS
JOE HACKWORTH,JOE HACKWORTH,3568.59,9,1,2018,JOE HACKWORTH
JOE KNIGHT,JOE KNIGHT,111670.88,102,1,2018,JOE KNIGHT
JOE MCKISSICK,JOE MCKISSICK,982.13,5,1,2018,JOE MCKISSICK
JOE NORTON,JOE NORTON,17627.870000000003,4,1,2018,JOE NORTON
JOEL HAGOOD,JOEL HAGOOD,49580.23,42,1,2018,JOEL HAGOOD
JOEL WILLIAMS,JOEL WILLIAMS,44062.42,43,1,2018,JOEL WILLIAMS
JOHN BAHAKEL,JOHN BAHAKEL,11018.92,51,1,2018,JOHN BAHAKEL
JOHN BAKER,JOHN BAKER,57089.229999999996,62,1,2018,JOHN BAKER
JOHN CARTER,JOHN CARTER,1556.54,1,1,2018,JOHN CARTER
JOHN COLE,JOHN COLE,94785.26000000001,54,1,2018,JOHN COLE
JOHN CRAWFORD,JOHN CRAWFORD,3196.52,21,1,2018,JOHN CRAWFORD
JOHN CUNNINGHAM,JOHN CUNNINGHAM,60469.74,152,1,2018,JOHN CUNNINGHAM
JOHN DUTTON,JOHN DUTTON,500.0,10,1,2018,JOHN DUTTON
JOHN ENGLISH,JOHN ENGLISH,2093.5,1,1,2018,JOHN ENGLISH
JOHN ESTES,JOHN ESTES,76362.07,131,1,2018,JOHN ESTES
JOHN FOUNTAIN,JOHN FOUNTAIN,0.0,2,1,2018,JOHN FOUNTAIN
JOHN GARRETT,JOHN GARRETT,4655.0,11,1,2018,JOHN GARRETT
JOHN GRAHAM,JOHN GRAHAM,2404.97,2,1,2018,JOHN GRAHAM
JOHN HALLMAN,JOHN HALLMAN,1301.95,7,1,2018,JOHN HALLMAN
JOHN HARRIS,JOHN HARRIS,3347.24,16,1,2018,JOHN HARRIS
JOHN JACOBS,JOHN JACOBS,26420.18,95,1,2018,JOHN JACOBS
JOHN JINKS,JOHN JINKS,41854.93,128,1,2018,JOHN JINKS
JOHN KNIGHT,JOHN KNIGHT,356790.3,418,2,2018,JOHN KNIGHT
JOHN LAKE,JOHN LAKE,17970.98,25,1,2018,JOHN LAKE
JOHN LAWRENCE,JOHN LAWRENCE,434.55,7,1,2018,JOHN LAWRENCE
JOHN LOCKETT,JOHN LOCKETT,73613.06,87,1,2018,JOHN LOCKETT
JOHN MASTIN,JOHN MASTIN,10177.650000000001,21,2,2018,JOHN MASTIN
JOHN MCKELVEY,JOHN MCKELVEY,9185.99,15,1,2018,JOHN MCKELVEY
JOHN MCMILLAN,JOHN MCMILLAN,265195.81,151,2,2018,JOHN MCMILLAN
JOHN MERRILL,JOHN MERRILL,390327.82999999996,87,1,2018,JOHN MERRILL
JOHN MOORE,JOHN MOORE,9832.18,58,1,2018,JOHN MOORE
JOHN MOTON,JOHN MOTON,0.0,6,1,2018,JOHN MOTON
JOHN ROGERS,JOHN ROGERS,21023.49,20,1,2018,JOHN ROGERS
JOHN RONEY,JOHN RONEY,1000.0,6,1,2018,JOHN RONEY
JOHN SAUNDERS,JOHN SAUNDERS,2080.61,16,1,2018,JOHN SAUNDERS
JOHN SEGREST,JOHN SEGREST,37645.89,55,1,2018,JOHN SEGREST
JOHN SHEARON,JOHN SHEARON,16938.829999999998,56,1,2018,JOHN SHEARON
JOHN SMALLWOOD,JOHN SMALLWOOD,18396.37,47,1,2018,JOHN SMALLWOOD
JOHN STEPHENS,JOHN STEPHENS,6118.91,25,1,2018,JOHN STEPHENS
JOHN TAYLOR,JOHN TAYLOR,2343.25,40,1,2018,JOHN TAYLOR
JOHN THORNTON,JOHN THORNTON,15381.25,36,1,2018,JOHN THORNTON
JOHN TINDLE,JOHN TINDLE,2450.0,3,1,2018,JOHN TINDLE
JOHN WARREN,JOHN WARREN,20938.0,30,1,2018,JOHN WARREN
JOHN WILLIAMS,JOHN WILLIAMS,285527.35,81,2,2018,JOHN WILLIAMS
JOHNATHAN HARD,JOHNATHAN HARD,6206.71,12,1,2018,JOHNATHAN HARD
JOHNNY ALLEN,JOHNNY ALLEN,652.44,2,1,2018,JOHNNY ALLEN
JOHNNY FORD,JOHNNY FORD,28236.149999999998,29,1,2018,JOHNNY FORD
JOHNNY MORROW,JOHNNY MORROW,446940.19,408,1,2018,JOHNNY MORROW
JOJO SCHWARZAUER,JOJO SCHWARZAUER,1381.97,2,1,2018,JOJO SCHWARZAUER
JON FORD,JON FORD,458094.73,718,2,2018,JON FORD
JON MARK NELSON,JON MARK NELSON,0.0,6,1,2018,JON MARK NELSON
JONATHAN BENISON,JONATHAN BENISON,52643.74,93,1,2018,JONATHAN BENISON
JONATHAN TINDLE,JONATHAN TINDLE,4229.48,3,1,2018,JONATHAN TINDLE
JONATHON HORNE,JONATHON HORNE,505.0,3,1,2018,JONATHON HORNE
JONATHON HORTON,JONATHON HORTON,64819.21,164,1,2018,JONATHON HORTON
JOSEPH BAILEY,JOSEPH BAILEY,164.0,2,1,2018,JOSEPH BAILEY
JOSEPH BARGANIER,JOSEPH BARGANIER,515.0,1,1,2018,JOSEPH BARGANIER
JOSEPH BOOHAKER,JOSEPH BOOHAKER,3986.97,21,1,2018,JOSEPH BOOHAKER
JOSEPH CANNON,JOSEPH CANNON,42255.46,47,1,2018,JOSEPH CANNON
JOSEPH DAVIDSON,JOSEPH DAVIDSON,1945.46,14,1,2018,JOSEPH DAVIDSON
JOSEPH DYAR,JOSEPH DYAR,32465.47,29,1,2018,JOSEPH DYAR
JOSEPH ELLISON,JOSEPH ELLISON,2290.37,3,1,2018,JOSEPH ELLISON
JOSEPH GREEN,JOSEPH GREEN,371.79,1,1,2018,JOSEPH GREEN
JOSEPH HOLLEY,JOSEPH HOLLEY,275.0,2,1,2018,JOSEPH HOLLEY
JOSEPH HOWELL,JOSEPH HOWELL,16072.84,100,1,2018,JOSEPH HOWELL
JOSEPH JOEY BAKER,JOSEPH (JOEY) BAKER,6265.0,20,1,2018,JOSEPH JOEY BAKER
JOSEPH LOVVORN,JOSEPH LOVVORN,107802.66,76,1,2018,JOSEPH LOVVORN
JOSEPH MANSELL,JOSEPH MANSELL,14442.599999999999,49,1,2018,JOSEPH MANSELL
JOSEPH MITCHELL,JOSEPH MITCHELL,4238.21,22,1,2018,JOSEPH MITCHELL
JOSEPH OGLESBY,JOSEPH OGLESBY,3683.04,7,1,2018,JOSEPH OGLESBY
JOSEPH OWENS,JOSEPH OWENS,5910.89,13,1,2018,JOSEPH OWENS
JOSEPH SEDINGER,JOSEPH SEDINGER,2918.6099999999997,17,1,2018,JOSEPH SEDINGER
JOSEPH SIEGELMAN,JOSEPH SIEGELMAN,635013.1,415,1,2018,JOSEPH SIEGELMAN
JOSEPH STANKOSKI,JOSEPH STANKOSKI,3606.01,12,1,2018,JOSEPH STANKOSKI
JOSEPH STARNES,JOSEPH STARNES,5700.0,36,1,2018,JOSEPH STARNES
JOSEPH WILLOUGHBY,JOSEPH WILLOUGHBY,3319.63,18,1,2018,JOSEPH WILLOUGHBY
JOSEPHINE CUMMINGS,JOSEPHINE CUMMINGS,9036.98,30,1,2018,JOSEPHINE CUMMINGS
JOSHUA GARNER,JOSHUA GARNER,1133.01,2,1,2018,JOSHUA GARNER
JOSHUA JONES,JOSHUA JONES,236986.71,3,1,2018,JOSHUA JONES
JOSHUA WILSON,JOSHUA WILSON,32050.14,56,1,2018,JOSHUA WILSON
JOY BOOTH,JOY BOOTH,2378.97,1,1,2018,JOY BOOTH
JOYFUL JOHNS,JOYFUL JOHNS,8552.43,57,1,2018,JOYFUL JOHNS
JUANDALYNN GIVAN,JUANDALYNN GIVAN,61865.83,152,1,2018,JUANDALYNN GIVAN
JUANITA HEALY,JUANITA HEALY,10175.82,31,1,2018,JUANITA HEALY
JUDY LARUE,JUDY LARUE,100.0,1,1,2018,JUDY LARUE
JULIA WILCOX,JULIA WILCOX,5598.72,24,1,2018,JULIA WILCOX
JULIAN SINQUEFIELD,JULIAN SINQUEFIELD,5814.08,14,1,2018,JULIAN SINQUEFIELD
JULIE HOOD,JULIE HOOD,2481.84,12,1,2018,JULIE HOOD
JULIE PALMER,JULIE PALMER,9714.78,14,2,2018,JULIE PALMER
JULIE POE,JULIE POE,7322.71,36,1,2018,JULIE POE
JUSTIN BARKLEY,JUSTIN BARKLEY,322.71,1,1,2018,JUSTIN BARKLEY
JUSTIN GASQUE,JUSTIN GASQUE,108.0,1,1,2018,JUSTIN GASQUE
JUSTIN MORROW,JUSTIN MORROW,1539.1499999999999,14,1,2018,JUSTIN MORROW
JUSTIN SAWYER,JUSTIN SAWYER,1785.27,28,1,2018,JUSTIN SAWYER
JUSTIN SORRELL,JUSTIN SORRELL,294060.47,302,1,2018,JUSTIN SORRELL
JUSTIN WHITE,JUSTIN WHITE,4487.77,12,1,2018,JUSTIN WHITE
KACEY JOHNSTON,KACEY JOHNSTON,3647.45,28,1,2018,KACEY JOHNSTON
KARA BEVILL,KARA BEVILL,9074.81,38,1,2018,KARA BEVILL
KAREAN REYNOLDS,KAREAN REYNOLDS,3896.8599999999997,6,1,2018,KAREAN REYNOLDS
KAREN BURKS,KAREN BURKS,19595.0,90,1,2018,KAREN BURKS
KAREN HALL,KAREN HALL,2398.9700000000003,2,1,2018,KAREN HALL
KAREN JACKSON,KAREN JACKSON,11003.87,31,1,2018,KAREN JACKSON
KARI SWENSON POWELL,KARI SWENSON-POWELL,43205.85,114,1,2018,KARI SWENSON POWELL
KARLOS FINLEY,KARLOS FINLEY,81864.17,32,1,2018,KARLOS FINLEY
KATRINA ROSS,KATRINA ROSS,2893.72,5,1,2018,KATRINA ROSS
KATY CAMPBELL,KATY CAMPBELL,583.5,7,1,2018,KATY CAMPBELL
KAY IVEY,KAY IVEY,6682705.96,1326,2,2018,KAY IVEY
KAYLA COONER,KAYLA COONER,11161.13,42,1,2018,KAYLA COONER
KECHIA DAVIS,KECHIA DAVIS,27088.64,61,1,2018,KECHIA DAVIS
KEITH BOZEMAN,KEITH BOZEMAN,2248.1400000000003,5,1,2018,KEITH BOZEMAN
KEITH COX,KEITH COX,1857.2,5,1,2018,KEITH COX
KEITH CROFFORD,KEITH CROFFORD,1001.75,15,1,2018,KEITH CROFFORD
KEITH FREEMAN,KEITH FREEMAN,698.8299999999998,10,1,2018,KEITH FREEMAN
KEITH NICHOLS,KEITH NICHOLS,4056.2,16,1,2018,KEITH NICHOLS
KEITH STRINGFELLOW,KEITH STRINGFELLOW,1048.98,33,1,2018,KEITH STRINGFELLOW
KELVIN LAWRENCE,KELVIN LAWRENCE,40755.19,185,1,2018,KELVIN LAWRENCE
KELVIN SMITH,KELVIN SMITH,1310.0,7,1,2018,KELVIN SMITH
KELVIN WILLIAMS,KELVIN WILLIAMS,2322.16,11,1,2018,KELVIN WILLIAMS
KEN JOHNSON,KEN JOHNSON,8048.68,16,1,2018,KEN JOHNSON
KENNETH BAILEY,KENNETH BAILEY,7504.21,19,1,2018,KENNETH BAILEY
KENNETH BRACKINS,KENNETH BRACKINS,21598.87,176,1,2018,KENNETH BRACKINS
KENNETH ELLIS,KENNETH ELLIS,4053.0,23,1,2018,KENNETH ELLIS
KENNETH HARDEN,KENNETH HARDEN,14081.66,70,1,2018,KENNETH HARDEN
KENNETH PARSONS,KENNETH PARSONS,1000.0,1,1,2018,KENNETH PARSONS
KENNETH ROBINSON,KENNETH ROBINSON,200.0,1,1,2018,KENNETH ROBINSON
KENNETH THOMAS,KENNETH THOMAS,2446.02,2,1,2018,KENNETH THOMAS
KENNY FREEMAN,KENNY FREEMAN,1381.97,1,1,2018,KENNY FREEMAN
KENNY JOHNSON,KENNY JOHNSON,11150.0,5,1,2018,KENNY JOHNSON
KERRY NEIGHBORS,KERRY NEIGHBORS,0.0,4,1,2018,KERRY NEIGHBORS
KERRY RICH,KERRY RICH,8049.11,85,1,2018,KERRY RICH
KESHIA GARDNER,KESHIA GARDNER,15278.55,75,1,2018,KESHIA GARDNER
KEVIN GENTRY,KEVIN GENTRY,18362.1,41,1,2018,KEVIN GENTRY
KEVIN MOON,KEVIN MOON,5028.5,12,1,2018,KEVIN MOON
KEVIN PRICE,KEVIN PRICE,18611.2,68,1,2018,KEVIN PRICE
KEVIN TURNER,KEVIN TURNER,81245.48,152,1,2018,KEVIN TURNER
KIM KERVIN,KIM KERVIN,12826.34,25,1,2018,KIM KERVIN
KIM MCCARSON,KIM MCCARSON,3219.08,13,1,2018,KIM MCCARSON
KIMBERLY CRAWFORD,KIMBERLY CRAWFORD,2398.96,3,1,2018,KIMBERLY CRAWFORD
KIMBERLY JONES,KIMBERLY JONES,751.37,10,1,2018,KIMBERLY JONES
KING MCMILLION,KING MCMILLION,1910.99,7,1,2018,KING MCMILLION
KOVEN BROWN,KOVEN BROWN,25410.47,44,1,2018,KOVEN BROWN
KRISTI SAYERS,KRISTI SAYERS,24385.22,37,1,2018,KRISTI SAYERS
KRISTOPHER LONG,KRISTOPHER LONG,596.1700000000001,2,1,2018,KRISTOPHER LONG
KRISTY KIRKLAND,KRISTY KIRKLAND,4414.56,16,1,2018,KRISTY KIRKLAND
KYLE BROWN,KYLE BROWN,40491.2,82,1,2018,KYLE BROWN
KYLE PANKEY,KYLE PANKEY,6668.82,76,1,2018,KYLE PANKEY
KYLE PIERCE,KYLE PIERCE,29784.84,91,1,2018,KYLE PIERCE
KYLE SOUTH,KYLE SOUTH,100425.2,95,1,2018,KYLE SOUTH
LAKITIA HALL WRIGHT,LAKITIA HALL-WRIGHT,4336.56,29,1,2018,LAKITIA HALL WRIGHT
LANA BELLEW,LANA BELLEW,2344.87,13,1,2018,LANA BELLEW
LARA ALVIS,LARA ALVIS,1498.29,1,1,2018,LARA ALVIS
LARRY ANDERSON,LARRY ANDERSON,115.24,1,1,2018,LARRY ANDERSON
LARRY HILL,LARRY HILL,3090.1,39,1,2018,LARRY HILL
LARRY LEE,LARRY LEE,33488.49,34,1,2018,LARRY LEE
LARRY STUTTS,LARRY STUTTS,440132.03,450,1,2018,LARRY STUTTS
LARRY WHITE,LARRY WHITE,4361.74,14,1,2018,LARRY WHITE
LASHANDRA MYRICK,LASHANDRA MYRICK,4229.72,15,1,2018,LASHANDRA MYRICK
LASHUNDA SCALES,LASHUNDA SCALES,69933.26,422,1,2018,LASHUNDA SCALES
LASHUNTA WHITE BOLER,LASHUNTA WHITE BOLER,7266.5,78,1,2018,LASHUNTA WHITE BOLER
LAURA CASEY,LAURA CASEY,5025.0,6,1,2018,LAURA CASEY
LAURA CLEMONS,LAURA CLEMONS,5988.7,55,1,2018,LAURA CLEMONS
LAURA GRANTHAM,LAURA GRANTHAM,10447.76,36,1,2018,LAURA GRANTHAM
LAURA GREGORY,LAURA GREGORY,59609.880000000005,69,1,2018,LAURA GREGORY
LAURA HALL,LAURA HALL,98121.52,197,1,2018,LAURA HALL
LAURA POWELL,LAURA POWELL,13762.09,46,1,2018,LAURA POWELL
LAURIE HALL,LAURIE HALL,2247.91,1,1,2018,LAURIE HALL
LE DARIUS HILLIARD,LE'DARIUS HILLIARD,5247.29,39,1,2018,LE DARIUS HILLIARD
LEE HAMILTON,LEE HAMILTON,23125.66,211,1,2018,LEE HAMILTON
LEIGH FAIR,LEIGH FAIR,28709.83,83,1,2018,LEIGH FAIR
LEN PRICE,LEN PRICE,4961.2699999999995,14,1,2018,LEN PRICE
LEON BURT SMITHART,"LEON ""BURT"" SMITHART",5539.24,13,1,2018,LEON BURT SMITHART
LEON PARKER,LEON PARKER,3190.0,13,1,2018,LEON PARKER
LEON REDUS SISSON,LEON (REDUS) SISSON,17877.36,101,1,2018,LEON REDUS SISSON
LEONARD HARWELL,LEONARD HARWELL,3910.36,4,1,2018,LEONARD HARWELL
LEROY UPSHAW,LEROY UPSHAW,3237.69,6,1,2018,LEROY UPSHAW
LESA KEITH,LESA KEITH,1466.91,6,1,2018,LESA KEITH
LESLIE MOORE,LESLIE MOORE,23765.77,94,1,2018,LESLIE MOORE
LESTER BLACK,LESTER BLACK,7275.94,56,1,2018,LESTER BLACK
LESTER BROWN,LESTER BROWN,719.0,2,1,2018,LESTER BROWN
LEVI WRIGHT,LEVI WRIGHT,0.0,2,1,2018,LEVI WRIGHT
LILES BURKE,LILES BURKE,259348.58,42,1,2018,LILES BURKE
LILETTA JENKINS,LILETTA JENKINS,888.12,7,1,2018,LILETTA JENKINS
LINDA COATS,LINDA COATS,3344.99,7,1,2018,LINDA COATS
LINDA COLEMAN MADISON,LINDA COLEMAN-MADISON,10065.69,21,1,2018,LINDA COLEMAN MADISON
LINDA HALL,LINDA HALL,13510.97,31,2,2018,LINDA HALL
LINDA MEIGS,LINDA MEIGS,50601.39,186,1,2018,LINDA MEIGS
LINDSEY DECKARD,LINDSEY DECKARD,46712.5,252,1,2018,LINDSEY DECKARD
LISA AMERSON,LISA AMERSON,6144.74,49,1,2018,LISA AMERSON
LISA BURDETTE,LISA BURDETTE,1381.97,6,1,2018,LISA BURDETTE
LISA CHANDLER,LISA CHANDLER,578.16,5,1,2018,LISA CHANDLER
LISA MCKISSICK,LISA MCKISSICK,1522.76,9,1,2018,LISA MCKISSICK
LISA MCSWAIN,LISA MCSWAIN,1381.97,2,1,2018,LISA MCSWAIN
LISTER REEVES,LISTER REEVES,16850.0,17,1,2018,LISTER REEVES
LLOYD HUTTO,LLOYD HUTTO,3175.68,11,1,2018,LLOYD HUTTO
LONNIE GUY,LONNIE GUY,175.0,1,1,2018,LONNIE GUY
LONNIE PARSONS,LONNIE PARSONS,12700.0,25,1,2018,LONNIE PARSONS
LORA MORROW,LORA MORROW,13118.57,106,1,2018,LORA MORROW
LORI PATTERSON,LORI PATTERSON,3107.18,14,1,2018,LORI PATTERSON
LORI WOMBLE,LORI WOMBLE,6153.85,31,1,2018,LORI WOMBLE
LORRAINE PRINGLE,LORRAINE PRINGLE,21669.82,47,1,2018,LORRAINE PRINGLE
LOUIS WILLIE,LOUIS WILLIE,15724.86,42,1,2018,LOUIS WILLIE
LOUISE ALEXANDER,LOUISE ALEXANDER,47163.79,173,1,2018,LOUISE ALEXANDER
LULA ALBERT,LULA ALBERT,2730.0,10,1,2018,LULA ALBERT
LUTHER STRANGE,LUTHER STRANGE,1714.33,3,1,2018,LUTHER STRANGE
LYCURGUS HATCHER,LYCURGUS HATCHER,73331.57,212,1,2018,LYCURGUS HATCHER
