state,year,chamber,district,party,candidate,candidate_actual_margin,candidate_expected_margin,candidate_quality_residual,model,fold_type,fold,baseline_allocation_quality,incumbency_balance
AL,2010,house,9,R,"henry, ed",45.29587871838971,37.83043460822489,7.4654441101648175,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,12,D,"fields, james c, jr",-8.33881283997848,-35.263417440652034,26.924604600673554,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,12,R,"buttram, mac",8.33881283997848,35.263417440652034,-26.924604600673554,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,13,D,"sherer, tommy",-21.281117182756528,-12.20050269431755,-9.080614488438979,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,13,R,"roberts, bill 2",21.281117182756528,12.20050269431755,9.080614488438979,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,14,D,"guin, ken",-38.7120761451517,-11.668032692226816,-27.044043452924882,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,14,R,"baughn, richard",38.7120761451517,11.668032692226816,27.044043452924882,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,16,D,"thigpen, william e, sr",-7.751265365148228,-15.661582217013965,7.910316851865737,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,16,R,"boman, daniel h",7.751265365148228,15.661582217013965,-7.910316851865737,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,21,D,"hinshaw, randy",-3.5239206534422403,-0.017687298940060714,-3.5062333545021795,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,21,R,"patterson, jim 2",3.5239206534422403,0.017687298940060714,3.5062333545021795,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,22,D,"taylor, butch",-29.564625850340136,-33.11569147791082,3.5510656275706864,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,22,R,"johnson, wayne",29.564625850340136,33.11569147791082,-3.5510656275706864,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,24,D,"ledbetter, nathaniel",-6.667559244878833,-38.57482745067082,31.907268205791986,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,24,R,"greeson, todd",6.667559244878833,38.57482745067082,-31.907268205791986,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,26,D,"white, randall",-19.294468367008943,-36.282830419040465,16.988362052031523,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,26,R,"rich, kerry",19.294468367008943,36.282830419040465,-16.988362052031523,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,27,D,"mclaughlin, jeffrey (jeff)",-6.551122033240639,-23.628982741195706,17.077860707955068,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,27,R,"long, wes",6.551122033240639,23.628982741195706,-17.077860707955068,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,29,D,"page, john g (jack), iii",-3.901875388854324,-0.8971631406216538,-3.00471224823267,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,29,R,"nordgren, becky",3.901875388854324,0.8971631406216538,3.00471224823267,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,30,D,"burns, wally",-45.10970129526831,-50.274634980491044,5.164933685222735,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,30,R,"galliher, blaine",45.10970129526831,50.274634980491044,-5.164933685222735,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,36,D,"bearden, garry",-52.54797671242723,-43.977339647675564,-8.570637064751665,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,36,R,"wood, randy 1",52.54797671242723,43.977339647675564,8.570637064751665,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,37,D,"laird, richard",7.243500694582258,-4.994833312794633,12.238334007376892,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,37,R,"fincher, bob",-7.243500694582258,4.994833312794633,-12.238334007376892,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,38,D,"long, huey p",-1.978171896316508,-22.5395779072957,20.561406010979194,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,38,R,"bridges, duwayne",1.978171896316508,22.5395779072957,-20.561406010979194,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,39,D,"lindsey, richard j",14.152046783625732,-13.18813909974157,27.3401858833673,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,39,R,"sprayberry, tim",-14.152046783625732,13.18813909974157,-27.3401858833673,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,40,D,"whaley, ricky",-25.038223516563523,-30.439450120121833,5.40122660355831,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,40,R,"brown, koven l (koven) 2",25.038223516563523,30.439450120121833,-5.40122660355831,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,42,D,"martin, james m (jimmy) 4",-26.493191317244168,-18.908589296795647,-7.584602020448521,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,42,R,"wallace, kurt",26.493191317244168,18.908589296795647,7.584602020448521,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,43,D,"sweet, virginia",-60.3998236072321,-56.7083370334531,-3.6914865737790024,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,43,R,"mcclurkin, mary s",60.3998236072321,56.7083370334531,3.6914865737790024,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,45,D,"cannon, charlene",-23.078082604763345,-24.270594657528488,1.1925120527651423,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,45,R,"drake, owen",23.078082604763345,24.270594657528488,-1.1925120527651423,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,61,D,"harper, alan",29.178351093662368,-2.7155078125856704,31.893858906248038,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,61,R,"chandler, frank",-29.178351093662368,2.7155078125856704,-31.893858906248038,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,63,D,"hamill, susan p",-27.65930113052416,-21.221668381698514,-6.437632748825646,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,63,R,"poole, bill 2",27.65930113052416,21.221668381698514,6.437632748825646,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,73,D,"hubbard, joseph l (joe)",1.9546422754040849,-17.674657905503132,19.629300180907215,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,73,R,"grimes, david 2",-1.9546422754040849,17.674657905503132,-19.629300180907215,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,75,D,"allen, glenn l",-43.348471704852784,-40.184347709399056,-3.1641239954537284,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,75,R,"wren, greg",43.348471704852784,40.184347709399056,3.1641239954537284,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,house,81,D,"graham, betty c",-11.83781826957886,-2.3101192852265555,-9.527698984352304,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,81,R,"tuggle, mark m",11.83781826957886,2.3101192852265555,9.527698984352304,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,84,D,"forte, berry",30.31218529707956,36.52819648793116,-6.216011190851603,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,84,R,"perrin, joyce l",-30.31218529707956,-36.52819648793116,6.216011190851603,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,85,D,"grimsley, dexter",3.375299297134472,-8.198431629766947,11.573730926901419,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,85,R,"singleton, jody",-3.375299297134472,8.198431629766947,-11.573730926901419,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,86,D,"carothers, merritt",-16.068939297934357,-30.736660510544752,14.667721212610395,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,86,R,"lee, paul w",16.068939297934357,30.736660510544752,-14.667721212610395,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,90,D,"newton, charles",18.860864745011085,1.409405782467683,17.451458962543402,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,90,R,"hartin, jerry",-18.860864745011085,-1.409405782467683,-17.451458962543402,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,house,91,D,"spicer, terry",-28.87626346039506,-18.549549819809272,-10.326713640585787,portable_temporal,leave_state_out,AL,whole_precincts,1.0
AL,2010,house,91,R,"moore, barry 2",28.87626346039506,18.549549819809272,10.326713640585787,portable_temporal,leave_state_out,AL,whole_precincts,1.0
AL,2010,house,98,D,"bracy, napoleon, jr",35.48903794173591,29.96794038202841,5.521097559707499,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,house,98,R,"powe, sharon l",-35.48903794173591,-29.96794038202841,-5.521097559707499,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,1,D,"irons, tammy l",11.852137824534312,-15.306801404755253,27.158939229289565,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,1,R,"freeman, jerry",-11.852137824534312,15.306801404755253,-27.158939229289565,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,2,D,"butler, tom",-17.80431295669221,-13.616809836396598,-4.187503120295613,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,2,R,"holtzclaw, bill",17.80431295669221,13.616809836396598,4.187503120295613,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,4,D,"little, zeb",-15.529602741579112,-18.653832132335232,3.1242293907561205,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,4,R,"bussman, paul",15.529602741579112,18.653832132335232,-3.1242293907561205,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,5,D,"wadsworth, brett",-46.566622186248985,-32.0838871854904,-14.482735000758588,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,5,R,"reed, greg j",46.566622186248985,32.0838871854904,14.482735000758588,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,6,D,"bedford, roger, jr",6.823636987084238,-12.797803797568967,19.621440784653206,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,6,R,"bonner, jim",-6.823636987084238,12.797803797568967,-19.621440784653206,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,7,D,"enfinger, jeff",-9.780724562315823,-9.57822815849248,-0.20249640382334277,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,7,R,"sanford, paul l",9.780724562315823,9.57822815849248,0.20249640382334277,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,8,D,"barron, lowell",-1.445136512469534,-13.758736915273424,12.31360040280389,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,8,R,"mcgill, shadrack",1.445136512469534,13.758736915273424,-12.31360040280389,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,9,D,"mitchell, tim",-37.75325574642036,-40.80060697104551,3.047351224625153,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,9,R,"scofield, clay",37.75325574642036,40.80060697104551,-3.047351224625153,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,10,D,"means, larry",-7.398960432799406,-10.127232840287611,2.7282724074882054,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,10,R,"williams, phil 2",7.398960432799406,10.127232840287611,-2.7282724074882054,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,13,D,"varner, greg",-0.9585693955911178,-21.04598922934114,20.087419833750022,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,13,R,"dial, gerald",0.9585693955911178,21.04598922934114,-20.087419833750022,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,17,D,"hudson, t e (tommy)",-62.41675392670157,-56.53881426280206,-5.877939663899504,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,senate,17,R,"beason, scott",62.41675392670157,56.53881426280206,5.877939663899504,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,senate,22,D,"keahy, marc",10.835345675699848,-21.923076419880495,32.75842209558034,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,22,R,"joyner, danny b 1",-10.835345675699848,21.923076419880495,-32.75842209558034,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,25,D,"smith, doug (smitty)",-45.917066586682665,-28.198442140657242,-17.718624446025423,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,25,R,"brewbaker, dick l",45.917066586682665,28.198442140657242,17.718624446025423,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,0.0
AL,2010,senate,33,D,"davisfigures, vivian d 1",46.8161718256475,43.83817410826682,2.9779977173806813,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,33,R,"moser, brad",-46.8161718256475,-43.83817410826682,-2.9779977173806813,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,1.0
AL,2010,senate,35,D,"buzbee, scott a",-18.262273901808783,-24.16089327518712,5.898619373378338,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AL,2010,senate,35,R,"brooks, ben",18.262273901808783,24.16089327518712,-5.898619373378338,portable_temporal,leave_state_out,AL,includes_turnout_share_allocation,-1.0
AR,1994,house,7,D,"stewart, charles w",34.1795381556813,44.32793284741287,-10.148394691731568,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,7,R,"myers, bill",-34.1795381556813,-44.32793284741287,10.148394691731568,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,8,D,"madison, sue",9.954360429258664,16.504567484872325,-6.550207055613662,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,8,R,"holloway, jerry",-9.954360429258664,-16.504567484872325,6.550207055613662,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,15,D,"wilkinson, ed",8.412735300952823,-4.614519611080503,13.027254912033326,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,15,R,"king, jerry d",-8.412735300952823,4.614519611080503,-13.027254912033326,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,16,D,"ammons, evelyn",15.84204413472706,10.344554581881441,5.497489552845618,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,16,R,"campbell, lonnie d",-15.84204413472706,-10.344554581881441,-5.497489552845618,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,21,D,"young, dennis r",28.78688524590164,39.411741427351636,-10.624856181449996,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,21,R,"ruggles, don c",-28.78688524590164,-39.411741427351636,10.624856181449996,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,24,D,"whorton, charles, jr",18.77264010227999,27.334346293707224,-8.561706191427234,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,24,R,"love, tim",-18.77264010227999,-27.334346293707224,8.561706191427234,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,29,D,"morton, rob",-15.033557046979864,-4.685064831277256,-10.348492215702608,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,29,R,"watts, bob",15.033557046979864,4.685064831277256,10.348492215702608,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,30,D,"bryan, l l (doc)",3.908879109500388,22.469342421472867,-18.560463311972477,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,30,R,"montgomery, john",-3.908879109500388,-22.469342421472867,18.560463311972477,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,40,D,"flippo, pat",-14.312868275993155,8.646644903483331,-22.959513179476488,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,40,R,"hudson, joe",14.312868275993155,-8.646644903483331,22.959513179476488,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,42,D,"lynn, becky",16.286609748189775,15.768555185270928,0.5180545629188469,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,42,R,"mcgahhey, mindy",-16.286609748189775,-15.768555185270928,-0.5180545629188469,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,44,D,"wren, greg",3.5004070240725667,29.573663927317675,-26.07325690324511,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,44,R,"parks, marvin",-3.5004070240725667,-29.573663927317675,26.07325690324511,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,46,D,"mitchell, larry",4.331192785899713,23.326264840380386,-18.995072054480673,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,46,R,"curtis, j lance",-4.331192785899713,-23.326264840380386,18.995072054480673,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,47,D,"kidd, douglas",35.95302619692863,23.872446436662262,12.080579760266371,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,47,R,"hunnicutt, gary f",-35.95302619692863,-23.872446436662262,-12.080579760266371,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,55,D,"argue, jim, jr",19.744922059518185,30.062376820765333,-10.317454761247149,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,55,R,"lamb, kevin",-19.744922059518185,-30.062376820765333,10.317454761247149,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,56,D,"booker, michael d",49.50859950859951,45.04705182121966,4.4615476873798485,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,56,R,"alale, clare m",-49.50859950859951,-45.04705182121966,-4.4615476873798485,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,57,D,"ferrell, lisa",38.84706146758063,30.185152174641456,8.661909292939175,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,57,R,"phillips, gary l",-38.84706146758063,-30.185152174641456,-8.661909292939175,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,60,D,"vess, stuart",5.133306804615997,14.732421211861707,-9.599114407245711,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,60,R,"powers, buddy",-5.133306804615997,-14.732421211861707,9.599114407245711,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,61,D,"dietz, james g",27.816091954022987,31.924851135543264,-4.108759181520277,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,61,R,"boyd, valtaree",-27.816091954022987,-31.924851135543264,4.108759181520277,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,62,D,"molinaro, joe",19.6319018404908,22.530300564170254,-2.8983987236794526,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,62,R,"gullahorn, tom l, jr",-19.6319018404908,-22.530300564170254,2.8983987236794526,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,63,D,"wood, doug",1.6577771370909615,22.603944327690932,-20.946167190599972,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,63,R,"rackley, david l",-1.6577771370909615,-22.603944327690932,20.946167190599972,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,67,D,"miller, john e",30.806324997196366,40.08860525053186,-9.282280253335497,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,67,R,"hutchins, donald",-30.806324997196366,-40.08860525053186,9.282280253335497,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,71,D,"pappas, pat",6.954720331459011,28.270676534226585,-21.315956202767573,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,71,R,"francis, betsy",-6.954720331459011,-28.270676534226585,21.315956202767573,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,83,D,"murphy, nap b",16.4451313755796,43.96219340948587,-27.51706203390627,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,83,R,"dintelman, jim l",-16.4451313755796,-43.96219340948587,27.51706203390627,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,house,93,D,"goodman, jack",-10.421455938697315,18.91277382698256,-29.334229765679872,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,93,R,"bush, ann h",10.421455938697315,-18.91277382698256,29.334229765679872,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,94,D,"harris, joe, jr",2.6205681567936576,30.766447297893976,-28.145879141100316,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,94,R,"brownlee, christene",-2.6205681567936576,-30.766447297893976,28.145879141100316,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,-1.0
AR,1994,house,96,D,"ferguson, scott",25.59613139903285,18.022676447743567,7.573454951289282,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,house,96,R,"baker, joe e",-25.59613139903285,-18.022676447743567,-7.573454951289282,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,senate,14,D,"roberson, del",-17.79191651027601,12.591728807604666,-30.383645317880678,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,senate,14,R,"webb, doyle",17.79191651027601,-12.591728807604666,30.383645317880678,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,senate,17,D,"walker, william l (bill), jr",56.8092364208869,44.573554805987044,12.235681614899853,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,senate,17,R,"jackson, antimoore h",-56.8092364208869,-44.573554805987044,-12.235681614899853,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,0.0
AR,1994,senate,18,D,"hoofman, clifton (cliff)",10.060268891979602,32.19629767114988,-22.136028779170275,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,18,R,"freeland, jim",-10.060268891979602,-32.19629767114988,22.136028779170275,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,23,D,"everett, mike",5.216952573158426,30.175281150473715,-24.95832857731529,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,23,R,"brawley, stan",-5.216952573158426,-30.175281150473715,24.95832857731529,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,24,D,"bell, steve",48.30985238255518,41.51480198208893,6.795050400466245,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,24,R,"biggers, lonnie d",-48.30985238255518,-41.51480198208893,-6.795050400466245,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
AR,1994,senate,30,D,"todd, mike",30.02683629857867,39.01149189345195,-8.984655594873278,portable_temporal,leave_state_out,AR,sos_legislative_turnout_join_95pct,1.0
