cycle,state_code,chamber,district,incumbent_name,party_family,incumbent_ran,open_seat,election_status,won_general,method,roster_source_url,ballotpedia_url,wikipedia_url,coverage_status,notes,adjudication_id,source_local_path,source_sha256
2018,AL,lower,29,"NORDGREN, BECKY",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Becky Nordgren",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,29,Becky Nordgren,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Becky Nordgren,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,3,Marcel Black,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,30,Mack Butler,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,32,"BIGSBYBOYD, BARBARA B",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=Barbara Bigsby Boyd",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,32,Barbara Bigsby Boyd,democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Barbara Bigsby Boyd,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,33,"JOHNSON, RONALD (RON)",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=Ron Johnson",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,33,Ron Johnson,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Ron Johnson,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,36,"WOOD, RANDY 1",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=Randy Wood",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,36,Randy Wood,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Randy Wood,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,37,"FINCHER, BOB",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Bob Fincher",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,37,Bob Fincher,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Bob Fincher,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,38,Isaac Whorton,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,4,Micky Hammon,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,40,"BROWN, KOVEN L (KOVEN) 2",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=Koven ""K.L."" Brown",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,41,Corley Ellis,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Corley Ellis,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,43,"MOONEY, ARNOLD G, II",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Arnold G. Mooney II",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,43,Arnold G. Mooney II,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Arnold G. Mooney II,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,45,"DRAKE, DICKIE",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Dickie Drake",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,45,Dickie Drake,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Dickie Drake,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,46,"FAULKNER, DAVID",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=David Faulkner",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,46,David Faulkner,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=David Faulkner,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,47,Jack Williams,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,48,"CARNS, JIM",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Jim Carns",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,48,Jim Carns,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Jim Carns,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,5,Danny F. Crawford,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Danny F. Crawford,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,51,"TREADAWAY, ALLEN",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Allen Treadaway",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,51,Allen Treadaway,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Allen Treadaway,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,61,Alan Harper,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,62,"WINGO, RICH",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Rich Wingo",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,62,Rich Wingo,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Rich Wingo,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,64,"SHIVER, HARRY",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Harry Shiver",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,64,Harry Shiver,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Harry Shiver,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,65,"BEECH, ELAINE",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Elaine Beech",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,65,Elaine Beech,democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Elaine Beech,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,66,"BAKER, ALAN 2",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_surname,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_surname; modeled_candidate=Alan Baker",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,66,Alan Baker,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Alan Baker,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,73,"FRIDY, MATT",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Matt Fridy",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,73,Matt Fridy,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Matt Fridy,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,74,"POLIZOS, DIMITRI",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Dimitri Polizos",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,74,Dimitri Polizos,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Dimitri Polizos,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,79,Joe Lovvorn,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Joe Lovvorn,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,8,"COLLINS, TERRI",republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Terri Collins",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,8,Terri Collins,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Terri Collins,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,80,Chris E. Blackshear,republican,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Chris E. Blackshear,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
2018,AL,lower,81,Mark M. Tuggle,republican,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,83,George Bandy,democratic,0,1,retiring,0.0,ballotpedia_explicit_open_seat,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,https://ballotpedia.org/wiki/api.php?action=parse&page=Alabama+House+of+Representatives+elections%2C+2018&prop=wikitext&format=json,,explicit_ballotpedia_open_seat,Ballotpedia section: Incumbents retiring,,data/raw/candidates/incumbency_web/ballotpedia/AL/2018/lower/21dc80786c55b4e5.json,21dc80786c55b4e53d8db19408dd1fd952647b74cb61f0b8f3294083ef5ba89a
2018,AL,lower,85,"GRIMSLEY, DEXTER",democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,"provider-reported incumbent_status from Carl Klarner, State Legislative Election Returns, 1967-2022 (klarner); identity=exact_race_party_and_name; modeled_candidate=Dexter Grimsley",,data/raw/historical_statewide_elections/dataverse_files.zip,b4c0913fa7bfb0aff4da2dbf67a22da696e9f07b45615f30e78127edd794a3e1
2018,AL,lower,85,Dexter Grimsley,democratic,1,0,incumbent_observed_in_general,,provider_reported_incumbent,,,,source_reported_exact_race_party_and_name,canonical_alabama_incumbency_roster; identity=exact_race_party_and_name; modeled_candidate=Dexter Grimsley,,data/processed/war/incumbency_roster.csv,9a61eeb3e74eea7e7019af175047f6e8a8a4c1dbab1556d7b83f03ea6b8c4271
