expected_dem_margin,dem_win_probability,rep_win_probability
15.5,0.995107463397765,0.004892536602234987
15.75,0.9956675516369874,0.004332448363012609
16.0,0.9961696194324102,0.003830380567589775
16.25,0.996618896655677,0.0033811033443229555
16.5,0.9970202367649454,0.0029797632350545555
16.75,0.9973781327716542,0.0026218672283457867
17.0,0.9976967338683042,0.002303266131695847
17.25,0.997979862510054,0.0020201374899460056
17.5,0.9982310317608889,0.0017689682391111017
17.75,0.9984534627332798,0.0015465372667201605
18.0,0.9986501019683699,0.0013498980316301035
18.25,0.9988236386215587,0.0011763613784413485
18.5,0.9989765213357075,0.001023478664292532
18.75,0.9991109747008916,0.0008890252991083925
19.0,0.99922901521553,0.0007709847844700191
19.25,0.9993324666787204,0.0006675333212795564
19.5,0.9994229749576092,0.0005770250423907664
19.75,0.9995020220865691,0.0004979779134308693
20.0,0.9995709396668032,0.0004290603331967846
20.25,0.999630921545725,0.00036907845427502917
20.5,0.9996830357650802,0.000316964234919781
20.75,0.9997282357752927,0.000271764224707316
21.0,0.9997673709209645,0.0002326290790355401
21.25,0.999801196208885,0.000198803791115032
21.5,0.9998303813753494,0.00016961862465059152
21.75,0.9998555192741188,0.00014448072588124639
22.0,0.9998771336100348,0.00012286638996517052
22.25,0.9998956860461979,0.00010431395380205988
22.5,0.9999115827147992,8.841728520081471e-05
22.75,0.9999251801632395,7.481983676049797e-05
23.0,0.9999367907681316,6.320923186842187e-05
23.25,0.9999466876502489,5.3312349751144517e-05
23.5,0.9999551091235068,4.489087649317547e-05
23.75,0.9999622627107142,3.773728928579967e-05
24.0,0.9999683287581669,3.167124183311998e-05
24.25,0.9999734636802285,2.6536319771452987e-05
24.5,0.9999778028639097,2.2197136090307268e-05
24.75,0.9999814632621538,1.853673784624199e-05
25.0,0.9999845457031177,1.545429688232236e-05
25.25,0.9999871369412272,1.2863058772794034e-05
25.5,0.9999893114742251,1.0688525774904534e-05
25.75,0.9999911331488459,8.866851154087918e-06
26.0,0.9999926565761631,7.343423836903007e-06
26.25,0.9999939283760887,6.0716239113078885e-06
26.5,0.9999949882689744,5.01173102562813e-06
26.75,0.9999958700307825,4.129969217503415e-06
27.0,0.9999966023268753,3.3976731247387093e-06
27.25,0.9999972094381174,2.7905618825707634e-06
27.5,0.999997711891713,2.2881082869519176e-06
27.75,0.9999981270079944,1.8729920056026472e-06
28.0,0.9999984693732634,1.5306267365788884e-06
28.25,0.9999987512477455,1.2487522544901708e-06
28.5,0.9999989829167575,1.017083242516037e-06
28.75,0.999999,1.0000000000287557e-06
29.0,0.999999,1.0000000000287557e-06
29.25,0.999999,1.0000000000287557e-06
29.5,0.999999,1.0000000000287557e-06
29.75,0.999999,1.0000000000287557e-06
30.0,0.999999,1.0000000000287557e-06
30.25,0.999999,1.0000000000287557e-06
30.5,0.999999,1.0000000000287557e-06
30.75,0.999999,1.0000000000287557e-06
31.0,0.999999,1.0000000000287557e-06
31.25,0.999999,1.0000000000287557e-06
31.5,0.999999,1.0000000000287557e-06
31.75,0.999999,1.0000000000287557e-06
32.0,0.999999,1.0000000000287557e-06
32.25,0.999999,1.0000000000287557e-06
32.5,0.999999,1.0000000000287557e-06
32.75,0.999999,1.0000000000287557e-06
33.0,0.999999,1.0000000000287557e-06
33.25,0.999999,1.0000000000287557e-06
33.5,0.999999,1.0000000000287557e-06
33.75,0.999999,1.0000000000287557e-06
34.0,0.999999,1.0000000000287557e-06
34.25,0.999999,1.0000000000287557e-06
34.5,0.999999,1.0000000000287557e-06
34.75,0.999999,1.0000000000287557e-06
35.0,0.999999,1.0000000000287557e-06
35.25,0.999999,1.0000000000287557e-06
35.5,0.999999,1.0000000000287557e-06
35.75,0.999999,1.0000000000287557e-06
36.0,0.999999,1.0000000000287557e-06
36.25,0.999999,1.0000000000287557e-06
36.5,0.999999,1.0000000000287557e-06
36.75,0.999999,1.0000000000287557e-06
37.0,0.999999,1.0000000000287557e-06
37.25,0.999999,1.0000000000287557e-06
37.5,0.999999,1.0000000000287557e-06
37.75,0.999999,1.0000000000287557e-06
38.0,0.999999,1.0000000000287557e-06
38.25,0.999999,1.0000000000287557e-06
38.5,0.999999,1.0000000000287557e-06
38.75,0.999999,1.0000000000287557e-06
39.0,0.999999,1.0000000000287557e-06
39.25,0.999999,1.0000000000287557e-06
39.5,0.999999,1.0000000000287557e-06
39.75,0.999999,1.0000000000287557e-06
40.0,0.999999,1.0000000000287557e-06
40.25,0.999999,1.0000000000287557e-06
40.5,0.999999,1.0000000000287557e-06
40.75,0.999999,1.0000000000287557e-06
41.0,0.999999,1.0000000000287557e-06
41.25,0.999999,1.0000000000287557e-06
41.5,0.999999,1.0000000000287557e-06
41.75,0.999999,1.0000000000287557e-06
42.0,0.999999,1.0000000000287557e-06
42.25,0.999999,1.0000000000287557e-06
42.5,0.999999,1.0000000000287557e-06
42.75,0.999999,1.0000000000287557e-06
43.0,0.999999,1.0000000000287557e-06
43.25,0.999999,1.0000000000287557e-06
43.5,0.999999,1.0000000000287557e-06
43.75,0.999999,1.0000000000287557e-06
44.0,0.999999,1.0000000000287557e-06
44.25,0.999999,1.0000000000287557e-06
44.5,0.999999,1.0000000000287557e-06
44.75,0.999999,1.0000000000287557e-06
45.0,0.999999,1.0000000000287557e-06
45.25,0.999999,1.0000000000287557e-06
45.5,0.999999,1.0000000000287557e-06
45.75,0.999999,1.0000000000287557e-06
46.0,0.999999,1.0000000000287557e-06
46.25,0.999999,1.0000000000287557e-06
46.5,0.999999,1.0000000000287557e-06
46.75,0.999999,1.0000000000287557e-06
47.0,0.999999,1.0000000000287557e-06
47.25,0.999999,1.0000000000287557e-06
47.5,0.999999,1.0000000000287557e-06
47.75,0.999999,1.0000000000287557e-06
48.0,0.999999,1.0000000000287557e-06
48.25,0.999999,1.0000000000287557e-06
48.5,0.999999,1.0000000000287557e-06
48.75,0.999999,1.0000000000287557e-06
49.0,0.999999,1.0000000000287557e-06
49.25,0.999999,1.0000000000287557e-06
49.5,0.999999,1.0000000000287557e-06
49.75,0.999999,1.0000000000287557e-06
50.0,0.999999,1.0000000000287557e-06
