cycle,chamber,district,D,R,context_cmo,candidate_pair_component,unattributed_race_residual
1994,house,29,UNRESOLVED-AL-1994-house-29-D-PAGE,UNRESOLVED-AL-1994-house-29-R-ESTES,9.072770049689439,0.8247972772444943,8.247972772444944
1994,house,30,UNRESOLVED-AL-1994-house-30-D-GALLIHER,UNRESOLVED-AL-1994-house-30-R-HODGES,-8.274472652609319,-0.752224786600847,-7.522247866008472
1994,house,32,UNRESOLVED-AL-1994-house-32-D-BOYD,UNRESOLVED-AL-1994-house-32-R-MONTGOMERY,-35.24781343400094,-3.204346675818267,-32.043466758182674
1994,house,33,UNRESOLVED-AL-1994-house-33-D-JOHNSON,UNRESOLVED-AL-1994-house-33-R-HATTAWAY,22.5545618441042,2.0504147131003814,20.50414713100382
1994,house,35,UNRESOLVED-AL-1994-house-35-D-SHADDIX,UNRESOLVED-AL-1994-house-35-R-SIMS,-19.228760966612423,-1.7480691787829472,-17.480691787829475
1994,house,36,UNRESOLVED-AL-1994-house-36-D-CAMPBELL,UNRESOLVED-AL-1994-house-36-R-ROGERS,-21.577819597625044,-1.9616199634204583,-19.616199634204587
1994,house,40,UNRESOLVED-AL-1994-house-40-D-MARTIN,UNRESOLVED-AL-1994-house-40-R-KNIGHT,-2.121304942392843,-0.1928459038538948,-1.9284590385389484
1994,house,42,UNRESOLVED-AL-1994-house-42-D-SMITH,UNRESOLVED-AL-1994-house-42-R-BIALAS,29.579493445999823,2.689044858727256,26.890448587272566
1994,house,43,UNRESOLVED-AL-1994-house-43-D-ROMEI,UNRESOLVED-AL-1994-house-43-R-SANDERSON,-6.457555441330811,-0.5870504946664372,-5.870504946664374
1994,house,46,UNRESOLVED-AL-1994-house-46-D-JONES,UNRESOLVED-AL-1994-house-46-R-CARNS,-5.1251488636390405,-0.4659226239671854,-4.659226239671855
1994,house,48,UNRESOLVED-AL-1994-house-48-D-GULAS,UNRESOLVED-AL-1994-house-48-R-HAWKINS,-5.561660789941584,-0.5056055263583258,-5.056055263583258
1994,house,49,UNRESOLVED-AL-1994-house-49-D-HOLLADAY,UNRESOLVED-AL-1994-house-49-R-THOMAS,10.2958059376551,0.9359823579686453,9.359823579686454
1994,house,50,UNRESOLVED-AL-1994-house-50-D-SMITH,UNRESOLVED-AL-1994-house-50-R-TOWNSEND,-23.44446082615572,-2.1313146205596105,-21.31314620559611
1994,house,53,UNRESOLVED-AL-1994-house-53-D-NEWTON,UNRESOLVED-AL-1994-house-53-R-BLAKE,-19.45387469507373,-1.7685340631885207,-17.685340631885207
1994,house,54,UNRESOLVED-AL-1994-house-54-D-PERDUE,UNRESOLVED-AL-1994-house-54-R-PEARSON,-3.993536947999317,-0.3630488134544833,-3.6304881345448337
1994,house,55,UNRESOLVED-AL-1994-house-55-D-MINNIFIELD,UNRESOLVED-AL-1994-house-55-R-EVANS,-12.835138909457683,-1.166830809950698,-11.668308099506985
1994,house,58,UNRESOLVED-AL-1994-house-58-D-JOHNSON,UNRESOLVED-AL-1994-house-58-R-LELAND,7.797959319831634,0.7089053927119665,7.089053927119667
1994,house,60,UNRESOLVED-AL-1994-house-60-D-HILLARD,UNRESOLVED-AL-1994-house-60-R-WRIGHT,-25.310617989017775,-2.3009652717288884,-23.009652717288887
1994,house,62,UNRESOLVED-AL-1994-house-62-D-ALLEN,UNRESOLVED-AL-1994-house-62-R-COPELAND,6.077168227784428,0.5524698388894933,5.524698388894935
1994,house,64,UNRESOLVED-AL-1994-house-64-D-WARREN,UNRESOLVED-AL-1994-house-64-R-BOWEN,14.530506932135207,1.320955175648655,13.209551756486553
1994,house,65,UNRESOLVED-AL-1994-house-65-D-DOLBARE,UNRESOLVED-AL-1994-house-65-R-WILKINS,-3.4244501012596906,-0.3113136455690627,-3.113136455690628
1994,house,66,UNRESOLVED-AL-1994-house-66-D-WHITE,UNRESOLVED-AL-1994-house-66-R-THOMSON,-5.384063156630489,-0.48946028696640803,-4.894602869664081
1994,house,67,UNRESOLVED-AL-1994-house-67-D-MAULL,UNRESOLVED-AL-1994-house-67-R-WALKER,-2.499083091612512,-0.22718937196477376,-2.2718937196477382
1994,house,69,UNRESOLVED-AL-1994-house-69-D-THOMAS,UNRESOLVED-AL-1994-house-69-R-BROOKS,26.333448513927486,2.393949864902498,23.939498649024987
1994,house,72,UNRESOLVED-AL-1994-house-72-D-HAYDEN,UNRESOLVED-AL-1994-house-72-R-WILLIAMS,1.6252314757102369,0.14774831597365787,1.477483159736579
1994,house,73,UNRESOLVED-AL-1994-house-73-D-VAUGHAN,UNRESOLVED-AL-1994-house-73-R-HOOPER,9.516827636362493,0.8651661487602265,8.651661487602267
1994,house,75,UNRESOLVED-AL-1994-house-75-D-HOLLEY,UNRESOLVED-AL-1994-house-75-R-WREN,5.788251149007557,0.5262046499097778,5.26204649909778
1994,house,76,UNRESOLVED-AL-1994-house-76-D-MCCLAMMY,UNRESOLVED-AL-1994-house-76-R-MERREN,10.189557265791947,0.9263233877992677,9.263233877992679
1994,house,79,UNRESOLVED-AL-1994-house-79-D-TURNHAM,UNRESOLVED-AL-1994-house-79-R-PIERCE,45.39510177559304,4.126827434144822,41.26827434144822
1994,house,80,UNRESOLVED-AL-1994-house-80-D-VANCE,UNRESOLVED-AL-1994-house-80-R-MCCRAINE,8.816285933431747,0.801480539402886,8.01480539402886
1994,house,85,UNRESOLVED-AL-1994-house-85-D-BAKER,UNRESOLVED-AL-1994-house-85-R-RALEY,14.880477145637752,1.3527706496034317,13.52770649603432
1994,house,86,UNRESOLVED-AL-1994-house-86-D-CAROTHERS,UNRESOLVED-AL-1994-house-86-R-SHUEMAKE,32.39383056579756,2.9448936877997776,29.44893687799778
1994,house,87,UNRESOLVED-AL-1994-house-87-D-MATHIS,UNRESOLVED-AL-1994-house-87-R-SEIBENHENER,-12.935457032499386,-1.1759506393181256,-11.75950639318126
1994,house,88,UNRESOLVED-AL-1994-house-88-D-GIPSON,UNRESOLVED-AL-1994-house-88-R-TEMPLENTON,34.19410866756023,3.1085553334145657,31.085553334145665
1994,house,93,UNRESOLVED-AL-1994-house-93-D-WILLIAMS,UNRESOLVED-AL-1994-house-93-R-CLOUSE,-7.302090325009207,-0.6638263931826551,-6.638263931826552
1994,house,95,UNRESOLVED-AL-1994-house-95-D-MCNAIR,UNRESOLVED-AL-1994-house-95-R-MCMILLAN,-21.29359323963265,-1.9357812036029678,-19.35781203602968
1994,house,96,UNRESOLVED-AL-1994-house-96-D-BOX,UNRESOLVED-AL-1994-house-96-R-LONG,4.417532826206713,0.4015938932915193,4.015938932915194
1994,house,97,UNRESOLVED-AL-1994-house-97-D-KENNEDY,UNRESOLVED-AL-1994-house-97-R-BAUMHAUER,-4.400902893961124,-0.40008208126919304,-4.000820812691931
1994,house,103,UNRESOLVED-AL-1994-house-103-D-MITCHELL,UNRESOLVED-AL-1994-house-103-R-GARDNER,2.09843299858354,0.19076663623486725,1.907666362348673
1994,house,104,UNRESOLVED-AL-1994-house-104-D-ROCKHOLD,UNRESOLVED-AL-1994-house-104-R-DEAN,-7.7714991352100675,-0.7064999213827333,-7.064999213827334
1994,house,105,UNRESOLVED-AL-1994-house-105-D-HARPER,UNRESOLVED-AL-1994-house-105-R-CRIGLER,-13.181660079687695,-1.198332734517063,-11.983327345170633
1994,senate,2,UNRESOLVED-AL-1994-senate-2-D-BUTLER,UNRESOLVED-AL-1994-senate-2-R-MANLEY,14.869874951260808,1.3518068137509824,13.518068137509825
1994,senate,3,UNRESOLVED-AL-1994-senate-3-D-ROBERTS,UNRESOLVED-AL-1994-senate-3-R-GENTRY,13.491748131895577,1.2265225574450522,12.265225574450524
1994,senate,4,UNRESOLVED-AL-1994-senate-4-D-FARRAR,UNRESOLVED-AL-1994-senate-4-R-HALE,-15.338640767941719,-1.3944218879947015,-13.944218879947018
1994,senate,5,UNRESOLVED-AL-1994-senate-5-D-WILSON,UNRESOLVED-AL-1994-senate-5-R-DAVIDSON,-1.0227325776818028,-0.09297568888016387,-0.929756888801639
1994,senate,7,UNRESOLVED-AL-1994-senate-7-D-FREEMAN,UNRESOLVED-AL-1994-senate-7-R-TONDERA,-3.817159175229319,-0.3470144704753926,-3.4701447047539262
1994,senate,9,UNRESOLVED-AL-1994-senate-9-D-MITCHEM,UNRESOLVED-AL-1994-senate-9-R-GOOD,-2.6905283279511565,-0.244593484359196,-2.4459348435919606
1994,senate,10,UNRESOLVED-AL-1994-senate-10-D-FLOYD,UNRESOLVED-AL-1994-senate-10-R-SMITH,-44.33518432125163,-4.030471301931966,-40.304713019319664
1994,senate,12,UNRESOLVED-AL-1994-senate-12-D-GHEE,UNRESOLVED-AL-1994-senate-12-R-JAMES,-8.349619045790098,-0.7590562768900088,-7.590562768900089
1994,senate,14,UNRESOLVED-AL-1994-senate-14-D-OWENS,UNRESOLVED-AL-1994-senate-14-R-ARMISTEAD,-15.072754010816743,-1.3702503646197035,-13.702503646197039
1994,senate,18,UNRESOLVED-AL-1994-senate-18-D-SMITHERMAN,UNRESOLVED-AL-1994-senate-18-R-HORN,0.5789600541674957,0.052632732197045055,0.5263273219704507
1994,senate,22,UNRESOLVED-AL-1994-senate-22-D-LINDSEY,UNRESOLVED-AL-1994-senate-22-R-HUGHES,-1.8955000185036113,-0.17231818350032826,-1.723181835003283
1994,senate,23,UNRESOLVED-AL-1994-senate-23-D-SANDERS,UNRESOLVED-AL-1994-senate-23-R-CURL,37.33459425746929,3.394054023406299,33.94054023406299
1994,senate,25,UNRESOLVED-AL-1994-senate-25-D-ANDERSON,UNRESOLVED-AL-1994-senate-25-R-DIXON,117.17562114953228,10.652329195412023,106.52329195412025
1994,senate,27,UNRESOLVED-AL-1994-senate-27-D-LITTLE,UNRESOLVED-AL-1994-senate-27-R-PONDER,30.804520604280402,2.800410964025491,28.00410964025491
1994,senate,28,UNRESOLVED-AL-1994-senate-28-D-CLAY,UNRESOLVED-AL-1994-senate-28-R-SETTLER,12.58812933753785,1.1443753943216226,11.443753943216228
1994,senate,32,UNRESOLVED-AL-1994-senate-32-D-KOONTZ,UNRESOLVED-AL-1994-senate-32-R-LIPSOCOMB,-26.821344185188853,-2.4383040168353496,-24.383040168353503
1994,senate,34,UNRESOLVED-AL-1994-senate-34-D-SULLIVAN,UNRESOLVED-AL-1994-senate-34-R-MYERS,-33.68333783118209,-3.0621216210165527,-30.621216210165535
1994,senate,35,UNRESOLVED-AL-1994-senate-35-D-WINDOM,UNRESOLVED-AL-1994-senate-35-R-HEBERT,1.1070997700769034,0.10064543364335483,1.0064543364335485
1998,house,1,UNRESOLVED-AL-1998-house-1-D-STARKEY,UNRESOLVED-AL-1998-house-1-R-BEER,-2.578252100924445,-0.23438655462949493,-2.34386554629495
1998,house,2,UNRESOLVED-AL-1998-house-2-D-HAMILTON,UNRESOLVED-AL-1998-house-2-R-TATUM,5.799249994178275,0.5272045449252977,5.272045449252977
1998,house,3,UNRESOLVED-AL-1998-house-3-D-BLACK,UNRESOLVED-AL-1998-house-3-R-SMALLWOOD,7.502442668464248,0.6820402425876588,6.820402425876589
1998,house,4,UNRESOLVED-AL-1998-house-4-D-MANCUSO,UNRESOLVED-AL-1998-house-4-R-PAPUCCI,9.175086413284134,0.8340987648440121,8.340987648440123
1998,house,5,UNRESOLVED-AL-1998-house-5-D-CARTER,UNRESOLVED-AL-1998-house-5-R-ANDREWS,7.433371816627435,0.6757610742388577,6.757610742388578
1998,house,6,UNRESOLVED-AL-1998-house-6-D-SCHMITZ,UNRESOLVED-AL-1998-house-6-R-JORGENSEN,-7.497896503793112,-0.6816269548902827,-6.816269548902829
1998,house,8,UNRESOLVED-AL-1998-house-8-D-DUKES,UNRESOLVED-AL-1998-house-8-R-KEY,32.32510843606943,2.9386462214608566,29.38646221460857
1998,house,9,UNRESOLVED-AL-1998-house-9-D-GRANTLAND,UNRESOLVED-AL-1998-house-9-R-BALL,-1.550805267288974,-0.14098229702627033,-1.4098229702627036
1998,house,10,UNRESOLVED-AL-1998-house-10-D-SMITH,UNRESOLVED-AL-1998-house-10-R-HANEY,-10.837918056476578,-0.985265277861507,-9.852652778615072
1998,house,11,UNRESOLVED-AL-1998-house-11-D-WHITE,UNRESOLVED-AL-1998-house-11-R-ODEN,-22.12679032380516,-2.0115263930731957,-20.115263930731963
1998,house,12,UNRESOLVED-AL-1998-house-12-D-MORRISON,UNRESOLVED-AL-1998-house-12-R-HASTIMGS,11.727515665611872,1.0661377877828973,10.661377877828974
1998,house,13,UNRESOLVED-AL-1998-house-13-D-HOGAN,UNRESOLVED-AL-1998-house-13-R-BRANCH,-13.001964327677443,-1.1819967570615855,-11.819967570615859
1998,house,14,UNRESOLVED-AL-1998-house-14-D-GUIN,UNRESOLVED-AL-1998-house-14-R-WALLACE,-6.827442636539217,-0.6206766033217469,-6.206766033217471
1998,house,16,UNRESOLVED-AL-1998-house-16-D-THIGPEN,UNRESOLVED-AL-1998-house-16-R-WALDON,-11.823065360097125,-1.074824123645193,-10.748241236451932
1998,house,17,UNRESOLVED-AL-1998-house-17-D-MILLICAN,UNRESOLVED-AL-1998-house-17-R-JOHNSON,17.73050979811022,1.6118645271009289,16.118645271009292
1998,house,18,UNRESOLVED-AL-1998-house-18-D-MORROW,UNRESOLVED-AL-1998-house-18-R-BRITNELL,-52.80211552517888,-4.800192320470806,-48.00192320470807
1998,house,20,UNRESOLVED-AL-1998-house-20-D-WILBURN,UNRESOLVED-AL-1998-house-20-R-SANDERFORD,-33.24760135496368,-3.0225092140876066,-30.22509214087607
1998,house,21,UNRESOLVED-AL-1998-house-21-D-JONES,UNRESOLVED-AL-1998-house-21-R-CLEMONS,-2.376702028695938,-0.21606382079053976,-2.1606382079053983
1998,house,22,UNRESOLVED-AL-1998-house-22-D-HALL,UNRESOLVED-AL-1998-house-22-R-HOLLINGSWORTH,8.546677326855864,0.7769706660778056,7.769706660778058
1998,house,23,UNRESOLVED-AL-1998-house-23-D-ROBINSON,UNRESOLVED-AL-1998-house-23-R-SHELTON,-11.690046577352916,-1.062731507032083,-10.627315070320833
1998,house,24,UNRESOLVED-AL-1998-house-24-D-BURKE,UNRESOLVED-AL-1998-house-24-R-GREESON,-23.310147755457105,-2.119104341405191,-21.191043414051915
1998,house,25,UNRESOLVED-AL-1998-house-25-D-HAWK,UNRESOLVED-AL-1998-house-25-R-FINLEY,16.67907793997348,1.5162798127248616,15.162798127248621
1998,house,26,UNRESOLVED-AL-1998-house-26-D-MCDANIEL,UNRESOLVED-AL-1998-house-26-R-JOHNSTON,28.155865420122677,2.559624129102061,25.596241291020615
1998,house,27,UNRESOLVED-AL-1998-house-27-D-MURPHREE,UNRESOLVED-AL-1998-house-27-R-THOMAS,-2.7220296874138166,-0.2474572443103469,-2.4745724431034697
1998,house,28,UNRESOLVED-AL-1998-house-28-D-FORD,UNRESOLVED-AL-1998-house-28-R-STEPHENS,3.4598745438152534,0.31453404943775026,3.145340494377503
1998,house,29,UNRESOLVED-AL-1998-house-29-D-PAGE,UNRESOLVED-AL-1998-house-29-R-MALONE,-28.168209313387976,-2.560746301217088,-25.60746301217089
1998,house,30,UNRESOLVED-AL-1998-house-30-D-GALLIHER,UNRESOLVED-AL-1998-house-30-R-HOLLAND,-6.594461666900326,-0.5994965151727568,-5.994965151727569
1998,house,31,UNRESOLVED-AL-1998-house-31-D-VENABLE,UNRESOLVED-AL-1998-house-31-R-BOWEN,21.420302574024305,1.947300234002209,19.473002340022095
1998,house,32,UNRESOLVED-AL-1998-house-32-D-BOYD,UNRESOLVED-AL-1998-house-32-R-BRADFORD,-10.019543342243587,-0.9108675765675988,-9.108675765675988
1998,house,35,UNRESOLVED-AL-1998-house-35-D-HURST,UNRESOLVED-AL-1998-house-35-R-SIMS,-39.220553050823185,-3.5655048228021067,-35.65504822802108
1998,house,38,UNRESOLVED-AL-1998-house-38-D-FULLER,UNRESOLVED-AL-1998-house-38-R-INGRAM,2.7217524536275235,0.2474320412388657,2.474320412388658
1998,house,42,UNRESOLVED-AL-1998-house-42-D-MARTIN,UNRESOLVED-AL-1998-house-42-R-PARNELL,-0.5540464426623668,-0.05036785842385152,-0.5036785842385153
1998,house,49,UNRESOLVED-AL-1998-house-49-D-BLAIR,UNRESOLVED-AL-1998-house-49-R-THOMAS,4.640044061942323,0.421822187449302,4.218221874493021
1998,house,51,UNRESOLVED-AL-1998-house-51-D-MULLINS,UNRESOLVED-AL-1998-house-51-R-HUMPHRYES,-32.19126195759655,-2.926478359781504,-29.264783597815047
1998,house,54,UNRESOLVED-AL-1998-house-54-D-PERDUE,UNRESOLVED-AL-1998-house-54-R-LATIMORE,2.6498062335298087,0.24089147577543712,2.4089147577543715
1998,house,55,UNRESOLVED-AL-1998-house-55-D-MAJOR,UNRESOLVED-AL-1998-house-55-R-MORTON,-14.69670433914662,-1.3360640308315108,-13.36064030831511
1998,house,60,UNRESOLVED-AL-1998-house-60-D-HILLIARD,UNRESOLVED-AL-1998-house-60-R-RUSSELL,-1.776867411727963,-0.16153340106617844,-1.6153340106617846
1998,house,62,UNRESOLVED-AL-1998-house-62-D-TINGLE,UNRESOLVED-AL-1998-house-62-R-ALLEN,-25.163082120559785,-2.287552920050889,-22.875529200508897
1998,house,63,UNRESOLVED-AL-1998-house-63-D-STANLEY,UNRESOLVED-AL-1998-house-63-R-PARKER,-37.68819482420156,-3.4261995294728687,-34.26199529472869
1998,house,64,UNRESOLVED-AL-1998-house-64-D-WARREN,UNRESOLVED-AL-1998-house-64-R-ALBRITTON,6.02055742099688,0.5473234019088071,5.473234019088073
1998,house,65,UNRESOLVED-AL-1998-house-65-D-DOLBARE,UNRESOLVED-AL-1998-house-65-R-OVERTON,15.175203298368341,1.3795639362153036,13.795639362153038
1998,house,66,UNRESOLVED-AL-1998-house-66-D-WHITE,UNRESOLVED-AL-1998-house-66-R-AUST,16.17504293110305,1.4704584482820953,14.704584482820955
1998,house,67,UNRESOLVED-AL-1998-house-67-D-MAULL,UNRESOLVED-AL-1998-house-67-R-DOBYNES,0.7507452705620636,0.06824957005109669,0.682495700510967
1998,house,72,UNRESOLVED-AL-1998-house-72-D-HAYDEN,UNRESOLVED-AL-1998-house-72-R-SUTTON,-13.521276614852205,-1.2292069649865638,-12.292069649865642
1998,house,79,UNRESOLVED-AL-1998-house-79-D-DEMPSEY,UNRESOLVED-AL-1998-house-79-R-HUBBARD,-7.545028461716781,-0.685911678337889,-6.859116783378892
1998,house,80,UNRESOLVED-AL-1998-house-80-D-VANCE,UNRESOLVED-AL-1998-house-80-R-DUNN,3.3000764733889554,0.30000695212626866,3.0000695212626867
1998,house,81,UNRESOLVED-AL-1998-house-81-D-GRAHAM,UNRESOLVED-AL-1998-house-81-R-KNIGHT,28.93957444395798,2.6308704039961794,26.3087040399618
1998,house,84,UNRESOLVED-AL-1998-house-84-D-BEASLEY,UNRESOLVED-AL-1998-house-84-R-HORNE,-18.103459096874047,-1.6457690088067314,-16.457690088067316
1998,house,86,UNRESOLVED-AL-1998-house-86-D-CAROTHERS,UNRESOLVED-AL-1998-house-86-R-JEFFERS,27.408942720389415,2.491722065489946,24.91722065489947
1998,house,87,UNRESOLVED-AL-1998-house-87-D-MATHIS,UNRESOLVED-AL-1998-house-87-R-SEIBENHENER,-14.159107609553462,-1.2871916008684965,-12.871916008684966
1998,house,89,UNRESOLVED-AL-1998-house-89-D-BOOTHE,UNRESOLVED-AL-1998-house-89-R-MEEKS,-9.350557896633388,-0.8500507178757624,-8.500507178757626
1998,house,91,UNRESOLVED-AL-1998-house-91-D-SPICER,UNRESOLVED-AL-1998-house-91-R-MOORE,-11.438928412393407,-1.039902582944855,-10.399025829448552
1998,house,95,UNRESOLVED-AL-1998-house-95-D-PFEIFER,UNRESOLVED-AL-1998-house-95-R-MCMILLAN,-35.6550024514537,-3.241363859223063,-32.41363859223063
1998,house,96,UNRESOLVED-AL-1998-house-96-D-EASON,UNRESOLVED-AL-1998-house-96-R-GREENE,-39.84058877051753,-3.6218717064106833,-36.21871706410684
1998,house,102,UNRESOLVED-AL-1998-house-102-D-PACE,UNRESOLVED-AL-1998-house-102-R-TURNER,-39.32104544816326,-3.5746404952875683,-35.74640495287569
1998,house,104,UNRESOLVED-AL-1998-house-104-D-ROCKHOLD,UNRESOLVED-AL-1998-house-104-R-DEAN,-15.427142505452426,-1.4024675004956748,-14.024675004956752
1998,house,105,UNRESOLVED-AL-1998-house-105-D-STRAUB,UNRESOLVED-AL-1998-house-105-R-CRIGLER,-18.563283048193064,-1.6875711861993692,-16.875711861993693
1998,senate,1,UNRESOLVED-AL-1998-senate-1-D-DENTON,UNRESOLVED-AL-1998-senate-1-R-HARGETT,10.878465360339977,0.9889513963945432,9.889513963945433
1998,senate,2,UNRESOLVED-AL-1998-senate-2-D-BUTLER,UNRESOLVED-AL-1998-senate-2-R-MCINNISH,8.842710962693925,0.8038828147903566,8.038828147903569
1998,senate,3,UNRESOLVED-AL-1998-senate-3-D-ROBERTS,UNRESOLVED-AL-1998-senate-3-R-BUCHANAN,20.953748924987018,1.9048862659079102,19.048862659079106
1998,senate,4,UNRESOLVED-AL-1998-senate-4-D-LITTLE,UNRESOLVED-AL-1998-senate-4-R-HALE,-1.4533027544132588,-0.13211843221938713,-1.3211843221938717
1998,senate,5,UNRESOLVED-AL-1998-senate-5-D-BISHOP,UNRESOLVED-AL-1998-senate-5-R-LEE,-19.577234449337823,-1.7797485863034384,-17.797485863034385
1998,senate,6,UNRESOLVED-AL-1998-senate-6-D-BEDFORD,UNRESOLVED-AL-1998-senate-6-R-HARDY,4.142796566108764,0.3766178696462512,3.7661786964625126
1998,senate,7,UNRESOLVED-AL-1998-senate-7-D-BATTS,UNRESOLVED-AL-1998-senate-7-R-ENFINGER,-31.058366870847255,-2.82348789734975,-28.234878973497505
1998,senate,8,UNRESOLVED-AL-1998-senate-8-D-BARRON,UNRESOLVED-AL-1998-senate-8-R-CULPEPPER,-9.499934118570359,-0.8636303744154871,-8.636303744154871
1998,senate,9,UNRESOLVED-AL-1998-senate-9-D-MITCHEM,UNRESOLVED-AL-1998-senate-9-R-KING,15.234918791562311,1.3849926174147553,13.849926174147555
1998,senate,10,UNRESOLVED-AL-1998-senate-10-D-MEANS,UNRESOLVED-AL-1998-senate-10-R-SMITH,-11.960653892868685,-1.087332172078971,-10.873321720789713
1998,senate,11,UNRESOLVED-AL-1998-senate-11-D-PREUITT,UNRESOLVED-AL-1998-senate-11-R-HILL,-14.038492192157939,-1.2762265629234488,-12.76226562923449
1998,senate,12,UNRESOLVED-AL-1998-senate-12-D-THOMAS,UNRESOLVED-AL-1998-senate-12-R-MARSH,-28.42577024071696,-2.5841609309742686,-25.841609309742694
1998,senate,13,UNRESOLVED-AL-1998-senate-13-D-DIAL,UNRESOLVED-AL-1998-senate-13-R-BRANCH,5.590441116781676,0.5082219197074249,5.082219197074251
1998,senate,14,UNRESOLVED-AL-1998-senate-14-D-ROBINSON,UNRESOLVED-AL-1998-senate-14-R-ARMISTEAD,-39.94919461627166,-3.6317449651156046,-36.31744965115605
1998,senate,16,UNRESOLVED-AL-1998-senate-16-D-JOHNS,UNRESOLVED-AL-1998-senate-16-R-WAGGONER,-18.570847683019274,-1.6882588802744791,-16.882588802744795
1998,senate,18,UNRESOLVED-AL-1998-senate-18-D-MORROW,UNRESOLVED-AL-1998-senate-18-R-BRITNELL,-16.870849515410733,-1.5337135923100664,-15.337135923100666
1998,senate,20,UNRESOLVED-AL-1998-senate-20-D-ESCOTT,UNRESOLVED-AL-1998-senate-20-R-BONHAM,-14.121595836032725,-1.2837814396393383,-12.837814396393387
1998,senate,21,UNRESOLVED-AL-1998-senate-21-D-POOLE,UNRESOLVED-AL-1998-senate-21-R-BENTLEY,-10.017234678382424,-0.9106576980347657,-9.106576980347658
1998,senate,22,UNRESOLVED-AL-1998-senate-22-D-LINDSEY,UNRESOLVED-AL-1998-senate-22-R-JOYNER,-7.79137857243377,-0.7083071429485244,-7.083071429485245
1998,senate,24,UNRESOLVED-AL-1998-senate-24-D-STEELE,UNRESOLVED-AL-1998-senate-24-R-WILLIAMS,-6.786665434170544,-0.6169695849245949,-6.169695849245949
1998,senate,25,UNRESOLVED-AL-1998-senate-25-D-CHAPPELL,UNRESOLVED-AL-1998-senate-25-R-DIXON,-37.878544076612435,-3.443504006964766,-34.43504006964767
1998,senate,26,UNRESOLVED-AL-1998-senate-26-D-LANGFORD,UNRESOLVED-AL-1998-senate-26-R-SANDERS,-6.957126475844717,-0.6324660432586106,-6.324660432586106
1998,senate,27,UNRESOLVED-AL-1998-senate-27-D-LITTLE,UNRESOLVED-AL-1998-senate-27-R-TEEL,12.615129940776743,1.1468299946160674,11.468299946160675
1998,senate,29,UNRESOLVED-AL-1998-senate-29-D-PALMER,UNRESOLVED-AL-1998-senate-29-R-SMITH,-28.513387575203197,-2.59212614320029,-25.921261432002908
1998,senate,30,UNRESOLVED-AL-1998-senate-30-D-MITCHELL,UNRESOLVED-AL-1998-senate-30-R-HOLLAND,25.95208387049351,2.359280351863046,23.592803518630465
1998,senate,31,UNRESOLVED-AL-1998-senate-31-D-HOLLEY,UNRESOLVED-AL-1998-senate-31-R-ADAMS,-12.306509978310293,-1.1187736343918446,-11.187736343918449
1998,senate,32,UNRESOLVED-AL-1998-senate-32-D-JENSEN,UNRESOLVED-AL-1998-senate-32-R-LIPSCOMB,-27.406132893875,-2.4914666267159085,-24.91466626715909
