state_code,cycle,chamber,district,pres_2012_dem_margin,pres_2012_source,pres_2016_dem_margin,pres_2016_source,pres_2020_dem_margin,pres_2020_source,older_pres_year,recent_pres_year,current_pres_year,older_pres_margin,recent_pres_margin,current_pres_margin,national_environment_swing,environment_baseline_margin,lag_swing_from_older,lag_swing_from_recent,presidential_context_complete,model_run_id,code_version
AL,2018,lower,40,-43.85455416923365,data/processed/presidential/2018_district_presidential_features.csv,-56.03371757198232,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-43.85455416923365,-56.03371757198232,-56.03371757198232,6.495625,-49.53809257198232,-5.683538402748667,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,41,-55.90634243335941,data/processed/presidential/2018_district_presidential_features.csv,-57.19700713535122,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-55.90634243335941,-57.19700713535122,-57.19700713535122,6.495625,-50.701382135351224,5.204960298008189,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,43,-56.54251972394301,data/processed/presidential/2018_district_presidential_features.csv,-51.53433575592142,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-56.54251972394301,-51.53433575592142,-51.53433575592142,6.495625,-45.038710755921414,11.503808968021595,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,45,-19.769964649854668,data/processed/presidential/2018_district_presidential_features.csv,-23.1557541944013,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-19.769964649854668,-23.1557541944013,-23.1557541944013,6.495625,-16.6601291944013,3.109835455453368,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,46,6.032981937199691,data/processed/presidential/2018_district_presidential_features.csv,7.5240131737268,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,6.032981937199691,7.5240131737268,7.5240131737268,6.495625,14.0196381737268,7.98665623652711,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,47,6.032981937199687,data/processed/presidential/2018_district_presidential_features.csv,7.524013173726805,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,6.032981937199687,7.524013173726805,7.524013173726805,6.495625,14.019638173726804,7.986656236527117,6.4956249999999995,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,48,-9.639946051116633,data/processed/presidential/2018_district_presidential_features.csv,-6.872260117485699,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-9.639946051116633,-6.872260117485699,-6.872260117485699,6.495625,-0.3766351174856988,9.263310933630933,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,51,6.032981937199688,data/processed/presidential/2018_district_presidential_features.csv,7.524013173726801,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,6.032981937199688,7.524013173726801,7.524013173726801,6.495625,14.0196381737268,7.9866562365271125,6.4956249999999995,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,61,-20.845376761621832,data/processed/presidential/2018_district_presidential_features.csv,-33.08713008464739,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-20.845376761621832,-33.08713008464739,-33.08713008464739,6.495625,-26.59150508464739,-5.746128323025559,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,62,-21.42134686826815,data/processed/presidential/2018_district_presidential_features.csv,-38.19180683529243,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-21.42134686826815,-38.19180683529243,-38.19180683529243,6.495625,-31.696181835292432,-10.274834967024283,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,64,-53.74697513135959,data/processed/presidential/2018_district_presidential_features.csv,-60.7184609250899,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-53.74697513135959,-60.7184609250899,-60.7184609250899,6.495625,-54.222835925089896,-0.47586079373030543,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,65,-15.702600571054704,data/processed/presidential/2018_district_presidential_features.csv,-23.642452148941143,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-15.702600571054704,-23.642452148941143,-23.642452148941143,6.495625,-17.146827148941142,-1.4442265778864378,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,66,-34.15554001469419,data/processed/presidential/2018_district_presidential_features.csv,-44.88132231800098,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-34.15554001469419,-44.88132231800098,-44.88132231800098,6.495625,-38.38569731800098,-4.23015730330679,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,73,-54.5104655489078,data/processed/presidential/2018_district_presidential_features.csv,-49.16612085797204,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-54.5104655489078,-49.16612085797204,-49.16612085797204,6.495625,-42.67049585797204,11.83996969093576,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,74,24.40715067493616,data/processed/presidential/2018_district_presidential_features.csv,26.81152401554042,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,24.40715067493616,26.81152401554042,26.81152401554042,6.495625,33.30714901554042,8.899998340604256,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,79,-15.096129338365202,data/processed/presidential/2018_district_presidential_features.csv,-14.67295549669018,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-15.096129338365202,-14.67295549669018,-14.67295549669018,6.495625,-8.17733049669018,6.918798841675022,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,80,-29.513088888732383,data/processed/presidential/2018_district_presidential_features.csv,-35.53570406051942,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-29.513088888732383,-35.53570406051942,-35.53570406051942,6.495625,-29.04007906051942,0.47300982821296245,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,81,-38.07253392015548,data/processed/presidential/2018_district_presidential_features.csv,-48.64345880787814,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-38.07253392015548,-48.64345880787814,-48.64345880787814,6.495625,-42.14783380787814,-4.0752998877226645,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,83,19.35251912402972,data/processed/presidential/2018_district_presidential_features.csv,18.34343173077406,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,19.35251912402972,18.34343173077406,18.34343173077406,6.495625,24.83905673077406,5.486537606744342,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,85,-22.79245239971896,data/processed/presidential/2018_district_presidential_features.csv,-19.089047764652157,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-22.79245239971896,-19.089047764652157,-19.089047764652157,6.495625,-12.593422764652157,10.199029635066804,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,86,-51.332972925314216,data/processed/presidential/2018_district_presidential_features.csv,-55.53004453892902,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-51.332972925314216,-55.53004453892902,-55.53004453892902,6.495625,-49.034419538929015,2.2985533863852012,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,88,-43.22643588260501,data/processed/presidential/2018_district_presidential_features.csv,-49.49552489852196,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-43.22643588260501,-49.49552489852196,-49.49552489852196,6.495625,-42.99989989852196,0.22653598408304987,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,89,-22.60646657479288,data/processed/presidential/2018_district_presidential_features.csv,-28.814170258848165,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-22.60646657479288,-28.814170258848165,-28.814170258848165,6.495625,-22.318545258848165,0.2879213159447147,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,90,-6.225224530566796,data/processed/presidential/2018_district_presidential_features.csv,-12.543696500944682,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-6.225224530566796,-12.543696500944682,-12.543696500944682,6.495625,-6.0480715009446815,0.1771530296221142,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,94,-54.66521156106828,data/processed/presidential/2018_district_presidential_features.csv,-58.69901581296017,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-54.66521156106828,-58.69901581296017,-58.69901581296017,6.495625,-52.203390812960166,2.461820748108117,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,96,-50.37962372090892,data/processed/presidential/2018_district_presidential_features.csv,-53.59583951353033,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-50.37962372090892,-53.59583951353033,-53.59583951353033,6.495625,-47.10021451353033,3.2794092073785848,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,97,20.89970951410776,data/processed/presidential/2018_district_presidential_features.csv,27.175058518679137,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,20.89970951410776,27.175058518679137,27.175058518679137,6.495625,33.67068351867914,12.770974004571382,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,99,18.457551340584374,data/processed/presidential/2018_district_presidential_features.csv,28.415889476112767,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,18.457551340584374,28.415889476112767,28.415889476112767,6.495625,34.91151447611277,16.453963135528397,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,lower,104,-31.782502937874558,data/processed/presidential/2018_district_presidential_features.csv,-38.20952119291926,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-31.782502937874558,-38.20952119291926,-38.20952119291926,6.495625,-31.71389619291926,0.0686067449552965,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,1,-37.07673261231029,data/processed/presidential/2018_district_presidential_features.csv,-48.27225981843077,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-37.07673261231029,-48.27225981843077,-48.27225981843077,6.495625,-41.776634818430765,-4.699902206120477,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,2,-24.393264259602876,data/processed/presidential/2018_district_presidential_features.csv,-19.73375146851638,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-24.393264259602876,-19.73375146851638,-19.73375146851638,6.495625,-13.23812646851638,11.155137791086496,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,6,-27.633341972339974,data/processed/presidential/2018_district_presidential_features.csv,-42.88589749124503,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-27.633341972339974,-42.88589749124503,-42.88589749124503,6.495625,-36.39027249124503,-8.756930518905055,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,7,-12.91624631847324,data/processed/presidential/2018_district_presidential_features.csv,-14.420060440199425,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-12.91624631847324,-14.420060440199425,-14.420060440199425,6.495625,-7.924435440199424,4.9918108782738155,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,11,-52.96996719410954,data/processed/presidential/2018_district_presidential_features.csv,-57.42806860409911,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-52.96996719410954,-57.42806860409911,-57.42806860409911,6.495625,-50.932443604099106,2.037523590010437,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,12,-33.11994659141671,data/processed/presidential/2018_district_presidential_features.csv,-42.936863055002185,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-33.11994659141671,-42.936863055002185,-42.936863055002185,6.495625,-36.44123805500219,-3.3212914635854744,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,13,-33.052029995950164,data/processed/presidential/2018_district_presidential_features.csv,-44.36717060734173,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-33.052029995950164,-44.36717060734173,-44.36717060734173,6.495625,-37.87154560734173,-4.819515611391566,6.495624999999997,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,14,-53.89192787247467,data/processed/presidential/2018_district_presidential_features.csv,-53.0420438046681,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-53.89192787247467,-53.0420438046681,-53.0420438046681,6.495625,-46.54641880466809,7.345509067806574,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,16,-19.51189147529268,data/processed/presidential/2018_district_presidential_features.csv,-16.419226904562343,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-19.51189147529268,-16.419226904562343,-16.419226904562343,6.495625,-9.923601904562343,9.588289570730335,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,21,-29.594406107987915,data/processed/presidential/2018_district_presidential_features.csv,-37.76757324155733,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-29.594406107987915,-37.76757324155733,-37.76757324155733,6.495625,-31.27194824155733,-1.677542133569414,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,25,-2.0316407792728195,data/processed/presidential/2018_district_presidential_features.csv,-3.006188673664375,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-2.0316407792728195,-3.006188673664375,-3.006188673664375,6.495625,3.4894363263356256,5.521077105608445,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,26,24.40715067493616,data/processed/presidential/2018_district_presidential_features.csv,26.811524015540414,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,24.40715067493616,26.811524015540414,26.811524015540414,6.495625,33.30714901554042,8.899998340604256,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,27,-17.91080656362279,data/processed/presidential/2018_district_presidential_features.csv,-24.55461933559756,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-17.91080656362279,-24.55461933559756,-24.55461933559756,6.495625,-18.05899433559756,-0.14818777197477218,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,32,-55.56161303816232,data/processed/presidential/2018_district_presidential_features.csv,-58.82748074312023,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-55.56161303816232,-58.82748074312023,-58.82748074312023,6.495625,-52.33185574312023,3.2297572950420914,6.495625000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2018,upper,35,-25.445127337640773,data/processed/presidential/2018_district_presidential_features.csv,-37.27491301535477,data/processed/presidential/2018_district_presidential_features.csv,,,2012,2016,2016,-25.445127337640773,-37.27491301535477,-37.27491301535477,6.495625,-30.77928801535477,-5.334160677713996,6.495625,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2022,lower,3,,,-31.27019933195933,data/processed/presidential/2022_district_presidential_features.csv,-23.9880419163928,data/processed/presidential/2022_district_presidential_features.csv,2016,2020,2020,-31.27019933195933,-23.9880419163928,-23.9880419163928,-7.397496,-31.3855379163928,-0.11533858443347,-7.397496,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2022,lower,7,,,-44.75962416851149,data/processed/presidential/2022_district_presidential_features.csv,-50.01616836035572,data/processed/presidential/2022_district_presidential_features.csv,2016,2020,2020,-44.75962416851149,-50.01616836035572,-50.01616836035572,-7.397496,-57.413664360355725,-12.654040191844231,-7.397496000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2022,lower,10,,,-18.845178471436867,data/processed/presidential/2022_district_presidential_features.csv,-6.481201856357232,data/processed/presidential/2022_district_presidential_features.csv,2016,2020,2020,-18.845178471436867,-6.481201856357232,-6.481201856357232,-7.397496,-13.878697856357231,4.966480615079636,-7.397495999999999,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2022,lower,12,,,-78.88674600524357,data/processed/presidential/2022_district_presidential_features.csv,-76.67037393801674,data/processed/presidential/2022_district_presidential_features.csv,2016,2020,2020,-78.88674600524357,-76.67037393801674,-76.67037393801674,-7.397496,-84.06786993801674,-5.1811239327731755,-7.397496000000004,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
AL,2022,lower,15,,,-19.12347698316441,data/processed/presidential/2022_district_presidential_features.csv,-12.369841143730914,data/processed/presidential/2022_district_presidential_features.csv,2016,2020,2020,-19.12347698316441,-12.369841143730914,-12.369841143730914,-7.397496,-19.767337143730913,-0.6438601605665042,-7.3974959999999985,True,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
