canonical_candidate_id,cycle,observed_issues,scored_issues,evidence_records,source_types,ideology_v3_scored_family_count,ideology_v3_model_eligible
AL-1994-house-62-D-ALLEN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-62-R-COPELAND,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-63-D-PARKER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-64-D-WARREN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-64-R-BOWEN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-65-D-DOLBARE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-65-R-WILKINS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-66-D-WHITE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-66-R-THOMSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-67-D-MAULL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-67-R-WALKER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-68-D-JACKSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-69-D-THOMAS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-69-R-BROOKS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-70-D-MELTON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-71-D-BLACK,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-72-D-HAYDEN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-72-R-WILLIAMS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-73-D-VAUGHAN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-73-R-HOOPER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-74-D-MCKEE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-75-D-HOLLEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-75-R-WREN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-76-D-MCCLAMMY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-76-R-MERREN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-77-D-KNIGHT,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-78-D-HOLMES,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-79-D-TURNHAM,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-79-R-PIERCE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-80-D-VANCE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-80-R-MCCRAINE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-81-D-GRAHAM,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-82-D-REED,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-83-D-BANDY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-84-D-CLARK,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-85-D-BAKER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-85-R-RALEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-86-D-CAROTHERS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-86-R-SHUEMAKE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-87-D-MATHIS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-87-R-SEIBENHENER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-88-D-GIPSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-88-R-TEMPLENTON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-89-D-FLOWERS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-90-D-NEWTON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-91-D-SPICER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-93-D-WILLIAMS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-93-R-CLOUSE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-94-D-PENRY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-95-D-MCNAIR,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-95-R-MCMILLAN,1994,1.0,1.0,1.0,1.0,0,False
AL-1994-house-96-D-BOX,1994,1.0,1.0,1.0,1.0,0,False
AL-1994-house-96-R-LONG,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-97-D-KENNEDY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-97-R-BAUMHAUER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-98-D-CLARK,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-99-D-BUSKEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-100-D-GASTON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-101-D-PRINGLE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-102-D-TURNER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-103-D-MITCHELL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-103-R-GARDNER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-104-D-ROCKHOLD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-104-R-DEAN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-105-D-HARPER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-house-105-R-CRIGLER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-1-D-DENTON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-2-D-BUTLER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-2-R-MANLEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-3-D-ROBERTS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-3-R-GENTRY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-4-D-FARRAR,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-4-R-HALE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-5-D-WILSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-5-R-DAVIDSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-6-D-BEDFORD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-7-D-FREEMAN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-7-R-TONDERA,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-8-D-BARRON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-9-D-MITCHEM,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-9-R-GOOD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-10-D-FLOYD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-10-R-SMITH,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-11-D-SPRAYBERRY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-12-D-GHEE,1994,1.0,1.0,1.0,1.0,0,False
AL-1994-senate-12-R-JAMES,1994,1.0,1.0,1.0,1.0,0,False
AL-1994-senate-13-D-DIAL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-14-D-OWENS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-14-R-ARMISTEAD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-15-D-AMARI,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-16-D-WAGGONER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-17-D-BIDDLE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-18-D-SMITHERMAN,1994,2.0,2.0,2.0,1.0,0,False
AL-1994-senate-18-R-HORN,1994,1.0,1.0,1.0,1.0,0,False
AL-1994-senate-19-D-MCCLAIN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-20-D-ESCOTT-RUSSELL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-21-D-POOLE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-22-D-LINDSEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-22-R-HUGHES,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-23-D-SANDERS,1994,2.0,2.0,2.0,1.0,0,False
AL-1994-senate-23-R-CURL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-24-D-STEELE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-25-D-ANDERSON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-25-R-DIXON,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-26-D-LANGFORD,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-27-D-LITTLE,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-27-R-PONDER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-28-D-CLAY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-28-R-SETTLER,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-29-D-BAILEY,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-30-D-MITCHELL,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-31-D-ADAMS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-32-D-KOONTZ,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-32-R-LIPSOCOMB,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-33-D-FIGURES,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-34-D-SULLIVAN,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-34-R-MYERS,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-35-D-WINDOM,1994,0.0,0.0,0.0,0.0,0,False
AL-1994-senate-35-R-HEBERT,1994,0.0,0.0,0.0,0.0,0,False
AL-1998-house-1-D-STARKEY,1998,21.0,18.0,65.0,2.0,2,True
AL-1998-house-1-R-BEER,1998,16.0,12.0,45.0,1.0,2,True
AL-1998-house-2-D-HAMILTON,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-house-2-R-TATUM,1998,17.0,14.0,38.0,1.0,2,True
AL-1998-house-3-D-BLACK,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-3-R-SMALLWOOD,1998,21.0,17.0,48.0,1.0,2,True
AL-1998-house-4-D-MANCUSO,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-4-R-PAPUCCI,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-5-D-CARTER,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-5-R-ANDREWS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-6-D-SCHMITZ,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-6-R-JORGENSEN,1998,19.0,15.0,54.0,1.0,2,True
AL-1998-house-8-D-DUKES,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-house-8-R-KEY,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-9-D-GRANTLAND,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-9-R-BALL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-10-D-SMITH,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-10-R-HANEY,1998,17.0,13.0,50.0,2.0,2,True
AL-1998-house-11-D-WHITE,1998,20.0,16.0,61.0,1.0,2,True
AL-1998-house-11-R-ODEN,1998,19.0,14.0,55.0,2.0,2,True
AL-1998-house-12-D-MORRISON,1998,21.0,18.0,61.0,2.0,2,True
AL-1998-house-12-R-HASTIMGS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-13-D-HOGAN,1998,20.0,19.0,66.0,2.0,2,True
AL-1998-house-13-R-BRANCH,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-14-D-GUIN,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-14-R-WALLACE,1998,20.0,17.0,60.0,1.0,2,True
AL-1998-house-16-D-THIGPEN,1998,1.0,0.0,1.0,1.0,0,False
AL-1998-house-16-R-WALDON,1998,20.0,18.0,60.0,1.0,2,True
AL-1998-house-17-D-MILLICAN,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-17-R-JOHNSON,1998,23.0,20.0,62.0,1.0,2,True
AL-1998-house-18-D-MORROW,1998,22.0,16.0,69.0,2.0,2,True
AL-1998-house-18-R-BRITNELL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-20-D-WILBURN,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-20-R-SANDERFORD,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-house-21-D-JONES,1998,20.0,16.0,59.0,2.0,2,True
AL-1998-house-21-R-CLEMONS,1998,23.0,22.0,65.0,1.0,2,True
AL-1998-house-22-D-HALL,1998,21.0,16.0,56.0,2.0,2,True
AL-1998-house-22-R-HOLLINGSWORTH,1998,19.0,14.0,51.0,1.0,2,True
AL-1998-house-23-D-ROBINSON,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-23-R-SHELTON,1998,16.0,14.0,42.0,1.0,2,True
AL-1998-house-24-D-BURKE,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-24-R-GREESON,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-25-D-HAWK,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-25-R-FINLEY,1998,18.0,14.0,40.0,1.0,2,True
AL-1998-house-26-D-MCDANIEL,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-26-R-JOHNSTON,1998,21.0,19.0,59.0,1.0,2,True
AL-1998-house-27-D-MURPHREE,1998,23.0,19.0,64.0,2.0,2,True
AL-1998-house-27-R-THOMAS,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-28-D-FORD,1998,3.0,3.0,3.0,1.0,0,False
AL-1998-house-28-R-STEPHENS,1998,12.0,9.0,27.0,1.0,1,False
AL-1998-house-29-D-PAGE,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-29-R-MALONE,1998,22.0,20.0,61.0,1.0,2,True
AL-1998-house-30-D-GALLIHER,1998,18.0,12.0,60.0,2.0,2,True
AL-1998-house-30-R-HOLLAND,1998,19.0,17.0,54.0,1.0,2,True
AL-1998-house-31-D-VENABLE,1998,22.0,17.0,66.0,2.0,2,True
AL-1998-house-31-R-BOWEN,1998,23.0,20.0,61.0,1.0,2,True
AL-1998-house-32-D-BOYD,1998,18.0,15.0,46.0,2.0,2,True
AL-1998-house-32-R-BRADFORD,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-35-D-HURST,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-35-R-SIMS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-38-D-FULLER,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-38-R-INGRAM,1998,19.0,15.0,48.0,1.0,2,True
AL-1998-house-42-D-MARTIN,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-42-R-PARNELL,1998,21.0,18.0,52.0,1.0,2,True
AL-1998-house-49-D-BLAIR,1998,15.0,13.0,37.0,1.0,2,True
AL-1998-house-49-R-THOMAS,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-51-D-MULLINS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-51-R-HUMPHRYES,1998,19.0,17.0,51.0,1.0,2,True
AL-1998-house-54-D-PERDUE,1998,5.0,5.0,5.0,1.0,0,False
AL-1998-house-54-R-LATIMORE,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-55-D-MAJOR,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-55-R-MORTON,1998,21.0,18.0,59.0,1.0,2,True
AL-1998-house-60-D-HILLIARD,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-60-R-RUSSELL,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-62-D-TINGLE,1998,18.0,16.0,58.0,1.0,2,True
AL-1998-house-62-R-ALLEN,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-63-D-STANLEY,1998,19.0,15.0,54.0,1.0,2,True
AL-1998-house-63-R-PARKER,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-64-D-WARREN,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-house-64-R-ALBRITTON,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-65-D-DOLBARE,1998,4.0,3.0,4.0,1.0,0,False
AL-1998-house-65-R-OVERTON,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-66-D-WHITE,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-66-R-AUST,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-67-D-MAULL,1998,1.0,0.0,1.0,1.0,0,False
AL-1998-house-67-R-DOBYNES,1998,19.0,16.0,58.0,1.0,2,True
AL-1998-house-72-D-HAYDEN,1998,2.0,1.0,2.0,1.0,0,False
AL-1998-house-72-R-SUTTON,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-79-D-DEMPSEY,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-79-R-HUBBARD,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-80-D-VANCE,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-80-R-DUNN,1998,16.0,13.0,29.0,1.0,2,True
AL-1998-house-81-D-GRAHAM,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-81-R-KNIGHT,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-84-D-BEASLEY,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-84-R-HORNE,1998,22.0,19.0,65.0,1.0,2,True
AL-1998-house-86-D-CAROTHERS,1998,21.0,18.0,61.0,2.0,2,True
AL-1998-house-86-R-JEFFERS,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-87-D-MATHIS,1998,22.0,20.0,63.0,1.0,2,True
AL-1998-house-87-R-SEIBENHENER,1998,20.0,16.0,64.0,2.0,2,True
AL-1998-house-89-D-BOOTHE,1998,22.0,20.0,72.0,2.0,2,True
AL-1998-house-89-R-MEEKS,1998,21.0,20.0,54.0,1.0,2,True
AL-1998-house-91-D-SPICER,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-91-R-MOORE,1998,22.0,19.0,65.0,2.0,2,True
AL-1998-house-95-D-PFEIFER,1998,18.0,15.0,52.0,1.0,2,True
AL-1998-house-95-R-MCMILLAN,1998,22.0,17.0,68.0,2.0,2,True
AL-1998-house-96-D-EASON,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-96-R-GREENE,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-house-102-D-PACE,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-102-R-TURNER,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-104-D-ROCKHOLD,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-house-104-R-DEAN,1998,2.0,2.0,3.0,1.0,0,False
AL-1998-house-105-D-STRAUB,1998,18.0,16.0,46.0,1.0,2,True
AL-1998-house-105-R-CRIGLER,1998,23.0,23.0,70.0,2.0,2,True
AL-1998-senate-1-D-DENTON,1998,17.0,15.0,58.0,2.0,2,True
AL-1998-senate-1-R-HARGETT,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-2-D-BUTLER,1998,3.0,3.0,4.0,1.0,0,False
AL-1998-senate-2-R-MCINNISH,1998,21.0,18.0,54.0,1.0,2,True
AL-1998-senate-3-D-ROBERTS,1998,2.0,2.0,2.0,1.0,0,False
AL-1998-senate-3-R-BUCHANAN,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-4-D-LITTLE,1998,1.0,1.0,1.0,1.0,0,False
AL-1998-senate-4-R-HALE,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-5-D-BISHOP,1998,0.0,0.0,0.0,0.0,0,False
AL-1998-senate-5-R-LEE,1998,18.0,15.0,42.0,1.0,2,True
