canonical_candidate_id,person_id,candidate,cycle,chamber,district,party,candidate_cmo,cmo_tail,cmo_extremity,cmo_priority_valid,identity_researchable,primitive_axis,positive_pole,negative_pole,issue_priority,research_status
AL-2006-house-92-D-SETH-HAMMETT,ALPERSON-SETH-HAMMETT,SETH HAMMETT,2006,house,92,D,103.10805941045598,high,103.10805941045598,True,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-2006-house-92-D-SETH-HAMMETT,ALPERSON-SETH-HAMMETT,SETH HAMMETT,2006,house,92,D,103.10805941045598,high,103.10805941045598,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-92-R-WILLIAM-E-BLOCKER,ALPERSON-WILLIAM-E-BLOCKER,WILLIAM E BLOCKER,2006,house,92,R,-103.10805941045598,low,103.10805941045598,True,True,labor_capital_alignment,labor,capital_management,1,searched
AL-2006-house-92-R-WILLIAM-E-BLOCKER,ALPERSON-WILLIAM-E-BLOCKER,WILLIAM E BLOCKER,2006,house,92,R,-103.10805941045598,low,103.10805941045598,True,True,labor_rights,expand,restrict,1,searched
AL-2006-house-92-R-WILLIAM-E-BLOCKER,ALPERSON-WILLIAM-E-BLOCKER,WILLIAM E BLOCKER,2006,house,92,R,-103.10805941045598,low,103.10805941045598,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-house-92-R-WILLIAM-E-BLOCKER,ALPERSON-WILLIAM-E-BLOCKER,WILLIAM E BLOCKER,2006,house,92,R,-103.10805941045598,low,103.10805941045598,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-92-R-WILLIAM-E-BLOCKER,ALPERSON-WILLIAM-E-BLOCKER,WILLIAM E BLOCKER,2006,house,92,R,-103.10805941045598,low,103.10805941045598,True,True,voting_access,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,market_governance,intervention,market_autonomy,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,tax_burden,increase,decrease,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,welfare_generosity,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,labor_capital_alignment,labor,capital_management,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,labor_rights,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,childcare_support,expansion,restriction,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,healthcare_access,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,education_public_funding,expand,reduce,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,education_market_choice,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,environmental_protection,strengthen,weaken,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,resource_development,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,abortion_access,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,marriage_equality,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,civil_social_liberty,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,religion_state,accommodation_establishment,separation,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,gun_access,expand,restrict,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,immigration_enforcement,strengthen,relax,1,searched
AL-1994-senate-25-D-ANDERSON,ALPERSON-ANDERSON,James Anderson,1994,senate,25,D,97.70639248607276,high,97.70639248607276,False,True,voting_access,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,market_governance,intervention,market_autonomy,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,tax_burden,increase,decrease,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,welfare_generosity,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,labor_capital_alignment,labor,capital_management,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,labor_rights,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,childcare_support,expansion,restriction,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,healthcare_access,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,education_public_funding,expand,reduce,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,education_market_choice,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,environmental_protection,strengthen,weaken,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,resource_development,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,abortion_access,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,marriage_equality,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,civil_social_liberty,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,religion_state,accommodation_establishment,separation,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,gun_access,expand,restrict,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,immigration_enforcement,strengthen,relax,1,searched
AL-1994-senate-25-R-DIXON,ALPERSON-DIXON,Larry Dixon,1994,senate,25,R,-97.70639248607276,low,97.70639248607276,False,True,voting_access,expand,restrict,1,searched
AL-2006-house-13-D-TOMMY-SHERER,ALPERSON-TOMMY-SHERER,TOMMY SHERER,2006,house,13,D,97.0817531597962,high,97.0817531597962,True,True,labor_rights,expand,restrict,1,searched
AL-2006-house-13-D-TOMMY-SHERER,ALPERSON-TOMMY-SHERER,TOMMY SHERER,2006,house,13,D,97.0817531597962,high,97.0817531597962,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-house-13-D-TOMMY-SHERER,ALPERSON-TOMMY-SHERER,TOMMY SHERER,2006,house,13,D,97.0817531597962,high,97.0817531597962,True,True,education_market_choice,expand,restrict,1,searched
AL-2006-house-13-D-TOMMY-SHERER,ALPERSON-TOMMY-SHERER,TOMMY SHERER,2006,house,13,D,97.0817531597962,high,97.0817531597962,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-13-D-TOMMY-SHERER,ALPERSON-TOMMY-SHERER,TOMMY SHERER,2006,house,13,D,97.0817531597962,high,97.0817531597962,True,True,voting_access,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,market_governance,intervention,market_autonomy,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,tax_burden,increase,decrease,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,welfare_generosity,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,labor_capital_alignment,labor,capital_management,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,labor_rights,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,healthcare_access,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,education_public_funding,expand,reduce,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,education_market_choice,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,environmental_protection,strengthen,weaken,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,resource_development,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,abortion_access,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,marriage_equality,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,civil_social_liberty,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,religion_state,accommodation_establishment,separation,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,gun_access,expand,restrict,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-13-R-JAMES-BROOKS,ALPERSON-JAMES-BROOKS,JAMES BROOKS,2006,house,13,R,-97.0817531597962,low,97.0817531597962,True,True,voting_access,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,tax_burden,increase,decrease,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,welfare_generosity,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,labor_capital_alignment,labor,capital_management,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,labor_rights,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,healthcare_access,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,education_public_funding,expand,reduce,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,education_market_choice,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,environmental_protection,strengthen,weaken,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,resource_development,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,abortion_access,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,marriage_equality,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,civil_social_liberty,expand,restrict,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,religion_state,accommodation_establishment,separation,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-37-D-RICHARD-LAIRD,ALPERSON-RICHARD-LAIRD,Richard Laird Sr,2006,house,37,D,96.36649094888212,high,96.36649094888212,True,True,voting_access,expand,restrict,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,labor_rights,expand,restrict,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,resource_development,expand,restrict,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-house-37-R-PETE-WARD,ALPERSON-PETE-WARD,PETE WARD,2006,house,37,R,-96.36649094888212,low,96.36649094888212,True,True,voting_access,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,tax_burden,increase,decrease,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,welfare_generosity,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,labor_capital_alignment,labor,capital_management,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,labor_rights,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,childcare_support,expansion,restriction,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,healthcare_access,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,education_public_funding,expand,reduce,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,education_market_choice,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,environmental_protection,strengthen,weaken,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,resource_development,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,abortion_access,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,marriage_equality,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,civil_social_liberty,expand,restrict,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,religion_state,accommodation_establishment,separation,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,gun_purchase_regulation,strengthen,weaken,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,criminal_punishment,punitive,rehabilitative,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,immigration_enforcement,strengthen,relax,1,searched
AL-2006-senate-21-D-PHIL-POOLE,ALPERSON-PHIL-POOLE,PHIL POOLE,2006,senate,21,D,86.58874946894872,high,86.58874946894872,True,True,voting_access,expand,restrict,1,searched
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,ALPERSON-JOE-NATHAN-SAXTON-SR,JOE NATHAN SAXTON SR,2006,senate,21,R,-86.58874946894872,low,86.58874946894872,True,True,market_governance,intervention,market_autonomy,1,searched
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,ALPERSON-JOE-NATHAN-SAXTON-SR,JOE NATHAN SAXTON SR,2006,senate,21,R,-86.58874946894872,low,86.58874946894872,True,True,tax_burden,increase,decrease,1,searched
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,ALPERSON-JOE-NATHAN-SAXTON-SR,JOE NATHAN SAXTON SR,2006,senate,21,R,-86.58874946894872,low,86.58874946894872,True,True,welfare_generosity,expand,restrict,1,searched
AL-2006-senate-21-R-JOE-NATHAN-SAXTON-SR,ALPERSON-JOE-NATHAN-SAXTON-SR,JOE NATHAN SAXTON SR,2006,senate,21,R,-86.58874946894872,low,86.58874946894872,True,True,welfare_conditionality,strengthen_conditions,relax_conditions,1,searched
