county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
PIKE,DUNNS VOTING CENTER 1,State House,89.0,13,13,1.0
PIKE,DUNNS VOTING CENTER 1,State Senate,31.0,13,13,1.0
PIKE,DUNNS VOTING CENTER 2,State House,89.0,97,97,1.0
PIKE,DUNNS VOTING CENTER 2,State Senate,31.0,97,97,1.0
PIKE,EBENEZER VOTING CENTER 1,State House,89.0,54,54,1.0
PIKE,EBENEZER VOTING CENTER 1,State Senate,31.0,54,54,1.0
PIKE,EBENEZER VOTING CENTER 2,State House,89.0,90,90,1.0
PIKE,EBENEZER VOTING CENTER 2,State Senate,31.0,90,90,1.0
PIKE,ENON COUNTY BUILDING,State House,89.0,160,160,1.0
PIKE,ENON COUNTY BUILDING,State Senate,31.0,160,160,1.0
PIKE,FIRST BAPTIST CHURCH,State House,89.0,968,968,1.0
PIKE,FIRST BAPTIST CHURCH,State Senate,31.0,968,968,1.0
PIKE,GALLOWAY RD COMMUNITY CENTER,State House,89.0,507,507,1.0
PIKE,GALLOWAY RD COMMUNITY CENTER,State Senate,31.0,507,507,1.0
PIKE,GOLDEN SATELLITE BUILDING,State House,89.0,276,276,1.0
PIKE,GOLDEN SATELLITE BUILDING,State Senate,31.0,276,276,1.0
PIKE,GOSHEN TOWN HALL,State House,89.0,293,293,1.0
PIKE,GOSHEN TOWN HALL,State Senate,31.0,293,293,1.0
PIKE,HAMILTON CROSS ROADS,State House,89.0,143,143,1.0
PIKE,HAMILTON CROSS ROADS,State Senate,31.0,143,143,1.0
PIKE,HENDERSON VOTING CENTER 1,State House,89.0,72,72,1.0
PIKE,HENDERSON VOTING CENTER 1,State Senate,31.0,72,72,1.0
PIKE,HENDERSON VOTING CENTER 2,State House,89.0,103,103,1.0
PIKE,HENDERSON VOTING CENTER 2,State Senate,31.0,103,103,1.0
PIKE,JOSIE COUNTY BUILDING,State House,89.0,131,131,1.0
PIKE,JOSIE COUNTY BUILDING,State Senate,31.0,131,131,1.0
PIKE,LITTLE OAK COUNTY BUILDING,State House,89.0,160,160,1.0
PIKE,LITTLE OAK COUNTY BUILDING,State Senate,31.0,160,160,1.0
PIKE,MEEKSVILLE VOLUNTEER FIRE,State House,89.0,288,288,1.0
PIKE,MEEKSVILLE VOLUNTEER FIRE,State Senate,31.0,288,288,1.0
PIKE,OAK BOWERY CHURCH,State House,89.0,109,109,1.0
PIKE,OAK BOWERY CHURCH,State Senate,31.0,109,109,1.0
PIKE,PIKE COUNTY COURTHOUSE,State House,89.0,573,573,1.0
PIKE,PIKE COUNTY COURTHOUSE,State Senate,31.0,573,573,1.0
PIKE,PROVISIONAL,State House,89.0,74,74,1.0
PIKE,PROVISIONAL,State Senate,31.0,74,74,1.0
PIKE,RURAL HOME COUNTY BUILDING,State House,89.0,325,325,1.0
PIKE,RURAL HOME COUNTY BUILDING,State Senate,31.0,325,325,1.0
PIKE,SACO 2,State House,89.0,17,17,1.0
PIKE,SACO 2,State Senate,31.0,17,17,1.0
PIKE,SACO VOLUNTEER FIRE DEPARTMENT,State House,89.0,11,11,1.0
PIKE,SACO VOLUNTEER FIRE DEPARTMENT,State Senate,31.0,11,11,1.0
PIKE,SPRINGHILL HOUSING AUTHORITY,State House,89.0,145,145,1.0
PIKE,SPRINGHILL HOUSING AUTHORITY,State Senate,31.0,145,145,1.0
PIKE,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,State House,89.0,199,199,1.0
PIKE,SPRINGHILL VOLUNTEER FIRE DEPARTMENT,State Senate,31.0,199,199,1.0
PIKE,SWEET PILGRIM CHURCH,State House,89.0,86,86,1.0
PIKE,SWEET PILGRIM CHURCH,State Senate,31.0,86,86,1.0
PIKE,TARENTUM COMMUNITY CLUBHOUSE,State House,89.0,238,238,1.0
PIKE,TARENTUM COMMUNITY CLUBHOUSE,State Senate,31.0,238,238,1.0
PIKE,TENNILLE METHODIST,State House,89.0,54,54,1.0
PIKE,TENNILLE METHODIST,State Senate,31.0,54,54,1.0
PIKE,TROY ADAMS ARMORY,State House,89.0,1093,1093,1.0
PIKE,TROY ADAMS ARMORY,State Senate,31.0,1093,1093,1.0
PIKE,TROY RECREATION CENTER,State House,89.0,1114,1114,1.0
PIKE,TROY RECREATION CENTER,State Senate,31.0,1114,1114,1.0
RANDOLPH,ABSENTEE,State House,37.0,191,191,1.0
RANDOLPH,ABSENTEE,State Senate,13.0,191,191,1.0
RANDOLPH,BACON LEVEL,State House,37.0,152,152,1.0
RANDOLPH,BACON LEVEL,State Senate,13.0,152,152,1.0
RANDOLPH,BETHEL,State House,37.0,119,119,1.0
RANDOLPH,BETHEL,State Senate,13.0,119,119,1.0
RANDOLPH,CAVERS GROVE,State House,37.0,166,166,1.0
RANDOLPH,CAVERS GROVE,State Senate,13.0,166,166,1.0
RANDOLPH,CORINTH,State House,37.0,152,152,1.0
RANDOLPH,CORINTH,State Senate,13.0,152,152,1.0
RANDOLPH,GRAHAM,State House,37.0,132,132,1.0
RANDOLPH,GRAHAM,State Senate,13.0,132,132,1.0
RANDOLPH,LEVEL ROAD,State House,37.0,208,208,1.0
RANDOLPH,LEVEL ROAD,State Senate,13.0,208,208,1.0
RANDOLPH,MIDWAY,State House,37.0,230,230,1.0
RANDOLPH,MIDWAY,State Senate,13.0,230,230,1.0
RANDOLPH,MOORES STORE,State House,37.0,196,196,1.0
RANDOLPH,MOORES STORE,State Senate,13.0,196,196,1.0
RANDOLPH,MORRISON XR FIRE DEPARTMENT,State House,37.0,175,175,1.0
RANDOLPH,MORRISON XR FIRE DEPARTMENT,State Senate,13.0,175,175,1.0
RANDOLPH,NATIONAL GUARD ARMORY 1,State House,37.0,453,453,1.0
RANDOLPH,NATIONAL GUARD ARMORY 1,State Senate,13.0,453,453,1.0
RANDOLPH,NATIONAL GUARD ARMORY 2,State House,37.0,332,332,1.0
RANDOLPH,NATIONAL GUARD ARMORY 2,State Senate,13.0,332,332,1.0
RANDOLPH,NATIONAL GUARD ARMORY 3,State House,37.0,866,866,1.0
RANDOLPH,NATIONAL GUARD ARMORY 3,State Senate,13.0,866,866,1.0
RANDOLPH,NEW HOPE,State House,37.0,110,110,1.0
RANDOLPH,NEW HOPE,State Senate,13.0,110,110,1.0
RANDOLPH,OMAHA,State House,37.0,125,125,1.0
RANDOLPH,OMAHA,State Senate,13.0,125,125,1.0
RANDOLPH,OPHELIA,State House,37.0,121,121,1.0
RANDOLPH,OPHELIA,State Senate,13.0,121,121,1.0
RANDOLPH,PINE HILL,State House,37.0,184,184,1.0
RANDOLPH,PINE HILL,State Senate,13.0,184,184,1.0
RANDOLPH,PROVISIONAL,State House,37.0,1,1,1.0
RANDOLPH,PROVISIONAL,State Senate,13.0,2,2,1.0
RANDOLPH,ROCK MILLS,State House,37.0,147,147,1.0
RANDOLPH,ROCK MILLS,State Senate,13.0,147,147,1.0
RANDOLPH,SWAGG,State House,37.0,208,208,1.0
RANDOLPH,SWAGG,State Senate,13.0,208,208,1.0
RANDOLPH,TIN SHOP FIRE DEPARTMENT,State House,37.0,298,298,1.0
RANDOLPH,TIN SHOP FIRE DEPARTMENT,State Senate,13.0,298,298,1.0
RANDOLPH,WADLEY,State House,37.0,217,217,1.0
RANDOLPH,WADLEY,State Senate,13.0,217,217,1.0
RANDOLPH,WEDOWEE CITY HALL 1,State House,37.0,813,813,1.0
RANDOLPH,WEDOWEE CITY HALL 1,State Senate,13.0,813,813,1.0
RANDOLPH,WEDOWEE CITY HALL 2,State House,37.0,0,0,
RANDOLPH,WEDOWEE CITY HALL 2,State Senate,13.0,0,0,
RANDOLPH,WEHADKEE,State House,37.0,43,43,1.0
RANDOLPH,WEHADKEE,State Senate,13.0,43,43,1.0
RANDOLPH,WESLEY CHAPEL,State House,37.0,107,107,1.0
RANDOLPH,WESLEY CHAPEL,State Senate,13.0,107,107,1.0
RANDOLPH,WILSON STORE,State House,37.0,89,89,1.0
RANDOLPH,WILSON STORE,State Senate,13.0,89,89,1.0
RANDOLPH,WOODLAND FIRE DEPARTMENT 1,State House,37.0,398,398,1.0
RANDOLPH,WOODLAND FIRE DEPARTMENT 1,State Senate,13.0,398,398,1.0
RUSSELL,ABSENTEE,State House,80.0,66,142,0.4647887323943662
RUSSELL,ABSENTEE,State House,83.0,58,142,0.4084507042253521
RUSSELL,ABSENTEE,State House,84.0,18,142,0.1267605633802817
RUSSELL,ABSENTEE,State Senate,27.0,82,142,0.5774647887323944
RUSSELL,ABSENTEE,State Senate,28.0,60,142,0.4225352112676056
RUSSELL,AUSTIN SUMBRY PARK,State House,83.0,347,376,0.9228723404255319
RUSSELL,AUSTIN SUMBRY PARK,State House,84.0,29,376,0.07712765957446809
RUSSELL,AUSTIN SUMBRY PARK,State Senate,27.0,20,376,0.05319148936170213
RUSSELL,AUSTIN SUMBRY PARK,State Senate,28.0,356,376,0.9468085106382979
RUSSELL,CENTRAL ACTIVITIES BUILDING,State House,80.0,625,811,0.7706535141800247
RUSSELL,CENTRAL ACTIVITIES BUILDING,State House,83.0,186,811,0.22934648581997533
RUSSELL,CENTRAL ACTIVITIES BUILDING,State Senate,27.0,376,811,0.4636251541307028
RUSSELL,CENTRAL ACTIVITIES BUILDING,State Senate,28.0,435,811,0.5363748458692972
RUSSELL,CLAUDE PARKMAN BUILDING,State House,80.0,36,364,0.0989010989010989
RUSSELL,CLAUDE PARKMAN BUILDING,State House,83.0,328,364,0.9010989010989011
RUSSELL,CLAUDE PARKMAN BUILDING,State Senate,27.0,83,364,0.22802197802197802
RUSSELL,CLAUDE PARKMAN BUILDING,State Senate,28.0,281,364,0.771978021978022
RUSSELL,COTTONTON FIRE STATION,State House,84.0,172,172,1.0
RUSSELL,COTTONTON FIRE STATION,State Senate,28.0,172,172,1.0
RUSSELL,CRAWFORD VOLUNTEER FIRE DEPARTMENT,State House,80.0,417,823,0.5066828675577156
RUSSELL,CRAWFORD VOLUNTEER FIRE DEPARTMENT,State House,83.0,406,823,0.4933171324422843
RUSSELL,CRAWFORD VOLUNTEER FIRE DEPARTMENT,State Senate,27.0,823,823,1.0
RUSSELL,DIXIE VOLUNTEER FIRE DEPARTMENT,State House,83.0,196,202,0.9702970297029703
RUSSELL,DIXIE VOLUNTEER FIRE DEPARTMENT,State House,84.0,6,202,0.0297029702970297
RUSSELL,DIXIE VOLUNTEER FIRE DEPARTMENT,State Senate,27.0,195,202,0.9653465346534653
RUSSELL,DIXIE VOLUNTEER FIRE DEPARTMENT,State Senate,28.0,7,202,0.034653465346534656
RUSSELL,FIRE DEPARTMENT HURTSBORO,State House,84.0,479,479,1.0
RUSSELL,FIRE DEPARTMENT HURTSBORO,State Senate,28.0,479,479,1.0
RUSSELL,FT MITCHELL COMMUNITY CENTER,State House,84.0,687,687,1.0
RUSSELL,FT MITCHELL COMMUNITY CENTER,State Senate,28.0,687,687,1.0
RUSSELL,HATCHECHUBBEE FIRE,State House,83.0,0,124,0.0
RUSSELL,HATCHECHUBBEE FIRE,State House,84.0,124,124,1.0
RUSSELL,HATCHECHUBBEE FIRE,State Senate,28.0,124,124,1.0
RUSSELL,LADONIA VOLUNTEER FIRE DEPARTMENT,State House,80.0,964,1124,0.8576512455516014
RUSSELL,LADONIA VOLUNTEER FIRE DEPARTMENT,State House,83.0,160,1124,0.1423487544483986
RUSSELL,LADONIA VOLUNTEER FIRE DEPARTMENT,State Senate,27.0,964,1124,0.8576512455516014
RUSSELL,LADONIA VOLUNTEER FIRE DEPARTMENT,State Senate,28.0,160,1124,0.1423487544483986
RUSSELL,NATIONAL GUARD ARMORY,State House,80.0,324,324,1.0
RUSSELL,NATIONAL GUARD ARMORY,State Senate,27.0,324,324,1.0
RUSSELL,OLD SEALE COURTHOUSE,State House,83.0,432,481,0.8981288981288982
RUSSELL,OLD SEALE COURTHOUSE,State House,84.0,49,481,0.10187110187110188
RUSSELL,OLD SEALE COURTHOUSE,State Senate,27.0,167,481,0.3471933471933472
RUSSELL,OLD SEALE COURTHOUSE,State Senate,28.0,314,481,0.6528066528066528
RUSSELL,PITTSVIEW FIRE,State House,83.0,9,214,0.04205607476635514
RUSSELL,PITTSVIEW FIRE,State House,84.0,205,214,0.9579439252336449
RUSSELL,PITTSVIEW FIRE,State Senate,28.0,214,214,1.0
RUSSELL,PROVISIONAL,State House,80.0,0,0,
RUSSELL,PROVISIONAL,State House,83.0,0,0,
RUSSELL,PROVISIONAL,State House,84.0,0,0,
RUSSELL,PROVISIONAL,State Senate,27.0,0,0,
RUSSELL,PROVISIONAL,State Senate,28.0,0,0,
RUSSELL,ROY MARTIN CENTER,State House,80.0,1309,1309,1.0
RUSSELL,ROY MARTIN CENTER,State Senate,27.0,1168,1309,0.8922841864018335
RUSSELL,ROY MARTIN CENTER,State Senate,28.0,141,1309,0.10771581359816654
RUSSELL,RUSSELL COUNTY COURTHOUSE,State House,80.0,46,340,0.13529411764705881
RUSSELL,RUSSELL COUNTY COURTHOUSE,State House,83.0,294,340,0.8647058823529412
RUSSELL,RUSSELL COUNTY COURTHOUSE,State Senate,27.0,40,340,0.11764705882352941
RUSSELL,RUSSELL COUNTY COURTHOUSE,State Senate,28.0,300,340,0.8823529411764706
RUSSELL,SPENCER RECREATION CENTER,State House,83.0,902,902,1.0
RUSSELL,SPENCER RECREATION CENTER,State Senate,27.0,1,902,0.0011086474501108647
RUSSELL,SPENCER RECREATION CENTER,State Senate,28.0,901,902,0.9988913525498891
RUSSELL,TROY UNIVERSITY,State House,80.0,34,434,0.07834101382488479
RUSSELL,TROY UNIVERSITY,State House,83.0,400,434,0.9216589861751152
RUSSELL,TROY UNIVERSITY,State Senate,27.0,86,434,0.19815668202764977
RUSSELL,TROY UNIVERSITY,State Senate,28.0,348,434,0.8018433179723502
SAINT CLAIR,ABSENTEE,State House,30.0,57,352,0.16193181818181818
SAINT CLAIR,ABSENTEE,State House,36.0,127,352,0.36079545454545453
SAINT CLAIR,ABSENTEE,State House,50.0,168,352,0.4772727272727273
SAINT CLAIR,ABSENTEE,State Senate,10.0,17,350,0.04857142857142857
SAINT CLAIR,ABSENTEE,State Senate,11.0,303,350,0.8657142857142858
SAINT CLAIR,ABSENTEE,State Senate,17.0,30,350,0.08571428571428572
SAINT CLAIR,ALABAMA NATIONAL GUARD,State House,50.0,2163,2163,1.0
SAINT CLAIR,ALABAMA NATIONAL GUARD,State Senate,11.0,2163,2163,1.0
SAINT CLAIR,ARGO TOWN HALL,State House,50.0,1089,1089,1.0
SAINT CLAIR,ARGO TOWN HALL,State Senate,11.0,1089,1089,1.0
SAINT CLAIR,ASHVILLE CITY HALL,State House,30.0,568,568,1.0
SAINT CLAIR,ASHVILLE CITY HALL,State Senate,10.0,104,568,0.18309859154929578
SAINT CLAIR,ASHVILLE CITY HALL,State Senate,17.0,464,568,0.8169014084507042
SAINT CLAIR,BRANCHVILLE CUMBERLAND,State House,50.0,792,792,1.0
SAINT CLAIR,BRANCHVILLE CUMBERLAND,State Senate,11.0,792,792,1.0
SAINT CLAIR,CEDAR GROVE BAPTIST,State House,50.0,580,580,1.0
SAINT CLAIR,CEDAR GROVE BAPTIST,State Senate,11.0,580,580,1.0
SAINT CLAIR,CELEBRATIONS,State House,36.0,812,812,1.0
SAINT CLAIR,CELEBRATIONS,State Senate,11.0,812,812,1.0
SAINT CLAIR,CHANDLER MOUNT COMMUNITY CENTER,State House,30.0,104,104,1.0
SAINT CLAIR,CHANDLER MOUNT COMMUNITY CENTER,State Senate,10.0,104,104,1.0
SAINT CLAIR,COOK SPRINGS VOLUNTEER FIRE DEPARTMENT,State House,36.0,207,494,0.4190283400809717
SAINT CLAIR,COOK SPRINGS VOLUNTEER FIRE DEPARTMENT,State House,50.0,287,494,0.5809716599190283
SAINT CLAIR,COOK SPRINGS VOLUNTEER FIRE DEPARTMENT,State Senate,11.0,494,494,1.0
SAINT CLAIR,FAIRVIEW CHURCH,State House,30.0,95,95,1.0
SAINT CLAIR,FAIRVIEW CHURCH,State Senate,17.0,95,95,1.0
SAINT CLAIR,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,State House,30.0,539,683,0.7891654465592972
SAINT CLAIR,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,State House,50.0,144,683,0.2108345534407028
SAINT CLAIR,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,State Senate,11.0,445,683,0.6515373352855052
SAINT CLAIR,FRIENDSHIP VOLUNTEER FIRE DEPARTMENT,State Senate,17.0,238,683,0.3484626647144949
SAINT CLAIR,GALLANT VOLUNTEER FIRE DEPARTMENT,State House,30.0,91,91,1.0
SAINT CLAIR,GALLANT VOLUNTEER FIRE DEPARTMENT,State Senate,10.0,91,91,1.0
SAINT CLAIR,GUM SPRINGS CHURCH,State House,30.0,193,193,1.0
SAINT CLAIR,GUM SPRINGS CHURCH,State Senate,10.0,193,193,1.0
SAINT CLAIR,MOODY CIVIC CENTER,State House,50.0,2190,2190,1.0
SAINT CLAIR,MOODY CIVIC CENTER,State Senate,11.0,2190,2190,1.0
SAINT CLAIR,NEW HOPE BAPTIST,State House,36.0,433,433,1.0
SAINT CLAIR,NEW HOPE BAPTIST,State Senate,11.0,433,433,1.0
SAINT CLAIR,NEW LONDON VOLUNTEER FIRE DEPARTMENT,State House,50.0,457,457,1.0
SAINT CLAIR,NEW LONDON VOLUNTEER FIRE DEPARTMENT,State Senate,11.0,457,457,1.0
SAINT CLAIR,NORTH VALLEY CHURCH,State House,50.0,831,831,1.0
SAINT CLAIR,NORTH VALLEY CHURCH,State Senate,11.0,831,831,1.0
SAINT CLAIR,ODENVILLE CIVIC CENTER,State House,50.0,858,858,1.0
SAINT CLAIR,ODENVILLE CIVIC CENTER,State Senate,11.0,858,858,1.0
SAINT CLAIR,OLDHAM CHAPEL CHURCH,State House,30.0,122,122,1.0
SAINT CLAIR,OLDHAM CHAPEL CHURCH,State Senate,10.0,122,122,1.0
SAINT CLAIR,PELL CITY CIVIC CENTER,State House,36.0,1715,1715,1.0
SAINT CLAIR,PELL CITY CIVIC CENTER,State Senate,11.0,1715,1715,1.0
SAINT CLAIR,PELL CITY COMMUNITY CENTER,State House,30.0,157,1090,0.14403669724770643
SAINT CLAIR,PELL CITY COMMUNITY CENTER,State House,36.0,933,1090,0.8559633027522936
SAINT CLAIR,PELL CITY COMMUNITY CENTER,State Senate,11.0,1090,1090,1.0
SAINT CLAIR,PINEDALE VOLUNTEER FIRE DEPARTMENT,State House,30.0,266,266,1.0
SAINT CLAIR,PINEDALE VOLUNTEER FIRE DEPARTMENT,State Senate,17.0,266,266,1.0
SAINT CLAIR,POPLAR SPRINGS CHURCH,State House,30.0,180,180,1.0
SAINT CLAIR,POPLAR SPRINGS CHURCH,State Senate,10.0,134,180,0.7444444444444445
SAINT CLAIR,POPLAR SPRINGS CHURCH,State Senate,17.0,46,180,0.25555555555555554
SAINT CLAIR,PRESCOTT COMMUNITY CENTER,State House,50.0,373,373,1.0
SAINT CLAIR,PRESCOTT COMMUNITY CENTER,State Senate,11.0,373,373,1.0
SAINT CLAIR,PROVISIONAL,State House,30.0,10,20,0.5
SAINT CLAIR,PROVISIONAL,State House,36.0,1,20,0.05
SAINT CLAIR,PROVISIONAL,State House,50.0,9,20,0.45
SAINT CLAIR,PROVISIONAL,State Senate,10.0,4,25,0.16
SAINT CLAIR,PROVISIONAL,State Senate,11.0,18,25,0.72
SAINT CLAIR,PROVISIONAL,State Senate,17.0,3,25,0.12
SAINT CLAIR,RAGLAND TOWN HALL,State House,30.0,616,616,1.0
SAINT CLAIR,RAGLAND TOWN HALL,State Senate,10.0,56,616,0.09090909090909091
SAINT CLAIR,RAGLAND TOWN HALL,State Senate,17.0,560,616,0.9090909090909091
SAINT CLAIR,RIVERSIDE TOWN HALL,State House,30.0,436,534,0.8164794007490637
SAINT CLAIR,RIVERSIDE TOWN HALL,State House,36.0,98,534,0.18352059925093633
SAINT CLAIR,RIVERSIDE TOWN HALL,State Senate,11.0,534,534,1.0
SAINT CLAIR,SHOAL CREEK COMMUNITY CENTER,State House,30.0,251,251,1.0
SAINT CLAIR,SHOAL CREEK COMMUNITY CENTER,State Senate,10.0,251,251,1.0
SAINT CLAIR,SLATE UNION CHURCH,State House,30.0,258,258,1.0
SAINT CLAIR,SLATE UNION CHURCH,State Senate,10.0,230,258,0.8914728682170543
SAINT CLAIR,SLATE UNION CHURCH,State Senate,17.0,28,258,0.10852713178294573
SAINT CLAIR,STEELE COMMUNITY CENTER,State House,30.0,353,353,1.0
SAINT CLAIR,STEELE COMMUNITY CENTER,State Senate,10.0,353,353,1.0
SAINT CLAIR,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,State House,30.0,305,454,0.6718061674008811
SAINT CLAIR,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,State House,50.0,149,454,0.32819383259911894
SAINT CLAIR,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,State Senate,11.0,352,454,0.775330396475771
SAINT CLAIR,WATTSVILLE VOLUNTEER FIRE DEPARTMENT,State Senate,17.0,102,454,0.22466960352422907
SAINT CLAIR,WHITES CHAPEL TOWN HALL,State House,50.0,372,372,1.0
SAINT CLAIR,WHITES CHAPEL TOWN HALL,State Senate,11.0,372,372,1.0
SAINT CLAIR,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,State House,36.0,29,152,0.19078947368421054
SAINT CLAIR,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,State House,50.0,123,152,0.8092105263157895
SAINT CLAIR,WOLF CREEK VOLUNTEER FIRE DEPARTMENT,State Senate,11.0,152,152,1.0
SHELBY,ABSENTEE,State House,15.0,14,838,0.016706443914081145
SHELBY,ABSENTEE,State House,41.0,179,838,0.21360381861575178
SHELBY,ABSENTEE,State House,43.0,242,838,0.28878281622911695
SHELBY,ABSENTEE,State House,45.0,149,838,0.17780429594272076
SHELBY,ABSENTEE,State House,48.0,21,838,0.025059665871121718
SHELBY,ABSENTEE,State House,49.0,78,838,0.09307875894988067
SHELBY,ABSENTEE,State House,73.0,155,838,0.18496420047732698
SHELBY,ABSENTEE,State Senate,11.0,101,838,0.12052505966587113
SHELBY,ABSENTEE,State Senate,14.0,205,838,0.24463007159904535
SHELBY,ABSENTEE,State Senate,15.0,297,838,0.35441527446300713
SHELBY,ABSENTEE,State Senate,16.0,235,838,0.28042959427207637
SHELBY,ALABASTER LIBERTY BAPTIST,State House,49.0,330,355,0.9295774647887324
SHELBY,ALABASTER LIBERTY BAPTIST,State House,73.0,25,355,0.07042253521126761
SHELBY,ALABASTER LIBERTY BAPTIST,State Senate,11.0,319,355,0.8985915492957747
SHELBY,ALABASTER LIBERTY BAPTIST,State Senate,14.0,36,355,0.10140845070422536
SHELBY,ASBURY UNITED METHODIST,State House,43.0,1296,1499,0.8645763842561708
SHELBY,ASBURY UNITED METHODIST,State House,45.0,203,1499,0.13542361574382922
SHELBY,ASBURY UNITED METHODIST,State Senate,15.0,1499,1499,1.0
SHELBY,ASBURY UNITED METHODIST,State Senate,16.0,0,1499,0.0
SHELBY,BAY SPRINGS BAPTIST,State House,41.0,374,374,1.0
SHELBY,BAY SPRINGS BAPTIST,State Senate,11.0,374,374,1.0
SHELBY,CALERA COMMUNITY CENTER,State House,41.0,1540,1540,1.0
SHELBY,CALERA COMMUNITY CENTER,State Senate,11.0,486,1540,0.3155844155844156
SHELBY,CALERA COMMUNITY CENTER,State Senate,14.0,1054,1540,0.6844155844155844
SHELBY,CAMP BRANCH CIVIC CENTER,State House,41.0,621,649,0.9568567026194145
SHELBY,CAMP BRANCH CIVIC CENTER,State House,73.0,28,649,0.04314329738058552
SHELBY,CAMP BRANCH CIVIC CENTER,State Senate,11.0,611,649,0.9414483821263482
SHELBY,CAMP BRANCH CIVIC CENTER,State Senate,14.0,38,649,0.05855161787365177
SHELBY,CHELSEA CHURCH OF GOD,State House,41.0,1244,1244,1.0
SHELBY,CHELSEA CHURCH OF GOD,State Senate,11.0,0,1244,0.0
SHELBY,CHELSEA CHURCH OF GOD,State Senate,15.0,1244,1244,1.0
SHELBY,CHELSEA LIBERTY BAPTIST,State House,41.0,791,791,1.0
SHELBY,CHELSEA LIBERTY BAPTIST,State Senate,15.0,791,791,1.0
SHELBY,CHRIST UNITED METHODIST,State House,43.0,1328,1328,1.0
SHELBY,CHRIST UNITED METHODIST,State Senate,16.0,1328,1328,1.0
SHELBY,COLUMBIANA RECREATION BUILDING,State House,41.0,1184,1184,1.0
SHELBY,COLUMBIANA RECREATION BUILDING,State Senate,11.0,1184,1184,1.0
SHELBY,CONCORD BAPTIST CHURCH,State House,41.0,1627,1627,1.0
SHELBY,CONCORD BAPTIST CHURCH,State Senate,11.0,518,1627,0.31837738168408114
SHELBY,CONCORD BAPTIST CHURCH,State Senate,14.0,1109,1627,0.6816226183159189
SHELBY,DUNNAVANT COMMUNITY CENTER,State House,45.0,255,255,1.0
SHELBY,DUNNAVANT COMMUNITY CENTER,State Senate,15.0,255,255,1.0
SHELBY,EVANGEL PRESBY CHURCH,State House,49.0,1717,1885,0.9108753315649868
SHELBY,EVANGEL PRESBY CHURCH,State House,73.0,168,1885,0.08912466843501327
SHELBY,EVANGEL PRESBY CHURCH,State Senate,14.0,1885,1885,1.0
SHELBY,FAITH PRESBYTERIAN CHURCH,State House,43.0,1261,1261,1.0
SHELBY,FAITH PRESBYTERIAN CHURCH,State Senate,16.0,1261,1261,1.0
SHELBY,FIRST BAPTIST PELHAM ANNEX,State House,49.0,1,1482,0.0006747638326585695
SHELBY,FIRST BAPTIST PELHAM ANNEX,State House,73.0,1481,1482,0.9993252361673415
SHELBY,FIRST BAPTIST PELHAM ANNEX,State Senate,14.0,1,1482,0.0006747638326585695
SHELBY,FIRST BAPTIST PELHAM ANNEX,State Senate,15.0,1481,1482,0.9993252361673415
SHELBY,FIRST CHRISTIAN CHURCH,State House,43.0,1337,1337,1.0
SHELBY,FIRST CHRISTIAN CHURCH,State Senate,16.0,1337,1337,1.0
SHELBY,FIRST PRESBYTERIAN CHURCH,State House,49.0,64,1332,0.04804804804804805
SHELBY,FIRST PRESBYTERIAN CHURCH,State House,73.0,1268,1332,0.9519519519519519
SHELBY,FIRST PRESBYTERIAN CHURCH,State Senate,14.0,1332,1332,1.0
SHELBY,FOURMILE VOLUNTEER FIRE RESCUE,State House,41.0,355,355,1.0
SHELBY,FOURMILE VOLUNTEER FIRE RESCUE,State Senate,11.0,355,355,1.0
SHELBY,GREYSTONE FARMS CLUBHOUSE,State House,45.0,705,705,1.0
SHELBY,GREYSTONE FARMS CLUBHOUSE,State Senate,15.0,705,705,1.0
SHELBY,HARPERSVILLE CITY HALL,State House,41.0,455,455,1.0
SHELBY,HARPERSVILLE CITY HALL,State Senate,15.0,455,455,1.0
SHELBY,HELENA COMMUNITY CENTER,State House,15.0,531,3418,0.1553540081919251
SHELBY,HELENA COMMUNITY CENTER,State House,43.0,128,3418,0.037448800468110006
SHELBY,HELENA COMMUNITY CENTER,State House,73.0,2759,3418,0.8071971913399649
SHELBY,HELENA COMMUNITY CENTER,State Senate,14.0,3418,3418,1.0
SHELBY,HOOVER FIRE STATION 8,State House,45.0,1105,1105,1.0
SHELBY,HOOVER FIRE STATION 8,State Senate,15.0,1105,1105,1.0
SHELBY,MAYLENE PENTECOSTAL LIGHT,State House,49.0,121,311,0.3890675241157556
SHELBY,MAYLENE PENTECOSTAL LIGHT,State House,73.0,190,311,0.6109324758842444
SHELBY,MAYLENE PENTECOSTAL LIGHT,State Senate,14.0,311,311,1.0
SHELBY,MEADOWBROOK BAPTIST,State House,43.0,1131,1473,0.7678207739307535
SHELBY,MEADOWBROOK BAPTIST,State House,48.0,342,1473,0.23217922606924643
SHELBY,MEADOWBROOK BAPTIST,State Senate,16.0,1473,1473,1.0
