chamber,district,voted_all,reg_all,voted_gender_male,reg_gender_male,voted_gender_female,reg_gender_female,voted_gender_unknown,reg_gender_unknown,voted_age_18_19,reg_age_18_19,voted_age_20_24,reg_age_20_24,voted_age_25_29,reg_age_25_29,voted_age_30_34,reg_age_30_34,voted_age_35_44,reg_age_35_44,voted_age_45_54,reg_age_45_54,voted_age_55_64,reg_age_55_64,voted_age_65_74,reg_age_65_74,voted_age_75_84,reg_age_75_84,voted_age_85over,reg_age_85over,voted_party_democratic,reg_party_democratic,voted_party_republican,reg_party_republican,voted_party_ind_npp,reg_party_ind_npp,voted_party_others,reg_party_others,voted_eur,reg_eur,voted_hisp,reg_hisp,voted_aa,reg_aa,voted_esa,reg_esa,voted_oth,reg_oth,voted_unk,reg_unk,voted_self_afam,reg_self_afam,voted_eur_party_democratic,reg_eur_party_democratic,voted_eur_party_republican,reg_eur_party_republican,voted_eur_party_ind_npp,reg_eur_party_ind_npp,voted_eur_party_others,reg_eur_party_others,voted_hisp_party_democratic,reg_hisp_party_democratic,voted_hisp_party_republican,reg_hisp_party_republican,voted_hisp_party_ind_npp,reg_hisp_party_ind_npp,voted_hisp_party_others,reg_hisp_party_others,voted_aa_party_democratic,reg_aa_party_democratic,voted_aa_party_republican,reg_aa_party_republican,voted_aa_party_ind_npp,reg_aa_party_ind_npp,voted_aa_party_others,reg_aa_party_others,voted_esa_party_democratic,reg_esa_party_democratic,voted_esa_party_republican,reg_esa_party_republican,voted_esa_party_ind_npp,reg_esa_party_ind_npp,voted_esa_party_others,reg_esa_party_others,voted_oth_party_democratic,reg_oth_party_democratic,voted_oth_party_republican,reg_oth_party_republican,voted_oth_party_ind_npp,reg_oth_party_ind_npp,voted_oth_party_others,reg_oth_party_others,voted_unk_party_democratic,reg_unk_party_democratic,voted_unk_party_republican,reg_unk_party_republican,voted_unk_party_ind_npp,reg_unk_party_ind_npp,voted_unk_party_others,reg_unk_party_others,voted_self_afam_party_democratic,reg_self_afam_party_democratic,voted_self_afam_party_republican,reg_self_afam_party_republican,voted_self_afam_party_ind_npp,reg_self_afam_party_ind_npp,voted_self_afam_party_others,reg_self_afam_party_others,l2_general_turnout_rate,cycle,status
house,1,22216,35432,9977,16356,12239,19076,0,256,208,319,1330,2554,1475,3140,1437,3015,2964,5407,3128,4907,3928,5586,4229,5498,2675,3630,842,1366,4392,7787,13357,17126,4467,10519,0,0,18531,28768,339,714,1595,3104,129,243,158,267,1464,2592,1588,3084,2291,3555,12118,15528,4122,9685,0,0,221,556,117,156,1,2,0,0,1496,2974,98,126,1,4,0,0,82,182,47,61,0,0,0,0,81,176,76,90,1,1,0,0,221,344,901,1165,342,827,0,0,1489,2955,98,125,1,4,0,0,0.6270038383382254,2026,experimental_L2_derived_not_forecast_promoted
house,2,25732,38734,12121,18546,13611,20187,0,590,231,383,1382,2592,1591,3167,1696,3088,3346,5545,3817,5608,5102,6845,4913,6410,3007,3962,647,1123,3500,6130,17650,22352,4582,10252,0,0,22065,32629,472,1029,1149,2001,116,230,166,259,1764,3175,1143,1985,1856,2924,15976,20237,4233,9468,0,0,300,813,170,214,2,2,0,0,1052,1853,95,146,2,2,0,0,51,147,65,82,0,1,0,0,67,141,99,118,0,0,0,0,174,252,1245,1555,345,779,0,0,1047,1838,94,145,2,2,0,0,0.6643259152166056,2026,experimental_L2_derived_not_forecast_promoted
house,3,19449,32959,8473,15041,10973,17912,3,526,182,278,1009,2247,1240,3040,1294,2891,2900,5515,2867,4786,3603,5293,3673,4949,2057,2844,620,1106,5901,11450,10249,13091,3299,8418,0,0,13997,22282,367,760,3659,7539,125,232,121,226,1180,2440,3623,7428,1841,2924,9123,11640,3033,7718,0,0,260,627,107,132,0,1,0,0,3523,7335,136,204,0,0,0,0,72,168,53,64,0,0,0,0,54,149,67,77,0,0,0,0,151,247,763,974,266,699,0,0,3494,7232,129,196,0,0,0,0,0.5900967869170788,2026,experimental_L2_derived_not_forecast_promoted
house,4,25170,37398,11592,17757,13577,19640,1,789,266,408,1499,2996,1583,3126,1668,3103,4150,6532,4611,6417,4748,6186,3728,4742,2225,2839,691,1044,6676,11174,15110,19204,3384,7020,0,0,18292,26039,901,1626,3130,5365,618,1125,295,519,1934,3512,3079,5278,2162,3004,13157,16788,2973,6247,0,0,626,1301,274,321,1,4,0,0,2946,5127,182,234,2,4,0,0,462,939,155,185,1,1,0,0,185,381,110,138,0,0,0,0,295,422,1232,1538,407,764,0,0,2901,5051,176,223,2,4,0,0,0.6730306433499118,2026,experimental_L2_derived_not_forecast_promoted
house,5,25253,38003,11491,17821,13762,20182,0,524,202,329,1284,2647,1614,3251,1794,3285,3875,6351,4004,5791,4899,6530,4387,5496,2514,3238,678,1074,5508,9690,15492,19233,4253,9080,0,0,19137,27809,686,1451,3316,5554,197,370,179,297,1738,3046,3290,5500,1677,2619,13573,16872,3887,8318,0,0,468,1182,218,269,0,0,0,0,3006,5180,307,369,3,5,0,0,109,266,88,103,0,1,0,0,78,172,101,125,0,0,0,0,170,271,1205,1495,363,756,0,0,2984,5132,303,363,3,5,0,0,0.6645001710391285,2026,experimental_L2_derived_not_forecast_promoted
house,6,27344,39989,12706,19221,14636,20765,2,92,270,426,1561,2959,2009,3684,2121,3642,4244,6741,4509,6302,5722,7347,4286,5358,2177,2775,445,753,8511,13088,16621,22550,2212,4351,0,0,18127,26133,913,1512,5792,8580,273,491,262,493,1977,2869,5703,8435,1854,2665,14522,19971,1751,3497,0,0,621,1178,290,329,2,5,0,0,5472,8186,313,382,7,12,0,0,176,370,95,119,2,2,0,0,146,344,115,148,1,1,0,0,242,345,1286,1601,449,834,0,0,5399,8059,297,364,7,12,0,0,0.6837880417114707,2026,experimental_L2_derived_not_forecast_promoted
house,7,22164,34827,10329,16505,11834,18321,1,909,193,301,1213,2296,1390,2759,1366,2735,2974,5230,3385,5222,4677,6541,4040,5426,2347,3250,577,1050,4548,8136,13758,17244,3858,9447,0,0,17519,26873,310,714,2658,4679,101,150,359,550,1217,2769,2645,4639,1503,2490,12433,15607,3583,8776,0,0,208,578,102,136,0,0,0,0,2574,4566,84,112,0,1,0,0,44,84,57,66,0,0,0,0,125,277,231,268,3,5,0,0,94,141,851,1055,272,665,0,0,2565,4531,80,107,0,1,0,0,0.6364027909380653,2026,experimental_L2_derived_not_forecast_promoted
house,8,17552,29802,7584,13458,9968,16344,0,240,136,230,934,2295,983,2626,991,2488,2249,4610,2612,4298,3480,4983,3426,4519,2146,2777,593,968,5674,11814,9405,11884,2473,6104,0,0,11887,18096,782,2029,3779,7792,81,181,124,262,899,1682,3753,7721,1211,1938,8416,10588,2260,5570,0,0,625,1818,150,195,7,16,0,0,3620,7538,143,214,16,40,0,0,35,125,46,56,0,0,0,0,68,199,56,63,0,0,0,0,115,196,594,768,190,478,0,0,3597,7474,140,207,16,40,0,0,0.5889537614925173,2026,experimental_L2_derived_not_forecast_promoted
house,9,21473,32906,10135,15853,11337,17052,1,686,199,300,1230,2307,1286,2645,1281,2541,3074,5114,3488,5156,4294,5904,3922,5095,2152,2895,546,944,2263,4205,15478,19426,3732,9275,0,0,18779,28296,361,714,510,1114,111,191,165,297,1547,2979,505,1105,1316,2138,14025,17597,3438,8561,0,0,229,552,130,160,2,2,0,0,475,1061,34,50,1,3,0,0,46,101,65,88,0,2,0,0,71,167,94,126,0,4,0,0,126,186,1130,1405,291,703,0,0,470,1052,34,50,1,3,0,0,0.6525557649060961,2026,experimental_L2_derived_not_forecast_promoted
house,10,23203,36329,10810,17559,12389,18763,4,598,196,324,1302,2679,1818,3703,1903,3644,3986,6677,3775,5607,4314,5826,3462,4508,1824,2391,620,960,8948,15397,13082,18757,1173,2175,0,0,14429,21141,1084,2060,4901,8715,658,1214,337,571,1794,3219,4815,8541,2415,3283,11262,16503,752,1355,0,0,827,1740,257,319,0,1,0,0,4671,8441,229,273,1,1,0,0,464,976,194,236,0,2,0,0,211,425,125,145,1,1,0,0,360,532,1015,1281,419,815,0,0,4598,8284,216,256,1,1,0,0,0.6386908530375183,2026,experimental_L2_derived_not_forecast_promoted
house,11,22623,34665,10620,16707,12003,17958,0,456,206,358,1294,2569,1477,2956,1484,2835,3061,5156,3646,5384,4367,5913,4061,5260,2426,3199,599,1027,1710,3472,19904,28734,1009,2459,0,0,20126,30233,573,1329,78,273,112,184,135,222,1599,2880,78,271,1093,1769,18255,26645,778,1819,0,0,379,1086,194,240,0,3,0,0,61,239,17,33,0,1,0,0,52,116,60,67,0,1,0,0,44,102,91,119,0,1,0,0,81,160,1287,1630,231,634,0,0,61,237,17,33,0,1,0,0,0.652617914322804,2026,experimental_L2_derived_not_forecast_promoted
house,12,22527,33474,10506,16005,12020,17468,1,562,205,319,1271,2361,1404,2770,1460,2652,3202,5234,3552,5141,4115,5512,4081,5132,2541,3244,696,1105,1717,3227,19815,27931,995,2316,0,0,20106,29454,375,803,245,512,128,222,110,177,1563,2867,242,506,1084,1749,18289,26014,733,1691,0,0,239,631,135,171,1,1,0,0,214,464,30,44,1,4,0,0,56,137,71,84,1,1,0,0,45,97,64,77,1,3,0,0,79,149,1226,1541,258,616,0,0,212,459,29,43,1,4,0,0,0.672970066320129,2026,experimental_L2_derived_not_forecast_promoted
house,13,21660,34567,9976,16183,11682,18381,2,682,184,291,1187,2368,1339,2882,1295,2665,2924,5203,3344,5394,4074,5869,4205,5505,2461,3275,646,1100,2320,4802,16208,20837,3132,8928,0,0,18434,28682,274,621,1174,2378,112,203,81,159,1585,3203,1163,2355,1112,1975,14440,18524,2882,8183,0,0,141,447,132,172,1,2,0,0,919,2009,255,369,0,0,0,0,30,104,82,99,0,0,0,0,23,87,58,71,0,1,0,0,95,180,1241,1602,249,742,0,0,913,1993,250,362,0,0,0,0,0.6266091937396939,2026,experimental_L2_derived_not_forecast_promoted
house,14,22884,34937,10754,16745,12130,18190,0,915,202,304,1280,2377,1351,2695,1420,2757,2917,5038,3451,5325,4675,6375,4280,5534,2631,3427,674,1091,1513,2884,19657,27111,1714,4942,0,0,20287,30679,247,489,431,836,114,164,117,177,1688,3505,430,832,940,1585,17881,24887,1466,4207,0,0,117,336,130,153,0,0,0,0,298,661,133,175,0,0,0,0,32,68,81,94,1,2,0,0,46,94,70,82,1,1,0,0,80,140,1362,1720,246,732,0,0,297,658,133,174,0,0,0,0,0.6550075850817185,2026,experimental_L2_derived_not_forecast_promoted
house,15,26073,36839,11356,16839,14716,19997,1,309,289,427,1718,2967,1455,2928,1628,2830,4345,6396,5031,6642,4847,6132,3954,4829,2253,2823,549,854,10004,14701,15438,20921,631,1217,0,0,15859,21871,599,1032,7172,10058,453,859,336,709,1654,2616,7098,9943,1733,2359,13790,18844,336,668,0,0,441,843,158,188,0,1,0,0,6927,9759,243,295,2,4,0,0,374,744,79,115,0,0,0,0,254,603,82,105,0,1,0,0,275,393,1086,1374,293,543,0,0,6873,9669,223,270,2,4,0,0,0.7077553679524418,2026,experimental_L2_derived_not_forecast_promoted
house,16,22602,33046,10599,15842,12002,17203,1,1297,228,320,1359,2366,1338,2596,1405,2541,3241,5050,3725,5227,4134,5586,4150,5263,2400,3079,619,1009,2316,4264,19436,26956,850,1826,0,0,19473,27859,217,421,1228,2295,73,125,110,173,1501,3469,1223,2280,962,1542,17897,25033,614,1284,0,0,122,305,95,116,0,0,0,0,1067,2086,161,207,0,2,0,0,27,69,46,56,0,0,0,0,41,95,69,78,0,0,0,0,97,167,1168,1466,236,540,0,0,1064,2074,159,204,0,2,0,0,0.6839556981177752,2026,experimental_L2_derived_not_forecast_promoted
house,17,22166,35127,10286,16661,11879,18465,1,1196,238,352,1316,2596,1220,2713,1231,2562,2824,5088,3433,5392,4238,6110,4138,5407,2740,3579,785,1316,1891,4220,17766,23862,2509,7045,0,0,19599,30171,258,672,847,1952,84,151,69,123,1309,3253,843,1943,890,1626,16446,22145,2263,6400,0,0,151,539,107,133,0,0,0,0,726,1771,121,181,0,0,0,0,32,88,51,62,1,1,0,0,24,63,45,58,0,2,0,0,68,133,996,1283,245,642,0,0,723,1763,120,180,0,0,0,0,0.6310245679961284,2026,experimental_L2_derived_not_forecast_promoted
house,18,18738,29546,8749,14028,9989,15517,0,953,165,277,1087,2194,1141,2368,1094,2211,2410,4292,2892,4501,3707,5199,3574,4742,2124,2831,544,928,2462,5066,13082,16064,3194,8416,0,0,15867,24258,646,1658,735,1373,54,94,82,139,1354,2976,732,1358,1133,1991,11777,14467,2957,7800,0,0,503,1473,143,185,0,0,0,0,671,1292,64,80,0,1,0,0,25,59,29,35,0,0,0,0,34,81,48,58,0,0,0,0,96,170,1021,1239,237,615,0,0,668,1277,64,80,0,1,0,0,0.6341975225072768,2026,experimental_L2_derived_not_forecast_promoted
house,19,22605,39739,9579,18145,13026,21590,0,246,585,890,2148,4399,2236,4719,1971,4307,3295,6627,2988,5238,3548,5376,3368,4654,1902,2569,562,945,13943,25983,7484,11506,1178,2250,0,0,8945,14138,663,1433,11637,21863,191,378,181,330,988,1839,11438,21416,1566,2296,6497,10225,882,1617,0,0,521,1263,140,168,2,2,0,0,11380,21517,254,338,3,8,0,0,141,318,49,59,1,1,0,0,139,278,42,51,0,1,0,0,196,311,502,665,290,621,0,0,11194,21093,241,315,3,8,0,0,0.5688366592012885,2026,experimental_L2_derived_not_forecast_promoted
house,20,30003,40964,14159,19585,15843,21375,1,289,267,392,1344,2616,1664,3107,1834,3160,4407,6212,4116,5433,5740,6920,5521,6544,3483,4230,1622,2332,6375,9215,22694,29926,934,1823,0,0,24197,32207,870,1353,1166,2060,595,998,448,667,2727,3964,1150,2035,3654,4587,19979,26519,564,1101,0,0,514,921,355,429,1,3,0,0,1076,1942,90,118,0,0,0,0,343,667,250,323,2,8,0,0,227,404,220,262,1,1,0,0,561,694,1800,2275,366,710,0,0,1061,1919,89,116,0,0,0,0,0.7324235914461479,2026,experimental_L2_derived_not_forecast_promoted
house,21,29962,44368,13759,21050,16203,23317,0,299,229,351,1538,2907,2078,3900,2349,4140,4981,7781,4637,6631,5775,7634,4798,6161,2752,3534,822,1321,8824,13396,19883,28575,1255,2397,0,0,21784,31738,789,1352,4501,6976,344,594,321,557,2223,3449,4465,6903,3219,4299,17742,25860,823,1579,0,0,530,1039,255,308,4,5,0,0,4308,6744,192,231,1,1,0,0,203,419,140,173,1,2,0,0,171,363,150,193,0,1,0,0,393,532,1404,1810,426,809,0,0,4278,6679,186,223,1,1,0,0,0.6753065272268302,2026,experimental_L2_derived_not_forecast_promoted
house,22,27620,40355,13136,19619,14483,20734,1,590,258,396,1400,2648,1683,3183,1976,3417,4763,7277,4762,6695,5456,7194,4568,5763,2237,2924,515,846,5077,7915,21236,29618,1307,2822,0,0,21973,31673,726,1173,2282,3550,244,389,323,509,2072,3649,2271,3527,1931,2734,19190,27022,852,1917,0,0,448,848,278,325,0,0,0,0,2141,3386,140,163,1,1,0,0,145,270,97,117,2,2,0,0,158,307,165,200,0,2,0,0,254,370,1366,1791,452,900,0,0,2132,3365,138,161,1,1,0,0,0.6844257217197374,2026,experimental_L2_derived_not_forecast_promoted
house,23,22043,36531,10395,17477,11648,19053,0,906,164,285,1249,2483,1257,2879,1263,2720,2869,5267,3596,5843,4197,6257,4246,5946,2594,3656,605,1184,2597,5195,15069,19578,4377,11758,0,0,19390,31614,290,714,563,1271,101,194,215,357,1484,3286,560,1263,1662,2905,13717,17847,4011,10862,0,0,180,563,109,150,1,1,0,0,483,1162,79,107,1,2,0,0,54,130,47,64,0,0,0,0,78,190,137,167,0,0,0,0,140,245,980,1243,364,893,0,0,480,1154,79,107,1,2,0,0,0.6034053269825628,2026,experimental_L2_derived_not_forecast_promoted
house,24,21389,32817,9896,15562,11493,17254,0,593,202,341,1325,2608,1261,2683,1343,2571,2844,4653,3374,5057,4084,5612,3941,5169,2481,3250,532,867,2364,4743,15370,19094,3655,8980,0,0,18649,27613,658,1649,278,669,75,171,216,342,1513,2965,277,665,1419,2222,13837,17149,3393,8242,0,0,513,1463,145,185,0,1,0,0,215,587,63,81,0,1,0,0,35,117,40,54,0,0,0,0,67,165,149,176,0,1,0,0,115,189,1136,1449,262,735,0,0,214,583,63,81,0,1,0,0,0.6517658530639607,2026,experimental_L2_derived_not_forecast_promoted
house,25,26901,38658,12637,18675,14259,19977,5,229,235,367,1522,2919,1966,3832,1973,3523,4389,6638,4123,5582,5349,6686,4534,5442,2155,2667,649,988,9087,14319,16596,22068,1218,2271,0,0,17719,24127,969,1613,4979,8054,732,1253,407,693,2095,3141,4905,7924,2655,3440,14220,19111,844,1576,0,0,636,1208,332,404,1,1,0,0,4720,7740,256,309,3,5,0,0,486,951,240,294,6,8,0,0,233,484,172,206,2,3,0,0,357,496,1376,1744,362,678,0,0,4660,7625,242,294,3,5,0,0,0.6958714884370635,2026,experimental_L2_derived_not_forecast_promoted
house,26,15937,27326,7217,12723,8720,14601,0,359,166,279,1039,2362,1065,2458,1090,2388,2206,4225,2368,3958,2937,4335,2726,3822,1856,2572,482,903,2238,5569,10648,13527,3051,8230,0,0,13528,21556,944,2937,212,651,92,192,94,191,1067,2156,210,642,1043,1763,9684,12245,2801,7548,0,0,811,2752,133,183,0,2,0,0,192,612,20,38,0,1,0,0,61,154,31,38,0,0,0,0,46,132,48,58,0,1,0,0,85,156,732,965,250,678,0,0,190,603,20,38,0,1,0,0,0.5832174485837663,2026,experimental_L2_derived_not_forecast_promoted
house,27,23966,37062,11302,17852,12664,19209,0,585,194,330,1252,2529,1364,2806,1415,2815,3162,5461,3541,5417,4893,6734,4744,6203,2711,3579,689,1167,2391,4518,16974,21226,4601,11318,0,0,21168,32060,459,1038,262,685,154,256,160,246,1763,3361,261,679,1596,2527,15342,19204,4230,10329,0,0,307,851,148,182,4,5,0,0,233,639,29,46,0,0,0,0,84,173,69,82,1,1,0,0,64,140,96,106,0,0,0,0,107,188,1290,1606,366,983,0,0,232,633,29,46,0,0,0,0,0.6466461604878312,2026,experimental_L2_derived_not_forecast_promoted
house,28,18028,33368,7592,14991,10436,18374,0,601,148,313,967,2312,1052,2883,1046,2949,2377,5262,2779,5062,3314,5344,3491,5009,2237,3100,617,1117,5654,12209,9825,13699,2549,7460,0,0,11817,19842,398,1102,4657,10231,136,294,102,239,918,2258,4618,10105,1106,1935,8399,11174,2312,6733,0,0,276,930,122,171,0,1,0,0,4062,8824,558,1316,37,91,0,0,73,200,60,83,3,11,0,0,54,162,48,77,0,0,0,0,83,158,638,878,197,624,0,0,4029,8712,553,1304,36,89,0,0,0.5402781107648046,2026,experimental_L2_derived_not_forecast_promoted
