chamber,district,POP_25OV24,N_HSDIP24,HS_DIP24,SOM_COLL24,ASSO_DEG24,BACH_DEG24,MAST_DEG24,PROF_DEG24,DOCT_DEG24,college_share_2024,education_allocation_method,cycle
senate,8,103598.52599125376,15010.057757905359,32527.625990584835,21334.889921117265,10950.42978105334,15190.79151846383,6426.897877015759,1150.0168490032331,1007.81629611013,0.2294967260692511,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,9,101700.15059393132,14231.965419295157,29405.91758105283,20619.90004270042,10880.665991190801,17192.642722063858,7423.595016528925,1155.7308146159255,789.7330064834114,0.26117661974511486,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,10,106767.67035800095,17380.867983250213,37221.33347067671,23495.902518381266,11095.499888977349,10709.260886468233,4532.724676821977,1622.1246806745119,709.9562527506797,0.1646010111280698,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,11,106600.14860654711,13923.435534896684,37085.39158640636,24436.76399048897,9200.632754711824,14284.789628951563,6033.096496424532,830.7391103004095,805.2995043667746,0.20594647406237224,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,12,102604.92725023381,13679.389596203786,34792.65581973729,23937.065109571435,9470.803709697304,12045.737372327301,6374.789745426694,1235.25,1069.2358972700113,0.2019884772636665,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,13,106796.67578246111,14376.230374072124,36335.49712411172,22362.09763940028,11466.426446628715,14214.131174577784,6469.198897539397,1035.3108529465708,537.7832731845294,0.20839997158322962,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,14,96043.59779538149,9265.529268857501,28439.436823762328,18417.607999789918,8787.490343109914,21106.111467496536,7785.333799133614,1246.1097681578149,995.9783250738635,0.32416042375037896,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,15,95219.19033759435,4443.843912880228,15507.532879667715,16771.472589213237,5535.500309329717,32582.585298519312,13088.419035224615,5397.752627486283,1892.0836852732375,0.5561992331454797,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,16,96884.62293569327,4067.442526620752,11963.228356372612,14849.432628482231,6358.7204876915,33812.82360931334,16932.524275487736,5169.875089887852,3730.575961837254,0.6156374162297746,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,17,94098.83998428131,9968.519712097243,31502.821964729388,20989.221131697035,9550.615149304795,14306.992980110355,6052.427851211061,964.6788005909685,763.5623945404614,0.23472831365553998,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,18,94952.00910180334,9283.229462408255,23205.617410277227,17006.030624326602,6436.645139793653,21746.488096235582,9390.472455649819,5229.550283631616,2653.975629480592,0.41094956108997727,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,19,95994.64230802233,10409.905794780529,33891.221135109095,23355.58384447866,9096.85522234028,12288.50577924476,5112.745155453541,970.6602313322362,869.1651452832336,0.20043906460502312,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,20,89752.75684053417,10088.387894543512,27722.25333955169,21763.155360245848,9252.769168070838,13705.956379016494,5738.993363708292,542.4666485992647,938.7746867982403,0.23315374162046454,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,21,87203.45877749813,8577.486711329311,25173.213592682783,17322.78320922604,8357.269659686706,15099.10009278228,8051.701661521693,1758.652762861732,2863.2510874075865,0.31848169778948865,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,22,98870.79355731979,12421.328648647097,38373.45360251092,19883.83430930748,10338.182433027761,11449.536221280568,4814.957715882984,1021.2606701690694,568.2399564939187,0.18057905597243729,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,23,94746.0,13408.0,41329.0,17692.0,8396.0,8717.0,4014.0,726.0,464.0,0.14692968568593925,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,24,95241.49602281358,11198.191711366118,32881.77568238835,20810.227626033047,8778.563536518937,13242.554991509589,6380.554492781068,682.8737183060334,1266.7542639104352,0.22650565528012834,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,25,102870.60999227357,8262.395647485555,27497.077056513124,20954.464268302083,8868.995447292986,22414.20200967057,11027.688133365678,2173.1504843535263,1672.6369452900453,0.36247162892764445,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,26,95566.16968474619,12786.318968956526,29146.199636942674,20397.378743360252,7363.549785802668,14595.824880171715,8143.2220009324665,1611.9767929744091,1521.698875605477,0.2707309776569788,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,27,94584.60169095559,7391.875443020005,21358.33363696686,18097.682119654164,7081.861932458966,21507.772996681386,12592.641934483228,2325.963643487673,4228.46998420331,0.42982523404486794,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,28,99125.77688184252,16661.81388725485,33827.30484126442,22285.2593020282,9570.583646049017,10709.382547919104,4471.666792447193,954.2265546517888,645.5393102279538,0.1692881078273787,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,29,100774.26982586794,12727.612998398241,33283.316593153795,22679.936012995455,10705.315560599867,13714.334158196749,5711.375788009863,1298.3552916017186,654.0234229122584,0.21213836327130603,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,30,96390.6381098223,11121.651393760434,34110.125245646625,19960.164327368806,7862.904184958446,13440.733099289057,7942.874849229539,1132.4641573557062,819.7208522136903,0.24209605222760786,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,31,91508.24754230517,12231.732979367442,28920.97706728938,19238.158851951594,10609.743853782013,12015.52676888806,6497.254946932117,1132.5632377318295,862.2898363627362,0.22410695582858647,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,32,116870.18060830742,7943.345293356768,27773.35606011134,24985.725970693424,10731.38400011436,28842.81732105422,11646.373451614334,3130.674494464296,1816.5040168986784,0.3887764102659545,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,33,92768.00732219058,10966.086439466506,30996.38241202462,19834.54768435132,7552.91473089142,15039.813427448173,6220.255417881246,1455.685161221124,702.3220489061683,0.25243698481227367,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,34,92737.64567588181,8988.121931261652,30125.527293014336,19204.522630711726,8253.408828054822,16389.762409888994,7023.311531570418,1708.190418315786,1044.800633064081,0.2821514909305517,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
senate,35,93173.3728363004,9231.117687267977,30144.280632338785,20064.369404936053,8645.110007911637,16281.070620328048,6626.1018830510175,1517.1892558297243,664.1333446371535,0.2692667909309756,block_group_to_2024_SLD_weighted_by_2024_CVAP_disaggregation,2026
